,group,variable,month,TOTAL 17.1 BCG CANTIDAD,TOTAL 17.1 BCG CANTIDAD,TOTALES,TOTALES,TOTALES
POOPO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,6,0,6,0,6
PORCO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,17,2,17,2,19
POROMA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,10,7,10,7,17
PORONGO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,3,7,3,7,10
PORTACHUELO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,46,0,46,0,46
PORVENIR,vacunaciones en menores de 1 ano,      bcg,2014-04-01,3,1,3,1,4
POSTRER VALLE,vacunaciones en menores de 1 ano,      bcg,2014-04-01,2,0,2,0,2
POTOSI,vacunaciones en menores de 1 ano,      bcg,2014-04-01,515,2,515,2,517
PRESTO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,3,13,3,13,16
PUCARANI,vacunaciones en menores de 1 ano,      bcg,2014-04-01,20,20,20,20,40
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,1,11,1,11,12
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,4,9,4,9,13
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,2,4,2,4,6
PUERTO PEREZ,vacunaciones en menores de 1 ano,      bcg,2014-04-01,1,5,1,5,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,29,6,29,6,35
PUERTO RICO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,6,9,6,9,15
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      bcg,2014-04-01,46,0,46,0,46
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      bcg,2014-04-01,136,3,136,3,139
PUNA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,7,7,7,7,14
PUNATA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,87,0,87,0,87
QUIABAYA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,1,3,1,3,4
QUILLACOLLO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,204,27,204,27,231
QUIME,vacunaciones en menores de 1 ano,      bcg,2014-04-01,1,11,1,11,12
QUIRUSILLAS,vacunaciones en menores de 1 ano,      bcg,2014-04-01,2,0,2,0,2
RAVELO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,11,18,11,18,29
REYES,vacunaciones en menores de 1 ano,      bcg,2014-04-01,26,4,26,4,30
RIBERALTA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,309,2,309,2,311
ROBORE,vacunaciones en menores de 1 ano,      bcg,2014-04-01,23,4,23,4,27
RURRENABAQUE,vacunaciones en menores de 1 ano,      bcg,2014-04-01,47,2,47,2,49
SABAYA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,2,0,2,0,2
SACABA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,229,1,229,1,230
SACACA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,21,18,21,18,39
SAIPINA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,3,6,3,6,9
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,14,4,14,4,18
SAMAIPATA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,6,1,6,1,7
SAN ANDRES,vacunaciones en menores de 1 ano,      bcg,2014-04-01,6,0,6,0,6
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,1,4,1,4,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,5,2,5,2,7
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,3,7,3,7,10
SAN BENITO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,10,3,10,3,13
SAN BORJA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,81,26,81,26,107
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,27,6,27,6,33
SAN CARLOS,vacunaciones en menores de 1 ano,      bcg,2014-04-01,44,5,44,5,49
SAN IGNACIO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,34,3,34,3,37
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,127,10,127,10,137
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      bcg,2014-04-01,42,0,42,0,42
SAN JOAQUIN,vacunaciones en menores de 1 ano,      bcg,2014-04-01,8,2,8,2,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      bcg,2014-04-01,40,0,40,0,40
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      bcg,2014-04-01,13,1,13,1,14
SAN JULIAN,vacunaciones en menores de 1 ano,      bcg,2014-04-01,88,7,88,7,95
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      bcg,2014-04-01,0,8,0,8,8
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      bcg,2014-04-01,5,1,5,1,6
SAN LUCAS,vacunaciones en menores de 1 ano,      bcg,2014-04-01,30,1,30,1,31
SAN MATIAS,vacunaciones en menores de 1 ano,      bcg,2014-04-01,33,3,33,3,36
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,25,2,25,2,27
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      bcg,2014-04-01,4,1,4,1,5
SAN PEDRO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,13,0,13,0,13
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,19,21,19,21,40
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,0,4,0,4,4
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,4,1,4,1,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,      bcg,2014-04-01,0,2,0,2,2
SAN RAFAEL,vacunaciones en menores de 1 ano,      bcg,2014-04-01,2,3,2,3,5
SAN RAMON BENI,vacunaciones en menores de 1 ano,      bcg,2014-04-01,5,7,5,7,12
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      bcg,2014-04-01,22,1,22,1,23
SANTA ANA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,61,0,61,0,61
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,3198,724,3198,724,3922
SANTA ROSA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,18,2,18,2,20
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,8,1,8,1,9
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,2,5,2,5,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      bcg,2014-04-01,7,7,7,7,14
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,4,8,4,8,12
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,1,2,1,2,3
SANTIVAÑES,vacunaciones en menores de 1 ano,      bcg,2014-04-01,4,4,4,4,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      bcg,2014-04-01,3,1,3,1,4
SAPAHAQUI,vacunaciones en menores de 1 ano,      bcg,2014-04-01,3,11,3,11,14
SENA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,6,6,6,6,12
SHINAOTA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,50,1,50,1,51
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      bcg,2014-04-01,16,15,16,15,31
SICAYA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,3,3,3,3,6
SIPE SIPE,vacunaciones en menores de 1 ano,      bcg,2014-04-01,44,1,44,1,45
SOPACHUY,vacunaciones en menores de 1 ano,      bcg,2014-04-01,1,2,1,2,3
SORACACHI,vacunaciones en menores de 1 ano,      bcg,2014-04-01,7,6,7,6,13
SORATA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,8,9,8,9,17
SUCRE,vacunaciones en menores de 1 ano,      bcg,2014-04-01,624,3,624,3,627
TACACHI,vacunaciones en menores de 1 ano,      bcg,2014-04-01,3,1,3,1,4
TACACOMA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,8,1,8,1,9
TACOBAMBA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,2,10,2,10,12
TACOPAYA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,5,8,5,8,13
TAHUA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,1,1,1,1,2
TAPACARI,vacunaciones en menores de 1 ano,      bcg,2014-04-01,24,12,24,12,36
TARABUCO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,16,8,16,8,24
TARACO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,1,0,1,0,1
TARATA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,7,0,7,0,7
TARIJA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,503,9,503,9,512
TARVITA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,12,8,12,8,20
TEOPONTE,vacunaciones en menores de 1 ano,      bcg,2014-04-01,13,8,13,8,21
TIAWANACU,vacunaciones en menores de 1 ano,      bcg,2014-04-01,13,6,13,6,19
TINGUIPAYA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,9,18,9,18,27
TIPUANI,vacunaciones en menores de 1 ano,      bcg,2014-04-01,5,6,5,6,11
TIQUIPAYA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,122,6,122,6,128
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      bcg,2014-04-01,21,6,21,6,27
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,      bcg,2014-04-01,0,3,0,3,3
TOLATA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,4,2,4,2,6
TOLEDO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,4,1,4,1,5
TOMAVE,vacunaciones en menores de 1 ano,      bcg,2014-04-01,4,15,4,15,19
TOMINA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,11,4,11,4,15
TORO TORO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,11,10,11,10,21
TOTORA(CBBA),vacunaciones en menores de 1 ano,      bcg,2014-04-01,22,4,22,4,26
TOTORA(ORR),vacunaciones en menores de 1 ano,      bcg,2014-04-01,7,2,7,2,9
TRIGAL,vacunaciones en menores de 1 ano,      bcg,2014-04-01,1,0,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,      bcg,2014-04-01,373,3,373,3,376
TUPIZA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,64,14,64,14,78
TURCO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,1,0,1,0,1
UMALA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,6,6,6,6,12
UNCIA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,22,18,22,18,40
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      bcg,2014-04-01,10,1,10,1,11
URUBICHA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,9,5,9,5,14
UYUNI,vacunaciones en menores de 1 ano,      bcg,2014-04-01,55,2,55,2,57
VACAS,vacunaciones en menores de 1 ano,      bcg,2014-04-01,1,7,1,7,8
VALLEGRANDE,vacunaciones en menores de 1 ano,      bcg,2014-04-01,37,0,37,0,37
VIACHA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,72,3,72,3,75
VILA VILA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,1,4,1,4,5
VILLA CHARCAS,vacunaciones en menores de 1 ano,      bcg,2014-04-01,16,11,16,11,27
VILLA MONTES,vacunaciones en menores de 1 ano,      bcg,2014-04-01,123,1,123,1,124
VILLA RIVERO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,10,6,10,6,16
VILLA SERRANO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,8,3,8,3,11
VILLA TUNARI,vacunaciones en menores de 1 ano,      bcg,2014-04-01,199,39,199,39,238
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      bcg,2014-04-01,2,2,2,2,4
VILLAZON,vacunaciones en menores de 1 ano,      bcg,2014-04-01,64,3,64,3,67
VINTO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,80,0,80,0,80
VITICHI,vacunaciones en menores de 1 ano,      bcg,2014-04-01,2,7,2,7,9
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      bcg,2014-04-01,0,5,0,5,5
WARNES,vacunaciones en menores de 1 ano,      bcg,2014-04-01,197,9,197,9,206
YACO,vacunaciones en menores de 1 ano,      bcg,2014-04-01,8,9,8,9,17
YACUIBA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,177,11,177,11,188
YAMPARAEZ,vacunaciones en menores de 1 ano,      bcg,2014-04-01,4,2,4,2,6
YANACACHI,vacunaciones en menores de 1 ano,      bcg,2014-04-01,2,1,2,1,3
YAPACANI,vacunaciones en menores de 1 ano,      bcg,2014-04-01,133,0,133,0,133
YOCALLA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,4,8,4,8,12
YOTALA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,9,5,9,5,14
YUNCHARA,vacunaciones en menores de 1 ano,      bcg,2014-04-01,2,2,2,2,4
ZUDAÑEZ,vacunaciones en menores de 1 ano,      bcg,2014-04-01,8,2,8,2,10
ACACIO,vacunaciones en menores de 1 ano,      bcg,2014-05-01,4,9,4,9,13
ACHACACHI,vacunaciones en menores de 1 ano,      bcg,2014-05-01,33,25,33,25,58
ACHOCALLA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,7,15,7,15,22
AIQUILE,vacunaciones en menores de 1 ano,      bcg,2014-05-01,35,2,35,2,37
ALALAY,vacunaciones en menores de 1 ano,      bcg,2014-05-01,1,5,1,5,6
ALCALA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,1,1,1,1,2
ALTO BENI,vacunaciones en menores de 1 ano,      bcg,2014-05-01,13,2,13,2,15
ANCORAIMES,vacunaciones en menores de 1 ano,      bcg,2014-05-01,5,15,5,15,20
ANDAMARCA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,0,1,0,1,1
ANTEQUERA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,4,5,4,5,9
ANZALDO,vacunaciones en menores de 1 ano,      bcg,2014-05-01,10,3,10,3,13
APOLO,vacunaciones en menores de 1 ano,      bcg,2014-05-01,19,10,19,10,29
ARAMPAMPA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,2,6,2,6,8
ARANI,vacunaciones en menores de 1 ano,      bcg,2014-05-01,22,0,22,0,22
ARBIETO,vacunaciones en menores de 1 ano,      bcg,2014-05-01,9,11,9,11,20
ARQUE,vacunaciones en menores de 1 ano,      bcg,2014-05-01,10,10,10,10,20
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      bcg,2014-05-01,63,2,63,2,65
ATOCHA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,14,9,14,9,23
AUCAPATA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,4,3,4,3,7
AYATA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,8,7,8,7,15
AYO AYO,vacunaciones en menores de 1 ano,      bcg,2014-05-01,5,4,5,4,9
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      bcg,2014-05-01,24,24,24,24,48
AZURDUY,vacunaciones en menores de 1 ano,      bcg,2014-05-01,8,3,8,3,11
BATALLAS,vacunaciones en menores de 1 ano,      bcg,2014-05-01,8,8,8,8,16
BAURES,vacunaciones en menores de 1 ano,      bcg,2014-05-01,7,0,7,0,7
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      bcg,2014-05-01,0,1,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,      bcg,2014-05-01,2,2,2,2,4
BERMEJO,vacunaciones en menores de 1 ano,      bcg,2014-05-01,59,6,59,6,65
BETANZOS,vacunaciones en menores de 1 ano,      bcg,2014-05-01,38,22,38,22,60
BOLIVAR,vacunaciones en menores de 1 ano,      bcg,2014-05-01,1,9,1,9,10
BOYUIBE,vacunaciones en menores de 1 ano,      bcg,2014-05-01,6,1,6,1,7
BUENA VISTA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,17,1,17,1,18
CABEZAS,vacunaciones en menores de 1 ano,      bcg,2014-05-01,18,42,18,42,60
CAIROMA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,8,5,8,5,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,      bcg,2014-05-01,5,2,5,2,7
CAJUATA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,7,2,7,2,9
CALACOTO,vacunaciones en menores de 1 ano,      bcg,2014-05-01,0,2,0,2,2
CALAMARCA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,5,7,5,7,12
CAMARGO,vacunaciones en menores de 1 ano,      bcg,2014-05-01,39,2,39,2,41
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      bcg,2014-05-01,3,1,3,1,4
CAMIRI,vacunaciones en menores de 1 ano,      bcg,2014-05-01,66,6,66,6,72
CAPINOTA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,19,0,19,0,19
CAQUIAVIRI,vacunaciones en menores de 1 ano,      bcg,2014-05-01,2,11,2,11,13
CARACOLLO,vacunaciones en menores de 1 ano,      bcg,2014-05-01,9,16,9,16,25
CARANAVI,vacunaciones en menores de 1 ano,      bcg,2014-05-01,101,11,101,11,112
CARAPARI,vacunaciones en menores de 1 ano,      bcg,2014-05-01,14,3,14,3,17
CARIPUYO,vacunaciones en menores de 1 ano,      bcg,2014-05-01,1,6,1,6,7
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      bcg,2014-05-01,4,8,4,8,12
CHACARILLA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,0,1,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,45,10,45,10,55
CHAQUI,vacunaciones en menores de 1 ano,      bcg,2014-05-01,7,5,7,5,12
CHARAGUA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,52,57,52,57,109
CHAYANTA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,6,13,6,13,19
CHIMORE,vacunaciones en menores de 1 ano,      bcg,2014-05-01,19,1,19,1,20
CHIPAYA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,1,2,1,2,3
CHOQUE COTA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      bcg,2014-05-01,51,2,51,2,53
CHUMA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,10,11,10,11,21
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      bcg,2014-05-01,4,11,4,11,15
CKOCHAS,vacunaciones en menores de 1 ano,      bcg,2014-05-01,16,15,16,15,31
CLIZA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,34,5,34,5,39
COBIJA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,143,3,143,3,146
COCAPATA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,8,14,8,14,22
COCHABAMBA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,1518,17,1518,17,1535
COIPASA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,1,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,49,0,49,0,49
"COLCHA ""K""",vacunaciones en menores de 1 ano,      bcg,2014-05-01,14,7,14,7,21
COLLANA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,2,0,2,0,2
COLOMI,vacunaciones en menores de 1 ano,      bcg,2014-05-01,25,10,25,10,35
COLPA BELGICA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,2,7,2,7,9
COLQUECHACA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,31,56,31,56,87
COLQUENCHA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,4,7,4,7,11
COLQUIRI,vacunaciones en menores de 1 ano,      bcg,2014-05-01,10,24,10,24,34
COMARAPA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,41,0,41,0,41
COMBAYA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,2,13,2,13,15
CONCEPCION,vacunaciones en menores de 1 ano,      bcg,2014-05-01,30,3,30,3,33
COPACABANA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,10,6,10,6,16
CORIPATA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,9,16,9,16,25
CORO CORO,vacunaciones en menores de 1 ano,      bcg,2014-05-01,3,10,3,10,13
COROICO,vacunaciones en menores de 1 ano,      bcg,2014-05-01,15,12,15,12,27
CORQUE,vacunaciones en menores de 1 ano,      bcg,2014-05-01,1,8,1,8,9
COTAGAITA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,14,15,14,15,29
COTOCA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,108,7,108,7,115
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      bcg,2014-05-01,22,44,22,44,66
CUEVO,vacunaciones en menores de 1 ano,      bcg,2014-05-01,1,9,1,9,10
CULPINA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,9,19,9,19,28
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      bcg,2014-05-01,9,1,9,1,10
CURVA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,0,2,0,2,2
DESAGUADERO,vacunaciones en menores de 1 ano,      bcg,2014-05-01,12,2,12,2,14
EL ALTO,vacunaciones en menores de 1 ano,      bcg,2014-05-01,1597,102,1597,102,1699
EL CHORO,vacunaciones en menores de 1 ano,      bcg,2014-05-01,1,5,1,5,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,      bcg,2014-05-01,10,8,10,8,18
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      bcg,2014-05-01,7,5,7,5,12
EL TORNO,vacunaciones en menores de 1 ano,      bcg,2014-05-01,114,1,114,1,115
EL VILLAR,vacunaciones en menores de 1 ano,      bcg,2014-05-01,3,0,3,0,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      bcg,2014-05-01,21,10,21,10,31
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,44,1,44,1,45
ESCARA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,1,0,1,0,1
ESCOMA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,3,0,3,0,3
EUCALIPTUS,vacunaciones en menores de 1 ano,      bcg,2014-05-01,5,4,5,4,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,      bcg,2014-05-01,0,6,0,6,6
EXALTACION,vacunaciones en menores de 1 ano,      bcg,2014-05-01,4,7,4,7,11
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      bcg,2014-05-01,8,7,8,7,15
FILADELFIA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,0,9,0,9,9
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,11,0,11,0,11
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      bcg,2014-05-01,4,19,4,19,23
GUANAY,vacunaciones en menores de 1 ano,      bcg,2014-05-01,18,9,18,9,27
GUAQUI,vacunaciones en menores de 1 ano,      bcg,2014-05-01,2,3,2,3,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,      bcg,2014-05-01,119,3,119,3,122
GUTIERREZ,vacunaciones en menores de 1 ano,      bcg,2014-05-01,13,1,13,1,14
HUACARETA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,4,1,4,1,5
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      bcg,2014-05-01,0,3,0,3,3
HUACHACALLA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,1,1,1,1,2
HUANUNI,vacunaciones en menores de 1 ano,      bcg,2014-05-01,35,1,35,1,36
HUARACAJE,vacunaciones en menores de 1 ano,      bcg,2014-05-01,4,3,4,3,7
HUARINA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,0,6,0,6,6
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,5,1,5,1,6
HUMANATA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,4,1,4,1,5
ICHOCA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,1,1,1,1,2
ICLA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,3,5,3,5,8
INCAHUASI,vacunaciones en menores de 1 ano,      bcg,2014-05-01,8,7,8,7,15
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,      bcg,2014-05-01,0,2,0,2,2
INQUISIVI,vacunaciones en menores de 1 ano,      bcg,2014-05-01,6,14,6,14,20
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      bcg,2014-05-01,16,13,16,13,29
IXIAMAS,vacunaciones en menores de 1 ano,      bcg,2014-05-01,12,1,12,1,13
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,8,12,8,12,20
LA ASUNTA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,74,11,74,11,85
LA GUARDIA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,118,8,118,8,126
LA PAZ,vacunaciones en menores de 1 ano,      bcg,2014-05-01,1741,40,1741,40,1781
LAGUNILLAS,vacunaciones en menores de 1 ano,      bcg,2014-05-01,6,1,6,1,7
LAJA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,16,10,16,10,26
LAS CARRERAS,vacunaciones en menores de 1 ano,      bcg,2014-05-01,0,1,0,1,1
LICOMA PAMPA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,2,0,2,0,2
LLALLAGUA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,26,74,26,74,100
LLICA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,6,0,6,0,6
LORETO,vacunaciones en menores de 1 ano,      bcg,2014-05-01,3,0,3,0,3
LURIBAY,vacunaciones en menores de 1 ano,      bcg,2014-05-01,0,4,0,4,4
MACHACAMARCA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,1,1,1,1,2
MACHARETI,vacunaciones en menores de 1 ano,      bcg,2014-05-01,9,1,9,1,10
MAGDALENA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,18,26,18,26,44
MAIRANA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,20,2,20,2,22
MAPIRI,vacunaciones en menores de 1 ano,      bcg,2014-05-01,29,0,29,0,29
MECAPACA,vacunaciones en menores de 1 ano,      bcg,2014-05-01,10,7,10,7,17
MINEROS,vacunaciones en menores de 1 ano,      bcg,2014-05-01,30,1,30,1,31
