,group,variable,month,TOTAL 1712 NEUMOCÓCICA 3RA. DOSIS CANTIDAD,TOTAL 1712 NEUMOCÓCICA 3RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
PALOS BLANCOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,17,3,17,3,20
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,5,0,5,0,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,7,1,7,1,8
PAPEL PAMPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,3,2,3,2,5
PASORAPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,1,1,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,20,2,20,2,22
PAZÑA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,6,4,6,4,10
PELECHUCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,1,2,1,3
POCOATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,7,18,7,18,25
POCONA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,15,12,15,12,27
POJO (CBBA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,16,2,16,2,18
PORCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,10,1,10,1,11
POROMA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,17,8,17,8,25
PORONGO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,12,8,12,8,20
PORTACHUELO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,32,6,32,6,38
PORVENIR,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,15,2,15,2,17
POTOSI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,461,5,461,5,466
PRESTO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,5,16,5,16,21
PUCARA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,1,1,1,2
PUCARANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,14,15,14,15,29
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,4,1,4,5
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,3,1,3,4
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,0,1,0,1,1
PUERTO PEREZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,8,2,8,2,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,52,24,52,24,76
PUERTO RICO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,1,2,1,3
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,20,16,20,16,36
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,112,9,112,9,121
PUNA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,9,12,9,12,21
PUNATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,21,0,21,0,21
QUIABAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,1,2,1,3
QUILLACOLLO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,190,58,190,58,248
QUIME,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,3,0,3,0,3
QUIRUSILLAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,3,1,3,1,4
RAVELO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,19,18,19,18,37
REYES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,4,5,4,5,9
RIBERALTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,24,2,24,2,26
ROBORE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,55,1,55,1,56
RURRENABAQUE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,6,0,6,0,6
SABAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,0,2,0,2
SACABA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,348,10,348,10,358
SACABAMBA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,6,2,6,2,8
SACACA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,6,3,6,3,9
SAIPINA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,7,2,7,2,9
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,4,5,4,5,9
SAMAIPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,18,0,18,0,18
SAN AGUSTIN,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,3,0,3,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,10,0,10,0,10
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,4,3,4,3,7
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,0,1,0,1
SAN BENITO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,18,3,18,3,21
SAN BORJA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,14,0,14,0,14
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,1,1,1,2
SAN CARLOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,44,2,44,2,46
SAN IGNACIO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,144,14,144,14,158
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,0,1,0,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,13,6,13,6,19
SAN JOAQUIN,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,0,4,0,4,4
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,27,11,27,11,38
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,28,1,28,1,29
SAN JULIAN,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,56,12,56,12,68
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,0,2,0,2,2
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,34,3,34,3,37
SAN LUCAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,21,13,21,13,34
SAN MATIAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,35,19,35,19,54
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,32,8,32,8,40
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,0,1,0,1
SAN PEDRO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,44,0,44,0,44
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,12,15,12,15,27
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,3,1,3,4
SAN RAFAEL,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,14,1,14,1,15
SAN RAMON BENI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,12,18,12,18,30
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,18,0,18,0,18
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2870,36,2870,36,2906
SANTA ROSA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,18,1,18,1,19
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,38,5,38,5,43
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,0,2,0,2,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,1,2,1,3
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,7,0,7,0,7
SANTIVAÑES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,15,0,15,0,15
SENA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,4,5,4,5,9
SHINAOTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,23,8,23,8,31
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,4,12,4,12,16
SICAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,0,1,0,1
SIPE SIPE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,41,0,41,0,41
SOPACHUY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,9,14,9,14,23
SORACACHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,2,2,2,4
SORATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,7,5,7,5,12
SUCRE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,517,16,517,16,533
TACACHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,1,2,1,3
TACACOMA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,4,2,4,2,6
TACOBAMBA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,1,2,1,3
TACOPAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,5,1,5,1,6
TAPACARI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,36,24,36,24,60
TARABUCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,25,19,25,19,44
TARACO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,0,1,0,1
TARATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,12,2,12,2,14
TARIJA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,376,9,376,9,385
TARVITA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,16,15,16,15,31
TEOPONTE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,11,5,11,5,16
TIAWANACU,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,8,4,8,4,12
TINGUIPAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,18,11,18,11,29
TIPUANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,7,0,7,0,7
TIQUIPAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,54,6,54,6,60
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,13,12,13,12,25
TOCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,4,0,4,0,4
TOLEDO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,0,1,0,1
TOMAVE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,6,7,6,7,13
TOMINA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,5,10,5,10,15
TORO TORO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,4,1,4,5
TOTORA(CBBA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,16,6,16,6,22
TOTORA(ORR),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,0,2,0,2
TRIGAL,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,2,0,2,0,2
TRINIDAD,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,86,13,86,13,99
TUPIZA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,67,6,67,6,73
TURCO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,4,2,4,2,6
UMALA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,5,2,5,2,7
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,36,12,36,12,48
URUBICHA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,43,0,43,0,43
UYUNI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,36,0,36,0,36
VACAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,3,8,3,8,11
VALLEGRANDE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,19,1,19,1,20
VIACHA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,5,0,5,0,5
VILA VILA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,1,0,1,0,1
VILLA CHARCAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,28,8,28,8,36
VILLA MONTES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,110,32,110,32,142
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,0,1,0,1,1
VILLA RIVERO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,5,0,5,0,5
VILLA SERRANO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,26,14,26,14,40
VILLA TUNARI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,69,15,69,15,84
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,5,3,5,3,8
VILLAZON,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,100,8,100,8,108
VINTO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,86,3,86,3,89
VITICHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,24,3,24,3,27
WARNES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,235,9,235,9,244
YACO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,4,7,4,7,11
YACUIBA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,72,6,72,6,78
YAMPARAEZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,9,4,9,4,13
YANACACHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,16,0,16,0,16
YAPACANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,73,5,73,5,78
YOCALLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,0,1,0,1,1
YOTALA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,4,9,4,9,13
YUNCHARA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,3,8,3,8,11
ZUDAÑEZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-06-01,7,4,7,4,11
ACACIO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,11,2,11,2,13
ACHACACHI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,40,14,40,14,54
ACHOCALLA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,123,0,123,0,123
AIQUILE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,25,27,25,27,52
ALALAY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,3,7,3,7,10
ALCALA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,4,0,4,0,4
ALTO BENI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,15,1,15,1,16
ANCORAIMES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,7,7,7,7,14
ANDAMARCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,8,1,8,1,9
ANTEQUERA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,5,0,5,0,5
ANZALDO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,12,4,12,4,16
APOLO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,12,0,12,0,12
ARAMPAMPA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,4,9,4,9,13
ARANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,13,4,13,4,17
ARBIETO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,6,12,6,12,18
ARQUE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,12,6,12,6,18
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,100,1,100,1,101
ATOCHA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,6,2,6,2,8
AUCAPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,1,1,1,1,2
AYATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,6,6,6,6,12
AYO AYO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,1,1,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,42,25,42,25,67
AZURDUY,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,9,10,9,10,19
BATALLAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,18,4,18,4,22
BAURES,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,5,0,5,0,5
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,1,1,1,1,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,4,2,4,2,6
BELLA FLOR,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,4,4,4,4,8
BERMEJO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,76,25,76,25,101
BETANZOS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,41,30,41,30,71
BOLIVAR,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,10,18,10,18,28
BOLPEBRA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,4,3,4,3,7
BOYUIBE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,13,3,13,3,16
BUENA VISTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,33,8,33,8,41
CABEZAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,29,2,29,2,31
CAIROMA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,6,2,6,2,8
"CAIZA ""D""",vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,4,2,4,2,6
CAJUATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,11,4,11,4,15
CALACOTO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,3,1,3,1,4
CALAMARCA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,7,3,7,3,10
CAMARGO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,13,1,13,1,14
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,5,1,5,1,6
CAMIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,65,2,65,2,67
CAPINOTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,64,12,64,12,76
CAQUIAVIRI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,0,1,0,1,1
CARACOLLO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,14,7,14,7,21
CARANAVI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,55,5,55,5,60
CARAPARI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,11,11,11,11,22
CARIPUYO,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,2,11,2,11,13
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,12,2,12,2,14
CATACORA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,1,1,1,1,2
CHALLAPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,48,16,48,16,64
CHAQUI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,19,3,19,3,22
CHARAGUA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,7,17,7,17,24
CHAYANTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,2,0,2,0,2
CHIMORE,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,46,2,46,2,48
CHIPAYA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,6,0,6,0,6
CHOQUE COTA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,2,0,2,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,24,6,24,6,30
CHUMA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,6,5,6,5,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,2,5,2,5,7
CKOCHAS,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,10,16,10,16,26
CLIZA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,26,9,26,9,35
COBIJA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,112,9,112,9,121
COCAPATA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,17,24,17,24,41
COCHABAMBA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,1874,37,1874,37,1911
COIPASA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,1,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,164,1,164,1,165
"COLCHA ""K""",vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,21,1,21,1,22
COLLANA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,1,1,1,1,2
COLOMI,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,44,7,44,7,51
COLPA BELGICA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,21,2,21,2,23
COLQUECHACA,vacunaciones en menores de 1 ano,      neumococica 3ra. dosis,2014-07-01,30,37,30,37,67
