,group,variable,month,TOTAL 17.3 PENTAVALENTE 2DA. DOSIS CANTIDAD,TOTAL 17.3 PENTAVALENTE 2DA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SANTA ANA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,34,3,34,3,37
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,2513,46,2513,46,2559
SANTA ROSA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,16,0,16,0,16
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,27,2,27,2,29
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,0,1,0,1,1
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,13,14,13,14,27
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,5,5,5,5,10
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,2,2,2,2,4
SANTIVAÑES,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,4,1,4,1,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,2,1,2,1,3
SAPAHAQUI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,4,7,4,7,11
SENA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,11,1,11,1,12
SHINAOTA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,44,5,44,5,49
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,20,10,20,10,30
SICAYA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,10,0,10,0,10
SIPE SIPE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,102,4,102,4,106
SOPACHUY,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,7,5,7,5,12
SORACACHI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,13,5,13,5,18
SORATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,16,19,16,19,35
SUCRE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,595,18,595,18,613
TACACHI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,0,3,0,3,3
TACACOMA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,5,1,5,1,6
TACOBAMBA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,12,9,12,9,21
TACOPAYA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,6,6,6,6,12
TAHUA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,1,1,1,1,2
TAPACARI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,29,11,29,11,40
TARABUCO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,15,12,15,12,27
TARACO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,7,5,7,5,12
TARATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,13,2,13,2,15
TARIJA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,412,8,412,8,420
TARVITA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,10,15,10,15,25
TEOPONTE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,19,8,19,8,27
TIAWANACU,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,17,4,17,4,21
TINGUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,16,16,16,16,32
TIPUANI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,22,1,22,1,23
TIQUIPAYA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,82,34,82,34,116
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,30,6,30,6,36
TOCO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,7,3,7,3,10
TODOS SANTOS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,0,1,0,1,1
TOLATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,10,0,10,0,10
TOLEDO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,2,4,2,4,6
TOMAVE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,19,12,19,12,31
TOMINA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,7,7,7,7,14
TORO TORO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,12,11,12,11,23
TOTORA(CBBA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,19,4,19,4,23
TOTORA(ORR),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,9,4,9,4,13
TRIGAL,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,1,1,1,1,2
TRINIDAD,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,240,8,240,8,248
TUPIZA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,92,13,92,13,105
TURCO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,4,1,4,1,5
UMALA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,2,5,2,5,7
UNCIA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,26,13,26,13,39
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,15,12,15,12,27
URUBICHA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,2,3,2,3,5
UYUNI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,62,3,62,3,65
VACAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,8,10,8,10,18
VALLEGRANDE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,25,1,25,1,26
VIACHA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,94,2,94,2,96
VILA VILA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,3,3,3,3,6
VILLA CHARCAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,23,5,23,5,28
VILLA MONTES,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,76,18,76,18,94
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,4,2,4,2,6
VILLA RIVERO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,8,4,8,4,12
VILLA SERRANO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,8,4,8,4,12
VILLA TUNARI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,121,6,121,6,127
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,15,7,15,7,22
VILLAZON,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,75,3,75,3,78
VINTO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,75,0,75,0,75
VITICHI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,12,4,12,4,16
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,1,3,1,3,4
WARNES,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,179,6,179,6,185
YACO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,1,5,1,5,6
YACUIBA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,132,10,132,10,142
YAMPARAEZ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,8,4,8,4,12
YANACACHI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,9,0,9,0,9
YAPACANI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,82,7,82,7,89
YOCALLA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,14,4,14,4,18
YOTALA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,7,4,7,4,11
YUNCHARA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,3,4,3,4,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-03-01,13,2,13,2,15
ACACIO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,1,6,1,6,7
ACHACACHI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,40,18,40,18,58
ACHOCALLA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,11,6,11,6,17
AIQUILE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,29,14,29,14,43
ALALAY,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,1,7,1,7,8
ALCALA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,2,0,2,0,2
ALTO BENI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,11,0,11,0,11
ANCORAIMES,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,13,11,13,11,24
ANDAMARCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,3,0,3,0,3
ANTEQUERA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,3,0,3,0,3
ANZALDO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,3,6,3,6,9
APOLO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,17,5,17,5,22
ARAMPAMPA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,4,3,4,3,7
ARANI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,8,1,8,1,9
ARBIETO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,18,12,18,12,30
ARQUE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,15,3,15,3,18
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,64,7,64,7,71
ATOCHA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,19,8,19,8,27
AUCAPATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,1,2,1,2,3
AYATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,5,5,5,5,10
AYO AYO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,6,1,6,1,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,25,25,25,25,50
AZURDUY,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,20,17,20,17,37
BATALLAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,15,9,15,9,24
BAURES,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,4,1,4,1,5
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,2,0,2,0,2
BELLA FLOR,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,2,4,2,4,6
BERMEJO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,35,19,35,19,54
BETANZOS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,36,18,36,18,54
BOLIVAR,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,9,3,9,3,12
BOLPEBRA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,4,2,4,2,6
BOYUIBE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,10,0,10,0,10
BUENA VISTA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,19,4,19,4,23
CABEZAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,33,29,33,29,62
CAIROMA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,10,3,10,3,13
"CAIZA ""D""",vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,11,5,11,5,16
CAJUATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,11,5,11,5,16
CALACOTO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,3,11,3,11,14
CALAMARCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,13,5,13,5,18
CAMARGO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,15,5,15,5,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,7,3,7,3,10
CAMIRI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,57,7,57,7,64
CAPINOTA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,43,8,43,8,51
CAQUIAVIRI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,7,6,7,6,13
CARACOLLO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,21,11,21,11,32
CARANAVI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,73,9,73,9,82
CARAPARI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,20,5,20,5,25
CARIPUYO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,8,8,8,8,16
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,4,0,4,0,4
CATACORA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,1,1,1,1,2
CHALLAPATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,47,14,47,14,61
CHAQUI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,8,3,8,3,11
CHARAGUA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,12,18,12,18,30
CHARAÑA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,1,0,1,0,1
CHAYANTA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,15,9,15,9,24
CHIMORE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,36,8,36,8,44
CHIPAYA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,3,0,3,0,3
CHOQUE COTA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,0,1,0,1,1
CHUA COCANI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,18,5,18,5,23
CHUMA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,3,5,3,5,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,18,2,18,2,20
CKOCHAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,17,7,17,7,24
CLIZA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,26,9,26,9,35
COBIJA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,108,11,108,11,119
COCAPATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,11,25,11,25,36
COCHABAMBA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,1237,18,1237,18,1255
COIPASA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,1,1,1,1,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,85,0,85,0,85
"COLCHA ""K""",vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,20,1,20,1,21
COLLANA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,7,5,7,5,12
COLOMI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,16,8,16,8,24
COLPA BELGICA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,8,1,8,1,9
COLQUECHACA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,27,28,27,28,55
COLQUENCHA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,14,1,14,1,15
COLQUIRI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,10,27,10,27,37
COMANCHE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,5,1,5,1,6
COMARAPA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,27,6,27,6,33
COMBAYA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,1,3,1,3,4
CONCEPCION,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,36,11,36,11,47
COPACABANA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,15,10,15,10,25
CORIPATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,27,5,27,5,32
CORO CORO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,8,5,8,5,13
COROICO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,26,1,26,1,27
CORQUE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,6,5,6,5,11
COTAGAITA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,29,16,29,16,45
COTOCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,111,7,111,7,118
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,31,2,31,2,33
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,1,0,1,0,1
CUEVO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,3,4,3,4,7
CULPINA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,11,14,11,14,25
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,3,1,3,1,4
CURVA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,3,2,3,2,5
DESAGUADERO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,9,2,9,2,11
EL ALTO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,1305,175,1305,175,1480
EL CHORO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,3,0,3,0,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,16,1,16,1,17
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,18,3,18,3,21
EL TORNO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,86,1,86,1,87
EL VILLAR,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,3,1,3,1,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,24,10,24,10,34
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,55,12,55,12,67
ESCOMA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,11,1,11,1,12
EUCALIPTUS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,2,0,2,0,2
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,0,2,0,2,2
EXALTACION,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,4,0,4,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,19,3,19,3,22
FILADELFIA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,4,2,4,2,6
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,34,1,34,1,35
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,9,9,9,9,18
GUANAY,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,22,10,22,10,32
GUAQUI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,4,4,4,4,8
GUAYARAMERIN,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,118,10,118,10,128
GUTIERREZ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,8,12,8,12,20
HUACARETA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,17,9,17,9,26
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,5,2,5,2,7
HUANUNI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,39,3,39,3,42
HUARACAJE,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,8,0,8,0,8
HUARINA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,3,5,3,5,8
HUATAJATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,4,0,4,0,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,8,2,8,2,10
HUMANATA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,4,8,4,8,12
ICHOCA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,0,7,0,7,7
ICLA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,1,3,1,3,4
INCAHUASI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,9,18,9,18,27
INQUISIVI,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,8,18,8,18,26
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,13,7,13,7,20
IXIAMAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,15,0,15,0,15
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,18,3,18,3,21
LA ASUNTA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,86,15,86,15,101
LA GUARDIA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,188,0,188,0,188
LA PAZ,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,1166,45,1166,45,1211
LA RIVERA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,0,1,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,5,3,5,3,8
LAJA,vacunaciones en menores de 1 ano,      pentavalente 2da. dosis,2014-04-01,28,0,28,0,28
