,group,variable,month,TOTAL 17.9 ANTIROTAVIRICA 2RA. DOSIS CANTIDAD,TOTAL 17.9 ANTIROTAVIRICA 2RA. DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,5,8,5,8,13
CHALLAPATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,45,18,45,18,63
CHAQUI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,13,5,13,5,18
CHARAGUA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,29,27,29,27,56
CHARAÑA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,2,1,2,1,3
CHAYANTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,16,12,16,12,28
CHIMORE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,34,3,34,3,37
CHIPAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,4,1,4,1,5
CHOQUE COTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,16,4,16,4,20
CHUMA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,5,10,5,10,15
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,13,0,13,0,13
CKOCHAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,25,12,25,12,37
CLIZA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,38,12,38,12,50
COBIJA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,105,22,105,22,127
COCAPATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,14,20,14,20,34
COCHABAMBA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,1249,18,1249,18,1267
COIPASA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,1,2,1,2,3
COLCAPIRHUA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,79,1,79,1,80
"COLCHA ""K""",vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,25,1,25,1,26
COLLANA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,4,1,4,1,5
COLOMI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,33,5,33,5,38
COLPA BELGICA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,12,2,12,2,14
COLQUECHACA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,34,43,34,43,77
COLQUENCHA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,11,1,11,1,12
COLQUIRI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,14,29,14,29,43
COMANCHE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,3,2,3,2,5
COMARAPA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,31,5,31,5,36
COMBAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,0,6,0,6,6
CONCEPCION,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,30,14,30,14,44
COPACABANA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,12,4,12,4,16
CORIPATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,19,12,19,12,31
CORO CORO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,12,2,12,2,14
COROICO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,13,7,13,7,20
CORQUE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,5,2,5,2,7
COTAGAITA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,30,5,30,5,35
COTOCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,93,43,93,43,136
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,24,19,24,19,43
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,3,0,3,0,3
CUEVO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,8,3,8,3,11
CULPINA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,18,17,18,17,35
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,2,2,2,2,4
CURVA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,2,7,2,7,9
DESAGUADERO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,6,1,6,1,7
EL ALTO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,1205,244,1205,244,1449
EL CHORO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,3,5,3,5,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,16,12,16,12,28
EL PUENTE(TJA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,16,1,16,1,17
EL TORNO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,91,12,91,12,103
EL VILLAR,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,4,0,4,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,24,15,24,15,39
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,58,25,58,25,83
ESCOMA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,5,1,5,1,6
ESMERALDA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,1,0,1,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,4,1,4,1,5
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,0,2,0,2,2
EXALTACION,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,4,0,4,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,23,5,23,5,28
FILADELFIA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,8,10,8,10,18
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,31,2,31,2,33
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,10,2,10,2,12
GUANAY,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,16,7,16,7,23
GUAQUI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,9,2,9,2,11
GUAYARAMERIN,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,74,4,74,4,78
GUTIERREZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,25,15,25,15,40
HUACARETA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,10,3,10,3,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,6,4,6,4,10
HUACHACALLA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,1,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,37,5,37,5,42
HUARACAJE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,4,0,4,0,4
HUARINA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,4,5,4,5,9
HUATAJATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,4,2,4,2,6
HUAYLLAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,1,0,1,0,1
HUMANATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,2,2,2,2,4
ICHOCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,7,0,7,0,7
ICLA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,9,5,9,5,14
INCAHUASI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,11,8,11,8,19
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,0,9,0,9,9
INQUISIVI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,12,16,12,16,28
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,23,6,23,6,29
IXIAMAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,12,0,12,0,12
JESUS DE MACHACA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,17,2,17,2,19
LA ASUNTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,101,11,101,11,112
LA GUARDIA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,181,11,181,11,192
LA PAZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,1257,59,1257,59,1316
LAGUNILLAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,4,8,4,8,12
LAJA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,23,2,23,2,25
LAS CARRERAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,1,1,1,1,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,7,0,7,0,7
LLALLAGUA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,37,38,37,38,75
LLICA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,4,1,4,1,5
LORETO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,4,1,4,1,5
LURIBAY,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,4,3,4,3,7
MACHACAMARCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,1,0,1,0,1
MACHARETI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,7,7,7,7,14
MAGDALENA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,31,12,31,12,43
MAIRANA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,22,5,22,5,27
MALLA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,0,1,0,1,1
MAPIRI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,29,0,29,0,29
MECAPACA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,19,4,19,4,23
MINEROS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,36,20,36,20,56
MIZQUE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,50,17,50,17,67
MOCOMOCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,11,14,11,14,25
MOJOCOYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,13,5,13,5,18
MONTEAGUDO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,31,6,31,6,37
MONTERO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,290,6,290,6,296
MORO MORO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,2,1,2,1,3
MOROCHATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,5,13,5,13,18
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,2,6,2,6,8
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,1,1,1,1,2
OCURI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,6,16,6,16,22
OKINAWA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,22,0,22,0,22
OMEREQUE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,13,3,13,3,16
ORURO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,485,27,485,27,512
PADCAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,15,6,15,6,21
PADILLA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,16,5,16,5,21
PAILON,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,48,32,48,32,80
PALCA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,19,7,19,7,26
PALOS BLANCOS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,36,12,36,12,48
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,6,3,6,3,9
PAMPA GRANDE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,11,0,11,0,11
PAPEL PAMPA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,4,4,4,4,8
PASORAPA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,5,4,5,4,9
PATACAMAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,38,9,38,9,47
PAZÑA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,9,2,9,2,11
PELECHUCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,8,3,8,3,11
POCOATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,17,34,17,34,51
POCONA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,15,6,15,6,21
POJO (CBBA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,14,2,14,2,16
POOPO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,5,1,5,1,6
PORCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,12,2,12,2,14
POROMA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,10,14,10,14,24
PORONGO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,9,4,9,4,13
PORTACHUELO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,46,2,46,2,48
PORVENIR,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,6,2,6,2,8
POSTRER VALLE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,3,0,3,0,3
POTOSI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,403,15,403,15,418
PRESTO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,2,10,2,10,12
PUCARA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,1,3,1,3,4
PUCARANI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,22,20,22,20,42
PUERTO ACOSTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,4,9,4,9,13
PUERTO CARABUCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,12,12,12,12,24
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,4,8,4,8,12
PUERTO PEREZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,1,6,1,6,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,30,12,30,12,42
PUERTO RICO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,8,2,8,2,10
PUERTO SILES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,2,0,2,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,41,11,41,11,52
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,105,13,105,13,118
PUNA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,21,34,21,34,55
PUNATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,44,2,44,2,46
QUIABAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,6,2,6,2,8
QUILLACOLLO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,182,85,182,85,267
QUIME,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,8,3,8,3,11
QUIRUSILLAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,1,1,1,1,2
RAVELO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,12,12,12,12,24
REYES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,15,7,15,7,22
RIBERALTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,256,21,256,21,277
ROBORE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,28,2,28,2,30
RURRENABAQUE,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,27,5,27,5,32
SABAYA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,5,1,5,1,6
SACABA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,249,6,249,6,255
SACABAMBA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,6,2,6,2,8
SACACA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,27,18,27,18,45
SAIPINA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,8,2,8,2,10
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,12,9,12,9,21
SAMAIPATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,16,3,16,3,19
SAN AGUSTIN,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,1,0,1,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,10,3,10,3,13
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,2,4,2,4,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,4,0,4,0,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,6,5,6,5,11
SAN BENITO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,18,5,18,5,23
SAN BORJA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,60,18,60,18,78
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,12,5,12,5,17
SAN CARLOS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,31,7,31,7,38
SAN IGNACIO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,25,5,25,5,30
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,91,20,91,20,111
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,1,0,1,0,1
SAN JAVIER(STC),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,26,5,26,5,31
SAN JOAQUIN,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,7,0,7,0,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,48,50,48,50,98
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,13,4,13,4,17
SAN JULIAN,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,77,39,77,39,116
SAN LORENZO(PND),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,5,5,5,5,10
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,28,9,28,9,37
SAN LUCAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,33,29,33,29,62
SAN MATIAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,20,8,20,8,28
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,20,8,20,8,28
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,6,1,6,1,7
SAN PEDRO,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,17,0,17,0,17
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,47,37,47,37,84
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,4,0,4,0,4
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,0,2,0,2,2
SAN PEDRO(PND),vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,1,3,1,3,4
SAN RAFAEL,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,8,2,8,2,10
SAN RAMON BENI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,5,7,5,7,12
SAN RAMON SCZ,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,20,1,20,1,21
SANTA ANA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,25,0,25,0,25
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,2561,111,2561,111,2672
SANTA ROSA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,17,8,17,8,25
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,34,9,34,9,43
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,1,3,1,3,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,1,8,1,8,9
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,6,4,6,4,10
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,2,0,2,0,2
SANTIVAÑES,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,6,1,6,1,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,1,0,1,0,1
SAPAHAQUI,vacunaciones en menores de 1 ano,      antirotavirica 2ra. dosis,2014-05-01,5,3,5,3,8
