municipality,group,variable,month,Nuevas en personas de 60 años o más -Hombre,Nuevas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
TUPIZA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,347,490,347,490,837
TURCO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,14,7,14,7,21
UMALA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,5,7,5,7,12
UNCIA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,78,148,78,148,226
URIONDO (A. CONCEPCION),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,20,33,20,33,53
URUBICHA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,1,5,1,5,6
UYUNI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,230,150,230,150,380
VACAS,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,16,39,16,39,55
VALLEGRANDE,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,234,292,234,292,526
VIACHA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,114,188,114,188,302
VILA VILA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,6,12,6,12,18
VILLA MONTES,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,150,114,150,114,264
VILLA NUEVA (LOMA ALTA),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,2,3,2,3,5
VILLA RIVERO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,13,10,13,10,23
VILLA SERRANO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,36,60,36,60,96
VILLA TUNARI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,89,63,89,63,152
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,69,80,69,80,149
VILLAZON,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,202,314,202,314,516
VINTO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,14,13,14,13,27
VITICHI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,51,86,51,86,137
WALDO BALLIVIAN,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,2,4,2,4,6
WARNES,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,55,44,55,44,99
YACO,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,17,12,17,12,29
YACUIBA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,402,448,402,448,850
YAMPARAEZ,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,29,52,29,52,81
YANACACHI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,10,31,10,31,41
YAPACANI,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,126,91,126,91,217
YOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,20,52,20,52,72
YOTALA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,20,49,20,49,69
YUNCHARA,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,25,36,25,36,61
ZUDAÑEZ,consulta externa,nuevas en personas de 60 anos o mas,2005-04-01,27,34,27,34,61
ACACIO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,24,50,24,50,74
ACHACACHI,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,173,170,173,170,343
ACHOCALLA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,14,17,14,17,31
AIQUILE,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,84,122,84,122,206
ALALAY,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,0,4,0,4,4
ALCALA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,11,18,11,18,29
ANCORAIMES,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,32,22,32,22,54
ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,18,17,18,17,35
ANTEQUERA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,3,5,3,5,8
ANZALDO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,10,17,10,17,27
APOLO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,43,32,43,32,75
ARAMPAMPA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,22,22,22,22,44
ARANI,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,8,13,8,13,21
ARBIETO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,18,38,18,38,56
ARQUE,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,11,22,11,22,33
ASCENCION DE GUARAYOS,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,17,19,17,19,36
ATOCHA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,66,105,66,105,171
AUCAPATA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,27,29,27,29,56
AYATA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,20,32,20,32,52
AYO AYO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,15,5,15,5,20
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,58,72,58,72,130
AZURDUY,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,28,34,28,34,62
BATALLAS,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,27,30,27,30,57
BAURES,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,20,20,20,20,40
BELEN DE ANDAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,5,8,5,8,13
BELEN DE URMIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,17,14,17,14,31
BELLA FLOR,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,12,3,12,3,15
BERMEJO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,335,316,335,316,651
BETANZOS,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,130,255,130,255,385
BOLIVAR,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,12,19,12,19,31
BOLPEBRA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,2,6,2,6,8
BOYUIBE,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,7,11,7,11,18
BUENA VISTA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,76,52,76,52,128
CABEZAS,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,21,38,21,38,59
CAIROMA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,32,18,32,18,50
"CAIZA ""D""",consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,45,82,45,82,127
CAJUATA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,34,29,34,29,63
CALACOTO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,18,25,18,25,43
CALAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,16,14,16,14,30
CAMARGO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,159,192,159,192,351
CAMATAQUI (C. VILLA ABECIA),consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,18,20,18,20,38
CAMIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,687,759,687,759,1446
CAPINOTA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,26,42,26,42,68
CAQUIAVIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,44,62,44,62,106
CARACOLLO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,44,46,44,46,90
CARANAVI,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,138,105,138,105,243
CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,2,2,2,2,4
CARAPARI,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,36,53,36,53,89
CARIPUYO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,8,27,8,27,35
CARMEN RIVERO TORREZ,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,2,2,2,2,4
CATACORA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,6,10,6,10,16
CHACARILLA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,0,1,0,1,1
CHALLAPATA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,55,73,55,73,128
CHAQUI,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,28,37,28,37,65
CHARAGUA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,47,56,47,56,103
CHARAÑA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,8,9,8,9,17
CHAYANTA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,35,77,35,77,112
CHIMORE,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,21,14,21,14,35
CHIPAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,3,3,3,3,6
CHOQUE COTA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,3,3,3,3,6
CHULUMANI (V. DE LA LIBERTAD),consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,74,45,74,45,119
CHUMA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,45,66,45,66,111
CLIZA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,11,24,11,24,35
COBIJA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,111,199,111,199,310
COCHABAMBA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,4100,4617,4100,4617,8717
COIPASA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,1,3,1,3,4
COLCAPIRHUA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,110,140,110,140,250
"COLCHA ""K""",consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,67,68,67,68,135
COLLANA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,14,23,14,23,37
COLOMI,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,13,18,13,18,31
COLPA BELGICA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,54,21,54,21,75
COLQUECHACA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,79,102,79,102,181
COLQUENCHA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,11,28,11,28,39
COLQUIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,59,53,59,53,112
COMANCHE,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,15,7,15,7,22
COMARAPA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,94,97,94,97,191
COMBAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,10,21,10,21,31
CONCEPCION,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,41,40,41,40,81
COPACABANA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,9,20,9,20,29
CORIPATA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,32,33,32,33,65
CORO CORO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,30,27,30,27,57
COROICO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,54,43,54,43,97
CORQUE,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,48,61,48,61,109
COTAGAITA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,191,322,191,322,513
COTOCA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,213,211,213,211,424
CUATRO CAÑADAS,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,11,10,11,10,21
CUCHUMUELA (V. G. VILLARROEL),consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,3,19,3,19,22
CUEVO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,10,33,10,33,43
CULPINA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,54,61,54,61,115
CURAHUARA DE CARANGAS,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,34,31,34,31,65
CURVA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,5,6,5,6,11
DESAGUADERO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,19,11,19,11,30
EL ALTO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,1106,1188,1106,1188,2294
EL CHORO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,16,10,16,10,26
EL PUENTE(STC),consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,7,13,7,13,20
EL PUENTE(TJA),consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,24,51,24,51,75
EL TORNO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,166,169,166,169,335
EL VILLAR,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,15,32,15,32,47
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,58,70,58,70,128
ENTRE RIOS,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,14,4,14,4,18
EUCALIPTUS,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,18,9,18,9,27
EUREKA (SANTOS MERCADO),consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,0,1,0,1,1
EXALTACION,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,2,9,2,9,11
FERNANDEZ ALONSO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,12,22,12,22,34
FILADELFIA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,8,16,8,16,24
GENERAL SAAVEDRA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,23,27,23,27,50
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,27,25,27,25,52
GUANAY,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,86,78,86,78,164
GUAQUI,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,28,24,28,24,52
GUAYARAMERIN,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,245,435,245,435,680
GUTIERREZ,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,28,33,28,33,61
HUACARETA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,47,61,47,61,108
HUACAYA (VILLA DE HUACAYA),consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,11,9,11,9,20
HUACHACALLA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,4,1,4,1,5
HUANUNI,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,118,107,118,107,225
HUARACAJE,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,2,8,2,8,10
HUAYLLAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,23,28,23,28,51
ICHOCA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,10,11,10,11,21
ICLA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,19,34,19,34,53
INCAHUASI,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,54,91,54,91,145
INGAVI (HUMAITA),consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,2,0,2,0,2
INQUISIVI,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,30,16,30,16,46
IRUPANA (VILLA DE LANZA),consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,50,33,50,33,83
IXIAMAS,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,23,12,23,12,35
JESUS DE MACHACA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,59,118,59,118,177
LA ASUNTA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,15,13,15,13,28
LA GUARDIA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,7,12,7,12,19
LA PAZ,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,6820,8111,6820,8111,14931
LA RIVERA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,1,1,1,1,2
LAGUNILLAS,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,28,31,28,31,59
LAJA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,29,26,29,26,55
LAS CARRERAS,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,15,19,15,19,34
LICOMA PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,5,8,5,8,13
LLALLAGUA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,283,152,283,152,435
LLICA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,48,36,48,36,84
LORETO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,2,7,2,7,9
LURIBAY,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,43,43,43,43,86
MACHACAMARCA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,52,83,52,83,135
MACHARETI,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,46,59,46,59,105
MAGDALENA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,32,24,32,24,56
MAIRANA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,35,56,35,56,91
MALLA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,9,16,9,16,25
MAPIRI,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,38,36,38,36,74
MECAPACA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,42,32,42,32,74
MINEROS,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,16,10,16,10,26
MIZQUE,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,17,15,17,15,32
MOCOMOCO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,53,67,53,67,120
MOJINETE,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,6,16,6,16,22
MOJOCOYA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,14,32,14,32,46
MONTEAGUDO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,187,264,187,264,451
MONTERO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,89,139,89,139,228
MORO MORO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,18,32,18,32,50
MOROCHATA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,17,29,17,29,46
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,3,0,3,0,3
NAZACARA DE PACAJES,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,1,3,1,3,4
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,3,3,3,3,6
OCURI,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,38,35,38,35,73
OKINAWA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,48,54,48,54,102
OMEREQUE,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,14,21,14,21,35
ORURO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,2166,2286,2166,2286,4452
PADCAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,58,77,58,77,135
PADILLA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,124,190,124,190,314
PAILON,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,9,15,9,15,24
PALCA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,31,18,31,18,49
PALOS BLANCOS,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,48,26,48,26,74
PAMPA AULLAGAS,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,9,2,9,2,11
PAMPA GRANDE,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,22,40,22,40,62
PAPEL PAMPA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,21,23,21,23,44
PASORAPA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,4,7,4,7,11
PATACAMAYA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,39,27,39,27,66
PAZÑA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,39,56,39,56,95
PELECHUCO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,21,9,21,9,30
POCOATA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,102,128,102,128,230
POCONA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,15,49,15,49,64
POJO (CBBA),consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,9,19,9,19,28
POOPO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,50,49,50,49,99
PORCO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,9,18,9,18,27
POROMA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,49,62,49,62,111
PORONGO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,33,36,33,36,69
PORTACHUELO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,102,81,102,81,183
PORVENIR,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,18,8,18,8,26
POSTRER VALLE,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,18,16,18,16,34
POTOSI,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,1109,1389,1109,1389,2498
PRESTO,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,18,30,18,30,48
PUCARA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,23,39,23,39,62
PUCARANI,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,49,39,49,39,88
PUERTO ACOSTA,consulta externa,nuevas en personas de 60 anos o mas,2005-05-01,100,96,100,96,196
