municipality,group,variable,month,Repetidas en personas de 60 años o más -Hombre,Repetidas en personas de 60 años o más -Mujer,TOTAL-H,TOTAL-M,TOTAL
PUERTO RICO,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,1,1,1,1,2
PUERTO SILES,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,0,1,0,1,1
PUERTO SUAREZ,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,6,6,6,6,12
PUERTO VILLARROEL,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,5,4,5,4,9
PUNA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,9,12,9,12,21
PUNATA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,72,130,72,130,202
QUIABAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,0,1,0,1,1
QUILLACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,27,33,27,33,60
QUIME,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,5,3,5,3,8
QUIRUSILLAS,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,0,3,0,3,3
RAVELO,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,0,1,0,1,1
REYES,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,11,15,11,15,26
RIBERALTA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,13,9,13,9,22
ROBORE,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,25,26,25,26,51
RURRENABAQUE,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,1,2,1,2,3
SABAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,0,2,0,2,2
SACABA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,96,97,96,97,193
SACABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,1,1,1,1,2
SACACA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,1,2,1,2,3
SAIPINA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,0,5,0,5,5
SALINAS DE GARCI MENDOZA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,3,5,3,5,8
SAMAIPATA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,1,0,1,0,1
SAN ANDRES,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,4,6,4,6,10
SAN ANTONIO DE ESMORUCO,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,0,4,0,4,4
SAN ANTONIO DE LOMERIO,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,1,0,1,0,1
SAN BENITO,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,7,6,7,6,13
SAN BORJA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,65,57,65,57,122
SAN BUENA VENTURA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,1,0,1,0,1
SAN CARLOS,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,4,10,4,10,14
SAN IGNACIO,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,39,33,39,33,72
SAN IGNACIO DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,41,52,41,52,93
SAN JAVIER(BNI),consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,1,0,1,0,1
SAN JAVIER(STC),consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,5,6,5,6,11
SAN JOAQUIN,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,22,25,22,25,47
SAN JOSE DE CHIQUITOS,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,13,18,13,18,31
SAN JUAN DE YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,2,3,2,3,5
SAN JULIAN,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,4,8,4,8,12
SAN LORENZO(TJA),consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,9,11,9,11,20
SAN LUCAS,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,5,12,5,12,17
SAN MATIAS,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,1,4,1,4,5
SAN MIGUEL DE VELASCO,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,21,54,21,54,75
SAN PABLO DE LIPEZ,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,2,0,2,0,2
SAN PEDRO,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,0,4,0,4,4
SAN PEDRO DE BUENA VISTA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,6,2,6,2,8
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,4,3,4,3,7
SAN RAMON,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,21,11,21,11,32
SANTA ANA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,111,136,111,136,247
SANTA CRUZ DE LA SIERRA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,1655,5014,1655,5014,6669
SANTA ROSA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,16,8,16,8,24
SANTA ROSA DEL SARA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,0,2,0,2,2
SANTIAGO DE CALLAPA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,2,7,2,7,9
SANTIAGO DE HUARI,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,8,11,8,11,19
SANTIAGO DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,1,1,1,1,2
SANTIVAÑES,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,7,3,7,3,10
SANTUARIO DE QUILLACAS,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,0,1,0,1,1
SAPAHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,5,4,5,4,9
SICA SICA (VILLA AROMA),consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,2,2,2,2,4
SIPE SIPE,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,9,11,9,11,20
SOPACHUY,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,0,3,0,3,3
SORACACHI,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,1,0,1,0,1
SORATA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,1,2,1,2,3
SUCRE,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,1516,1993,1516,1993,3509
TACACHI,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,4,5,4,5,9
TACACOMA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,0,1,0,1,1
TAHUA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,1,2,1,2,3
TAPACARI,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,6,7,6,7,13
TARABUCO,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,11,28,11,28,39
TARACO,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,2,2,2,2,4
TARATA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,3,2,3,2,5
TARIJA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,1518,2178,1518,2178,3696
TARVITA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,2,2,2,2,4
TEOPONTE,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,19,12,19,12,31
TIAWANACU,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,2,2,2,2,4
TINGUIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,0,1,0,1,1
TIPUANI,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,2,5,2,5,7
TIQUIPAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,6,10,6,10,16
TIRAQUE (CBBA),consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,12,8,12,8,20
TOCO,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,0,2,0,2,2
TOLEDO,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,2,1,2,1,3
TOMAVE,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,1,5,1,5,6
TOMINA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,3,4,3,4,7
TORO TORO,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,1,0,1,0,1
TOTORA(CBBA),consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,8,4,8,4,12
TRIGAL,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,2,2,2,2,4
TRINIDAD,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,179,176,179,176,355
TUPIZA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,37,40,37,40,77
UNCIA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,42,85,42,85,127
URIONDO (A. CONCEPCION),consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,1,1,1,1,2
UYUNI,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,41,51,41,51,92
VACAS,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,3,10,3,10,13
VALLEGRANDE,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,82,111,82,111,193
VIACHA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,141,124,141,124,265
VILLA MONTES,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,31,30,31,30,61
VILLA RIVERO,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,1,3,1,3,4
VILLA SERRANO,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,0,1,0,1,1
VILLA TUNARI,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,28,20,28,20,48
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,0,3,0,3,3
VILLAZON,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,60,110,60,110,170
VINTO,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,6,10,6,10,16
VITICHI,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,16,8,16,8,24
WALDO BALLIVIAN,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,0,6,0,6,6
WARNES,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,10,11,10,11,21
YACUIBA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,133,192,133,192,325
YAMPARAEZ,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,6,9,6,9,15
YANACACHI,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,1,0,1,0,1
YAPACANI,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,5,10,5,10,15
YOCALLA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,1,2,1,2,3
YOTALA,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,9,19,9,19,28
ZUDAÑEZ,consulta externa,repetidas en personas de 60 anos o mas,2005-04-01,3,4,3,4,7
ACACIO,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,2,2,2,2,4
ACHACACHI,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,29,20,29,20,49
ACHOCALLA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,3,3,3,3,6
AIQUILE,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,32,47,32,47,79
ALALAY,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,1,3,1,3,4
ALCALA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,1,0,1,0,1
ANCORAIMES,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,2,2,2,2,4
ANDAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,1,2,1,2,3
APOLO,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,11,4,11,4,15
ARANI,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,5,9,5,9,14
ARBIETO,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,7,11,7,11,18
ASCENCION DE GUARAYOS,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,1,0,1,0,1
ATOCHA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,21,57,21,57,78
AUCAPATA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,3,1,3,1,4
AYATA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,3,1,3,1,4
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,0,9,0,9,9
AZURDUY,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,3,3,3,3,6
BATALLAS,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,2,2,2,2,4
BAURES,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,8,3,8,3,11
BELEN DE ANDAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,0,1,0,1,1
BELLA FLOR,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,1,0,1,0,1
BERMEJO,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,64,75,64,75,139
BETANZOS,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,32,42,32,42,74
BOLIVAR,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,1,0,1,0,1
BOLPEBRA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,0,1,0,1,1
BOYUIBE,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,4,4,4,4,8
BUENA VISTA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,25,35,25,35,60
CABEZAS,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,0,1,0,1,1
CAIROMA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,4,1,4,1,5
"CAIZA ""D""",consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,2,2,2,2,4
CAJUATA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,0,3,0,3,3
CALACOTO,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,3,1,3,1,4
CALAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,6,0,6,0,6
CAMARGO,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,14,16,14,16,30
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,1,4,1,4,5
CAMIRI,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,68,120,68,120,188
CAPINOTA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,7,8,7,8,15
CAQUIAVIRI,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,7,7,7,7,14
CARACOLLO,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,17,12,17,12,29
CARANAVI,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,12,12,12,12,24
CARAPARI,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,0,2,0,2,2
CARMEN RIVERO TORREZ,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,1,1,1,1,2
CHACARILLA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,2,0,2,0,2
CHALLAPATA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,2,6,2,6,8
CHAQUI,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,0,2,0,2,2
CHARAGUA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,4,5,4,5,9
CHARAÑA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,0,4,0,4,4
CHAYANTA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,1,7,1,7,8
CHIMORE,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,2,2,2,2,4
CHOQUE COTA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,28,10,28,10,38
CHUMA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,10,9,10,9,19
COBIJA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,43,97,43,97,140
COCHABAMBA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,4490,5271,4490,5271,9761
COLCAPIRHUA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,57,80,57,80,137
"COLCHA ""K""",consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,6,7,6,7,13
COLLANA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,2,4,2,4,6
COLOMI,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,6,1,6,1,7
COLPA BELGICA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,38,6,38,6,44
COLQUECHACA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,7,5,7,5,12
COLQUENCHA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,0,1,0,1,1
COLQUIRI,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,3,13,3,13,16
COMANCHE,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,0,3,0,3,3
COMARAPA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,16,8,16,8,24
COMBAYA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,5,6,5,6,11
CONCEPCION,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,24,19,24,19,43
COPACABANA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,0,1,0,1,1
CORIPATA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,3,4,3,4,7
CORO CORO,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,0,2,0,2,2
COROICO,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,49,27,49,27,76
CORQUE,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,14,13,14,13,27
COTAGAITA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,12,32,12,32,44
CUATRO CAÑADAS,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,2,2,2,2,4
CUEVO,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,0,2,0,2,2
CULPINA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,0,2,0,2,2
CURAHUARA DE CARANGAS,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,2,1,2,1,3
CURVA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,1,0,1,0,1
DESAGUADERO,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,2,2,2,2,4
EL ALTO,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,689,679,689,679,1368
EL PUENTE(STC),consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,2,0,2,0,2
EL PUENTE(TJA),consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,2,1,2,1,3
EL TORNO,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,313,194,313,194,507
EL VILLAR,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,3,1,3,1,4
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,8,17,8,17,25
ENTRE RIOS,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,1,0,1,0,1
EUCALIPTUS,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,1,0,1,0,1
FERNANDEZ ALONSO,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,2,1,2,1,3
FILADELFIA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,6,7,6,7,13
GENERAL SAAVEDRA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,4,2,4,2,6
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,2,2,2,2,4
GUANAY,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,1,0,1,0,1
GUAQUI,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,0,2,0,2,2
GUAYARAMERIN,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,127,110,127,110,237
GUTIERREZ,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,2,0,2,0,2
HUACARETA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,1,2,1,2,3
HUANUNI,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,71,57,71,57,128
HUARACAJE,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,4,2,4,2,6
HUAYLLAMARCA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,3,8,3,8,11
ICLA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,0,2,0,2,2
INCAHUASI,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,4,1,4,1,5
INQUISIVI,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,4,1,4,1,5
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,7,3,7,3,10
JESUS DE MACHACA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,9,7,9,7,16
LA GUARDIA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,2,3,2,3,5
LA PAZ,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,8098,11439,8098,11439,19537
LAJA,consulta externa,repetidas en personas de 60 anos o mas,2005-05-01,0,3,0,3,3
