municipality,group,variable,month,Repetidas en menores de 5 años -Hombre,Repetidas en menores de 5 años -Mujer,TOTAL-H,TOTAL-M,TOTAL
SANTA ROSA,consulta externa,repetidas en menores de 5 anos,2005-04-01,32,15,32,15,47
SANTA ROSA DEL SARA,consulta externa,repetidas en menores de 5 anos,2005-04-01,59,37,59,37,96
SANTIAGO DE CALLAPA,consulta externa,repetidas en menores de 5 anos,2005-04-01,5,9,5,9,14
SANTIAGO DE HUARI,consulta externa,repetidas en menores de 5 anos,2005-04-01,4,5,4,5,9
SANTIAGO DE MACHACA,consulta externa,repetidas en menores de 5 anos,2005-04-01,0,1,0,1,1
SANTIVAÑES,consulta externa,repetidas en menores de 5 anos,2005-04-01,7,6,7,6,13
SANTUARIO DE QUILLACAS,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,1,1,1,2
SAPAHAQUI,consulta externa,repetidas en menores de 5 anos,2005-04-01,11,3,11,3,14
SENA,consulta externa,repetidas en menores de 5 anos,2005-04-01,7,5,7,5,12
SICA SICA (VILLA AROMA),consulta externa,repetidas en menores de 5 anos,2005-04-01,2,4,2,4,6
SICAYA,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,6,1,6,7
SIPE SIPE,consulta externa,repetidas en menores de 5 anos,2005-04-01,173,122,173,122,295
SOPACHUY,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,2,1,2,3
SORACACHI,consulta externa,repetidas en menores de 5 anos,2005-04-01,4,1,4,1,5
SORATA,consulta externa,repetidas en menores de 5 anos,2005-04-01,9,12,9,12,21
SUCRE,consulta externa,repetidas en menores de 5 anos,2005-04-01,932,897,932,897,1829
TACACHI,consulta externa,repetidas en menores de 5 anos,2005-04-01,11,13,11,13,24
TACOBAMBA,consulta externa,repetidas en menores de 5 anos,2005-04-01,0,2,0,2,2
TACOPAYA,consulta externa,repetidas en menores de 5 anos,2005-04-01,30,40,30,40,70
TAPACARI,consulta externa,repetidas en menores de 5 anos,2005-04-01,39,27,39,27,66
TARABUCO,consulta externa,repetidas en menores de 5 anos,2005-04-01,189,175,189,175,364
TARACO,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,0,1,0,1
TARATA,consulta externa,repetidas en menores de 5 anos,2005-04-01,17,28,17,28,45
TARIJA,consulta externa,repetidas en menores de 5 anos,2005-04-01,659,711,659,711,1370
TARVITA,consulta externa,repetidas en menores de 5 anos,2005-04-01,3,3,3,3,6
TEOPONTE,consulta externa,repetidas en menores de 5 anos,2005-04-01,13,10,13,10,23
TIAWANACU,consulta externa,repetidas en menores de 5 anos,2005-04-01,0,6,0,6,6
TINGUIPAYA,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,0,1,0,1
TIPUANI,consulta externa,repetidas en menores de 5 anos,2005-04-01,36,42,36,42,78
TIQUIPAYA,consulta externa,repetidas en menores de 5 anos,2005-04-01,311,235,311,235,546
TIRAQUE (CBBA),consulta externa,repetidas en menores de 5 anos,2005-04-01,132,142,132,142,274
TITO YUPANQUI (PARQUIPUJIO),consulta externa,repetidas en menores de 5 anos,2005-04-01,0,1,0,1,1
TOCO,consulta externa,repetidas en menores de 5 anos,2005-04-01,14,3,14,3,17
TOLATA,consulta externa,repetidas en menores de 5 anos,2005-04-01,6,3,6,3,9
TOLEDO,consulta externa,repetidas en menores de 5 anos,2005-04-01,4,9,4,9,13
TOMAVE,consulta externa,repetidas en menores de 5 anos,2005-04-01,4,2,4,2,6
TOMINA,consulta externa,repetidas en menores de 5 anos,2005-04-01,7,2,7,2,9
TORO TORO,consulta externa,repetidas en menores de 5 anos,2005-04-01,4,5,4,5,9
TOTORA(CBBA),consulta externa,repetidas en menores de 5 anos,2005-04-01,6,8,6,8,14
TRIGAL,consulta externa,repetidas en menores de 5 anos,2005-04-01,17,13,17,13,30
TRINIDAD,consulta externa,repetidas en menores de 5 anos,2005-04-01,263,298,263,298,561
TUPIZA,consulta externa,repetidas en menores de 5 anos,2005-04-01,60,63,60,63,123
TURCO,consulta externa,repetidas en menores de 5 anos,2005-04-01,2,0,2,0,2
UMALA,consulta externa,repetidas en menores de 5 anos,2005-04-01,0,1,0,1,1
UNCIA,consulta externa,repetidas en menores de 5 anos,2005-04-01,24,20,24,20,44
URIONDO (A. CONCEPCION),consulta externa,repetidas en menores de 5 anos,2005-04-01,12,31,12,31,43
URUBICHA,consulta externa,repetidas en menores de 5 anos,2005-04-01,8,12,8,12,20
UYUNI,consulta externa,repetidas en menores de 5 anos,2005-04-01,7,6,7,6,13
VACAS,consulta externa,repetidas en menores de 5 anos,2005-04-01,31,22,31,22,53
VALLEGRANDE,consulta externa,repetidas en menores de 5 anos,2005-04-01,7,23,7,23,30
VIACHA,consulta externa,repetidas en menores de 5 anos,2005-04-01,57,41,57,41,98
VILA VILA,consulta externa,repetidas en menores de 5 anos,2005-04-01,1,2,1,2,3
VILLA MONTES,consulta externa,repetidas en menores de 5 anos,2005-04-01,45,36,45,36,81
VILLA NUEVA (LOMA ALTA),consulta externa,repetidas en menores de 5 anos,2005-04-01,2,1,2,1,3
VILLA RIVERO,consulta externa,repetidas en menores de 5 anos,2005-04-01,14,18,14,18,32
VILLA SERRANO,consulta externa,repetidas en menores de 5 anos,2005-04-01,2,2,2,2,4
VILLA TUNARI,consulta externa,repetidas en menores de 5 anos,2005-04-01,145,129,145,129,274
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,repetidas en menores de 5 anos,2005-04-01,12,9,12,9,21
VILLAZON,consulta externa,repetidas en menores de 5 anos,2005-04-01,54,54,54,54,108
VINTO,consulta externa,repetidas en menores de 5 anos,2005-04-01,38,25,38,25,63
VITICHI,consulta externa,repetidas en menores de 5 anos,2005-04-01,3,5,3,5,8
WALDO BALLIVIAN,consulta externa,repetidas en menores de 5 anos,2005-04-01,0,2,0,2,2
WARNES,consulta externa,repetidas en menores de 5 anos,2005-04-01,105,104,105,104,209
YACO,consulta externa,repetidas en menores de 5 anos,2005-04-01,0,1,0,1,1
YACUIBA,consulta externa,repetidas en menores de 5 anos,2005-04-01,157,190,157,190,347
YAMPARAEZ,consulta externa,repetidas en menores de 5 anos,2005-04-01,11,12,11,12,23
YANACACHI,consulta externa,repetidas en menores de 5 anos,2005-04-01,10,14,10,14,24
YAPACANI,consulta externa,repetidas en menores de 5 anos,2005-04-01,59,47,59,47,106
YOCALLA,consulta externa,repetidas en menores de 5 anos,2005-04-01,4,1,4,1,5
YOTALA,consulta externa,repetidas en menores de 5 anos,2005-04-01,48,74,48,74,122
ZUDAÑEZ,consulta externa,repetidas en menores de 5 anos,2005-04-01,3,3,3,3,6
ACACIO,consulta externa,repetidas en menores de 5 anos,2005-05-01,8,1,8,1,9
ACHACACHI,consulta externa,repetidas en menores de 5 anos,2005-05-01,24,18,24,18,42
ACHOCALLA,consulta externa,repetidas en menores de 5 anos,2005-05-01,8,12,8,12,20
AIQUILE,consulta externa,repetidas en menores de 5 anos,2005-05-01,134,130,134,130,264
ALALAY,consulta externa,repetidas en menores de 5 anos,2005-05-01,10,17,10,17,27
ALCALA,consulta externa,repetidas en menores de 5 anos,2005-05-01,0,1,0,1,1
ANCORAIMES,consulta externa,repetidas en menores de 5 anos,2005-05-01,17,8,17,8,25
ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2005-05-01,11,4,11,4,15
ANTEQUERA,consulta externa,repetidas en menores de 5 anos,2005-05-01,4,7,4,7,11
ANZALDO,consulta externa,repetidas en menores de 5 anos,2005-05-01,3,9,3,9,12
APOLO,consulta externa,repetidas en menores de 5 anos,2005-05-01,3,6,3,6,9
ARANI,consulta externa,repetidas en menores de 5 anos,2005-05-01,45,31,45,31,76
ARBIETO,consulta externa,repetidas en menores de 5 anos,2005-05-01,6,7,6,7,13
ARQUE,consulta externa,repetidas en menores de 5 anos,2005-05-01,1,4,1,4,5
ASCENCION DE GUARAYOS,consulta externa,repetidas en menores de 5 anos,2005-05-01,22,18,22,18,40
ATOCHA,consulta externa,repetidas en menores de 5 anos,2005-05-01,31,39,31,39,70
AUCAPATA,consulta externa,repetidas en menores de 5 anos,2005-05-01,5,4,5,4,9
AYATA,consulta externa,repetidas en menores de 5 anos,2005-05-01,2,3,2,3,5
AYO AYO,consulta externa,repetidas en menores de 5 anos,2005-05-01,4,8,4,8,12
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,repetidas en menores de 5 anos,2005-05-01,15,11,15,11,26
AZURDUY,consulta externa,repetidas en menores de 5 anos,2005-05-01,3,0,3,0,3
BATALLAS,consulta externa,repetidas en menores de 5 anos,2005-05-01,3,2,3,2,5
BAURES,consulta externa,repetidas en menores de 5 anos,2005-05-01,9,15,9,15,24
BELEN DE ANDAMARCA,consulta externa,repetidas en menores de 5 anos,2005-05-01,3,0,3,0,3
BELEN DE URMIRI,consulta externa,repetidas en menores de 5 anos,2005-05-01,9,3,9,3,12
BERMEJO,consulta externa,repetidas en menores de 5 anos,2005-05-01,30,33,30,33,63
BETANZOS,consulta externa,repetidas en menores de 5 anos,2005-05-01,17,18,17,18,35
BOLIVAR,consulta externa,repetidas en menores de 5 anos,2005-05-01,7,8,7,8,15
BOLPEBRA,consulta externa,repetidas en menores de 5 anos,2005-05-01,4,7,4,7,11
BOYUIBE,consulta externa,repetidas en menores de 5 anos,2005-05-01,19,15,19,15,34
BUENA VISTA,consulta externa,repetidas en menores de 5 anos,2005-05-01,107,89,107,89,196
CABEZAS,consulta externa,repetidas en menores de 5 anos,2005-05-01,8,5,8,5,13
CAIROMA,consulta externa,repetidas en menores de 5 anos,2005-05-01,3,1,3,1,4
"CAIZA ""D""",consulta externa,repetidas en menores de 5 anos,2005-05-01,10,7,10,7,17
CAJUATA,consulta externa,repetidas en menores de 5 anos,2005-05-01,5,0,5,0,5
CALAMARCA,consulta externa,repetidas en menores de 5 anos,2005-05-01,19,16,19,16,35
CAMARGO,consulta externa,repetidas en menores de 5 anos,2005-05-01,7,13,7,13,20
CAMATAQUI (C. VILLA ABECIA),consulta externa,repetidas en menores de 5 anos,2005-05-01,7,3,7,3,10
CAMIRI,consulta externa,repetidas en menores de 5 anos,2005-05-01,167,169,167,169,336
CAPINOTA,consulta externa,repetidas en menores de 5 anos,2005-05-01,34,25,34,25,59
CAQUIAVIRI,consulta externa,repetidas en menores de 5 anos,2005-05-01,2,0,2,0,2
CARACOLLO,consulta externa,repetidas en menores de 5 anos,2005-05-01,8,8,8,8,16
CARANAVI,consulta externa,repetidas en menores de 5 anos,2005-05-01,50,56,50,56,106
CARAPARI,consulta externa,repetidas en menores de 5 anos,2005-05-01,3,4,3,4,7
CARIPUYO,consulta externa,repetidas en menores de 5 anos,2005-05-01,1,1,1,1,2
CARMEN RIVERO TORREZ,consulta externa,repetidas en menores de 5 anos,2005-05-01,1,1,1,1,2
CHACARILLA,consulta externa,repetidas en menores de 5 anos,2005-05-01,12,13,12,13,25
CHALLAPATA,consulta externa,repetidas en menores de 5 anos,2005-05-01,16,18,16,18,34
CHAQUI,consulta externa,repetidas en menores de 5 anos,2005-05-01,0,3,0,3,3
CHARAGUA,consulta externa,repetidas en menores de 5 anos,2005-05-01,42,55,42,55,97
CHARAÑA,consulta externa,repetidas en menores de 5 anos,2005-05-01,5,6,5,6,11
CHAYANTA,consulta externa,repetidas en menores de 5 anos,2005-05-01,14,7,14,7,21
CHIMORE,consulta externa,repetidas en menores de 5 anos,2005-05-01,44,55,44,55,99
CHIPAYA,consulta externa,repetidas en menores de 5 anos,2005-05-01,3,1,3,1,4
CHOQUE COTA,consulta externa,repetidas en menores de 5 anos,2005-05-01,10,10,10,10,20
CHULUMANI (V. DE LA LIBERTAD),consulta externa,repetidas en menores de 5 anos,2005-05-01,6,14,6,14,20
CHUMA,consulta externa,repetidas en menores de 5 anos,2005-05-01,2,7,2,7,9
CLIZA,consulta externa,repetidas en menores de 5 anos,2005-05-01,16,11,16,11,27
COBIJA,consulta externa,repetidas en menores de 5 anos,2005-05-01,182,193,182,193,375
COCHABAMBA,consulta externa,repetidas en menores de 5 anos,2005-05-01,2913,2462,2913,2462,5375
COLCAPIRHUA,consulta externa,repetidas en menores de 5 anos,2005-05-01,128,111,128,111,239
"COLCHA ""K""",consulta externa,repetidas en menores de 5 anos,2005-05-01,12,12,12,12,24
COLLANA,consulta externa,repetidas en menores de 5 anos,2005-05-01,1,0,1,0,1
COLOMI,consulta externa,repetidas en menores de 5 anos,2005-05-01,25,14,25,14,39
COLPA BELGICA,consulta externa,repetidas en menores de 5 anos,2005-05-01,35,25,35,25,60
COLQUECHACA,consulta externa,repetidas en menores de 5 anos,2005-05-01,5,12,5,12,17
COLQUENCHA,consulta externa,repetidas en menores de 5 anos,2005-05-01,4,8,4,8,12
COLQUIRI,consulta externa,repetidas en menores de 5 anos,2005-05-01,41,32,41,32,73
COMANCHE,consulta externa,repetidas en menores de 5 anos,2005-05-01,2,2,2,2,4
COMARAPA,consulta externa,repetidas en menores de 5 anos,2005-05-01,51,61,51,61,112
COMBAYA,consulta externa,repetidas en menores de 5 anos,2005-05-01,1,1,1,1,2
COPACABANA,consulta externa,repetidas en menores de 5 anos,2005-05-01,2,3,2,3,5
CORIPATA,consulta externa,repetidas en menores de 5 anos,2005-05-01,1,7,1,7,8
CORO CORO,consulta externa,repetidas en menores de 5 anos,2005-05-01,1,1,1,1,2
COROICO,consulta externa,repetidas en menores de 5 anos,2005-05-01,40,30,40,30,70
CORQUE,consulta externa,repetidas en menores de 5 anos,2005-05-01,17,16,17,16,33
COTAGAITA,consulta externa,repetidas en menores de 5 anos,2005-05-01,33,11,33,11,44
COTOCA,consulta externa,repetidas en menores de 5 anos,2005-05-01,8,4,8,4,12
CUATRO CAÑADAS,consulta externa,repetidas en menores de 5 anos,2005-05-01,25,29,25,29,54
CUCHUMUELA (V. G. VILLARROEL),consulta externa,repetidas en menores de 5 anos,2005-05-01,2,4,2,4,6
CUEVO,consulta externa,repetidas en menores de 5 anos,2005-05-01,3,5,3,5,8
CULPINA,consulta externa,repetidas en menores de 5 anos,2005-05-01,31,33,31,33,64
CURAHUARA DE CARANGAS,consulta externa,repetidas en menores de 5 anos,2005-05-01,2,1,2,1,3
CURVA,consulta externa,repetidas en menores de 5 anos,2005-05-01,1,2,1,2,3
DESAGUADERO,consulta externa,repetidas en menores de 5 anos,2005-05-01,7,2,7,2,9
EL ALTO,consulta externa,repetidas en menores de 5 anos,2005-05-01,2059,1852,2059,1852,3911
EL CHORO,consulta externa,repetidas en menores de 5 anos,2005-05-01,1,3,1,3,4
EL PUENTE(STC),consulta externa,repetidas en menores de 5 anos,2005-05-01,3,2,3,2,5
EL PUENTE(TJA),consulta externa,repetidas en menores de 5 anos,2005-05-01,5,6,5,6,11
EL TORNO,consulta externa,repetidas en menores de 5 anos,2005-05-01,171,152,171,152,323
EL VILLAR,consulta externa,repetidas en menores de 5 anos,2005-05-01,6,5,6,5,11
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2005-05-01,34,26,34,26,60
ENTRE RIOS,consulta externa,repetidas en menores de 5 anos,2005-05-01,18,18,18,18,36
EUCALIPTUS,consulta externa,repetidas en menores de 5 anos,2005-05-01,20,11,20,11,31
EXALTACION,consulta externa,repetidas en menores de 5 anos,2005-05-01,9,18,9,18,27
FERNANDEZ ALONSO,consulta externa,repetidas en menores de 5 anos,2005-05-01,31,30,31,30,61
FILADELFIA,consulta externa,repetidas en menores de 5 anos,2005-05-01,25,28,25,28,53
GENERAL SAAVEDRA,consulta externa,repetidas en menores de 5 anos,2005-05-01,21,17,21,17,38
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,repetidas en menores de 5 anos,2005-05-01,6,4,6,4,10
GUANAY,consulta externa,repetidas en menores de 5 anos,2005-05-01,18,18,18,18,36
GUAQUI,consulta externa,repetidas en menores de 5 anos,2005-05-01,3,0,3,0,3
GUAYARAMERIN,consulta externa,repetidas en menores de 5 anos,2005-05-01,76,117,76,117,193
GUTIERREZ,consulta externa,repetidas en menores de 5 anos,2005-05-01,8,5,8,5,13
HUACARETA,consulta externa,repetidas en menores de 5 anos,2005-05-01,34,38,34,38,72
HUACAYA (VILLA DE HUACAYA),consulta externa,repetidas en menores de 5 anos,2005-05-01,2,2,2,2,4
HUACHACALLA,consulta externa,repetidas en menores de 5 anos,2005-05-01,1,1,1,1,2
HUANUNI,consulta externa,repetidas en menores de 5 anos,2005-05-01,104,86,104,86,190
HUARACAJE,consulta externa,repetidas en menores de 5 anos,2005-05-01,19,7,19,7,26
HUAYLLAMARCA,consulta externa,repetidas en menores de 5 anos,2005-05-01,19,16,19,16,35
ICLA,consulta externa,repetidas en menores de 5 anos,2005-05-01,2,2,2,2,4
INCAHUASI,consulta externa,repetidas en menores de 5 anos,2005-05-01,13,19,13,19,32
INGAVI (HUMAITA),consulta externa,repetidas en menores de 5 anos,2005-05-01,3,7,3,7,10
INQUISIVI,consulta externa,repetidas en menores de 5 anos,2005-05-01,4,2,4,2,6
IRUPANA (VILLA DE LANZA),consulta externa,repetidas en menores de 5 anos,2005-05-01,6,10,6,10,16
IXIAMAS,consulta externa,repetidas en menores de 5 anos,2005-05-01,14,8,14,8,22
JESUS DE MACHACA,consulta externa,repetidas en menores de 5 anos,2005-05-01,3,0,3,0,3
LA ASUNTA,consulta externa,repetidas en menores de 5 anos,2005-05-01,4,6,4,6,10
LA GUARDIA,consulta externa,repetidas en menores de 5 anos,2005-05-01,100,116,100,116,216
LA PAZ,consulta externa,repetidas en menores de 5 anos,2005-05-01,4771,4598,4771,4598,9369
LAGUNILLAS,consulta externa,repetidas en menores de 5 anos,2005-05-01,30,24,30,24,54
LAJA,consulta externa,repetidas en menores de 5 anos,2005-05-01,5,6,5,6,11
LAS CARRERAS,consulta externa,repetidas en menores de 5 anos,2005-05-01,3,1,3,1,4
LICOMA PAMPA,consulta externa,repetidas en menores de 5 anos,2005-05-01,0,1,0,1,1
LLALLAGUA,consulta externa,repetidas en menores de 5 anos,2005-05-01,34,20,34,20,54
LLICA,consulta externa,repetidas en menores de 5 anos,2005-05-01,4,1,4,1,5
LORETO,consulta externa,repetidas en menores de 5 anos,2005-05-01,15,9,15,9,24
LURIBAY,consulta externa,repetidas en menores de 5 anos,2005-05-01,3,1,3,1,4
MACHACAMARCA,consulta externa,repetidas en menores de 5 anos,2005-05-01,7,6,7,6,13
MACHARETI,consulta externa,repetidas en menores de 5 anos,2005-05-01,11,9,11,9,20
MAGDALENA,consulta externa,repetidas en menores de 5 anos,2005-05-01,22,13,22,13,35
MAIRANA,consulta externa,repetidas en menores de 5 anos,2005-05-01,8,6,8,6,14
MALLA,consulta externa,repetidas en menores de 5 anos,2005-05-01,66,46,66,46,112
MAPIRI,consulta externa,repetidas en menores de 5 anos,2005-05-01,1,3,1,3,4
MECAPACA,consulta externa,repetidas en menores de 5 anos,2005-05-01,48,49,48,49,97
MINEROS,consulta externa,repetidas en menores de 5 anos,2005-05-01,11,20,11,20,31
MIZQUE,consulta externa,repetidas en menores de 5 anos,2005-05-01,28,32,28,32,60
MOCOMOCO,consulta externa,repetidas en menores de 5 anos,2005-05-01,1,3,1,3,4
MOJINETE,consulta externa,repetidas en menores de 5 anos,2005-05-01,7,2,7,2,9
MOJOCOYA,consulta externa,repetidas en menores de 5 anos,2005-05-01,1,3,1,3,4
MONTEAGUDO,consulta externa,repetidas en menores de 5 anos,2005-05-01,37,28,37,28,65
MONTERO,consulta externa,repetidas en menores de 5 anos,2005-05-01,490,442,490,442,932
MOROCHATA,consulta externa,repetidas en menores de 5 anos,2005-05-01,19,18,19,18,37
OCURI,consulta externa,repetidas en menores de 5 anos,2005-05-01,2,3,2,3,5
OKINAWA,consulta externa,repetidas en menores de 5 anos,2005-05-01,17,22,17,22,39
OMEREQUE,consulta externa,repetidas en menores de 5 anos,2005-05-01,17,15,17,15,32
ORURO,consulta externa,repetidas en menores de 5 anos,2005-05-01,737,719,737,719,1456
PADCAYA,consulta externa,repetidas en menores de 5 anos,2005-05-01,17,12,17,12,29
PADILLA,consulta externa,repetidas en menores de 5 anos,2005-05-01,11,8,11,8,19
PAILON,consulta externa,repetidas en menores de 5 anos,2005-05-01,14,7,14,7,21
PALCA,consulta externa,repetidas en menores de 5 anos,2005-05-01,3,8,3,8,11
PALOS BLANCOS,consulta externa,repetidas en menores de 5 anos,2005-05-01,122,99,122,99,221
PAMPA AULLAGAS,consulta externa,repetidas en menores de 5 anos,2005-05-01,2,0,2,0,2
PAMPA GRANDE,consulta externa,repetidas en menores de 5 anos,2005-05-01,36,15,36,15,51
PAPEL PAMPA,consulta externa,repetidas en menores de 5 anos,2005-05-01,1,1,1,1,2
PATACAMAYA,consulta externa,repetidas en menores de 5 anos,2005-05-01,9,16,9,16,25
PAZÑA,consulta externa,repetidas en menores de 5 anos,2005-05-01,11,6,11,6,17
PELECHUCO,consulta externa,repetidas en menores de 5 anos,2005-05-01,5,5,5,5,10
POCOATA,consulta externa,repetidas en menores de 5 anos,2005-05-01,7,7,7,7,14
POCONA,consulta externa,repetidas en menores de 5 anos,2005-05-01,6,2,6,2,8
POJO (CBBA),consulta externa,repetidas en menores de 5 anos,2005-05-01,6,5,6,5,11
POOPO,consulta externa,repetidas en menores de 5 anos,2005-05-01,1,2,1,2,3
PORCO,consulta externa,repetidas en menores de 5 anos,2005-05-01,10,6,10,6,16
POROMA,consulta externa,repetidas en menores de 5 anos,2005-05-01,2,5,2,5,7
PORONGO,consulta externa,repetidas en menores de 5 anos,2005-05-01,24,17,24,17,41
PORTACHUELO,consulta externa,repetidas en menores de 5 anos,2005-05-01,32,31,32,31,63
PORVENIR,consulta externa,repetidas en menores de 5 anos,2005-05-01,2,3,2,3,5
POSTRER VALLE,consulta externa,repetidas en menores de 5 anos,2005-05-01,2,2,2,2,4
POTOSI,consulta externa,repetidas en menores de 5 anos,2005-05-01,475,327,475,327,802
PRESTO,consulta externa,repetidas en menores de 5 anos,2005-05-01,3,0,3,0,3
PUCARA,consulta externa,repetidas en menores de 5 anos,2005-05-01,5,4,5,4,9
