,group,variable,month,TOTAL 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTAL 22.2 N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
MACHARETI,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,28,28
MAGDALENA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,4,4
MAIRANA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,19,19
MINEROS,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,57,57
MIZQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,5,5
MOJOCOYA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,12,12
MONTEAGUDO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,57,57
MONTERO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,353,353
OMEREQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,11,11
ORURO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,1004,1004
PADCAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,21,21
PADILLA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,15,15
PAILON,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,75,75
PALOS BLANCOS,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,56,56
PAMPA GRANDE,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,14,14
PATACAMAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,48,48
PAZÑA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,3,3
POCOATA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,9,9
POJO (CBBA),vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,5,5
POOPO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,6,6
POROMA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,44,44
PORONGO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,7,7
PORTACHUELO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,11,11
PORVENIR,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,13,13
POTOSI,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,205,205
PRESTO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,20,20
PUCARANI,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,16,16
PUERTO GONZALO MORENO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,14,14
PUERTO QUIJARRO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,27,27
PUERTO RICO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,11,11
PUERTO SUAREZ,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,30,30
PUERTO VILLARROEL,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,318,318
PUNATA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,162,162
QUILLACOLLO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,540,540
QUIRUSILLAS,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,5,5
REYES,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,16,16
RIBERALTA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,166,166
ROBORE,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,48,48
RURRENABAQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,23,23
SACABA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,393,393
SACACA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,8,8
SAIPINA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,13,13
SALINAS DE GARCI MENDOZA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,7,7
SAMAIPATA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,9,9
SAN ANDRES,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,1,1
SAN BENITO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,5,5
SAN BORJA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,50,50
SAN CARLOS,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,65,65
SAN IGNACIO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,29,29
SAN IGNACIO DE VELASCO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,119,119
SAN JAVIER(STC),vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,29,29
SAN JOSE DE CHIQUITOS,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,62,62
SAN JUAN DE YAPACANI,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,14,14
SAN JULIAN,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,84,84
SAN LORENZO(PND),vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,13,13
SAN LORENZO(TJA),vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,39,39
SAN LUCAS,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,68,68
SAN MATIAS,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,34,34
SAN MIGUEL DE VELASCO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,27,27
SAN PEDRO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,24,24
SAN PEDRO DE BUENA VISTA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,26,26
SAN RAFAEL,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,26,26
SAN RAMON BENI,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,23,23
SANTA ANA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,44,44
SANTA CRUZ DE LA SIERRA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,2928,2928
SANTA ROSA DEL SARA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,35,35
SANTIVAÑES,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,3,3
SENA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,25,25
SHINAOTA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,76,76
SICAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,1,1
SIPE SIPE,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,52,52
SOPACHUY,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,17,17
SORACACHI,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,4,4
SUCRE,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,1192,1192
TACOBAMBA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,16,16
TAPACARI,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,20,20
TARABUCO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,36,36
TARATA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,15,15
TARIJA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,318,318
TARVITA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,20,20
TEOPONTE,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,7,7
TIAWANACU,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,16,16
TIQUIPAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,232,232
TIRAQUE (CBBA),vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,40,40
TOCO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,14,14
TOLATA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,12,12
TOMAVE,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,3,3
TOMINA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,17,17
TOTORA(CBBA),vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,47,47
TOTORA(ORR),vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,6,6
TRINIDAD,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,100,100
TUPIZA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,19,19
TURCO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,8,8
UNCIA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,23,23
URIONDO (A. CONCEPCION),vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,9,9
URUBICHA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,14,14
UYUNI,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,61,61
VACAS,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,17,17
VALLEGRANDE,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,41,41
VIACHA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,20,20
VILLA CHARCAS,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,37,37
VILLA MONTES,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,47,47
VILLA SERRANO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,24,24
VILLA TUNARI,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,287,287
VILLA VACA GUZMAN (MUYUPAMPA),vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,15,15
VILLAZON,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,125,125
VINTO,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,186,186
VITICHI,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,15,15
WARNES,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,198,198
YACUIBA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,192,192
YAMPARAEZ,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,10,10
YAPACANI,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,164,164
YOTALA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,14,14
YUNCHARA,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,4,4
ZUDAÑEZ,vih,       n de mujeres embarazadas con prueba rapida,2014-05-01,0,16,16
ACACIO,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,9,9
ACHACACHI,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,67,67
AIQUILE,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,30,30
ALCALA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,4,4
ANTEQUERA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,3,3
ANZALDO,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,3,3
APOLO,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,15,15
ARANI,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,13,13
ARBIETO,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,23,23
ARQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,2,2
ASCENCION DE GUARAYOS,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,76,76
ATOCHA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,7,7
AYOPAYA (V. DE INDEPENDENCIA),vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,11,11
AZURDUY,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,22,22
BELEN DE ANDAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,4,4
BELLA FLOR,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,5,5
BERMEJO,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,77,77
BETANZOS,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,40,40
BOLPEBRA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,3,3
BOYUIBE,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,13,13
BUENA VISTA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,25,25
CABEZAS,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,28,28
"CAIZA ""D""",vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,1,1
CAMARGO,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,48,48
CAMATAQUI (C. VILLA ABECIA),vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,5,5
CAMIRI,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,125,125
CAPINOTA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,30,30
CARAPARI,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,31,31
CHALLAPATA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,117,117
CHARAGUA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,42,42
CHIMORE,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,26,26
CHULUMANI (V. DE LA LIBERTAD),vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,43,43
CHUMA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,3,3
CHUQUIHUTA AYLLU JUCUMANI,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,2,2
CKOCHAS,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,14,14
CLIZA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,82,82
COBIJA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,117,117
COCHABAMBA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,2370,2370
COIPASA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,1,1
COLCAPIRHUA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,80,80
COLPA BELGICA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,10,10
COMARAPA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,15,15
CONCEPCION,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,51,51
COPACABANA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,15,15
CORO CORO,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,5,5
COROICO,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,2,2
CORQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,14,14
COTAGAITA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,2,2
COTOCA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,32,32
CUEVO,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,4,4
CULPINA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,53,53
DESAGUADERO,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,10,10
EL ALTO,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,1673,1673
EL CHORO,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,4,4
EL PUENTE(STC),vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,24,24
EL PUENTE(TJA),vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,18,18
EL TORNO,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,198,198
EL VILLAR,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,8,8
ENTRE RIOS TRJ,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,6,6
ENTRE RIOS CBBA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,80,80
ESCOMA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,11,11
EUREKA (SANTOS MERCADO),vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,5,5
FERNANDEZ ALONSO,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,19,19
FILADELFIA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,9,9
GENERAL SAAVEDRA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,22,22
GRAL. J.J. PEREZ (CHARAZANI),vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,2,2
GUAYARAMERIN,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,318,318
GUTIERREZ,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,24,24
HUACARETA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,12,12
HUACAYA (VILLA DE HUACAYA),vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,5,5
HUACHACALLA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,4,4
HUANUNI,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,66,66
HUATAJATA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,1,1
HUAYLLAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,3,3
ICLA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,19,19
INCAHUASI,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,30,30
INGAVI (HUMAITA),vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,6,6
IRUPANA (VILLA DE LANZA),vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,16,16
JESUS DE MACHACA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,10,10
LA ASUNTA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,58,58
LA GUARDIA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,148,148
LA PAZ,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,2139,2139
LAGUNILLAS,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,8,8
LAS CARRERAS,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,14,14
LLALLAGUA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,190,190
MACHACAMARCA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,10,10
MACHARETI,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,20,20
MAGDALENA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,7,7
MAIRANA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,35,35
MINEROS,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,77,77
MIZQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,36,36
MOJOCOYA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,17,17
MONTEAGUDO,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,61,61
MONTERO,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,387,387
NACEBE (SANTA ROSA DEL ABUNA),vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,13,13
NUEVO MANOA (NUEVA ESPERANZA),vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,4,4
OMEREQUE,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,6,6
ORURO,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,1094,1094
PADCAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,27,27
PADILLA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,13,13
PAILON,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,69,69
PALOS BLANCOS,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,46,46
PAMPA GRANDE,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,21,21
PATACAMAYA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,58,58
PAZÑA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,2,2
POCONA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,2,2
POJO (CBBA),vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,4,4
POROMA,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,34,34
PORTACHUELO,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,38,38
PORVENIR,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,22,22
POTOSI,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,522,522
PRESTO,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,17,17
PUCARANI,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,20,20
PUERTO GONZALO MORENO,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,13,13
PUERTO QUIJARRO,vih,       n de mujeres embarazadas con prueba rapida,2014-06-01,0,48,48
