,group,variable,month,TOTAL 22.3 N° DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTAL 22.3 N° DE PERSONAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
RAVELO,vih,       n de personas con prueba rapida,2014-11-01,0,69,69
RIBERALTA,vih,       n de personas con prueba rapida,2014-11-01,30,29,59
ROBORE,vih,       n de personas con prueba rapida,2014-11-01,4,9,13
RURRENABAQUE,vih,       n de personas con prueba rapida,2014-11-01,8,8,16
SABAYA,vih,       n de personas con prueba rapida,2014-11-01,0,2,2
SACABA,vih,       n de personas con prueba rapida,2014-11-01,20,85,105
SACACA,vih,       n de personas con prueba rapida,2014-11-01,2,3,5
SAIPINA,vih,       n de personas con prueba rapida,2014-11-01,13,12,25
SAMAIPATA,vih,       n de personas con prueba rapida,2014-11-01,6,1,7
SAN BENITO,vih,       n de personas con prueba rapida,2014-11-01,0,14,14
SAN BORJA,vih,       n de personas con prueba rapida,2014-11-01,4,6,10
SAN BUENA VENTURA,vih,       n de personas con prueba rapida,2014-11-01,1,0,1
SAN CARLOS,vih,       n de personas con prueba rapida,2014-11-01,17,32,49
SAN IGNACIO,vih,       n de personas con prueba rapida,2014-11-01,6,38,44
SAN IGNACIO DE VELASCO,vih,       n de personas con prueba rapida,2014-11-01,22,26,48
SAN JAVIER(STC),vih,       n de personas con prueba rapida,2014-11-01,0,1,1
SAN JOSE DE CHIQUITOS,vih,       n de personas con prueba rapida,2014-11-01,16,20,36
SAN JUAN DE YAPACANI,vih,       n de personas con prueba rapida,2014-11-01,1,4,5
SAN JULIAN,vih,       n de personas con prueba rapida,2014-11-01,8,24,32
SAN LORENZO(PND),vih,       n de personas con prueba rapida,2014-11-01,0,3,3
SAN LORENZO(TJA),vih,       n de personas con prueba rapida,2014-11-01,1,3,4
SAN LUCAS,vih,       n de personas con prueba rapida,2014-11-01,5,37,42
SAN MATIAS,vih,       n de personas con prueba rapida,2014-11-01,3,29,32
SAN PEDRO,vih,       n de personas con prueba rapida,2014-11-01,42,56,98
SAN PEDRO(PND),vih,       n de personas con prueba rapida,2014-11-01,0,1,1
SAN RAMON SCZ,vih,       n de personas con prueba rapida,2014-11-01,1,0,1
SANTA ANA,vih,       n de personas con prueba rapida,2014-11-01,4,2,6
SANTA CRUZ DE LA SIERRA,vih,       n de personas con prueba rapida,2014-11-01,654,2578,3232
SANTA ROSA DEL SARA,vih,       n de personas con prueba rapida,2014-11-01,4,14,18
SANTIAGO DE MACHACA,vih,       n de personas con prueba rapida,2014-11-01,0,2,2
SANTIVAÑES,vih,       n de personas con prueba rapida,2014-11-01,0,3,3
SANTUARIO DE QUILLACAS,vih,       n de personas con prueba rapida,2014-11-01,2,0,2
SHINAOTA,vih,       n de personas con prueba rapida,2014-11-01,28,28,56
SICAYA,vih,       n de personas con prueba rapida,2014-11-01,2,1,3
SIPE SIPE,vih,       n de personas con prueba rapida,2014-11-01,1,5,6
SOPACHUY,vih,       n de personas con prueba rapida,2014-11-01,3,19,22
SORACACHI,vih,       n de personas con prueba rapida,2014-11-01,0,1,1
SUCRE,vih,       n de personas con prueba rapida,2014-11-01,131,272,403
TACOBAMBA,vih,       n de personas con prueba rapida,2014-11-01,0,6,6
TACOPAYA,vih,       n de personas con prueba rapida,2014-11-01,12,7,19
TAPACARI,vih,       n de personas con prueba rapida,2014-11-01,3,11,14
TARABUCO,vih,       n de personas con prueba rapida,2014-11-01,41,67,108
TARATA,vih,       n de personas con prueba rapida,2014-11-01,2,0,2
TARIJA,vih,       n de personas con prueba rapida,2014-11-01,27,100,127
TARVITA,vih,       n de personas con prueba rapida,2014-11-01,4,21,25
TEOPONTE,vih,       n de personas con prueba rapida,2014-11-01,1,5,6
TIAWANACU,vih,       n de personas con prueba rapida,2014-11-01,1,2,3
TIPUANI,vih,       n de personas con prueba rapida,2014-11-01,7,3,10
TIQUIPAYA,vih,       n de personas con prueba rapida,2014-11-01,5,203,208
TOMINA,vih,       n de personas con prueba rapida,2014-11-01,19,30,49
TOTORA(CBBA),vih,       n de personas con prueba rapida,2014-11-01,2,71,73
TRINIDAD,vih,       n de personas con prueba rapida,2014-11-01,51,36,87
TUPIZA,vih,       n de personas con prueba rapida,2014-11-01,1,15,16
UNCIA,vih,       n de personas con prueba rapida,2014-11-01,0,2,2
URUBICHA,vih,       n de personas con prueba rapida,2014-11-01,21,32,53
UYUNI,vih,       n de personas con prueba rapida,2014-11-01,0,5,5
VACAS,vih,       n de personas con prueba rapida,2014-11-01,0,9,9
VALLEGRANDE,vih,       n de personas con prueba rapida,2014-11-01,4,4,8
VILLA CHARCAS,vih,       n de personas con prueba rapida,2014-11-01,2,16,18
VILLA MONTES,vih,       n de personas con prueba rapida,2014-11-01,23,28,51
VILLA NUEVA (LOMA ALTA),vih,       n de personas con prueba rapida,2014-11-01,0,8,8
VILLA RIVERO,vih,       n de personas con prueba rapida,2014-11-01,2,0,2
VILLA SERRANO,vih,       n de personas con prueba rapida,2014-11-01,37,55,92
VILLA TUNARI,vih,       n de personas con prueba rapida,2014-11-01,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),vih,       n de personas con prueba rapida,2014-11-01,3,1,4
VILLAZON,vih,       n de personas con prueba rapida,2014-11-01,4,40,44
VINTO,vih,       n de personas con prueba rapida,2014-11-01,0,53,53
WARNES,vih,       n de personas con prueba rapida,2014-11-01,24,8,32
YACUIBA,vih,       n de personas con prueba rapida,2014-11-01,23,38,61
YAMPARAEZ,vih,       n de personas con prueba rapida,2014-11-01,1,8,9
YANACACHI,vih,       n de personas con prueba rapida,2014-11-01,16,42,58
YAPACANI,vih,       n de personas con prueba rapida,2014-11-01,23,39,62
YOTALA,vih,       n de personas con prueba rapida,2014-11-01,10,29,39
YUNCHARA,vih,       n de personas con prueba rapida,2014-11-01,1,9,10
ZUDAÑEZ,vih,       n de personas con prueba rapida,2014-11-01,5,5,10
ACHACACHI,vih,       n de personas con prueba rapida,2014-12-01,12,27,39
AIQUILE,vih,       n de personas con prueba rapida,2014-12-01,4,7,11
ALCALA,vih,       n de personas con prueba rapida,2014-12-01,1,38,39
ANDAMARCA,vih,       n de personas con prueba rapida,2014-12-01,1,3,4
ANTEQUERA,vih,       n de personas con prueba rapida,2014-12-01,16,13,29
ARANI,vih,       n de personas con prueba rapida,2014-12-01,0,1,1
ARBIETO,vih,       n de personas con prueba rapida,2014-12-01,35,15,50
ASCENCION DE GUARAYOS,vih,       n de personas con prueba rapida,2014-12-01,37,111,148
AYOPAYA (V. DE INDEPENDENCIA),vih,       n de personas con prueba rapida,2014-12-01,4,2,6
AZURDUY,vih,       n de personas con prueba rapida,2014-12-01,1,11,12
BERMEJO,vih,       n de personas con prueba rapida,2014-12-01,20,37,57
BUENA VISTA,vih,       n de personas con prueba rapida,2014-12-01,2,1,3
CABEZAS,vih,       n de personas con prueba rapida,2014-12-01,2,9,11
CAJUATA,vih,       n de personas con prueba rapida,2014-12-01,7,3,10
CAMARGO,vih,       n de personas con prueba rapida,2014-12-01,134,134,268
CAMATAQUI (C. VILLA ABECIA),vih,       n de personas con prueba rapida,2014-12-01,3,4,7
CAMIRI,vih,       n de personas con prueba rapida,2014-12-01,11,21,32
CAPINOTA,vih,       n de personas con prueba rapida,2014-12-01,5,18,23
CARACOLLO,vih,       n de personas con prueba rapida,2014-12-01,5,8,13
CARANAVI,vih,       n de personas con prueba rapida,2014-12-01,6,0,6
CARAPARI,vih,       n de personas con prueba rapida,2014-12-01,5,32,37
CARMEN RIVERO TORREZ,vih,       n de personas con prueba rapida,2014-12-01,29,0,29
CHALLAPATA,vih,       n de personas con prueba rapida,2014-12-01,1,1,2
CHARAGUA,vih,       n de personas con prueba rapida,2014-12-01,1,3,4
CHIMORE,vih,       n de personas con prueba rapida,2014-12-01,3,6,9
CHULUMANI (V. DE LA LIBERTAD),vih,       n de personas con prueba rapida,2014-12-01,5,18,23
CHUMA,vih,       n de personas con prueba rapida,2014-12-01,10,14,24
CHUQUIHUTA AYLLU JUCUMANI,vih,       n de personas con prueba rapida,2014-12-01,0,11,11
CLIZA,vih,       n de personas con prueba rapida,2014-12-01,4,3,7
COBIJA,vih,       n de personas con prueba rapida,2014-12-01,26,50,76
COCHABAMBA,vih,       n de personas con prueba rapida,2014-12-01,160,397,557
COLCAPIRHUA,vih,       n de personas con prueba rapida,2014-12-01,9,10,19
COLOMI,vih,       n de personas con prueba rapida,2014-12-01,1,0,1
COLPA BELGICA,vih,       n de personas con prueba rapida,2014-12-01,1,1,2
COLQUIRI,vih,       n de personas con prueba rapida,2014-12-01,1,0,1
COMARAPA,vih,       n de personas con prueba rapida,2014-12-01,4,41,45
COROICO,vih,       n de personas con prueba rapida,2014-12-01,3,4,7
CORQUE,vih,       n de personas con prueba rapida,2014-12-01,0,30,30
COTAGAITA,vih,       n de personas con prueba rapida,2014-12-01,0,1,1
COTOCA,vih,       n de personas con prueba rapida,2014-12-01,4,4,8
CULPINA,vih,       n de personas con prueba rapida,2014-12-01,6,17,23
DESAGUADERO,vih,       n de personas con prueba rapida,2014-12-01,4,3,7
EL ALTO,vih,       n de personas con prueba rapida,2014-12-01,319,1042,1361
EL PUENTE(STC),vih,       n de personas con prueba rapida,2014-12-01,18,24,42
EL TORNO,vih,       n de personas con prueba rapida,2014-12-01,46,69,115
EL VILLAR,vih,       n de personas con prueba rapida,2014-12-01,2,5,7
ENTRE RIOS TRJ,vih,       n de personas con prueba rapida,2014-12-01,3,12,15
ENTRE RIOS CBBA,vih,       n de personas con prueba rapida,2014-12-01,7,85,92
ESCOMA,vih,       n de personas con prueba rapida,2014-12-01,7,21,28
EUREKA (SANTOS MERCADO),vih,       n de personas con prueba rapida,2014-12-01,0,7,7
FERNANDEZ ALONSO,vih,       n de personas con prueba rapida,2014-12-01,2,5,7
FILADELFIA,vih,       n de personas con prueba rapida,2014-12-01,0,12,12
GENERAL SAAVEDRA,vih,       n de personas con prueba rapida,2014-12-01,1,0,1
GUANAY,vih,       n de personas con prueba rapida,2014-12-01,1,2,3
GUAQUI,vih,       n de personas con prueba rapida,2014-12-01,6,3,9
GUAYARAMERIN,vih,       n de personas con prueba rapida,2014-12-01,111,143,254
GUTIERREZ,vih,       n de personas con prueba rapida,2014-12-01,1,2,3
HUACAYA (VILLA DE HUACAYA),vih,       n de personas con prueba rapida,2014-12-01,0,1,1
HUACHACALLA,vih,       n de personas con prueba rapida,2014-12-01,0,1,1
HUANUNI,vih,       n de personas con prueba rapida,2014-12-01,9,4,13
ICLA,vih,       n de personas con prueba rapida,2014-12-01,0,1,1
INCAHUASI,vih,       n de personas con prueba rapida,2014-12-01,0,7,7
IRUPANA (VILLA DE LANZA),vih,       n de personas con prueba rapida,2014-12-01,1,0,1
LA ASUNTA,vih,       n de personas con prueba rapida,2014-12-01,3,1,4
LA GUARDIA,vih,       n de personas con prueba rapida,2014-12-01,27,33,60
LA PAZ,vih,       n de personas con prueba rapida,2014-12-01,249,1583,1832
LAJA,vih,       n de personas con prueba rapida,2014-12-01,1,1,2
LLALLAGUA,vih,       n de personas con prueba rapida,2014-12-01,3,198,201
MACHARETI,vih,       n de personas con prueba rapida,2014-12-01,4,7,11
MAIRANA,vih,       n de personas con prueba rapida,2014-12-01,0,2,2
MAPIRI,vih,       n de personas con prueba rapida,2014-12-01,2,1,3
MINEROS,vih,       n de personas con prueba rapida,2014-12-01,3,1,4
MIZQUE,vih,       n de personas con prueba rapida,2014-12-01,6,14,20
MOJOCOYA,vih,       n de personas con prueba rapida,2014-12-01,11,12,23
MONTEAGUDO,vih,       n de personas con prueba rapida,2014-12-01,10,25,35
MONTERO,vih,       n de personas con prueba rapida,2014-12-01,142,173,315
OCURI,vih,       n de personas con prueba rapida,2014-12-01,0,4,4
ORURO,vih,       n de personas con prueba rapida,2014-12-01,48,426,474
PADCAYA,vih,       n de personas con prueba rapida,2014-12-01,0,91,91
PADILLA,vih,       n de personas con prueba rapida,2014-12-01,6,16,22
PAILON,vih,       n de personas con prueba rapida,2014-12-01,13,98,111
PASORAPA,vih,       n de personas con prueba rapida,2014-12-01,7,5,12
PATACAMAYA,vih,       n de personas con prueba rapida,2014-12-01,9,78,87
POCONA,vih,       n de personas con prueba rapida,2014-12-01,0,1,1
POROMA,vih,       n de personas con prueba rapida,2014-12-01,0,1,1
PORONGO,vih,       n de personas con prueba rapida,2014-12-01,11,14,25
PORTACHUELO,vih,       n de personas con prueba rapida,2014-12-01,4,5,9
PORVENIR,vih,       n de personas con prueba rapida,2014-12-01,0,4,4
POTOSI,vih,       n de personas con prueba rapida,2014-12-01,117,178,295
PUCARANI,vih,       n de personas con prueba rapida,2014-12-01,10,3,13
PUERTO GONZALO MORENO,vih,       n de personas con prueba rapida,2014-12-01,1,16,17
PUERTO PEREZ,vih,       n de personas con prueba rapida,2014-12-01,0,17,17
PUERTO QUIJARRO,vih,       n de personas con prueba rapida,2014-12-01,5,0,5
PUERTO SUAREZ,vih,       n de personas con prueba rapida,2014-12-01,2,2,4
PUERTO VILLARROEL,vih,       n de personas con prueba rapida,2014-12-01,40,50,90
PUNA,vih,       n de personas con prueba rapida,2014-12-01,1,0,1
PUNATA,vih,       n de personas con prueba rapida,2014-12-01,12,30,42
QUILLACOLLO,vih,       n de personas con prueba rapida,2014-12-01,42,4,46
QUIME,vih,       n de personas con prueba rapida,2014-12-01,44,18,62
RAVELO,vih,       n de personas con prueba rapida,2014-12-01,0,16,16
REYES,vih,       n de personas con prueba rapida,2014-12-01,0,3,3
RIBERALTA,vih,       n de personas con prueba rapida,2014-12-01,9,74,83
ROBORE,vih,       n de personas con prueba rapida,2014-12-01,4,32,36
RURRENABAQUE,vih,       n de personas con prueba rapida,2014-12-01,1,3,4
SACABA,vih,       n de personas con prueba rapida,2014-12-01,11,103,114
SAIPINA,vih,       n de personas con prueba rapida,2014-12-01,0,1,1
SALINAS DE GARCI MENDOZA,vih,       n de personas con prueba rapida,2014-12-01,3,9,12
SAN ANDRES,vih,       n de personas con prueba rapida,2014-12-01,1,0,1
SAN BENITO,vih,       n de personas con prueba rapida,2014-12-01,1,1,2
SAN BORJA,vih,       n de personas con prueba rapida,2014-12-01,8,3,11
SAN BUENA VENTURA,vih,       n de personas con prueba rapida,2014-12-01,26,91,117
SAN CARLOS,vih,       n de personas con prueba rapida,2014-12-01,32,13,45
SAN IGNACIO,vih,       n de personas con prueba rapida,2014-12-01,2,28,30
SAN IGNACIO DE VELASCO,vih,       n de personas con prueba rapida,2014-12-01,27,34,61
SAN JAVIER(STC),vih,       n de personas con prueba rapida,2014-12-01,0,37,37
SAN JOSE DE CHIQUITOS,vih,       n de personas con prueba rapida,2014-12-01,11,7,18
SAN JUAN DE YAPACANI,vih,       n de personas con prueba rapida,2014-12-01,1,0,1
SAN JULIAN,vih,       n de personas con prueba rapida,2014-12-01,7,19,26
SAN LORENZO(PND),vih,       n de personas con prueba rapida,2014-12-01,10,0,10
SAN LORENZO(TJA),vih,       n de personas con prueba rapida,2014-12-01,1,2,3
SAN MATIAS,vih,       n de personas con prueba rapida,2014-12-01,3,26,29
SAN MIGUEL DE VELASCO,vih,       n de personas con prueba rapida,2014-12-01,1,0,1
SAN PEDRO,vih,       n de personas con prueba rapida,2014-12-01,3,8,11
SANTA ANA,vih,       n de personas con prueba rapida,2014-12-01,4,2,6
SANTA CRUZ DE LA SIERRA,vih,       n de personas con prueba rapida,2014-12-01,680,3094,3774
SANTA ROSA,vih,       n de personas con prueba rapida,2014-12-01,2,0,2
SANTA ROSA DEL SARA,vih,       n de personas con prueba rapida,2014-12-01,0,3,3
SENA,vih,       n de personas con prueba rapida,2014-12-01,0,18,18
SHINAOTA,vih,       n de personas con prueba rapida,2014-12-01,31,12,43
SICA SICA (VILLA AROMA),vih,       n de personas con prueba rapida,2014-12-01,1,0,1
SICAYA,vih,       n de personas con prueba rapida,2014-12-01,2,3,5
SIPE SIPE,vih,       n de personas con prueba rapida,2014-12-01,6,4,10
SOPACHUY,vih,       n de personas con prueba rapida,2014-12-01,5,12,17
SORATA,vih,       n de personas con prueba rapida,2014-12-01,13,14,27
SUCRE,vih,       n de personas con prueba rapida,2014-12-01,462,299,761
TACOPAYA,vih,       n de personas con prueba rapida,2014-12-01,0,1,1
TARABUCO,vih,       n de personas con prueba rapida,2014-12-01,12,55,67
TARIJA,vih,       n de personas con prueba rapida,2014-12-01,43,110,153
TARVITA,vih,       n de personas con prueba rapida,2014-12-01,18,24,42
TEOPONTE,vih,       n de personas con prueba rapida,2014-12-01,0,8,8
TIAWANACU,vih,       n de personas con prueba rapida,2014-12-01,0,29,29
TIPUANI,vih,       n de personas con prueba rapida,2014-12-01,5,2,7
TIQUIPAYA,vih,       n de personas con prueba rapida,2014-12-01,10,237,247
TOCO,vih,       n de personas con prueba rapida,2014-12-01,0,1,1
TOLATA,vih,       n de personas con prueba rapida,2014-12-01,1,5,6
TOMINA,vih,       n de personas con prueba rapida,2014-12-01,1,1,2
TOTORA(CBBA),vih,       n de personas con prueba rapida,2014-12-01,3,83,86
TOTORA(ORR),vih,       n de personas con prueba rapida,2014-12-01,6,0,6
TRINIDAD,vih,       n de personas con prueba rapida,2014-12-01,54,50,104
TUPIZA,vih,       n de personas con prueba rapida,2014-12-01,2,16,18
UNCIA,vih,       n de personas con prueba rapida,2014-12-01,3,14,17
URUBICHA,vih,       n de personas con prueba rapida,2014-12-01,27,6,33
VACAS,vih,       n de personas con prueba rapida,2014-12-01,0,4,4
VALLEGRANDE,vih,       n de personas con prueba rapida,2014-12-01,1,2,3
VIACHA,vih,       n de personas con prueba rapida,2014-12-01,8,124,132
VILLA CHARCAS,vih,       n de personas con prueba rapida,2014-12-01,2,10,12
VILLA MONTES,vih,       n de personas con prueba rapida,2014-12-01,164,70,234
VILLA SERRANO,vih,       n de personas con prueba rapida,2014-12-01,8,26,34
VILLA TUNARI,vih,       n de personas con prueba rapida,2014-12-01,4,2185,2189
VILLA VACA GUZMAN (MUYUPAMPA),vih,       n de personas con prueba rapida,2014-12-01,2,6,8
VILLAZON,vih,       n de personas con prueba rapida,2014-12-01,20,27,47
VINTO,vih,       n de personas con prueba rapida,2014-12-01,0,116,116
VITICHI,vih,       n de personas con prueba rapida,2014-12-01,0,3,3
WARNES,vih,       n de personas con prueba rapida,2014-12-01,17,18,35
YACUIBA,vih,       n de personas con prueba rapida,2014-12-01,17,57,74
YANACACHI,vih,       n de personas con prueba rapida,2014-12-01,2,1,3
YAPACANI,vih,       n de personas con prueba rapida,2014-12-01,71,74,145
YOTALA,vih,       n de personas con prueba rapida,2014-12-01,1,1,2
ZUDAÑEZ,vih,       n de personas con prueba rapida,2014-12-01,4,15,19
