,group,variable,month,TOTAL 22.1 PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,TOTAL 22.1 PERSONAS CON PRE-CONSEJERIA REALIZADAS PARA ACCESO A LA PRUEBA RÁPIDA CANTIDAD,TOTALES
SAN JULIAN,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,4.0,108.0,112.0
SAN LORENZO(PND),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,0.0,9.0,9.0
SAN LORENZO(TJA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,1.0,13.0,14.0
SAN LUCAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,3.0,74.0,77.0
SAN MATIAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,2.0,29.0,31.0
SAN MIGUEL DE VELASCO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,1.0,21.0,22.0
SAN PEDRO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,12.0,48.0,60.0
SAN RAFAEL,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,1.0,15.0,16.0
SAN RAMON BENI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,5.0,22.0,27.0
SANTA ANA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,3.0,35.0,38.0
SANTA CRUZ DE LA SIERRA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,196.0,1737.0,1933.0
SANTA ROSA DEL SARA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,1.0,9.0,10.0
SANTIVAÑES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,20.0,3.0,23.0
SENA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,1.0,16.0,17.0
SHINAOTA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,10.0,61.0,71.0
SICAYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,1.0,3.0,4.0
SIPE SIPE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,0.0,21.0,21.0
SOPACHUY,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,8.0,37.0,45.0
SORACACHI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,3.0,4.0,7.0
SUCRE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,316.0,1548.0,1864.0
TACOBAMBA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,0.0,1.0,1.0
TAPACARI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,2.0,44.0,46.0
TARABUCO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,0.0,50.0,50.0
TARIJA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,66.0,351.0,417.0
TARVITA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,3.0,29.0,32.0
TEOPONTE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,0.0,8.0,8.0
TIQUIPAYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,4.0,194.0,198.0
TOCO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,0.0,6.0,6.0
TOLATA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,1.0,11.0,12.0
TOLEDO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,0.0,6.0,6.0
TOMINA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,0.0,11.0,11.0
TOTORA(CBBA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,3.0,65.0,68.0
TOTORA(ORR),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,0.0,2.0,2.0
TRINIDAD,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,35.0,145.0,180.0
TUPIZA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,0.0,4.0,4.0
UNCIA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,1.0,5.0,6.0
URUBICHA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,2.0,29.0,31.0
VACAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,8.0,20.0,28.0
VALLEGRANDE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,1.0,60.0,61.0
VIACHA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,35.0,130.0,165.0
VILLA CHARCAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,0.0,52.0,52.0
VILLA MONTES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,0.0,52.0,52.0
VILLA RIVERO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,0.0,14.0,14.0
VILLA SERRANO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,8.0,53.0,61.0
VILLA TUNARI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,23.0,579.0,602.0
VILLA VACA GUZMAN (MUYUPAMPA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,5.0,22.0,27.0
VILLAZON,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,18.0,159.0,177.0
VITICHI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,3.0,20.0,23.0
WARNES,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,14.0,242.0,256.0
YACUIBA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,27.0,61.0,88.0
YAMPARAEZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,1.0,20.0,21.0
YAPACANI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,11.0,31.0,42.0
YOTALA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,1.0,21.0,22.0
YUNCHARA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,3.0,15.0,18.0
ZUDAÑEZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-04-01,0.0,18.0,18.0
ACHACACHI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,29.0,90.0,119.0
AIQUILE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,3.0,8.0,11.0
ALCALA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,8.0,21.0,29.0
ANTEQUERA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,2.0,4.0,6.0
ARANI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,30.0,30.0
ARBIETO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,1.0,5.0,6.0
ASCENCION DE GUARAYOS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,10.0,91.0,101.0
ATOCHA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,10.0,10.0
AYOPAYA (V. DE INDEPENDENCIA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,3.0,15.0,18.0
AZURDUY,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,2.0,31.0,33.0
BELEN DE ANDAMARCA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,1.0,1.0
BELLA FLOR,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,2.0,2.0
BERMEJO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,38.0,38.0
BETANZOS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,37.0,37.0
BOLPEBRA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,1.0,7.0,8.0
BOYUIBE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,3.0,3.0
BUENA VISTA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,34.0,26.0,60.0
CABEZAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,5.0,31.0,36.0
"CAIZA ""D""",vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,5.0,12.0,17.0
CAMARGO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,2.0,70.0,72.0
CAMATAQUI (C. VILLA ABECIA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,1.0,2.0,3.0
CAMIRI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,79.0,171.0,250.0
CAPINOTA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,3.0,14.0,17.0
CARACOLLO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,28.0,28.0
CARANAVI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,20.0,9.0,29.0
CARAPARI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,1.0,12.0,13.0
CARMEN RIVERO TORREZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,15.0,15.0
CHALLAPATA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,38.0,74.0,112.0
CHIMORE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,1.0,34.0,35.0
CHUMA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,11.0,11.0
CKOCHAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,1.0,1.0
CLIZA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,2.0,85.0,87.0
COBIJA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,4.0,407.0,411.0
COCHABAMBA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,115.0,1301.0,1416.0
COIPASA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,2.0,2.0
COLCAPIRHUA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,45.0,45.0
"COLCHA ""K""",vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,8.0,29.0,37.0
COLPA BELGICA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,1.0,1.0
COMARAPA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,6.0,16.0,22.0
CORO CORO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,5.0,16.0,21.0
CORQUE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,4.0,5.0,9.0
COTOCA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,6.0,5.0,11.0
CUEVO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,3.0,3.0
CULPINA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,3.0,58.0,61.0
DESAGUADERO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,5.0,20.0,25.0
EL ALTO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,298.0,2039.0,2337.0
EL CHORO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,8.0,8.0
EL PUENTE(STC),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,102.0,167.0,269.0
EL PUENTE(TJA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,1.0,5.0,6.0
EL TORNO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,31.0,354.0,385.0
EL VILLAR,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,9.0,12.0,21.0
ENTRE RIOS TRJ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,3.0,5.0,8.0
ENTRE RIOS CBBA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,7.0,117.0,124.0
ESCOMA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,12.0,12.0
EUCALIPTUS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,9.0,9.0
EUREKA (SANTOS MERCADO),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,1.0,19.0,20.0
FERNANDEZ ALONSO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,32.0,31.0,63.0
FILADELFIA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,6.0,19.0,25.0
GENERAL SAAVEDRA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,3.0,3.0
GUANAY,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,1.0,21.0,22.0
GUAYARAMERIN,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,132.0,299.0,431.0
GUTIERREZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,8.0,8.0
HUACARETA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,5.0,17.0,22.0
HUACAYA (VILLA DE HUACAYA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,14.0,14.0
HUACHACALLA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,4.0,4.0
HUANUNI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,7.0,97.0,104.0
HUAYLLAMARCA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,1.0,3.0,4.0
ICLA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,16.0,16.0
INCAHUASI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,32.0,32.0
INGAVI (HUMAITA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,6.0,6.0
INQUISIVI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,1.0,0.0,1.0
LA GUARDIA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,13.0,191.0,204.0
LA PAZ,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,439.0,1749.0,2188.0
LAS CARRERAS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,8.0,8.0
MACHARETI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,2.0,28.0,30.0
MAIRANA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,1.0,27.0,28.0
MAPIRI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,1.0,13.0,14.0
MINEROS,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,2.0,57.0,59.0
MIZQUE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,3.0,0.0,3.0
MOJOCOYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,13.0,13.0
MONTEAGUDO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,25.0,83.0,108.0
MONTERO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,51.0,418.0,469.0
ORURO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,89.0,608.0,697.0
PADCAYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,1.0,105.0,106.0
PADILLA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,2.0,19.0,21.0
PAILON,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,21.0,135.0,156.0
PAMPA GRANDE,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,7.0,7.0
PATACAMAYA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,11.0,8.0,19.0
PAZÑA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,4.0,4.0
POCOATA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,1.0,9.0,10.0
POJO (CBBA),vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,1.0,1.0,2.0
POOPO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,6.0,6.0
POROMA,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,0.0,44.0,44.0
PORTACHUELO,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,1.0,17.0,18.0
PORVENIR,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,3.0,18.0,21.0
POTOSI,vih,       personas con pre-consejeria realizadas para acceso a la prueba rapida,2014-05-01,11.0,106.0,117.0
