,group,variable,month,SRP DOSIS ÚNICA,SRP DOSIS ÚNICA,TOTALES,TOTALES,TOTALES
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-04-01,25,3,25,3,28
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-04-01,74,22,74,22,96
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-04-01,10,7,10,7,17
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-04-01,54,19,54,19,73
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-04-01,4,0,4,0,4
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-04-01,3,11,3,11,14
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-04-01,5,4,5,4,9
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-04-01,108,30,108,30,138
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-04-01,7,3,7,3,10
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-04-01,57,13,57,13,70
VINTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-04-01,61,12,61,12,73
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-04-01,4,5,4,5,9
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-04-01,2,1,2,1,3
WARNES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-04-01,103,23,103,23,126
YACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-04-01,7,10,7,10,17
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-04-01,124,11,124,11,135
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-04-01,2,0,2,0,2
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-04-01,9,5,9,5,14
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-04-01,73,22,73,22,95
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-04-01,5,5,5,5,10
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-04-01,8,7,8,7,15
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-04-01,1,11,1,11,12
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-04-01,3,11,3,11,14
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,7,11,7,11,18
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,41,54,41,54,95
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,19,14,19,14,33
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,31,11,31,11,42
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,3,4,3,4,7
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,12,4,12,4,16
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,11,23,11,23,34
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,1,3,1,3,4
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,7,0,7,7
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,4,18,4,18,22
APOLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,21,27,21,27,48
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,4,3,4,3,7
ARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,8,7,8,7,15
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,5,30,5,30,35
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,15,20,15,20,35
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,17,23,17,23,40
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,22,5,22,5,27
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,8,0,8,8
AYATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,10,2,10,2,12
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,13,6,13,6,19
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,18,31,18,31,49
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,11,16,11,16,27
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,22,21,22,21,43
BAURES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,8,2,8,2,10
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,3,0,3,3
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,1,1,1,1,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,15,0,15,15
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,56,17,56,17,73
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,28,67,28,67,95
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,1,8,1,8,9
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,1,4,1,4,5
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,1,5,1,5,6
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,11,29,11,29,40
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,24,83,24,83,107
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,9,8,9,8,17
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,4,18,4,18,22
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,27,1,27,1,28
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,13,0,13,13
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,14,7,14,7,21
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,10,4,10,4,14
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,3,2,3,2,5
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,39,12,39,12,51
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,28,40,28,40,68
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,5,25,5,25,30
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,23,22,23,22,45
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,64,37,64,37,101
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,15,9,15,9,24
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,25,0,25,25
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,11,0,11,11
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,3,1,3,1,4
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,1,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,41,50,41,50,91
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,11,5,11,5,16
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,24,89,24,89,113
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,2,2,2,2,4
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,13,21,13,21,34
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,27,21,27,21,48
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,1,0,1,1
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,3,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,10,16,10,16,26
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,20,7,20,7,27
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,8,20,8,20,28
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,15,26,15,26,41
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,13,23,13,23,36
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,71,20,71,20,91
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,14,38,14,38,52
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,946,130,946,130,1076
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,71,1,71,1,72
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,11,9,11,9,20
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,31,5,31,5,36
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,15,6,15,6,21
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,21,65,21,65,86
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,11,2,11,2,13
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,15,42,15,42,57
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,20,23,20,23,43
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,8,0,8,8
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,84,48,84,48,132
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,14,14,14,14,28
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,24,3,24,3,27
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,4,24,4,24,28
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,16,11,16,11,27
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,5,1,5,1,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,11,68,11,68,79
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,89,85,89,85,174
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,30,42,30,42,72
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,2,0,2,0,2
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,6,0,6,6
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,16,31,16,31,47
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,2,12,2,12,14
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,4,4,4,4,8
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,1292,500,1292,500,1792
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,4,7,4,7,11
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,9,2,9,2,11
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,7,5,7,5,12
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,43,65,43,65,108
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,6,0,6,6
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,22,24,22,24,46
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,37,33,37,33,70
ESCARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,1,0,1,1
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,8,12,8,12,20
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,2,0,2,2
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,4,4,4,4,8
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,1,7,1,7,8
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,18,8,18,8,26
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,3,29,3,29,32
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,24,5,24,5,29
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,3,24,3,24,27
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,13,8,13,8,21
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,3,4,3,4,7
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,58,12,58,12,70
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,20,8,20,8,28
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,10,17,10,17,27
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,1,6,1,6,7
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,1,1,1,1,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,46,19,46,19,65
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,6,0,6,6
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,5,4,5,4,9
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,1,15,1,15,16
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,2,4,2,4,6
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,2,4,2,4,6
ICLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,3,7,3,7,10
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,17,24,17,24,41
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,8,0,8,8
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,5,21,5,21,26
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,9,23,9,23,32
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,22,7,22,7,29
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,9,5,9,5,14
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,57,22,57,22,79
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,106,62,106,62,168
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,1014,318,1014,318,1332
LA RIVERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,1,0,1,1
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,9,5,9,5,14
LAJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,11,18,11,18,29
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,4,2,4,2,6
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,45,111,45,111,156
LLICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,7,8,7,8,15
LORETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,3,5,3,5,8
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,7,6,7,6,13
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,6,4,6,4,10
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,24,6,24,6,30
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,11,7,11,7,18
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,13,1,13,1,14
MALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,1,0,1,1
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,18,4,18,4,22
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,4,8,4,8,12
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,40,46,40,46,86
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,23,51,23,51,74
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,22,18,22,18,40
MOJINETE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,1,2,1,2,3
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,5,7,5,7,12
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,36,20,36,20,56
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,201,32,201,32,233
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,4,0,4,0,4
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,8,35,8,35,43
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,1,15,1,15,16
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,5,0,5,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,1,0,1,1
OCURI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,18,67,18,67,85
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,11,20,11,20,31
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,4,8,4,8,12
ORURO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,400,388,400,388,788
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,10,34,10,34,44
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,18,7,18,7,25
PAILON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,42,105,42,105,147
PALCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,10,22,10,22,32
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,48,14,48,14,62
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,2,0,2,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,13,12,13,12,25
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,3,6,3,6,9
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,2,1,2,1,3
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,37,74,37,74,111
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,11,2,11,2,13
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,4,12,4,12,16
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,11,53,11,53,64
POCONA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,14,21,14,21,35
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,9,11,9,11,20
POOPO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,5,2,5,2,7
PORCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,16,2,16,2,18
POROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,13,23,13,23,36
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,6,37,6,37,43
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,32,38,32,38,70
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,4,3,4,3,7
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,2,0,2,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,333,84,333,84,417
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,2,12,2,12,14
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,2,3,2,3,5
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,29,11,29,11,40
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,3,13,3,13,16
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,5,15,5,15,20
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,3,5,3,5,8
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,4,7,4,7,11
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,2,39,2,39,41
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,6,7,6,7,13
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,2,0,2,0,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,22,17,22,17,39
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,83,51,83,51,134
PUNA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,21,17,21,17,38
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,36,9,36,9,45
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,0,3,0,3,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,145,29,145,29,174
QUIME,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,2,14,2,14,16
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,1,3,1,3,4
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,14,25,14,25,39
REYES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,20,34,20,34,54
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,137,120,137,120,257
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,11,24,11,24,35
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,30,21,30,21,51
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,2,4,2,4,6
SACABA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,161,59,161,59,220
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,3,8,3,8,11
SACACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,29,25,29,25,54
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,12,16,12,16,28
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,4,15,4,15,19
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,6,13,6,13,19
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,6,0,6,0,6
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,1,2,1,2,3
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,6,6,6,6,12
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,2,6,2,6,8
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,9,9,9,9,18
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,64,28,64,28,92
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,18,3,18,3,21
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,50,12,50,12,62
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,21,51,21,51,72
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2010-05-01,64,24,64,24,88
