,group,variable,month,TOTAL 18.1 SRP DOSIS ÚNICA CANTIDAD,TOTAL 18.1 SRP DOSIS ÚNICA CANTIDAD,TOTALES,TOTALES,TOTALES
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,4,4,4,4,8
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,15,2,15,2,17
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,1,6,1,6,7
PASORAPA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,1,5,1,5,6
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,17,12,17,12,29
PAZÑA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,10,8,10,8,18
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,3,16,3,16,19
POCOATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,2,39,2,39,41
POCONA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,1,8,1,8,9
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,16,5,16,5,21
POOPO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,9,3,9,3,12
PORCO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,13,5,13,5,18
POROMA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,23,16,23,16,39
PORONGO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,7,10,7,10,17
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,46,6,46,6,52
PORVENIR,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,4,15,4,15,19
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,384,6,384,6,390
PRESTO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,2,8,2,8,10
PUCARA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,2,0,2,0,2
PUCARANI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,18,29,18,29,47
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,2,46,2,46,48
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,3,8,3,8,11
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,7,6,7,6,13
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,1,8,1,8,9
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,32,35,32,35,67
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,2,8,2,8,10
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,0,8,0,8,8
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,35,12,35,12,47
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,109,13,109,13,122
PUNA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,11,13,11,13,24
PUNATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,48,3,48,3,51
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,11,3,11,3,14
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,114,72,114,72,186
QUIME,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,5,23,5,23,28
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,3,0,3,0,3
RAVELO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,11,17,11,17,28
REYES,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,27,8,27,8,35
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,127,111,127,111,238
ROBORE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,27,21,27,21,48
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,48,7,48,7,55
SABAYA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,2,1,2,1,3
SACABA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,222,22,222,22,244
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,1,6,1,6,7
SACACA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,22,16,22,16,38
SAIPINA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,0,15,0,15,15
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,11,11,11,11,22
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,5,19,5,19,24
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,9,0,9,0,9
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,17,11,17,11,28
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,4,1,4,1,5
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,6,9,6,9,15
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,7,5,7,5,12
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,59,18,59,18,77
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,15,8,15,8,23
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,43,20,43,20,63
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,31,8,31,8,39
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,61,29,61,29,90
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,7,5,7,5,12
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,30,11,30,11,41
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,3,12,3,12,15
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,26,5,26,5,31
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,20,5,20,5,25
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,68,29,68,29,97
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,0,2,0,2,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,36,6,36,6,42
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,15,23,15,23,38
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,25,0,25,0,25
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,17,5,17,5,22
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,5,0,5,0,5
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,15,8,15,8,23
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,35,31,35,31,66
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,4,5,4,5,9
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,1,0,1,0,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,6,11,6,11,17
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,10,15,10,15,25
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,16,18,16,18,34
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,33,16,33,16,49
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,2426,60,2426,60,2486
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,14,15,14,15,29
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,36,7,36,7,43
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,2,4,2,4,6
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,3,14,3,14,17
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,0,7,0,7,7
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,0,5,0,5,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,9,0,9,0,9
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,1,4,1,4,5
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,5,4,5,4,9
SENA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,5,3,5,3,8
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,45,6,45,6,51
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,23,7,23,7,30
SICAYA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,0,6,0,6,6
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,27,3,27,3,30
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,5,2,5,2,7
SORACACHI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,8,7,8,7,15
SORATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,14,30,14,30,44
SUCRE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,466,26,466,26,492
TACACHI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,1,0,1,0,1
TACACOMA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,16,0,16,0,16
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,6,5,6,5,11
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,5,1,5,1,6
TAHUA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,4,1,4,1,5
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,15,19,15,19,34
TARABUCO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,8,17,8,17,25
TARACO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,5,2,5,2,7
TARATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,15,1,15,1,16
TARIJA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,326,29,326,29,355
TARVITA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,2,13,2,13,15
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,13,9,13,9,22
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,17,7,17,7,24
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,24,20,24,20,44
TIPUANI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,13,9,13,9,22
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,97,19,97,19,116
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,24,4,24,4,28
TOCO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,5,5,5,5,10
TOLATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,2,5,2,5,7
TOLEDO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,2,2,2,2,4
TOMAVE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,8,6,8,6,14
TOMINA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,3,7,3,7,10
TORO TORO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,0,14,0,14,14
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,18,10,18,10,28
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,5,0,5,0,5
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,205,14,205,14,219
TUPIZA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,70,17,70,17,87
UMALA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,0,8,0,8,8
UNCIA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,22,16,22,16,38
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,15,13,15,13,28
URUBICHA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,7,10,7,10,17
UYUNI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,53,1,53,1,54
VACAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,3,8,3,8,11
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,21,6,21,6,27
VIACHA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,108,6,108,6,114
VILA VILA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,1,1,1,1,2
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,4,7,4,7,11
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,64,36,64,36,100
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,5,17,5,17,22
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,4,12,4,12,16
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,130,57,130,57,187
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,11,16,11,16,27
VILLAZON,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,67,10,67,10,77
VINTO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,44,2,44,2,46
VITICHI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,5,3,5,3,8
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,202,41,202,41,243
YACO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,6,10,6,10,16
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,104,44,104,44,148
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,7,3,7,3,10
YANACACHI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,7,6,7,6,13
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,86,26,86,26,112
YOCALLA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,4,4,4,4,8
YOTALA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,2,10,2,10,12
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,0,11,0,11,11
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-04-01,3,1,3,1,4
ACACIO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,2,13,2,13,15
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,37,31,37,31,68
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,19,5,19,5,24
AIQUILE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,18,28,18,28,46
ALALAY,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,0,4,0,4,4
ALCALA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,0,2,0,2,2
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,30,3,30,3,33
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,10,12,10,12,22
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,2,8,2,8,10
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,1,2,1,2,3
ANZALDO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,4,7,4,7,11
APOLO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,20,15,20,15,35
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,2,9,2,9,11
ARANI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,13,1,13,1,14
ARBIETO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,24,20,24,20,44
ARQUE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,4,5,4,5,9
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,49,51,49,51,100
ATOCHA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,14,14,14,14,28
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,10,1,10,1,11
AYATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,8,3,8,3,11
AYO AYO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,7,4,7,4,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,19,28,19,28,47
AZURDUY,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,9,8,9,8,17
BATALLAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,26,14,26,14,40
BAURES,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,9,1,9,1,10
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,0,1,0,1,1
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,0,1,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,1,16,1,16,17
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,31,53,31,53,84
BETANZOS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,54,19,54,19,73
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,1,4,1,4,5
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,4,7,4,7,11
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,15,18,15,18,33
CABEZAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,12,32,12,32,44
CAIROMA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,13,10,13,10,23
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,15,7,15,7,22
CAJUATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,25,1,25,1,26
CALACOTO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,2,4,2,4,6
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,13,9,13,9,22
CAMARGO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,21,9,21,9,30
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,0,3,0,3,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,59,10,59,10,69
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,27,1,27,1,28
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,5,11,5,11,16
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,10,23,10,23,33
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,79,27,79,27,106
CARAPARI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,5,25,5,25,30
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,8,13,8,13,21
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,0,9,0,9,9
CATACORA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,0,2,0,2,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,0,1,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,43,32,43,32,75
CHAQUI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,15,4,15,4,19
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,46,44,46,44,90
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,4,0,4,0,4
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,9,19,9,19,28
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,32,3,32,3,35
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,1,0,1,0,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,3,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,29,15,29,15,44
CHUMA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,0,11,0,11,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,7,8,7,8,15
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,14,12,14,12,26
CLIZA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,21,26,21,26,47
COBIJA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,109,54,109,54,163
COCAPATA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,12,18,12,18,30
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,1077,60,1077,60,1137
COIPASA,vacunaciones en ninos de 12 a 23 meses,      srp dosis unica,2014-05-01,1,0,1,0,1
