,group,variable,month,TOTAL 18.7 ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTAL 18.7 ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
VILA VILA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,2,1,2,1,3
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,14,14,14,14,28
VINTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,37,0,37,0,37
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,1,0,1,0,1
YACO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,0,3,0,3,3
YANACACHI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,0,2,0,2,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-08-01,7,2,7,2,9
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,1,1,1,2
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,2,1,2,1,3
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
APOLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,16,0,16,0,16
ARQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,2,0,2,0,2
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
AYO AYO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,10,22,10,22,32
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,58,7,58,7,65
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,10,7,10,7,17
BETANZOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,2,0,2,0,2
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,20,3,20,3,23
CABEZAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,6,1,6,7
CALACOTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,5,0,5,5
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,9,0,9,9
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,14,2,14,2,16
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,1,1,1,2
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,2,0,2,2
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,41,15,41,15,56
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,1,0,1,1
CHAQUI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,28,0,28,28
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,3,4,3,4,7
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,2,2,2,2,4
CHUMA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,5,12,5,12,17
COBIJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,9,4,9,4,13
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,148,3,148,3,151
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,1,0,1,1
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,12,0,12,0,12
COMBAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,2,4,2,4,6
CORIPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
CORO CORO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,1,0,1,1
CORQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,5,0,5,0,5
COTOCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,3,0,3,0,3
CUEVO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,2,1,2,3
CURVA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,39,15,39,15,54
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,2,0,2,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,3,1,3,1,4
EXALTACION,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,1,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,1,0,1,1
HUACARETA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,8,0,8,0,8
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
HUMANATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,3,4,3,4,7
ICLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,2,0,2,0,2
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,2,1,2,1,3
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,163,25,163,25,188
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
LAJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,2,0,2,0,2
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,2,1,2,1,3
LORETO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,21,0,21,0,21
LURIBAY,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,2,3,2,3,5
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,2,0,2,0,2
MALLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,1,0,1,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,4,1,4,1,5
MINEROS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,4,0,4,0,4
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,2,1,2,1,3
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,68,3,68,3,71
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,1,0,1,1
OCURI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,2,1,2,3
ORURO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,15,0,15,0,15
PADCAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,2,1,2,1,3
PAILON,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,23,4,23,4,27
PALCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,3,0,3,0,3
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,4,1,4,1,5
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,1,0,1,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,2,0,2,0,2
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,2,0,2,2
POCOATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,2,1,2,3
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,3,0,3,0,3
POROMA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,3,0,3,3
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,1,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,9,0,9,0,9
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,4,9,4,9,13
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,7,0,7,0,7
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,4,5,4,5,9
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,2,1,2,1,3
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,17,0,17,0,17
ROBORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,2,0,2,0,2
SACABA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,15,5,15,5,20
SACACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,8,0,8,0,8
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,1,0,1,1
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,2,3,2,3,5
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,6,6,6,6,12
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,2,0,2,2
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,4,0,4,0,4
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,7,1,7,1,8
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,4,0,4,0,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,3,0,3,0,3
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,9,2,9,2,11
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,18,12,18,12,30
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,7,10,7,10,17
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,7,0,7,7
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,3,6,3,6,9
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,131,0,131,0,131
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,3,0,3,3
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,4,0,4,0,4
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,3,0,3,0,3
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,3,0,3,0,3
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,1,1,1,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,2,0,2,2
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,8,3,8,3,11
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,3,87,3,87,90
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,23,3,23,3,26
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,5,3,5,3,8
SORACACHI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,2,0,2,0,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,22,2,22,2,24
TACACOMA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,2,1,2,3
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,12,8,12,8,20
TARACO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,1,0,1,1
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,2,2,2,2,4
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,4,0,4,0,4
TIPUANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,6,4,6,4,10
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,6,2,6,2,8
TOMAVE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
TOMINA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,3,3,3,3,6
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,30,3,30,3,33
TUPIZA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,13,2,13,2,15
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
URUBICHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,2,0,2,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,2,0,2,0,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,5,2,5,2,7
VILA VILA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,1,0,1,1
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,2,0,2,2
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,20,7,20,7,27
VINTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,25,4,25,4,29
WARNES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,6,1,6,1,7
YACO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,2,0,2,2
YANACACHI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,2,0,2,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-09-01,0,1,0,1,1
ACACIO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,12,0,12,0,12
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,2,0,2,0,2
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,2,0,2,0,2
ANZALDO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
AYATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,0,5,0,5,5
AYO AYO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,17,1,17,18
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,8,6,8,6,14
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,4,1,4,1,5
BETANZOS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,0,1,0,1,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,2,0,2,0,2
CABEZAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,15,2,15,2,17
CAMARGO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,11,0,11,0,11
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,0,1,0,1,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,12,10,12,10,22
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,0,11,0,11,11
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,2,0,2,0,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,0,1,0,1,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,0,6,0,6,6
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,3,6,3,6,9
CHUMA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,7,1,7,1,8
CLIZA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,1,1,1,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,3,1,3,4
COCAPATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,75,0,75,0,75
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,2,0,2,0,2
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,9,4,9,4,13
COMBAYA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,2,3,2,3,5
CORQUE,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
CUEVO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,17,0,17,0,17
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,2,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,30,16,30,16,46
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
ESCOMA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,0,1,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,3,0,3,0,3
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,4,0,4,0,4
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,0,2,0,2,2
HUMANATA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,2,1,2,3
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,0,1,0,1,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,7,2,7,2,9
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,89,4,89,4,93
MAIRANA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,2,0,2,0,2
MINEROS,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,2,1,2,1,3
MONTERO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,1,0,1,0,1
OCURI,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,0,3,0,3,3
ORURO,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,23,10,23,10,33
PAILON,vacunaciones en ninos de 12 a 23 meses,      antipoliomielitica 1ra dosis,2014-10-01,53,0,53,0,53
