,group,variable,month,TOTAL 18.3 DPT 1RA DOSIS CANTIDAD,TOTAL 18.3 DPT 1RA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,8,3,8,3,11
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,83,0,83,83
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,23,3,23,3,26
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,5,3,5,3,8
SORACACHI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,0,2,0,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,28,2,28,2,30
TACACOMA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,3,1,3,4
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,0,2,0,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,12,8,12,8,20
TARACO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,1,0,1,1
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,4,0,4,0,4
TIPUANI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,6,2,6,2,8
TOMINA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,3,2,3,5
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,30,3,30,3,33
UMALA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,1,0,1,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
URUBICHA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,2,0,2,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,0,2,0,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,5,2,5,2,7
VILA VILA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,1,0,1,1
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,2,0,2,2
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,20,7,20,7,27
VINTO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,30,4,30,4,34
WARNES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,6,1,6,1,7
YACO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,2,0,2,2
YANACACHI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,0,2,0,2,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-09-01,2,2,2,2,4
ACACIO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,12,0,12,0,12
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
ATOCHA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
AYATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,0,5,0,5,5
AYO AYO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,8,6,8,6,14
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,10,3,10,3,13
BETANZOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,0,3,0,3,3
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,2,0,2,0,2
CABEZAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,2,2,2,2,4
CAMARGO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,3,0,3,0,3
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,0,1,0,1,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,6,11,6,11,17
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,2,0,2,0,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,0,1,0,1,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,0,6,0,6,6
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,3,10,3,10,13
CHUMA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,1,1,1,2
COBIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,3,1,3,4
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,73,0,73,0,73
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,2,0,2,0,2
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,0,5,0,5,5
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,2,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,19,17,19,17,36
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
ESCOMA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,0,1,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,3,0,3,0,3
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,5,0,5,0,5
GUAQUI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,0,1,0,1,1
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,0,2,0,2,2
HUMANATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,2,1,2,3
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,17,2,17,2,19
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,0,1,0,1,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,7,5,7,5,12
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,66,3,66,3,69
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,0,2,0,2,2
MAIRANA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,2,0,2,0,2
MINEROS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,2,0,2,0,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
OCURI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,0,3,0,3,3
ORURO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,13,10,13,10,23
PALCA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,8,0,8,0,8
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,5,3,5,3,8
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,3,1,3,1,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,2,5,2,5,7
PUCARANI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,2,0,2,0,2
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,0,5,0,5,5
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,2,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,0,1,0,1,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,4,0,4,0,4
SACABA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,2,0,2,0,2
SACACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,9,8,9,8,17
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,4,0,4,0,4
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,13,3,13,3,16
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,24,64,24,64,88
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,7,22,7,22,29
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,213,51,213,51,264
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,0,1,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,2,3,2,3,5
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,4,1,4,1,5
SUCRE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,11,0,11,0,11
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,11,2,11,2,13
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,0,3,0,3,3
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
TOMAVE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
TORO TORO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,10,0,10,0,10
TUPIZA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
UNCIA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,2,1,2,3
UYUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,4,1,4,1,5
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,3,0,3,0,3
VINTO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,1,1,1,2
WARNES,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,3,0,3,0,3
YACO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,0,12,0,12,12
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,1,0,1,0,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-10-01,0,1,0,1,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,5,0,5,0,5
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,11,1,11,1,12
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,4,0,4,0,4
BETANZOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,13,1,13,14
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,1,0,1,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,1,1,1,2
CAMARGO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,4,0,4,0,4
CARAPARI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,0,1,0,1
CHAQUI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,1,0,1,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,5,1,5,6
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,2,18,2,18,20
COBIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,61,0,61,0,61
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,2,1,2,1,3
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,15,2,15,2,17
CORIPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,3,0,3,0,3
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,18,7,18,7,25
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,0,1,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,2,0,2,0,2
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,3,0,3,0,3
HUARINA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,6,1,6,1,7
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,22,1,22,1,23
LAJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,5,0,5,5
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,4,0,4,0,4
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,2,0,2,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,3,0,3,3
OCURI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,2,0,2,2
ORURO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,2,1,2,1,3
PADCAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,0,1,0,1
PALCA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,16,0,16,0,16
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,5,0,5,5
POCOATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,1,0,1,1
POCONA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,1,0,1,1
PORCO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,7,0,7,7
POROMA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,4,1,4,1,5
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,2,3,2,3,5
POTOSI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,3,0,3,0,3
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,13,0,13,0,13
PUNATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,1,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,3,2,3,2,5
RAVELO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,1,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,6,0,6,0,6
SACABA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,1,1,1,2
SACACA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,6,4,6,4,10
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,2,0,2,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,2,1,2,3
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,2,1,2,3
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,4,0,4,0,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,2,0,2,2
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,3,0,3,3
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,15,2,15,2,17
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,6,0,6,6
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,3,0,3,0,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,104,20,104,20,124
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,7,0,7,0,7
SUCRE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,13,0,13,0,13
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,2,1,2,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,2,0,2,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,0,1,0,1
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,3,0,3,0,3
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,1,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,4,0,4,4
TOLEDO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,0,1,0,1
TOMINA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,0,1,0,1
TORO TORO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,2,1,2,1,3
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,0,1,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,10,2,10,2,12
UNCIA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,2,10,2,10,12
UYUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,2,0,2,0,2
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,0,1,0,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,0,1,0,1
YACO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,1,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,2,0,2,0,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-11-01,2,5,2,5,7
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,6,1,6,1,7
ARBIETO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,3,0,3,0,3
ATOCHA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,8,0,8,0,8
AYO AYO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,4,1,4,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,4,0,4,0,4
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,0,1,0,1
BETANZOS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,2,0,2,0,2
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,2,1,2,1,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,3,0,3,0,3
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,3,0,3,0,3
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,0,1,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,0,1,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,2,1,2,1,3
COCAPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 1ra dosis,2014-12-01,66,1,66,1,67
