,group,variable,month,TOTAL 18.6 DPT 4TA DOSIS CANTIDAD,TOTAL 18.6 DPT 4TA DOSIS CANTIDAD,TOTALES,TOTALES,TOTALES
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,0,1,0,1,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,21,7,21,7,28
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,1,7,1,7,8
ORURO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,212,52,212,52,264
PADCAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,17,6,17,6,23
PADILLA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,7,3,7,3,10
PAILON,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,11,35,11,35,46
PALCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,0,2,0,2,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,6,5,6,5,11
PAZÑA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,2,2,2,2,4
POCOATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,1,30,1,30,31
POCONA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,6,3,6,3,9
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,5,0,5,0,5
POOPO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,1,0,1,0,1
POROMA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,15,21,15,21,36
PORONGO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,8,9,8,9,17
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,1,0,1,0,1
PORVENIR,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,2,3,2,3,5
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,4,8,4,8,12
POTOSI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,223,27,223,27,250
PRESTO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,3,8,3,8,11
PUCARA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,6,2,6,2,8
PUCARANI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,13,41,13,41,54
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,3,0,3,0,3
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,3,4,3,4,7
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,0,9,0,9,9
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,1,6,1,6,7
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,17,38,17,38,55
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,60,18,60,18,78
PUNA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,16,3,16,3,19
PUNATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,23,3,23,3,26
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,87,104,87,104,191
QUIME,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,1,1,1,1,2
RAVELO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,13,22,13,22,35
REYES,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,16,0,16,0,16
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,42,0,42,0,42
ROBORE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,2,0,2,0,2
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,23,3,23,3,26
SABAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,0,3,0,3,3
SACABA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,134,9,134,9,143
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,5,9,5,9,14
SACACA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,3,17,3,17,20
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,3,2,3,2,5
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,13,11,13,11,24
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,4,6,4,6,10
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,4,1,4,1,5
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,0,5,0,5,5
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,10,0,10,0,10
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,34,11,34,11,45
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,20,16,20,16,36
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,30,5,30,5,35
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,23,8,23,8,31
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,51,53,51,53,104
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,19,6,19,6,25
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,14,89,14,89,103
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,20,36,20,36,56
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,17,23,17,23,40
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,24,1,24,1,25
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,10,15,10,15,25
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,11,7,11,7,18
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,9,1,9,1,10
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,0,1,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,3,2,3,2,5
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,3,4,3,4,7
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,5,2,5,2,7
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,11,7,11,7,18
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,8,0,8,0,8
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,9,0,9,0,9
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,732,111,732,111,843
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,6,0,6,0,6
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,19,32,19,32,51
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,2,0,2,0,2
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,0,1,0,1,1
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,8,7,8,7,15
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,1,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,3,0,3,0,3
SENA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,3,8,3,8,11
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,0,1,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,2,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,49,6,49,6,55
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,2,1,2,1,3
SORACACHI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,0,2,0,2,2
SORATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,0,3,0,3,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,154,27,154,27,181
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,5,6,5,6,11
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,1,2,1,2,3
TAPACARI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,5,1,5,1,6
TARABUCO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,0,6,0,6,6
TARACO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,3,0,3,0,3
TARATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,8,2,8,2,10
TARIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,265,34,265,34,299
TARVITA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,7,9,7,9,16
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,14,20,14,20,34
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,0,3,0,3,3
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,57,10,57,10,67
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,1,2,1,2,3
TOCO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,1,1,1,1,2
TOLATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,4,2,4,2,6
TOMAVE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,0,2,0,2,2
TOMINA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,5,9,5,9,14
TORO TORO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,4,3,4,3,7
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,11,10,11,10,21
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,2,2,2,2,4
TRIGAL,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,1,3,1,3,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,75,33,75,33,108
TUPIZA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,33,17,33,17,50
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,2,7,2,7,9
URUBICHA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,2,19,2,19,21
UYUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,18,2,18,2,20
VACAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,2,3,2,3,5
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,13,1,13,1,14
VIACHA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,4,0,4,0,4
VILA VILA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,2,0,2,0,2
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,6,2,6,2,8
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,41,28,41,28,69
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,7,3,7,3,10
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,8,18,8,18,26
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,38,9,38,9,47
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,8,5,8,5,13
VILLAZON,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,37,5,37,5,42
VINTO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,37,5,37,5,42
VITICHI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,29,5,29,5,34
WARNES,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,109,51,109,51,160
YACO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,0,1,0,1,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,87,48,87,48,135
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,11,1,11,1,12
YAPACANI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,1,3,1,3,4
YOTALA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,6,5,6,5,11
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,1,3,1,3,4
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-05-01,1,7,1,7,8
ACACIO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,2,0,2,0,2
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,14,9,14,9,23
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,11,8,11,8,19
AIQUILE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,11,12,11,12,23
ALALAY,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,0,1,0,1,1
ALCALA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,3,0,3,0,3
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,1,0,1,0,1
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,10,1,10,1,11
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,2,0,2,0,2
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,2,2,2,2,4
ANZALDO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,0,3,0,3,3
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,5,2,5,2,7
ARANI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,8,0,8,0,8
ARBIETO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,6,6,6,6,12
ARQUE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,2,6,2,6,8
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,19,0,19,0,19
ATOCHA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,4,0,4,0,4
AYATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,2,6,2,6,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,10,32,10,32,42
AZURDUY,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,5,5,5,5,10
BATALLAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,12,1,12,1,13
BAURES,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,13,0,13,0,13
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,0,1,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,3,3,3,3,6
BERMEJO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,41,8,41,8,49
BETANZOS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,16,1,16,1,17
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,4,5,4,5,9
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,2,1,2,1,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,3,3,3,3,6
CABEZAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,4,2,4,2,6
CAIROMA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,2,0,2,0,2
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,0,1,0,1,1
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,6,0,6,0,6
CAMARGO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,19,4,19,4,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,4,0,4,0,4
CAMIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,1,0,1,0,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,25,2,25,2,27
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,1,0,1,0,1
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,9,0,9,0,9
CARANAVI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,4,1,4,1,5
CARAPARI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,11,4,11,4,15
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,4,7,4,7,11
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,10,5,10,5,15
CHAQUI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,4,1,4,1,5
CHIMORE,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,27,2,27,2,29
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,2,0,2,0,2
CHUMA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,5,2,5,2,7
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,0,3,0,3,3
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,3,9,3,9,12
CLIZA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,5,3,5,3,8
COBIJA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,42,10,42,10,52
COCAPATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,1,36,1,36,37
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,420,24,420,24,444
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,39,3,39,3,42
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,13,2,13,2,15
COLOMI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,22,0,22,0,22
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,2,2,2,2,4
COMARAPA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,6,0,6,0,6
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,0,1,0,1,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,4,2,4,2,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,16,8,16,8,24
COTOCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,2,1,2,1,3
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,32,6,32,6,38
CULPINA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,1,2,1,2,3
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,4,0,4,0,4
CURVA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,0,2,0,2,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,308,78,308,78,386
EL CHORO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,1,1,1,1,2
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,2,2,2,2,4
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,10,4,10,4,14
EL TORNO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,56,2,56,2,58
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,5,2,5,2,7
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,14,11,14,11,25
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,37,6,37,6,43
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,1,0,1,0,1
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,0,9,0,9,9
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,12,1,12,1,13
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,3,6,3,6,9
GUANAY,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,0,1,0,1,1
GUAQUI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,2,3,2,3,5
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,40,40,40,40,80
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,12,4,12,4,16
HUARINA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,6,0,6,0,6
HUMANATA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,2,0,2,0,2
ICHOCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,1,1,1,1,2
ICLA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,10,1,10,1,11
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,12,4,12,4,16
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,2,0,2,0,2
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,2,4,2,4,6
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,4,0,4,0,4
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,39,1,39,1,40
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,83,7,83,7,90
LA PAZ,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,315,46,315,46,361
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,1,0,1,0,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,1,1,1,1,2
LURIBAY,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,6,0,6,0,6
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,1,0,1,0,1
MACHARETI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,4,6,4,6,10
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,23,0,23,0,23
MAIRANA,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,4,0,4,0,4
MAPIRI,vacunaciones en ninos de 12 a 23 meses,      dpt 4ta dosis,2014-06-01,15,0,15,0,15
