,group,variable,month,TOTAL Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTAL Nº DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES
CHAYANTA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,3,3
CHIMORE,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,33,33
CHIPAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,66,66
CHUMA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,3,3
CHUQUIHUTA AYLLU JUCUMANI,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,15,15
CKOCHAS,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,23,23
CLIZA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,81,81
COBIJA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,201,201
COCAPATA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,1,1
COCHABAMBA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,796,796
COIPASA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,1,1
COLCAPIRHUA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,94,94
"COLCHA ""K""",vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,3,3
COLOMI,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,4,4
COLPA BELGICA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,7,7
COMARAPA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,47,47
CORIPATA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,19,19
COROICO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,49,49
CORQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,9,9
COTAGAITA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,13,13
COTOCA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,11,11
CUATRO CAÑADAS,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,5,5
CUCHUMUELA (V. G. VILLARROEL),vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,1,1
CUEVO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,9,9
CULPINA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,26,26
DESAGUADERO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,6,6
EL ALTO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,1783,1783
EL PUENTE(STC),vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,12,12
EL PUENTE(TJA),vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,20,20
EL TORNO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,201,201
EL VILLAR,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,5,5
ENTRE RIOS TRJ,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,15,15
ENTRE RIOS CBBA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,45,45
EUCALIPTUS,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,2,2
EUREKA (SANTOS MERCADO),vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,3,3
FILADELFIA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,11,11
GENERAL SAAVEDRA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,18,18
GRAL. J.J. PEREZ (CHARAZANI),vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,11,11
GUAQUI,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,10,10
GUAYARAMERIN,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,21,21
GUTIERREZ,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,18,18
HUACARETA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,10,10
HUACAYA (VILLA DE HUACAYA),vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,3,3
HUANUNI,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,52,52
HUARINA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,7,7
HUAYLLAMARCA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,5,5
ICLA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,14,14
INCAHUASI,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,23,23
IRUPANA (VILLA DE LANZA),vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,17,17
JESUS DE MACHACA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,2,2
LA ASUNTA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,79,79
LA GUARDIA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,2,2
LA PAZ,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,1939,1939
LAGUNILLAS,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,7,7
LAJA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,10,10
LAS CARRERAS,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,15,15
LLALLAGUA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,192,192
MACHARETI,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,13,13
MAIRANA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,10,10
MAPIRI,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,24,24
MIZQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,40,40
MOJOCOYA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,12,12
MONTEAGUDO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,72,72
MONTERO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,379,379
MOROCHATA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,24,24
NACEBE (SANTA ROSA DEL ABUNA),vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,1,1
OCURI,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,28,28
OMEREQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,16,16
ORURO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,810,810
PADCAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,21,21
PADILLA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,11,11
PAILON,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,92,92
PAMPA GRANDE,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,25,25
POCOATA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,29,29
POCONA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,8,8
POJO (CBBA),vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,2,2
POOPO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,8,8
PORCO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,9,9
POROMA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,27,27
PORONGO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,9,9
PORTACHUELO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,47,47
PORVENIR,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,11,11
POSTRER VALLE,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,4,4
POTOSI,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,265,265
PRESTO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,12,12
PUCARANI,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,25,25
PUERTO GONZALO MORENO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,9,9
PUERTO QUIJARRO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,25,25
PUERTO RICO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,24,24
PUERTO SUAREZ,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,37,37
PUERTO VILLARROEL,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,208,208
PUNA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,27,27
PUNATA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,149,149
QUILLACOLLO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,327,327
QUIME,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,20,20
RAVELO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,39,39
RIBERALTA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,628,628
ROBORE,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,36,36
RURRENABAQUE,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,43,43
SABAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,1,1
SACABA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,402,402
SACABAMBA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,11,11
SACACA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,4,4
SAIPINA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,10,10
SALINAS DE GARCI MENDOZA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,1,1
SAMAIPATA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,7,7
SAN ANTONIO DE LOMERIO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,5,5
SAN BENITO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,20,20
SAN BORJA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,40,40
SAN BUENA VENTURA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,21,21
SAN CARLOS,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,72,72
SAN IGNACIO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,39,39
SAN IGNACIO DE VELASCO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,180,180
SAN JAVIER(STC),vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,30,30
SAN JOSE DE CHIQUITOS,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,83,83
SAN JUAN DE YAPACANI,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,9,9
SAN JULIAN,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,83,83
SAN LORENZO(PND),vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,14,14
SAN LORENZO(TJA),vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,35,35
SAN LUCAS,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,57,57
SAN MATIAS,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,61,61
SAN MIGUEL DE VELASCO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,12,12
SAN PEDRO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,11,11
SAN PEDRO DE QUEMES,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,3,3
SAN PEDRO(PND),vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,5,5
SAN RAFAEL,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,14,14
SAN RAMON BENI,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,34,34
SANTA ANA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,41,41
SANTA CRUZ DE LA SIERRA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,1757,1757
SANTA ROSA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,7,7
SANTA ROSA DEL SARA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,11,11
SANTIAGO DE HUARI,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,5,5
SANTIAGO DE MACHACA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,2,2
SANTIVAÑES,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,9,9
SANTUARIO DE QUILLACAS,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,5,5
SHINAOTA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,74,74
SICAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,3,3
SIPE SIPE,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,111,111
SOPACHUY,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,14,14
SORACACHI,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,1,1
SORATA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,30,30
SUCRE,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,926,926
TACACOMA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,1,1
TACOPAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,12,12
TAHUA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,3,3
TAPACARI,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,22,22
TARABUCO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,22,22
TARACO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,8,8
TARATA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,25,25
TARIJA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,381,381
TARVITA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,19,19
TEOPONTE,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,10,10
TINGUIPAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,10,10
TIPUANI,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,7,7
TIQUIPAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,202,202
TITO YUPANQUI (PARQUIPUJIO),vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,2,2
TOCO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,6,6
TOLATA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,7,7
TOMAVE,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,2,2
TOMINA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,17,17
TOTORA(CBBA),vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,59,59
TOTORA(ORR),vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,3,3
TRINIDAD,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,121,121
TUPIZA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,50,50
UNCIA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,26,26
URUBICHA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,21,21
UYUNI,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,118,118
VACAS,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,11,11
VALLEGRANDE,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,49,49
VIACHA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,165,165
VILLA CHARCAS,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,27,27
VILLA MONTES,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,121,121
VILLA NUEVA (LOMA ALTA),vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,5,5
VILLA RIVERO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,7,7
VILLA SERRANO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,8,8
VILLA TUNARI,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,308,308
VILLA VACA GUZMAN (MUYUPAMPA),vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,11,11
VILLAZON,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,121,121
VINTO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,138,138
VITICHI,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,11,11
WARNES,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,312,312
YACO,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,10,10
YACUIBA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,147,147
YAMPARAEZ,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,11,11
YAPACANI,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,194,194
YOTALA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,9,9
YUNCHARA,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,10,10
ZUDAÑEZ,vih,total no de mujeres embarazadas con prueba rapida,2015-05-01,0,15,15
ACACIO,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,3,3
ACHACACHI,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,90,90
AIQUILE,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,49,49
ALCALA,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,4,4
ANCORAIMES,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,2,2
ANDAMARCA,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,5,5
ANZALDO,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,9,9
ARANI,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,24,24
ARBIETO,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,33,33
ASCENCION DE GUARAYOS,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,94,94
ATOCHA,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,15,15
AZURDUY,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,14,14
BELEN DE ANDAMARCA,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,1,1
BELEN DE URMIRI,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,11,11
BELLA FLOR,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,11,11
BERMEJO,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,204,204
BETANZOS,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,73,73
BOLPEBRA,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,5,5
BOYUIBE,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,15,15
BUENA VISTA,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,1,1
CABEZAS,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,38,38
"CAIZA ""D""",vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,4,4
CAMARGO,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,36,36
CAMATAQUI (C. VILLA ABECIA),vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,4,4
CAMIRI,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,179,179
CAPINOTA,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,49,49
CARACOLLO,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,30,30
CARANAVI,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,93,93
CARAPARI,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,24,24
CARMEN RIVERO TORREZ,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,11,11
CHALLAPATA,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,123,123
CHAQUI,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,12,12
CHARAGUA,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,74,74
CHIMORE,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,36,36
CHIPAYA,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,3,3
CHULUMANI (V. DE LA LIBERTAD),vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,56,56
CHUMA,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,10,10
CHUQUIHUTA AYLLU JUCUMANI,vih,total no de mujeres embarazadas con prueba rapida,2015-06-01,0,19,19
