,group,variable,month,VACUNACIONES SRP,VACUNACIONES SRP,TOTALES,TOTALES,TOTALES
ANZALDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,3,15,3,15,18
APOLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,56,12,56,12,68
ARAMPAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,3,15,3,15,18
ARANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,8,11,8,11,19
ARBIETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,5,28,5,28,33
ARQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,25,3,25,3,28
ASCENCION DE GUARAYOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,24,16,24,16,40
ATOCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,10,23,10,23,33
AUCAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,5,18,5,18,23
AYATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,0,21,0,21,21
AYO AYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,17,3,17,3,20
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,35,42,35,42,77
AZURDUY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,12,11,12,11,23
BATALLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,28,14,28,14,42
BAURES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,14,8,14,8,22
BELEN DE URMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,0,8,0,8,8
BELLA FLOR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,0,12,0,12,12
BERMEJO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,48,30,48,30,78
BETANZOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,15,47,15,47,62
BOLIVAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,8,5,8,5,13
BOLPEBRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,0,9,0,9,9
BOYUIBE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,0,11,0,11,11
BUENA VISTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,9,15,9,15,24
CABEZAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,51,58,51,58,109
CAIROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,4,12,4,12,16
"CAIZA ""D""",vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,1,16,1,16,17
CAJUATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,17,3,17,3,20
CALACOTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,1,16,1,16,17
CALAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,12,6,12,6,18
CAMARGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,18,6,18,6,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,1,0,1,0,1
CAMIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,36,37,36,37,73
CAPINOTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,22,17,22,17,39
CAQUIAVIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,3,24,3,24,27
CARACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,27,14,27,14,41
CARANAVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,73,72,73,72,145
CARAPARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,10,13,10,13,23
CARIPUYO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,0,31,0,31,31
CARMEN RIVERO TORREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,2,9,2,9,11
CHALLAPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,40,27,40,27,67
CHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,10,10,10,10,20
CHARAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,27,96,27,96,123
CHARAÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,1,8,1,8,9
CHAYANTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,25,27,25,27,52
CHIMORE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,45,23,45,23,68
CHIPAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,2,0,2,0,2
CHOQUE COTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,11,10,11,10,21
CHUMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,5,24,5,24,29
CLIZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,13,22,13,22,35
COBIJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,66,53,66,53,119
COCHABAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,1182,72,1182,72,1254
COLCAPIRHUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,60,19,60,19,79
"COLCHA ""K""",vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,28,6,28,6,34
COLLANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,3,3,3,3,6
COLOMI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,42,17,42,17,59
COLPA BELGICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,7,11,7,11,18
COLQUECHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,23,84,23,84,107
COLQUENCHA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,3,4,3,4,7
COLQUIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,7,61,7,61,68
COMANCHE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,3,5,3,5,8
COMARAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,5,28,5,28,33
COMBAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,1,12,1,12,13
CONCEPCION,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,33,25,33,25,58
COPACABANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,7,9,7,9,16
CORIPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,28,17,28,17,45
CORO CORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,3,11,3,11,14
COROICO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,14,11,14,11,25
CORQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,2,3,2,3,5
COTAGAITA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,11,67,11,67,78
COTOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,86,60,86,60,146
CUATRO CAÑADAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,24,45,24,45,69
CUCHUMUELA (V. G. VILLARROEL),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,5,3,5,3,8
CUEVO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,0,8,0,8,8
CULPINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,18,22,18,22,40
CURAHUARA DE CARANGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,10,6,10,6,16
CURVA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,0,4,0,4,4
DESAGUADERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,3,4,3,4,7
EL ALTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,2083,1060,2083,1060,3143
EL CHORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,3,6,3,6,9
EL PUENTE(STC),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,21,18,21,18,39
EL PUENTE(TJA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,8,9,8,9,17
EL TORNO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,85,58,85,58,143
EL VILLAR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,5,4,5,4,9
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,48,47,48,47,95
ENTRE RIOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,7,38,7,38,45
ESCARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,0,1,0,1,1
ESMERALDA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,0,1,0,1,1
EUCALIPTUS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,8,5,8,5,13
EXALTACION,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,0,18,0,18,18
FERNANDEZ ALONSO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,4,24,4,24,28
FILADELFIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,6,4,6,4,10
GENERAL SAAVEDRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,22,17,22,17,39
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,19,15,19,15,34
GUANAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,19,16,19,16,35
GUAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,3,9,3,9,12
GUAYARAMERIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,53,81,53,81,134
GUTIERREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,9,9,9,9,18
HUACARETA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,7,12,7,12,19
HUACAYA (VILLA DE HUACAYA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,0,2,0,2,2
HUACHACALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,3,0,3,0,3
HUANUNI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,27,49,27,49,76
HUARACAJE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,3,5,3,5,8
HUAYLLAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,0,8,0,8,8
ICHOCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,8,15,8,15,23
ICLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,4,3,4,3,7
INCAHUASI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,23,23,23,23,46
INGAVI (HUMAITA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,0,11,0,11,11
INQUISIVI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,2,33,2,33,35
IRUPANA (VILLA DE LANZA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,7,21,7,21,28
IXIAMAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,31,5,31,5,36
JESUS DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,20,8,20,8,28
LA ASUNTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,33,26,33,26,59
LA GUARDIA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,97,38,97,38,135
LA PAZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,1285,272,1285,272,1557
LAGUNILLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,9,14,9,14,23
LAJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,9,26,9,26,35
LAS CARRERAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,1,3,1,3,4
LICOMA PAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,2,1,2,1,3
LLALLAGUA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,40,30,40,30,70
LLICA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,10,8,10,8,18
LORETO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,1,52,1,52,53
LURIBAY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,6,7,6,7,13
MACHACAMARCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,5,3,5,3,8
MACHARETI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,12,10,12,10,22
MAGDALENA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,2,10,2,10,12
MAIRANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,14,4,14,4,18
MALLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,2,3,2,3,5
MAPIRI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,9,15,9,15,24
MECAPACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,10,22,10,22,32
MINEROS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,35,8,35,8,43
MIZQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,38,39,38,39,77
MOCOMOCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,8,21,8,21,29
MOJOCOYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,6,4,6,4,10
MONTEAGUDO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,22,20,22,20,42
MONTERO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,162,38,162,38,200
MORO MORO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,1,2,1,2,3
MOROCHATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,26,78,26,78,104
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,0,8,0,8,8
NAZACARA DE PACAJES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,0,3,0,3,3
OCURI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,9,37,9,37,46
OKINAWA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,23,11,23,11,34
OMEREQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,3,4,3,4,7
ORURO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,458,255,458,255,713
PADCAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,13,10,13,10,23
PADILLA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,12,4,12,4,16
PAILON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,33,27,33,27,60
PALCA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,11,38,11,38,49
PALOS BLANCOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,61,26,61,26,87
PAMPA AULLAGAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,1,0,1,0,1
PAMPA GRANDE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,6,4,6,4,10
PAPEL PAMPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,1,15,1,15,16
PASORAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,3,7,3,7,10
PATACAMAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,30,20,30,20,50
PAZÑA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,7,3,7,3,10
PELECHUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,5,12,5,12,17
POCOATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,15,46,15,46,61
POCONA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,6,17,6,17,23
POJO (CBBA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,28,21,28,21,49
POOPO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,4,2,4,2,6
PORCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,10,8,10,8,18
POROMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,20,32,20,32,52
PORONGO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,8,33,8,33,41
PORTACHUELO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,21,16,21,16,37
PORVENIR,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,2,22,2,22,24
POSTRER VALLE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,3,2,3,2,5
POTOSI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,422,158,422,158,580
PRESTO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,5,7,5,7,12
PUCARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,3,1,3,1,4
PUCARANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,59,28,59,28,87
PUERTO ACOSTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,5,31,5,31,36
PUERTO CARABUCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,3,25,3,25,28
PUERTO GONZALO MORENO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,3,16,3,16,19
PUERTO PEREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,0,18,0,18,18
PUERTO QUIJARRO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,27,29,27,29,56
PUERTO RICO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,20,3,20,3,23
PUERTO SILES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,0,6,0,6,6
PUERTO SUAREZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,12,31,12,31,43
PUERTO VILLARROEL,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,115,100,115,100,215
PUNA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,31,65,31,65,96
PUNATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,80,7,80,7,87
QUIABAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,4,4,4,4,8
QUILLACOLLO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,175,96,175,96,271
QUIME,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,1,9,1,9,10
QUIRUSILLAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,3,1,3,1,4
RAVELO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,14,54,14,54,68
REYES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,22,55,22,55,77
RIBERALTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,265,102,265,102,367
ROBORE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,20,31,20,31,51
RURRENABAQUE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,22,34,22,34,56
SABAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,8,6,8,6,14
SACABA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,246,102,246,102,348
SACABAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,8,6,8,6,14
SACACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,8,30,8,30,38
SAIPINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,3,17,3,17,20
SALINAS DE GARCI MENDOZA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,8,12,8,12,20
SAMAIPATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,6,5,6,5,11
SAN AGUSTIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,6,0,6,0,6
SAN ANDRES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,4,16,4,16,20
SAN ANDRES DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,6,2,6,2,8
SAN ANTONIO DE LOMERIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,8,11,8,11,19
SAN BENITO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,11,7,11,7,18
SAN BORJA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,83,86,83,86,169
SAN BUENA VENTURA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,11,12,11,12,23
SAN CARLOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,31,27,31,27,58
SAN IGNACIO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,44,33,44,33,77
SAN IGNACIO DE VELASCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,114,110,114,110,224
SAN JAVIER(BNI),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,5,3,5,3,8
SAN JAVIER(STC),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,36,13,36,13,49
SAN JOAQUIN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,6,8,6,8,14
SAN JOSE DE CHIQUITOS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,63,115,63,115,178
SAN JUAN DE YAPACANI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,9,20,9,20,29
SAN JULIAN,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,38,69,38,69,107
SAN LORENZO(PND),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,2,3,2,3,5
SAN LORENZO(TJA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,14,21,14,21,35
SAN LUCAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,26,56,26,56,82
SAN MATIAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,25,10,25,10,35
SAN MIGUEL DE VELASCO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,26,36,26,36,62
SAN PABLO DE LIPEZ,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,3,3,3,3,6
SAN PEDRO,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,30,8,30,8,38
SAN PEDRO DE BUENA VISTA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,21,58,21,58,79
SAN PEDRO DE CURAHUARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,13,7,13,7,20
SAN PEDRO DE QUEMES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,4,5,4,5,9
SAN RAFAEL,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,13,4,13,4,17
SAN RAMON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,15,0,15,0,15
SAN RAMON,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,2,35,2,35,37
SANTA ANA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,20,66,20,66,86
SANTA CRUZ DE LA SIERRA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,3028,1095,3028,1095,4123
SANTA ROSA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,18,5,18,5,23
SANTA ROSA DEL SARA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,19,16,19,16,35
SANTIAGO DE CALLAPA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,5,20,5,20,25
SANTIAGO DE HUARI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,2,12,2,12,14
SANTIAGO DE MACHACA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,0,6,0,6,6
SANTIVAÑES,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,6,8,6,8,14
SANTUARIO DE QUILLACAS,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,6,6,6,6,12
SAPAHAQUI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,7,19,7,19,26
SICA SICA (VILLA AROMA),vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,28,29,28,29,57
SICAYA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,0,1,0,1,1
SIPE SIPE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,62,45,62,45,107
SOPACHUY,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,6,5,6,5,11
SORACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,5,28,5,28,33
SORATA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,27,57,27,57,84
SUCRE,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,404,127,404,127,531
TACACHI,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,2,1,2,1,3
TACACOMA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,7,18,7,18,25
TACOBAMBA,vacunaciones (ninos de 12 a 23 meses),vacunaciones srp,2009-05-01,18,20,18,20,38
