,group,variable,month,PERSONAS DE 60 AÑOS Y MÁS NUEVOS,PERSONAS DE 60 AÑOS Y MÁS NUEVOS,PERSONAS DE 60 AÑOS Y MÁS REPETIDOS,PERSONAS DE 60 AÑOS Y MÁS REPETIDOS,TOTALES,TOTALES,TOTALES
ACHACACHI,consulta externa,personas de 60 anos y mas,2009-05-01,397,407,80,102,477,509,986
ACHOCALLA,consulta externa,personas de 60 anos y mas,2009-05-01,10,5,1,1,11,6,17
AIQUILE,consulta externa,personas de 60 anos y mas,2009-05-01,112,134,36,43,148,177,325
ALALAY,consulta externa,personas de 60 anos y mas,2009-05-01,7,4,0,0,7,4,11
ALCALA,consulta externa,personas de 60 anos y mas,2009-05-01,14,37,2,5,16,42,58
ANCORAIMES,consulta externa,personas de 60 anos y mas,2009-05-01,102,113,31,29,133,142,275
ANDAMARCA,consulta externa,personas de 60 anos y mas,2009-05-01,21,35,4,3,25,38,63
ANTEQUERA,consulta externa,personas de 60 anos y mas,2009-05-01,13,15,1,0,14,15,29
ANZALDO,consulta externa,personas de 60 anos y mas,2009-05-01,20,40,4,3,24,43,67
APOLO,consulta externa,personas de 60 anos y mas,2009-05-01,45,53,0,0,45,53,98
ARAMPAMPA,consulta externa,personas de 60 anos y mas,2009-05-01,13,12,0,0,13,12,25
ARANI,consulta externa,personas de 60 anos y mas,2009-05-01,12,32,3,2,15,34,49
ARBIETO,consulta externa,personas de 60 anos y mas,2009-05-01,55,75,5,8,60,83,143
ARQUE,consulta externa,personas de 60 anos y mas,2009-05-01,11,17,0,0,11,17,28
ASCENCION DE GUARAYOS,consulta externa,personas de 60 anos y mas,2009-05-01,74,79,8,13,82,92,174
ATOCHA,consulta externa,personas de 60 anos y mas,2009-05-01,15,30,0,5,15,35,50
AUCAPATA,consulta externa,personas de 60 anos y mas,2009-05-01,16,18,1,3,17,21,38
AYATA,consulta externa,personas de 60 anos y mas,2009-05-01,36,46,1,0,37,46,83
AYO AYO,consulta externa,personas de 60 anos y mas,2009-05-01,17,24,7,8,24,32,56
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 60 anos y mas,2009-05-01,81,96,35,3,116,99,215
AZURDUY,consulta externa,personas de 60 anos y mas,2009-05-01,36,80,3,4,39,84,123
BATALLAS,consulta externa,personas de 60 anos y mas,2009-05-01,80,74,3,2,83,76,159
BAURES,consulta externa,personas de 60 anos y mas,2009-05-01,10,32,12,17,22,49,71
BELEN DE ANDAMARCA,consulta externa,personas de 60 anos y mas,2009-05-01,16,22,0,0,16,22,38
BELEN DE URMIRI,consulta externa,personas de 60 anos y mas,2009-05-01,20,20,0,2,20,22,42
BELLA FLOR,consulta externa,personas de 60 anos y mas,2009-05-01,0,2,0,0,0,2,2
BERMEJO,consulta externa,personas de 60 anos y mas,2009-05-01,301,400,37,62,338,462,800
BETANZOS,consulta externa,personas de 60 anos y mas,2009-05-01,222,278,132,169,354,447,801
BOLIVAR,consulta externa,personas de 60 anos y mas,2009-05-01,22,24,1,0,23,24,47
BOLPEBRA,consulta externa,personas de 60 anos y mas,2009-05-01,9,2,0,0,9,2,11
BOYUIBE,consulta externa,personas de 60 anos y mas,2009-05-01,28,34,3,21,31,55,86
BUENA VISTA,consulta externa,personas de 60 anos y mas,2009-05-01,53,59,31,28,84,87,171
CABEZAS,consulta externa,personas de 60 anos y mas,2009-05-01,55,58,10,6,65,64,129
CAIROMA,consulta externa,personas de 60 anos y mas,2009-05-01,85,68,3,8,88,76,164
"CAIZA ""D""",consulta externa,personas de 60 anos y mas,2009-05-01,73,149,11,8,84,157,241
CAJUATA,consulta externa,personas de 60 anos y mas,2009-05-01,94,105,3,2,97,107,204
CALACOTO,consulta externa,personas de 60 anos y mas,2009-05-01,54,62,10,11,64,73,137
CALAMARCA,consulta externa,personas de 60 anos y mas,2009-05-01,41,53,9,16,50,69,119
CAMARGO,consulta externa,personas de 60 anos y mas,2009-05-01,215,305,17,34,232,339,571
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 60 anos y mas,2009-05-01,42,70,4,6,46,76,122
CAMIRI,consulta externa,personas de 60 anos y mas,2009-05-01,210,274,13,40,223,314,537
CAPINOTA,consulta externa,personas de 60 anos y mas,2009-05-01,55,47,23,32,78,79,157
CAQUIAVIRI,consulta externa,personas de 60 anos y mas,2009-05-01,49,33,3,2,52,35,87
CARACOLLO,consulta externa,personas de 60 anos y mas,2009-05-01,66,46,19,6,85,52,137
CARANAVI,consulta externa,personas de 60 anos y mas,2009-05-01,350,171,23,10,373,181,554
CARANGAS,consulta externa,personas de 60 anos y mas,2009-05-01,0,2,0,0,0,2,2
CARAPARI,consulta externa,personas de 60 anos y mas,2009-05-01,32,34,1,0,33,34,67
CARIPUYO,consulta externa,personas de 60 anos y mas,2009-05-01,11,17,0,1,11,18,29
CARMEN RIVERO TORREZ,consulta externa,personas de 60 anos y mas,2009-05-01,5,12,3,2,8,14,22
CATACORA,consulta externa,personas de 60 anos y mas,2009-05-01,11,23,2,11,13,34,47
CHACARILLA,consulta externa,personas de 60 anos y mas,2009-05-01,1,4,0,0,1,4,5
CHALLAPATA,consulta externa,personas de 60 anos y mas,2009-05-01,162,153,31,33,193,186,379
CHAQUI,consulta externa,personas de 60 anos y mas,2009-05-01,45,73,1,5,46,78,124
CHARAGUA,consulta externa,personas de 60 anos y mas,2009-05-01,142,178,19,17,161,195,356
CHARAÑA,consulta externa,personas de 60 anos y mas,2009-05-01,20,14,1,0,21,14,35
CHAYANTA,consulta externa,personas de 60 anos y mas,2009-05-01,59,91,14,27,73,118,191
CHIMORE,consulta externa,personas de 60 anos y mas,2009-05-01,53,57,2,2,55,59,114
CHIPAYA,consulta externa,personas de 60 anos y mas,2009-05-01,3,1,0,0,3,1,4
CHOQUE COTA,consulta externa,personas de 60 anos y mas,2009-05-01,17,31,1,3,18,34,52
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 60 anos y mas,2009-05-01,126,90,32,29,158,119,277
CHUMA,consulta externa,personas de 60 anos y mas,2009-05-01,91,122,3,2,94,124,218
CLIZA,consulta externa,personas de 60 anos y mas,2009-05-01,74,80,22,22,96,102,198
COBIJA,consulta externa,personas de 60 anos y mas,2009-05-01,191,214,31,42,222,256,478
COCHABAMBA,consulta externa,personas de 60 anos y mas,2009-05-01,4652,6523,6195,8433,10847,14956,25803
COIPASA,consulta externa,personas de 60 anos y mas,2009-05-01,4,1,0,0,4,1,5
COLCAPIRHUA,consulta externa,personas de 60 anos y mas,2009-05-01,118,89,177,100,295,189,484
"COLCHA ""K""",consulta externa,personas de 60 anos y mas,2009-05-01,69,90,2,6,71,96,167
COLLANA,consulta externa,personas de 60 anos y mas,2009-05-01,18,17,5,5,23,22,45
COLOMI,consulta externa,personas de 60 anos y mas,2009-05-01,13,8,0,0,13,8,21
COLPA BELGICA,consulta externa,personas de 60 anos y mas,2009-05-01,100,113,63,79,163,192,355
COLQUECHACA,consulta externa,personas de 60 anos y mas,2009-05-01,62,80,0,0,62,80,142
COLQUENCHA,consulta externa,personas de 60 anos y mas,2009-05-01,45,76,8,13,53,89,142
COLQUIRI,consulta externa,personas de 60 anos y mas,2009-05-01,53,54,3,3,56,57,113
COMANCHE,consulta externa,personas de 60 anos y mas,2009-05-01,52,36,24,14,76,50,126
COMARAPA,consulta externa,personas de 60 anos y mas,2009-05-01,111,136,10,12,121,148,269
COMBAYA,consulta externa,personas de 60 anos y mas,2009-05-01,18,40,35,8,53,48,101
CONCEPCION,consulta externa,personas de 60 anos y mas,2009-05-01,4,4,0,0,4,4,8
COPACABANA,consulta externa,personas de 60 anos y mas,2009-05-01,46,27,4,2,50,29,79
CORIPATA,consulta externa,personas de 60 anos y mas,2009-05-01,68,46,11,8,79,54,133
CORO CORO,consulta externa,personas de 60 anos y mas,2009-05-01,22,23,1,1,23,24,47
COROICO,consulta externa,personas de 60 anos y mas,2009-05-01,148,117,51,44,199,161,360
CORQUE,consulta externa,personas de 60 anos y mas,2009-05-01,66,50,5,1,71,51,122
COTAGAITA,consulta externa,personas de 60 anos y mas,2009-05-01,148,303,9,4,157,307,464
COTOCA,consulta externa,personas de 60 anos y mas,2009-05-01,144,150,19,35,163,185,348
CUATRO CAÑADAS,consulta externa,personas de 60 anos y mas,2009-05-01,45,51,1,4,46,55,101
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 60 anos y mas,2009-05-01,7,14,2,5,9,19,28
CUEVO,consulta externa,personas de 60 anos y mas,2009-05-01,47,57,6,10,53,67,120
CULPINA,consulta externa,personas de 60 anos y mas,2009-05-01,125,197,3,2,128,199,327
CURAHUARA DE CARANGAS,consulta externa,personas de 60 anos y mas,2009-05-01,37,39,2,1,39,40,79
CURVA,consulta externa,personas de 60 anos y mas,2009-05-01,5,9,0,1,5,10,15
DESAGUADERO,consulta externa,personas de 60 anos y mas,2009-05-01,27,23,2,3,29,26,55
EL ALTO,consulta externa,personas de 60 anos y mas,2009-05-01,1823,1802,1407,1564,3230,3366,6596
EL CHORO,consulta externa,personas de 60 anos y mas,2009-05-01,25,45,2,2,27,47,74
EL PUENTE(STC),consulta externa,personas de 60 anos y mas,2009-05-01,34,37,1,2,35,39,74
EL PUENTE(TJA),consulta externa,personas de 60 anos y mas,2009-05-01,42,73,1,0,43,73,116
EL TORNO,consulta externa,personas de 60 anos y mas,2009-05-01,205,246,244,240,449,486,935
EL VILLAR,consulta externa,personas de 60 anos y mas,2009-05-01,38,59,1,0,39,59,98
ENTRE RIOS,consulta externa,personas de 60 anos y mas,2009-05-01,28,27,4,5,32,32,64
ENTRE RIOS,consulta externa,personas de 60 anos y mas,2009-05-01,78,113,3,1,81,114,195
ESCARA,consulta externa,personas de 60 anos y mas,2009-05-01,2,4,0,0,2,4,6
ESMERALDA,consulta externa,personas de 60 anos y mas,2009-05-01,11,0,0,0,11,0,11
EUCALIPTUS,consulta externa,personas de 60 anos y mas,2009-05-01,24,30,0,1,24,31,55
EUREKA (SANTOS MERCADO),consulta externa,personas de 60 anos y mas,2009-05-01,1,1,0,1,1,2,3
EXALTACION,consulta externa,personas de 60 anos y mas,2009-05-01,9,22,0,0,9,22,31
FERNANDEZ ALONSO,consulta externa,personas de 60 anos y mas,2009-05-01,42,46,4,9,46,55,101
FILADELFIA,consulta externa,personas de 60 anos y mas,2009-05-01,5,5,2,4,7,9,16
GENERAL SAAVEDRA,consulta externa,personas de 60 anos y mas,2009-05-01,51,40,1,0,52,40,92
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 60 anos y mas,2009-05-01,56,73,3,10,59,83,142
GUANAY,consulta externa,personas de 60 anos y mas,2009-05-01,67,50,2,4,69,54,123
GUAQUI,consulta externa,personas de 60 anos y mas,2009-05-01,26,54,12,11,38,65,103
GUAYARAMERIN,consulta externa,personas de 60 anos y mas,2009-05-01,405,255,111,110,516,365,881
GUTIERREZ,consulta externa,personas de 60 anos y mas,2009-05-01,58,98,2,1,60,99,159
HUACARETA,consulta externa,personas de 60 anos y mas,2009-05-01,54,55,18,9,72,64,136
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 60 anos y mas,2009-05-01,11,38,0,1,11,39,50
HUACHACALLA,consulta externa,personas de 60 anos y mas,2009-05-01,21,4,7,7,28,11,39
HUANUNI,consulta externa,personas de 60 anos y mas,2009-05-01,115,119,88,61,203,180,383
HUARACAJE,consulta externa,personas de 60 anos y mas,2009-05-01,10,7,1,0,11,7,18
HUAYLLAMARCA,consulta externa,personas de 60 anos y mas,2009-05-01,28,31,2,1,30,32,62
ICHOCA,consulta externa,personas de 60 anos y mas,2009-05-01,12,14,5,1,17,15,32
ICLA,consulta externa,personas de 60 anos y mas,2009-05-01,34,49,0,2,34,51,85
INCAHUASI,consulta externa,personas de 60 anos y mas,2009-05-01,97,192,0,5,97,197,294
INGAVI (HUMAITA),consulta externa,personas de 60 anos y mas,2009-05-01,2,4,0,0,2,4,6
INQUISIVI,consulta externa,personas de 60 anos y mas,2009-05-01,26,36,1,1,27,37,64
IRUPANA (VILLA DE LANZA),consulta externa,personas de 60 anos y mas,2009-05-01,124,87,21,27,145,114,259
IXIAMAS,consulta externa,personas de 60 anos y mas,2009-05-01,15,8,1,2,16,10,26
JESUS DE MACHACA,consulta externa,personas de 60 anos y mas,2009-05-01,189,215,81,100,270,315,585
LA ASUNTA,consulta externa,personas de 60 anos y mas,2009-05-01,47,31,11,2,58,33,91
LA GUARDIA,consulta externa,personas de 60 anos y mas,2009-05-01,167,212,18,26,185,238,423
LA PAZ,consulta externa,personas de 60 anos y mas,2009-05-01,6435,7712,6410,8632,12845,16344,29189
LA RIVERA,consulta externa,personas de 60 anos y mas,2009-05-01,3,2,0,0,3,2,5
LAGUNILLAS,consulta externa,personas de 60 anos y mas,2009-05-01,41,63,1,2,42,65,107
LAJA,consulta externa,personas de 60 anos y mas,2009-05-01,53,29,15,6,68,35,103
LAS CARRERAS,consulta externa,personas de 60 anos y mas,2009-05-01,33,48,3,5,36,53,89
LICOMA PAMPA,consulta externa,personas de 60 anos y mas,2009-05-01,14,16,2,0,16,16,32
LLALLAGUA,consulta externa,personas de 60 anos y mas,2009-05-01,190,257,97,101,287,358,645
LLICA,consulta externa,personas de 60 anos y mas,2009-05-01,72,68,7,7,79,75,154
LORETO,consulta externa,personas de 60 anos y mas,2009-05-01,11,17,2,1,13,18,31
LURIBAY,consulta externa,personas de 60 anos y mas,2009-05-01,94,94,7,4,101,98,199
MACHACAMARCA,consulta externa,personas de 60 anos y mas,2009-05-01,51,61,23,35,74,96,170
MACHARETI,consulta externa,personas de 60 anos y mas,2009-05-01,59,74,3,5,62,79,141
MAGDALENA,consulta externa,personas de 60 anos y mas,2009-05-01,19,16,71,99,90,115,205
MAIRANA,consulta externa,personas de 60 anos y mas,2009-05-01,62,78,1,3,63,81,144
MALLA,consulta externa,personas de 60 anos y mas,2009-05-01,9,12,5,1,14,13,27
MAPIRI,consulta externa,personas de 60 anos y mas,2009-05-01,23,22,0,0,23,22,45
MECAPACA,consulta externa,personas de 60 anos y mas,2009-05-01,38,21,7,3,45,24,69
MINEROS,consulta externa,personas de 60 anos y mas,2009-05-01,11,9,0,0,11,9,20
MIZQUE,consulta externa,personas de 60 anos y mas,2009-05-01,52,88,14,13,66,101,167
MOCOMOCO,consulta externa,personas de 60 anos y mas,2009-05-01,66,73,14,16,80,89,169
MOJINETE,consulta externa,personas de 60 anos y mas,2009-05-01,4,5,0,1,4,6,10
MOJOCOYA,consulta externa,personas de 60 anos y mas,2009-05-01,41,74,8,8,49,82,131
MONTEAGUDO,consulta externa,personas de 60 anos y mas,2009-05-01,380,451,61,88,441,539,980
MONTERO,consulta externa,personas de 60 anos y mas,2009-05-01,291,300,255,410,546,710,1256
MORO MORO,consulta externa,personas de 60 anos y mas,2009-05-01,23,55,0,1,23,56,79
MOROCHATA,consulta externa,personas de 60 anos y mas,2009-05-01,34,39,3,1,37,40,77
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 60 anos y mas,2009-05-01,6,4,0,0,6,4,10
NAZACARA DE PACAJES,consulta externa,personas de 60 anos y mas,2009-05-01,10,2,1,1,11,3,14
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 60 anos y mas,2009-05-01,2,0,0,0,2,0,2
OCURI,consulta externa,personas de 60 anos y mas,2009-05-01,36,64,2,0,38,64,102
OKINAWA,consulta externa,personas de 60 anos y mas,2009-05-01,49,41,26,30,75,71,146
OMEREQUE,consulta externa,personas de 60 anos y mas,2009-05-01,32,48,0,2,32,50,82
ORURO,consulta externa,personas de 60 anos y mas,2009-05-01,4119,3798,1688,2006,5807,5804,11611
PADCAYA,consulta externa,personas de 60 anos y mas,2009-05-01,57,84,8,5,65,89,154
PADILLA,consulta externa,personas de 60 anos y mas,2009-05-01,202,293,8,8,210,301,511
PAILON,consulta externa,personas de 60 anos y mas,2009-05-01,28,30,1,9,29,39,68
PALCA,consulta externa,personas de 60 anos y mas,2009-05-01,22,34,4,0,26,34,60
PALOS BLANCOS,consulta externa,personas de 60 anos y mas,2009-05-01,140,76,65,54,205,130,335
PAMPA AULLAGAS,consulta externa,personas de 60 anos y mas,2009-05-01,19,12,0,0,19,12,31
PAMPA GRANDE,consulta externa,personas de 60 anos y mas,2009-05-01,28,34,3,1,31,35,66
PAPEL PAMPA,consulta externa,personas de 60 anos y mas,2009-05-01,77,92,1,2,78,94,172
PASORAPA,consulta externa,personas de 60 anos y mas,2009-05-01,16,37,1,1,17,38,55
PATACAMAYA,consulta externa,personas de 60 anos y mas,2009-05-01,68,57,0,0,68,57,125
PAZÑA,consulta externa,personas de 60 anos y mas,2009-05-01,22,19,21,34,43,53,96
PELECHUCO,consulta externa,personas de 60 anos y mas,2009-05-01,30,19,0,0,30,19,49
POCOATA,consulta externa,personas de 60 anos y mas,2009-05-01,105,119,1,1,106,120,226
POCONA,consulta externa,personas de 60 anos y mas,2009-05-01,17,67,0,1,17,68,85
POJO (CBBA),consulta externa,personas de 60 anos y mas,2009-05-01,8,26,0,0,8,26,34
POOPO,consulta externa,personas de 60 anos y mas,2009-05-01,45,47,19,1,64,48,112
PORCO,consulta externa,personas de 60 anos y mas,2009-05-01,17,36,0,0,17,36,53
POROMA,consulta externa,personas de 60 anos y mas,2009-05-01,67,80,2,2,69,82,151
PORONGO,consulta externa,personas de 60 anos y mas,2009-05-01,37,19,4,2,41,21,62
PORTACHUELO,consulta externa,personas de 60 anos y mas,2009-05-01,182,131,94,65,276,196,472
PORVENIR,consulta externa,personas de 60 anos y mas,2009-05-01,11,10,1,0,12,10,22
POSTRER VALLE,consulta externa,personas de 60 anos y mas,2009-05-01,6,7,0,1,6,8,14
POTOSI,consulta externa,personas de 60 anos y mas,2009-05-01,1715,2172,1293,1613,3008,3785,6793
PRESTO,consulta externa,personas de 60 anos y mas,2009-05-01,32,41,0,0,32,41,73
PUCARA,consulta externa,personas de 60 anos y mas,2009-05-01,28,56,1,1,29,57,86
PUCARANI,consulta externa,personas de 60 anos y mas,2009-05-01,55,42,9,6,64,48,112
PUERTO ACOSTA,consulta externa,personas de 60 anos y mas,2009-05-01,109,97,15,17,124,114,238
PUERTO CARABUCO,consulta externa,personas de 60 anos y mas,2009-05-01,52,51,5,4,57,55,112
PUERTO GONZALO MORENO,consulta externa,personas de 60 anos y mas,2009-05-01,37,26,1,1,38,27,65
PUERTO PEREZ,consulta externa,personas de 60 anos y mas,2009-05-01,33,29,0,5,33,34,67
PUERTO QUIJARRO,consulta externa,personas de 60 anos y mas,2009-05-01,61,48,6,4,67,52,119
PUERTO RICO,consulta externa,personas de 60 anos y mas,2009-05-01,19,9,9,6,28,15,43
PUERTO SILES,consulta externa,personas de 60 anos y mas,2009-05-01,5,5,1,3,6,8,14
PUERTO SUAREZ,consulta externa,personas de 60 anos y mas,2009-05-01,78,65,10,7,88,72,160
PUERTO VILLARROEL,consulta externa,personas de 60 anos y mas,2009-05-01,92,62,10,6,102,68,170
PUNA,consulta externa,personas de 60 anos y mas,2009-05-01,158,311,7,8,165,319,484
PUNATA,consulta externa,personas de 60 anos y mas,2009-05-01,139,221,85,87,224,308,532
QUIABAYA,consulta externa,personas de 60 anos y mas,2009-05-01,21,26,0,2,21,28,49
QUILLACOLLO,consulta externa,personas de 60 anos y mas,2009-05-01,630,767,347,505,977,1272,2249
QUIME,consulta externa,personas de 60 anos y mas,2009-05-01,34,21,1,0,35,21,56
QUIRUSILLAS,consulta externa,personas de 60 anos y mas,2009-05-01,18,31,1,1,19,32,51
RAVELO,consulta externa,personas de 60 anos y mas,2009-05-01,72,148,0,3,72,151,223
REYES,consulta externa,personas de 60 anos y mas,2009-05-01,65,77,61,67,126,144,270
RIBERALTA,consulta externa,personas de 60 anos y mas,2009-05-01,507,487,110,93,617,580,1197
ROBORE,consulta externa,personas de 60 anos y mas,2009-05-01,204,176,40,47,244,223,467
RURRENABAQUE,consulta externa,personas de 60 anos y mas,2009-05-01,14,9,1,0,15,9,24
SABAYA,consulta externa,personas de 60 anos y mas,2009-05-01,32,32,0,0,32,32,64
SACABA,consulta externa,personas de 60 anos y mas,2009-05-01,203,321,96,133,299,454,753
SACABAMBA,consulta externa,personas de 60 anos y mas,2009-05-01,17,45,3,0,20,45,65
SACACA,consulta externa,personas de 60 anos y mas,2009-05-01,25,130,0,3,25,133,158
SAIPINA,consulta externa,personas de 60 anos y mas,2009-05-01,51,79,10,29,61,108,169
SALINAS DE GARCI MENDOZA,consulta externa,personas de 60 anos y mas,2009-05-01,65,53,3,1,68,54,122
SAMAIPATA,consulta externa,personas de 60 anos y mas,2009-05-01,71,67,1,4,72,71,143
SAN AGUSTIN,consulta externa,personas de 60 anos y mas,2009-05-01,6,8,1,1,7,9,16
SAN ANDRES,consulta externa,personas de 60 anos y mas,2009-05-01,25,11,2,10,27,21,48
SAN ANDRES DE MACHACA,consulta externa,personas de 60 anos y mas,2009-05-01,81,118,14,18,95,136,231
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 60 anos y mas,2009-05-01,3,6,0,0,3,6,9
SAN ANTONIO DE LOMERIO,consulta externa,personas de 60 anos y mas,2009-05-01,35,54,1,3,36,57,93
SAN BENITO,consulta externa,personas de 60 anos y mas,2009-05-01,28,82,12,24,40,106,146
SAN BORJA,consulta externa,personas de 60 anos y mas,2009-05-01,184,176,80,177,264,353,617
SAN BUENA VENTURA,consulta externa,personas de 60 anos y mas,2009-05-01,53,42,8,9,61,51,112
SAN CARLOS,consulta externa,personas de 60 anos y mas,2009-05-01,125,100,3,5,128,105,233
SAN IGNACIO,consulta externa,personas de 60 anos y mas,2009-05-01,131,148,50,62,181,210,391
SAN IGNACIO DE VELASCO,consulta externa,personas de 60 anos y mas,2009-05-01,250,329,45,65,295,394,689
SAN JAVIER(BNI),consulta externa,personas de 60 anos y mas,2009-05-01,5,6,4,0,9,6,15
SAN JAVIER(STC),consulta externa,personas de 60 anos y mas,2009-05-01,39,42,5,7,44,49,93
SAN JOAQUIN,consulta externa,personas de 60 anos y mas,2009-05-01,146,207,115,221,261,428,689
SAN JOSE DE CHIQUITOS,consulta externa,personas de 60 anos y mas,2009-05-01,76,92,6,12,82,104,186
SAN JUAN DE YAPACANI,consulta externa,personas de 60 anos y mas,2009-05-01,38,54,15,25,53,79,132
SAN JULIAN,consulta externa,personas de 60 anos y mas,2009-05-01,129,104,3,2,132,106,238
SAN LORENZO(PND),consulta externa,personas de 60 anos y mas,2009-05-01,6,14,0,0,6,14,20
SAN LORENZO(TJA),consulta externa,personas de 60 anos y mas,2009-05-01,86,140,3,9,89,149,238
SAN LUCAS,consulta externa,personas de 60 anos y mas,2009-05-01,165,310,6,7,171,317,488
SAN MATIAS,consulta externa,personas de 60 anos y mas,2009-05-01,35,32,0,0,35,32,67
SAN MIGUEL DE VELASCO,consulta externa,personas de 60 anos y mas,2009-05-01,46,48,41,65,87,113,200
