,group,variable,month,PERSONAS DE 10 A 20 AÑOS NUEVOS,PERSONAS DE 10 A 20 AÑOS NUEVOS,PERSONAS DE 10 A 20 AÑOS REPETIDOS,PERSONAS DE 10 A 20 AÑOS REPETIDOS,TOTALES,TOTALES,TOTALES
INQUISIVI,consulta externa,personas de 10 a 20 anos,2009-04-01,33,73,0,1,33,74,107
IRUPANA (VILLA DE LANZA),consulta externa,personas de 10 a 20 anos,2009-04-01,62,108,3,5,65,113,178
IXIAMAS,consulta externa,personas de 10 a 20 anos,2009-04-01,51,53,1,7,52,60,112
JESUS DE MACHACA,consulta externa,personas de 10 a 20 anos,2009-04-01,55,76,9,8,64,84,148
LA ASUNTA,consulta externa,personas de 10 a 20 anos,2009-04-01,94,198,0,0,94,198,292
LA GUARDIA,consulta externa,personas de 10 a 20 anos,2009-04-01,226,274,24,30,250,304,554
LA PAZ,consulta externa,personas de 10 a 20 anos,2009-04-01,5474,7489,4083,5226,9557,12715,22272
LA RIVERA,consulta externa,personas de 10 a 20 anos,2009-04-01,1,1,0,0,1,1,2
LAGUNILLAS,consulta externa,personas de 10 a 20 anos,2009-04-01,53,70,1,5,54,75,129
LAJA,consulta externa,personas de 10 a 20 anos,2009-04-01,29,41,3,2,32,43,75
LAS CARRERAS,consulta externa,personas de 10 a 20 anos,2009-04-01,12,35,2,1,14,36,50
LICOMA PAMPA,consulta externa,personas de 10 a 20 anos,2009-04-01,15,18,2,7,17,25,42
LLALLAGUA,consulta externa,personas de 10 a 20 anos,2009-04-01,224,155,21,12,245,167,412
LLICA,consulta externa,personas de 10 a 20 anos,2009-04-01,113,25,0,1,113,26,139
LORETO,consulta externa,personas de 10 a 20 anos,2009-04-01,26,33,2,1,28,34,62
LURIBAY,consulta externa,personas de 10 a 20 anos,2009-04-01,48,54,5,2,53,56,109
MACHACAMARCA,consulta externa,personas de 10 a 20 anos,2009-04-01,26,24,0,4,26,28,54
MACHARETI,consulta externa,personas de 10 a 20 anos,2009-04-01,69,92,5,3,74,95,169
MAGDALENA,consulta externa,personas de 10 a 20 anos,2009-04-01,82,91,6,8,88,99,187
MAIRANA,consulta externa,personas de 10 a 20 anos,2009-04-01,47,73,7,15,54,88,142
MALLA,consulta externa,personas de 10 a 20 anos,2009-04-01,46,43,2,8,48,51,99
MAPIRI,consulta externa,personas de 10 a 20 anos,2009-04-01,36,79,0,0,36,79,115
MECAPACA,consulta externa,personas de 10 a 20 anos,2009-04-01,41,48,6,4,47,52,99
MINEROS,consulta externa,personas de 10 a 20 anos,2009-04-01,17,61,0,0,17,61,78
MIZQUE,consulta externa,personas de 10 a 20 anos,2009-04-01,46,70,2,15,48,85,133
MOCOMOCO,consulta externa,personas de 10 a 20 anos,2009-04-01,82,48,7,2,89,50,139
MOJINETE,consulta externa,personas de 10 a 20 anos,2009-04-01,7,8,1,0,8,8,16
MOJOCOYA,consulta externa,personas de 10 a 20 anos,2009-04-01,33,49,2,14,35,63,98
MONTEAGUDO,consulta externa,personas de 10 a 20 anos,2009-04-01,677,927,68,145,745,1072,1817
MONTERO,consulta externa,personas de 10 a 20 anos,2009-04-01,600,1178,128,197,728,1375,2103
MORO MORO,consulta externa,personas de 10 a 20 anos,2009-04-01,11,13,1,0,12,13,25
MOROCHATA,consulta externa,personas de 10 a 20 anos,2009-04-01,28,65,0,4,28,69,97
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 10 a 20 anos,2009-04-01,106,102,3,9,109,111,220
NAZACARA DE PACAJES,consulta externa,personas de 10 a 20 anos,2009-04-01,6,6,0,3,6,9,15
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 10 a 20 anos,2009-04-01,57,58,3,0,60,58,118
OCURI,consulta externa,personas de 10 a 20 anos,2009-04-01,85,103,1,4,86,107,193
OKINAWA,consulta externa,personas de 10 a 20 anos,2009-04-01,52,103,8,13,60,116,176
OMEREQUE,consulta externa,personas de 10 a 20 anos,2009-04-01,42,56,2,3,44,59,103
ORURO,consulta externa,personas de 10 a 20 anos,2009-04-01,2238,2517,522,767,2760,3284,6044
PADCAYA,consulta externa,personas de 10 a 20 anos,2009-04-01,443,524,2,4,445,528,973
PADILLA,consulta externa,personas de 10 a 20 anos,2009-04-01,93,119,1,3,94,122,216
PAILON,consulta externa,personas de 10 a 20 anos,2009-04-01,63,117,1,5,64,122,186
PALCA,consulta externa,personas de 10 a 20 anos,2009-04-01,31,22,4,3,35,25,60
PALOS BLANCOS,consulta externa,personas de 10 a 20 anos,2009-04-01,208,131,29,14,237,145,382
PAMPA AULLAGAS,consulta externa,personas de 10 a 20 anos,2009-04-01,8,12,1,0,9,12,21
PAMPA GRANDE,consulta externa,personas de 10 a 20 anos,2009-04-01,57,55,4,6,61,61,122
PAPEL PAMPA,consulta externa,personas de 10 a 20 anos,2009-04-01,28,43,0,1,28,44,72
PASORAPA,consulta externa,personas de 10 a 20 anos,2009-04-01,19,18,0,0,19,18,37
PATACAMAYA,consulta externa,personas de 10 a 20 anos,2009-04-01,16,68,0,0,16,68,84
PAZÑA,consulta externa,personas de 10 a 20 anos,2009-04-01,40,32,10,18,50,50,100
PELECHUCO,consulta externa,personas de 10 a 20 anos,2009-04-01,25,28,0,0,25,28,53
POCOATA,consulta externa,personas de 10 a 20 anos,2009-04-01,57,99,1,3,58,102,160
POCONA,consulta externa,personas de 10 a 20 anos,2009-04-01,33,79,0,1,33,80,113
POJO (CBBA),consulta externa,personas de 10 a 20 anos,2009-04-01,44,39,2,0,46,39,85
POOPO,consulta externa,personas de 10 a 20 anos,2009-04-01,15,21,0,2,15,23,38
PORCO,consulta externa,personas de 10 a 20 anos,2009-04-01,41,57,0,3,41,60,101
POROMA,consulta externa,personas de 10 a 20 anos,2009-04-01,82,100,2,0,84,100,184
PORONGO,consulta externa,personas de 10 a 20 anos,2009-04-01,81,50,5,11,86,61,147
PORTACHUELO,consulta externa,personas de 10 a 20 anos,2009-04-01,94,169,4,13,98,182,280
PORVENIR,consulta externa,personas de 10 a 20 anos,2009-04-01,234,251,20,14,254,265,519
POSTRER VALLE,consulta externa,personas de 10 a 20 anos,2009-04-01,7,20,0,0,7,20,27
POTOSI,consulta externa,personas de 10 a 20 anos,2009-04-01,1028,1592,342,465,1370,2057,3427
PRESTO,consulta externa,personas de 10 a 20 anos,2009-04-01,43,86,0,0,43,86,129
PUCARA,consulta externa,personas de 10 a 20 anos,2009-04-01,9,7,0,1,9,8,17
PUCARANI,consulta externa,personas de 10 a 20 anos,2009-04-01,78,121,1,2,79,123,202
PUERTO ACOSTA,consulta externa,personas de 10 a 20 anos,2009-04-01,83,71,10,2,93,73,166
PUERTO CARABUCO,consulta externa,personas de 10 a 20 anos,2009-04-01,54,60,0,1,54,61,115
PUERTO GONZALO MORENO,consulta externa,personas de 10 a 20 anos,2009-04-01,44,58,1,2,45,60,105
PUERTO PEREZ,consulta externa,personas de 10 a 20 anos,2009-04-01,11,17,0,0,11,17,28
PUERTO QUIJARRO,consulta externa,personas de 10 a 20 anos,2009-04-01,122,95,0,7,122,102,224
PUERTO RICO,consulta externa,personas de 10 a 20 anos,2009-04-01,136,86,28,7,164,93,257
PUERTO SILES,consulta externa,personas de 10 a 20 anos,2009-04-01,15,18,6,11,21,29,50
PUERTO SUAREZ,consulta externa,personas de 10 a 20 anos,2009-04-01,55,86,6,21,61,107,168
PUERTO VILLARROEL,consulta externa,personas de 10 a 20 anos,2009-04-01,340,484,14,142,354,626,980
PUNA,consulta externa,personas de 10 a 20 anos,2009-04-01,233,257,1,4,234,261,495
PUNATA,consulta externa,personas de 10 a 20 anos,2009-04-01,66,237,20,37,86,274,360
QUIABAYA,consulta externa,personas de 10 a 20 anos,2009-04-01,4,8,0,0,4,8,12
QUILLACOLLO,consulta externa,personas de 10 a 20 anos,2009-04-01,207,323,59,109,266,432,698
QUIME,consulta externa,personas de 10 a 20 anos,2009-04-01,26,38,1,0,27,38,65
QUIRUSILLAS,consulta externa,personas de 10 a 20 anos,2009-04-01,37,29,3,1,40,30,70
RAVELO,consulta externa,personas de 10 a 20 anos,2009-04-01,88,101,1,2,89,103,192
REYES,consulta externa,personas de 10 a 20 anos,2009-04-01,113,159,9,4,122,163,285
RIBERALTA,consulta externa,personas de 10 a 20 anos,2009-04-01,394,1007,16,194,410,1201,1611
ROBORE,consulta externa,personas de 10 a 20 anos,2009-04-01,117,228,15,22,132,250,382
RURRENABAQUE,consulta externa,personas de 10 a 20 anos,2009-04-01,63,105,3,4,66,109,175
SABAYA,consulta externa,personas de 10 a 20 anos,2009-04-01,19,27,0,0,19,27,46
SACABA,consulta externa,personas de 10 a 20 anos,2009-04-01,293,442,97,137,390,579,969
SACABAMBA,consulta externa,personas de 10 a 20 anos,2009-04-01,10,14,1,1,11,15,26
SACACA,consulta externa,personas de 10 a 20 anos,2009-04-01,99,151,0,2,99,153,252
SAIPINA,consulta externa,personas de 10 a 20 anos,2009-04-01,27,28,0,4,27,32,59
SALINAS DE GARCI MENDOZA,consulta externa,personas de 10 a 20 anos,2009-04-01,29,44,0,0,29,44,73
SAMAIPATA,consulta externa,personas de 10 a 20 anos,2009-04-01,23,39,0,2,23,41,64
SAN AGUSTIN,consulta externa,personas de 10 a 20 anos,2009-04-01,5,22,0,0,5,22,27
SAN ANDRES,consulta externa,personas de 10 a 20 anos,2009-04-01,82,137,9,7,91,144,235
SAN ANDRES DE MACHACA,consulta externa,personas de 10 a 20 anos,2009-04-01,14,30,0,0,14,30,44
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 10 a 20 anos,2009-04-01,11,21,0,0,11,21,32
SAN ANTONIO DE LOMERIO,consulta externa,personas de 10 a 20 anos,2009-04-01,23,17,1,0,24,17,41
SAN BENITO,consulta externa,personas de 10 a 20 anos,2009-04-01,34,93,2,7,36,100,136
SAN BORJA,consulta externa,personas de 10 a 20 anos,2009-04-01,300,538,15,37,315,575,890
SAN BUENA VENTURA,consulta externa,personas de 10 a 20 anos,2009-04-01,71,68,8,7,79,75,154
SAN CARLOS,consulta externa,personas de 10 a 20 anos,2009-04-01,68,135,2,7,70,142,212
SAN IGNACIO,consulta externa,personas de 10 a 20 anos,2009-04-01,194,339,3,9,197,348,545
SAN IGNACIO DE VELASCO,consulta externa,personas de 10 a 20 anos,2009-04-01,250,392,30,72,280,464,744
SAN JAVIER(BNI),consulta externa,personas de 10 a 20 anos,2009-04-01,56,83,0,0,56,83,139
SAN JAVIER(STC),consulta externa,personas de 10 a 20 anos,2009-04-01,25,23,3,4,28,27,55
SAN JOAQUIN,consulta externa,personas de 10 a 20 anos,2009-04-01,248,329,4,4,252,333,585
SAN JOSE DE CHIQUITOS,consulta externa,personas de 10 a 20 anos,2009-04-01,112,161,4,5,116,166,282
SAN JUAN DE YAPACANI,consulta externa,personas de 10 a 20 anos,2009-04-01,63,76,7,14,70,90,160
SAN JULIAN,consulta externa,personas de 10 a 20 anos,2009-04-01,399,347,9,12,408,359,767
SAN LORENZO(PND),consulta externa,personas de 10 a 20 anos,2009-04-01,3,13,0,0,3,13,16
SAN LORENZO(TJA),consulta externa,personas de 10 a 20 anos,2009-04-01,201,318,8,6,209,324,533
SAN LUCAS,consulta externa,personas de 10 a 20 anos,2009-04-01,154,294,10,2,164,296,460
SAN MATIAS,consulta externa,personas de 10 a 20 anos,2009-04-01,34,61,0,0,34,61,95
SAN MIGUEL DE VELASCO,consulta externa,personas de 10 a 20 anos,2009-04-01,42,58,5,6,47,64,111
SAN PABLO DE LIPEZ,consulta externa,personas de 10 a 20 anos,2009-04-01,41,66,4,5,45,71,116
SAN PEDRO,consulta externa,personas de 10 a 20 anos,2009-04-01,155,196,9,24,164,220,384
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 10 a 20 anos,2009-04-01,48,92,2,1,50,93,143
SAN PEDRO DE CURAHUARA,consulta externa,personas de 10 a 20 anos,2009-04-01,62,57,2,4,64,61,125
SAN PEDRO DE QUEMES,consulta externa,personas de 10 a 20 anos,2009-04-01,4,10,0,0,4,10,14
SAN PEDRO DE TIQUINA,consulta externa,personas de 10 a 20 anos,2009-04-01,19,36,2,0,21,36,57
SAN PEDRO(PND),consulta externa,personas de 10 a 20 anos,2009-04-01,9,9,0,0,9,9,18
SAN RAFAEL,consulta externa,personas de 10 a 20 anos,2009-04-01,24,43,2,0,26,43,69
SAN RAMON,consulta externa,personas de 10 a 20 anos,2009-04-01,27,76,6,41,33,117,150
SAN RAMON,consulta externa,personas de 10 a 20 anos,2009-04-01,30,120,1,0,31,120,151
SANTA ANA,consulta externa,personas de 10 a 20 anos,2009-04-01,54,91,6,27,60,118,178
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 10 a 20 anos,2009-04-01,6997,10928,1806,3193,8803,14121,22924
SANTA ROSA,consulta externa,personas de 10 a 20 anos,2009-04-01,72,116,0,3,72,119,191
SANTA ROSA DEL SARA,consulta externa,personas de 10 a 20 anos,2009-04-01,59,85,0,4,59,89,148
SANTIAGO DE CALLAPA,consulta externa,personas de 10 a 20 anos,2009-04-01,17,32,1,0,18,32,50
SANTIAGO DE HUARI,consulta externa,personas de 10 a 20 anos,2009-04-01,50,77,0,2,50,79,129
SANTIAGO DE MACHACA,consulta externa,personas de 10 a 20 anos,2009-04-01,8,18,1,1,9,19,28
SANTIVAÑES,consulta externa,personas de 10 a 20 anos,2009-04-01,20,24,3,3,23,27,50
SANTUARIO DE QUILLACAS,consulta externa,personas de 10 a 20 anos,2009-04-01,8,4,0,0,8,4,12
SAPAHAQUI,consulta externa,personas de 10 a 20 anos,2009-04-01,42,57,0,3,42,60,102
SENA,consulta externa,personas de 10 a 20 anos,2009-04-01,13,11,0,2,13,13,26
SICA SICA (VILLA AROMA),consulta externa,personas de 10 a 20 anos,2009-04-01,42,63,1,1,43,64,107
SICAYA,consulta externa,personas de 10 a 20 anos,2009-04-01,8,15,0,0,8,15,23
SIPE SIPE,consulta externa,personas de 10 a 20 anos,2009-04-01,33,56,4,12,37,68,105
SOPACHUY,consulta externa,personas de 10 a 20 anos,2009-04-01,35,69,1,2,36,71,107
SORACACHI,consulta externa,personas de 10 a 20 anos,2009-04-01,31,40,0,0,31,40,71
SORATA,consulta externa,personas de 10 a 20 anos,2009-04-01,64,84,4,3,68,87,155
SUCRE,consulta externa,personas de 10 a 20 anos,2009-04-01,2644,4130,796,1187,3440,5317,8757
TACACHI,consulta externa,personas de 10 a 20 anos,2009-04-01,4,6,0,0,4,6,10
TACACOMA,consulta externa,personas de 10 a 20 anos,2009-04-01,20,18,0,2,20,20,40
TACOBAMBA,consulta externa,personas de 10 a 20 anos,2009-04-01,35,62,0,0,35,62,97
TACOPAYA,consulta externa,personas de 10 a 20 anos,2009-04-01,35,52,3,2,38,54,92
TAPACARI,consulta externa,personas de 10 a 20 anos,2009-04-01,64,155,0,6,64,161,225
TARABUCO,consulta externa,personas de 10 a 20 anos,2009-04-01,100,92,6,0,106,92,198
TARACO,consulta externa,personas de 10 a 20 anos,2009-04-01,17,24,0,0,17,24,41
TARATA,consulta externa,personas de 10 a 20 anos,2009-04-01,22,33,2,0,24,33,57
TARIJA,consulta externa,personas de 10 a 20 anos,2009-04-01,1885,2960,562,782,2447,3742,6189
TARVITA,consulta externa,personas de 10 a 20 anos,2009-04-01,82,133,1,1,83,134,217
TEOPONTE,consulta externa,personas de 10 a 20 anos,2009-04-01,48,53,2,0,50,53,103
TIAWANACU,consulta externa,personas de 10 a 20 anos,2009-04-01,41,45,3,4,44,49,93
TINGUIPAYA,consulta externa,personas de 10 a 20 anos,2009-04-01,58,114,1,0,59,114,173
TIPUANI,consulta externa,personas de 10 a 20 anos,2009-04-01,22,51,6,0,28,51,79
TIQUIPAYA,consulta externa,personas de 10 a 20 anos,2009-04-01,126,208,13,43,139,251,390
TIRAQUE (CBBA),consulta externa,personas de 10 a 20 anos,2009-04-01,106,239,16,119,122,358,480
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 10 a 20 anos,2009-04-01,10,17,0,0,10,17,27
TOCO,consulta externa,personas de 10 a 20 anos,2009-04-01,15,21,0,0,15,21,36
TODOS SANTOS,consulta externa,personas de 10 a 20 anos,2009-04-01,1,6,0,1,1,7,8
TOLATA,consulta externa,personas de 10 a 20 anos,2009-04-01,16,32,0,6,16,38,54
TOLEDO,consulta externa,personas de 10 a 20 anos,2009-04-01,25,31,0,5,25,36,61
TOMAVE,consulta externa,personas de 10 a 20 anos,2009-04-01,54,113,3,3,57,116,173
TOMINA,consulta externa,personas de 10 a 20 anos,2009-04-01,54,79,1,3,55,82,137
TORO TORO,consulta externa,personas de 10 a 20 anos,2009-04-01,48,85,0,3,48,88,136
TOTORA(CBBA),consulta externa,personas de 10 a 20 anos,2009-04-01,27,50,23,21,50,71,121
TOTORA(ORR),consulta externa,personas de 10 a 20 anos,2009-04-01,29,44,0,0,29,44,73
TRIGAL,consulta externa,personas de 10 a 20 anos,2009-04-01,12,11,0,1,12,12,24
TRINIDAD,consulta externa,personas de 10 a 20 anos,2009-04-01,430,911,123,192,553,1103,1656
TUPIZA,consulta externa,personas de 10 a 20 anos,2009-04-01,329,557,15,53,344,610,954
TURCO,consulta externa,personas de 10 a 20 anos,2009-04-01,27,20,0,1,27,21,48
UMALA,consulta externa,personas de 10 a 20 anos,2009-04-01,11,21,0,0,11,21,32
UNCIA,consulta externa,personas de 10 a 20 anos,2009-04-01,385,282,44,62,429,344,773
URIONDO (A. CONCEPCION),consulta externa,personas de 10 a 20 anos,2009-04-01,139,264,4,8,143,272,415
URUBICHA,consulta externa,personas de 10 a 20 anos,2009-04-01,125,136,0,0,125,136,261
UYUNI,consulta externa,personas de 10 a 20 anos,2009-04-01,70,96,15,11,85,107,192
VACAS,consulta externa,personas de 10 a 20 anos,2009-04-01,32,46,2,2,34,48,82
VALLEGRANDE,consulta externa,personas de 10 a 20 anos,2009-04-01,80,135,49,46,129,181,310
VIACHA,consulta externa,personas de 10 a 20 anos,2009-04-01,164,199,38,55,202,254,456
VILA VILA,consulta externa,personas de 10 a 20 anos,2009-04-01,10,9,0,0,10,9,19
VILLA MONTES,consulta externa,personas de 10 a 20 anos,2009-04-01,416,527,23,28,439,555,994
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 10 a 20 anos,2009-04-01,15,21,0,0,15,21,36
VILLA RIVERO,consulta externa,personas de 10 a 20 anos,2009-04-01,7,22,0,1,7,23,30
VILLA SERRANO,consulta externa,personas de 10 a 20 anos,2009-04-01,42,78,1,2,43,80,123
VILLA TUNARI,consulta externa,personas de 10 a 20 anos,2009-04-01,280,548,6,17,286,565,851
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 10 a 20 anos,2009-04-01,50,100,2,2,52,102,154
VILLAZON,consulta externa,personas de 10 a 20 anos,2009-04-01,195,389,18,29,213,418,631
VINTO,consulta externa,personas de 10 a 20 anos,2009-04-01,116,166,21,23,137,189,326
VITICHI,consulta externa,personas de 10 a 20 anos,2009-04-01,61,87,2,4,63,91,154
WALDO BALLIVIAN,consulta externa,personas de 10 a 20 anos,2009-04-01,13,15,1,2,14,17,31
WARNES,consulta externa,personas de 10 a 20 anos,2009-04-01,234,373,8,33,242,406,648
YACO,consulta externa,personas de 10 a 20 anos,2009-04-01,51,40,5,8,56,48,104
YACUIBA,consulta externa,personas de 10 a 20 anos,2009-04-01,935,1290,113,171,1048,1461,2509
YAMPARAEZ,consulta externa,personas de 10 a 20 anos,2009-04-01,50,41,6,1,56,42,98
YANACACHI,consulta externa,personas de 10 a 20 anos,2009-04-01,24,41,7,1,31,42,73
YAPACANI,consulta externa,personas de 10 a 20 anos,2009-04-01,113,220,112,66,225,286,511
YOCALLA,consulta externa,personas de 10 a 20 anos,2009-04-01,46,55,1,3,47,58,105
YOTALA,consulta externa,personas de 10 a 20 anos,2009-04-01,33,76,3,9,36,85,121
YUNCHARA,consulta externa,personas de 10 a 20 anos,2009-04-01,70,123,1,2,71,125,196
ZUDAÑEZ,consulta externa,personas de 10 a 20 anos,2009-04-01,31,33,0,3,31,36,67
ACACIO,consulta externa,personas de 10 a 20 anos,2009-05-01,37,64,0,0,37,64,101
ACHACACHI,consulta externa,personas de 10 a 20 anos,2009-05-01,144,247,9,23,153,270,423
ACHOCALLA,consulta externa,personas de 10 a 20 anos,2009-05-01,13,22,0,0,13,22,35
AIQUILE,consulta externa,personas de 10 a 20 anos,2009-05-01,87,120,1,5,88,125,213
ALALAY,consulta externa,personas de 10 a 20 anos,2009-05-01,6,7,0,0,6,7,13
ALCALA,consulta externa,personas de 10 a 20 anos,2009-05-01,77,60,4,2,81,62,143
ANCORAIMES,consulta externa,personas de 10 a 20 anos,2009-05-01,34,59,6,1,40,60,100
ANDAMARCA,consulta externa,personas de 10 a 20 anos,2009-05-01,15,10,1,1,16,11,27
ANTEQUERA,consulta externa,personas de 10 a 20 anos,2009-05-01,14,23,0,0,14,23,37
ANZALDO,consulta externa,personas de 10 a 20 anos,2009-05-01,30,44,5,16,35,60,95
APOLO,consulta externa,personas de 10 a 20 anos,2009-05-01,30,29,0,0,30,29,59
ARAMPAMPA,consulta externa,personas de 10 a 20 anos,2009-05-01,17,36,1,1,18,37,55
ARANI,consulta externa,personas de 10 a 20 anos,2009-05-01,16,28,0,1,16,29,45
ARBIETO,consulta externa,personas de 10 a 20 anos,2009-05-01,25,37,5,3,30,40,70
ARQUE,consulta externa,personas de 10 a 20 anos,2009-05-01,31,75,0,0,31,75,106
ASCENCION DE GUARAYOS,consulta externa,personas de 10 a 20 anos,2009-05-01,77,89,18,14,95,103,198
ATOCHA,consulta externa,personas de 10 a 20 anos,2009-05-01,32,54,2,5,34,59,93
AUCAPATA,consulta externa,personas de 10 a 20 anos,2009-05-01,35,36,0,0,35,36,71
AYATA,consulta externa,personas de 10 a 20 anos,2009-05-01,45,52,1,1,46,53,99
AYO AYO,consulta externa,personas de 10 a 20 anos,2009-05-01,24,28,0,0,24,28,52
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 10 a 20 anos,2009-05-01,91,103,3,6,94,109,203
AZURDUY,consulta externa,personas de 10 a 20 anos,2009-05-01,49,55,0,0,49,55,104
BATALLAS,consulta externa,personas de 10 a 20 anos,2009-05-01,37,55,0,2,37,57,94
BAURES,consulta externa,personas de 10 a 20 anos,2009-05-01,34,36,7,6,41,42,83
BELEN DE ANDAMARCA,consulta externa,personas de 10 a 20 anos,2009-05-01,4,0,0,0,4,0,4
BELEN DE URMIRI,consulta externa,personas de 10 a 20 anos,2009-05-01,21,25,1,1,22,26,48
BELLA FLOR,consulta externa,personas de 10 a 20 anos,2009-05-01,5,12,0,0,5,12,17
BERMEJO,consulta externa,personas de 10 a 20 anos,2009-05-01,544,759,46,45,590,804,1394
BETANZOS,consulta externa,personas de 10 a 20 anos,2009-05-01,164,308,4,9,168,317,485
BOLIVAR,consulta externa,personas de 10 a 20 anos,2009-05-01,19,12,2,1,21,13,34
BOLPEBRA,consulta externa,personas de 10 a 20 anos,2009-05-01,39,23,5,0,44,23,67
BOYUIBE,consulta externa,personas de 10 a 20 anos,2009-05-01,27,41,1,8,28,49,77
BUENA VISTA,consulta externa,personas de 10 a 20 anos,2009-05-01,53,59,2,5,55,64,119
CABEZAS,consulta externa,personas de 10 a 20 anos,2009-05-01,130,181,5,29,135,210,345
CAIROMA,consulta externa,personas de 10 a 20 anos,2009-05-01,58,72,0,2,58,74,132
"CAIZA ""D""",consulta externa,personas de 10 a 20 anos,2009-05-01,151,154,5,2,156,156,312
CAJUATA,consulta externa,personas de 10 a 20 anos,2009-05-01,39,52,3,10,42,62,104
CALACOTO,consulta externa,personas de 10 a 20 anos,2009-05-01,33,46,2,0,35,46,81
CALAMARCA,consulta externa,personas de 10 a 20 anos,2009-05-01,49,73,8,6,57,79,136
CAMARGO,consulta externa,personas de 10 a 20 anos,2009-05-01,92,137,1,2,93,139,232
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 10 a 20 anos,2009-05-01,27,38,2,1,29,39,68
CAMIRI,consulta externa,personas de 10 a 20 anos,2009-05-01,264,539,13,171,277,710,987
CAPINOTA,consulta externa,personas de 10 a 20 anos,2009-05-01,65,87,18,27,83,114,197
CAQUIAVIRI,consulta externa,personas de 10 a 20 anos,2009-05-01,35,53,0,1,35,54,89
CARACOLLO,consulta externa,personas de 10 a 20 anos,2009-05-01,94,94,1,3,95,97,192
CARANAVI,consulta externa,personas de 10 a 20 anos,2009-05-01,221,322,5,8,226,330,556
