,group,variable,month,MENORES DE 5 AÑOS NUEVOS,MENORES DE 5 AÑOS NUEVOS,MENORES DE 5 AÑOS REPETIDOS,MENORES DE 5 AÑOS REPETIDOS,TOTALES,TOTALES,TOTALES
,,,,MASCULINO,FEMENINO,MASCULINO,FEMENINO,TOTAL MASCULINO,TOTAL FEMENINO,TOTAL
COPACABANA,consulta externa,menores de 5 anos,2009-11-01,121,64,2,0,123,64,187
CORIPATA,consulta externa,menores de 5 anos,2009-11-01,276,308,6,8,282,316,598
CORO CORO,consulta externa,menores de 5 anos,2009-11-01,97,101,2,0,99,101,200
COROICO,consulta externa,menores de 5 anos,2009-11-01,213,195,57,59,270,254,524
CORQUE,consulta externa,menores de 5 anos,2009-11-01,115,105,9,3,124,108,232
COTAGAITA,consulta externa,menores de 5 anos,2009-11-01,455,450,10,7,465,457,922
COTOCA,consulta externa,menores de 5 anos,2009-11-01,876,776,80,66,956,842,1798
CUATRO CAÑADAS,consulta externa,menores de 5 anos,2009-11-01,505,621,7,15,512,636,1148
CUCHUMUELA (V. G. VILLARROEL),consulta externa,menores de 5 anos,2009-11-01,28,38,2,2,30,40,70
CUEVO,consulta externa,menores de 5 anos,2009-11-01,119,93,0,4,119,97,216
CULPINA,consulta externa,menores de 5 anos,2009-11-01,381,373,11,6,392,379,771
CURAHUARA DE CARANGAS,consulta externa,menores de 5 anos,2009-11-01,96,64,5,0,101,64,165
CURVA,consulta externa,menores de 5 anos,2009-11-01,52,21,4,2,56,23,79
DESAGUADERO,consulta externa,menores de 5 anos,2009-11-01,46,35,1,1,47,36,83
EL ALTO,consulta externa,menores de 5 anos,2009-11-01,12879,11692,1757,1620,14636,13312,27948
EL CHORO,consulta externa,menores de 5 anos,2009-11-01,106,118,1,2,107,120,227
EL PUENTE(STC),consulta externa,menores de 5 anos,2009-11-01,476,368,5,4,481,372,853
EL PUENTE(TJA),consulta externa,menores de 5 anos,2009-11-01,297,334,41,47,338,381,719
EL TORNO,consulta externa,menores de 5 anos,2009-11-01,1240,1069,146,153,1386,1222,2608
EL VILLAR,consulta externa,menores de 5 anos,2009-11-01,112,108,1,0,113,108,221
ENTRE RIOS,consulta externa,menores de 5 anos,2009-11-01,816,698,52,35,868,733,1601
ENTRE RIOS,consulta externa,menores de 5 anos,2009-11-01,543,489,11,9,554,498,1052
ESCARA,consulta externa,menores de 5 anos,2009-11-01,1,4,0,0,1,4,5
ESMERALDA,consulta externa,menores de 5 anos,2009-11-01,1,2,0,0,1,2,3
EUCALIPTUS,consulta externa,menores de 5 anos,2009-11-01,153,170,11,12,164,182,346
EUREKA (SANTOS MERCADO),consulta externa,menores de 5 anos,2009-11-01,20,21,7,5,27,26,53
EXALTACION,consulta externa,menores de 5 anos,2009-11-01,30,24,8,6,38,30,68
FERNANDEZ ALONSO,consulta externa,menores de 5 anos,2009-11-01,557,406,21,13,578,419,997
FILADELFIA,consulta externa,menores de 5 anos,2009-11-01,88,77,1,0,89,77,166
GENERAL SAAVEDRA,consulta externa,menores de 5 anos,2009-11-01,657,628,6,6,663,634,1297
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,menores de 5 anos,2009-11-01,195,169,16,7,211,176,387
GUANAY,consulta externa,menores de 5 anos,2009-11-01,294,404,3,7,297,411,708
GUAQUI,consulta externa,menores de 5 anos,2009-11-01,50,35,1,0,51,35,86
GUAYARAMERIN,consulta externa,menores de 5 anos,2009-11-01,1181,1604,57,34,1238,1638,2876
GUTIERREZ,consulta externa,menores de 5 anos,2009-11-01,572,588,9,17,581,605,1186
HUACARETA,consulta externa,menores de 5 anos,2009-11-01,224,236,14,18,238,254,492
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 5 anos,2009-11-01,46,56,1,0,47,56,103
HUACHACALLA,consulta externa,menores de 5 anos,2009-11-01,14,14,6,2,20,16,36
HUANUNI,consulta externa,menores de 5 anos,2009-11-01,494,439,26,42,520,481,1001
HUARACAJE,consulta externa,menores de 5 anos,2009-11-01,75,86,1,2,76,88,164
HUAYLLAMARCA,consulta externa,menores de 5 anos,2009-11-01,33,35,1,0,34,35,69
ICHOCA,consulta externa,menores de 5 anos,2009-11-01,74,63,4,0,78,63,141
ICLA,consulta externa,menores de 5 anos,2009-11-01,429,454,2,3,431,457,888
INCAHUASI,consulta externa,menores de 5 anos,2009-11-01,663,645,8,9,671,654,1325
INGAVI (HUMAITA),consulta externa,menores de 5 anos,2009-11-01,69,66,0,3,69,69,138
INQUISIVI,consulta externa,menores de 5 anos,2009-11-01,129,133,0,0,129,133,262
IRUPANA (VILLA DE LANZA),consulta externa,menores de 5 anos,2009-11-01,245,214,10,7,255,221,476
IXIAMAS,consulta externa,menores de 5 anos,2009-11-01,210,240,7,8,217,248,465
JESUS DE MACHACA,consulta externa,menores de 5 anos,2009-11-01,167,141,19,12,186,153,339
LA ASUNTA,consulta externa,menores de 5 anos,2009-11-01,885,896,4,3,889,899,1788
LA GUARDIA,consulta externa,menores de 5 anos,2009-11-01,2270,1999,104,89,2374,2088,4462
LA PAZ,consulta externa,menores de 5 anos,2009-11-01,15276,13986,3304,3508,18580,17494,36074
LA RIVERA,consulta externa,menores de 5 anos,2009-11-01,4,3,0,0,4,3,7
LAGUNILLAS,consulta externa,menores de 5 anos,2009-11-01,273,234,12,5,285,239,524
LAJA,consulta externa,menores de 5 anos,2009-11-01,99,106,2,2,101,108,209
LAS CARRERAS,consulta externa,menores de 5 anos,2009-11-01,101,77,3,1,104,78,182
LICOMA PAMPA,consulta externa,menores de 5 anos,2009-11-01,40,47,2,4,42,51,93
LLALLAGUA,consulta externa,menores de 5 anos,2009-11-01,706,701,15,14,721,715,1436
LLICA,consulta externa,menores de 5 anos,2009-11-01,75,77,5,4,80,81,161
LORETO,consulta externa,menores de 5 anos,2009-11-01,59,53,10,11,69,64,133
LURIBAY,consulta externa,menores de 5 anos,2009-11-01,94,73,1,1,95,74,169
MACHACAMARCA,consulta externa,menores de 5 anos,2009-11-01,73,65,3,0,76,65,141
MACHARETI,consulta externa,menores de 5 anos,2009-11-01,277,203,14,12,291,215,506
MAGDALENA,consulta externa,menores de 5 anos,2009-11-01,162,166,12,10,174,176,350
MAIRANA,consulta externa,menores de 5 anos,2009-11-01,178,160,0,3,178,163,341
MALLA,consulta externa,menores de 5 anos,2009-11-01,53,42,0,0,53,42,95
MAPIRI,consulta externa,menores de 5 anos,2009-11-01,284,258,0,0,284,258,542
MECAPACA,consulta externa,menores de 5 anos,2009-11-01,127,121,0,6,127,127,254
MINEROS,consulta externa,menores de 5 anos,2009-11-01,506,441,4,4,510,445,955
MIZQUE,consulta externa,menores de 5 anos,2009-11-01,434,429,30,31,464,460,924
MOCOMOCO,consulta externa,menores de 5 anos,2009-11-01,113,100,10,7,123,107,230
MOJINETE,consulta externa,menores de 5 anos,2009-11-01,20,20,5,3,25,23,48
MOJOCOYA,consulta externa,menores de 5 anos,2009-11-01,125,136,5,6,130,142,272
MONTEAGUDO,consulta externa,menores de 5 anos,2009-11-01,673,665,86,88,759,753,1512
MONTERO,consulta externa,menores de 5 anos,2009-11-01,2944,2776,364,324,3308,3100,6408
MORO MORO,consulta externa,menores de 5 anos,2009-11-01,44,47,2,2,46,49,95
MOROCHATA,consulta externa,menores de 5 anos,2009-11-01,220,237,328,294,548,531,1079
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,menores de 5 anos,2009-11-01,67,45,1,4,68,49,117
NAZACARA DE PACAJES,consulta externa,menores de 5 anos,2009-11-01,1,2,0,0,1,2,3
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,menores de 5 anos,2009-11-01,37,34,13,14,50,48,98
OCURI,consulta externa,menores de 5 anos,2009-11-01,439,386,9,2,448,388,836
OKINAWA,consulta externa,menores de 5 anos,2009-11-01,349,395,22,21,371,416,787
OMEREQUE,consulta externa,menores de 5 anos,2009-11-01,129,134,4,3,133,137,270
ORURO,consulta externa,menores de 5 anos,2009-11-01,4612,4409,636,565,5248,4974,10222
PADCAYA,consulta externa,menores de 5 anos,2009-11-01,547,507,10,16,557,523,1080
PADILLA,consulta externa,menores de 5 anos,2009-11-01,295,295,5,5,300,300,600
PAILON,consulta externa,menores de 5 anos,2009-11-01,502,486,16,13,518,499,1017
PALCA,consulta externa,menores de 5 anos,2009-11-01,108,104,1,1,109,105,214
PALOS BLANCOS,consulta externa,menores de 5 anos,2009-11-01,579,541,9,5,588,546,1134
PAMPA AULLAGAS,consulta externa,menores de 5 anos,2009-11-01,53,30,5,0,58,30,88
PAMPA GRANDE,consulta externa,menores de 5 anos,2009-11-01,145,146,4,7,149,153,302
PAPEL PAMPA,consulta externa,menores de 5 anos,2009-11-01,111,83,0,0,111,83,194
PASORAPA,consulta externa,menores de 5 anos,2009-11-01,72,63,0,1,72,64,136
PATACAMAYA,consulta externa,menores de 5 anos,2009-11-01,253,385,1,1,254,386,640
PAZÑA,consulta externa,menores de 5 anos,2009-11-01,101,85,0,0,101,85,186
PELECHUCO,consulta externa,menores de 5 anos,2009-11-01,126,111,2,2,128,113,241
POCOATA,consulta externa,menores de 5 anos,2009-11-01,378,404,2,2,380,406,786
POCONA,consulta externa,menores de 5 anos,2009-11-01,189,215,5,4,194,219,413
POJO (CBBA),consulta externa,menores de 5 anos,2009-11-01,271,237,3,1,274,238,512
POOPO,consulta externa,menores de 5 anos,2009-11-01,75,63,2,0,77,63,140
PORCO,consulta externa,menores de 5 anos,2009-11-01,218,196,1,2,219,198,417
POROMA,consulta externa,menores de 5 anos,2009-11-01,421,432,2,2,423,434,857
PORONGO,consulta externa,menores de 5 anos,2009-11-01,164,155,147,128,311,283,594
PORTACHUELO,consulta externa,menores de 5 anos,2009-11-01,525,563,37,36,562,599,1161
PORVENIR,consulta externa,menores de 5 anos,2009-11-01,128,124,0,0,128,124,252
POSTRER VALLE,consulta externa,menores de 5 anos,2009-11-01,31,29,1,0,32,29,61
POTOSI,consulta externa,menores de 5 anos,2009-11-01,3490,3604,451,388,3941,3992,7933
PRESTO,consulta externa,menores de 5 anos,2009-11-01,322,244,0,0,322,244,566
PUCARA,consulta externa,menores de 5 anos,2009-11-01,27,19,0,0,27,19,46
PUCARANI,consulta externa,menores de 5 anos,2009-11-01,266,223,10,6,276,229,505
PUERTO ACOSTA,consulta externa,menores de 5 anos,2009-11-01,193,126,11,3,204,129,333
PUERTO CARABUCO,consulta externa,menores de 5 anos,2009-11-01,89,77,8,12,97,89,186
PUERTO GONZALO MORENO,consulta externa,menores de 5 anos,2009-11-01,160,135,6,3,166,138,304
PUERTO PEREZ,consulta externa,menores de 5 anos,2009-11-01,27,31,0,0,27,31,58
PUERTO QUIJARRO,consulta externa,menores de 5 anos,2009-11-01,194,210,3,3,197,213,410
PUERTO RICO,consulta externa,menores de 5 anos,2009-11-01,201,156,4,3,205,159,364
PUERTO SILES,consulta externa,menores de 5 anos,2009-11-01,12,14,10,9,22,23,45
PUERTO SUAREZ,consulta externa,menores de 5 anos,2009-11-01,250,235,36,38,286,273,559
PUERTO VILLARROEL,consulta externa,menores de 5 anos,2009-11-01,1631,1478,69,82,1700,1560,3260
PUNA,consulta externa,menores de 5 anos,2009-11-01,880,747,14,4,894,751,1645
PUNATA,consulta externa,menores de 5 anos,2009-11-01,541,563,46,50,587,613,1200
QUIABAYA,consulta externa,menores de 5 anos,2009-11-01,51,39,0,0,51,39,90
QUILLACOLLO,consulta externa,menores de 5 anos,2009-11-01,893,792,718,681,1611,1473,3084
QUIME,consulta externa,menores de 5 anos,2009-11-01,181,152,2,1,183,153,336
QUIRUSILLAS,consulta externa,menores de 5 anos,2009-11-01,62,37,3,3,65,40,105
RAVELO,consulta externa,menores de 5 anos,2009-11-01,512,433,1,0,513,433,946
REYES,consulta externa,menores de 5 anos,2009-11-01,258,291,4,4,262,295,557
RIBERALTA,consulta externa,menores de 5 anos,2009-11-01,2321,1961,338,318,2659,2279,4938
ROBORE,consulta externa,menores de 5 anos,2009-11-01,425,400,11,10,436,410,846
RURRENABAQUE,consulta externa,menores de 5 anos,2009-11-01,294,287,23,58,317,345,662
SABAYA,consulta externa,menores de 5 anos,2009-11-01,63,51,0,3,63,54,117
SACABA,consulta externa,menores de 5 anos,2009-11-01,1624,1395,241,239,1865,1634,3499
SACABAMBA,consulta externa,menores de 5 anos,2009-11-01,117,90,2,2,119,92,211
SACACA,consulta externa,menores de 5 anos,2009-11-01,666,730,8,4,674,734,1408
SAIPINA,consulta externa,menores de 5 anos,2009-11-01,141,130,8,11,149,141,290
SALINAS DE GARCI MENDOZA,consulta externa,menores de 5 anos,2009-11-01,176,148,1,0,177,148,325
SAMAIPATA,consulta externa,menores de 5 anos,2009-11-01,131,106,3,3,134,109,243
SAN AGUSTIN,consulta externa,menores de 5 anos,2009-11-01,34,37,3,2,37,39,76
SAN ANDRES,consulta externa,menores de 5 anos,2009-11-01,289,290,11,6,300,296,596
SAN ANDRES DE MACHACA,consulta externa,menores de 5 anos,2009-11-01,38,64,2,5,40,69,109
SAN ANTONIO DE ESMORUCO,consulta externa,menores de 5 anos,2009-11-01,67,65,3,8,70,73,143
SAN ANTONIO DE LOMERIO,consulta externa,menores de 5 anos,2009-11-01,150,147,2,2,152,149,301
SAN BENITO,consulta externa,menores de 5 anos,2009-11-01,255,213,78,64,333,277,610
SAN BORJA,consulta externa,menores de 5 anos,2009-11-01,833,836,144,148,977,984,1961
SAN BUENA VENTURA,consulta externa,menores de 5 anos,2009-11-01,275,241,8,3,283,244,527
SAN CARLOS,consulta externa,menores de 5 anos,2009-11-01,425,468,21,18,446,486,932
SAN IGNACIO,consulta externa,menores de 5 anos,2009-11-01,863,869,70,52,933,921,1854
SAN IGNACIO DE VELASCO,consulta externa,menores de 5 anos,2009-11-01,1159,1009,149,151,1308,1160,2468
SAN JAVIER(BNI),consulta externa,menores de 5 anos,2009-11-01,59,49,5,3,64,52,116
SAN JAVIER(STC),consulta externa,menores de 5 anos,2009-11-01,149,162,5,6,154,168,322
SAN JOAQUIN,consulta externa,menores de 5 anos,2009-11-01,211,261,57,71,268,332,600
SAN JOSE DE CHIQUITOS,consulta externa,menores de 5 anos,2009-11-01,420,408,14,26,434,434,868
SAN JUAN DE YAPACANI,consulta externa,menores de 5 anos,2009-11-01,432,356,41,26,473,382,855
SAN JULIAN,consulta externa,menores de 5 anos,2009-11-01,1378,1153,40,38,1418,1191,2609
SAN LORENZO(PND),consulta externa,menores de 5 anos,2009-11-01,684,135,3,2,687,137,824
SAN LORENZO(TJA),consulta externa,menores de 5 anos,2009-11-01,525,463,11,8,536,471,1007
SAN LUCAS,consulta externa,menores de 5 anos,2009-11-01,913,820,7,12,920,832,1752
SAN MATIAS,consulta externa,menores de 5 anos,2009-11-01,245,245,8,13,253,258,511
SAN MIGUEL DE VELASCO,consulta externa,menores de 5 anos,2009-11-01,161,172,44,26,205,198,403
SAN PABLO DE LIPEZ,consulta externa,menores de 5 anos,2009-11-01,64,52,3,3,67,55,122
SAN PEDRO,consulta externa,menores de 5 anos,2009-11-01,674,627,29,25,703,652,1355
SAN PEDRO DE BUENA VISTA,consulta externa,menores de 5 anos,2009-11-01,564,529,1,1,565,530,1095
SAN PEDRO DE CURAHUARA,consulta externa,menores de 5 anos,2009-11-01,70,76,11,14,81,90,171
SAN PEDRO DE QUEMES,consulta externa,menores de 5 anos,2009-11-01,13,21,1,0,14,21,35
SAN PEDRO DE TIQUINA,consulta externa,menores de 5 anos,2009-11-01,26,38,0,0,26,38,64
SAN PEDRO(PND),consulta externa,menores de 5 anos,2009-11-01,26,23,1,1,27,24,51
SAN RAFAEL,consulta externa,menores de 5 anos,2009-11-01,222,163,10,9,232,172,404
SAN RAMON,consulta externa,menores de 5 anos,2009-11-01,261,260,20,8,281,268,549
SAN RAMON,consulta externa,menores de 5 anos,2009-11-01,184,164,3,4,187,168,355
SANTA ANA,consulta externa,menores de 5 anos,2009-11-01,1165,236,16,7,1181,243,1424
SANTA CRUZ DE LA SIERRA,consulta externa,menores de 5 anos,2009-11-01,22910,19867,4375,3748,27285,23615,50900
SANTA ROSA,consulta externa,menores de 5 anos,2009-11-01,239,208,1,0,240,208,448
SANTA ROSA DEL SARA,consulta externa,menores de 5 anos,2009-11-01,477,516,16,6,493,522,1015
SANTIAGO DE CALLAPA,consulta externa,menores de 5 anos,2009-11-01,50,57,0,0,50,57,107
SANTIAGO DE HUARI,consulta externa,menores de 5 anos,2009-11-01,209,189,2,4,211,193,404
SANTIAGO DE MACHACA,consulta externa,menores de 5 anos,2009-11-01,38,31,0,0,38,31,69
SANTIVAÑES,consulta externa,menores de 5 anos,2009-11-01,67,68,4,10,71,78,149
SANTUARIO DE QUILLACAS,consulta externa,menores de 5 anos,2009-11-01,34,37,4,1,38,38,76
SAPAHAQUI,consulta externa,menores de 5 anos,2009-11-01,134,116,2,0,136,116,252
SENA,consulta externa,menores de 5 anos,2009-11-01,75,81,7,4,82,85,167
SICA SICA (VILLA AROMA),consulta externa,menores de 5 anos,2009-11-01,229,198,3,10,232,208,440
SICAYA,consulta externa,menores de 5 anos,2009-11-01,74,59,0,0,74,59,133
SIPE SIPE,consulta externa,menores de 5 anos,2009-11-01,377,354,227,234,604,588,1192
SOPACHUY,consulta externa,menores de 5 anos,2009-11-01,211,214,3,1,214,215,429
SORACACHI,consulta externa,menores de 5 anos,2009-11-01,167,171,0,1,167,172,339
SORATA,consulta externa,menores de 5 anos,2009-11-01,287,283,5,6,292,289,581
SUCRE,consulta externa,menores de 5 anos,2009-11-01,4848,4569,757,710,5605,5279,10884
TACACHI,consulta externa,menores de 5 anos,2009-11-01,13,15,2,4,15,19,34
TACACOMA,consulta externa,menores de 5 anos,2009-11-01,160,141,3,2,163,143,306
TACOBAMBA,consulta externa,menores de 5 anos,2009-11-01,180,162,0,2,180,164,344
TACOPAYA,consulta externa,menores de 5 anos,2009-11-01,144,144,0,1,144,145,289
TAHUA,consulta externa,menores de 5 anos,2009-11-01,37,24,0,0,37,24,61
TAPACARI,consulta externa,menores de 5 anos,2009-11-01,659,578,62,57,721,635,1356
TARABUCO,consulta externa,menores de 5 anos,2009-11-01,632,616,5,4,637,620,1257
TARACO,consulta externa,menores de 5 anos,2009-11-01,51,43,1,0,52,43,95
TARATA,consulta externa,menores de 5 anos,2009-11-01,22,16,8,14,30,30,60
TARIJA,consulta externa,menores de 5 anos,2009-11-01,4790,4617,652,570,5442,5187,10629
TARVITA,consulta externa,menores de 5 anos,2009-11-01,602,591,5,8,607,599,1206
TEOPONTE,consulta externa,menores de 5 anos,2009-11-01,177,198,1,6,178,204,382
TIAWANACU,consulta externa,menores de 5 anos,2009-11-01,125,110,1,2,126,112,238
TINGUIPAYA,consulta externa,menores de 5 anos,2009-11-01,385,355,17,24,402,379,781
TIPUANI,consulta externa,menores de 5 anos,2009-11-01,220,199,17,21,237,220,457
TIQUIPAYA,consulta externa,menores de 5 anos,2009-11-01,962,983,273,288,1235,1271,2506
TIRAQUE (CBBA),consulta externa,menores de 5 anos,2009-11-01,1328,1121,82,51,1410,1172,2582
TITO YUPANQUI (PARQUIPUJIO),consulta externa,menores de 5 anos,2009-11-01,14,12,1,2,15,14,29
TOCO,consulta externa,menores de 5 anos,2009-11-01,97,85,13,10,110,95,205
TODOS SANTOS,consulta externa,menores de 5 anos,2009-11-01,4,5,0,0,4,5,9
TOLATA,consulta externa,menores de 5 anos,2009-11-01,119,118,6,5,125,123,248
TOLEDO,consulta externa,menores de 5 anos,2009-11-01,89,83,5,2,94,85,179
TOMAVE,consulta externa,menores de 5 anos,2009-11-01,213,178,3,5,216,183,399
TOMINA,consulta externa,menores de 5 anos,2009-11-01,382,349,3,3,385,352,737
TORO TORO,consulta externa,menores de 5 anos,2009-11-01,252,261,1,2,253,263,516
TOTORA(CBBA),consulta externa,menores de 5 anos,2009-11-01,282,227,3,1,285,228,513
TOTORA(ORR),consulta externa,menores de 5 anos,2009-11-01,98,109,2,1,100,110,210
TRIGAL,consulta externa,menores de 5 anos,2009-11-01,50,26,0,3,50,29,79
TRINIDAD,consulta externa,menores de 5 anos,2009-11-01,2142,1951,207,170,2349,2121,4470
TUPIZA,consulta externa,menores de 5 anos,2009-11-01,918,836,46,29,964,865,1829
TURCO,consulta externa,menores de 5 anos,2009-11-01,87,85,1,3,88,88,176
UMALA,consulta externa,menores de 5 anos,2009-11-01,116,92,32,27,148,119,267
UNCIA,consulta externa,menores de 5 anos,2009-11-01,639,592,0,0,639,592,1231
URIONDO (A. CONCEPCION),consulta externa,menores de 5 anos,2009-11-01,450,444,13,18,463,462,925
URUBICHA,consulta externa,menores de 5 anos,2009-11-01,181,182,7,9,188,191,379
UYUNI,consulta externa,menores de 5 anos,2009-11-01,381,396,2,2,383,398,781
VACAS,consulta externa,menores de 5 anos,2009-11-01,130,119,5,5,135,124,259
VALLEGRANDE,consulta externa,menores de 5 anos,2009-11-01,197,164,49,53,246,217,463
VIACHA,consulta externa,menores de 5 anos,2009-11-01,752,669,175,139,927,808,1735
VILA VILA,consulta externa,menores de 5 anos,2009-11-01,79,79,3,1,82,80,162
VILLA MONTES,consulta externa,menores de 5 anos,2009-11-01,763,679,46,40,809,719,1528
VILLA NUEVA (LOMA ALTA),consulta externa,menores de 5 anos,2009-11-01,103,119,1,0,104,119,223
VILLA RIVERO,consulta externa,menores de 5 anos,2009-11-01,129,97,3,3,132,100,232
VILLA SERRANO,consulta externa,menores de 5 anos,2009-11-01,469,420,2,4,471,424,895
VILLA TUNARI,consulta externa,menores de 5 anos,2009-11-01,2253,1996,174,164,2427,2160,4587
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,menores de 5 anos,2009-11-01,211,235,7,10,218,245,463
VILLAZON,consulta externa,menores de 5 anos,2009-11-01,844,755,67,55,911,810,1721
VINTO,consulta externa,menores de 5 anos,2009-11-01,493,421,391,395,884,816,1700
VITICHI,consulta externa,menores de 5 anos,2009-11-01,168,154,7,5,175,159,334
WALDO BALLIVIAN,consulta externa,menores de 5 anos,2009-11-01,15,33,0,0,15,33,48
WARNES,consulta externa,menores de 5 anos,2009-11-01,1571,1393,75,77,1646,1470,3116
YACO,consulta externa,menores de 5 anos,2009-11-01,126,118,4,5,130,123,253
YACUIBA,consulta externa,menores de 5 anos,2009-11-01,2558,2350,71,83,2629,2433,5062
YAMPARAEZ,consulta externa,menores de 5 anos,2009-11-01,121,102,3,3,124,105,229
YANACACHI,consulta externa,menores de 5 anos,2009-11-01,75,97,1,0,76,97,173
YAPACANI,consulta externa,menores de 5 anos,2009-11-01,816,832,12,20,828,852,1680
YOCALLA,consulta externa,menores de 5 anos,2009-11-01,164,132,6,2,170,134,304
YOTALA,consulta externa,menores de 5 anos,2009-11-01,164,166,15,17,179,183,362
YUNCHARA,consulta externa,menores de 5 anos,2009-11-01,142,118,2,0,144,118,262
YUNGUYO DE LITORAL,consulta externa,menores de 5 anos,2009-11-01,2,0,0,0,2,0,2
ZUDAÑEZ,consulta externa,menores de 5 anos,2009-11-01,232,216,5,7,237,223,460
ACACIO,consulta externa,menores de 5 anos,2009-12-01,170,131,2,0,172,131,303
ACHACACHI,consulta externa,menores de 5 anos,2009-12-01,384,347,9,8,393,355,748
