,group,variable,month,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) DENTRO,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) DENTRO,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) FUERA,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) FUERA,TOTALES
SIPE SIPE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,3,2,1,5,11
SOPACHUY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,2,3,3,3,11
SORACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,4,4,4,5,17
SORATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,4,4,2,8,18
SUCRE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,54,64,26,30,174
TACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,2,0,0,0,2
TACACOMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,4,1,0,1,6
TACOBAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,0,1,1,6,8
TACOPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,0,0,4,4,8
TAHUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,1,2,1,0,4
TAPACARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,3,3,8,5,19
TARABUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,1,3,2,4,10
TARACO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,3,0,1,2,6
TARATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,3,3,1,0,7
TARIJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,92,99,6,13,210
TARVITA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,1,3,7,2,13
TEOPONTE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,8,3,5,4,20
TIAWANACU,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,3,1,0,0,4
TINGUIPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,1,3,7,6,17
TIPUANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,4,2,4,2,12
TIQUIPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,18,16,4,1,39
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,1,2,4,5,12
TOCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,2,3,1,1,7
TOLATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,1,0,1,0,2
TOLEDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,0,1,2,0,3
TOMAVE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,0,1,2,1,4
TOMINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,4,1,0,2,7
TORO TORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,0,1,6,9,16
TOTORA(CBBA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,3,4,6,7,20
TOTORA(ORR),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,2,0,1,0,3
TRIGAL,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,0,0,1,0,1
TRINIDAD,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,39,35,16,8,98
TUPIZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,14,22,2,3,41
TURCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,0,0,1,0,1
UMALA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,2,0,1,0,3
UNCIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,2,4,1,2,9
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,7,5,1,1,14
URUBICHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,3,1,0,0,4
UYUNI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,7,9,1,1,18
VACAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,1,0,6,5,12
VALLEGRANDE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,8,8,2,2,20
VIACHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,22,18,5,5,50
VILA VILA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,0,0,6,1,7
VILLA CHARCAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,2,7,1,0,10
VILLA MONTES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,32,27,27,32,118
VILLA NUEVA (LOMA ALTA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,2,1,0,4,7
VILLA RIVERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,2,3,0,1,6
VILLA SERRANO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,4,2,0,2,8
VILLA TUNARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,29,36,6,6,77
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,6,5,1,3,15
VILLAZON,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,34,17,0,2,53
VINTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,6,7,3,4,20
VITICHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,2,6,1,1,10
WARNES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,62,46,2,0,110
YACO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,0,1,0,0,1
YACUIBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,29,33,9,11,82
YAMPARAEZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,7,3,0,2,12
YANACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,6,2,0,0,8
YAPACANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,28,15,12,12,67
YOCALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,0,1,2,0,3
YOTALA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,1,5,2,3,11
YUNCHARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,1,0,4,2,7
ZUDAÑEZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-04-01,2,4,2,1,9
ACACIO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,2,0,2,1,5
ACHACACHI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,9,7,4,5,25
ACHOCALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,2,1,2,2,7
AIQUILE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,3,2,8,7,20
ALCALA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,1,0,0,2
ALTO BENI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,11,4,0,0,15
ANCORAIMES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,1,3,7,12
ANDAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,1,0,2,4
ANTEQUERA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,1,3,2,7
ANZALDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,0,0,1,3,4
APOLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,5,10,7,7,29
ARAMPAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,1,3,2,7
ARANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,3,0,5,0,8
ARBIETO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,10,11,6,3,30
ARQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,4,5,6,8,23
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,17,20,0,0,37
ATOCHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,2,3,2,3,10
AUCAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,0,1,4,3,8
AYATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,0,4,6,11
AYO AYO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,1,0,0,2
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,10,5,32,22,69
AZURDUY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,4,3,2,2,11
BATALLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,0,2,4,6,12
BAURES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,3,4,0,0,7
BELEN DE URMIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,0,1,0,2
BELLA FLOR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,0,3,5,9
BERMEJO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,17,30,6,4,57
BETANZOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,3,5,1,1,10
BOLIVAR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,1,5,3,10
BOLPEBRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,0,0,0,1
BOYUIBE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,4,5,2,1,12
BUENA VISTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,8,10,2,0,20
CABEZAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,6,4,21,27,58
CAIROMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,1,1,2,5
"CAIZA ""D""",vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,8,4,2,0,14
CAJUATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,3,7,0,0,10
CALACOTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,0,0,0,2,2
CALAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,1,0,1,3
CAMARGO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,6,8,8,3,25
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,0,0,3,2,5
CAMIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,6,9,3,0,18
CAPINOTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,7,8,5,3,23
CAQUIAVIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,2,0,1,4
CARACOLLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,3,2,4,3,12
CARANAVI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,25,26,5,6,62
CARANGAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,0,0,0,1
CARAPARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,8,7,4,6,25
CARIPUYO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,2,0,2,0,4
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,3,1,5,2,11
CATACORA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,0,0,0,1,1
CHACARILLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,0,1,0,0,1
CHALLAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,7,11,23,26,67
CHAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,0,4,0,0,4
CHARAGUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,3,1,5,1,10
CHARAÑA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,0,0,1,2
CHAYANTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,5,0,3,1,9
CHIMORE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,12,12,3,4,31
CHOQUE COTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,0,0,3,0,3
CHUA COCANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,0,0,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,7,2,2,2,13
CHUMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,4,4,4,1,13
CHUQUIHUTA AYLLU JUCUMANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,3,1,3,1,8
CKOCHAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,3,0,5,2,10
CLIZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,4,5,6,4,19
COBIJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,23,23,24,22,92
COCAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,6,6,19,12,43
COCHABAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,162,163,63,69,457
COLCAPIRHUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,18,14,5,8,45
"COLCHA ""K""",vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,10,13,3,9,35
COLLANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,2,2,0,0,4
COLOMI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,14,8,4,2,28
COLPA BELGICA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,6,2,0,0,8
COLQUECHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,10,10,23,22,65
COLQUENCHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,0,1,0,0,1
COLQUIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,0,2,0,2,4
COMANCHE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,0,1,0,0,1
COMARAPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,6,4,0,0,10
CONCEPCION,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,12,10,3,9,34
COPACABANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,2,0,7,14,23
CORIPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,6,10,1,2,19
CORO CORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,2,4,0,4,10
COROICO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,8,12,9,5,34
CORQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,4,3,1,1,9
COTAGAITA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,6,5,6,4,21
COTOCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,26,35,36,34,131
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,16,9,6,6,37
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,0,0,0,1
CUEVO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,3,1,0,0,4
CULPINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,2,0,0,1,3
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,2,2,0,0,4
DESAGUADERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,2,0,0,0,2
EL ALTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,156,175,157,155,643
EL CHORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,3,0,0,0,3
EL PUENTE(STC),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,5,9,9,11,34
EL PUENTE(TJA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,4,3,1,1,9
EL TORNO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,31,32,28,24,115
EL VILLAR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,2,2,0,0,4
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,14,18,7,9,48
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,19,23,7,10,59
ESCOMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,3,2,3,3,11
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,0,1,2,2,5
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,8,11,3,2,24
FILADELFIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,1,0,0,2
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,5,6,1,0,12
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,1,0,0,2
GUANAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,5,4,7,16,32
GUAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,0,0,0,2,2
GUAYARAMERIN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,14,22,11,10,57
GUTIERREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,0,3,6,3,12
HUACARETA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,6,2,1,1,10
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,2,1,1,0,4
HUACHACALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,1,0,1,3
HUANUNI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,6,3,9,10,28
HUARACAJE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,0,0,0,1
HUARINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,2,1,1,2,6
HUATAJATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,0,0,1,0,1
HUAYLLAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,1,0,0,2
HUMANATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,0,0,2,0,2
ICHOCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,0,2,0,2,4
ICLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,0,3,2,1,6
INCAHUASI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,3,3,3,3,12
INQUISIVI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,2,3,3,9
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,3,2,3,1,9
IXIAMAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,2,3,3,4,12
JESUS DE MACHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,4,0,1,3,8
LA ASUNTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,15,10,3,3,31
LA GUARDIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,70,56,58,49,233
LA PAZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,176,202,24,17,419
LA RIVERA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,0,0,0,1
LAGUNILLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,3,3,1,4,11
LAJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,10,6,0,0,16
LAS CARRERAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,0,2,0,0,2
LICOMA PAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,1,0,0,2
LLALLAGUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,11,9,8,22,50
LORETO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,2,0,0,0,2
LURIBAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,2,0,0,0,2
MACHACAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,2,1,1,1,5
MACHARETI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,2,4,0,2,8
MAGDALENA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,4,5,0,0,9
MAIRANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,7,7,17,6,37
MALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,0,0,1,0,1
MAPIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,11,14,2,2,29
MECAPACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,5,5,1,0,11
MINEROS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,15,24,4,5,48
MIZQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,13,10,8,10,41
MOCOMOCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,0,6,3,10
MOJINETE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,0,0,1,1,2
MOJOCOYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,4,1,1,2,8
MONTEAGUDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,12,15,4,2,33
MONTERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,68,48,22,22,160
MORO MORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2017-05-01,1,1,1,0,3
