,group,variable,month,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA FUERA,SRP DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,5,2,2,3,7,5,12
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,8,9,3,5,11,14,25
BAURES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,4,7,4,1,8,8,16
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,0,1,3,1,3,4
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,1,0,0,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,5,3,4,4,9,7,16
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,18,20,7,8,25,28,53
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,14,20,7,12,21,32,53
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,2,0,6,6,8,6,14
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,2,3,2,1,4,4,8
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,8,4,12,13,20,17,37
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,13,15,41,26,54,41,95
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,4,3,3,7,7,10,17
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,4,7,4,3,8,10,18
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,8,13,0,0,8,13,21
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,0,3,4,3,4,7
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,3,12,8,11,11,23,34
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,12,10,3,6,15,16,31
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,3,0,1,0,4,4
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,29,26,4,6,33,32,65
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,17,21,0,0,17,21,38
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,2,0,2,3,4,3,7
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,9,10,7,8,16,18,34
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,43,41,12,11,55,52,107
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,2,1,3,9,5,10,15
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,2,1,8,7,10,8,18
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,0,2,4,3,4,7
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,0,1,0,1,0,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,1,1,1,2,2,4
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,20,19,22,30,42,49,91
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,5,3,6,2,11,5,16
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,3,2,44,42,47,44,91
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,2,1,1,2,3,3,6
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,12,9,7,4,19,13,32
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,28,23,1,3,29,26,55
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,0,2,1,2,1,3
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,2,0,0,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,14,7,4,0,18,7,25
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,5,2,0,3,5,8
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,2,2,4,7,6,9,15
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,2,7,4,8,6,14
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,9,8,5,3,14,11,25
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,57,43,45,35,102,78,180
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,3,3,8,17,11,20,31
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,585,601,13,11,598,612,1210
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,30,29,11,11,41,40,81
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,7,9,2,1,9,10,19
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,3,0,0,1,3,4
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,14,9,10,7,24,16,40
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,3,5,5,8,8,13,21
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,22,23,14,11,36,34,70
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,0,2,2,2,2,4
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,2,7,9,9,11,16,27
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,0,0,1,1,1,2
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,12,14,3,8,15,22,37
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,0,2,2,2,2,4
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,22,15,8,5,30,20,50
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,3,3,5,2,8,5,13
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,7,5,10,4,17,9,26
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,3,2,1,7,4,9,13
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,9,7,7,3,16,10,26
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,1,5,1,5,2,7
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,5,7,11,13,16,20,36
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,58,69,36,48,94,117,211
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,0,1,0,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,32,30,3,2,35,32,67
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,1,0,0,0,1,1
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,3,3,1,1,4,4,8
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,7,5,8,8,15,13,28
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,2,0,0,1,2,1,3
CURVA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,3,0,6,0,9,9
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,4,4,2,1,6,5,11
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,584,566,215,213,799,779,1578
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,0,2,3,3,3,6
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,8,3,6,9,14,12,26
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,2,7,6,5,8,12,20
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,37,42,18,21,55,63,118
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,3,1,0,1,3,2,5
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,13,16,13,17,26,33,59
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,41,31,0,0,41,31,72
ESCARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,0,0,2,0,2,2
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,2,4,0,5,2,7
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,1,2,1,3,2,5
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,0,1,2,2,2,4
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,3,3,0,0,3,3,6
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,2,5,8,15,10,20,30
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,4,2,7,7,11,9,20
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,9,13,3,3,12,16,28
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,14,6,2,4,16,10,26
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,9,6,7,10,16,16,32
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,7,3,2,5,9,8,17
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,38,25,10,14,48,39,87
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,3,4,4,9,7,13,20
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,4,0,3,2,7,2,9
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,1,0,0,1,1,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,0,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,11,15,15,17,26,32,58
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,1,0,1,1,2,3
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,2,2,3,3,5,5,10
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,1,1,0,2,1,3
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,3,4,3,0,6,4,10
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,0,2,3,3,3,6
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,2,2,3,3,5,8
ICLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,3,5,2,1,5,6,11
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,5,9,2,5,7,14,21
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,4,5,2,6,6,12
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,0,4,1,5,1,6
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,3,5,12,1,15,6,21
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,11,12,1,5,12,17,29
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,7,16,1,2,8,18,26
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,47,51,10,6,57,57,114
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,90,70,41,29,131,99,230
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,585,602,23,32,608,634,1242
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,5,5,6,9,11,14,25
LAJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,11,10,5,3,16,13,29
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,0,3,3,4,3,7
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,0,1,3,2,3,5
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,24,20,39,29,63,49,112
LLICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,5,6,0,0,5,6,11
LORETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,3,2,9,7,12,9,21
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,5,5,0,0,5,5,10
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,1,5,0,5,1,6
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,2,3,0,0,2,3,5
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,8,9,6,4,14,13,27
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,4,8,1,0,5,8,13
MALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,0,1,0,1,0,1
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,16,10,4,3,20,13,33
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,9,10,1,2,10,12,22
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,10,10,9,11,19,21,40
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,20,12,10,11,30,23,53
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,4,5,4,5,8,10,18
MOJINETE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,1,1,0,1,1,2
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,3,6,0,1,3,7,10
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,13,14,5,2,18,16,34
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,125,133,14,5,139,138,277
MORO MORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,1,2,1,3,2,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,1,10,5,10,6,16
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,0,5,2,5,2,7
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,1,0,0,0,1,1
OCURI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,9,4,8,5,17,9,26
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,11,9,8,7,19,16,35
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,2,2,5,3,7,5,12
ORURO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,202,209,133,139,335,348,683
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,8,16,9,4,17,20,37
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,4,5,0,0,4,5,9
PAILON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,15,16,12,9,27,25,52
PALCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,8,14,2,4,10,18,28
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,28,24,7,2,35,26,61
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,2,7,4,7,6,13
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,13,6,1,0,14,6,20
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,1,4,1,5,2,7
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,2,3,3,4,5,9
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,16,16,8,4,24,20,44
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,2,3,4,4,6,7,13
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,6,6,2,4,8,10,18
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,2,3,19,15,21,18,39
POCONA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,2,3,1,2,3,5,8
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,6,3,2,2,8,5,13
POOPO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,3,3,3,4,6,10
PORCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,4,7,3,7,7,14,21
POROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,4,7,7,14,11,21,32
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,2,2,8,13,10,15,25
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,15,11,5,5,20,16,36
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,173,198,30,44,203,242,445
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,3,2,5,4,8,6,14
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,0,0,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,20,7,9,1,29,8,37
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,0,7,9,8,9,17
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,3,3,5,5,8,8,16
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,10,1,6,6,16,7,23
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,0,4,5,5,5,10
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,13,21,0,0,13,21,34
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,2,6,12,7,14,21
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,16,16,0,1,16,17,33
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,41,43,4,10,45,53,98
PUNA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,4,3,7,5,11,8,19
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,24,21,7,2,31,23,54
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,0,0,1,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,79,91,70,65,149,156,305
QUIME,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,0,3,11,4,11,15
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,3,0,0,1,3,4
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,3,2,11,4,14,6,20
REYES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,23,16,16,20,39,36,75
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,110,102,63,67,173,169,342
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,20,14,5,3,25,17,42
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,24,22,10,6,34,28,62
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,0,4,4,5,4,9
SACABA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,136,130,18,16,154,146,300
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,2,4,3,0,5,4,9
SACACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,10,8,6,6,16,14,30
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,2,0,5,6,7,6,13
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,1,6,8,7,9,16
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,6,0,1,1,7,1,8
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,0,0,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,10,3,8,4,18,7,25
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,2,0,0,0,2,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,3,4,0,0,3,4,7
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,5,4,2,3,7,7,14
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,39,41,16,18,55,59,114
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,4,5,5,4,9,9,18
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,15,13,15,14,30,27,57
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,29,19,6,7,35,26,61
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,32,38,15,13,47,51,98
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,0,25,27,25,27,52
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,12,10,0,0,12,10,22
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,3,2,7,0,10,2,12
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,18,17,27,23,45,40,85
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,4,8,6,12,10,20,30
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,54,47,15,12,69,59,128
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,4,6,14,12,18,18,36
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,17,15,0,5,17,20,37
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,13,4,7,10,20,14,34
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,8,11,7,5,15,16,31
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,4,2,8,4,12,6,18
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,2,0,0,0,2,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,10,6,20,8,30,14,44
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,12,14,9,7,21,21,42
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,4,6,2,2,6,8,14
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,2,6,2,1,4,7,11
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,0,2,1,2,1,3
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,0,4,2,5,2,7
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,0,6,8,7,8,15
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,5,3,4,1,9,4,13
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,20,25,1,1,21,26,47
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1679,1328,24,41,1703,1369,3072
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,5,5,2,3,7,8,15
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,9,8,3,0,12,8,20
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,1,1,1,1,2,3
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,3,0,11,15,14,15,29
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,0,0,6,4,6,4,10
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,2,1,0,1,2,2,4
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,4,4,1,1,5,5,10
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2016-04-01,1,1,1,3,2,4,6
