,group,variable,month,TOTAL 21.5 MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,TOTAL 21.5 MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
POOPO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,1,0,1,1
PORCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,0,1,0,1
POROMA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,11,0,11,11
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,11,24,11,24,35
PORTACHUELO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,4,3,4,3,7
POSTRER VALLE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,4,1,4,5
POTOSI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,7,9,7,9,16
PUCARA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,2,0,2,0,2
PUCARANI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,1,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,2,10,2,10,12
PUERTO QUIJARRO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,16,0,16,16
PUERTO RICO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,2,0,2,2
PUERTO SUAREZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,31,1,31,32
PUERTO VILLARROEL,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,22,27,22,27,49
PUNATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,8,3,8,3,11
QUILLACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,21,35,21,35,56
QUIME,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,8,1,8,1,9
QUIRUSILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,3,0,3,0,3
RAVELO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,6,1,6,1,7
REYES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,1,1,1,2
RIBERALTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,2,6,2,6,8
ROBORE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,0,1,0,1
SACABA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,13,13,13,13,26
SACABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,5,0,5,5
SACACA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,7,1,7,8
SAIPINA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,1,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,12,1,12,13
SAMAIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,4,88,4,88,92
SAN ANDRES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,4,0,4,4
SAN ANTONIO DE ESMORUCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,5,0,5,0,5
SAN ANTONIO DE LOMERIO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,0,1,0,1
SAN BENITO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,2,3,2,3,5
SAN BORJA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,3,1,3,1,4
SAN BUENA VENTURA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,5,0,5,5
SAN CARLOS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,37,42,37,42,79
SAN IGNACIO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,5,13,5,13,18
SAN IGNACIO DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,32,76,32,76,108
SAN JAVIER(STC),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,5,0,5,0,5
SAN JOAQUIN,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,1,0,1,1
SAN JOSE DE CHIQUITOS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,4,135,4,135,139
SAN JUAN DE YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,10,19,10,19,29
SAN JULIAN,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,3,11,3,11,14
SAN LORENZO(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,2,2,2,2,4
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,14,2,14,2,16
SAN MATIAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,8,62,8,62,70
SAN MIGUEL DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,9,9,9,9,18
SAN PEDRO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,5,1,5,1,6
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,10,4,10,4,14
SAN RAFAEL,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,5,1,5,6
SAN RAMON BENI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,5,3,5,3,8
SAN RAMON SCZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,240,230,240,230,470
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,2,48,2,48,50
SANTIVAÑES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,2,24,2,24,26
SAPAHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,1,0,1,1
SENA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,9,0,9,9
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,2,1,2,1,3
SICA SICA (VILLA AROMA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,3,0,3,0,3
SICAYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,4,0,4,4
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,3,2,3,2,5
SORACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,2,3,2,3,5
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,32,131,32,131,163
TACACOMA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,12,0,12,12
TACOPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,3,2,3,2,5
TAPACARI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,3,0,3,3
TARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,48,12,48,12,60
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,3,11,3,11,14
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,43,68,43,68,111
TARVITA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,1,0,1,1
TIAWANACU,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,37,0,37,37
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,5,9,5,9,14
TIRAQUE (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,2,0,2,2
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,1,1,1,2
TOCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,1,1,1,2
TOLATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,2,3,2,3,5
TOMINA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,127,1,127,128
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,4,2,4,2,6
TOTORA(ORR),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,3,0,3,0,3
TRIGAL,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,14,1,14,15
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,9,23,9,23,32
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,7,20,7,20,27
UNCIA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,1,0,1,1
URIONDO (A. CONCEPCION),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,0,1,0,1
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,20,0,20,20
UYUNI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,0,1,0,1
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,7,1,7,8
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,6,50,6,50,56
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,10,10,10,10,20
VILA VILA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,1,0,1,1
VILLA CHARCAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,5,1,5,1,6
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,2,9,2,9,11
VILLA RIVERO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,1,0,1,1
VILLA SERRANO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,5,6,5,6,11
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,13,31,13,31,44
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,4,10,4,10,14
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,8,8,8,8,16
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,8,0,8,0,8
VITICHI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,2,0,2,2
WALDO BALLIVIAN,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,0,1,0,1
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,22,37,22,37,59
YACO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,1,0,1,0,1
YACUIBA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,6,7,6,7,13
YAMPARAEZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,13,13,13,13,26
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,5,39,5,39,44
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,6,0,6,0,6
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-05-01,0,11,0,11,11
ACHACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,1,0,1,1
AIQUILE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,1,1,1,2
ALALAY,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,2,1,2,3
ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,1,1,1,2
ANTEQUERA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,0,1,0,1
APOLO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,6,0,6,6
ARAMPAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,1,0,1,1
ARANI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,0,1,0,1
ARBIETO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,9,1,9,10
ARQUE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,1,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,6,2,6,2,8
ATOCHA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,6,7,6,7,13
AZURDUY,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,5,0,5,0,5
BAURES,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,4,1,4,1,5
BELLA FLOR,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,1,0,1,1
BERMEJO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,1,0,1,1
BOLIVAR,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,0,1,0,1
BOLPEBRA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,0,1,0,1
BOYUIBE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,1,0,1,1
BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,14,5,14,5,19
CABEZAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,14,0,14,14
CAIROMA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,0,1,0,1
CAJUATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,0,1,0,1
CALACOTO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,3,0,3,3
CALAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,2,0,2,2
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,2,1,2,1,3
CAMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,4,5,4,5,9
CARACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,1,0,1,1
CARANAVI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,8,7,8,7,15
CARAPARI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,3,0,3,0,3
CARIPUYO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,2,1,2,3
CARMEN RIVERO TORREZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,1,1,1,2
CHALLAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,0,1,0,1
CHARAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,3,9,3,9,12
CHIMORE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,3,0,3,3
CHUMA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,0,1,0,1
CLIZA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,3,12,3,12,15
COBIJA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,8,0,8,0,8
COCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,0,1,0,1
COCHABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,93,52,93,52,145
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,9,9,9,9,18
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,9,1,9,10
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,5,0,5,0,5
COLQUIRI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,0,1,0,1
COMANCHE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,1,1,1,2
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,7,0,7,0,7
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,1,0,1,1
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,1,0,1,1
CORIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,0,1,0,1
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,1,1,1,2
CORQUE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,3,1,3,4
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,17,16,17,16,33
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,14,74,14,74,88
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,2,2,2,2,4
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,0,1,0,1
CUEVO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,5,0,5,0,5
CULPINA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,0,1,0,1
CURAHUARA DE CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,1,0,1,1
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,130,105,130,105,235
EL CHORO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,1,0,1,1
EL PUENTE(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,6,0,6,6
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,14,56,14,56,70
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,4,3,4,3,7
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,8,2,8,2,10
EUREKA (SANTOS MERCADO),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,2,0,2,2
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,6,0,6,0,6
FILADELFIA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,3,0,3,3
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,26,1,26,27
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,4,26,4,26,30
GUTIERREZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,3,0,3,3
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,1,0,1,1
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,17,1,17,18
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,2,10,2,10,12
HUARACAJE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,0,1,0,1
HUARINA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,2,0,2,0,2
ICHOCA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,4,0,4,0,4
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,2,0,2,0,2
INQUISIVI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,5,1,5,6
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,5,0,5,5
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,23,17,23,17,40
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,128,28,128,28,156
LAGUNILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,2,1,2,1,3
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,50,1,50,51
LLICA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,1,0,1,1
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,2,0,2,0,2
MAGDALENA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,2,1,2,3
MAIRANA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,3,0,3,0,3
MALLA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,2,0,2,0,2
MAPIRI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,2,0,2,0,2
MECAPACA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,1,1,1,2
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,7,4,7,4,11
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,2,3,2,3,5
MOJINETE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,1,0,1,1
MOJOCOYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,1,0,1,1
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,5,10,5,10,15
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,23,35,23,35,58
MORO MORO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,3,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,0,1,0,1
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,3,1,3,1,4
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,1,0,1,1
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,34,0,34,0,34
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,2,1,2,1,3
PADILLA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,0,1,0,1
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,3,22,3,22,25
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,2,1,2,1,3
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,4,8,4,8,12
PASORAPA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,1,0,1,1
PATACAMAYA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,0,1,0,1
POCOATA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,2,0,2,2
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,8,4,8,4,12
POJO (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,0,1,0,1
POROMA,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,12,0,12,0,12
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,8,30,8,30,38
PORTACHUELO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,0,1,0,1,1
POSTRER VALLE,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,1,1,1,2
POTOSI,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,16,2,16,2,18
PUERTO CARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,2,0,2,0,2
PUERTO QUIJARRO,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,2,0,2,0,2
PUERTO SUAREZ,otras vacunaciones,      mujeres de 10 a 49 anos 5ta dosis de dt,2014-06-01,1,1,1,1,2
