,group,variable,month,TOTAL 21.1 MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,TOTAL 21.1 MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,12,40,12,40,52
PAMPA AULLAGAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,1,5,1,5,6
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,12,30,12,30,42
PAPEL PAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,10,14,10,14,24
PASORAPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,4,34,4,34,38
PATACAMAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,35,6,35,6,41
PAZÑA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,17,36,17,36,53
PELECHUCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,3,5,3,5,8
POCOATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,20,57,20,57,77
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,31,60,31,60,91
POJO (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,7,153,7,153,160
POOPO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,4,5,4,5,9
PORCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,24,0,24,0,24
POROMA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,81,117,81,117,198
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,11,19,11,19,30
PORTACHUELO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,13,12,13,12,25
PORVENIR,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,9,135,9,135,144
POSTRER VALLE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,0,2,0,2,2
POTOSI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,436,1058,436,1058,1494
PRESTO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,5,58,5,58,63
PUCARA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,2,1,2,1,3
PUCARANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,10,17,10,17,27
PUERTO ACOSTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,10,16,10,16,26
PUERTO CARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,8,43,8,43,51
PUERTO GONZALO MORENO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,7,0,7,0,7
PUERTO PEREZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,8,17,8,17,25
PUERTO QUIJARRO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,37,51,37,51,88
PUERTO RICO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,17,14,17,14,31
PUERTO SUAREZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,6,105,6,105,111
PUERTO VILLARROEL,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,132,276,132,276,408
PUNA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,21,23,21,23,44
PUNATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,62,43,62,43,105
QUIABAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,3,3,3,3,6
QUILLACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,82,745,82,745,827
QUIME,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,13,54,13,54,67
RAVELO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,27,131,27,131,158
REYES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,50,36,50,36,86
RIBERALTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,207,291,207,291,498
ROBORE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,4,57,4,57,61
RURRENABAQUE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,63,16,63,16,79
SABAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,6,1,6,1,7
SACABA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,212,517,212,517,729
SACABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,0,17,0,17,17
SACACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,21,40,21,40,61
SAIPINA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,6,22,6,22,28
SALINAS DE GARCI MENDOZA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,21,22,21,22,43
SAMAIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,10,45,10,45,55
SAN AGUSTIN,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,4,2,4,2,6
SAN ANDRES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,52,89,52,89,141
SAN ANDRES DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,2,0,2,0,2
SAN ANTONIO DE ESMORUCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,0,14,0,14,14
SAN ANTONIO DE LOMERIO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,14,15,14,15,29
SAN BENITO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,17,36,17,36,53
SAN BORJA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,97,108,97,108,205
SAN BUENA VENTURA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,6,8,6,8,14
SAN CARLOS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,37,182,37,182,219
SAN IGNACIO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,116,134,116,134,250
SAN IGNACIO DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,59,116,59,116,175
SAN JAVIER(BNI),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,4,14,4,14,18
SAN JOAQUIN,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,10,0,10,0,10
SAN JOSE DE CHIQUITOS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,4,33,4,33,37
SAN JUAN DE YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,6,307,6,307,313
SAN JULIAN,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,84,248,84,248,332
SAN LORENZO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,9,14,9,14,23
SAN LORENZO(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,39,61,39,61,100
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,58,200,58,200,258
SAN MATIAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,14,58,14,58,72
SAN MIGUEL DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,5,205,5,205,210
SAN PEDRO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,5,2,5,2,7
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,47,35,47,35,82
SAN PEDRO DE CURAHUARA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,7,28,7,28,35
SAN PEDRO DE TIQUINA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,4,8,4,8,12
SAN RAFAEL,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,4,2,4,2,6
SAN RAMON BENI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,12,2,12,2,14
SAN RAMON SCZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,9,76,9,76,85
SANTA ANA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,26,156,26,156,182
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,2801,2123,2801,2123,4924
SANTA ROSA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,1,0,1,0,1
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,33,7,33,7,40
SANTIAGO DE CALLAPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,1,7,1,7,8
SANTIAGO DE HUARI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,8,60,8,60,68
SANTIAGO DE HUATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,4,42,4,42,46
SANTIAGO DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,5,5,5,5,10
SANTIVAÑES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,4,5,4,5,9
SANTUARIO DE QUILLACAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,18,4,18,4,22
SAPAHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,3,16,3,16,19
SENA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,3,0,3,0,3
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,12,85,12,85,97
SICA SICA (VILLA AROMA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,51,164,51,164,215
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,232,245,232,245,477
SOPACHUY,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,8,113,8,113,121
SORACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,19,8,19,8,27
SORATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,27,107,27,107,134
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,576,1748,576,1748,2324
TACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,0,40,0,40,40
TACACOMA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,15,0,15,0,15
TACOBAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,24,29,24,29,53
TACOPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,1,11,1,11,12
TAHUA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,0,5,0,5,5
TAPACARI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,43,101,43,101,144
TARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,5,3,5,3,8
TARACO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,9,1,9,1,10
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,12,28,12,28,40
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,480,269,480,269,749
TARVITA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,3,9,3,9,12
TEOPONTE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,39,37,39,37,76
TIAWANACU,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,4,26,4,26,30
TINGUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,14,44,14,44,58
TIPUANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,15,0,15,0,15
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,71,228,71,228,299
TIRAQUE (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,29,134,29,134,163
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,0,2,0,2,2
TOCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,16,22,16,22,38
TODOS SANTOS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,6,0,6,0,6
TOLATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,8,63,8,63,71
TOLEDO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,4,7,4,7,11
TOMAVE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,18,11,18,11,29
TOMINA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,13,11,13,11,24
TORO TORO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,14,34,14,34,48
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,14,47,14,47,61
TOTORA(ORR),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,2,3,2,3,5
TRIGAL,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,0,1,0,1,1
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,374,2203,374,2203,2577
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,53,47,53,47,100
TURCO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,1,84,1,84,85
UMALA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,15,3,15,3,18
UNCIA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,21,39,21,39,60
URIONDO (A. CONCEPCION),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,28,10,28,10,38
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,3,25,3,25,28
UYUNI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,37,12,37,12,49
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,9,10,9,10,19
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,27,14,27,14,41
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,111,495,111,495,606
VILA VILA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,3,0,3,0,3
VILLA CHARCAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,182,111,182,111,293
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,14,102,14,102,116
VILLA RIVERO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,19,235,19,235,254
VILLA SERRANO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,9,85,9,85,94
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,95,324,95,324,419
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,13,15,13,15,28
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,269,9,269,9,278
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,146,9,146,9,155
VITICHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,35,22,35,22,57
WALDO BALLIVIAN,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,5,0,5,0,5
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,294,836,294,836,1130
YACO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,1,57,1,57,58
YACUIBA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,207,19,207,19,226
YAMPARAEZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,8,15,8,15,23
YANACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,14,36,14,36,50
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,37,659,37,659,696
YOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,15,13,15,13,28
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,5,7,5,7,12
YUNCHARA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,11,150,11,150,161
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-04-01,15,5,15,5,20
ACACIO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,18,26,18,26,44
ACHACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,15,176,15,176,191
ACHOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,9,28,9,28,37
AIQUILE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,19,7,19,7,26
ALALAY,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,0,12,0,12,12
ALCALA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,1,8,1,8,9
ALTO BENI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,45,54,45,54,99
ANCORAIMES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,8,14,8,14,22
ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,8,31,8,31,39
ANTEQUERA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,10,18,10,18,28
ANZALDO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,11,19,11,19,30
APOLO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,18,40,18,40,58
ARAMPAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,5,45,5,45,50
ARANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,30,583,30,583,613
ARBIETO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,29,258,29,258,287
ARQUE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,7,93,7,93,100
ASCENCION DE GUARAYOS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,148,219,148,219,367
ATOCHA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,28,177,28,177,205
AUCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,1,40,1,40,41
AYATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,5,55,5,55,60
AYO AYO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,5,30,5,30,35
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,6,124,6,124,130
AZURDUY,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,25,22,25,22,47
BATALLAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,14,49,14,49,63
BAURES,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,2,0,2,0,2
BELEN DE ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,0,12,0,12,12
BELEN DE URMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,0,49,0,49,49
BELLA FLOR,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,4,120,4,120,124
BERMEJO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,154,190,154,190,344
BETANZOS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,94,77,94,77,171
BOLIVAR,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,7,9,7,9,16
BOLPEBRA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,2,2,2,2,4
BOYUIBE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,4,3,4,3,7
BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,27,53,27,53,80
CABEZAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,65,64,65,64,129
CAIROMA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,17,200,17,200,217
"CAIZA ""D""",otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,24,32,24,32,56
CAJUATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,67,42,67,42,109
CALACOTO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,6,23,6,23,29
CALAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,19,9,19,9,28
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,42,201,42,201,243
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,2,4,2,4,6
CAMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,131,414,131,414,545
CAPINOTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,19,156,19,156,175
CAQUIAVIRI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,0,31,0,31,31
CARACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,5,246,5,246,251
CARANAVI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,233,781,233,781,1014
CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,0,2,0,2,2
CARAPARI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,24,16,24,16,40
CARIPUYO,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,12,2,12,2,14
CARMEN RIVERO TORREZ,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,9,62,9,62,71
CATACORA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,1,9,1,9,10
CHALLAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,81,205,81,205,286
CHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,17,66,17,66,83
CHARAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,45,75,45,75,120
CHARAÑA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,2,0,2,0,2
CHAYANTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,150,175,150,175,325
CHIMORE,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,38,35,38,35,73
CHIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,1,16,1,16,17
CHOQUE COTA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,36,858,36,858,894
CHUMA,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,15,32,15,32,47
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,      mujeres de 10 a 49 anos 1ra dosis de dt,2014-05-01,53,75,53,75,128
