,group,variable,month,TOTAL 21.2 MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTAL 21.2 MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
TRIGAL,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,0,2,0,2,2
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,260,450,260,450,710
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,69,105,69,105,174
TURCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,0,38,0,38,38
UMALA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,9,10,9,10,19
UNCIA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,8,30,8,30,38
URIONDO (A. CONCEPCION),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,28,35,28,35,63
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,5,5,5,5,10
UYUNI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,21,4,21,4,25
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,6,14,6,14,20
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,17,25,17,25,42
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,96,387,96,387,483
VILA VILA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,1,4,1,4,5
VILLA CHARCAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,51,54,51,54,105
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,16,83,16,83,99
VILLA NUEVA (LOMA ALTA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,1,0,1,0,1
VILLA RIVERO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,8,68,8,68,76
VILLA SERRANO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,15,25,15,25,40
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,55,252,55,252,307
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,19,5,19,5,24
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,344,14,344,14,358
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,74,0,74,0,74
VITICHI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,9,2,9,2,11
WALDO BALLIVIAN,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,2,2,2,2,4
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,100,297,100,297,397
YACO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,10,8,10,8,18
YACUIBA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,91,2,91,2,93
YAMPARAEZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,3,4,3,4,7
YANACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,6,21,6,21,27
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,93,1064,93,1064,1157
YOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,4,50,4,50,54
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,13,9,13,9,22
YUNCHARA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,3,76,3,76,79
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-04-01,5,1,5,1,6
ACACIO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,8,14,8,14,22
ACHACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,11,198,11,198,209
ACHOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,12,203,12,203,215
AIQUILE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,16,72,16,72,88
ALALAY,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,1,2,1,2,3
ALCALA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,1,4,1,4,5
ALTO BENI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,17,38,17,38,55
ANCORAIMES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,8,22,8,22,30
ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,6,7,6,7,13
ANTEQUERA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,5,4,5,4,9
ANZALDO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,7,28,7,28,35
APOLO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,17,10,17,10,27
ARAMPAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,12,17,12,17,29
ARANI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,19,52,19,52,71
ARBIETO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,20,78,20,78,98
ARQUE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,8,17,8,17,25
ASCENCION DE GUARAYOS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,67,83,67,83,150
ATOCHA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,15,20,15,20,35
AUCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,0,125,0,125,125
AYATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,2,22,2,22,24
AYO AYO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,0,10,0,10,10
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,14,56,14,56,70
AZURDUY,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,42,16,42,16,58
BATALLAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,13,42,13,42,55
BAURES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,7,3,7,3,10
BELEN DE ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,2,3,2,3,5
BELEN DE URMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,5,14,5,14,19
BELLA FLOR,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,2,9,2,9,11
BERMEJO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,79,91,79,91,170
BETANZOS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,33,282,33,282,315
BOLIVAR,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,1,9,1,9,10
BOLPEBRA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,5,4,5,4,9
BOYUIBE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,6,2,6,2,8
BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,19,121,19,121,140
CABEZAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,21,201,21,201,222
CAIROMA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,10,103,10,103,113
"CAIZA ""D""",otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,9,21,9,21,30
CAJUATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,20,1,20,1,21
CALACOTO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,3,35,3,35,38
CALAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,1,6,1,6,7
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,9,18,9,18,27
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,1,11,1,11,12
CAMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,156,356,156,356,512
CAPINOTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,12,20,12,20,32
CAQUIAVIRI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,3,0,3,0,3
CARACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,7,26,7,26,33
CARANAVI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,72,236,72,236,308
CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,0,5,0,5,5
CARAPARI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,13,104,13,104,117
CARIPUYO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,5,0,5,0,5
CARMEN RIVERO TORREZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,4,57,4,57,61
CATACORA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,3,0,3,0,3
CHALLAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,69,478,69,478,547
CHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,5,1,5,1,6
CHARAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,31,165,31,165,196
CHARAÑA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,0,16,0,16,16
CHAYANTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,19,50,19,50,69
CHIMORE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,22,86,22,86,108
CHIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,0,4,0,4,4
CHOQUE COTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,0,6,0,6,6
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,22,157,22,157,179
CHUMA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,7,12,7,12,19
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,11,20,11,20,31
CKOCHAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,11,58,11,58,69
CLIZA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,36,27,36,27,63
COBIJA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,99,198,99,198,297
COCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,12,74,12,74,86
COCHABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,806,2456,806,2456,3262
COIPASA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,0,5,0,5,5
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,64,225,64,225,289
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,22,5,22,5,27
COLLANA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,1,0,1,0,1
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,16,35,16,35,51
COLPA BELGICA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,13,5,13,5,18
COLQUECHACA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,13,50,13,50,63
COLQUENCHA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,4,0,4,0,4
COLQUIRI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,11,89,11,89,100
COMANCHE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,2,0,2,0,2
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,18,25,18,25,43
COMBAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,0,25,0,25,25
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,10,70,10,70,80
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,11,43,11,43,54
CORIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,8,74,8,74,82
CORO CORO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,7,2,7,2,9
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,8,67,8,67,75
CORQUE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,6,44,6,44,50
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,28,23,28,23,51
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,71,394,71,394,465
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,55,267,55,267,322
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,11,17,11,17,28
CUEVO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,0,22,0,22,22
CULPINA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,20,18,20,18,38
CURAHUARA DE CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,3,7,3,7,10
DESAGUADERO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,2,0,2,0,2
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,1395,4586,1395,4586,5981
EL CHORO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,2,46,2,46,48
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,13,172,13,172,185
EL PUENTE(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,15,50,15,50,65
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,84,219,84,219,303
EL VILLAR,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,5,9,5,9,14
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,12,132,12,132,144
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,78,84,78,84,162
ESCARA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,2,0,2,0,2
ESCOMA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,0,70,0,70,70
EUCALIPTUS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,3,5,3,5,8
EUREKA (SANTOS MERCADO),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,0,7,0,7,7
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,24,148,24,148,172
FILADELFIA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,3,11,3,11,14
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,17,24,17,24,41
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,2,27,2,27,29
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,29,40,29,40,69
GUAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,4,39,4,39,43
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,95,181,95,181,276
GUTIERREZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,4,37,4,37,41
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,28,153,28,153,181
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,70,2,70,2,72
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,19,51,19,51,70
HUARACAJE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,5,0,5,0,5
HUARINA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,1,0,1,0,1
HUATAJATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,0,3,0,3,3
HUAYLLAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,3,1,3,1,4
HUMANATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,3,4,3,4,7
ICHOCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,1,7,1,7,8
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,4,30,4,30,34
INCAHUASI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,22,26,22,26,48
INGAVI (HUMAITA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,1,2,1,2,3
INQUISIVI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,6,34,6,34,40
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,38,25,38,25,63
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,16,6,16,6,22
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,13,11,13,11,24
LA ASUNTA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,31,144,31,144,175
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,75,291,75,291,366
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,1184,1807,1184,1807,2991
LAGUNILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,4,52,4,52,56
LAJA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,9,152,9,152,161
LAS CARRERAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,2,7,2,7,9
LICOMA PAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,1,1,1,1,2
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,118,455,118,455,573
LLICA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,1,0,1,0,1
LORETO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,0,2,0,2,2
LURIBAY,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,4,0,4,0,4
MACHACAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,10,3,10,3,13
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,4,11,4,11,15
MAGDALENA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,22,54,22,54,76
MAIRANA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,2,22,2,22,24
MALLA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,2,21,2,21,23
MAPIRI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,55,86,55,86,141
MECAPACA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,7,71,7,71,78
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,39,69,39,69,108
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,32,16,32,16,48
MOCOMOCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,21,17,21,17,38
MOJINETE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,1,0,1,0,1
MOJOCOYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,10,7,10,7,17
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,59,172,59,172,231
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,132,375,132,375,507
MORO MORO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,0,1,0,1,1
MOROCHATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,4,64,4,64,68
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,4,2,4,2,6
NAZACARA DE PACAJES,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,0,1,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,2,1,2,1,3
OCURI,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,26,71,26,71,97
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,11,23,11,23,34
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,5,10,5,10,15
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,455,332,455,332,787
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,43,107,43,107,150
PADILLA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,7,39,7,39,46
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,16,90,16,90,106
PALCA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,57,84,57,84,141
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,23,11,23,11,34
PAMPA AULLAGAS,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,0,3,0,3,3
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,11,5,11,5,16
PAPEL PAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,21,64,21,64,85
PASORAPA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,6,50,6,50,56
PATACAMAYA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,42,2,42,2,44
PAZÑA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,15,22,15,22,37
PELECHUCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,1,0,1,0,1
POCOATA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,10,83,10,83,93
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,11,90,11,90,101
POJO (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,35,87,35,87,122
POOPO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,5,4,5,4,9
PORCO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,11,3,11,3,14
POROMA,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,35,108,35,108,143
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 2da dosis de dt,2014-05-01,7,29,7,29,36
