,group,variable,month,TOTAL 21.4 MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,TOTAL 21.4 MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
CHALLAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,2,1,2,3
CHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,1,0,1,1
CHARAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,17,8,17,8,25
CHAYANTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,0,1,0,1
CHIMORE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,9,9,9,9,18
CHIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,2,0,2,2
CHOQUE COTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,33,0,33,33
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,10,0,10,10
CHUMA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,0,1,0,1
CKOCHAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,2,1,2,3
CLIZA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,5,9,5,9,14
COBIJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,12,49,12,49,61
COCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,4,2,4,6
COCHABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,139,599,139,599,738
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,14,17,14,17,31
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,3,2,3,5
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,1,2,1,3
COLPA BELGICA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,0,1,0,1
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,4,10,4,10,14
COMBAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,7,0,7,7
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,22,0,22,22
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,6,0,6,6
CORIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,1,0,1,1
CORO CORO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,0,1,0,1
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,2,0,2,2
CORQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,11,0,11,11
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,17,22,17,22,39
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,10,226,10,226,236
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,3,62,3,62,65
CULPINA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,1,1,1,2
CURAHUARA DE CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,2,0,2,2
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,410,915,410,915,1325
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,75,1,75,76
EL PUENTE(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,3,23,3,23,26
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,19,173,19,173,192
EL VILLAR,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,1,1,1,2
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,11,121,11,121,132
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,10,22,10,22,32
EUREKA (SANTOS MERCADO),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,4,0,4,4
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,3,22,3,22,25
FILADELFIA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,3,0,3,3
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,6,79,6,79,85
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,3,1,3,4
GUAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,9,0,9,9
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,10,12,10,12,22
GUTIERREZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,31,1,31,32
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,3,15,3,15,18
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,10,2,10,12
HUACHACALLA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,1,0,1,1
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,11,20,11,20,31
HUARACAJE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,1,0,1,1
HUAYLLAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,1,0,1,1
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,2,2,2,4
INCAHUASI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,3,0,3,3
INGAVI (HUMAITA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,1,1,1,2
INQUISIVI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,5,0,5,5
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,4,1,4,5
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,2,1,2,3
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,0,1,0,1
LA ASUNTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,6,5,6,5,11
LA GUARDIA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,19,198,19,198,217
LA PAZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,216,384,216,384,600
LAGUNILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,2,1,2,3
LAJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,0,2,0,2
LAS CARRERAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,9,1,9,10
LLALLAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,10,61,10,61,71
LLICA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,0,1,0,1
MACHACAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,4,1,4,5
MACHARETI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,3,7,3,7,10
MAGDALENA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,4,0,4,4
MAIRANA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,18,2,18,20
MALLA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,0,1,0,1
MAPIRI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,12,2,12,14
MECAPACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,0,2,0,2
MINEROS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,8,12,8,12,20
MIZQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,3,0,3,3
MOCOMOCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,6,2,6,8
MOJINETE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,6,0,6,0,6
MOJOCOYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,5,9,5,9,14
MONTEAGUDO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,11,238,11,238,249
MONTERO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,46,137,46,137,183
MOROCHATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,4,1,4,5
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,1,0,1,1
OCURI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,2,1,2,3
OKINAWA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,3,19,3,19,22
OMEREQUE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,3,1,3,4
ORURO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,49,107,49,107,156
PADCAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,4,5,4,5,9
PADILLA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,16,0,16,16
PAILON,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,41,2,41,43
PALCA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,0,2,0,2
PALOS BLANCOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,4,2,4,6
PAMPA GRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,1,1,1,2
PAPEL PAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,0,1,0,1
PASORAPA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,19,0,19,19
PAZÑA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,28,2,28,30
POCOATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,16,0,16,16
POCONA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,4,21,4,21,25
POJO (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,19,19,19,19,38
POOPO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,0,1,0,1
PORCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,1,1,1,2
POROMA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,10,2,10,12
PORONGO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,5,4,5,4,9
PORTACHUELO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,1,2,1,3
PORVENIR,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,1,1,1,2
POSTRER VALLE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,3,5,3,5,8
POTOSI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,15,14,15,14,29
PRESTO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,0,1,0,1
PUCARA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,1,0,1,1
PUCARANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,2,1,2,3
PUERTO ACOSTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,2,0,2,2
PUERTO GONZALO MORENO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,23,2,23,25
PUERTO PEREZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,7,1,7,8
PUERTO QUIJARRO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,22,1,22,23
PUERTO RICO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,4,2,4,6
PUERTO SUAREZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,82,0,82,82
PUERTO VILLARROEL,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,46,59,46,59,105
PUNA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,6,2,6,8
PUNATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,18,12,18,12,30
QUILLACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,31,102,31,102,133
QUIME,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,6,0,6,0,6
QUIRUSILLAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,8,1,8,1,9
RAVELO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,8,1,8,9
REYES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,14,0,14,14
RIBERALTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,6,16,6,16,22
ROBORE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,3,1,3,1,4
SABAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,5,0,5,5
SACABA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,26,8,26,8,34
SACABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,3,5,3,5,8
SACACA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,7,2,7,9
SAIPINA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,5,1,5,6
SALINAS DE GARCI MENDOZA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,2,2,2,4
SAMAIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,7,84,7,84,91
SAN ANDRES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,3,6,3,6,9
SAN ANTONIO DE ESMORUCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,4,0,4,0,4
SAN ANTONIO DE LOMERIO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,6,0,6,0,6
SAN BENITO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,38,1,38,39
SAN BORJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,6,5,6,5,11
SAN BUENA VENTURA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,13,0,13,13
SAN CARLOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,9,17,9,17,26
SAN IGNACIO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,8,41,8,41,49
SAN IGNACIO DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,19,57,19,57,76
SAN JAVIER(BNI),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,1,1,1,2
SAN JAVIER(STC),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,5,0,5,0,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,6,159,6,159,165
SAN JUAN DE YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,4,39,4,39,43
SAN JULIAN,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,8,38,8,38,46
SAN LORENZO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,4,0,4,4
SAN LORENZO(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,2,1,2,3
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,68,32,68,32,100
SAN MATIAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,12,116,12,116,128
SAN MIGUEL DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,9,2,9,2,11
SAN PABLO DE LIPEZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,4,0,4,0,4
SAN PEDRO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,2,2,2,4
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,3,15,3,15,18
SAN PEDRO DE CURAHUARA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,1,0,1,1
SAN PEDRO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,4,2,4,6
SAN RAFAEL,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,7,0,7,7
SAN RAMON BENI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,3,1,3,1,4
SAN RAMON SCZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,3,5,3,5,8
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,398,315,398,315,713
SANTA ROSA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,3,0,3,0,3
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,7,53,7,53,60
SANTIVAÑES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,6,1,6,7
SENA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,5,0,5,5
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,19,2,19,21
SICA SICA (VILLA AROMA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,1,1,1,2
SICAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,4,0,4,4
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,8,3,8,3,11
SOPACHUY,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,8,0,8,8
SORACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,7,2,7,9
SORATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,1,0,1,1
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,53,196,53,196,249
TACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,1,1,1,2
TACACOMA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,32,0,32,32
TACOPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,4,0,4,4
TAPACARI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,7,0,7,7
TARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,6,37,6,37,43
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,5,1,5,6
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,101,122,101,122,223
TARVITA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,8,1,8,9
TEOPONTE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,1,1,1,2
TIAWANACU,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,44,1,44,45
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,10,16,10,16,26
TIRAQUE (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,1,2,1,3
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,3,0,3,3
TOCO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,1,1,1,2
TOLATA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,1,1,1,2
TOLEDO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,1,0,1,1
TOMAVE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,1,2,1,3
TOMINA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,23,2,23,25
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,6,39,6,39,45
TOTORA(ORR),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,3,1,3,1,4
TRIGAL,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,1,1,1,2
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,30,68,30,68,98
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,15,28,15,28,43
UMALA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,0,1,0,1
UNCIA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,9,0,9,9
URIONDO (A. CONCEPCION),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,1,2,1,3
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,59,0,59,59
UYUNI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,4,0,4,0,4
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,21,2,21,23
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,13,70,13,70,83
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,17,28,17,28,45
VILLA CHARCAS,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,3,7,3,7,10
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,6,6,6,6,12
VILLA NUEVA (LOMA ALTA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,1,0,1,1
VILLA RIVERO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,6,0,6,0,6
VILLA SERRANO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,17,2,17,19
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,17,54,17,54,71
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,21,2,21,23
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,8,18,8,18,26
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,11,3,11,3,14
VITICHI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,8,0,8,8
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,24,74,24,74,98
YACO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,1,0,1,0,1
YACUIBA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,5,2,5,2,7
YAMPARAEZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,2,5,2,5,7
YANACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,5,1,5,1,6
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,9,98,9,98,107
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,5,4,5,4,9
YUNCHARA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,1,0,1,1
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-05-01,0,20,0,20,20
ACACIO,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,0,1,0,1,1
ACHOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 4ta dosis de dt,2014-06-01,3,0,3,0,3
