,group,variable,month,TOTAL 21.3 MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,TOTAL 21.3 MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
ROBORE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,3,204,3,204,207
RURRENABAQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,9,1,9,1,10
SABAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,1,4,1,4,5
SACABA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,78,24,78,24,102
SACABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,1,0,1,0,1
SACACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,7,11,7,11,18
SAIPINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,2,1,2,1,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,2,8,2,8,10
SAMAIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,10,26,10,26,36
SAN ANDRES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,16,43,16,43,59
SAN ANDRES DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,0,1,0,1,1
SAN ANTONIO DE ESMORUCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,0,16,0,16,16
SAN ANTONIO DE LOMERIO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,14,27,14,27,41
SAN BENITO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,11,47,11,47,58
SAN BORJA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,48,22,48,22,70
SAN BUENA VENTURA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,3,2,3,2,5
SAN CARLOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,24,96,24,96,120
SAN IGNACIO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,26,110,26,110,136
SAN IGNACIO DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,33,22,33,22,55
SAN JAVIER(BNI),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,0,3,0,3,3
SAN JOAQUIN,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,3,0,3,0,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,45,1,45,1,46
SAN JUAN DE YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,2,189,2,189,191
SAN JULIAN,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,27,64,27,64,91
SAN LORENZO(PND),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,2,7,2,7,9
SAN LORENZO(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,11,18,11,18,29
SAN LUCAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,15,285,15,285,300
SAN MATIAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,17,32,17,32,49
SAN MIGUEL DE VELASCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,6,100,6,100,106
SAN PEDRO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,47,11,47,11,58
SAN PEDRO DE BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,8,9,8,9,17
SAN PEDRO DE CURAHUARA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,0,9,0,9,9
SAN PEDRO DE TIQUINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,1,0,1,0,1
SAN RAMON BENI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,3,17,3,17,20
SAN RAMON SCZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,5,70,5,70,75
SANTA ANA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,4,30,4,30,34
SANTA CRUZ DE LA SIERRA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,1030,2048,1030,2048,3078
SANTA ROSA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,31,0,31,0,31
SANTA ROSA DEL SARA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,8,0,8,0,8
SANTIAGO DE CALLAPA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,0,3,0,3,3
SANTIAGO DE HUARI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,1,6,1,6,7
SANTIAGO DE HUATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,1,2,1,2,3
SANTIAGO DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,3,1,3,1,4
SANTIVAÑES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,2,2,2,2,4
SAPAHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,2,2,2,2,4
SHINAOTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,16,65,16,65,81
SICA SICA (VILLA AROMA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,135,0,135,0,135
SIPE SIPE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,20,12,20,12,32
SOPACHUY,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,0,3,0,3,3
SORACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,2,1,2,1,3
SORATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,0,16,0,16,16
SUCRE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,111,654,111,654,765
TACACOMA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,3,2,3,2,5
TACOBAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,11,19,11,19,30
TACOPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,1,17,1,17,18
TAPACARI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,20,60,20,60,80
TARABUCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,10,9,10,9,19
TARACO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,5,0,5,0,5
TARATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,2,11,2,11,13
TARIJA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,187,316,187,316,503
TARVITA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,2,11,2,11,13
TEOPONTE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,2,0,2,0,2
TIAWANACU,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,3,0,3,0,3
TINGUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,0,3,0,3,3
TIPUANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,2,0,2,0,2
TIQUIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,18,58,18,58,76
TIRAQUE (CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,3,1,3,1,4
TOCO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,11,16,11,16,27
TOLATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,2,0,2,0,2
TOMAVE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,1,6,1,6,7
TOMINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,3,7,3,7,10
TORO TORO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,0,2,0,2,2
TOTORA(CBBA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,25,30,25,30,55
TOTORA(ORR),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,1,0,1,0,1
TRINIDAD,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,77,130,77,130,207
TUPIZA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,18,7,18,7,25
UMALA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,3,0,3,0,3
UNCIA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,0,3,0,3,3
URIONDO (A. CONCEPCION),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,2,5,2,5,7
URUBICHA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,3,10,3,10,13
UYUNI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,8,0,8,0,8
VACAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,8,7,8,7,15
VALLEGRANDE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,30,22,30,22,52
VIACHA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,43,5,43,5,48
VILA VILA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,1,0,1,0,1
VILLA CHARCAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,5,8,5,8,13
VILLA MONTES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,11,7,11,7,18
VILLA RIVERO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,0,35,0,35,35
VILLA SERRANO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,2,14,2,14,16
VILLA TUNARI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,54,170,54,170,224
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,13,9,13,9,22
VILLAZON,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,36,20,36,20,56
VINTO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,44,0,44,0,44
VITICHI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,1,15,1,15,16
WALDO BALLIVIAN,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,2,0,2,0,2
WARNES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,67,77,67,77,144
YACO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,3,7,3,7,10
YACUIBA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,17,1,17,1,18
YAMPARAEZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,4,3,4,3,7
YANACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,1,78,1,78,79
YAPACANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,13,494,13,494,507
YOTALA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,3,3,3,3,6
YUNCHARA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,4,48,4,48,52
ZUDAÑEZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-04-01,0,2,0,2,2
ACACIO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,2,1,2,1,3
ACHACACHI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,2,42,2,42,44
ACHOCALLA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,7,0,7,0,7
AIQUILE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,2,2,2,2,4
ALALAY,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,1,2,1,2,3
ALTO BENI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,3,6,3,6,9
ANCORAIMES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,2,42,2,42,44
ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,1,4,1,4,5
ANTEQUERA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,6,0,6,6
ANZALDO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,3,2,3,2,5
APOLO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,5,2,5,2,7
ARAMPAMPA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,1,0,1,1
ARANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,22,37,22,37,59
ARBIETO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,5,32,5,32,37
ARQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,14,66,14,66,80
ASCENCION DE GUARAYOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,53,75,53,75,128
ATOCHA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,10,25,10,25,35
AYO AYO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,7,0,7,7
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,13,37,13,37,50
AZURDUY,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,10,0,10,10
BATALLAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,7,63,7,63,70
BAURES,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,1,0,1,1
BELEN DE ANDAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,10,0,10,10
BELLA FLOR,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,1,15,1,15,16
BERMEJO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,27,125,27,125,152
BETANZOS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,31,0,31,31
BOLIVAR,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,2,0,2,2
BOLPEBRA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,4,13,4,13,17
BOYUIBE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,1,0,1,1
BUENA VISTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,12,67,12,67,79
CABEZAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,3,34,3,34,37
CAIROMA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,3,59,3,59,62
"CAIZA ""D""",otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,2,4,2,4,6
CAJUATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,9,0,9,0,9
CALACOTO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,3,0,3,3
CALAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,1,4,1,4,5
CAMARGO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,3,10,3,10,13
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,7,9,7,9,16
CAMIRI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,22,73,22,73,95
CAPINOTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,4,23,4,23,27
CARACOLLO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,8,0,8,8
CARANAVI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,44,32,44,32,76
CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,2,0,2,2
CARAPARI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,3,5,3,5,8
CARIPUYO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,3,0,3,0,3
CARMEN RIVERO TORREZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,4,103,4,103,107
CHALLAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,16,0,16,16
CHAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,10,0,10,10
CHARAGUA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,35,7,35,7,42
CHAYANTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,2,15,2,15,17
CHIMORE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,10,14,10,14,24
CHIPAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,10,0,10,10
CHOQUE COTA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,16,0,16,16
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,2,38,2,38,40
CHUMA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,3,14,3,14,17
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,1,0,1,0,1
CKOCHAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,12,41,12,41,53
CLIZA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,9,18,9,18,27
COBIJA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,41,187,41,187,228
COCAPATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,4,57,4,57,61
COCHABAMBA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,311,1212,311,1212,1523
COLCAPIRHUA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,30,20,30,20,50
"COLCHA ""K""",otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,10,16,10,16,26
COLOMI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,18,4,18,4,22
COLPA BELGICA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,2,5,2,5,7
COLQUECHACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,82,0,82,82
COLQUENCHA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,1,0,1,0,1
COLQUIRI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,76,0,76,76
COMANCHE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,2,0,2,2
COMARAPA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,5,14,5,14,19
COMBAYA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,34,0,34,34
CONCEPCION,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,1,46,1,46,47
COPACABANA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,8,20,8,20,28
CORIPATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,2,109,2,109,111
CORO CORO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,1,0,1,0,1
COROICO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,1,17,1,17,18
CORQUE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,4,38,4,38,42
COTAGAITA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,40,28,40,28,68
COTOCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,36,390,36,390,426
CUATRO CAÑADAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,14,161,14,161,175
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,1,2,1,2,3
CUEVO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,1,1,1,1,2
CULPINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,4,9,4,9,13
CURAHUARA DE CARANGAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,5,0,5,5
EL ALTO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,775,2036,775,2036,2811
EL CHORO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,26,0,26,26
EL PUENTE(STC),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,3,137,3,137,140
EL PUENTE(TJA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,3,117,3,117,120
EL TORNO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,43,307,43,307,350
EL VILLAR,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,7,2,7,2,9
ENTRE RIOS TRJ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,13,194,13,194,207
ENTRE RIOS CBBA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,34,67,34,67,101
ESCARA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,1,0,1,0,1
EUCALIPTUS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,1,0,1,1
EUREKA (SANTOS MERCADO),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,8,0,8,8
FERNANDEZ ALONSO,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,16,53,16,53,69
FILADELFIA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,3,0,3,3
GENERAL SAAVEDRA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,9,13,9,13,22
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,1,9,1,9,10
GUANAY,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,6,79,6,79,85
GUAQUI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,2,4,2,4,6
GUAYARAMERIN,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,22,91,22,91,113
GUTIERREZ,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,1,30,1,30,31
HUACARETA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,3,8,3,8,11
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,19,14,19,14,33
HUACHACALLA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,2,0,2,2
HUANUNI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,8,24,8,24,32
HUARACAJE,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,2,0,2,2
HUARINA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,1,0,1,0,1
HUATAJATA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,1,0,1,1
HUAYLLAMARCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,5,0,5,5
ICHOCA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,3,0,3,3
ICLA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,6,4,6,4,10
INCAHUASI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,4,9,4,9,13
INGAVI (HUMAITA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,0,4,0,4,4
INQUISIVI,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,1,16,1,16,17
IRUPANA (VILLA DE LANZA),otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,14,226,14,226,240
IXIAMAS,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,13,0,13,0,13
JESUS DE MACHACA,otras vacunaciones,      mujeres de 10 a 49 anos 3ra dosis de dt,2014-05-01,3,7,3,7,10
