municipality,group,variable,month,9.25 Nro de Terceras visitas Familiares,TOTAL
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,22,22
CKOCHAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,23,23
COBIJA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,10,10
COCAPATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,6,6
COCHABAMBA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,47,47
COLCAPIRHUA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,38,38
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,45,45
COLOMI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,34,34
COLQUECHACA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,3,3
COLQUIRI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,2,2
COMARAPA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,5,5
COMBAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,4,4
CONCEPCION,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,5,5
COROICO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,29,29
CORQUE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,9,9
COTAGAITA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,70,70
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,31,31
CULPINA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,4,4
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,58,58
EL ALTO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,127,127
EL PUENTE(STC),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,11,11
EL PUENTE(TJA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,40,40
EL TORNO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,2,2
ENTRE RIOS CBBA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,10,10
FERNANDEZ ALONSO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,78,78
GAIOC JATUN AYLLU YURA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,43,43
GIA-TIM,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,65,65
HUACARETA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,2,2
HUARINA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,10,10
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,26,26
HUMANATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,5,5
INCAHUASI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,15,15
JESUS DE MACHACA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,1,1
LA GUARDIA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,1,1
LA PAZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,15,15
LAGUNILLAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,3,3
LLALLAGUA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,45,45
LLICA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,163,163
LORETO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,4,4
LURIBAY,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,3,3
MACHARETI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,2,2
MAGDALENA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,42,42
MAIRANA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,120,120
MIZQUE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,13,13
MOCOMOCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,13,13
MOJINETE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,21,21
MOJOCOYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,10,10
MONTEAGUDO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,62,62
MONTERO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,14,14
PADCAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,26,26
PAILON,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,1,1
POCOATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,10,10
PORCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,23,23
POROMA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,11,11
PORONGO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,2,2
POTOSI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,89,89
PUCARANI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,62,62
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,30,30
PUERTO QUIJARRO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,11,11
PUERTO SUAREZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,36,36
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,3,3
PUNA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,22,22
PUNATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,6,6
RAQAYPAMPA(ETA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,1,1
RAVELO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,31,31
RIBERALTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,40,40
RURRENABAQUE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,3,3
SACABA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,177,177
SACABAMBA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,8,8
SAIPINA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,1,1
SAMAIPATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,21,21
SAN AGUSTIN,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,10,10
SAN ANDRES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,21,21
SAN BORJA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,17,17
SAN CARLOS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,23,23
SAN IGNACIO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,36,36
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,91,91
SAN JOSE DE CHIQUITOS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,3,3
SAN JUAN DE YAPACANI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,2,2
SAN JULIAN,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,79,79
SAN LORENZO(PND),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,15,15
SAN LUCAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,4,4
SAN MATIAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,3,3
SAN PABLO DE LIPEZ,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,1,1
SAN PEDRO DE MACHA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,73,73
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,321,321
SANTA ROSA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,180,180
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,101,101
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,63,63
SHINAOTA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,4,4
SIPE SIPE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,10,10
SUCRE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,26,26
TACACHI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,21,21
TAHUA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,17,17
TAPACARI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,33,33
TARABUCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,1,1
TARACO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,15,15
TARIJA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,179,179
TARVITA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,5,5
TINGUIPAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,26,26
TIQUIPAYA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,242,242
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,3,3
TOCO,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,4,4
TOMINA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,1,1
TRIGAL,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,33,33
TRINIDAD,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,48,48
TUPIZA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,34,34
UNCIA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,47,47
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,44,44
URUBICHA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,34,34
UYUNI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,31,31
VALLEGRANDE,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,127,127
VIACHA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,17,17
VILA VILA,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,5,5
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,17,17
VILLA MONTES,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,75,75
VILLA TUNARI,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,38,38
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,3,3
VILLAZON,actividades del establecimiento y con la comunidad,nro de terceras visitas familiares,2024-07-01,41,41
