municipality,group,variable,month,N°de beneficiarios(as) con promoción en Salud Oral,TOTAL
HUATAJATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,155,155
HUAYLLAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,120,120
ICLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,212,212
INCAHUASI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,79,79
INQUISIVI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,30,30
IRUPANA (VILLA DE LANZA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,66,66
IXIAMAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,40,40
LA ASUNTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,44,44
LA GUARDIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,132,132
LA PAZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,1910,1910
LAGUNILLAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,59,59
LAJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,22,22
LAS CARRERAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,6,6
LICOMA PAMPA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,22,22
LLICA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,51,51
LORETO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,10,10
MACHACAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,75,75
MACHARETI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,39,39
MAGDALENA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,70,70
MALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,33,33
MECAPACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,75,75
MIZQUE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,42,42
MOCOMOCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,15,15
MOJINETE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,37,37
MOJOCOYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,73,73
MONTEAGUDO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,85,85
MONTERO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,45,45
MOROCHATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,119,119
NAZACARA DE PACAJES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,20,20
OCURI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,103,103
ORURO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,33,33
PADCAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,25,25
PADILLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,11,11
PALCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,193,193
PALOS BLANCOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,153,153
PATACAMAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,20,20
POCOATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,290,290
POCONA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,355,355
POOPO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,295,295
POROMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,231,231
PORONGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,45,45
PORVENIR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,10,10
POTOSI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,665,665
PRESTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,103,103
PUCARANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,12,12
PUERTO ACOSTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,41,41
PUERTO CARABUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,36,36
PUERTO GONZALO MORENO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,138,138
PUERTO RICO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,84,84
PUERTO VILLARROEL,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,1195,1195
QUILLACOLLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,140,140
RAVELO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,74,74
REYES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,72,72
RIBERALTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,493,493
ROBORE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,34,34
RURRENABAQUE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,20,20
SACABA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,659,659
SACABAMBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,26,26
SALINAS DE GARCI MENDOZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,95,95
SAN AGUSTIN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,10,10
SAN ANDRES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,20,20
SAN ANDRES DE MACHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,50,50
SAN ANTONIO DE ESMORUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,12,12
SAN BORJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,222,222
SAN BUENA VENTURA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,20,20
SAN IGNACIO DE VELASCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,49,49
SAN JAVIER(BNI),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,70,70
SAN JOAQUIN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,45,45
SAN JULIAN,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,39,39
SAN LORENZO(TJA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,11,11
SAN LUCAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,120,120
SAN MIGUEL DE VELASCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,55,55
SAN PEDRO DE BUENA VISTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,243,243
SAN PEDRO DE CURAHUARA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,48,48
SAN PEDRO DE TIQUINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,39,39
SAN RAMON BENI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,85,85
SANTA CRUZ DE LA SIERRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,2542,2542
SANTIAGO DE HUARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,160,160
SANTIAGO DE HUATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,54,54
SAPAHAQUI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,64,64
SENA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,71,71
SICA SICA (VILLA AROMA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,222,222
SOPACHUY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,75,75
SORACACHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,35,35
SORATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,120,120
SUCRE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,1990,1990
TACACHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,9,9
TACACOMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,29,29
TACOPAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,54,54
TAHUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,12,12
TAPACARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,282,282
TARABUCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,189,189
TARACO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,18,18
TARIJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,1463,1463
TARVITA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,400,400
TEOPONTE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,25,25
TINGUIPAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,58,58
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,15,15
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,52,52
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,133,133
TOLATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,304,304
TOMINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,42,42
TOTORA(ORR),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,73,73
TRINIDAD,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,847,847
TUPIZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,120,120
TURCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,229,229
UNCIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,146,146
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con promocion en salud oral,2024-05-01,266,266
