municipality,group,variable,month,N°de beneficiarios(as) con educación en Salud Oral,TOTAL
TARIJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,2101,2101
TARVITA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,400,400
TEOPONTE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,25,25
TINGUIPAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,46,46
TIQUIPAYA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,15,15
TIRAQUE (CBBA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,62,62
TITO YUPANQUI (PARQUIPUJIO),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,98,98
TOLATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,184,184
TOMINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,228,228
TOTORA(ORR),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,10,10
TRINIDAD,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,824,824
TUPIZA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,188,188
TURCO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,83,83
UMALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,122,122
UNCIA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,146,146
URIONDO (A. CONCEPCION),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,335,335
URUBICHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,2,2
UYUNI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,266,266
VALLEGRANDE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,46,46
VIACHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,169,169
VILA VILA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,41,41
VILLA CHARCAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,114,114
VILLA MONTES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,28,28
VILLA SERRANO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,63,63
VILLA TUNARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,190,190
VILLA VACA GUZMAN (MUYUPAMPA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,235,235
VILLAZON,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,85,85
VITICHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,35,35
WARNES,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,48,48
YACO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,11,11
YACUIBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,437,437
YAMPARAEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,116,116
YANACACHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,36,36
YAPACANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,162,162
YOTALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,238,238
YUNCHARA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,100,100
ZUDAÑEZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-05-01,111,111
ACHACACHI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,3,3
ACHOCALLA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,225,225
ALCALA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,158,158
ALTO BENI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,50,50
ANDAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,55,55
ANTEQUERA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,67,67
APOLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,45,45
ARAMPAMPA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,187,187
ARANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,12,12
ARBIETO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,12,12
ARQUE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,34,34
ASCENCION DE GUARAYOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,515,515
ATOCHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,184,184
AYATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,32,32
AYO AYO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,23,23
AZURDUY,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,161,161
BELEN DE ANDAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,24,24
BELLA FLOR,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,28,28
BERMEJO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,427,427
BETANZOS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,173,173
BOLPEBRA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,41,41
BUENA VISTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,68,68
CABEZAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,174,174
"CAIZA ""D""",actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,84,84
CAJUATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,275,275
CALACOTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,63,63
CALAMARCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,165,165
CAMARGO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,113,113
CAMATAQUI (C. VILLA ABECIA),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,44,44
CAMIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,105,105
CAPINOTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,36,36
CAQUIAVIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,60,60
CARACOLLO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,92,92
CARANAVI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,26,26
CARAPARI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,218,218
CARIPUYO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,14,14
CARMEN RIVERO TORREZ,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,38,38
CATACORA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,25,25
CHALLAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,458,458
CHAQUI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,19,19
CHARAGUA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,99,99
CHARAÑA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,90,90
CHAYANTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,8,8
CHIMORE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,106,106
CHOQUE COTA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,45,45
CHUA COCANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,257,257
CHUMA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,32,32
CHUQUIHUTA AYLLU JUCUMANI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,39,39
CKOCHAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,150,150
COBIJA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,245,245
COCAPATA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,137,137
COCHABAMBA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,1243,1243
"COLCHA ""K""",actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,168,168
COLLANA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,12,12
COLOMI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,21,21
COLQUECHACA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,99,99
COLQUENCHA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,153,153
COLQUIRI,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,42,42
COMANCHE,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,80,80
COPACABANA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,15,15
CORO CORO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,142,142
COTAGAITA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,198,198
COTOCA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,83,83
CUATRO CAÑADAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,308,308
CUCHUMUELA (V. G. VILLARROEL),actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,63,63
CULPINA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,68,68
CURAHUARA DE CARANGAS,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,137,137
CURVA,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,12,12
EL ALTO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,1604,1604
EL CHORO,actividades del establecimiento y con la comunidad,nde beneficiarios(as) con educacion en salud oral,2024-06-01,114,114
