municipality,group,variable,month,Vacunaciones antiamarílica en personas a part,TOTAL
PADCAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,5067,5067
PADILLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3904,3904
PAILON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,845,845
PALCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1616,1616
PALOS BLANCOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2666,2666
PAMPA AULLAGAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1281,1281
PAMPA GRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1624,1624
PAPEL PAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2763,2763
PASORAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,284,284
PATACAMAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,7418,7418
PAZÑA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2628,2628
PELECHUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1561,1561
POCONA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2706,2706
POJO (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1870,1870
POOPO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,146,146
PORCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1903,1903
POROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,6004,6004
PORONGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1514,1514
PORTACHUELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,4907,4907
PORVENIR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1399,1399
POSTRER VALLE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,438,438
POTOSI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,55582,55582
PRESTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,517,517
PUCARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,358,358
PUCARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,7032,7032
PUERTO ACOSTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1335,1335
PUERTO CARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2008,2008
PUERTO GONZALO MORENO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,194,194
PUERTO PEREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2976,2976
PUERTO QUIJARRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3440,3440
PUERTO RICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,172,172
PUERTO SUAREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2598,2598
PUERTO VILLARROEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3460,3460
PUNA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,7555,7555
PUNATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,8803,8803
QUIABAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1436,1436
QUILLACOLLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,29957,29957
QUIME,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3181,3181
QUIRUSILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,478,478
RAVELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2,2
REYES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3843,3843
RIBERALTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1921,1921
ROBORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,5117,5117
RURRENABAQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3790,3790
SABAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,437,437
SACABA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,17257,17257
SACABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,340,340
SACACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2507,2507
SAIPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2114,2114
SALINAS DE GARCI MENDOZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,5200,5200
SAMAIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2662,2662
SAN AGUSTIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,777,777
SAN ANDRES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1621,1621
SAN ANDRES DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1597,1597
SAN ANTONIO DE ESMORUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,258,258
SAN ANTONIO DE LOMERIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,259,259
SAN BENITO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,255,255
SAN BORJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3110,3110
SAN BUENA VENTURA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,266,266
SAN CARLOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3604,3604
SAN IGNACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,86,86
SAN IGNACIO DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,12533,12533
SAN JAVIER(BNI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,20,20
SAN JAVIER(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3,3
SAN JOAQUIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,148,148
SAN JOSE DE CHIQUITOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,4212,4212
SAN JUAN DE YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1272,1272
SAN JULIAN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,10032,10032
SAN LORENZO(PND),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,318,318
SAN LORENZO(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,6574,6574
SAN LUCAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,4056,4056
SAN MATIAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3443,3443
SAN MIGUEL DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,880,880
SAN PABLO DE LIPEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,375,375
SAN PEDRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3489,3489
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2409,2409
SAN PEDRO DE CURAHUARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2854,2854
SAN PEDRO DE QUEMES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,215,215
SAN PEDRO DE TIQUINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1374,1374
SAN PEDRO(PND),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,95,95
SAN RAFAEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1440,1440
SAN RAMON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,648,648
SANTA ANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,4120,4120
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,277269,277269
SANTA ROSA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2067,2067
SANTA ROSA DEL SARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3969,3969
SANTIAGO DE CALLAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3033,3033
SANTIAGO DE HUARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,4038,4038
SANTIAGO DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1077,1077
SANTIVAÑES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1388,1388
SANTUARIO DE QUILLACAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2068,2068
SAPAHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3747,3747
SICA SICA (VILLA AROMA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,8996,8996
SIPE SIPE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,13301,13301
SOPACHUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,30,30
SORACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3571,3571
SORATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,6446,6446
SUCRE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,83477,83477
TACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,150,150
TACACOMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3139,3139
TACOBAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,960,960
TACOPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1990,1990
TAPACARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2828,2828
TARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2778,2778
TARACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1726,1726
TARIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,26890,26890
TARVITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2937,2937
TEOPONTE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1309,1309
TIAWANACU,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,4393,4393
TINGUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,6871,6871
TIPUANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,92,92
TIQUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,460,460
TIRAQUE (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,7481,7481
TOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,39,39
TODOS SANTOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,196,196
TOLATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1947,1947
TOLEDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3181,3181
TOMAVE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1439,1439
TOMINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3255,3255
TORO TORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3532,3532
TOTORA(CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3165,3165
TOTORA(ORR),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1401,1401
TRIGAL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,239,239
TRINIDAD,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3386,3386
TUPIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,16678,16678
TURCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,21,21
UMALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3685,3685
UNCIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3995,3995
URIONDO (A. CONCEPCION),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,5446,5446
URUBICHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1465,1465
UYUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,84,84
VACAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,4545,4545
VALLEGRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,4708,4708
VIACHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,14676,14676
VILA VILA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,535,535
VILLA MONTES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,12716,12716
VILLA NUEVA (LOMA ALTA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,61,61
VILLA RIVERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1487,1487
VILLA SERRANO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,5610,5610
VILLA TUNARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3441,3441
VILLAZON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,6288,6288
VINTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,19909,19909
VITICHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1260,1260
WARNES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,3678,3678
YACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1492,1492
YACUIBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,31878,31878
YAMPARAEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1394,1394
YANACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2363,2363
YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,2130,2130
YOTALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1321,1321
YUNCHARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1090,1090
ZUDAÑEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-04-01,1823,1823
ACHACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,15227,15227
ACHOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,11464,11464
AIQUILE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,2588,2588
ALCALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,244,244
ANCORAIMES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,4504,4504
ANTEQUERA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,107,107
ANZALDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,1229,1229
APOLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,5872,5872
ARAMPAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,276,276
ARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,1054,1054
ARBIETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,534,534
ARQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,2910,2910
ASCENCION DE GUARAYOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,1272,1272
ATOCHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,1447,1447
AUCAPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,822,822
AYATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,2999,2999
AYO AYO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,2219,2219
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,1811,1811
AZURDUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,1911,1911
BATALLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,2475,2475
BAURES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,684,684
BELEN DE URMIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,595,595
BELLA FLOR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,34,34
BERMEJO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,595,595
BETANZOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,5560,5560
BOLIVAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,1357,1357
BOLPEBRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2007-05-01,17,17
