,group,variable,month,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 4TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
BOLPEBRA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,2,0,5,7,7,7,14
BOYUIBE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,3,2,104,74,107,76,183
BUENA VISTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,33,49,199,152,232,201,433
CABEZAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,43,41,86,164,129,205,334
CAIROMA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,3,16,18,16,21,37
"CAIZA ""D""",otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,5,3,5,3,8
CAJUATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,8,0,0,0,8,8
CALACOTO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,2,0,2,1,3
CALAMARCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,2,0,2,0,4,4
CAMARGO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,4,14,9,29,13,43,56
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,1,0,6,1,7,8
CAMIRI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,216,176,448,916,664,1092,1756
CAPINOTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,11,45,80,45,91,136
CAQUIAVIRI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,1,1,1,1,2
CARACOLLO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,2,19,53,19,55,74
CARANAVI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,12,4,40,4,52,56
CARANGAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,1,0,1,1
CARAPARI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,0,29,14,30,14,44
CARIPUYO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,19,24,19,25,44
CARMEN RIVERO TORREZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,2,2,20,89,22,91,113
CATACORA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,18,13,18,13,31
CHACARILLA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,6,7,6,7,13
CHALLAPATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,176,210,176,210,386
CHAQUI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,3,0,3,3
CHARAGUA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,3,2,76,90,79,92,171
CHARAÑA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,1,14,1,14,15
CHAYANTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,38,38,38,38,76
CHIMORE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,6,5,12,5,18,23
CHIPAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,12,10,12,11,23
CHUA COCANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,1,3,1,4,5
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,25,28,25,29,54
CHUMA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,9,11,9,11,20
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,4,3,4,4,8
CKOCHAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,18,25,27,106,45,131,176
CLIZA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,7,26,33,26,40,66
COBIJA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,14,56,197,57,211,268
COCAPATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,3,2,3,3,6,9
COCHABAMBA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,56,203,525,560,581,763,1344
COIPASA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,2,5,2,5,7
COLCAPIRHUA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,4,21,18,14,22,35,57
"COLCHA ""K""",otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,3,7,49,62,52,69,121
COLLANA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,0,3,0,4,4
COLOMI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,8,15,15,16,23,39
COLPA BELGICA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,3,7,10,56,13,63,76
COLQUECHACA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,73,98,73,98,171
COLQUENCHA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,22,14,22,15,37
COLQUIRI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,35,50,35,50,85
COMANCHE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,2,9,2,9,11
COMARAPA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,14,119,111,119,125,244
CONCEPCION,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,12,23,1399,1114,1411,1137,2548
COPACABANA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,14,27,14,28,42
CORIPATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,1,2,1,3,4
CORO CORO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,2,10,2,11,13
COROICO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,0,75,60,76,60,136
CORQUE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,2,37,52,37,54,91
COTAGAITA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,5,13,72,14,77,91
COTOCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,35,90,1476,1618,1511,1708,3219
CUATRO CAÑADAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,4,7,53,123,57,130,187
CUEVO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,3,10,7,10,10,20
CULPINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,2,19,3,19,5,38,43
CURAHUARA DE CARANGAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,2,2,18,2,20,22
CURVA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,1,0,1,1
DESAGUADERO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,2,0,2,2
EL ALTO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,114,549,2002,2764,2116,3313,5429
EL CHORO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,2,15,26,15,28,43
EL PUENTE(STC),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,2,1,4,1,6,7
EL PUENTE(TJA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,3,3,37,94,40,97,137
EL TORNO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,45,74,1173,1223,1218,1297,2515
EL VILLAR,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,23,9,0,3,23,12,35
ENTRE RIOS TRJ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,8,112,196,113,204,317
ENTRE RIOS CBBA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,4,6,2,3,6,9,15
ESCARA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,3,0,3,3
ESCOMA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,1,0,1,1
EUCALIPTUS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,2,4,17,4,19,23
EUREKA (SANTOS MERCADO),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,0,2,0,3,3
FERNANDEZ ALONSO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,10,11,10,11,21
FILADELFIA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,2,5,13,6,15,21
GENERAL SAAVEDRA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,9,16,53,16,62,78
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,2,1,11,14,13,15,28
GUANAY,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,2,15,30,15,32,47
GUAQUI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,36,43,36,43,79
GUAYARAMERIN,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,5,85,107,86,112,198
GUTIERREZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,28,71,60,69,88,140,228
HUACARETA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,10,281,225,282,235,517
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,2,3,11,4,13,17
HUANUNI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,4,23,74,23,78,101
HUARINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,45,71,45,71,116
HUATAJATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,1,0,1,1
HUAYLLAMARCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,2,8,12,9,14,23
ICHOCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,2,0,2,0,2
ICLA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,6,0,6,6
INCAHUASI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,4,0,4,4
INGAVI (HUMAITA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,1,0,1,0,1
INQUISIVI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,26,57,26,57,83
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,2,59,58,60,60,120
IXIAMAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,0,9,0,10,10
JESUS DE MACHACA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,2,79,96,79,98,177
LA ASUNTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,2,34,29,34,31,65
LA GUARDIA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,60,176,4374,4579,4434,4755,9189
LA PAZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,34,333,505,632,539,965,1504
LA RIVERA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,2,0,2,2
LAGUNILLAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,1,25,39,26,40,66
LAJA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,43,42,43,42,85
LICOMA PAMPA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,132,105,132,105,237
LLALLAGUA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,780,951,780,951,1731
LLICA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,0,0,0,1,1
LORETO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,10,5,9,6,19,11,30
LURIBAY,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,70,62,70,63,133
MACHACAMARCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,6,0,5,1,11,12
MACHARETI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,4,21,48,22,52,74
MAGDALENA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,6,26,6,26,32
MAIRANA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,2,224,133,224,135,359
MAPIRI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,9,3,14,3,23,26
MECAPACA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,5,0,5,5
MINEROS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,7,4,57,34,64,38,102
MIZQUE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,6,4,30,4,36,40
MOCOMOCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,7,53,58,53,65,118
MOJINETE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,6,0,6,6
MOJOCOYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,4,11,14,12,18,23,41
MONTEAGUDO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,4,26,283,278,287,304,591
MONTERO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,73,72,71,154,144,226,370
MORO MORO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,7,3,7,13,14,16,30
MOROCHATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,11,0,7,0,18,18
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,6,0,6,6
NAZACARA DE PACAJES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,11,9,4,13,15,22,37
OCURI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,3,0,1,0,4,4
OKINAWA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,3,29,86,30,89,119
OMEREQUE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,2,3,3,8,5,11,16
ORURO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,6,95,289,550,295,645,940
PADCAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,184,170,184,171,355
PADILLA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,3,5,13,41,16,46,62
PAILON,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,11,9,102,111,113,120,233
PALCA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,10,2,10,3,13
PALOS BLANCOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,15,75,77,76,92,168
PAMPA AULLAGAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,4,5,4,5,9
PAMPA GRANDE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,6,16,548,472,554,488,1042
PAPEL PAMPA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,4,0,4,4
PASORAPA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,8,10,8,10,18
PATACAMAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,0,2,0,3,3
PAZÑA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,0,11,26,12,26,38
PELECHUCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,1,1,1,2,3
POCOATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,0,32,53,33,53,86
POCONA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,4,61,66,62,70,132
POJO (CBBA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,7,2,8,10,15,12,27
POOPO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,89,101,0,0,89,101,190
PORCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,11,0,11,11
POROMA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,2,1,4,2,6,8
PORONGO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,31,19,534,466,565,485,1050
PORTACHUELO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,7,37,23,37,30,67
PORVENIR,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,7,36,7,36,43
POSTRER VALLE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,2,23,2,1,4,24,28
POTOSI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,74,114,73,174,147,288,435
PRESTO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,2,6,24,43,26,49,75
PUCARA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,3,12,0,0,3,12,15
PUCARANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,3,23,53,24,56,80
PUERTO ACOSTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,4,18,4,18,22
PUERTO CARABUCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,11,0,11,0,11
PUERTO GONZALO MORENO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,16,39,16,39,55
PUERTO PEREZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,10,9,10,9,19
PUERTO QUIJARRO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,23,72,23,72,95
PUERTO RICO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,5,11,32,12,37,49
PUERTO SUAREZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,2,23,138,23,140,163
PUERTO VILLARROEL,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,10,46,40,79,50,125,175
PUNA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,15,38,15,39,54
PUNATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,3,16,7,10,10,26,36
QUIABAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,0,1,0,2,2
QUILLACOLLO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,3,13,24,63,27,76,103
QUIME,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,10,17,51,17,61,78
QUIRUSILLAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,10,0,10,10
RAVELO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,6,223,279,224,285,509
REYES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,21,42,21,42,63
RIBERALTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,10,16,14,16,24,40
ROBORE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,2,2,132,102,134,104,238
RURRENABAQUE,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,2,1,0,1,2,3
SABAYA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,2,4,2,4,6
SACABA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,31,54,88,55,119,174
SACABAMBA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,1,0,2,1,3,4
SACACA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,10,28,10,28,38
SAIPINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,191,195,191,196,387
SALINAS DE GARCI MENDOZA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,2,5,8,5,10,15
SAMAIPATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,12,23,222,204,234,227,461
SAN AGUSTIN,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,41,34,41,34,75
SAN ANDRES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,6,2,34,3,40,43
SAN ANDRES DE MACHACA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,7,12,7,12,19
SAN ANTONIO DE ESMORUCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,16,13,16,13,29
SAN ANTONIO DE LOMERIO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,17,21,129,125,146,146,292
SAN BENITO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,2,7,30,55,32,62,94
SAN BORJA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,3,17,169,323,172,340,512
SAN BUENA VENTURA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,7,5,23,5,30,35
SAN CARLOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,8,23,329,351,337,374,711
SAN IGNACIO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,4,10,15,42,19,52,71
SAN IGNACIO DE VELASCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,54,110,117,344,171,454,625
SAN JAVIER(BNI),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,2,7,2,7,4,11
SAN JAVIER(STC),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,2,19,46,20,48,68
SAN JOAQUIN,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,1,9,1,9,10
SAN JOSE DE CHIQUITOS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,3,18,95,192,98,210,308
SAN JUAN DE YAPACANI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,0,0,4,1,4,5
SAN JULIAN,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,12,13,200,205,212,218,430
SAN LORENZO(PND),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,1,0,1,0,1
SAN LORENZO(TJA),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,8,19,28,19,36,55
SAN LUCAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,8,45,58,77,66,122,188
SAN MATIAS,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,2,10,20,105,22,115,137
SAN MIGUEL DE VELASCO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,6,17,74,87,80,104,184
SAN PABLO DE LIPEZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,0,0,7,1,7,8
SAN PEDRO,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,32,40,32,41,73
SAN PEDRO DE CURAHUARA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,2,2,2,2,4
SAN PEDRO DE TIQUINA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,3,0,9,21,12,21,33
SAN PEDRO(PND),otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,77,76,77,77,154
SAN RAFAEL,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,2,10,87,134,89,144,233
SAN RAMON BENI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,3,13,3,14,17
SAN RAMON SCZ,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,9,102,93,103,102,205
SANTA ANA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,235,751,10125,11672,10360,12423,22783
SANTA ROSA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,0,0,0,1,1
SANTA ROSA DEL SARA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,2,5,73,145,75,150,225
SANTIAGO DE CALLAPA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,1,0,1,1
SANTIAGO DE HUARI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,0,51,25,51,25,76
SANTIAGO DE HUATA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,36,48,36,49,85
SANTIAGO DE MACHACA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,1,1,3,1,4,5
SANTIVAÑES,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,4,1,1,1,5,6
SAPAHAQUI,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,0,2,20,2,20,4,24
SENA,otras vacunaciones,total dt 4ta. dosis de 10 a 49 anos,2015-04-01,1,2,16,47,17,49,66
