,group,variable,month,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS DENTRO,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTAL INFLUENZA ESTACIONAL A MUJERES EMBARAZADAS FUERA,TOTALES,TOTALES,TOTALES
INQUISIVI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
IRUPANA (VILLA DE LANZA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,4.0,0.0,3.0,0.0,7.0,7.0
IXIAMAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,19.0,0.0,48.0,0.0,67.0,67.0
JESUS DE MACHACA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
LA ASUNTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,49.0,0.0,8.0,0.0,57.0,57.0
LA GUARDIA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,44.0,0.0,6.0,0.0,50.0,50.0
LA PAZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,947.0,0.0,87.0,0.0,1034.0,1034.0
LAJA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
LAS CARRERAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
MACHACAMARCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
MAGDALENA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,9.0,0.0,0.0,0.0,9.0,9.0
MAIRANA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,11.0,0.0,0.0,0.0,11.0,11.0
MAPIRI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,18.0,0.0,7.0,0.0,25.0,25.0
MINEROS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
MIZQUE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,8.0,0.0,4.0,0.0,12.0,12.0
MONTEAGUDO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
MONTERO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,69.0,0.0,8.0,0.0,77.0,77.0
MOROCHATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,3.0,0.0,3.0,0.0,6.0,6.0
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
OCURI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,3.0,0.0,5.0,0.0,8.0,8.0
OKINAWA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
ORURO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,184.0,0.0,39.0,0.0,223.0,223.0
PADCAYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PADILLA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
PAILON,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,8.0,0.0,4.0,0.0,12.0,12.0
PALCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,4.0,0.0,3.0,0.0,7.0,7.0
PALOS BLANCOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,13.0,0.0,13.0,0.0,26.0,26.0
PAMPA AULLAGAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
PATACAMAYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
PAZÑA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
PELECHUCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,2.0,0.0,2.0,0.0,4.0,4.0
POCOATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,3.0,0.0,2.0,0.0,5.0,5.0
POCONA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,0.0,0.0,5.0,0.0,5.0,5.0
POJO (CBBA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
PORCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,3.0,0.0,8.0,0.0,11.0,11.0
POROMA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,14.0,0.0,2.0,0.0,16.0,16.0
PORONGO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
POTOSI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,442.0,0.0,59.0,0.0,501.0,501.0
PRESTO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
PUERTO CARABUCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
PUERTO PEREZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,2.0,0.0,9.0,0.0,11.0,11.0
PUERTO QUIJARRO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
PUERTO RICO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
PUERTO SUAREZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,7.0,0.0,0.0,0.0,7.0,7.0
PUNA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,13.0,0.0,3.0,0.0,16.0,16.0
PUNATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
QUILLACOLLO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,66.0,0.0,72.0,0.0,138.0,138.0
QUIME,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
RAVELO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,4.0,0.0,9.0,0.0,13.0,13.0
REYES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,5.0,0.0,0.0,0.0,5.0,5.0
RIBERALTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,35.0,0.0,0.0,0.0,35.0,35.0
ROBORE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,8.0,0.0,5.0,0.0,13.0,13.0
RURRENABAQUE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,9.0,0.0,0.0,0.0,9.0,9.0
SACABA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,94.0,0.0,57.0,0.0,151.0,151.0
SACACA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,8.0,0.0,0.0,0.0,8.0,8.0
SALINAS DE GARCI MENDOZA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,5.0,0.0,5.0,0.0,10.0,10.0
SAMAIPATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,7.0,0.0,0.0,0.0,7.0,7.0
SAN AGUSTIN,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
SAN ANDRES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
SAN ANDRES DE MACHACA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
SAN ANTONIO DE LOMERIO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,10.0,0.0,3.0,0.0,13.0,13.0
SAN BENITO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SAN BORJA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,17.0,0.0,27.0,0.0,44.0,44.0
SAN BUENA VENTURA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,13.0,0.0,7.0,0.0,20.0,20.0
SAN CARLOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,21.0,0.0,0.0,0.0,21.0,21.0
SAN IGNACIO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,54.0,0.0,10.0,0.0,64.0,64.0
SAN IGNACIO DE VELASCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,109.0,0.0,7.0,0.0,116.0,116.0
SAN JAVIER(STC),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,13.0,0.0,0.0,0.0,13.0,13.0
SAN JOAQUIN,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,10.0,0.0,0.0,0.0,10.0,10.0
SAN JOSE DE CHIQUITOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,7.0,0.0,18.0,0.0,25.0,25.0
SAN JUAN DE YAPACANI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
SAN JULIAN,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,34.0,0.0,7.0,0.0,41.0,41.0
SAN LORENZO(PND),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,2.0,0.0,22.0,0.0,24.0,24.0
SAN LORENZO(TJA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,20.0,0.0,5.0,0.0,25.0,25.0
SAN MATIAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,10.0,0.0,1.0,0.0,11.0,11.0
SAN MIGUEL DE VELASCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,19.0,0.0,1.0,0.0,20.0,20.0
SAN PABLO DE LIPEZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SAN PEDRO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,7.0,0.0,5.0,0.0,12.0,12.0
SAN PEDRO DE TIQUINA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
SAN PEDRO(PND),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SAN RAMON BENI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,29.0,0.0,0.0,0.0,29.0,29.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1002.0,0.0,24.0,0.0,1026.0,1026.0
SANTA ROSA DEL SARA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,29.0,0.0,2.0,0.0,31.0,31.0
SANTIAGO DE HUARI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,5.0,0.0,2.0,0.0,7.0,7.0
SANTIAGO DE HUATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
SANTIAGO DE MACHACA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
SAPAHAQUI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
SENA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,28.0,0.0,2.0,0.0,30.0,30.0
SHINAOTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SICA SICA (VILLA AROMA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
SORACACHI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,2.0,0.0,1.0,0.0,3.0,3.0
SUCRE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,19.0,0.0,46.0,0.0,65.0,65.0
TACACOMA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,8.0,0.0,5.0,0.0,13.0,13.0
TACOBAMBA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,0.0,0.0,6.0,0.0,6.0,6.0
TACOPAYA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
TAPACARI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,3.0,0.0,10.0,0.0,13.0,13.0
TARABUCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,32.0,0.0,3.0,0.0,35.0,35.0
TARACO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
TARATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
TARIJA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,125.0,0.0,29.0,0.0,154.0,154.0
TEOPONTE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,4.0,0.0,1.0,0.0,5.0,5.0
TIAWANACU,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
TIPUANI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,4.0,0.0,14.0,0.0,18.0,18.0
TIRAQUE (CBBA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,18.0,0.0,3.0,0.0,21.0,21.0
TOCO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,12.0,0.0,2.0,0.0,14.0,14.0
TOLATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
TOLEDO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
TOMAVE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,9.0,0.0,5.0,0.0,14.0,14.0
TORO TORO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,7.0,0.0,12.0,0.0,19.0,19.0
TOTORA(CBBA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,20.0,0.0,5.0,0.0,25.0,25.0
TOTORA(ORR),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
TRINIDAD,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,189.0,0.0,11.0,0.0,200.0,200.0
TUPIZA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,8.0,0.0,20.0,0.0,28.0,28.0
URIONDO (A. CONCEPCION),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,15.0,0.0,6.0,0.0,21.0,21.0
URUBICHA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,13.0,0.0,6.0,0.0,19.0,19.0
UYUNI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,3.0,0.0,8.0,0.0,11.0,11.0
VACAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,8.0,0.0,8.0,0.0,16.0,16.0
VIACHA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,70.0,0.0,48.0,0.0,118.0,118.0
VILA VILA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,2.0,0.0,1.0,0.0,3.0,3.0
VILLA MONTES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,105.0,0.0,14.0,0.0,119.0,119.0
VILLA RIVERO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,6.0,0.0,2.0,0.0,8.0,8.0
VILLA TUNARI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,50.0,0.0,2.0,0.0,52.0,52.0
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
VILLAZON,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,61.0,0.0,3.0,0.0,64.0,64.0
VINTO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,7.0,0.0,2.0,0.0,9.0,9.0
VITICHI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
WARNES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,43.0,0.0,2.0,0.0,45.0,45.0
YACUIBA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,9.0,0.0,28.0,0.0,37.0,37.0
YANACACHI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,5.0,0.0,5.0,0.0,10.0,10.0
YAPACANI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,24.0,0.0,4.0,0.0,28.0,28.0
YOCALLA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,4.0,0.0,2.0,0.0,6.0,6.0
YUNCHARA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,2.0,0.0,1.0,0.0,3.0,3.0
ZUDAÑEZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-08-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
ACACIO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,5.0,0.0,5.0,5.0
ACHACACHI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
AIQUILE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,3.0,0.0,3.0,3.0
APOLO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,4.0,0.0,1.0,0.0,5.0,5.0
ARBIETO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,12.0,0.0,1.0,0.0,13.0,13.0
ASCENCION DE GUARAYOS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,22.0,0.0,0.0,0.0,22.0,22.0
ATOCHA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
BATALLAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
BAURES,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,4.0,0.0,10.0,0.0,14.0,14.0
BELEN DE ANDAMARCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,4.0,0.0,4.0,4.0
BELLA FLOR,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
BERMEJO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,8.0,0.0,1.0,0.0,9.0,9.0
BUENA VISTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
CABEZAS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,12.0,0.0,3.0,0.0,15.0,15.0
"CAIZA ""D""",otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CAMIRI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,7.0,0.0,0.0,0.0,7.0,7.0
CAPINOTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
CAQUIAVIRI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
CARACOLLO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CARAPARI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
CARIPUYO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
CARMEN RIVERO TORREZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,12.0,0.0,1.0,0.0,13.0,13.0
CHALLAPATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,38.0,0.0,4.0,0.0,42.0,42.0
CHARAGUA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
CHARAÑA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,3.0,0.0,0.0,0.0,3.0,3.0
CHAYANTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,4.0,0.0,3.0,0.0,7.0,7.0
CHIMORE,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,65.0,0.0,13.0,0.0,78.0,78.0
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,7.0,0.0,0.0,0.0,7.0,7.0
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
COBIJA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,88.0,0.0,4.0,0.0,92.0,92.0
COCAPATA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,8.0,0.0,8.0,8.0
COCHABAMBA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,109.0,0.0,43.0,0.0,152.0,152.0
COLOMI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,20.0,0.0,4.0,0.0,24.0,24.0
COLQUECHACA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
COLQUIRI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
CONCEPCION,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,2.0,0.0,3.0,3.0
COPACABANA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,6.0,0.0,8.0,0.0,14.0,14.0
CORO CORO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,4.0,0.0,1.0,0.0,5.0,5.0
COROICO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
COTOCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,81.0,0.0,0.0,0.0,81.0,81.0
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,1.0,0.0,1.0,1.0
EL ALTO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,675.0,0.0,126.0,0.0,801.0,801.0
EL PUENTE(STC),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,1.0,0.0,2.0,2.0
EL TORNO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
ENTRE RIOS TRJ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,24.0,0.0,0.0,0.0,24.0,24.0
EUCALIPTUS,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,2.0,0.0,2.0,2.0
FERNANDEZ ALONSO,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
GENERAL SAAVEDRA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,6.0,0.0,0.0,0.0,6.0,6.0
GUANAY,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,3.0,0.0,2.0,0.0,5.0,5.0
GUAYARAMERIN,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,2.0,0.0,0.0,0.0,2.0,2.0
GUTIERREZ,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,19.0,0.0,0.0,0.0,19.0,19.0
HUANUNI,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,7.0,0.0,8.0,8.0
HUAYLLAMARCA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
INGAVI (HUMAITA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,0.0,0.0,9.0,0.0,9.0,9.0
IRUPANA (VILLA DE LANZA),otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,3.0,0.0,2.0,0.0,5.0,5.0
JESUS DE MACHACA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,4.0,0.0,0.0,0.0,4.0,4.0
LA ASUNTA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,8.0,0.0,2.0,0.0,10.0,10.0
LA GUARDIA,otras vacunaciones,total influenza estacional a mujeres embarazadas,2015-09-01,0.0,27.0,0.0,1.0,0.0,28.0,28.0
