,group,variable,month,TOTAL DT 1RA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 1RA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 1RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 1RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
SIPE SIPE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,9,37,407,350,416,387,803
SOPACHUY,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,4,5,38,77,42,82,124
SORACACHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,32,50,614,572,646,622,1268
SORATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,1,18,481,512,482,530,1012
SUCRE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,191,810,7023,3553,7214,4363,11577
TACACHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,0,0,1,5,1,5,6
TACACOMA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,26,13,145,77,171,90,261
TACOBAMBA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,1,5,505,411,506,416,922
TACOPAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,13,5,145,136,158,141,299
TAHUA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,0,0,58,85,58,85,143
TAPACARI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,8,16,240,214,248,230,478
TARABUCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,91,87,59,63,150,150,300
TARACO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,5,8,147,150,152,158,310
TARATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,5,7,335,154,340,161,501
TARIJA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,343,656,6311,5994,6654,6650,13304
TARVITA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,12,8,159,148,171,156,327
TEOPONTE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,12,18,323,315,335,333,668
TIAWANACU,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,6,10,214,190,220,200,420
TINGUIPAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,9,74,445,536,454,610,1064
TIPUANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,5,7,457,474,462,481,943
TIQUIPAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,33,45,1051,1163,1084,1208,2292
TIRAQUE (CBBA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,14,28,404,358,418,386,804
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,0,5,16,6,16,11,27
TOCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,6,14,28,30,34,44,78
TODOS SANTOS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,0,0,6,4,6,4,10
TOLATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,2,2,324,51,326,53,379
TOLEDO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,2,7,160,149,162,156,318
TOMAVE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,90,107,1105,969,1195,1076,2271
TOMINA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,0,0,24,13,24,13,37
TORO TORO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,83,91,760,686,843,777,1620
TOTORA(CBBA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,8,12,194,189,202,201,403
TOTORA(ORR),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,1,4,335,301,336,305,641
TRIGAL,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,1,0,27,3,28,3,31
TRINIDAD,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,93,282,5599,5271,5692,5553,11245
TUPIZA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,218,297,2160,2162,2378,2459,4837
TURCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,0,2,34,34,34,36,70
UMALA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,9,36,68,140,77,176,253
UNCIA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,14,41,1834,2198,1848,2239,4087
URIONDO (A. CONCEPCION),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,24,30,541,701,565,731,1296
URUBICHA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,0,1,428,389,428,390,818
UYUNI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,68,142,1368,1444,1436,1586,3022
VACAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,6,4,146,128,152,132,284
VALLEGRANDE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,20,37,468,413,488,450,938
VIACHA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,110,232,2569,2284,2679,2516,5195
VILA VILA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,1,1,1,6,2,7,9
VILLA CHARCAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,19,20,107,92,126,112,238
VILLA MONTES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,38,47,1342,1114,1380,1161,2541
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,2,3,10,6,12,9,21
VILLA RIVERO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,1,9,67,67,68,76,144
VILLA SERRANO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,13,26,56,52,69,78,147
VILLA TUNARI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,48,88,1332,1138,1380,1226,2606
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,16,13,33,33,49,46,95
VILLAZON,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,179,396,1662,1893,1841,2289,4130
VINTO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,23,95,417,417,440,512,952
VITICHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,15,35,161,160,176,195,371
WALDO BALLIVIAN,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,0,0,149,154,149,154,303
WARNES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,137,231,760,535,897,766,1663
YACO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,0,1,201,164,201,165,366
YACUIBA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,113,215,4196,4353,4309,4568,8877
YAMPARAEZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,19,24,31,31,50,55,105
YANACACHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,20,18,282,229,302,247,549
YAPACANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,1206,1072,637,542,1843,1614,3457
YOCALLA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,16,28,615,639,631,667,1298
YOTALA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,11,5,110,35,121,40,161
YUNCHARA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,27,45,353,443,380,488,868
YUNGUYO DE LITORAL,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,2,0,6,3,8,3,11
ZUDAÑEZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-04-01,2,5,22,28,24,33,57
ACACIO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,5,7,5,1,10,8,18
ACHACACHI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,7,50,32,62,39,112,151
ACHOCALLA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,2,27,236,293,238,320,558
AIQUILE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,5,16,106,137,111,153,264
ALALAY,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,0,6,13,7,13,20
ALCALA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,2,2,0,1,2,3,5
ALTO BENI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,24,22,32,21,56,43,99
ANCORAIMES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,18,21,35,21,53,74
ANDAMARCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,2,5,1,5,3,10,13
ANTEQUERA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,3,29,15,30,18,48
ANZALDO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,2,168,171,169,173,342
APOLO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,25,22,170,193,195,215,410
ARAMPAMPA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,5,2,30,26,35,28,63
ARANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,10,9,42,34,52,43,95
ARBIETO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,24,9,195,208,219,217,436
ARQUE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,9,14,89,64,98,78,176
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1604,134,1602,1571,3206,1705,4911
ATOCHA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,41,47,60,72,101,119,220
AUCAPATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,0,14,18,15,18,33
AYATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,3,3,19,32,22,35,57
AYO AYO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,8,6,11,13,19,19,38
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,6,18,189,207,195,225,420
AZURDUY,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,3,10,6,11,9,20
BATALLAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,9,22,85,84,94,106,200
BAURES,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,32,7,418,242,450,249,699
BELEN DE ANDAMARCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,2,3,0,3,2,5
BELEN DE URMIRI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,5,0,34,33,39,33,72
BELLA FLOR,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,6,5,32,7,38,12,50
BERMEJO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,36,72,94,63,130,135,265
BETANZOS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,19,36,42,186,61,222,283
BOLIVAR,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,0,8,28,8,28,36
BOLPEBRA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,4,6,43,12,47,18,65
BOYUIBE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,3,3,48,43,51,46,97
BUENA VISTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,12,12,20,3,32,15,47
CABEZAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,28,76,14,29,42,105,147
CAIROMA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,3,34,75,44,78,78,156
"CAIZA ""D""",otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,5,26,160,141,165,167,332
CAJUATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,10,17,107,83,117,100,217
CALACOTO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,2,19,15,19,17,36
CALAMARCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,4,23,18,16,22,39,61
CAMARGO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,17,15,30,31,47,46,93
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,1,6,4,7,5,12
CAMIRI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,74,44,97,93,171,137,308
CAPINOTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,3,3,119,119,122,122,244
CAQUIAVIRI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,7,41,39,41,46,87
CARACOLLO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,17,26,281,250,298,276,574
CARANAVI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,57,130,869,870,926,1000,1926
CARAPARI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,46,48,84,71,130,119,249
CARIPUYO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,8,0,2,0,10,10
CARMEN RIVERO TORREZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,5,8,63,82,68,90,158
CATACORA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,1,0,2,0,3,3
CHALLAPATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,16,58,831,719,847,777,1624
CHAQUI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,24,3,14,4,38,42
CHARAGUA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,48,17,175,210,223,227,450
CHARAÑA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,0,4,4,4,4,8
CHAYANTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,10,13,102,115,112,128,240
CHIMORE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,17,22,183,158,200,180,380
CHOQUE COTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,1,0,0,1,1,2
CHUA COCANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,2,2,71,56,73,58,131
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,8,38,78,48,86,86,172
CHUMA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,2,9,134,169,136,178,314
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,5,6,180,41,185,47,232
CKOCHAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,14,40,121,101,135,141,276
CLIZA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,12,10,59,62,71,72,143
COBIJA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,57,124,404,345,461,469,930
COCAPATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,13,13,357,352,370,365,735
COCHABAMBA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,422,1269,4571,4903,4993,6172,11165
COIPASA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,2,0,0,3,2,3,5
COLCAPIRHUA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,16,55,166,211,182,266,448
"COLCHA ""K""",otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,21,50,159,150,180,200,380
COLLANA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,0,18,25,18,25,43
COLOMI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,19,26,196,184,215,210,425
COLPA BELGICA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,60,62,137,102,197,164,361
COLQUECHACA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,3,38,340,430,343,468,811
COLQUENCHA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,8,40,51,41,59,100
COLQUIRI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,14,91,100,92,114,206
COMANCHE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,2,0,0,0,2,2
COMARAPA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,8,18,0,1,8,19,27
COMBAYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,4,8,4,8,8,16
CONCEPCION,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,1,0,0,1,1,2
COPACABANA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,1,24,35,25,36,61
CORIPATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,20,46,68,91,88,137,225
CORO CORO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,4,7,20,14,24,21,45
COROICO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,16,19,119,120,135,139,274
CORQUE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,3,5,20,8,23,13,36
COTAGAITA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,15,28,106,102,121,130,251
COTOCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,26,34,13,11,39,45,84
CRUZ DE MACHACAMARCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,0,4,5,4,5,9
CUATRO CAÑADAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,7,13,179,109,186,122,308
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,1,8,9,9,10,19
CUEVO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,10,5,37,26,47,31,78
CULPINA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,83,79,100,124,183,203,386
CURAHUARA DE CARANGAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,3,1,4,1,7,8
CURVA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,1,14,13,15,14,29
DESAGUADERO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,5,4,32,33,37,37,74
EL ALTO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,409,1502,4671,5459,5080,6961,12041
EL CHORO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,1,13,7,14,8,22
EL PUENTE(STC),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,17,29,289,395,306,424,730
EL PUENTE(TJA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,13,21,73,51,86,72,158
EL TORNO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,13,14,15,6,28,20,48
EL VILLAR,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,4,1,11,18,15,19,34
ENTRE RIOS TRJ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,16,15,72,56,88,71,159
ENTRE RIOS CBBA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,56,57,209,212,265,269,534
ESCOMA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,2,10,37,44,39,54,93
ESMERALDA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,2,1,0,0,2,1,3
EUCALIPTUS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,3,9,0,0,3,9,12
EUREKA (SANTOS MERCADO),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,0,24,8,24,8,32
EXALTACION,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,3,0,0,0,3,3
FERNANDEZ ALONSO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,4,0,0,0,4,4
FILADELFIA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,3,63,67,64,70,134
GENERAL SAAVEDRA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,3,7,10,16,13,23,36
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,3,35,44,35,47,82
GUANAY,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,17,26,16,15,33,41,74
GUAQUI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,8,31,3,5,11,36,47
GUAYARAMERIN,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,44,69,67,67,111,136,247
GUTIERREZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,3,15,15,16,18,34
HUACARETA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,30,28,137,102,167,130,297
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,2,0,2,1,4,1,5
HUACHACALLA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,0,3,4,4,4,8
HUANUNI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,14,32,271,277,285,309,594
HUARACAJE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,11,7,266,153,277,160,437
HUARINA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,24,22,34,21,58,43,101
HUATAJATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,2,1,32,27,34,28,62
HUAYLLAMARCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,6,4,5,3,11,7,18
HUMANATA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,8,13,25,13,33,46
ICHOCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,5,19,19,19,24,43
ICLA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,3,2,1,3,4,7
INCAHUASI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,18,10,55,83,73,93,166
INGAVI (HUMAITA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,0,48,23,48,23,71
INQUISIVI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,2,7,51,34,53,41,94
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,11,21,76,24,87,45,132
IXIAMAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,20,21,152,107,172,128,300
JESUS DE MACHACA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,7,33,56,22,63,55,118
LA ASUNTA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,42,47,131,98,173,145,318
LA GUARDIA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,11,4,0,0,11,4,15
LA PAZ,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,877,1397,5903,6567,6780,7964,14744
LA RIVERA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,1,0,0,1,1,2
LAGUNILLAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,32,30,35,28,67,58,125
LAJA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,10,23,16,22,26,45,71
LAS CARRERAS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,0,1,1,1,1,2
LICOMA PAMPA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,0,2,3,3,3,6
LLALLAGUA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,10,16,68,74,78,90,168
LLICA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,6,85,76,86,82,168
LORETO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,1,14,14,14,15,29
LURIBAY,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,3,35,44,36,47,83
MACHACAMARCA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,12,9,32,54,44,63,107
MACHARETI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,2,3,6,7,8,10,18
MAGDALENA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,20,28,23,9,43,37,80
MAIRANA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,3,1,11,14,14,15,29
MALLA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,0,75,81,75,81,156
MAPIRI,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,13,7,7,16,20,23,43
MECAPACA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,0,9,127,156,127,165,292
MINEROS,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,0,5,2,6,2,8
MIZQUE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,18,38,370,462,388,500,888
MOCOMOCO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,1,11,17,16,18,27,45
MOJINETE,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,10,9,19,11,29,20,49
MOJOCOYA,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,3,14,102,99,105,113,218
MONTEAGUDO,otras vacunaciones,total dt 1ra. dosis de 10 a 49 anos,2015-05-01,31,17,127,148,158,165,323
