,group,variable,month,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 2DA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
TIPUANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,1,14,47,34,48,48,96
TIQUIPAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,19,21,92,182,111,203,314
TIRAQUE (CBBA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,1,27,17,66,18,93,111
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,0,0,12,7,12,7,19
TOCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,2,12,20,36,22,48,70
TODOS SANTOS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,0,0,4,3,4,3,7
TOLATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,0,9,12,11,12,20,32
TOLEDO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,0,2,0,3,0,5,5
TOMAVE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,0,11,0,5,0,16,16
TOMINA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,23,15,20,19,43,34,77
TORO TORO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,0,12,0,23,0,35,35
TOTORA(CBBA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,1,20,39,29,40,49,89
TOTORA(ORR),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,1,6,0,0,1,6,7
TRIGAL,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,0,1,2,0,2,1,3
TRINIDAD,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,20,265,232,190,252,455,707
TUPIZA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,3,35,1,8,4,43,47
TURCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,1,4,4,6,5,10,15
UMALA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,4,15,0,17,4,32,36
UNCIA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,4,16,0,6,4,22,26
URIONDO (A. CONCEPCION),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,2,15,1,0,3,15,18
URUBICHA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,1,1,0,13,1,14,15
UYUNI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,1,6,0,0,1,6,7
VACAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,3,8,62,57,65,65,130
VALLEGRANDE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,2,22,4,0,6,22,28
VIACHA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,3,96,17,29,20,125,145
VILA VILA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,0,0,9,11,9,11,20
VILLA CHARCAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,2,14,44,67,46,81,127
VILLA MONTES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,162,15,83,89,245,104,349
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,0,1,0,0,0,1,1
VILLA RIVERO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,0,2,36,34,36,36,72
VILLA SERRANO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,2,1,102,92,104,93,197
VILLA TUNARI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,27,58,53,44,80,102,182
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,10,8,102,84,112,92,204
VILLAZON,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,12,75,32,26,44,101,145
VINTO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,13,112,293,317,306,429,735
VITICHI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,0,13,0,1,0,14,14
WALDO BALLIVIAN,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,1,1,0,0,1,1,2
WARNES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,38,135,144,131,182,266,448
YACO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,3,8,0,1,3,9,12
YACUIBA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,58,143,26,43,84,186,270
YAMPARAEZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,2,8,21,13,23,21,44
YANACACHI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,0,1,3,0,3,1,4
YAPACANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,15,27,67,144,82,171,253
YOCALLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,0,6,0,0,0,6,6
YOTALA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,4,3,11,15,15,18,33
YUNCHARA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,0,1,1,3,1,4,5
ZUDAÑEZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-03-01,2,8,101,120,103,128,231
ACACIO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,7,0,6,0,13,13
ACHACACHI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,30,346,352,346,382,728
ACHOCALLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,2,16,129,212,131,228,359
AIQUILE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,3,7,43,34,46,41,87
ALALAY,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,1,0,4,5,5,5,10
ALCALA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,5,42,78,42,83,125
ALTO BENI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,11,18,63,63,74,81,155
ANCORAIMES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,10,134,90,134,100,234
ANDAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,1,0,5,12,6,12,18
ANTEQUERA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,1,46,30,46,31,77
ANZALDO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,1,1,12,27,13,28,41
APOLO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,4,29,41,69,45,98,143
ARAMPAMPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,1,4,29,59,30,63,93
ARANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,5,20,85,115,90,135,225
ARBIETO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,3,16,17,35,20,51,71
ARQUE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,1,3,28,52,29,55,84
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,42,80,11,25,53,105,158
ATOCHA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,3,11,7,37,10,48,58
AUCAPATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,0,29,21,29,21,50
AYATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,2,68,78,68,80,148
AYO AYO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,5,9,34,9,39,48
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,7,10,112,138,119,148,267
AZURDUY,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,54,110,55,94,109,204,313
BATALLAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,1,16,71,104,72,120,192
BAURES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,10,23,26,35,36,58,94
BELEN DE ANDAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,1,20,9,20,10,30
BELEN DE URMIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,2,1,21,34,23,35,58
BELLA FLOR,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,14,3,32,28,46,31,77
BERMEJO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,4,100,189,168,193,268,461
BETANZOS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,7,42,71,90,78,132,210
BOLIVAR,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,3,16,13,16,16,32
BOLPEBRA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,3,1,21,16,24,17,41
BOYUIBE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,9,9,88,30,97,39,136
BUENA VISTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,23,20,13,13,36,33,69
CABEZAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,10,42,54,112,64,154,218
CAIROMA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,4,17,61,86,65,103,168
"CAIZA ""D""",otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,1,22,34,38,35,60,95
CAJUATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,1,19,26,25,27,44,71
CALACOTO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,2,22,41,22,43,65
CALAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,15,34,107,107,122,141,263
CAMARGO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,20,72,583,511,603,583,1186
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,14,5,67,73,81,78,159
CAMIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,31,41,128,152,159,193,352
CAPINOTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,10,16,105,159,115,175,290
CAQUIAVIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,2,83,101,83,103,186
CARACOLLO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,18,29,122,218,140,247,387
CARANAVI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,28,178,271,319,299,497,796
CARANGAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,0,2,3,2,3,5
CARAPARI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,10,13,67,90,77,103,180
CARIPUYO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,5,3,17,3,22,25
CARMEN RIVERO TORREZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,5,6,49,0,54,6,60
CATACORA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,0,3,0,3,0,3
CHACARILLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,0,4,0,4,0,4
CHALLAPATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,5,25,99,124,104,149,253
CHAQUI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,13,12,66,12,79,91
CHARAGUA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,38,28,104,108,142,136,278
CHARAÑA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,0,10,11,10,11,21
CHAYANTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,32,45,55,45,87,132
CHIMORE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,25,40,16,24,41,64,105
CHIPAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,1,7,27,7,28,35
CHUA COCANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,1,1,10,1,11,12
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,1,3,272,299,273,302,575
CHUMA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,2,98,112,98,114,212
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,30,55,122,180,152,235,387
CKOCHAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,22,52,39,150,61,202,263
CLIZA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,5,17,54,34,59,51,110
COBIJA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,23,94,1930,729,1953,823,2776
COCAPATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,15,28,91,110,106,138,244
COCHABAMBA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,323,631,1808,1753,2131,2384,4515
COIPASA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,0,6,7,6,7,13
COLCAPIRHUA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,18,66,743,848,761,914,1675
"COLCHA ""K""",otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,5,14,57,131,62,145,207
COLLANA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,3,21,39,21,42,63
COLOMI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,5,20,115,39,120,59,179
COLPA BELGICA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,23,11,59,49,82,60,142
COLQUECHACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,9,35,115,227,124,262,386
COLQUENCHA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,1,6,86,128,87,134,221
COLQUIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,12,9,61,9,73,82
COMANCHE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,0,41,41,41,41,82
COMARAPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,20,29,137,166,157,195,352
COMBAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,0,12,10,12,10,22
CONCEPCION,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,3,9,0,0,3,9,12
COPACABANA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,7,38,66,38,73,111
CORIPATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,3,16,8,15,11,31,42
CORO CORO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,10,20,188,70,198,90,288
COROICO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,6,11,116,109,122,120,242
CORQUE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,2,38,90,38,92,130
COTAGAITA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,1,13,24,79,25,92,117
COTOCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,15,50,243,319,258,369,627
CRUZ DE MACHACAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,0,4,5,4,5,9
CUATRO CAÑADAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,2,15,95,192,97,207,304
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,0,6,6,6,6,12
CUEVO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,48,4,3,9,51,13,64
CULPINA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,117,214,284,327,401,541,942
CURAHUARA DE CARANGAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,4,245,83,245,87,332
CURVA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,0,5,6,5,6,11
DESAGUADERO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,0,4,1,4,1,5
EL ALTO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,532,1667,8162,7045,8694,8712,17406
EL CHORO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,5,15,21,36,26,51,77
EL PUENTE(STC),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,2,5,24,41,26,46,72
EL PUENTE(TJA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,1,14,148,163,149,177,326
EL TORNO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,12,18,66,82,78,100,178
EL VILLAR,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,10,20,35,40,45,60,105
ENTRE RIOS TRJ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,7,9,274,277,281,286,567
ENTRE RIOS CBBA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,67,56,6,8,73,64,137
ESCARA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,0,11,9,11,9,20
ESCOMA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,0,109,112,109,112,221
ESMERALDA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,0,10,8,10,8,18
EUCALIPTUS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,5,53,78,53,83,136
EUREKA (SANTOS MERCADO),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,1,4,9,4,10,14
FERNANDEZ ALONSO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,2,0,2,0,4,4
FILADELFIA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,5,8,10,10,15,18,33
GENERAL SAAVEDRA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,2,17,50,59,52,76,128
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,6,44,58,44,64,108
GUANAY,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,1,16,287,345,288,361,649
GUAQUI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,6,240,52,240,58,298
GUAYARAMERIN,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,10,58,744,636,754,694,1448
GUTIERREZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,0,28,49,28,49,77
HUACARETA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,40,21,26,27,66,48,114
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,8,1,2,3,10,4,14
HUACHACALLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,2,2,0,0,2,2,4
HUANUNI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,5,27,298,342,303,369,672
HUARACAJE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,5,0,0,0,5,5
HUARINA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,3,4,41,58,44,62,106
HUATAJATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,1,2,27,24,28,26,54
HUAYLLAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,3,3,38,30,41,33,74
HUMANATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,0,0,1,0,1,1
ICHOCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,2,8,49,64,51,72,123
ICLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,68,59,100,113,168,172,340
INCAHUASI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,34,76,150,202,184,278,462
INGAVI (HUMAITA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,0,0,2,0,2,2
INQUISIVI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,1,17,27,17,28,45
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,3,3,73,87,76,90,166
IXIAMAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,3,7,25,6,28,13,41
JESUS DE MACHACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,2,9,2,49,4,58,62
LA ASUNTA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,17,52,278,270,295,322,617
LA GUARDIA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,55,133,120,58,175,191,366
LA PAZ,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,256,1392,4409,4290,4665,5682,10347
LA RIVERA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,2,3,3,3,5,8
LAGUNILLAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,4,3,30,36,34,39,73
LAJA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,2,22,100,133,102,155,257
LAS CARRERAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,4,11,25,24,29,35,64
LICOMA PAMPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,0,19,14,19,14,33
LLALLAGUA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,7,2051,2584,2051,2591,4642
LLICA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,1,9,0,9,1,10
LORETO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,11,10,19,24,30,34,64
LURIBAY,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,1,23,41,23,42,65
MACHACAMARCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,1,10,92,98,93,108,201
MACHARETI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,4,15,100,99,104,114,218
MAGDALENA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,3,148,151,148,154,302
MAIRANA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,3,16,30,16,33,49
MALLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,0,21,38,21,38,59
MAPIRI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,3,31,256,295,259,326,585
MECAPACA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,2,50,54,50,56,106
MINEROS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,1,14,5,14,6,20
MIZQUE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,5,75,233,268,238,343,581
MOCOMOCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,7,123,101,123,108,231
MOJINETE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,0,1,10,1,10,11
MOJOCOYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,1,13,176,143,177,156,333
MONTEAGUDO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,24,40,189,215,213,255,468
MONTERO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,434,465,64,184,498,649,1147
MORO MORO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,1,15,8,15,9,24
MOROCHATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,16,20,49,20,65,85
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,1,6,5,48,6,54,60
NAZACARA DE PACAJES,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,2,0,0,0,2,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,2,4,27,18,29,22,51
OCURI,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,16,33,68,33,84,117
OKINAWA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,1,10,47,83,48,93,141
OMEREQUE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,6,6,24,16,30,22,52
ORURO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,59,434,2236,2304,2295,2738,5033
PADCAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,3,12,45,55,48,67,115
PADILLA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,8,21,136,155,144,176,320
PAILON,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,26,54,180,135,206,189,395
PALCA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,2,19,79,87,81,106,187
PALOS BLANCOS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,13,54,327,277,340,331,671
PAMPA AULLAGAS,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,9,12,127,95,136,107,243
PAMPA GRANDE,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,1,5,21,17,22,22,44
PAPEL PAMPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,19,23,28,23,47,70
PASORAPA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,2,3,18,20,20,23,43
PATACAMAYA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,0,26,30,56,30,82,112
PAZÑA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,1,1,43,38,44,39,83
PELECHUCO,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,2,9,6,16,8,25,33
POCOATA,otras vacunaciones,total dt 2da. dosis de 10 a 49 anos,2015-04-01,2,15,176,318,178,333,511
