,group,variable,month,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 3RA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
ANZALDO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,3,7,8,15,11,22,33
APOLO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,4,2,14,2,18,20
ARAMPAMPA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,2,54,54,55,56,111
ARANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,6,19,17,46,23,65,88
ARBIETO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,6,75,71,76,77,153
ARQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,11,41,65,42,76,118
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,19,75,14,11,33,86,119
ATOCHA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,3,5,8,24,11,29,40
AYATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,1,48,34,49,35,84
AYO AYO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,2,9,18,9,20,29
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,3,46,65,47,68,115
AZURDUY,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,3,3,20,28,23,31,54
BATALLAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,12,49,57,50,69,119
BAURES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,1,0,0,0,1,1
BELEN DE ANDAMARCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,0,27,29,28,29,57
BELEN DE URMIRI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,1,5,7,5,8,13
BELLA FLOR,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,12,4,9,17,21,21,42
BERMEJO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,5,27,202,202,207,229,436
BETANZOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,19,6,84,7,103,110
BOLIVAR,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,1,5,7,5,8,13
BOLPEBRA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,3,22,20,22,23,45
BOYUIBE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,2,1,59,3,61,4,65
BUENA VISTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,2,13,47,62,49,75,124
CABEZAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,11,18,26,67,37,85,122
CAIROMA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,8,76,81,76,89,165
"CAIZA ""D""",otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,1,25,19,25,20,45
CAJUATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,7,0,3,0,10,10
CALACOTO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,0,27,41,28,41,69
CALAMARCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,2,9,13,8,15,17,32
CAMARGO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,7,36,162,219,169,255,424
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,2,1,5,2,7,9
CAMIRI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,25,38,77,158,102,196,298
CAPINOTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,12,194,238,194,250,444
CAQUIAVIRI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,1,15,34,15,35,50
CARACOLLO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,12,142,243,143,255,398
CARANAVI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,4,32,62,105,66,137,203
CARANGAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,1,6,1,6,7
CARAPARI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,2,4,89,123,91,127,218
CARIPUYO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,3,0,1,0,4,4
CARMEN RIVERO TORREZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,7,5,61,146,68,151,219
CATACORA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,0,2,0,2,2
CHACARILLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,14,6,14,6,20
CHALLAPATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,8,52,103,53,111,164
CHAQUI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,9,9,34,9,43,52
CHARAGUA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,36,27,224,208,260,235,495
CHARAÑA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,12,13,12,13,25
CHAYANTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,12,49,70,49,82,131
CHIMORE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,3,33,142,122,145,155,300
CHIPAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,11,22,11,22,33
CHUA COCANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,2,5,73,87,75,92,167
CHUMA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,9,10,9,10,19
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,4,245,109,245,113,358
CKOCHAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,15,18,111,147,126,165,291
CLIZA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,20,51,62,52,82,134
COBIJA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,4,31,223,429,227,460,687
COCAPATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,11,10,12,18,23,28,51
COCHABAMBA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,110,421,1241,1384,1351,1805,3156
COIPASA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,46,45,46,45,91
COLCAPIRHUA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,7,55,110,86,117,141,258
"COLCHA ""K""",otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,10,20,32,101,42,121,163
COLLANA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,3,2,9,2,12,14
COLOMI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,2,9,89,70,91,79,170
COLPA BELGICA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,18,8,23,120,41,128,169
COLQUECHACA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,5,72,103,72,108,180
COLQUENCHA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,1,43,49,43,50,93
COLQUIRI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,0,30,77,31,77,108
COMANCHE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,23,30,23,30,53
COMARAPA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,20,57,85,58,105,163
COMBAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,0,1,0,1,1
CONCEPCION,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,7,10,16,22,23,32,55
COPACABANA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,7,35,53,35,60,95
CORIPATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,2,4,40,48,42,52,94
CORO CORO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,2,8,25,9,27,36
COROICO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,5,47,78,48,83,131
CORQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,2,1,44,88,46,89,135
COTAGAITA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,2,13,175,268,177,281,458
COTOCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,14,57,246,635,260,692,952
CRUZ DE MACHACAMARCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,1,3,1,3,4
CUATRO CAÑADAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,16,64,208,65,224,289
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,1,0,5,1,6,7
CUEVO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,7,4,20,10,27,14,41
CULPINA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,18,67,43,122,61,189,250
CURAHUARA DE CARANGAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,1,18,32,18,33,51
CURVA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,6,11,6,11,17
DESAGUADERO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,17,33,17,33,50
EL ALTO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,470,1402,3808,4562,4278,5964,10242
EL CHORO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,2,10,15,19,17,29,46
EL PUENTE(STC),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,1,6,15,6,16,22
EL PUENTE(TJA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,4,127,200,127,204,331
EL TORNO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,6,34,453,553,459,587,1046
EL VILLAR,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,2,9,3,4,5,13,18
ENTRE RIOS TRJ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,5,6,168,233,173,239,412
ENTRE RIOS CBBA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,11,31,15,15,26,46,72
ESCARA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,4,12,4,12,16
ESCOMA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,24,34,24,34,58
ESMERALDA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,3,3,3,3,6
EUCALIPTUS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,3,11,27,11,30,41
EUREKA (SANTOS MERCADO),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,3,0,1,10,4,10,14
FERNANDEZ ALONSO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,7,20,33,29,40,49,89
FILADELFIA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,6,3,19,3,25,28
GENERAL SAAVEDRA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,12,22,43,22,55,77
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,2,1,84,91,86,92,178
GUANAY,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,7,108,177,109,184,293
GUAQUI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,6,68,33,68,39,107
GUAYARAMERIN,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,6,29,278,368,284,397,681
GUTIERREZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,25,38,25,38,63
HUACARETA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,9,14,15,16,24,30,54
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,35,34,8,11,43,45,88
HUANUNI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,6,14,54,177,60,191,251
HUARINA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,6,49,63,49,69,118
HUATAJATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,0,4,0,4,4
HUAYLLAMARCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,4,4,73,57,77,61,138
HUMANATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,1,40,23,40,24,64
ICHOCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,39,21,39,21,60
ICLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,0,17,15,18,15,33
INCAHUASI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,4,0,8,0,12,12
INGAVI (HUMAITA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,0,1,0,1,1
INQUISIVI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,2,16,27,16,29,45
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,8,93,160,94,168,262
IXIAMAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,16,7,16,7,23
JESUS DE MACHACA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,14,43,49,44,63,107
LA ASUNTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,8,149,161,149,169,318
LA GUARDIA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,53,188,1484,1537,1537,1725,3262
LA PAZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,78,722,1107,1323,1185,2045,3230
LA RIVERA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,0,1,0,1,1
LAGUNILLAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,4,5,18,38,22,43,65
LAJA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,4,50,88,50,92,142
LAS CARRERAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,1,1,1,1,2
LICOMA PAMPA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,4,6,4,6,10
LLALLAGUA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,4,1065,1249,1066,1253,2319
LLICA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,2,0,3,1,5,6
LORETO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,11,15,12,19,23,34,57
LURIBAY,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,97,112,97,112,209
MACHACAMARCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,6,7,21,7,27,34
MACHARETI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,4,11,17,11,21,32
MAGDALENA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,47,154,47,154,201
MAIRANA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,3,10,90,10,93,103
MALLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,35,37,35,37,72
MAPIRI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,32,9,29,9,61,70
MECAPACA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,1,10,16,10,17,27
MINEROS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,5,10,14,10,19,29
MIZQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,3,15,14,84,17,99,116
MOCOMOCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,7,126,148,126,155,281
MOJINETE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,0,6,0,6,6
MOJOCOYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,3,9,31,27,34,36,70
MONTEAGUDO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,22,37,309,332,331,369,700
MONTERO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,122,159,62,159,184,318,502
MORO MORO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,2,2,19,17,21,19,40
MOROCHATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,5,14,17,14,22,36
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,2,4,20,4,22,26
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,2,7,28,27,30,34,64
OCURI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,1,0,12,0,13,13
OKINAWA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,10,32,87,32,97,129
OMEREQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,4,10,10,11,14,25
ORURO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,24,289,1055,2196,1079,2485,3564
PADCAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,2,5,77,105,79,110,189
PADILLA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,5,9,30,36,35,45,80
PAILON,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,15,12,142,133,157,145,302
PALCA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,6,31,36,31,42,73
PALOS BLANCOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,2,19,173,160,175,179,354
PAMPA AULLAGAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,6,24,25,25,31,56
PAMPA GRANDE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,2,10,58,42,60,52,112
PAPEL PAMPA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,8,11,16,19,24,30,54
PASORAPA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,1,2,16,2,17,19
PATACAMAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,3,1,15,1,18,19
PAZÑA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,1,82,98,82,99,181
PELECHUCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,2,0,1,1,3,4
POCOATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,3,9,167,291,170,300,470
POCONA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,3,5,141,126,144,131,275
POJO (CBBA),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,8,10,24,18,32,28,60
POOPO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,31,46,1,4,32,50,82
PORCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,2,11,73,11,75,86
POROMA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,17,30,15,54,32,84,116
PORTACHUELO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,20,99,102,99,122,221
PORVENIR,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,0,31,83,32,83,115
POSTRER VALLE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,7,23,7,3,14,26,40
POTOSI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,104,395,681,1535,785,1930,2715
PRESTO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,10,10,35,65,45,75,120
PUCARA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,27,18,1,1,28,19,47
PUCARANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,10,82,111,82,121,203
PUERTO ACOSTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,3,82,107,82,110,192
PUERTO CARABUCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,1,45,39,45,40,85
PUERTO GONZALO MORENO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,33,78,33,78,111
PUERTO PEREZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,1,11,20,11,21,32
PUERTO QUIJARRO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,7,49,70,50,77,127
PUERTO RICO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,4,18,38,72,42,90,132
PUERTO SUAREZ,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,4,121,294,122,298,420
PUERTO VILLARROEL,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,134,140,103,193,237,333,570
PUNA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,11,14,61,14,72,86
PUNATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,11,29,78,80,89,109,198
QUIABAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,2,0,2,0,4,4
QUILLACOLLO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,23,57,308,324,331,381,712
QUIME,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,2,120,115,120,117,237
QUIRUSILLAS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,1,5,12,5,13,18
RAVELO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,7,251,446,251,453,704
REYES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,3,87,144,87,147,234
RIBERALTA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,29,262,366,262,395,657
ROBORE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,2,1,0,1,2,3
RURRENABAQUE,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,0,1,11,2,11,13
SABAYA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,37,33,37,33,70
SACABA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,8,102,322,387,330,489,819
SACABAMBA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,2,0,4,6,6,6,12
SACACA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,4,7,9,124,13,131,144
SAIPINA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,1,6,15,6,16,22
SALINAS DE GARCI MENDOZA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,2,44,46,44,48,92
SAMAIPATA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,6,10,73,54,79,64,143
SAN AGUSTIN,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,0,32,16,33,16,49
SAN ANDRES,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,17,31,19,75,36,106,142
SAN ANDRES DE MACHACA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,0,1,0,1,1
SAN ANTONIO DE ESMORUCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,37,51,37,51,88
SAN ANTONIO DE LOMERIO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,10,82,51,82,61,143
SAN BENITO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,2,24,80,87,82,111,193
SAN BORJA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,19,32,330,505,349,537,886
SAN BUENA VENTURA,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,4,10,16,58,20,68,88
SAN CARLOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,9,35,134,94,143,129,272
SAN IGNACIO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,19,23,61,94,80,117,197
SAN IGNACIO DE VELASCO,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,208,186,210,499,418,685,1103
SAN JAVIER(BNI),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,4,0,4,0,8,8
SAN JAVIER(STC),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,5,8,18,77,23,85,108
SAN JOAQUIN,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,0,12,0,12,12
SAN JOSE DE CHIQUITOS,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,1,21,263,325,264,346,610
SAN JUAN DE YAPACANI,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,4,10,27,10,31,41
SAN JULIAN,otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,3,7,156,254,159,261,420
SAN LORENZO(PND),otras vacunaciones,total dt 3ra. dosis de 10 a 49 anos,2015-04-01,0,0,0,6,0,6,6
