,group,variable,month,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS DENTRO,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS DENTRO,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS FUERA,TOTAL INFLUENZA ESTACIONAL EN MAYORES DE 65 AÑOS FUERA,TOTALES,TOTALES,TOTALES
SAN JOSE DE CHIQUITOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,37.0,45.0,12.0,15.0,49.0,60.0,109.0
SAN JUAN DE YAPACANI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,11.0,7.0,78.0,82.0,89.0,89.0,178.0
SAN JULIAN,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,44.0,68.0,166.0,164.0,210.0,232.0,442.0
SAN LORENZO(TJA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,35.0,54.0,68.0,85.0,103.0,139.0,242.0
SAN LUCAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,148.0,207.0,219.0,248.0,367.0,455.0,822.0
SAN MATIAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,4.0,1.0,36.0,71.0,40.0,72.0,112.0
SAN MIGUEL DE VELASCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,77.0,98.0,20.0,12.0,97.0,110.0,207.0
SAN PEDRO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,6.0,8.0,31.0,27.0,37.0,35.0,72.0
SAN PEDRO DE BUENA VISTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,155.0,182.0,247.0,308.0,402.0,490.0,892.0
SAN PEDRO DE CURAHUARA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,33.0,33.0,138.0,143.0,171.0,176.0,347.0
SAN PEDRO DE TIQUINA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,6.0,5.0,76.0,61.0,82.0,66.0,148.0
SAN PEDRO(PND),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,0.0,0.0,3.0,2.0,3.0,2.0,5.0
SAN RAFAEL,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,8.0,8.0,2.0,2.0,10.0,10.0,20.0
SAN RAMON SCZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,2.0,1.0,0.0,0.0,2.0,1.0,3.0
SANTA ANA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,6.0,3.0,2.0,1.0,8.0,4.0,12.0
SANTA CRUZ DE LA SIERRA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,2061.0,2528.0,231.0,277.0,2292.0,2805.0,5097.0
SANTA ROSA DEL SARA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,40.0,29.0,54.0,63.0,94.0,92.0,186.0
SANTIAGO DE CALLAPA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,3.0,2.0,47.0,42.0,50.0,44.0,94.0
SANTIAGO DE HUARI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,11.0,10.0,99.0,99.0,110.0,109.0,219.0
SANTIAGO DE HUATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,5.0,6.0,61.0,89.0,66.0,95.0,161.0
SANTIAGO DE MACHACA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,0.0,0.0,46.0,50.0,46.0,50.0,96.0
SANTIVAÑES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,7.0,14.0,62.0,111.0,69.0,125.0,194.0
SANTUARIO DE QUILLACAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,4.0,3.0,69.0,63.0,73.0,66.0,139.0
SAPAHAQUI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,15.0,18.0,75.0,93.0,90.0,111.0,201.0
SENA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,0.0,0.0,3.0,3.0,3.0,3.0,6.0
SHINAOTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,19.0,19.0,82.0,36.0,101.0,55.0,156.0
SICA SICA (VILLA AROMA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,36.0,55.0,60.0,100.0,96.0,155.0,251.0
SICAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,2.0,4.0,37.0,59.0,39.0,63.0,102.0
SIPE SIPE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,63.0,88.0,301.0,446.0,364.0,534.0,898.0
SOPACHUY,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,27.0,39.0,31.0,64.0,58.0,103.0,161.0
SORACACHI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,15.0,21.0,59.0,77.0,74.0,98.0,172.0
SORATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,6.0,8.0,110.0,119.0,116.0,127.0,243.0
SUCRE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,543.0,748.0,401.0,548.0,944.0,1296.0,2240.0
TACACHI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,1.0,0.0,15.0,25.0,16.0,25.0,41.0
TACACOMA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,5.0,3.0,45.0,50.0,50.0,53.0,103.0
TACOBAMBA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,6.0,10.0,90.0,117.0,96.0,127.0,223.0
TACOPAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,15.0,19.0,128.0,167.0,143.0,186.0,329.0
TAPACARI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,23.0,29.0,71.0,87.0,94.0,116.0,210.0
TARABUCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,25.0,57.0,50.0,68.0,75.0,125.0,200.0
TARACO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,10.0,4.0,96.0,85.0,106.0,89.0,195.0
TARATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,6.0,13.0,50.0,65.0,56.0,78.0,134.0
TARIJA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,619.0,754.0,534.0,848.0,1153.0,1602.0,2755.0
TARVITA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,54.0,108.0,119.0,135.0,173.0,243.0,416.0
TEOPONTE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,7.0,8.0,46.0,30.0,53.0,38.0,91.0
TIAWANACU,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,38.0,30.0,106.0,108.0,144.0,138.0,282.0
TINGUIPAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,10.0,24.0,203.0,259.0,213.0,283.0,496.0
TIPUANI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,56.0,30.0,7.0,14.0,63.0,44.0,107.0
TIQUIPAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,39.0,63.0,249.0,236.0,288.0,299.0,587.0
TIRAQUE (CBBA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,9.0,13.0,126.0,164.0,135.0,177.0,312.0
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,10.0,11.0,28.0,49.0,38.0,60.0,98.0
TOCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,10.0,18.0,90.0,152.0,100.0,170.0,270.0
TODOS SANTOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,0.0,0.0,11.0,8.0,11.0,8.0,19.0
TOLATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,6.0,17.0,27.0,37.0,33.0,54.0,87.0
TOLEDO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,2.0,2.0,37.0,45.0,39.0,47.0,86.0
TOMAVE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,50.0,56.0,176.0,350.0,226.0,406.0,632.0
TOMINA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,16.0,32.0,11.0,15.0,27.0,47.0,74.0
TORO TORO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,0.0,8.0,100.0,170.0,100.0,178.0,278.0
TOTORA(CBBA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,6.0,19.0,30.0,40.0,36.0,59.0,95.0
TOTORA(ORR),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,11.0,10.0,61.0,64.0,72.0,74.0,146.0
TRIGAL,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,1.0,2.0,8.0,10.0,9.0,12.0,21.0
TRINIDAD,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,113.0,112.0,93.0,96.0,206.0,208.0,414.0
TUPIZA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,173.0,340.0,423.0,693.0,596.0,1033.0,1629.0
TURCO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,7.0,10.0,33.0,33.0,40.0,43.0,83.0
UMALA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,67.0,79.0,165.0,159.0,232.0,238.0,470.0
UNCIA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,19.0,33.0,166.0,323.0,185.0,356.0,541.0
URIONDO (A. CONCEPCION),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,10.0,18.0,73.0,83.0,83.0,101.0,184.0
UYUNI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,77.0,92.0,97.0,82.0,174.0,174.0,348.0
VACAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,17.0,22.0,79.0,103.0,96.0,125.0,221.0
VALLEGRANDE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,24.0,37.0,40.0,33.0,64.0,70.0,134.0
VIACHA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,126.0,110.0,275.0,329.0,401.0,439.0,840.0
VILA VILA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,3.0,3.0,22.0,25.0,25.0,28.0,53.0
VILLA CHARCAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,41.0,51.0,61.0,112.0,102.0,163.0,265.0
VILLA MONTES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,15.0,13.0,79.0,134.0,94.0,147.0,241.0
VILLA NUEVA (LOMA ALTA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,1.0,0.0,5.0,4.0,6.0,4.0,10.0
VILLA RIVERO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,4.0,10.0,26.0,34.0,30.0,44.0,74.0
VILLA SERRANO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,63.0,78.0,80.0,132.0,143.0,210.0,353.0
VILLA TUNARI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,80.0,94.0,379.0,296.0,459.0,390.0,849.0
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,15.0,22.0,21.0,33.0,36.0,55.0,91.0
VILLAZON,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,45.0,81.0,97.0,149.0,142.0,230.0,372.0
VINTO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,45.0,66.0,80.0,106.0,125.0,172.0,297.0
VITICHI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,48.0,83.0,178.0,282.0,226.0,365.0,591.0
WALDO BALLIVIAN,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,2.0,1.0,6.0,14.0,8.0,15.0,23.0
WARNES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,149.0,136.0,34.0,36.0,183.0,172.0,355.0
YACO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,38.0,33.0,75.0,69.0,113.0,102.0,215.0
YACUIBA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,106.0,124.0,280.0,402.0,386.0,526.0,912.0
YAMPARAEZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,7.0,18.0,19.0,21.0,26.0,39.0,65.0
YANACACHI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,3.0,2.0,31.0,25.0,34.0,27.0,61.0
YAPACANI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,31.0,18.0,56.0,52.0,87.0,70.0,157.0
YOCALLA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,17.0,80.0,102.0,99.0,119.0,179.0,298.0
YOTALA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,10.0,11.0,69.0,101.0,79.0,112.0,191.0
YUNCHARA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,13.0,19.0,58.0,99.0,71.0,118.0,189.0
YUNGUYO DE LITORAL,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,0.0,0.0,4.0,3.0,4.0,3.0,7.0
ZUDAÑEZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-06-01,6.0,6.0,75.0,125.0,81.0,131.0,212.0
ACACIO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,3.0,4.0,23.0,37.0,26.0,41.0,67.0
ACHACACHI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,36.0,33.0,134.0,162.0,170.0,195.0,365.0
ACHOCALLA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,0.0,1.0,1.0,1.0,1.0,2.0
AIQUILE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,17.0,29.0,51.0,61.0,68.0,90.0,158.0
ALALAY,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,1.0,4.0,6.0,10.0,7.0,14.0,21.0
ALCALA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,8.0,2.0,0.0,3.0,8.0,5.0,13.0
ALTO BENI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,28.0,23.0,8.0,6.0,36.0,29.0,65.0
ANCORAIMES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,13.0,14.0,22.0,25.0,35.0,39.0,74.0
ANDAMARCA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,6.0,4.0,17.0,17.0,23.0,21.0,44.0
ANTEQUERA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,0.0,5.0,3.0,5.0,3.0,8.0
ANZALDO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,13.0,17.0,46.0,48.0,59.0,65.0,124.0
APOLO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,33.0,18.0,31.0,28.0,64.0,46.0,110.0
ARAMPAMPA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,5.0,10.0,3.0,9.0,8.0,19.0,27.0
ARANI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,3.0,5.0,17.0,37.0,20.0,42.0,62.0
ARBIETO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,7.0,20.0,23.0,51.0,30.0,71.0,101.0
ARQUE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,7.0,17.0,13.0,26.0,20.0,43.0,63.0
ASCENCION DE GUARAYOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,131.0,144.0,31.0,23.0,162.0,167.0,329.0
ATOCHA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,6.0,5.0,10.0,7.0,16.0,12.0,28.0
AUCAPATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,0.0,5.0,5.0,5.0,5.0,10.0
AYO AYO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,2.0,3.0,5.0,7.0,7.0,10.0,17.0
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,8.0,15.0,50.0,61.0,58.0,76.0,134.0
AZURDUY,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,40.0,8.0,29.0,44.0,69.0,52.0,121.0
BATALLAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,5.0,4.0,59.0,48.0,64.0,52.0,116.0
BAURES,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,0.0,8.0,10.0,8.0,10.0,18.0
BELEN DE ANDAMARCA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,2.0,3.0,11.0,11.0,13.0,14.0,27.0
BELLA FLOR,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,1.0,0.0,0.0,0.0,1.0,1.0
BERMEJO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,28.0,32.0,95.0,143.0,123.0,175.0,298.0
BETANZOS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,16.0,13.0,49.0,44.0,65.0,57.0,122.0
BOLIVAR,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,3.0,6.0,20.0,22.0,23.0,28.0,51.0
BOLPEBRA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,0.0,8.0,8.0,8.0,8.0,16.0
BOYUIBE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,1.0,2.0,1.0,0.0,2.0,2.0,4.0
BUENA VISTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,14.0,15.0,17.0,10.0,31.0,25.0,56.0
CABEZAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,3.0,4.0,29.0,21.0,32.0,25.0,57.0
CAIROMA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,9.0,3.0,8.0,8.0,17.0,11.0,28.0
"CAIZA ""D""",otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,10.0,9.0,9.0,16.0,19.0,25.0,44.0
CAJUATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,11.0,9.0,13.0,8.0,24.0,17.0,41.0
CALACOTO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,14.0,22.0,11.0,13.0,25.0,35.0,60.0
CALAMARCA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,27.0,30.0,39.0,40.0,66.0,70.0,136.0
CAMARGO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,14.0,8.0,50.0,68.0,64.0,76.0,140.0
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,6.0,3.0,22.0,31.0,28.0,34.0,62.0
CAMIRI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,27.0,50.0,15.0,24.0,42.0,74.0,116.0
CAPINOTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,2.0,6.0,45.0,120.0,47.0,126.0,173.0
CAQUIAVIRI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,12.0,8.0,12.0,12.0,24.0,20.0,44.0
CARACOLLO,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,13.0,11.0,14.0,26.0,27.0,37.0,64.0
CARANAVI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,18.0,32.0,51.0,36.0,69.0,68.0,137.0
CARANGAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,0.0,4.0,2.0,4.0,2.0,6.0
CARAPARI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,0.0,9.0,10.0,9.0,10.0,19.0
CARMEN RIVERO TORREZ,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,6.0,1.0,0.0,0.0,6.0,1.0,7.0
CATACORA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,6.0,0.0,0.0,0.0,6.0,0.0,6.0
CHALLAPATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,7.0,10.0,133.0,203.0,140.0,213.0,353.0
CHAQUI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,1.0,2.0,0.0,0.0,1.0,2.0,3.0
CHARAGUA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,3.0,4.0,29.0,40.0,32.0,44.0,76.0
CHARAÑA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,0.0,4.0,5.0,4.0,5.0,9.0
CHAYANTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,0.0,6.0,13.0,6.0,13.0,19.0
CHIMORE,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,7.0,5.0,6.0,12.0,13.0,17.0,30.0
CHIPAYA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,0.0,1.0,2.0,1.0,2.0,3.0
CHOQUE COTA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,2.0,0.0,1.0,1.0,3.0,1.0,4.0
CHUA COCANI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,1.0,3.0,4.0,8.0,5.0,11.0,16.0
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,5.0,0.0,6.0,7.0,11.0,7.0,18.0
CHUMA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,8.0,5.0,1.0,2.0,9.0,7.0,16.0
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,6.0,14.0,6.0,13.0,12.0,27.0,39.0
CKOCHAS,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,11.0,15.0,33.0,38.0,44.0,53.0,97.0
CLIZA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,17.0,31.0,153.0,199.0,170.0,230.0,400.0
COBIJA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,5.0,5.0,21.0,23.0,26.0,28.0,54.0
COCAPATA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,45.0,28.0,77.0,116.0,122.0,144.0,266.0
COCHABAMBA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,523.0,505.0,171.0,380.0,694.0,885.0,1579.0
COIPASA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,0.0,6.0,6.0,6.0,6.0,12.0
COLCAPIRHUA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,112.0,98.0,140.0,144.0,252.0,242.0,494.0
"COLCHA ""K""",otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,18.0,26.0,29.0,32.0,47.0,58.0,105.0
COLLANA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,0.0,4.0,3.0,3.0,3.0,7.0,10.0
COLOMI,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,48.0,45.0,22.0,39.0,70.0,84.0,154.0
COLPA BELGICA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,1.0,2.0,8.0,2.0,9.0,4.0,13.0
COLQUECHACA,otras vacunaciones,total influenza estacional en mayores de 65 anos,2015-07-01,23.0,28.0,123.0,121.0,146.0,149.0,295.0
