,group,variable,month,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS DENTRO,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTAL DT 5TA. DOSIS DE 10 A 49 AÑOS FUERA,TOTALES,TOTALES,TOTALES
SANTIAGO DE HUATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,0,8,19,8,19,27
SANTIAGO DE MACHACA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,4,0,4,4
SANTIVAÑES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,1,0,1,1
SANTUARIO DE QUILLACAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,1,0,0,0,1,1
SENA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,0,7,15,7,15,22
SHINAOTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,1,4,6,16,7,20,27
SICAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,1,0,7,0,8,8
SIPE SIPE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,1,7,9,16,10,23,33
SORACACHI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,3,3,9,3,12,15
SORATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,1,3,0,7,1,10,11
SUCRE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,9,76,298,446,307,522,829
TACACHI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,1,0,1,1
TAHUA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,0,10,12,10,12,22
TAPACARI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,0,10,29,10,29,39
TARABUCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,2,5,1,7,3,12,15
TARACO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,0,2,3,2,3,5
TARATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,0,32,35,32,35,67
TARIJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,13,36,497,596,510,632,1142
TARVITA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,1,6,17,7,18,13,31
TEOPONTE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,1,11,9,11,10,21
TIAWANACU,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,1,0,0,0,1,1
TINGUIPAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,2,0,2,2
TIQUIPAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,3,5,8,26,11,31,42
TIRAQUE (CBBA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,1,1,0,1,1,2
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,1,0,6,0,7,7
TOCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,2,3,3,3,5,8
TODOS SANTOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,0,1,1,1,1,2
TOLATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,0,2,0,2,0,2
TOLEDO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,1,5,7,5,8,13
TOMAVE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,2,25,62,25,64,89
TOMINA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,1,5,16,27,17,32,49
TORO TORO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,3,0,3,3
TOTORA(CBBA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,2,0,15,0,17,17
TOTORA(ORR),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,0,32,32,32,32,64
TRIGAL,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,9,0,9,9
TRINIDAD,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,1,9,56,140,57,149,206
TUPIZA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,2,58,35,101,37,159,196
TURCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,1,0,1,1
UMALA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,0,0,3,0,3,3
UNCIA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,1,9,39,9,40,49
URIONDO (A. CONCEPCION),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,1,0,3,0,4,4
URUBICHA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,0,2,28,2,28,30
UYUNI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,7,1,326,384,333,385,718
VACAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,0,12,21,12,21,33
VALLEGRANDE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,5,16,13,55,18,71,89
VIACHA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,15,12,24,12,39,51
VILA VILA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,0,3,2,3,2,5
VILLA CHARCAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,2,2,6,2,8,10
VILLA MONTES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,6,2,13,17,19,19,38
VILLA RIVERO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,0,23,16,23,16,39
VILLA SERRANO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,1,13,15,13,16,29
VILLA TUNARI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,9,24,44,110,53,134,187
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,1,1,7,14,8,15,23
VILLAZON,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,1,26,50,163,51,189,240
VINTO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,6,6,41,6,47,53
WARNES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,12,32,217,467,229,499,728
YACUIBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,7,6,60,142,67,148,215
YAMPARAEZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,2,6,47,59,49,65,114
YANACACHI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,1,1,5,8,6,9,15
YAPACANI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,170,249,31,57,201,306,507
YOCALLA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,1,0,20,0,21,21
YOTALA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,1,5,7,5,8,13
YUNCHARA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,1,0,13,0,14,14
ZUDAÑEZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-04-01,0,14,4,27,4,41,45
ACHACACHI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,1,0,1,1
AIQUILE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,2,3,4,5,6,8,14
ALALAY,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,1,0,1,1
ALTO BENI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,1,1,0,0,1,1,2
ANCORAIMES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,0,0,0,1,1
ANDAMARCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,0,0,0,1,1
ANTEQUERA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,2,3,2,3,5
ANZALDO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,2,0,2,2
ARANI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,4,5,3,7,7,12,19
ARBIETO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,5,16,5,17,22
ARQUE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,1,1,6,2,7,3,10
ASCENCION DE GUARAYOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,4,25,4,5,8,30,38
ATOCHA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,3,4,0,4,3,7
AYO AYO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,8,19,8,20,28
BATALLAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,1,0,7,5,8,5,13
BAURES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,0,24,0,25,25
BELEN DE ANDAMARCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,2,0,2,2
BELLA FLOR,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,2,0,2,2
BERMEJO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,2,2,1,2,3,5
BETANZOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,2,0,2,2
BOLIVAR,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,1,0,1,1
BOLPEBRA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,1,0,4,11,5,11,16
BOYUIBE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,9,19,9,20,29
BUENA VISTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,1,4,8,3,9,7,16
CABEZAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,2,6,7,8,9,14,23
CAIROMA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,2,0,0,0,2,2
CAJUATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,3,0,0,0,3,3
CALAMARCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,2,0,0,0,2,2
CAMARGO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,3,12,2,22,5,34,39
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,1,0,0,0,1,0,1
CAMIRI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,7,7,2,16,9,23,32
CAPINOTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,2,1,5,1,7,8
CARACOLLO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,2,5,2,5,7
CARANAVI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,6,1,1,1,7,8
CARAPARI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,4,1,6,1,10,2,12
CARMEN RIVERO TORREZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,1,7,1,7,8
CHALLAPATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,3,0,3,3
CHARAGUA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,6,12,6,13,19
CHIMORE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,2,15,20,15,22,37
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,7,0,7,7
CKOCHAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,14,0,14,14
CLIZA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,2,9,11,9,13,22
COBIJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,10,4,15,4,25,29
COCAPATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,2,4,2,4,6
COCHABAMBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,37,110,72,114,109,224,333
COIPASA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,2,0,2,2
COLCAPIRHUA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,2,7,34,39,36,46,82
"COLCHA ""K""",otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,5,16,26,15,31,31,62
COLOMI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,1,1,2,5,3,6,9
COLPA BELGICA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,1,3,13,32,14,35,49
COLQUECHACA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,0,0,0,1,1
COLQUENCHA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,0,0,0,1,1
COLQUIRI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,1,0,1,1
COMARAPA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,9,0,4,0,13,13
CONCEPCION,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,5,13,85,69,90,82,172
CORIPATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,1,0,1,1
CORO CORO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,0,0,0,1,1
COROICO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,2,9,2,9,11
CORQUE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,5,0,5,0,5
COTAGAITA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,9,4,11,4,20,24
COTOCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,4,15,186,175,190,190,380
CUATRO CAÑADAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,7,12,7,13,20
CUEVO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,5,17,5,18,23
CULPINA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,5,16,10,17,15,33,48
CURVA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,1,0,1,1
DESAGUADERO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,2,0,0,0,2,2
EL ALTO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,14,253,138,217,152,470,622
EL PUENTE(STC),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,1,3,17,47,18,50,68
EL PUENTE(TJA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,2,0,7,0,9,9
EL TORNO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,14,27,292,312,306,339,645
ENTRE RIOS TRJ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,5,5,25,5,30,35
ENTRE RIOS CBBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,4,9,20,31,24,40,64
FILADELFIA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,1,6,1,7,8
GENERAL SAAVEDRA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,0,0,0,1,1
GUANAY,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,2,0,0,0,2,2
GUAYARAMERIN,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,3,4,8,15,11,19,30
GUTIERREZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,3,0,3,3
HUACARETA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,4,26,20,26,24,50
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,29,0,29,1,30
HUANUNI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,4,4,16,4,20,24
HUARACAJE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,0,3,0,4,4
HUARINA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,4,1,0,1,4,5
HUMANATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,2,0,2,2
ICLA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,2,3,2,3,5
INCAHUASI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,7,1,10,1,17,18
INGAVI (HUMAITA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,1,16,1,16,17
INQUISIVI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,1,10,1,10,11
IRUPANA (VILLA DE LANZA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,2,0,1,0,3,3
IXIAMAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,9,11,9,11,20
JESUS DE MACHACA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,7,13,10,13,17,30
LA ASUNTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,0,4,0,5,5
LA GUARDIA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,51,119,485,436,536,555,1091
LA PAZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,32,146,103,183,135,329,464
LAGUNILLAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,3,0,4,7,7,7,14
LAJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,0,0,0,1,1
LICOMA PAMPA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,2,0,2,2
LORETO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,1,0,1,1
MACHACAMARCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,3,5,3,6,9
MACHARETI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,3,3,3,4,7
MAIRANA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,3,2,17,101,20,103,123
MALLA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,2,3,2,3,5
MAPIRI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,0,0,0,1,1
MECAPACA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,2,6,2,6,8
MINEROS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,1,0,1,1,2
MIZQUE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,1,2,11,8,12,10,22
MOCOMOCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,0,0,0,1,1
MOJOCOYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,6,17,6,18,24
MONTEAGUDO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,10,13,33,69,43,82,125
MONTERO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,2,11,10,49,12,60,72
MORO MORO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,0,2,0,3,3
MOROCHATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,1,0,1,1
OKINAWA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,3,4,29,43,32,47,79
OMEREQUE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,1,20,1,21,22
ORURO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,5,51,30,118,35,169,204
PADCAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,3,1,32,29,35,30,65
PADILLA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,5,4,0,3,5,7,12
PAILON,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,2,117,96,117,98,215
PALCA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,2,1,2,2,4
PALOS BLANCOS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,6,0,1,0,7,7
PAMPA AULLAGAS,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,2,0,2,2
PAMPA GRANDE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,5,2,5,2,10,12
PAPEL PAMPA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,4,7,4,7,11
PASORAPA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,4,8,16,8,20,28
PATACAMAYA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,2,0,2,2
PAZÑA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,4,3,4,4,8
PELECHUCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,2,0,2,2
POCOATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,1,1,1,1,2
POCONA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,1,0,3,11,4,11,15
POJO (CBBA),otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,2,3,2,4,6
PORCO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,0,0,0,1,1
POROMA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,1,0,1,1
PORONGO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,5,34,32,13,37,47,84
PORTACHUELO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,1,1,3,6,4,7,11
PORVENIR,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,1,0,1,1
POSTRER VALLE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,2,0,3,0,5,5
POTOSI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,33,2,18,2,51,53
PRESTO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,2,2,2,7,4,9,13
PUCARANI,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,1,0,1,1,2
PUERTO ACOSTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,0,0,0,1,1
PUERTO GONZALO MORENO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,2,0,2,2
PUERTO QUIJARRO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,8,4,12,10,20,14,34
PUERTO RICO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,2,1,10,20,12,21,33
PUERTO SUAREZ,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,2,9,22,9,24,33
PUERTO VILLARROEL,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,12,11,43,11,55,66
PUNATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,3,10,1,3,4,13,17
QUILLACOLLO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,13,12,23,65,36,77,113
QUIME,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,0,0,0,1,1
RAVELO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,1,1,1,1,2
REYES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,3,0,3,3
RIBERALTA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,3,0,1,0,4,4
ROBORE,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,5,0,0,0,5,5
SACABA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,2,17,21,31,23,48,71
SACABAMBA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,7,5,7,5,12
SACACA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,8,4,9,4,17,21
SAIPINA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,1,0,0,0,1,1
SALINAS DE GARCI MENDOZA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,2,10,41,10,43,53
SAMAIPATA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,1,3,0,0,1,3,4
SAN ANDRES,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,0,5,0,5,5
SAN ANDRES DE MACHACA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,0,9,6,9,6,15
SAN ANTONIO DE LOMERIO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,3,0,0,0,3,3
SAN BENITO,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,1,2,11,8,12,10,22
SAN BORJA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,4,2,0,2,4,6
SAN BUENA VENTURA,otras vacunaciones,total dt 5ta. dosis de 10 a 49 anos,2015-05-01,0,2,0,2,0,4,4
