,group,variable,month,TOTAL 23.1 N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTAL 23.1 N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
COLQUIRI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,1,4
COMARAPA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,7,1,8
CONCEPCION,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,0,2,2
COPACABANA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,1,4
CORIPATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,5,4,9
CORO CORO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,0,1
COROICO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,11,14,25
CORQUE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,2,5
COTAGAITA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,8,6,14
COTOCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,41,29,70
CUATRO CAÑADAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,11,16,27
CUCHUMUELA (V. G. VILLARROEL),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,3,4
CUEVO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,1,3
CULPINA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,7,9,16
CURAHUARA DE CARANGAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,4,7
DESAGUADERO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,0,1
EL ALTO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,299,302,601
EL CHORO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,2,4
EL PUENTE(STC),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,1,3
EL PUENTE(TJA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,1,3
EL TORNO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,23,21,44
EL VILLAR,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,3,6
ENTRE RIOS TRJ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,9,14,23
ENTRE RIOS CBBA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,24,19,43
ESCOMA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,0,3
EUCALIPTUS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,0,3
EUREKA (SANTOS MERCADO),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,0,1
FERNANDEZ ALONSO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,4,4,8
FILADELFIA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,1,3
GENERAL SAAVEDRA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,7,10
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,2,5
GUANAY,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,6,4,10
GUAQUI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,3,5
GUAYARAMERIN,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,23,8,31
GUTIERREZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,0,2
HUACARETA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,5,5,10
HUACAYA (VILLA DE HUACAYA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,2,3
HUACHACALLA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,1,2
HUANUNI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,54,14,68
HUARACAJE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,1,3
HUARINA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,1,3
HUATAJATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,0,1
HUAYLLAMARCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,2,5
ICHOCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,0,1
ICLA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,3,6
INCAHUASI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,5,8,13
IRUPANA (VILLA DE LANZA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,9,9,18
JESUS DE MACHACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,0,3
LA ASUNTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,27,11,38
LA GUARDIA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,26,36,62
LA PAZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,316,303,619
LAGUNILLAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,4,3,7
LAJA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,0,1
LICOMA PAMPA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,0,1,1
LLALLAGUA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,14,12,26
LURIBAY,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,0,2
MACHARETI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,5,8
MAGDALENA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,1,2
MAIRANA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,3,4
MAPIRI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,9,8,17
MECAPACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,6,9
MINEROS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,2,4
MIZQUE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,5,4,9
MOCOMOCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,6,7
MOJOCOYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,5,7
MONTEAGUDO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,20,18,38
MONTERO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,105,82,187
MORO MORO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,0,2
MOROCHATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,2,5
NACEBE (SANTA ROSA DEL ABUNA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,0,1
OCURI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,5,7,12
OKINAWA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,9,2,11
OMEREQUE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,6,7
ORURO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,87,83,170
PADCAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,4,7,11
PADILLA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,9,5,14
PAILON,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,8,7,15
PALCA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,4,4,8
PALOS BLANCOS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,24,18,42
PAMPA AULLAGAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,0,3
PAMPA GRANDE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,5,5,10
PASORAPA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,1,3
PATACAMAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,4,0,4
PAZÑA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,0,2
PELECHUCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,1,4
POCOATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,24,21,45
POCONA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,3,5
POJO (CBBA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,1,3
POOPO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,0,2
POROMA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,11,9,20
PORONGO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,0,1,1
PORTACHUELO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,14,5,19
PORVENIR,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,0,1
POTOSI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,133,40,173
PRESTO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,5,7,12
PUCARA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,0,1
PUCARANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,4,1,5
PUERTO ACOSTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,4,3,7
PUERTO CARABUCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,4,2,6
PUERTO GONZALO MORENO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,1,2
PUERTO PEREZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,1,2
PUERTO QUIJARRO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,1,2
PUERTO RICO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,11,2,13
PUERTO SUAREZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,1,4
PUERTO VILLARROEL,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,48,28,76
PUNA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,5,7,12
PUNATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,5,16,21
QUIABAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,3,5
QUILLACOLLO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,62,53,115
QUIME,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,0,2
QUIRUSILLAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,1,2
RAVELO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,6,7,13
REYES,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,4,1,5
RIBERALTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,46,51,97
ROBORE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,4,2,6
RURRENABAQUE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,6,6,12
SACABA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,58,43,101
SACABAMBA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,0,2
SACACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,2,5
SAIPINA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,3,5
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,0,1
SAMAIPATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,2,4
SAN AGUSTIN,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,3,5
SAN ANDRES,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,1,2
SAN ANDRES DE MACHACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,3,6
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,0,2
SAN BENITO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,7,2,9
SAN BORJA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,7,10,17
SAN BUENA VENTURA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,2,4
SAN CARLOS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,8,13,21
SAN IGNACIO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,9,11,20
SAN IGNACIO DE VELASCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,7,6,13
SAN JAVIER(STC),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,4,6
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,5,3,8
SAN JUAN DE YAPACANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,4,5
SAN JULIAN,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,26,27,53
SAN LORENZO(PND),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,5,3,8
SAN LORENZO(TJA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,8,7,15
SAN LUCAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,20,17,37
SAN MATIAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,5,2,7
SAN MIGUEL DE VELASCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,4,5
SAN PEDRO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,6,3,9
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,9,14,23
SAN PEDRO DE CURAHUARA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,1,2
SAN PEDRO DE TIQUINA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,0,2
SAN RAFAEL,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,1,2
SAN RAMON BENI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,0,1
SAN RAMON SCZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,2,4
SANTA ANA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,1,2
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,645,580,1225
SANTA ROSA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,0,1,1
SANTA ROSA DEL SARA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,4,2,6
SANTIAGO DE HUARI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,2,5
SANTIAGO DE HUATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,1,4
SANTIAGO DE MACHACA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,2,3
SANTIVAÑES,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,3,4
SANTUARIO DE QUILLACAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,0,1
SHINAOTA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,14,8,22
SICA SICA (VILLA AROMA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,1,3
SICAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,1,2
SIPE SIPE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,8,13,21
SOPACHUY,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,2,5
SORACACHI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,1,4
SORATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,11,7,18
SUCRE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,122,182,304
TACACHI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,0,1,1
TACACOMA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,0,1
TACOBAMBA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,4,3,7
TACOPAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,3,5
TAPACARI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,6,7,13
TARABUCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,7,5,12
TARACO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,2,5
TARATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,1,3
TARIJA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,68,47,115
TARVITA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,6,7,13
TEOPONTE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,7,5,12
TIAWANACU,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,4,2,6
TINGUIPAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,6,5,11
TIPUANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,15,10,25
TIQUIPAYA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,14,16,30
TIRAQUE (CBBA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,5,1,6
TITO YUPANQUI (PARQUIPUJIO),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,0,1
TOLATA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,4,5,9
TOLEDO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,1,2
TOMAVE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,4,2,6
TOMINA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,5,6
TORO TORO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,3,5
TOTORA(CBBA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,6,2,8
TOTORA(ORR),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,3,6
TRIGAL,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,1,2
TRINIDAD,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,49,22,71
TUPIZA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,31,7,38
TURCO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,0,2,2
UNCIA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,1,4
URIONDO (A. CONCEPCION),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,8,7,15
UYUNI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,6,5,11
VACAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,3,2,5
VALLEGRANDE,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,4,3,7
VIACHA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,13,11,24
VILLA CHARCAS,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,5,11,16
VILLA MONTES,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,27,19,46
VILLA RIVERO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,1,2
VILLA SERRANO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,8,4,12
VILLA TUNARI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,52,42,94
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,7,2,9
VILLAZON,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,9,6,15
VINTO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,10,16,26
VITICHI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,4,42,46
WALDO BALLIVIAN,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,0,1,1
WARNES,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,39,38,77
YACO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,0,2,2
YACUIBA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,76,69,145
YAMPARAEZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,6,9,15
YANACACHI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,0,1
YAPACANI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,76,59,135
YOCALLA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,1,0,1
YOTALA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,2,0,2
YUNCHARA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,4,2,6
ZUDAÑEZ,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-05-01,7,4,11
ACACIO,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-06-01,2,1,3
ACHACACHI,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-06-01,4,5,9
ACHOCALLA,tuberculosis y lepra,      n de sintomaticos respiratorios,2014-06-01,1,2,3
