,group,variable,month,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA MENORES DE 5 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 5 A 13 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 14 A 19 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 20 A 59 AÑOS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA 60 AÑOS Y MAS,CONSULTA REPETIDA EMB,CONSULTA REPETIDA EMB,CONSULTA REPETIDA POST,CONSULTA REPETIDA POST,TOTALES,TOTALES,TOTALES
TARIJA,atencion odontologica,consulta repetida,2015-03-01,108,108,364,333,343,379,799,1293,176,149,0,19,0,1,1790,2282,4072
TARVITA,atencion odontologica,consulta repetida,2015-03-01,0,0,2,2,4,0,4,4,1,0,0,0,0,0,11,6,17
TEOPONTE,atencion odontologica,consulta repetida,2015-03-01,1,0,0,0,1,0,0,0,2,0,0,0,0,2,4,2,6
TIAWANACU,atencion odontologica,consulta repetida,2015-03-01,0,0,0,10,7,8,8,22,3,0,0,3,0,5,18,48,66
TINGUIPAYA,atencion odontologica,consulta repetida,2015-03-01,0,0,0,0,0,5,3,0,0,0,0,0,0,0,3,5,8
TIPUANI,atencion odontologica,consulta repetida,2015-03-01,1,0,0,0,0,0,7,7,2,1,0,0,0,2,10,10,20
TIQUIPAYA,atencion odontologica,consulta repetida,2015-03-01,110,77,24,17,3,21,6,49,5,7,0,15,0,37,148,223,371
TIRAQUE (CBBA),atencion odontologica,consulta repetida,2015-03-01,7,9,9,4,1,3,9,29,4,4,0,2,0,4,30,55,85
TOCO,atencion odontologica,consulta repetida,2015-03-01,1,0,1,1,0,11,1,6,0,2,0,0,0,1,3,21,24
TODOS SANTOS,atencion odontologica,consulta repetida,2015-03-01,3,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,5
TOLATA,atencion odontologica,consulta repetida,2015-03-01,10,1,9,1,0,2,0,5,0,0,0,0,0,3,19,12,31
TOLEDO,atencion odontologica,consulta repetida,2015-03-01,2,0,0,0,0,2,0,6,0,0,0,0,0,0,2,8,10
TOMAVE,atencion odontologica,consulta repetida,2015-03-01,4,0,2,0,0,0,10,3,1,0,0,0,0,9,17,12,29
TOMINA,atencion odontologica,consulta repetida,2015-03-01,2,6,4,1,1,2,1,9,0,0,0,1,0,0,8,19,27
TORO TORO,atencion odontologica,consulta repetida,2015-03-01,2,1,0,1,2,0,3,16,0,0,0,2,0,6,7,26,33
TOTORA(CBBA),atencion odontologica,consulta repetida,2015-03-01,2,3,2,2,0,6,0,5,0,0,0,0,0,1,4,17,21
TOTORA(ORR),atencion odontologica,consulta repetida,2015-03-01,3,0,0,0,0,4,0,7,2,0,0,0,0,1,5,12,17
TRINIDAD,atencion odontologica,consulta repetida,2015-03-01,37,31,69,84,70,36,148,233,43,24,0,16,0,0,367,424,791
TUPIZA,atencion odontologica,consulta repetida,2015-03-01,33,17,4,22,4,18,48,45,1,3,0,18,0,10,90,133,223
TURCO,atencion odontologica,consulta repetida,2015-03-01,3,1,0,3,1,4,0,1,0,1,0,0,0,1,4,11,15
UMALA,atencion odontologica,consulta repetida,2015-03-01,0,0,0,0,2,1,1,0,0,1,0,0,0,0,3,2,5
UNCIA,atencion odontologica,consulta repetida,2015-03-01,28,26,16,24,15,21,36,96,7,3,0,3,0,12,102,185,287
URIONDO (A. CONCEPCION),atencion odontologica,consulta repetida,2015-03-01,1,0,12,4,7,18,33,120,3,2,0,1,0,0,56,145,201
URUBICHA,atencion odontologica,consulta repetida,2015-03-01,0,0,0,0,0,0,1,0,3,0,0,6,0,0,4,6,10
UYUNI,atencion odontologica,consulta repetida,2015-03-01,4,10,2,1,0,1,1,5,0,0,0,2,0,1,7,20,27
VACAS,atencion odontologica,consulta repetida,2015-03-01,2,0,0,0,0,0,0,0,2,1,0,0,0,0,4,1,5
VALLEGRANDE,atencion odontologica,consulta repetida,2015-03-01,0,5,9,10,0,10,8,27,5,4,0,2,0,0,22,58,80
VIACHA,atencion odontologica,consulta repetida,2015-03-01,69,83,7,19,11,19,24,61,1,3,0,6,0,31,112,222,334
VILA VILA,atencion odontologica,consulta repetida,2015-03-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
VILLA CHARCAS,atencion odontologica,consulta repetida,2015-03-01,0,0,1,1,0,0,0,1,0,4,0,0,0,0,1,6,7
VILLA MONTES,atencion odontologica,consulta repetida,2015-03-01,2,0,5,3,0,13,15,30,0,0,0,1,0,0,22,47,69
VILLA RIVERO,atencion odontologica,consulta repetida,2015-03-01,2,0,1,1,3,1,5,4,0,0,0,4,0,2,11,12,23
VILLA SERRANO,atencion odontologica,consulta repetida,2015-03-01,23,16,0,0,0,1,5,1,0,0,0,3,0,1,28,22,50
VILLA TUNARI,atencion odontologica,consulta repetida,2015-03-01,112,101,0,0,3,6,7,27,0,2,0,1,0,9,122,146,268
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consulta repetida,2015-03-01,6,0,1,1,1,2,10,13,0,1,0,0,0,1,18,18,36
VILLAZON,atencion odontologica,consulta repetida,2015-03-01,33,18,34,23,15,11,40,138,21,11,0,8,0,8,143,217,360
VINTO,atencion odontologica,consulta repetida,2015-03-01,1,1,0,0,0,0,12,22,3,2,0,0,0,0,16,25,41
VITICHI,atencion odontologica,consulta repetida,2015-03-01,0,2,8,10,0,11,11,64,2,8,0,1,0,1,21,97,118
WARNES,atencion odontologica,consulta repetida,2015-03-01,35,21,9,6,0,2,1,2,1,0,0,0,0,0,46,31,77
YACO,atencion odontologica,consulta repetida,2015-03-01,0,0,0,0,0,10,0,28,0,0,0,9,0,30,0,77,77
YACUIBA,atencion odontologica,consulta repetida,2015-03-01,15,24,15,61,23,84,101,243,6,9,0,0,0,1,160,422,582
YAMPARAEZ,atencion odontologica,consulta repetida,2015-03-01,17,18,0,0,3,16,4,17,6,3,0,0,0,4,30,58,88
YANACACHI,atencion odontologica,consulta repetida,2015-03-01,0,6,1,2,0,1,1,1,0,0,0,0,0,0,2,10,12
YAPACANI,atencion odontologica,consulta repetida,2015-03-01,23,33,5,14,5,29,17,49,10,6,0,17,0,27,60,175,235
YOCALLA,atencion odontologica,consulta repetida,2015-03-01,0,2,3,5,1,0,2,9,0,0,0,2,0,5,6,23,29
YOTALA,atencion odontologica,consulta repetida,2015-03-01,10,10,6,6,4,21,5,28,1,0,0,257,0,11,26,333,359
YUNCHARA,atencion odontologica,consulta repetida,2015-03-01,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6
ZUDAÑEZ,atencion odontologica,consulta repetida,2015-03-01,1,0,2,1,1,3,4,9,0,0,0,0,0,1,8,14,22
ACACIO,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,0,0,1,1,2,0,0,0,0,0,3,1,4
ACHACACHI,atencion odontologica,consulta repetida,2015-04-01,42,44,12,15,9,7,20,66,25,3,0,13,0,13,108,161,269
ACHOCALLA,atencion odontologica,consulta repetida,2015-04-01,1,0,1,2,1,2,0,2,1,0,0,0,0,0,4,6,10
AIQUILE,atencion odontologica,consulta repetida,2015-04-01,38,25,47,29,2,2,12,54,17,6,0,12,0,0,116,128,244
ALALAY,atencion odontologica,consulta repetida,2015-04-01,17,0,0,0,0,2,0,1,0,0,0,0,0,1,17,4,21
ALCALA,atencion odontologica,consulta repetida,2015-04-01,3,0,3,18,3,4,11,20,2,9,0,1,0,10,22,62,84
ALTO BENI,atencion odontologica,consulta repetida,2015-04-01,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,3
ANCORAIMES,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,1,0,0,3,3,0,0,0,0,0,4,3,7
ANDAMARCA,atencion odontologica,consulta repetida,2015-04-01,0,0,9,6,0,3,1,15,3,0,0,2,0,0,13,26,39
ANTEQUERA,atencion odontologica,consulta repetida,2015-04-01,3,2,0,3,0,2,3,4,0,0,0,1,0,0,6,12,18
ANZALDO,atencion odontologica,consulta repetida,2015-04-01,0,0,1,0,2,7,0,1,0,0,0,0,0,0,3,8,11
APOLO,atencion odontologica,consulta repetida,2015-04-01,0,2,0,0,0,2,0,2,0,0,0,0,0,4,0,10,10
ARAMPAMPA,atencion odontologica,consulta repetida,2015-04-01,1,0,0,0,0,0,1,3,2,2,0,0,0,3,4,8,12
ARANI,atencion odontologica,consulta repetida,2015-04-01,5,2,6,0,0,0,2,7,0,2,0,0,0,0,13,11,24
ARBIETO,atencion odontologica,consulta repetida,2015-04-01,8,5,1,1,0,0,1,6,2,1,0,0,0,0,12,13,25
ARQUE,atencion odontologica,consulta repetida,2015-04-01,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,3,4
ASCENCION DE GUARAYOS,atencion odontologica,consulta repetida,2015-04-01,6,7,0,0,0,0,0,0,0,0,0,0,0,1,6,8,14
ATOCHA,atencion odontologica,consulta repetida,2015-04-01,16,17,42,69,38,44,168,141,14,6,0,4,0,0,278,281,559
AYATA,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta repetida,2015-04-01,15,18,27,32,8,19,50,51,7,8,0,0,0,26,107,154,261
AZURDUY,atencion odontologica,consulta repetida,2015-04-01,0,3,0,0,0,3,5,4,0,0,0,0,0,0,5,10,15
BATALLAS,atencion odontologica,consulta repetida,2015-04-01,1,0,0,0,0,0,0,4,0,0,0,4,0,0,1,8,9
BAURES,atencion odontologica,consulta repetida,2015-04-01,0,0,1,3,0,0,1,2,0,0,0,0,0,0,2,5,7
BELEN DE ANDAMARCA,atencion odontologica,consulta repetida,2015-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
BELEN DE URMIRI,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
BERMEJO,atencion odontologica,consulta repetida,2015-04-01,17,28,48,36,9,118,79,152,0,2,0,54,0,40,153,430,583
BETANZOS,atencion odontologica,consulta repetida,2015-04-01,3,7,18,32,1,0,16,48,4,2,0,0,0,1,42,90,132
BOLIVAR,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
BOYUIBE,atencion odontologica,consulta repetida,2015-04-01,0,0,2,1,0,0,0,8,0,0,0,0,0,0,2,9,11
BUENA VISTA,atencion odontologica,consulta repetida,2015-04-01,2,3,2,2,8,4,3,9,0,9,0,4,0,3,15,34,49
CABEZAS,atencion odontologica,consulta repetida,2015-04-01,4,9,2,0,6,5,2,12,0,2,0,2,0,1,14,31,45
CAIROMA,atencion odontologica,consulta repetida,2015-04-01,5,2,1,5,4,0,3,6,0,0,0,0,0,0,13,13,26
"CAIZA ""D""",atencion odontologica,consulta repetida,2015-04-01,10,0,8,4,2,6,4,17,0,5,0,2,0,1,24,35,59
CAJUATA,atencion odontologica,consulta repetida,2015-04-01,1,0,1,0,3,1,0,2,0,1,0,0,0,1,5,5,10
CALAMARCA,atencion odontologica,consulta repetida,2015-04-01,2,5,0,1,7,3,10,27,0,3,0,2,0,6,19,47,66
CAMARGO,atencion odontologica,consulta repetida,2015-04-01,20,29,1,7,0,8,2,31,2,5,0,8,0,20,25,108,133
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta repetida,2015-04-01,0,1,1,4,3,5,10,24,0,3,0,0,0,1,14,38,52
CAMIRI,atencion odontologica,consulta repetida,2015-04-01,24,4,13,0,2,8,14,20,0,0,0,2,0,7,53,41,94
CAPINOTA,atencion odontologica,consulta repetida,2015-04-01,6,15,6,1,3,2,18,17,7,3,0,2,0,1,40,41,81
CAQUIAVIRI,atencion odontologica,consulta repetida,2015-04-01,0,0,2,1,0,1,0,3,0,5,0,1,0,6,2,17,19
CARACOLLO,atencion odontologica,consulta repetida,2015-04-01,1,7,8,11,2,2,12,29,15,6,0,3,0,6,38,64,102
CARANAVI,atencion odontologica,consulta repetida,2015-04-01,41,31,11,12,10,21,10,18,9,8,0,8,0,2,81,100,181
CARAPARI,atencion odontologica,consulta repetida,2015-04-01,0,0,1,2,0,8,9,18,1,0,0,0,0,2,11,30,41
CHALLAPATA,atencion odontologica,consulta repetida,2015-04-01,29,18,18,20,0,7,13,35,7,8,0,0,0,8,67,96,163
CHAQUI,atencion odontologica,consulta repetida,2015-04-01,1,1,0,0,2,2,0,6,1,0,0,0,0,0,4,9,13
CHARAGUA,atencion odontologica,consulta repetida,2015-04-01,0,1,5,6,0,0,0,1,0,0,0,2,0,2,5,12,17
CHAYANTA,atencion odontologica,consulta repetida,2015-04-01,20,30,5,4,6,6,15,31,2,8,0,4,0,4,48,87,135
CHIMORE,atencion odontologica,consulta repetida,2015-04-01,9,6,1,0,0,7,1,17,5,0,0,8,0,14,16,52,68
CHIPAYA,atencion odontologica,consulta repetida,2015-04-01,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,1,3
CHOQUE COTA,atencion odontologica,consulta repetida,2015-04-01,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,3,4
CHUA COCANI,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,3,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta repetida,2015-04-01,4,1,3,1,1,6,4,15,0,0,0,0,0,3,12,26,38
CHUMA,atencion odontologica,consulta repetida,2015-04-01,0,1,3,0,1,4,7,22,0,1,0,0,0,3,11,31,42
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta repetida,2015-04-01,9,14,0,0,0,0,0,3,7,0,0,0,0,3,16,20,36
CKOCHAS,atencion odontologica,consulta repetida,2015-04-01,0,0,0,1,1,0,2,4,0,0,0,0,0,0,3,5,8
CLIZA,atencion odontologica,consulta repetida,2015-04-01,18,3,2,5,2,11,8,18,25,8,0,0,0,3,55,48,103
COBIJA,atencion odontologica,consulta repetida,2015-04-01,16,38,41,35,9,31,102,90,15,2,0,4,0,4,183,204,387
COCAPATA,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,0,0,1,3,0,0,0,3,0,11,1,17,18
COCHABAMBA,atencion odontologica,consulta repetida,2015-04-01,555,499,550,616,311,411,1179,1700,283,290,0,62,0,118,2878,3696,6574
COIPASA,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,0,0,3,9,0,0,0,2,0,0,3,11,14
COLCAPIRHUA,atencion odontologica,consulta repetida,2015-04-01,17,17,0,0,0,7,0,18,0,0,0,24,0,11,17,77,94
"COLCHA ""K""",atencion odontologica,consulta repetida,2015-04-01,0,0,0,2,1,2,0,13,0,0,0,2,0,9,1,28,29
COLOMI,atencion odontologica,consulta repetida,2015-04-01,27,14,0,0,0,0,0,0,3,8,0,0,0,4,30,26,56
COLPA BELGICA,atencion odontologica,consulta repetida,2015-04-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
COLQUECHACA,atencion odontologica,consulta repetida,2015-04-01,17,21,13,6,16,28,51,99,12,8,0,10,0,19,109,191,300
COLQUENCHA,atencion odontologica,consulta repetida,2015-04-01,0,0,5,13,3,5,1,6,0,5,0,0,0,0,9,29,38
COMARAPA,atencion odontologica,consulta repetida,2015-04-01,8,23,2,4,3,11,12,12,5,7,0,6,0,14,30,77,107
CONCEPCION,atencion odontologica,consulta repetida,2015-04-01,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3,4
CORIPATA,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,11
CORO CORO,atencion odontologica,consulta repetida,2015-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
COROICO,atencion odontologica,consulta repetida,2015-04-01,6,2,5,10,2,11,12,18,0,0,0,0,0,0,25,41,66
CORQUE,atencion odontologica,consulta repetida,2015-04-01,0,1,0,0,0,1,2,4,0,0,0,0,0,1,2,7,9
COTAGAITA,atencion odontologica,consulta repetida,2015-04-01,24,7,20,18,11,21,29,84,1,3,0,1,0,4,85,138,223
COTOCA,atencion odontologica,consulta repetida,2015-04-01,56,42,5,0,2,5,1,17,6,3,0,10,0,7,70,84,154
CUATRO CAÑADAS,atencion odontologica,consulta repetida,2015-04-01,21,23,1,1,0,1,3,12,0,0,0,1,0,13,25,51,76
CUEVO,atencion odontologica,consulta repetida,2015-04-01,0,0,1,0,9,2,6,15,1,0,0,3,0,0,17,20,37
CULPINA,atencion odontologica,consulta repetida,2015-04-01,4,3,4,2,2,0,9,36,6,0,0,0,0,0,25,41,66
CURAHUARA DE CARANGAS,atencion odontologica,consulta repetida,2015-04-01,0,4,0,0,0,0,5,0,0,0,0,0,0,0,5,4,9
EL ALTO,atencion odontologica,consulta repetida,2015-04-01,148,144,168,286,97,152,171,417,24,14,0,32,0,49,608,1094,1702
EL CHORO,atencion odontologica,consulta repetida,2015-04-01,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3
EL PUENTE(STC),atencion odontologica,consulta repetida,2015-04-01,14,5,0,0,0,2,3,1,0,0,0,0,0,0,17,8,25
EL PUENTE(TJA),atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2,5,7
EL TORNO,atencion odontologica,consulta repetida,2015-04-01,7,12,15,16,19,23,23,50,16,19,0,6,0,15,80,141,221
EL VILLAR,atencion odontologica,consulta repetida,2015-04-01,4,0,0,0,3,7,8,7,0,0,0,1,0,2,15,17,32
ENTRE RIOS TRJ,atencion odontologica,consulta repetida,2015-04-01,0,0,5,2,2,5,11,25,0,0,0,0,0,0,18,32,50
ENTRE RIOS CBBA,atencion odontologica,consulta repetida,2015-04-01,34,51,5,22,2,10,3,28,3,1,0,0,0,5,47,117,164
EUCALIPTUS,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,0,6,4,10,0,1,0,1,0,3,4,21,25
FERNANDEZ ALONSO,atencion odontologica,consulta repetida,2015-04-01,6,0,2,4,0,0,4,14,2,5,0,2,0,0,14,25,39
GENERAL SAAVEDRA,atencion odontologica,consulta repetida,2015-04-01,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,3
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta repetida,2015-04-01,6,1,15,7,1,1,1,2,0,0,0,1,0,0,23,12,35
GUAYARAMERIN,atencion odontologica,consulta repetida,2015-04-01,2,3,5,13,12,11,12,11,0,0,0,10,0,4,31,52,83
GUTIERREZ,atencion odontologica,consulta repetida,2015-04-01,1,1,1,3,1,3,0,0,0,0,0,0,0,0,3,7,10
HUACARETA,atencion odontologica,consulta repetida,2015-04-01,6,0,3,0,5,0,4,1,0,0,0,0,0,0,18,1,19
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta repetida,2015-04-01,0,0,1,3,12,6,3,4,0,0,0,0,0,1,16,14,30
HUANUNI,atencion odontologica,consulta repetida,2015-04-01,12,27,31,63,15,44,47,28,6,6,0,7,0,2,111,177,288
HUARINA,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,3,4
HUAYLLAMARCA,atencion odontologica,consulta repetida,2015-04-01,3,0,6,9,13,2,12,26,8,4,0,1,0,1,42,43,85
HUMANATA,atencion odontologica,consulta repetida,2015-04-01,0,0,0,2,0,2,0,0,7,5,0,0,0,0,7,9,16
ICLA,atencion odontologica,consulta repetida,2015-04-01,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3
INCAHUASI,atencion odontologica,consulta repetida,2015-04-01,5,0,2,0,0,4,3,10,0,0,0,0,0,2,10,16,26
INQUISIVI,atencion odontologica,consulta repetida,2015-04-01,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2,2,4
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta repetida,2015-04-01,28,3,0,1,2,4,1,7,0,0,0,0,0,5,31,20,51
JESUS DE MACHACA,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,2,4,3,5,0,1,0,0,0,0,5,10,15
LA ASUNTA,atencion odontologica,consulta repetida,2015-04-01,2,1,4,4,1,8,7,26,1,1,0,2,0,5,15,47,62
LA GUARDIA,atencion odontologica,consulta repetida,2015-04-01,4,7,1,5,0,1,1,4,0,2,0,0,0,0,6,19,25
LA PAZ,atencion odontologica,consulta repetida,2015-04-01,576,546,607,685,426,564,1306,1970,298,318,0,75,0,95,3213,4253,7466
LAGUNILLAS,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,5,9
LAJA,atencion odontologica,consulta repetida,2015-04-01,9,9,0,0,0,4,5,9,0,0,0,1,0,0,14,23,37
LAS CARRERAS,atencion odontologica,consulta repetida,2015-04-01,9,14,0,1,0,4,3,9,0,0,0,0,0,3,12,31,43
LICOMA PAMPA,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
LLALLAGUA,atencion odontologica,consulta repetida,2015-04-01,59,102,26,38,21,46,34,124,11,12,0,4,0,7,151,333,484
LLICA,atencion odontologica,consulta repetida,2015-04-01,0,0,1,0,0,3,2,5,0,0,0,0,0,0,3,8,11
LURIBAY,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
MACHACAMARCA,atencion odontologica,consulta repetida,2015-04-01,1,4,0,7,0,3,6,9,2,5,0,0,0,1,9,29,38
MACHARETI,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,5,5
MAGDALENA,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,6
MAIRANA,atencion odontologica,consulta repetida,2015-04-01,3,2,4,1,1,6,0,12,1,0,0,2,0,10,9,33,42
MAPIRI,atencion odontologica,consulta repetida,2015-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
MECAPACA,atencion odontologica,consulta repetida,2015-04-01,3,0,2,3,0,1,3,5,1,0,0,0,0,0,9,9,18
MIZQUE,atencion odontologica,consulta repetida,2015-04-01,9,9,5,1,8,13,6,22,9,7,0,0,0,25,37,77,114
MOCOMOCO,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,0,3,3,2,1,1,0,2,0,0,4,8,12
MOJOCOYA,atencion odontologica,consulta repetida,2015-04-01,0,4,2,2,4,7,5,12,0,1,0,1,0,0,11,27,38
MONTEAGUDO,atencion odontologica,consulta repetida,2015-04-01,8,50,0,3,8,13,20,33,0,0,0,2,0,24,36,125,161
MONTERO,atencion odontologica,consulta repetida,2015-04-01,1,3,5,8,6,11,22,65,9,6,0,0,0,0,43,93,136
MORO MORO,atencion odontologica,consulta repetida,2015-04-01,0,0,0,4,2,3,0,2,0,0,0,0,0,0,2,9,11
MOROCHATA,atencion odontologica,consulta repetida,2015-04-01,1,0,0,0,0,0,0,7,0,0,0,0,0,1,1,8,9
OCURI,atencion odontologica,consulta repetida,2015-04-01,1,6,2,0,1,3,0,0,0,2,0,0,0,0,4,11,15
OKINAWA,atencion odontologica,consulta repetida,2015-04-01,1,0,0,0,0,0,1,3,0,0,0,1,0,0,2,4,6
OMEREQUE,atencion odontologica,consulta repetida,2015-04-01,2,0,3,0,0,0,0,7,0,0,0,0,0,0,5,7,12
ORURO,atencion odontologica,consulta repetida,2015-04-01,298,243,234,257,121,235,674,928,164,127,0,29,0,64,1491,1883,3374
PADCAYA,atencion odontologica,consulta repetida,2015-04-01,0,2,9,8,10,8,24,61,1,1,0,0,0,0,44,80,124
PADILLA,atencion odontologica,consulta repetida,2015-04-01,3,5,0,9,1,3,6,16,5,3,0,1,0,5,15,42,57
PAILON,atencion odontologica,consulta repetida,2015-04-01,10,1,0,0,0,2,3,19,0,5,0,3,0,4,13,34,47
PALCA,atencion odontologica,consulta repetida,2015-04-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PALOS BLANCOS,atencion odontologica,consulta repetida,2015-04-01,47,4,1,0,3,3,4,2,1,0,0,0,0,4,56,13,69
PAMPA AULLAGAS,atencion odontologica,consulta repetida,2015-04-01,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,6,6
PAMPA GRANDE,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PASORAPA,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
PATACAMAYA,atencion odontologica,consulta repetida,2015-04-01,13,17,3,8,0,3,4,15,2,3,0,0,0,0,22,46,68
PAZÑA,atencion odontologica,consulta repetida,2015-04-01,6,4,3,0,0,4,10,10,11,3,0,3,0,3,30,27,57
POCOATA,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,3
POCONA,atencion odontologica,consulta repetida,2015-04-01,2,1,5,1,1,7,26,17,3,0,0,3,0,4,37,33,70
POJO (CBBA),atencion odontologica,consulta repetida,2015-04-01,7,10,6,7,3,7,4,13,1,1,0,5,0,3,21,46,67
POOPO,atencion odontologica,consulta repetida,2015-04-01,8,4,5,58,4,9,2,11,2,9,0,1,0,0,21,92,113
PORCO,atencion odontologica,consulta repetida,2015-04-01,8,4,2,3,0,0,1,6,0,0,0,0,0,0,11,13,24
POROMA,atencion odontologica,consulta repetida,2015-04-01,0,0,1,0,0,0,1,5,0,0,0,0,0,0,2,5,7
PORTACHUELO,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3
PORVENIR,atencion odontologica,consulta repetida,2015-04-01,17,3,10,2,0,2,4,8,2,0,0,2,0,1,33,18,51
POTOSI,atencion odontologica,consulta repetida,2015-04-01,221,234,313,295,197,327,479,991,75,49,0,107,0,141,1285,2144,3429
PRESTO,atencion odontologica,consulta repetida,2015-04-01,2,0,1,2,0,1,0,6,0,0,0,3,0,0,3,12,15
PUCARANI,atencion odontologica,consulta repetida,2015-04-01,17,11,10,1,0,16,35,15,18,27,0,0,0,7,80,77,157
PUERTO CARABUCO,atencion odontologica,consulta repetida,2015-04-01,0,0,1,0,0,0,12,6,1,3,0,0,0,1,14,10,24
PUERTO QUIJARRO,atencion odontologica,consulta repetida,2015-04-01,23,2,0,0,0,5,0,18,0,1,0,1,0,23,23,50,73
PUERTO RICO,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,0,1,4,3,0,2,0,0,0,0,4,6,10
PUERTO SUAREZ,atencion odontologica,consulta repetida,2015-04-01,1,7,0,0,1,3,1,21,1,0,0,10,0,5,4,46,50
PUERTO VILLARROEL,atencion odontologica,consulta repetida,2015-04-01,22,14,15,9,3,7,4,46,1,0,0,10,0,17,45,103,148
PUNA,atencion odontologica,consulta repetida,2015-04-01,3,1,7,7,3,7,5,16,0,2,0,0,0,3,18,36,54
PUNATA,atencion odontologica,consulta repetida,2015-04-01,41,22,7,14,6,5,17,48,16,7,0,6,0,2,87,104,191
QUILLACOLLO,atencion odontologica,consulta repetida,2015-04-01,118,148,56,36,19,37,58,129,28,51,0,2,0,25,279,428,707
QUIME,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,0,7,22,3,4,0,0,0,0,0,26,10,36
RAVELO,atencion odontologica,consulta repetida,2015-04-01,0,0,0,0,0,0,0,2,2,0,0,1,0,0,2,3,5
REYES,atencion odontologica,consulta repetida,2015-04-01,0,1,0,0,0,0,1,4,0,0,0,6,0,0,1,11,12
RIBERALTA,atencion odontologica,consulta repetida,2015-04-01,17,19,30,6,36,26,45,40,10,0,0,1,0,5,138,97,235
