,group,variable,month,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA MENORES DE 5 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 5 A 13 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 14 A 19 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 20 A 59 AÑOS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA 60 AÑOS Y MAS,ENDODONCIA EMB,ENDODONCIA EMB,ENDODONCIA POST,ENDODONCIA POST,TOTALES,TOTALES,TOTALES
JESUS DE MACHACA,atencion odontologica,endodoncia,2015-04-01,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2,2,4
LA ASUNTA,atencion odontologica,endodoncia,2015-04-01,4,2,4,2,2,2,5,15,0,0,0,0,0,0,15,21,36
LA GUARDIA,atencion odontologica,endodoncia,2015-04-01,8,2,0,0,0,0,0,1,3,0,0,0,0,0,11,3,14
LA PAZ,atencion odontologica,endodoncia,2015-04-01,157,172,156,152,96,173,359,520,93,62,0,0,0,0,861,1079,1940
LAGUNILLAS,atencion odontologica,endodoncia,2015-04-01,0,0,2,0,0,4,2,7,0,0,0,0,0,0,4,11,15
LAJA,atencion odontologica,endodoncia,2015-04-01,8,3,2,2,0,6,1,17,0,0,0,0,0,0,11,28,39
LAS CARRERAS,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,1,6,4,0,0,0,0,0,0,6,5,11
LLALLAGUA,atencion odontologica,endodoncia,2015-04-01,16,27,6,7,0,12,2,22,2,3,0,0,0,0,26,71,97
LLICA,atencion odontologica,endodoncia,2015-04-01,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,3
LURIBAY,atencion odontologica,endodoncia,2015-04-01,2,0,0,5,3,3,0,2,0,0,0,0,0,0,5,10,15
MACHACAMARCA,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,4
MACHARETI,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,1,0,2,2,1,0,0,0,0,0,4,2,6
MAGDALENA,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
MAIRANA,atencion odontologica,endodoncia,2015-04-01,0,3,2,0,0,1,0,3,0,0,0,0,0,0,2,7,9
MAPIRI,atencion odontologica,endodoncia,2015-04-01,1,2,0,1,3,1,5,9,0,0,0,0,0,0,9,13,22
MECAPACA,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,1,2,6,2,0,0,0,0,0,4,7,11
MIZQUE,atencion odontologica,endodoncia,2015-04-01,1,2,1,0,0,2,2,6,3,0,0,0,0,0,7,10,17
MOCOMOCO,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3
MOJOCOYA,atencion odontologica,endodoncia,2015-04-01,0,2,2,1,2,2,4,4,1,0,0,0,0,0,9,9,18
MONTEAGUDO,atencion odontologica,endodoncia,2015-04-01,4,12,1,1,2,4,11,9,1,0,0,0,0,0,19,26,45
MONTERO,atencion odontologica,endodoncia,2015-04-01,2,1,1,1,0,0,4,9,1,4,0,0,0,0,8,15,23
MORO MORO,atencion odontologica,endodoncia,2015-04-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
MOROCHATA,atencion odontologica,endodoncia,2015-04-01,6,4,0,0,0,2,1,13,6,1,0,0,0,0,13,20,33
OCURI,atencion odontologica,endodoncia,2015-04-01,1,0,1,0,0,3,3,4,0,0,0,0,0,0,5,7,12
OKINAWA,atencion odontologica,endodoncia,2015-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
OMEREQUE,atencion odontologica,endodoncia,2015-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ORURO,atencion odontologica,endodoncia,2015-04-01,82,72,51,66,37,50,119,209,17,21,0,0,0,0,306,418,724
PADCAYA,atencion odontologica,endodoncia,2015-04-01,0,1,2,1,3,3,5,19,0,1,0,0,0,0,10,25,35
PADILLA,atencion odontologica,endodoncia,2015-04-01,5,0,1,0,3,0,4,8,4,1,0,0,0,0,17,9,26
PAILON,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,0,1,2,5,0,0,0,0,2,6,8
PALCA,atencion odontologica,endodoncia,2015-04-01,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6
PALOS BLANCOS,atencion odontologica,endodoncia,2015-04-01,12,16,5,2,2,10,10,13,4,3,0,0,0,0,33,44,77
PAMPA GRANDE,atencion odontologica,endodoncia,2015-04-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3
PASORAPA,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PATACAMAYA,atencion odontologica,endodoncia,2015-04-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
PAZÑA,atencion odontologica,endodoncia,2015-04-01,6,4,0,0,0,1,1,5,1,2,0,0,0,0,8,12,20
POCONA,atencion odontologica,endodoncia,2015-04-01,2,0,0,0,3,12,2,1,0,0,0,0,0,0,7,13,20
POJO (CBBA),atencion odontologica,endodoncia,2015-04-01,2,2,2,2,1,0,1,10,0,0,0,0,0,0,6,14,20
POOPO,atencion odontologica,endodoncia,2015-04-01,2,0,3,2,2,1,0,2,2,0,0,0,0,0,9,5,14
PORCO,atencion odontologica,endodoncia,2015-04-01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,4
POROMA,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
PORVENIR,atencion odontologica,endodoncia,2015-04-01,1,0,1,3,0,0,2,0,2,0,0,0,0,0,6,3,9
POTOSI,atencion odontologica,endodoncia,2015-04-01,83,76,57,55,70,95,106,190,38,32,0,0,0,0,354,448,802
PRESTO,atencion odontologica,endodoncia,2015-04-01,1,1,2,1,0,2,0,3,0,0,0,0,0,0,3,7,10
PUCARANI,atencion odontologica,endodoncia,2015-04-01,5,11,10,2,0,1,11,4,3,13,0,0,0,0,29,31,60
PUERTO ACOSTA,atencion odontologica,endodoncia,2015-04-01,1,4,0,0,0,0,2,6,3,2,0,0,0,0,6,12,18
PUERTO CARABUCO,atencion odontologica,endodoncia,2015-04-01,0,1,1,0,0,5,17,9,1,3,0,0,0,0,19,18,37
PUERTO GONZALO MORENO,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
PUERTO QUIJARRO,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO RICO,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,1,1,2,3,1,0,0,0,0,0,4,4,8
PUERTO SUAREZ,atencion odontologica,endodoncia,2015-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
PUERTO VILLARROEL,atencion odontologica,endodoncia,2015-04-01,17,13,9,3,3,8,6,15,1,6,0,0,0,0,36,45,81
PUNA,atencion odontologica,endodoncia,2015-04-01,3,0,0,1,1,0,3,3,0,0,0,0,0,0,7,4,11
PUNATA,atencion odontologica,endodoncia,2015-04-01,15,5,0,8,2,7,13,25,15,4,0,0,0,0,45,49,94
QUIABAYA,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,6
QUILLACOLLO,atencion odontologica,endodoncia,2015-04-01,86,78,61,40,56,39,64,86,41,50,0,0,0,0,308,293,601
QUIME,atencion odontologica,endodoncia,2015-04-01,1,3,0,1,2,11,19,6,5,2,0,0,0,0,27,23,50
QUIRUSILLAS,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
RAVELO,atencion odontologica,endodoncia,2015-04-01,3,2,0,0,0,14,1,7,0,2,0,0,0,0,4,25,29
REYES,atencion odontologica,endodoncia,2015-04-01,0,0,0,4,0,0,0,9,0,2,0,0,0,0,0,15,15
RIBERALTA,atencion odontologica,endodoncia,2015-04-01,2,1,8,6,6,14,8,10,6,0,0,0,0,0,30,31,61
ROBORE,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
RURRENABAQUE,atencion odontologica,endodoncia,2015-04-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2
SABAYA,atencion odontologica,endodoncia,2015-04-01,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4
SACABA,atencion odontologica,endodoncia,2015-04-01,42,47,18,23,3,12,34,21,7,6,0,0,0,0,104,109,213
SAIPINA,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,4,0,0,2,1,0,0,0,0,0,5,2,7
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncia,2015-04-01,7,1,5,8,3,4,1,7,1,5,0,0,0,0,17,25,42
SAMAIPATA,atencion odontologica,endodoncia,2015-04-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAN ANDRES,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,1,2,3,12,0,0,0,0,0,0,4,14,18
SAN ANDRES DE MACHACA,atencion odontologica,endodoncia,2015-04-01,0,0,1,1,1,1,1,5,1,0,0,0,0,0,4,7,11
SAN BENITO,atencion odontologica,endodoncia,2015-04-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAN BORJA,atencion odontologica,endodoncia,2015-04-01,2,2,1,3,0,3,1,6,0,0,0,0,0,0,4,14,18
SAN BUENA VENTURA,atencion odontologica,endodoncia,2015-04-01,1,1,0,0,0,0,1,4,0,1,0,0,0,0,2,6,8
SAN CARLOS,atencion odontologica,endodoncia,2015-04-01,0,0,1,1,4,2,2,14,0,0,0,0,0,0,7,17,24
SAN IGNACIO,atencion odontologica,endodoncia,2015-04-01,2,3,2,1,0,0,3,10,1,0,0,0,0,0,8,14,22
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncia,2015-04-01,0,0,0,2,0,0,2,7,0,1,0,0,0,0,2,10,12
SAN JAVIER(BNI),atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
SAN JAVIER(STC),atencion odontologica,endodoncia,2015-04-01,0,1,0,0,0,1,1,3,1,0,0,0,0,0,2,5,7
SAN JOAQUIN,atencion odontologica,endodoncia,2015-04-01,2,0,0,0,0,0,0,1,1,1,0,0,0,0,3,2,5
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncia,2015-04-01,2,0,1,3,3,1,1,7,0,0,0,0,0,0,7,11,18
SAN JUAN DE YAPACANI,atencion odontologica,endodoncia,2015-04-01,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,4
SAN JULIAN,atencion odontologica,endodoncia,2015-04-01,9,8,0,0,1,4,2,12,0,1,0,0,0,0,12,25,37
SAN LORENZO(TJA),atencion odontologica,endodoncia,2015-04-01,3,1,2,8,3,9,3,15,0,0,0,0,0,0,11,33,44
SAN LUCAS,atencion odontologica,endodoncia,2015-04-01,2,0,0,1,1,2,5,9,0,0,0,0,0,0,8,12,20
SAN MATIAS,atencion odontologica,endodoncia,2015-04-01,4,3,0,0,0,0,9,1,1,0,0,0,0,0,14,4,18
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
SAN PABLO DE LIPEZ,atencion odontologica,endodoncia,2015-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
SAN PEDRO,atencion odontologica,endodoncia,2015-04-01,1,2,0,2,0,2,0,0,0,0,0,0,0,0,1,6,7
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncia,2015-04-01,0,1,1,0,2,1,1,2,0,0,0,0,0,0,4,4,8
SAN PEDRO DE CURAHUARA,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncia,2015-04-01,0,0,0,1,0,1,1,2,0,0,0,0,0,0,1,4,5
SAN RAFAEL,atencion odontologica,endodoncia,2015-04-01,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,4
SAN RAMON SCZ,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,1,3,1,1,0,0,0,0,0,0,2,4,6
SANTA ANA,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,2,0,2,8,2,0,0,0,0,8,6,14
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncia,2015-04-01,137,90,127,119,78,76,446,701,158,115,0,0,0,0,946,1101,2047
SANTA ROSA DEL SARA,atencion odontologica,endodoncia,2015-04-01,0,0,0,1,0,3,1,8,0,0,0,0,0,0,1,12,13
SANTIAGO DE CALLAPA,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTIAGO DE HUARI,atencion odontologica,endodoncia,2015-04-01,2,1,3,2,0,0,0,11,2,3,0,0,0,0,7,17,24
SANTIAGO DE HUATA,atencion odontologica,endodoncia,2015-04-01,0,0,4,0,1,4,3,4,4,5,0,0,0,0,12,13,25
SANTIVAÑES,atencion odontologica,endodoncia,2015-04-01,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4
SANTUARIO DE QUILLACAS,atencion odontologica,endodoncia,2015-04-01,1,1,1,0,0,0,0,2,0,1,0,0,0,0,2,4,6
SAPAHAQUI,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,2,2,6,1,0,0,0,0,0,3,8,11
SENA,atencion odontologica,endodoncia,2015-04-01,1,0,0,0,3,1,0,11,0,0,0,0,0,0,4,12,16
SHINAOTA,atencion odontologica,endodoncia,2015-04-01,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3
SICA SICA (VILLA AROMA),atencion odontologica,endodoncia,2015-04-01,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,6,6
SICAYA,atencion odontologica,endodoncia,2015-04-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2
SIPE SIPE,atencion odontologica,endodoncia,2015-04-01,14,17,11,10,1,1,2,15,1,1,0,0,0,0,29,44,73
SOPACHUY,atencion odontologica,endodoncia,2015-04-01,2,1,3,2,1,1,4,8,1,0,0,0,0,0,11,12,23
SORACACHI,atencion odontologica,endodoncia,2015-04-01,1,0,0,0,0,1,2,16,0,0,0,0,0,0,3,17,20
SORATA,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,0,2,3,0,0,0,0,0,3,2,5
SUCRE,atencion odontologica,endodoncia,2015-04-01,219,154,101,127,47,60,152,253,13,9,0,0,0,0,532,603,1135
TACACOMA,atencion odontologica,endodoncia,2015-04-01,2,0,0,0,0,0,0,5,3,0,0,0,0,0,5,5,10
TACOPAYA,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2
TAHUA,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2
TAPACARI,atencion odontologica,endodoncia,2015-04-01,1,4,0,4,0,4,3,1,1,2,0,0,0,0,5,15,20
TARABUCO,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,2,1,1,4,0,0,0,0,0,0,3,5,8
TARATA,atencion odontologica,endodoncia,2015-04-01,4,4,1,0,2,2,5,29,0,0,0,0,0,0,12,35,47
TARIJA,atencion odontologica,endodoncia,2015-04-01,25,28,92,104,58,93,256,459,54,20,0,0,0,0,485,704,1189
TARVITA,atencion odontologica,endodoncia,2015-04-01,1,1,0,0,1,2,0,1,0,0,0,0,0,0,2,4,6
TEOPONTE,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
TIAWANACU,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,3,3,9,0,0,0,0,0,0,3,12,15
TINGUIPAYA,atencion odontologica,endodoncia,2015-04-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
TIPUANI,atencion odontologica,endodoncia,2015-04-01,0,0,1,3,1,0,3,7,0,0,0,0,0,0,5,10,15
TIQUIPAYA,atencion odontologica,endodoncia,2015-04-01,33,23,4,5,0,2,4,13,0,0,0,0,0,0,41,43,84
TIRAQUE (CBBA),atencion odontologica,endodoncia,2015-04-01,2,0,1,4,2,1,0,6,0,0,0,0,0,0,5,11,16
TOCO,atencion odontologica,endodoncia,2015-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOLATA,atencion odontologica,endodoncia,2015-04-01,1,0,1,0,0,0,1,1,0,0,0,0,0,0,3,1,4
TOLEDO,atencion odontologica,endodoncia,2015-04-01,4,0,0,0,1,1,0,1,0,0,0,0,0,0,5,2,7
TOMAVE,atencion odontologica,endodoncia,2015-04-01,1,0,0,0,0,1,0,4,0,0,0,0,0,0,1,5,6
TOMINA,atencion odontologica,endodoncia,2015-04-01,0,0,0,2,0,0,2,7,0,0,0,0,0,0,2,9,11
TORO TORO,atencion odontologica,endodoncia,2015-04-01,2,1,1,0,1,0,2,0,0,0,0,0,0,0,6,1,7
TOTORA(CBBA),atencion odontologica,endodoncia,2015-04-01,2,0,1,0,0,0,2,1,0,0,0,0,0,0,5,1,6
TOTORA(ORR),atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
TRINIDAD,atencion odontologica,endodoncia,2015-04-01,2,2,16,33,22,40,79,111,13,10,0,0,0,0,132,196,328
TUPIZA,atencion odontologica,endodoncia,2015-04-01,0,3,5,10,6,3,13,10,2,2,0,0,0,0,26,28,54
UNCIA,atencion odontologica,endodoncia,2015-04-01,7,11,2,3,0,0,0,1,0,0,0,0,0,0,9,15,24
URIONDO (A. CONCEPCION),atencion odontologica,endodoncia,2015-04-01,1,2,3,5,2,4,14,29,0,2,0,0,0,0,20,42,62
URUBICHA,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,3
UYUNI,atencion odontologica,endodoncia,2015-04-01,15,10,1,8,5,2,6,1,0,2,0,0,0,0,27,23,50
VACAS,atencion odontologica,endodoncia,2015-04-01,3,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,5
VALLEGRANDE,atencion odontologica,endodoncia,2015-04-01,0,1,2,10,0,2,8,25,2,0,0,0,0,0,12,38,50
VIACHA,atencion odontologica,endodoncia,2015-04-01,18,10,4,8,6,7,10,16,5,0,0,0,0,0,43,41,84
VILA VILA,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,4
VILLA CHARCAS,atencion odontologica,endodoncia,2015-04-01,0,1,1,0,0,0,0,1,2,0,0,0,0,0,3,2,5
VILLA MONTES,atencion odontologica,endodoncia,2015-04-01,0,1,13,6,7,7,10,56,1,0,0,0,0,0,31,70,101
VILLA NUEVA (LOMA ALTA),atencion odontologica,endodoncia,2015-04-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
VILLA RIVERO,atencion odontologica,endodoncia,2015-04-01,3,0,0,0,1,1,0,3,0,0,0,0,0,0,4,4,8
VILLA SERRANO,atencion odontologica,endodoncia,2015-04-01,3,0,0,0,0,0,0,5,0,0,0,0,0,0,3,5,8
VILLA TUNARI,atencion odontologica,endodoncia,2015-04-01,20,18,4,4,4,30,16,28,8,3,0,0,0,0,52,83,135
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncia,2015-04-01,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,6,6
VILLAZON,atencion odontologica,endodoncia,2015-04-01,10,17,14,12,11,4,15,47,5,6,0,0,0,0,55,86,141
VINTO,atencion odontologica,endodoncia,2015-04-01,6,6,0,0,0,2,0,5,0,0,0,0,0,0,6,13,19
VITICHI,atencion odontologica,endodoncia,2015-04-01,0,0,1,0,0,5,3,10,0,0,0,0,0,0,4,15,19
WARNES,atencion odontologica,endodoncia,2015-04-01,4,1,2,1,0,0,0,5,1,0,0,0,0,0,7,7,14
YACUIBA,atencion odontologica,endodoncia,2015-04-01,6,6,9,8,9,6,23,55,3,5,0,0,0,0,50,80,130
YAMPARAEZ,atencion odontologica,endodoncia,2015-04-01,0,2,1,2,1,1,4,7,1,0,0,0,0,0,7,12,19
YAPACANI,atencion odontologica,endodoncia,2015-04-01,0,3,0,0,1,4,1,26,5,1,0,0,0,0,7,34,41
YOCALLA,atencion odontologica,endodoncia,2015-04-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
YOTALA,atencion odontologica,endodoncia,2015-04-01,5,9,0,0,0,0,0,7,0,0,0,0,0,0,5,16,21
YUNCHARA,atencion odontologica,endodoncia,2015-04-01,2,0,4,4,1,0,0,3,0,0,0,0,0,0,7,7,14
ZUDAÑEZ,atencion odontologica,endodoncia,2015-04-01,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,7,7
ACHACACHI,atencion odontologica,endodoncia,2015-05-01,6,8,4,3,1,0,0,5,4,8,0,0,0,0,15,24,39
ACHOCALLA,atencion odontologica,endodoncia,2015-05-01,0,4,1,2,0,0,0,0,0,0,0,0,0,0,1,6,7
AIQUILE,atencion odontologica,endodoncia,2015-05-01,28,14,48,24,0,8,4,16,2,2,0,0,0,0,82,64,146
ALCALA,atencion odontologica,endodoncia,2015-05-01,0,0,0,0,3,3,1,2,0,1,0,0,0,0,4,6,10
ALTO BENI,atencion odontologica,endodoncia,2015-05-01,7,3,2,0,4,4,1,6,1,0,0,0,0,0,15,13,28
ANDAMARCA,atencion odontologica,endodoncia,2015-05-01,0,0,2,3,0,2,2,3,0,0,0,0,0,0,4,8,12
ANTEQUERA,atencion odontologica,endodoncia,2015-05-01,0,2,2,1,0,0,0,0,0,0,0,0,0,0,2,3,5
ANZALDO,atencion odontologica,endodoncia,2015-05-01,1,0,0,1,0,2,0,3,0,1,0,0,0,0,1,7,8
APOLO,atencion odontologica,endodoncia,2015-05-01,1,0,0,0,0,3,2,0,0,0,0,0,0,0,3,3,6
ARAMPAMPA,atencion odontologica,endodoncia,2015-05-01,0,6,0,2,0,0,0,0,0,1,0,0,0,0,0,9,9
ARANI,atencion odontologica,endodoncia,2015-05-01,0,6,2,2,0,0,0,1,0,0,0,0,0,0,2,9,11
ARBIETO,atencion odontologica,endodoncia,2015-05-01,2,3,0,0,1,0,5,5,0,1,0,0,0,0,8,9,17
ARQUE,atencion odontologica,endodoncia,2015-05-01,0,1,1,0,0,1,2,1,0,0,0,0,0,0,3,3,6
ASCENCION DE GUARAYOS,atencion odontologica,endodoncia,2015-05-01,4,6,0,2,0,3,1,6,0,0,0,0,0,0,5,17,22
ATOCHA,atencion odontologica,endodoncia,2015-05-01,8,5,7,6,2,11,23,30,0,2,0,0,0,0,40,54,94
AYO AYO,atencion odontologica,endodoncia,2015-05-01,0,2,0,0,0,0,1,2,0,0,0,0,0,0,1,4,5
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncia,2015-05-01,6,14,15,15,3,3,4,18,3,3,0,0,0,0,31,53,84
AZURDUY,atencion odontologica,endodoncia,2015-05-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
BATALLAS,atencion odontologica,endodoncia,2015-05-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
BAURES,atencion odontologica,endodoncia,2015-05-01,0,0,1,1,1,1,1,2,3,0,0,0,0,0,6,4,10
BELEN DE ANDAMARCA,atencion odontologica,endodoncia,2015-05-01,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4
BERMEJO,atencion odontologica,endodoncia,2015-05-01,1,1,5,7,2,4,35,39,0,0,0,0,0,0,43,51,94
BETANZOS,atencion odontologica,endodoncia,2015-05-01,0,1,2,11,2,5,7,15,3,0,0,0,0,0,14,32,46
BOYUIBE,atencion odontologica,endodoncia,2015-05-01,0,0,0,0,1,0,1,1,1,0,0,0,0,0,3,1,4
BUENA VISTA,atencion odontologica,endodoncia,2015-05-01,0,0,1,0,1,3,0,4,1,0,0,0,0,0,3,7,10
CABEZAS,atencion odontologica,endodoncia,2015-05-01,1,2,0,2,0,1,3,4,2,0,0,0,0,0,6,9,15
"CAIZA ""D""",atencion odontologica,endodoncia,2015-05-01,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,4
CAJUATA,atencion odontologica,endodoncia,2015-05-01,0,0,11,2,0,0,0,3,0,0,0,0,0,0,11,5,16
CALAMARCA,atencion odontologica,endodoncia,2015-05-01,2,2,1,1,3,5,5,13,0,3,0,0,0,0,11,24,35
CAMARGO,atencion odontologica,endodoncia,2015-05-01,12,6,0,0,0,6,4,0,0,0,0,0,0,0,16,12,28
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncia,2015-05-01,0,0,0,0,0,1,1,2,0,1,0,0,0,0,1,4,5
CAMIRI,atencion odontologica,endodoncia,2015-05-01,4,4,9,4,15,15,21,44,0,0,0,0,0,0,49,67,116
CAPINOTA,atencion odontologica,endodoncia,2015-05-01,3,1,0,0,1,1,2,5,2,1,0,0,0,0,8,8,16
CAQUIAVIRI,atencion odontologica,endodoncia,2015-05-01,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,5,5
CARACOLLO,atencion odontologica,endodoncia,2015-05-01,0,0,2,3,0,2,1,7,3,1,0,0,0,0,6,13,19
CARANAVI,atencion odontologica,endodoncia,2015-05-01,33,19,6,3,3,7,6,12,4,1,0,0,0,0,52,42,94
CARAPARI,atencion odontologica,endodoncia,2015-05-01,0,2,0,2,4,1,3,16,0,0,0,0,0,0,7,21,28
CARMEN RIVERO TORREZ,atencion odontologica,endodoncia,2015-05-01,1,1,0,0,0,0,1,0,1,0,0,0,0,0,3,1,4
CHALLAPATA,atencion odontologica,endodoncia,2015-05-01,12,5,9,3,0,2,1,4,2,0,0,0,0,0,24,14,38
CHAQUI,atencion odontologica,endodoncia,2015-05-01,0,0,0,3,0,0,9,4,0,0,0,0,0,0,9,7,16
CHARAGUA,atencion odontologica,endodoncia,2015-05-01,0,0,0,2,0,0,2,2,0,0,0,0,0,0,2,4,6
CHAYANTA,atencion odontologica,endodoncia,2015-05-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2
CHIMORE,atencion odontologica,endodoncia,2015-05-01,7,8,5,2,2,5,3,10,1,0,0,0,0,0,18,25,43
CHOQUE COTA,atencion odontologica,endodoncia,2015-05-01,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3
CHUA COCANI,atencion odontologica,endodoncia,2015-05-01,0,0,0,1,1,0,1,1,2,0,0,0,0,0,4,2,6
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncia,2015-05-01,9,4,3,4,0,0,0,6,0,0,0,0,0,0,12,14,26
CHUMA,atencion odontologica,endodoncia,2015-05-01,0,3,2,4,3,7,4,16,0,0,0,0,0,0,9,30,39
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncia,2015-05-01,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,6,6
CLIZA,atencion odontologica,endodoncia,2015-05-01,6,0,2,4,1,7,5,12,3,1,0,0,0,0,17,24,41
COBIJA,atencion odontologica,endodoncia,2015-05-01,3,2,4,4,1,4,2,6,0,0,0,0,0,0,10,16,26
COCAPATA,atencion odontologica,endodoncia,2015-05-01,6,1,0,0,0,1,6,10,0,0,0,0,0,0,12,12,24
COCHABAMBA,atencion odontologica,endodoncia,2015-05-01,151,114,116,94,80,135,241,375,61,48,0,0,0,0,649,766,1415
