,group,variable,month,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA MENORES DE 5 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 5 A 13 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 14 A 19 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 20 A 59 AÑOS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA 60 AÑOS Y MAS,PERIODONCIA EMB,PERIODONCIA EMB,PERIODONCIA POST,PERIODONCIA POST,TOTALES,TOTALES,TOTALES
CAJUATA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,3,5
CALAMARCA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,6,6
CAMARGO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CAMIRI,atencion odontologica,periodoncia,2015-05-01,0,0,6,2,1,7,8,16,3,4,0,0,0,0,18,29,47
CAPINOTA,atencion odontologica,periodoncia,2015-05-01,0,0,0,1,1,2,6,8,1,1,0,0,0,0,8,12,20
CAQUIAVIRI,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
CARACOLLO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,2,0,0,4,0,0,0,0,0,0,2,4,6
CARANAVI,atencion odontologica,periodoncia,2015-05-01,0,0,4,6,10,22,8,36,14,13,0,0,0,0,36,77,113
CARAPARI,atencion odontologica,periodoncia,2015-05-01,0,0,1,1,0,0,3,2,0,1,0,0,0,0,4,4,8
CARIPUYO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
CARMEN RIVERO TORREZ,atencion odontologica,periodoncia,2015-05-01,0,0,1,1,0,0,0,12,1,1,0,0,0,0,2,14,16
CHALLAPATA,atencion odontologica,periodoncia,2015-05-01,0,0,0,1,0,2,7,37,0,3,0,0,0,0,7,43,50
CHAQUI,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,3,2,2,0,0,0,0,0,5,3,8
CHARAGUA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,3,1,3,0,0,0,0,0,0,1,6,7
CHAYANTA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,10,1,4,0,0,0,0,1,14,15
CHIMORE,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,3,1,0,0,0,0,0,2,3,5
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncia,2015-05-01,0,0,0,1,1,0,1,6,1,1,0,0,0,0,3,8,11
CHUMA,atencion odontologica,periodoncia,2015-05-01,0,0,3,0,1,1,8,9,2,0,0,0,0,0,14,10,24
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CKOCHAS,atencion odontologica,periodoncia,2015-05-01,0,0,0,1,0,3,0,11,0,0,0,0,0,0,0,15,15
CLIZA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,9,7,1,0,0,0,0,0,10,8,18
COBIJA,atencion odontologica,periodoncia,2015-05-01,0,0,1,1,2,6,4,15,1,1,0,0,0,0,8,23,31
COCAPATA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,2,4,5,0,0,0,0,0,0,4,7,11
COCHABAMBA,atencion odontologica,periodoncia,2015-05-01,0,0,128,51,120,164,418,376,979,61,0,0,0,0,1645,652,2297
COIPASA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,3
COLCAPIRHUA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,3,0,19,0,0,0,0,0,0,0,22,22
COLLANA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3
COLOMI,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,2,0,10,4,5,0,0,0,0,4,17,21
COLQUECHACA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,13,13
COLQUENCHA,atencion odontologica,periodoncia,2015-05-01,0,0,6,26,2,2,1,2,0,0,0,0,0,0,9,30,39
COLQUIRI,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,2,5
COMARAPA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,3,5
COMBAYA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,2,5,2,0,0,0,0,5,4,9
CONCEPCION,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
COPACABANA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,3,0,1,0,0,0,0,1,4,5
CORIPATA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,7,0,24,0,0,0,0,0,0,0,31,31
CORO CORO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,3
COROICO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,3
CORQUE,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,0,4,3,0,0,0,0,0,3,5,8
COTAGAITA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,3,2,3,1,3,0,0,0,0,3,9,12
COTOCA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
CUEVO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2
CULPINA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
DESAGUADERO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5
EL ALTO,atencion odontologica,periodoncia,2015-05-01,0,0,27,32,51,92,120,298,30,31,0,0,0,0,228,453,681
EL CHORO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
EL PUENTE(STC),atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,3
EL PUENTE(TJA),atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
EL TORNO,atencion odontologica,periodoncia,2015-05-01,0,0,2,0,0,3,3,19,0,3,0,0,0,0,5,25,30
EL VILLAR,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,6,6
ENTRE RIOS TRJ,atencion odontologica,periodoncia,2015-05-01,0,0,58,69,21,22,1,4,0,0,0,0,0,0,80,95,175
ENTRE RIOS CBBA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,4,4
FERNANDEZ ALONSO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
GENERAL SAAVEDRA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,5,5
GUANAY,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,2,8,0,0,0,0,0,0,2,9,11
GUAYARAMERIN,atencion odontologica,periodoncia,2015-05-01,0,0,4,3,4,9,9,13,0,0,0,0,0,0,17,25,42
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
HUANUNI,atencion odontologica,periodoncia,2015-05-01,0,0,1,3,1,2,4,6,1,0,0,0,0,0,7,11,18
HUATAJATA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,1,1,2,0,0,0,0,2,3,5
HUAYLLAMARCA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,3,0,1,0,0,0,0,0,4,0,4
HUMANATA,atencion odontologica,periodoncia,2015-05-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
ICHOCA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,8
ICLA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,1,0,2,3,0,0,0,0,0,0,3,3,6
INCAHUASI,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,7
JESUS DE MACHACA,atencion odontologica,periodoncia,2015-05-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2
LA ASUNTA,atencion odontologica,periodoncia,2015-05-01,0,0,0,1,1,3,1,7,0,0,0,0,0,0,2,11,13
LA GUARDIA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,7,1,20,4,3,0,0,0,0,5,30,35
LA PAZ,atencion odontologica,periodoncia,2015-05-01,0,0,74,51,75,114,250,535,76,89,0,0,0,0,475,789,1264
LAGUNILLAS,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3
LAJA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
LAS CARRERAS,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
LLALLAGUA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,7,3,1,0,0,0,0,4,8,12
LLICA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4
LURIBAY,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,2,3
MACHACAMARCA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
MACHARETI,atencion odontologica,periodoncia,2015-05-01,0,0,0,1,0,4,1,3,2,2,0,0,0,0,3,10,13
MAGDALENA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
MAIRANA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
MAPIRI,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
MECAPACA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,3,7,0,0,0,0,0,0,3,8,11
MINEROS,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3
MIZQUE,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,4,5,1,0,0,0,0,0,5,5,10
MOCOMOCO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
MOJOCOYA,atencion odontologica,periodoncia,2015-05-01,0,0,2,1,1,1,0,5,1,2,0,0,0,0,4,9,13
MONTEAGUDO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,1,2,1,3,1,0,0,0,0,0,3,5,8
MONTERO,atencion odontologica,periodoncia,2015-05-01,0,0,0,2,3,3,10,21,1,2,0,0,0,0,14,28,42
MOROCHATA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,5,0,15,8,3,0,0,0,0,8,23,31
OKINAWA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,2,2,1,0,0,0,0,2,3,5
ORURO,atencion odontologica,periodoncia,2015-05-01,0,0,3,1,2,23,70,106,9,10,0,0,0,0,84,140,224
PADCAYA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4
PADILLA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,4
PAILON,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,4,1,2,0,0,0,0,0,6,2,8
PALCA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
PALOS BLANCOS,atencion odontologica,periodoncia,2015-05-01,0,0,1,1,0,3,4,13,0,3,0,0,0,0,5,20,25
PAMPA AULLAGAS,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
PATACAMAYA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,2,5,2,3,0,0,0,0,0,0,4,8,12
POCOATA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,1,0,0,8,0,0,0,0,0,0,1,8,9
POCONA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,10,8,0,0,0,0,0,0,10,9,19
POJO (CBBA),atencion odontologica,periodoncia,2015-05-01,0,0,2,0,1,0,0,10,1,1,0,0,0,0,4,11,15
POOPO,atencion odontologica,periodoncia,2015-05-01,0,0,14,18,0,2,7,14,7,7,0,0,0,0,28,41,69
PORCO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
POROMA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,2,0,0,4,0,0,0,0,0,0,2,4,6
PORTACHUELO,atencion odontologica,periodoncia,2015-05-01,0,0,1,0,0,1,1,2,0,0,0,0,0,0,2,3,5
PORVENIR,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,2,5,2,0,0,0,0,0,0,5,4,9
POTOSI,atencion odontologica,periodoncia,2015-05-01,0,0,3,13,16,33,7,24,4,2,0,0,0,0,30,72,102
PUCARANI,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2
PUERTO ACOSTA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,3,4
PUERTO CARABUCO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,3,1,0,0,0,0,0,2,3,5
PUERTO GONZALO MORENO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,6
PUERTO QUIJARRO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,1,1,1,2,2,0,0,0,0,0,4,3,7
PUERTO RICO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUERTO SUAREZ,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
PUERTO VILLARROEL,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,4,20,0,3,0,0,0,0,4,23,27
PUNA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
PUNATA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,6,9,13,0,4,0,0,0,0,9,23,32
QUIABAYA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,3,4
QUILLACOLLO,atencion odontologica,periodoncia,2015-05-01,0,0,12,22,7,23,27,49,21,13,0,0,0,0,67,107,174
QUIME,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,4,14,0,0,0,0,0,0,4,15,19
QUIRUSILLAS,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,5,5
RAVELO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,3,0,9,6,2,0,0,0,0,6,14,20
REYES,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,8,1,2,0,0,0,0,1,10,11
RIBERALTA,atencion odontologica,periodoncia,2015-05-01,0,0,2,1,6,12,12,39,6,4,0,0,0,0,26,56,82
ROBORE,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,1,4,2,8,0,1,0,0,0,0,3,13,16
RURRENABAQUE,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,3,2,1,1,0,0,0,0,0,0,4,3,7
SACABA,atencion odontologica,periodoncia,2015-05-01,0,0,10,12,10,7,28,34,10,10,0,0,0,0,58,63,121
SACABAMBA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,2
SACACA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SAIPINA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
SAMAIPATA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN AGUSTIN,atencion odontologica,periodoncia,2015-05-01,0,0,0,1,1,0,0,4,0,0,0,0,0,0,1,5,6
SAN ANDRES,atencion odontologica,periodoncia,2015-05-01,0,0,2,0,1,0,0,3,2,0,0,0,0,0,5,3,8
SAN ANDRES DE MACHACA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,1,7,0,0,0,0,0,7,1,8
SAN ANTONIO DE ESMORUCO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,3,4
SAN BENITO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,3
SAN BORJA,atencion odontologica,periodoncia,2015-05-01,0,0,1,0,0,4,8,39,0,4,0,0,0,0,9,47,56
SAN BUENA VENTURA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,3
SAN CARLOS,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,1,2,1,0,0,0,0,0,2,3,5
SAN IGNACIO,atencion odontologica,periodoncia,2015-05-01,0,0,0,2,0,0,1,3,0,0,0,0,0,0,1,5,6
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,1,2,10,12,1,1,0,0,0,0,12,15,27
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncia,2015-05-01,0,0,0,3,2,1,10,7,0,0,0,0,0,0,12,11,23
SAN JULIAN,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,2,13,1,0,0,0,0,0,3,13,16
SAN LORENZO(TJA),atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN LUCAS,atencion odontologica,periodoncia,2015-05-01,0,0,0,4,3,4,3,8,0,0,0,0,0,0,6,16,22
SAN MATIAS,atencion odontologica,periodoncia,2015-05-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,3
SAN PEDRO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3
SAN PEDRO DE CURAHUARA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SAN RAFAEL,atencion odontologica,periodoncia,2015-05-01,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,8,8
SAN RAMON SCZ,atencion odontologica,periodoncia,2015-05-01,0,0,1,1,1,2,2,1,0,0,0,0,0,0,4,4,8
SANTA ANA,atencion odontologica,periodoncia,2015-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncia,2015-05-01,0,0,72,63,43,150,436,836,97,83,0,0,0,0,648,1132,1780
SANTA ROSA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
SANTA ROSA DEL SARA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
SANTIAGO DE HUARI,atencion odontologica,periodoncia,2015-05-01,0,0,2,3,1,3,3,8,5,1,0,0,0,0,11,15,26
SANTIAGO DE HUATA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,4,1,1,0,0,0,0,1,5,6
SANTIAGO DE MACHACA,atencion odontologica,periodoncia,2015-05-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,2,3
SANTIVAÑES,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,0,0,3,1,0,0,0,0,3,2,5
SANTUARIO DE QUILLACAS,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,1,0,0,0,4,0,0,0,0,0,5,0,5
SICAYA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
SIPE SIPE,atencion odontologica,periodoncia,2015-05-01,0,0,1,0,1,8,2,21,0,2,0,0,0,0,4,31,35
SOPACHUY,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,3,1,2,0,0,0,0,0,0,1,5,6
SORATA,atencion odontologica,periodoncia,2015-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SUCRE,atencion odontologica,periodoncia,2015-05-01,0,0,30,24,39,59,136,272,37,23,0,0,0,0,242,378,620
TAPACARI,atencion odontologica,periodoncia,2015-05-01,0,0,1,0,1,0,3,4,0,4,0,0,0,0,5,8,13
TARABUCO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,3,2,7,1,0,0,0,0,0,3,10,13
TARACO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,4,5
TARATA,atencion odontologica,periodoncia,2015-05-01,0,0,0,2,1,1,2,2,0,1,0,0,0,0,3,6,9
TARIJA,atencion odontologica,periodoncia,2015-05-01,0,0,5,1,34,46,172,227,10,6,0,0,0,0,221,280,501
TARVITA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2
TEOPONTE,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,2,3
TIQUIPAYA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,9,1,41,4,3,0,0,0,0,5,53,58
TIRAQUE (CBBA),atencion odontologica,periodoncia,2015-05-01,0,0,0,0,1,0,2,2,2,2,0,0,0,0,5,4,9
TOCO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,17,17
TOLATA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,1,2,0,2,1,0,0,0,0,0,2,4,6
TOLEDO,atencion odontologica,periodoncia,2015-05-01,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,4,5
TOMAVE,atencion odontologica,periodoncia,2015-05-01,0,0,1,0,1,2,1,6,0,0,0,0,0,0,3,8,11
TOMINA,atencion odontologica,periodoncia,2015-05-01,0,0,37,38,13,19,0,3,0,0,0,0,0,0,50,60,110
TORO TORO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,2,4,11,1,1,0,0,0,0,5,14,19
TOTORA(CBBA),atencion odontologica,periodoncia,2015-05-01,0,0,1,0,1,2,0,8,0,0,0,0,0,0,2,10,12
TRINIDAD,atencion odontologica,periodoncia,2015-05-01,0,0,74,67,7,21,48,88,5,4,0,0,0,0,134,180,314
TUPIZA,atencion odontologica,periodoncia,2015-05-01,0,0,0,1,0,6,9,6,0,0,0,0,0,0,9,13,22
TURCO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2
URIONDO (A. CONCEPCION),atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,6,7,0,0,0,0,0,0,6,8,14
URUBICHA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
UYUNI,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
VACAS,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
VALLEGRANDE,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,3,8,0,0,0,0,0,0,3,8,11
VIACHA,atencion odontologica,periodoncia,2015-05-01,0,0,3,3,4,8,8,13,4,0,0,0,0,0,19,24,43
VILA VILA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,3
VILLA CHARCAS,atencion odontologica,periodoncia,2015-05-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,3
VILLA MONTES,atencion odontologica,periodoncia,2015-05-01,0,0,9,0,2,6,24,17,5,0,0,0,0,0,40,23,63
VILLA NUEVA (LOMA ALTA),atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,8,8
VILLA RIVERO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
VILLA SERRANO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,4,5
VILLA TUNARI,atencion odontologica,periodoncia,2015-05-01,0,0,1,6,2,15,12,48,4,2,0,0,0,0,19,71,90
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,periodoncia,2015-05-01,0,0,0,0,1,2,1,15,0,0,0,0,0,0,2,17,19
VILLAZON,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,2,2,9,0,1,0,0,0,0,2,12,14
VINTO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,2,5,32,0,1,0,0,0,0,5,35,40
VITICHI,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,5,5
WARNES,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,5,5
YACO,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
YACUIBA,atencion odontologica,periodoncia,2015-05-01,0,0,1,0,10,7,11,23,2,0,0,0,0,0,24,30,54
YAMPARAEZ,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2
YANACACHI,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,5,4,1,1,0,0,0,0,6,5,11
YAPACANI,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,1,4,3,10,1,0,0,0,0,0,5,14,19
YOTALA,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
ZUDAÑEZ,atencion odontologica,periodoncia,2015-05-01,0,0,0,0,0,4,1,15,0,0,0,0,0,0,1,19,20
ACHACACHI,atencion odontologica,periodoncia,2015-06-01,0,0,0,0,0,5,0,8,2,7,0,0,0,0,2,20,22
ACHOCALLA,atencion odontologica,periodoncia,2015-06-01,0,0,1,0,2,1,0,2,0,0,0,0,0,0,3,3,6
AIQUILE,atencion odontologica,periodoncia,2015-06-01,0,0,1,0,0,3,3,27,1,9,0,0,0,0,5,39,44
ALALAY,atencion odontologica,periodoncia,2015-06-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,4,4
