,group,variable,month,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR POST,APLICACIÓN DE FLUOR POST,TOTALES,TOTALES,TOTALES
SAN LORENZO(TJA),atencion odontologica,aplicacion de fluor,2015-03-01,0,5,5,2,0,0,0,0,0,0,0,0,0,0,5,7,12
SAN LUCAS,atencion odontologica,aplicacion de fluor,2015-03-01,40,40,0,0,0,2,0,2,0,0,0,0,0,0,40,44,84
SAN MATIAS,atencion odontologica,aplicacion de fluor,2015-03-01,6,1,3,0,0,0,0,0,0,0,0,0,0,0,9,1,10
SAN MIGUEL DE VELASCO,atencion odontologica,aplicacion de fluor,2015-03-01,27,13,0,0,0,0,0,0,0,0,0,0,0,0,27,13,40
SAN PEDRO DE BUENA VISTA,atencion odontologica,aplicacion de fluor,2015-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN PEDRO DE CURAHUARA,atencion odontologica,aplicacion de fluor,2015-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN RAFAEL,atencion odontologica,aplicacion de fluor,2015-03-01,7,6,0,0,0,3,0,4,0,0,0,0,0,0,7,13,20
SAN RAMON BENI,atencion odontologica,aplicacion de fluor,2015-03-01,6,3,41,36,0,1,0,0,0,0,0,0,0,0,47,40,87
SAN RAMON SCZ,atencion odontologica,aplicacion de fluor,2015-03-01,20,38,0,0,0,0,0,0,0,0,0,0,0,0,20,38,58
SANTA ANA,atencion odontologica,aplicacion de fluor,2015-03-01,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4
SANTA CRUZ DE LA SIERRA,atencion odontologica,aplicacion de fluor,2015-03-01,1529,1469,140,145,97,172,174,431,46,34,0,0,0,0,1986,2251,4237
SANTA ROSA,atencion odontologica,aplicacion de fluor,2015-03-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
SANTA ROSA DEL SARA,atencion odontologica,aplicacion de fluor,2015-03-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4
SANTIAGO DE CALLAPA,atencion odontologica,aplicacion de fluor,2015-03-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
SANTIAGO DE HUARI,atencion odontologica,aplicacion de fluor,2015-03-01,0,0,28,31,0,0,14,23,0,0,0,0,0,0,42,54,96
SANTIAGO DE HUATA,atencion odontologica,aplicacion de fluor,2015-03-01,3,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2,5
SANTIAGO DE MACHACA,atencion odontologica,aplicacion de fluor,2015-03-01,6,6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
SANTUARIO DE QUILLACAS,atencion odontologica,aplicacion de fluor,2015-03-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2
SAPAHAQUI,atencion odontologica,aplicacion de fluor,2015-03-01,7,8,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15
SENA,atencion odontologica,aplicacion de fluor,2015-03-01,4,8,0,0,0,0,0,1,0,0,0,0,0,0,4,9,13
SHINAOTA,atencion odontologica,aplicacion de fluor,2015-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SICA SICA (VILLA AROMA),atencion odontologica,aplicacion de fluor,2015-03-01,14,17,18,22,0,0,0,0,0,0,0,0,0,0,32,39,71
SIPE SIPE,atencion odontologica,aplicacion de fluor,2015-03-01,5,9,0,0,0,1,0,1,0,0,0,0,0,0,5,11,16
SOPACHUY,atencion odontologica,aplicacion de fluor,2015-03-01,18,11,0,0,0,0,0,0,0,0,0,0,0,0,18,11,29
SORACACHI,atencion odontologica,aplicacion de fluor,2015-03-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
SORATA,atencion odontologica,aplicacion de fluor,2015-03-01,6,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9
SUCRE,atencion odontologica,aplicacion de fluor,2015-03-01,139,166,40,43,11,29,33,69,6,5,0,0,0,0,229,312,541
TACACOMA,atencion odontologica,aplicacion de fluor,2015-03-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TAPACARI,atencion odontologica,aplicacion de fluor,2015-03-01,6,16,22,15,0,0,1,2,0,0,0,0,0,0,29,33,62
TARABUCO,atencion odontologica,aplicacion de fluor,2015-03-01,36,30,0,0,1,5,0,10,3,1,0,0,0,0,40,46,86
TARACO,atencion odontologica,aplicacion de fluor,2015-03-01,15,5,0,0,0,3,0,5,0,1,0,0,0,0,15,14,29
TARATA,atencion odontologica,aplicacion de fluor,2015-03-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
TARIJA,atencion odontologica,aplicacion de fluor,2015-03-01,41,33,50,47,13,29,28,16,0,0,0,0,0,0,132,125,257
TARVITA,atencion odontologica,aplicacion de fluor,2015-03-01,29,36,0,0,0,0,0,0,0,0,0,0,0,0,29,36,65
TEOPONTE,atencion odontologica,aplicacion de fluor,2015-03-01,6,2,2,0,0,0,0,0,0,0,0,0,0,0,8,2,10
TIAWANACU,atencion odontologica,aplicacion de fluor,2015-03-01,1,5,5,7,0,0,0,0,0,0,0,0,0,0,6,12,18
TINGUIPAYA,atencion odontologica,aplicacion de fluor,2015-03-01,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,10,10
TIPUANI,atencion odontologica,aplicacion de fluor,2015-03-01,12,9,84,65,1,0,0,1,0,0,0,0,0,0,97,75,172
TIQUIPAYA,atencion odontologica,aplicacion de fluor,2015-03-01,137,112,12,19,0,1,2,12,1,3,0,0,0,0,152,147,299
TIRAQUE (CBBA),atencion odontologica,aplicacion de fluor,2015-03-01,3,1,0,1,0,2,0,0,0,0,0,0,0,0,3,4,7
TOCO,atencion odontologica,aplicacion de fluor,2015-03-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
TOLATA,atencion odontologica,aplicacion de fluor,2015-03-01,2,7,1,0,0,1,0,4,0,0,0,0,0,0,3,12,15
TOLEDO,atencion odontologica,aplicacion de fluor,2015-03-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TOMAVE,atencion odontologica,aplicacion de fluor,2015-03-01,5,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
TOMINA,atencion odontologica,aplicacion de fluor,2015-03-01,49,53,1,0,0,0,0,0,0,0,0,0,0,0,50,53,103
TORO TORO,atencion odontologica,aplicacion de fluor,2015-03-01,6,6,28,18,0,3,0,2,0,0,0,0,0,0,34,29,63
TOTORA(CBBA),atencion odontologica,aplicacion de fluor,2015-03-01,2,5,19,18,0,0,0,5,0,0,0,0,0,0,21,28,49
TRIGAL,atencion odontologica,aplicacion de fluor,2015-03-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
TRINIDAD,atencion odontologica,aplicacion de fluor,2015-03-01,21,19,22,38,11,22,37,48,1,0,0,0,0,0,92,127,219
TUPIZA,atencion odontologica,aplicacion de fluor,2015-03-01,31,31,13,12,1,7,5,2,0,0,0,0,0,0,50,52,102
UNCIA,atencion odontologica,aplicacion de fluor,2015-03-01,2,5,3,4,1,0,1,11,0,1,0,0,0,0,7,21,28
URIONDO (A. CONCEPCION),atencion odontologica,aplicacion de fluor,2015-03-01,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,3,4
UYUNI,atencion odontologica,aplicacion de fluor,2015-03-01,7,15,1,0,3,7,0,2,0,0,0,0,0,0,11,24,35
VACAS,atencion odontologica,aplicacion de fluor,2015-03-01,14,10,0,0,0,0,0,0,0,0,0,0,0,0,14,10,24
VALLEGRANDE,atencion odontologica,aplicacion de fluor,2015-03-01,80,57,30,24,1,0,0,0,0,0,0,0,0,0,111,81,192
VIACHA,atencion odontologica,aplicacion de fluor,2015-03-01,69,69,92,96,3,1,0,0,0,0,0,0,0,0,164,166,330
VILA VILA,atencion odontologica,aplicacion de fluor,2015-03-01,6,2,0,0,0,1,0,2,0,0,0,0,0,0,6,5,11
VILLA CHARCAS,atencion odontologica,aplicacion de fluor,2015-03-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
VILLA MONTES,atencion odontologica,aplicacion de fluor,2015-03-01,2,1,5,5,0,0,0,0,0,0,0,0,0,0,7,6,13
VILLA NUEVA (LOMA ALTA),atencion odontologica,aplicacion de fluor,2015-03-01,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,5
VILLA RIVERO,atencion odontologica,aplicacion de fluor,2015-03-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2
VILLA SERRANO,atencion odontologica,aplicacion de fluor,2015-03-01,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3
VILLA TUNARI,atencion odontologica,aplicacion de fluor,2015-03-01,31,44,489,463,0,9,0,10,0,0,0,0,0,0,520,526,1046
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,aplicacion de fluor,2015-03-01,4,3,0,0,1,1,2,1,1,0,0,0,0,0,8,5,13
VILLAZON,atencion odontologica,aplicacion de fluor,2015-03-01,14,22,0,1,0,1,4,11,0,3,0,0,0,0,18,38,56
VINTO,atencion odontologica,aplicacion de fluor,2015-03-01,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,4
VITICHI,atencion odontologica,aplicacion de fluor,2015-03-01,1,5,4,1,1,2,0,0,0,0,0,0,0,0,6,8,14
WALDO BALLIVIAN,atencion odontologica,aplicacion de fluor,2015-03-01,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
WARNES,atencion odontologica,aplicacion de fluor,2015-03-01,16,23,7,9,2,3,0,4,0,0,0,0,0,0,25,39,64
YACUIBA,atencion odontologica,aplicacion de fluor,2015-03-01,8,5,0,11,4,5,6,9,0,0,0,0,0,0,18,30,48
YAMPARAEZ,atencion odontologica,aplicacion de fluor,2015-03-01,7,4,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11
YAPACANI,atencion odontologica,aplicacion de fluor,2015-03-01,41,38,287,277,2,3,7,10,2,0,0,0,0,0,339,328,667
YOCALLA,atencion odontologica,aplicacion de fluor,2015-03-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3
YOTALA,atencion odontologica,aplicacion de fluor,2015-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
ACACIO,atencion odontologica,aplicacion de fluor,2015-04-01,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10
ACHACACHI,atencion odontologica,aplicacion de fluor,2015-04-01,10,12,3,4,0,0,0,0,0,0,0,0,0,0,13,16,29
ACHOCALLA,atencion odontologica,aplicacion de fluor,2015-04-01,19,12,5,9,0,0,0,0,0,0,0,0,0,0,24,21,45
AIQUILE,atencion odontologica,aplicacion de fluor,2015-04-01,32,37,259,244,0,0,0,2,0,0,0,0,0,0,291,283,574
ALTO BENI,atencion odontologica,aplicacion de fluor,2015-04-01,18,20,0,0,0,0,0,1,0,0,0,0,0,0,18,21,39
ANCORAIMES,atencion odontologica,aplicacion de fluor,2015-04-01,16,21,1,0,0,0,0,0,0,0,0,0,0,0,17,21,38
ANDAMARCA,atencion odontologica,aplicacion de fluor,2015-04-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ANZALDO,atencion odontologica,aplicacion de fluor,2015-04-01,5,24,115,129,10,0,0,0,0,3,0,0,0,0,130,156,286
APOLO,atencion odontologica,aplicacion de fluor,2015-04-01,12,5,0,1,0,1,0,0,0,0,0,0,0,0,12,7,19
ARAMPAMPA,atencion odontologica,aplicacion de fluor,2015-04-01,7,9,0,0,0,2,0,0,0,0,0,0,0,0,7,11,18
ARANI,atencion odontologica,aplicacion de fluor,2015-04-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
ARBIETO,atencion odontologica,aplicacion de fluor,2015-04-01,0,3,1,0,0,1,0,1,0,0,0,0,0,0,1,5,6
ARQUE,atencion odontologica,aplicacion de fluor,2015-04-01,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8
ASCENCION DE GUARAYOS,atencion odontologica,aplicacion de fluor,2015-04-01,4,7,38,58,0,5,0,18,0,1,0,0,0,0,42,89,131
ATOCHA,atencion odontologica,aplicacion de fluor,2015-04-01,24,17,19,20,0,2,1,0,0,0,0,0,0,0,44,39,83
AUCAPATA,atencion odontologica,aplicacion de fluor,2015-04-01,2,2,0,0,1,0,0,0,0,0,0,0,0,0,3,2,5
AYATA,atencion odontologica,aplicacion de fluor,2015-04-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
AYO AYO,atencion odontologica,aplicacion de fluor,2015-04-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,aplicacion de fluor,2015-04-01,1,4,5,6,0,1,3,3,0,0,0,0,0,0,9,14,23
BATALLAS,atencion odontologica,aplicacion de fluor,2015-04-01,5,6,0,0,0,0,0,3,0,0,0,0,0,0,5,9,14
BAURES,atencion odontologica,aplicacion de fluor,2015-04-01,12,15,0,0,0,0,0,0,0,0,0,0,0,0,12,15,27
BELEN DE ANDAMARCA,atencion odontologica,aplicacion de fluor,2015-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
BELLA FLOR,atencion odontologica,aplicacion de fluor,2015-04-01,4,6,15,10,0,0,0,3,0,0,0,0,0,0,19,19,38
BERMEJO,atencion odontologica,aplicacion de fluor,2015-04-01,0,2,1,2,0,0,0,1,0,0,0,0,0,0,1,5,6
BETANZOS,atencion odontologica,aplicacion de fluor,2015-04-01,17,18,0,0,0,3,0,1,0,0,0,0,0,0,17,22,39
BOLIVAR,atencion odontologica,aplicacion de fluor,2015-04-01,0,0,10,3,0,0,0,2,0,0,0,0,0,0,10,5,15
BUENA VISTA,atencion odontologica,aplicacion de fluor,2015-04-01,0,3,100,105,0,0,0,0,0,0,0,0,0,0,100,108,208
CABEZAS,atencion odontologica,aplicacion de fluor,2015-04-01,57,69,50,70,4,3,0,0,0,0,0,0,0,0,111,142,253
CAIROMA,atencion odontologica,aplicacion de fluor,2015-04-01,20,8,0,0,0,1,0,1,0,0,0,0,0,0,20,10,30
"CAIZA ""D""",atencion odontologica,aplicacion de fluor,2015-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAJUATA,atencion odontologica,aplicacion de fluor,2015-04-01,2,8,1,0,0,1,1,0,0,0,0,0,0,0,4,9,13
CALACOTO,atencion odontologica,aplicacion de fluor,2015-04-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
CALAMARCA,atencion odontologica,aplicacion de fluor,2015-04-01,6,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10
CAMARGO,atencion odontologica,aplicacion de fluor,2015-04-01,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,8,8
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,aplicacion de fluor,2015-04-01,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,6,6
CAMIRI,atencion odontologica,aplicacion de fluor,2015-04-01,96,95,169,162,2,153,4,4,0,0,0,0,0,0,271,414,685
CAPINOTA,atencion odontologica,aplicacion de fluor,2015-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CAQUIAVIRI,atencion odontologica,aplicacion de fluor,2015-04-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CARACOLLO,atencion odontologica,aplicacion de fluor,2015-04-01,0,0,1,6,0,1,0,1,0,0,0,0,0,0,1,8,9
CARANAVI,atencion odontologica,aplicacion de fluor,2015-04-01,11,13,2,2,3,4,0,0,0,0,0,0,0,0,16,19,35
CARIPUYO,atencion odontologica,aplicacion de fluor,2015-04-01,0,4,0,1,1,0,0,0,1,0,0,0,0,0,2,5,7
CARMEN RIVERO TORREZ,atencion odontologica,aplicacion de fluor,2015-04-01,16,17,1,1,0,0,0,0,0,0,0,0,0,0,17,18,35
CHALLAPATA,atencion odontologica,aplicacion de fluor,2015-04-01,5,2,57,37,0,0,1,2,0,0,0,0,0,0,63,41,104
CHAQUI,atencion odontologica,aplicacion de fluor,2015-04-01,10,12,8,24,0,0,0,0,0,0,0,0,0,0,18,36,54
CHARAGUA,atencion odontologica,aplicacion de fluor,2015-04-01,29,25,63,28,0,0,0,0,0,0,0,0,0,0,92,53,145
CHARAÑA,atencion odontologica,aplicacion de fluor,2015-04-01,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4
CHAYANTA,atencion odontologica,aplicacion de fluor,2015-04-01,5,6,0,0,0,0,0,3,0,0,0,0,0,0,5,9,14
CHIMORE,atencion odontologica,aplicacion de fluor,2015-04-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CHIPAYA,atencion odontologica,aplicacion de fluor,2015-04-01,0,0,4,0,1,0,0,0,0,0,0,0,0,0,5,0,5
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,aplicacion de fluor,2015-04-01,3,2,0,0,0,0,0,1,0,0,0,0,0,0,3,3,6
CHUMA,atencion odontologica,aplicacion de fluor,2015-04-01,9,6,8,10,0,3,0,2,0,1,0,0,0,0,17,22,39
CKOCHAS,atencion odontologica,aplicacion de fluor,2015-04-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
COBIJA,atencion odontologica,aplicacion de fluor,2015-04-01,126,128,58,47,1,12,0,12,0,0,0,0,0,0,185,199,384
COCAPATA,atencion odontologica,aplicacion de fluor,2015-04-01,17,15,4,3,0,0,0,1,0,0,0,0,0,0,21,19,40
COCHABAMBA,atencion odontologica,aplicacion de fluor,2015-04-01,315,282,175,212,47,92,86,255,27,19,0,0,0,0,650,860,1510
COIPASA,atencion odontologica,aplicacion de fluor,2015-04-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
COLCAPIRHUA,atencion odontologica,aplicacion de fluor,2015-04-01,11,13,2,0,0,0,0,4,0,0,0,0,0,0,13,17,30
"COLCHA ""K""",atencion odontologica,aplicacion de fluor,2015-04-01,3,6,0,0,0,2,0,0,0,0,0,0,0,0,3,8,11
COLLANA,atencion odontologica,aplicacion de fluor,2015-04-01,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
COLOMI,atencion odontologica,aplicacion de fluor,2015-04-01,28,29,0,0,0,1,0,2,0,1,0,0,0,0,28,33,61
COLPA BELGICA,atencion odontologica,aplicacion de fluor,2015-04-01,31,18,117,133,12,13,2,3,0,1,0,0,0,0,162,168,330
COLQUECHACA,atencion odontologica,aplicacion de fluor,2015-04-01,11,19,0,0,1,2,0,9,4,0,0,0,0,0,16,30,46
COLQUENCHA,atencion odontologica,aplicacion de fluor,2015-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COMANCHE,atencion odontologica,aplicacion de fluor,2015-04-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
COMARAPA,atencion odontologica,aplicacion de fluor,2015-04-01,13,10,0,0,0,7,0,3,7,1,0,0,0,0,20,21,41
COMBAYA,atencion odontologica,aplicacion de fluor,2015-04-01,17,4,1,0,0,0,0,0,0,0,0,0,0,0,18,4,22
CONCEPCION,atencion odontologica,aplicacion de fluor,2015-04-01,4,6,101,101,0,0,0,1,0,0,0,0,0,0,105,108,213
COPACABANA,atencion odontologica,aplicacion de fluor,2015-04-01,16,10,0,0,0,0,0,0,0,0,0,0,0,0,16,10,26
CORIPATA,atencion odontologica,aplicacion de fluor,2015-04-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5
CORO CORO,atencion odontologica,aplicacion de fluor,2015-04-01,2,1,7,12,1,3,0,0,0,0,0,0,0,0,10,16,26
COROICO,atencion odontologica,aplicacion de fluor,2015-04-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2
CORQUE,atencion odontologica,aplicacion de fluor,2015-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
COTAGAITA,atencion odontologica,aplicacion de fluor,2015-04-01,0,1,18,33,16,31,1,2,0,0,0,0,0,0,35,67,102
COTOCA,atencion odontologica,aplicacion de fluor,2015-04-01,36,29,22,3,0,3,68,69,0,0,0,0,0,0,126,104,230
CUATRO CAÑADAS,atencion odontologica,aplicacion de fluor,2015-04-01,221,231,4,1,0,3,0,12,0,0,0,0,0,0,225,247,472
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,aplicacion de fluor,2015-04-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CUEVO,atencion odontologica,aplicacion de fluor,2015-04-01,57,46,12,9,0,2,0,4,0,0,0,0,0,0,69,61,130
CULPINA,atencion odontologica,aplicacion de fluor,2015-04-01,8,6,1,1,0,0,0,0,0,0,0,0,0,0,9,7,16
CURVA,atencion odontologica,aplicacion de fluor,2015-04-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
DESAGUADERO,atencion odontologica,aplicacion de fluor,2015-04-01,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12
EL ALTO,atencion odontologica,aplicacion de fluor,2015-04-01,443,419,321,359,108,113,38,63,10,2,0,0,0,0,920,956,1876
EL CHORO,atencion odontologica,aplicacion de fluor,2015-04-01,7,5,0,0,0,0,0,1,0,1,0,0,0,0,7,7,14
EL PUENTE(STC),atencion odontologica,aplicacion de fluor,2015-04-01,28,25,62,55,0,3,0,3,0,0,0,0,0,0,90,86,176
EL PUENTE(TJA),atencion odontologica,aplicacion de fluor,2015-04-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
EL TORNO,atencion odontologica,aplicacion de fluor,2015-04-01,57,64,201,205,21,19,9,16,0,1,0,0,0,0,288,305,593
EL VILLAR,atencion odontologica,aplicacion de fluor,2015-04-01,13,16,0,0,0,0,0,0,0,0,0,0,0,0,13,16,29
ENTRE RIOS TRJ,atencion odontologica,aplicacion de fluor,2015-04-01,5,9,47,41,0,1,0,0,0,0,0,0,0,0,52,51,103
ENTRE RIOS CBBA,atencion odontologica,aplicacion de fluor,2015-04-01,3,5,0,0,1,1,1,2,3,0,0,0,0,0,8,8,16
ESCOMA,atencion odontologica,aplicacion de fluor,2015-04-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4
FILADELFIA,atencion odontologica,aplicacion de fluor,2015-04-01,13,13,14,5,0,0,0,0,0,0,0,0,0,0,27,18,45
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,aplicacion de fluor,2015-04-01,9,7,0,0,0,1,0,2,0,0,0,0,0,0,9,10,19
GUANAY,atencion odontologica,aplicacion de fluor,2015-04-01,22,18,0,0,0,1,2,1,0,0,0,0,0,0,24,20,44
GUAQUI,atencion odontologica,aplicacion de fluor,2015-04-01,4,11,0,1,0,0,0,0,0,0,0,0,0,0,4,12,16
GUAYARAMERIN,atencion odontologica,aplicacion de fluor,2015-04-01,7,12,12,11,8,13,5,24,0,0,0,0,0,0,32,60,92
GUTIERREZ,atencion odontologica,aplicacion de fluor,2015-04-01,23,19,1,1,0,0,0,4,0,0,0,0,0,0,24,24,48
HUACARETA,atencion odontologica,aplicacion de fluor,2015-04-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
HUACAYA (VILLA DE HUACAYA),atencion odontologica,aplicacion de fluor,2015-04-01,7,2,0,1,1,1,0,0,0,0,0,0,0,0,8,4,12
HUACHACALLA,atencion odontologica,aplicacion de fluor,2015-04-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
HUANUNI,atencion odontologica,aplicacion de fluor,2015-04-01,0,1,1,3,1,2,0,2,2,0,0,0,0,0,4,8,12
HUARACAJE,atencion odontologica,aplicacion de fluor,2015-04-01,3,3,15,13,0,0,0,0,0,0,0,0,0,0,18,16,34
HUATAJATA,atencion odontologica,aplicacion de fluor,2015-04-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
HUAYLLAMARCA,atencion odontologica,aplicacion de fluor,2015-04-01,0,0,0,0,1,0,0,2,2,1,0,0,0,0,3,3,6
HUMANATA,atencion odontologica,aplicacion de fluor,2015-04-01,5,4,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9
ICHOCA,atencion odontologica,aplicacion de fluor,2015-04-01,6,1,2,0,0,0,0,0,0,0,0,0,0,0,8,1,9
ICLA,atencion odontologica,aplicacion de fluor,2015-04-01,53,65,2,6,0,0,0,7,0,0,0,0,0,0,55,78,133
INCAHUASI,atencion odontologica,aplicacion de fluor,2015-04-01,43,65,0,0,0,0,0,0,0,1,0,0,0,0,43,66,109
INQUISIVI,atencion odontologica,aplicacion de fluor,2015-04-01,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8
IRUPANA (VILLA DE LANZA),atencion odontologica,aplicacion de fluor,2015-04-01,25,25,0,0,0,0,0,0,0,0,0,0,0,0,25,25,50
JESUS DE MACHACA,atencion odontologica,aplicacion de fluor,2015-04-01,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2,3,5
LA ASUNTA,atencion odontologica,aplicacion de fluor,2015-04-01,42,43,19,16,0,1,0,3,0,0,0,0,0,0,61,63,124
LA GUARDIA,atencion odontologica,aplicacion de fluor,2015-04-01,71,67,0,0,0,0,1,8,1,2,0,0,0,0,73,77,150
LA PAZ,atencion odontologica,aplicacion de fluor,2015-04-01,652,666,653,606,129,160,63,160,19,11,0,0,0,0,1516,1603,3119
LAGUNILLAS,atencion odontologica,aplicacion de fluor,2015-04-01,5,8,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13
LAJA,atencion odontologica,aplicacion de fluor,2015-04-01,12,5,0,0,0,0,0,1,0,0,0,0,0,0,12,6,18
LICOMA PAMPA,atencion odontologica,aplicacion de fluor,2015-04-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
LLALLAGUA,atencion odontologica,aplicacion de fluor,2015-04-01,24,21,5,2,2,3,0,1,0,0,0,0,0,0,31,27,58
LLICA,atencion odontologica,aplicacion de fluor,2015-04-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
LURIBAY,atencion odontologica,aplicacion de fluor,2015-04-01,22,20,2,1,0,0,0,1,0,0,0,0,0,0,24,22,46
MACHACAMARCA,atencion odontologica,aplicacion de fluor,2015-04-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2
MACHARETI,atencion odontologica,aplicacion de fluor,2015-04-01,1,14,0,0,0,1,0,1,0,0,0,0,0,0,1,16,17
MAGDALENA,atencion odontologica,aplicacion de fluor,2015-04-01,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,4,4
MAIRANA,atencion odontologica,aplicacion de fluor,2015-04-01,14,13,0,2,1,0,6,3,5,10,0,0,0,0,26,28,54
MAPIRI,atencion odontologica,aplicacion de fluor,2015-04-01,28,19,0,0,0,0,0,0,0,0,0,0,0,0,28,19,47
MECAPACA,atencion odontologica,aplicacion de fluor,2015-04-01,4,9,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13
MOCOMOCO,atencion odontologica,aplicacion de fluor,2015-04-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
