,group,variable,month,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES MENORES DE 5 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 5 A 13 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 14 A 19 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 20 A 59 AÑOS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES 60 AÑOS Y MAS,RESTAURACIONES EMB,RESTAURACIONES EMB,RESTAURACIONES POST,RESTAURACIONES POST,TOTALES,TOTALES,TOTALES
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2015-04-01,0,1,0,0,0,2,1,1,0,0,0,0,0,0,1,4,5
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2015-04-01,50,45,101,72,7,21,31,77,25,7,0,0,0,0,214,222,436
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2015-04-01,3,4,1,1,12,9,4,19,11,8,0,0,0,0,31,41,72
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2015-04-01,9,30,9,16,2,0,1,6,3,1,0,0,0,0,24,53,77
SANTIVAÑES,atencion odontologica,restauraciones,2015-04-01,9,12,1,4,2,4,1,28,0,1,0,0,0,0,13,49,62
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2015-04-01,3,8,19,8,4,8,5,8,1,1,0,0,0,0,32,33,65
SAPAHAQUI,atencion odontologica,restauraciones,2015-04-01,11,8,1,0,2,7,2,24,4,2,0,0,0,0,20,41,61
SENA,atencion odontologica,restauraciones,2015-04-01,2,0,1,1,2,2,0,7,0,0,0,0,0,0,5,10,15
SHINAOTA,atencion odontologica,restauraciones,2015-04-01,13,16,0,0,0,0,0,0,0,0,0,0,0,0,13,16,29
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2015-04-01,9,19,2,4,1,2,5,10,2,0,0,0,0,0,19,35,54
SICAYA,atencion odontologica,restauraciones,2015-04-01,0,0,0,2,0,9,0,7,0,0,0,0,0,0,0,18,18
SIPE SIPE,atencion odontologica,restauraciones,2015-04-01,70,88,18,11,0,14,6,62,10,21,0,0,0,0,104,196,300
SOPACHUY,atencion odontologica,restauraciones,2015-04-01,10,7,8,13,7,5,12,28,0,2,0,0,0,0,37,55,92
SORACACHI,atencion odontologica,restauraciones,2015-04-01,14,7,0,8,0,7,2,23,1,3,0,0,0,0,17,48,65
SORATA,atencion odontologica,restauraciones,2015-04-01,16,19,1,2,0,9,0,61,3,1,0,0,0,0,20,92,112
SUCRE,atencion odontologica,restauraciones,2015-04-01,632,709,538,526,231,501,938,1826,178,93,0,0,0,0,2517,3655,6172
TACACHI,atencion odontologica,restauraciones,2015-04-01,0,0,2,0,0,1,0,2,0,2,0,0,0,0,2,5,7
TACACOMA,atencion odontologica,restauraciones,2015-04-01,2,1,2,4,2,4,16,10,1,1,0,0,0,0,23,20,43
TACOBAMBA,atencion odontologica,restauraciones,2015-04-01,0,1,0,0,1,2,0,6,0,0,0,0,0,0,1,9,10
TACOPAYA,atencion odontologica,restauraciones,2015-04-01,3,6,0,2,1,10,4,14,6,6,0,0,0,0,14,38,52
TAHUA,atencion odontologica,restauraciones,2015-04-01,1,4,2,0,0,0,2,0,0,0,0,0,0,0,5,4,9
TAPACARI,atencion odontologica,restauraciones,2015-04-01,20,38,0,1,3,28,11,49,7,18,0,0,0,0,41,134,175
TARABUCO,atencion odontologica,restauraciones,2015-04-01,1,8,0,0,2,23,7,20,1,2,0,0,0,0,11,53,64
TARATA,atencion odontologica,restauraciones,2015-04-01,31,38,16,14,15,20,31,50,7,7,0,0,0,0,100,129,229
TARIJA,atencion odontologica,restauraciones,2015-04-01,117,188,507,643,348,539,898,1700,87,59,0,0,0,0,1957,3129,5086
TARVITA,atencion odontologica,restauraciones,2015-04-01,5,5,2,4,6,7,5,11,0,0,0,0,0,0,18,27,45
TEOPONTE,atencion odontologica,restauraciones,2015-04-01,10,12,3,5,5,7,15,20,1,0,0,0,0,0,34,44,78
TIAWANACU,atencion odontologica,restauraciones,2015-04-01,6,4,0,7,3,11,4,17,6,2,0,0,0,0,19,41,60
TINGUIPAYA,atencion odontologica,restauraciones,2015-04-01,1,2,0,0,0,5,0,9,0,0,0,0,0,0,1,16,17
TIPUANI,atencion odontologica,restauraciones,2015-04-01,12,20,13,5,4,5,3,21,5,2,0,0,0,0,37,53,90
TIQUIPAYA,atencion odontologica,restauraciones,2015-04-01,358,334,62,57,0,85,22,288,10,20,0,0,0,0,452,784,1236
TIRAQUE (CBBA),atencion odontologica,restauraciones,2015-04-01,5,24,5,9,3,7,8,3,1,0,0,0,0,0,22,43,65
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2015-04-01,0,2,2,0,0,2,3,2,0,0,0,0,0,0,5,6,11
TOCO,atencion odontologica,restauraciones,2015-04-01,5,10,3,1,0,6,0,7,0,1,0,0,0,0,8,25,33
TODOS SANTOS,atencion odontologica,restauraciones,2015-04-01,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,3,4
TOLATA,atencion odontologica,restauraciones,2015-04-01,2,3,0,1,0,4,2,6,2,8,0,0,0,0,6,22,28
TOLEDO,atencion odontologica,restauraciones,2015-04-01,5,3,0,0,3,5,4,19,1,0,0,0,0,0,13,27,40
TOMAVE,atencion odontologica,restauraciones,2015-04-01,25,7,2,3,1,1,4,14,10,3,0,0,0,0,42,28,70
TOMINA,atencion odontologica,restauraciones,2015-04-01,8,7,11,44,1,18,5,25,0,0,0,0,0,0,25,94,119
TORO TORO,atencion odontologica,restauraciones,2015-04-01,5,3,2,2,4,1,20,29,0,2,0,0,0,0,31,37,68
TOTORA(CBBA),atencion odontologica,restauraciones,2015-04-01,27,37,10,6,3,5,11,27,2,0,0,0,0,0,53,75,128
TOTORA(ORR),atencion odontologica,restauraciones,2015-04-01,0,0,0,2,0,4,3,21,3,0,0,0,0,0,6,27,33
TRIGAL,atencion odontologica,restauraciones,2015-04-01,0,0,0,0,0,5,6,0,0,0,0,0,0,0,6,5,11
TRINIDAD,atencion odontologica,restauraciones,2015-04-01,26,26,125,118,100,152,399,496,38,23,0,0,0,0,688,815,1503
TUPIZA,atencion odontologica,restauraciones,2015-04-01,14,9,6,7,4,3,22,27,2,5,0,0,0,0,48,51,99
TURCO,atencion odontologica,restauraciones,2015-04-01,7,13,1,0,0,2,1,23,3,5,0,0,0,0,12,43,55
UMALA,atencion odontologica,restauraciones,2015-04-01,2,8,0,0,0,2,0,6,0,2,0,0,0,0,2,18,20
UNCIA,atencion odontologica,restauraciones,2015-04-01,41,32,3,4,5,11,7,32,4,2,0,0,0,0,60,81,141
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2015-04-01,3,5,33,28,22,40,61,144,0,3,0,0,0,0,119,220,339
URUBICHA,atencion odontologica,restauraciones,2015-04-01,6,2,0,0,0,0,1,3,3,2,0,0,0,0,10,7,17
UYUNI,atencion odontologica,restauraciones,2015-04-01,14,16,2,7,0,16,5,30,2,4,0,0,0,0,23,73,96
VACAS,atencion odontologica,restauraciones,2015-04-01,8,17,0,5,2,16,5,17,0,0,0,0,0,0,15,55,70
VALLEGRANDE,atencion odontologica,restauraciones,2015-04-01,21,26,28,28,10,14,30,72,15,5,0,0,0,0,104,145,249
VIACHA,atencion odontologica,restauraciones,2015-04-01,144,110,13,29,8,17,14,63,9,2,0,0,0,0,188,221,409
VILA VILA,atencion odontologica,restauraciones,2015-04-01,0,0,0,0,0,1,2,9,0,0,0,0,0,0,2,10,12
VILLA CHARCAS,atencion odontologica,restauraciones,2015-04-01,0,5,2,1,0,6,3,28,1,0,0,0,0,0,6,40,46
VILLA MONTES,atencion odontologica,restauraciones,2015-04-01,15,22,45,74,57,61,119,188,5,7,0,0,0,0,241,352,593
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2015-04-01,0,0,5,5,2,1,0,0,0,0,0,0,0,0,7,6,13
VILLA RIVERO,atencion odontologica,restauraciones,2015-04-01,5,6,1,5,1,1,2,27,0,0,0,0,0,0,9,39,48
VILLA SERRANO,atencion odontologica,restauraciones,2015-04-01,48,50,0,0,0,5,4,36,0,0,0,0,0,0,52,91,143
VILLA TUNARI,atencion odontologica,restauraciones,2015-04-01,140,129,40,44,30,95,73,246,30,10,0,0,0,0,313,524,837
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2015-04-01,14,10,25,30,23,62,46,82,4,0,0,0,0,0,112,184,296
VILLAZON,atencion odontologica,restauraciones,2015-04-01,41,53,39,8,4,10,21,100,6,1,0,0,0,0,111,172,283
VINTO,atencion odontologica,restauraciones,2015-04-01,105,79,1,3,0,30,4,135,7,3,0,0,0,0,117,250,367
VITICHI,atencion odontologica,restauraciones,2015-04-01,9,3,5,5,8,10,7,35,2,6,0,0,0,0,31,59,90
WALDO BALLIVIAN,atencion odontologica,restauraciones,2015-04-01,2,1,0,0,0,0,0,2,1,0,0,0,0,0,3,3,6
WARNES,atencion odontologica,restauraciones,2015-04-01,63,30,7,8,4,9,3,79,1,6,0,0,0,0,78,132,210
YACO,atencion odontologica,restauraciones,2015-04-01,4,7,1,0,2,0,0,22,0,0,0,0,0,0,7,29,36
YACUIBA,atencion odontologica,restauraciones,2015-04-01,22,28,60,101,27,84,115,363,18,13,0,0,0,0,242,589,831
YAMPARAEZ,atencion odontologica,restauraciones,2015-04-01,7,11,0,0,1,6,2,8,3,2,0,0,0,0,13,27,40
YANACACHI,atencion odontologica,restauraciones,2015-04-01,2,3,0,8,0,0,0,6,0,0,0,0,0,0,2,17,19
YAPACANI,atencion odontologica,restauraciones,2015-04-01,60,69,12,10,7,86,27,141,9,3,0,0,0,0,115,309,424
YOCALLA,atencion odontologica,restauraciones,2015-04-01,2,3,3,5,3,3,3,13,0,0,0,0,0,0,11,24,35
YOTALA,atencion odontologica,restauraciones,2015-04-01,8,22,0,0,0,0,0,48,0,0,0,0,0,0,8,70,78
YUNCHARA,atencion odontologica,restauraciones,2015-04-01,3,6,8,12,10,24,29,53,3,3,0,0,0,0,53,98,151
ZUDAÑEZ,atencion odontologica,restauraciones,2015-04-01,0,0,1,0,0,9,9,10,5,5,0,0,0,0,15,24,39
ACHACACHI,atencion odontologica,restauraciones,2015-05-01,88,98,12,15,2,27,9,63,49,40,0,0,0,0,160,243,403
ACHOCALLA,atencion odontologica,restauraciones,2015-05-01,16,10,1,2,0,3,3,10,0,0,0,0,0,0,20,25,45
AIQUILE,atencion odontologica,restauraciones,2015-05-01,66,54,78,39,10,27,29,72,12,25,0,0,0,0,195,217,412
ALALAY,atencion odontologica,restauraciones,2015-05-01,2,2,33,20,0,0,2,1,0,0,0,0,0,0,37,23,60
ALCALA,atencion odontologica,restauraciones,2015-05-01,6,10,4,5,3,5,0,12,3,1,0,0,0,0,16,33,49
ALTO BENI,atencion odontologica,restauraciones,2015-05-01,5,8,0,2,3,4,2,10,0,0,0,0,0,0,10,24,34
ANCORAIMES,atencion odontologica,restauraciones,2015-05-01,5,6,1,1,2,2,3,1,2,0,0,0,0,0,13,10,23
ANDAMARCA,atencion odontologica,restauraciones,2015-05-01,4,4,21,26,0,9,9,28,4,0,0,0,0,0,38,67,105
ANTEQUERA,atencion odontologica,restauraciones,2015-05-01,1,5,0,2,1,1,4,4,2,0,0,0,0,0,8,12,20
ANZALDO,atencion odontologica,restauraciones,2015-05-01,3,1,2,13,9,15,6,7,1,3,0,0,0,0,21,39,60
APOLO,atencion odontologica,restauraciones,2015-05-01,19,19,1,1,1,3,0,42,0,0,0,0,0,0,21,65,86
ARAMPAMPA,atencion odontologica,restauraciones,2015-05-01,8,6,0,0,2,0,0,2,1,2,0,0,0,0,11,10,21
ARANI,atencion odontologica,restauraciones,2015-05-01,3,11,1,10,1,15,1,8,0,7,0,0,0,0,6,51,57
ARBIETO,atencion odontologica,restauraciones,2015-05-01,31,42,6,11,2,6,9,52,0,1,0,0,0,0,48,112,160
ARQUE,atencion odontologica,restauraciones,2015-05-01,3,6,5,0,2,8,4,19,0,0,0,0,0,0,14,33,47
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2015-05-01,11,15,0,1,1,13,6,55,2,0,0,0,0,0,20,84,104
ATOCHA,atencion odontologica,restauraciones,2015-05-01,32,18,34,26,18,38,75,121,0,5,0,0,0,0,159,208,367
AUCAPATA,atencion odontologica,restauraciones,2015-05-01,0,0,0,1,1,5,4,1,0,0,0,0,0,0,5,7,12
AYATA,atencion odontologica,restauraciones,2015-05-01,0,0,0,0,5,7,3,9,0,0,0,0,0,0,8,16,24
AYO AYO,atencion odontologica,restauraciones,2015-05-01,13,12,0,0,0,0,1,11,0,0,0,0,0,0,14,23,37
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2015-05-01,22,43,9,30,11,18,48,105,4,7,0,0,0,0,94,203,297
AZURDUY,atencion odontologica,restauraciones,2015-05-01,0,0,0,2,0,4,0,25,0,0,0,0,0,0,0,31,31
BATALLAS,atencion odontologica,restauraciones,2015-05-01,24,16,1,2,0,12,2,28,2,0,0,0,0,0,29,58,87
BAURES,atencion odontologica,restauraciones,2015-05-01,0,0,5,3,1,4,8,17,4,1,0,0,0,0,18,25,43
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2015-05-01,5,6,0,0,0,0,0,1,1,1,0,0,0,0,6,8,14
BELEN DE URMIRI,atencion odontologica,restauraciones,2015-05-01,0,0,0,0,1,1,4,1,0,1,0,0,0,0,5,3,8
BELLA FLOR,atencion odontologica,restauraciones,2015-05-01,0,0,3,5,0,1,5,8,0,0,0,0,0,0,8,14,22
BERMEJO,atencion odontologica,restauraciones,2015-05-01,16,18,47,69,56,88,148,254,23,20,0,0,0,0,290,449,739
BETANZOS,atencion odontologica,restauraciones,2015-05-01,21,12,21,33,5,11,25,48,2,2,0,0,0,0,74,106,180
BOLIVAR,atencion odontologica,restauraciones,2015-05-01,9,4,1,6,0,0,2,6,0,0,0,0,0,0,12,16,28
BOYUIBE,atencion odontologica,restauraciones,2015-05-01,0,1,0,2,0,3,5,13,2,0,0,0,0,0,7,19,26
BUENA VISTA,atencion odontologica,restauraciones,2015-05-01,8,2,2,4,5,4,9,9,0,0,0,0,0,0,24,19,43
CABEZAS,atencion odontologica,restauraciones,2015-05-01,4,11,2,1,6,3,7,21,4,1,0,0,0,0,23,37,60
CAIROMA,atencion odontologica,restauraciones,2015-05-01,22,24,1,2,0,6,2,17,0,2,0,0,0,0,25,51,76
"CAIZA ""D""",atencion odontologica,restauraciones,2015-05-01,4,1,2,1,0,3,0,4,0,0,0,0,0,0,6,9,15
CAJUATA,atencion odontologica,restauraciones,2015-05-01,7,15,5,8,8,12,5,15,1,0,0,0,0,0,26,50,76
CALACOTO,atencion odontologica,restauraciones,2015-05-01,0,3,3,2,0,1,0,1,1,1,0,0,0,0,4,8,12
CALAMARCA,atencion odontologica,restauraciones,2015-05-01,23,31,4,2,0,1,5,18,4,0,0,0,0,0,36,52,88
CAMARGO,atencion odontologica,restauraciones,2015-05-01,15,12,3,0,0,7,1,21,2,0,0,0,0,0,21,40,61
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2015-05-01,1,12,0,0,0,5,8,4,0,1,0,0,0,0,9,22,31
CAMIRI,atencion odontologica,restauraciones,2015-05-01,34,24,3,2,2,21,23,95,12,5,0,0,0,0,74,147,221
CAPINOTA,atencion odontologica,restauraciones,2015-05-01,27,26,26,31,10,20,33,73,14,3,0,0,0,0,110,153,263
CAQUIAVIRI,atencion odontologica,restauraciones,2015-05-01,3,11,2,0,2,7,1,20,0,1,0,0,0,0,8,39,47
CARACOLLO,atencion odontologica,restauraciones,2015-05-01,6,6,6,12,0,2,2,12,10,2,0,0,0,0,24,34,58
CARANAVI,atencion odontologica,restauraciones,2015-05-01,78,65,20,12,20,38,19,74,36,31,0,0,0,0,173,220,393
CARAPARI,atencion odontologica,restauraciones,2015-05-01,8,8,29,16,49,53,42,110,1,1,0,0,0,0,129,188,317
CARIPUYO,atencion odontologica,restauraciones,2015-05-01,4,4,0,1,0,0,0,2,0,0,0,0,0,0,4,7,11
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2015-05-01,9,9,0,0,0,0,0,6,2,2,0,0,0,0,11,17,28
CATACORA,atencion odontologica,restauraciones,2015-05-01,3,0,0,0,1,4,0,5,0,0,0,0,0,0,4,9,13
CHALLAPATA,atencion odontologica,restauraciones,2015-05-01,141,95,141,119,1,21,12,175,13,24,0,0,0,0,308,434,742
CHAQUI,atencion odontologica,restauraciones,2015-05-01,7,3,1,2,0,0,7,5,0,0,0,0,0,0,15,10,25
CHARAGUA,atencion odontologica,restauraciones,2015-05-01,9,7,1,3,2,5,8,16,0,0,0,0,0,0,20,31,51
CHARAÑA,atencion odontologica,restauraciones,2015-05-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
CHAYANTA,atencion odontologica,restauraciones,2015-05-01,19,13,2,15,4,9,6,8,1,0,0,0,0,0,32,45,77
CHIMORE,atencion odontologica,restauraciones,2015-05-01,21,11,4,2,3,32,12,55,7,7,0,0,0,0,47,107,154
CHOQUE COTA,atencion odontologica,restauraciones,2015-05-01,2,1,0,0,0,6,2,2,0,0,0,0,0,0,4,9,13
CHUA COCANI,atencion odontologica,restauraciones,2015-05-01,2,0,0,0,4,1,0,0,0,1,0,0,0,0,6,2,8
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2015-05-01,45,19,7,7,1,13,5,53,1,2,0,0,0,0,59,94,153
CHUMA,atencion odontologica,restauraciones,2015-05-01,15,7,3,10,7,16,24,47,18,2,0,0,0,0,67,82,149
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2015-05-01,4,5,0,0,0,2,3,10,0,1,0,0,0,0,7,18,25
CKOCHAS,atencion odontologica,restauraciones,2015-05-01,7,2,5,0,0,5,0,7,0,0,0,0,0,0,12,14,26
CLIZA,atencion odontologica,restauraciones,2015-05-01,46,45,16,11,1,12,6,60,19,12,0,0,0,0,88,140,228
COBIJA,atencion odontologica,restauraciones,2015-05-01,59,65,29,22,8,61,60,136,12,11,0,0,0,0,168,295,463
COCAPATA,atencion odontologica,restauraciones,2015-05-01,68,60,2,0,4,29,14,52,1,2,0,0,0,0,89,143,232
COCHABAMBA,atencion odontologica,restauraciones,2015-05-01,955,931,896,880,422,716,858,2395,264,211,0,0,0,0,3395,5133,8528
COIPASA,atencion odontologica,restauraciones,2015-05-01,3,0,2,2,1,1,10,5,3,5,0,0,0,0,19,13,32
COLCAPIRHUA,atencion odontologica,restauraciones,2015-05-01,100,154,6,13,2,29,5,111,24,9,0,0,0,0,137,316,453
"COLCHA ""K""",atencion odontologica,restauraciones,2015-05-01,7,12,0,4,0,6,1,10,8,2,0,0,0,0,16,34,50
COLLANA,atencion odontologica,restauraciones,2015-05-01,28,45,2,2,2,1,9,19,0,0,0,0,0,0,41,67,108
COLOMI,atencion odontologica,restauraciones,2015-05-01,11,40,0,0,0,16,0,26,0,3,0,0,0,0,11,85,96
COLPA BELGICA,atencion odontologica,restauraciones,2015-05-01,19,23,0,0,0,0,0,1,0,0,0,0,0,0,19,24,43
COLQUECHACA,atencion odontologica,restauraciones,2015-05-01,22,33,1,8,16,45,28,79,1,8,0,0,0,0,68,173,241
COLQUENCHA,atencion odontologica,restauraciones,2015-05-01,8,1,33,28,5,6,3,15,1,0,0,0,0,0,50,50,100
COLQUIRI,atencion odontologica,restauraciones,2015-05-01,10,5,14,26,3,8,28,41,4,1,0,0,0,0,59,81,140
COMANCHE,atencion odontologica,restauraciones,2015-05-01,1,1,2,3,0,1,1,2,0,1,0,0,0,0,4,8,12
COMARAPA,atencion odontologica,restauraciones,2015-05-01,29,18,4,4,9,13,11,52,5,3,0,0,0,0,58,90,148
COMBAYA,atencion odontologica,restauraciones,2015-05-01,5,1,0,0,0,3,0,0,0,0,0,0,0,0,5,4,9
CONCEPCION,atencion odontologica,restauraciones,2015-05-01,3,4,0,3,1,11,2,18,2,0,0,0,0,0,8,36,44
COPACABANA,atencion odontologica,restauraciones,2015-05-01,6,7,3,0,0,0,1,6,1,1,0,0,0,0,11,14,25
CORIPATA,atencion odontologica,restauraciones,2015-05-01,14,23,0,3,0,5,5,25,0,0,0,0,0,0,19,56,75
CORO CORO,atencion odontologica,restauraciones,2015-05-01,2,2,0,0,1,0,9,3,0,0,0,0,0,0,12,5,17
COROICO,atencion odontologica,restauraciones,2015-05-01,24,14,7,14,9,12,39,68,3,1,0,0,0,0,82,109,191
CORQUE,atencion odontologica,restauraciones,2015-05-01,5,3,0,0,4,1,4,21,4,4,0,0,0,0,17,29,46
COTAGAITA,atencion odontologica,restauraciones,2015-05-01,7,0,12,9,9,35,22,80,5,11,0,0,0,0,55,135,190
COTOCA,atencion odontologica,restauraciones,2015-05-01,23,31,0,0,0,1,0,37,0,0,0,0,0,0,23,69,92
CUATRO CAÑADAS,atencion odontologica,restauraciones,2015-05-01,57,24,1,30,1,24,10,45,0,6,0,0,0,0,69,129,198
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2015-05-01,3,0,1,0,0,0,0,1,0,1,0,0,0,0,4,2,6
CUEVO,atencion odontologica,restauraciones,2015-05-01,0,0,0,3,0,5,6,5,0,0,0,0,0,0,6,13,19
CULPINA,atencion odontologica,restauraciones,2015-05-01,8,13,1,2,2,6,10,30,0,1,0,0,0,0,21,52,73
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2015-05-01,3,14,0,0,0,3,6,22,0,2,0,0,0,0,9,41,50
CURVA,atencion odontologica,restauraciones,2015-05-01,11,6,1,0,0,1,0,11,0,0,0,0,0,0,12,18,30
DESAGUADERO,atencion odontologica,restauraciones,2015-05-01,20,23,10,15,12,15,10,9,14,11,0,0,0,0,66,73,139
EL ALTO,atencion odontologica,restauraciones,2015-05-01,1363,1439,1367,1631,431,913,428,1499,183,75,0,0,0,0,3772,5557,9329
EL CHORO,atencion odontologica,restauraciones,2015-05-01,7,6,0,0,0,1,0,3,0,2,0,0,0,0,7,12,19
EL PUENTE(STC),atencion odontologica,restauraciones,2015-05-01,15,4,0,0,0,9,1,22,4,3,0,0,0,0,20,38,58
EL PUENTE(TJA),atencion odontologica,restauraciones,2015-05-01,6,10,4,7,7,10,17,54,0,5,0,0,0,0,34,86,120
EL TORNO,atencion odontologica,restauraciones,2015-05-01,41,61,11,17,7,18,11,150,7,6,0,0,0,0,77,252,329
EL VILLAR,atencion odontologica,restauraciones,2015-05-01,16,8,1,4,6,9,5,9,0,0,0,0,0,0,28,30,58
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2015-05-01,0,3,10,14,5,10,17,33,0,0,0,0,0,0,32,60,92
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2015-05-01,49,51,6,6,0,12,3,44,0,4,0,0,0,0,58,117,175
ESCOMA,atencion odontologica,restauraciones,2015-05-01,12,15,0,0,4,1,5,3,5,0,0,0,0,0,26,19,45
EUCALIPTUS,atencion odontologica,restauraciones,2015-05-01,3,5,2,1,1,5,2,13,1,0,0,0,0,0,9,24,33
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2015-05-01,2,7,7,9,5,6,0,22,1,8,0,0,0,0,15,52,67
FILADELFIA,atencion odontologica,restauraciones,2015-05-01,3,3,4,1,1,0,8,18,0,0,0,0,0,0,16,22,38
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2015-05-01,3,6,0,0,0,17,0,12,0,5,0,0,0,0,3,40,43
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2015-05-01,23,1,3,2,0,8,5,23,4,4,0,0,0,0,35,38,73
GUANAY,atencion odontologica,restauraciones,2015-05-01,2,4,2,0,3,0,2,9,0,0,0,0,0,0,9,13,22
GUAQUI,atencion odontologica,restauraciones,2015-05-01,10,11,0,3,0,4,3,13,11,13,0,0,0,0,24,44,68
GUAYARAMERIN,atencion odontologica,restauraciones,2015-05-01,11,26,34,60,64,112,275,462,22,14,0,0,0,0,406,674,1080
GUTIERREZ,atencion odontologica,restauraciones,2015-05-01,3,3,1,2,2,2,7,13,7,0,0,0,0,0,20,20,40
HUACARETA,atencion odontologica,restauraciones,2015-05-01,8,12,0,3,0,11,4,28,3,3,0,0,0,0,15,57,72
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2015-05-01,2,2,0,5,1,3,1,5,0,0,0,0,0,0,4,15,19
HUACHACALLA,atencion odontologica,restauraciones,2015-05-01,2,2,0,1,0,0,0,4,3,3,0,0,0,0,5,10,15
HUANUNI,atencion odontologica,restauraciones,2015-05-01,16,25,22,42,31,27,56,42,1,2,0,0,0,0,126,138,264
HUARACAJE,atencion odontologica,restauraciones,2015-05-01,0,0,0,0,0,1,0,4,1,1,0,0,0,0,1,6,7
HUARINA,atencion odontologica,restauraciones,2015-05-01,1,8,8,1,3,0,1,6,0,0,0,0,0,0,13,15,28
HUATAJATA,atencion odontologica,restauraciones,2015-05-01,0,6,0,0,0,0,2,5,8,3,0,0,0,0,10,14,24
HUAYLLAMARCA,atencion odontologica,restauraciones,2015-05-01,15,15,33,35,2,7,15,17,1,4,0,0,0,0,66,78,144
HUMANATA,atencion odontologica,restauraciones,2015-05-01,4,3,0,0,0,0,0,3,6,0,0,0,0,0,10,6,16
ICHOCA,atencion odontologica,restauraciones,2015-05-01,5,3,0,0,1,5,3,4,6,2,0,0,0,0,15,14,29
ICLA,atencion odontologica,restauraciones,2015-05-01,21,22,5,9,13,13,5,22,0,0,0,0,0,0,44,66,110
INCAHUASI,atencion odontologica,restauraciones,2015-05-01,20,9,1,1,2,1,5,16,1,3,0,0,0,0,29,30,59
INQUISIVI,atencion odontologica,restauraciones,2015-05-01,6,3,0,1,4,5,1,6,1,2,0,0,0,0,12,17,29
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2015-05-01,63,61,20,13,2,12,13,59,1,1,0,0,0,0,99,146,245
IXIAMAS,atencion odontologica,restauraciones,2015-05-01,5,4,2,3,3,5,10,14,0,0,0,0,0,0,20,26,46
JESUS DE MACHACA,atencion odontologica,restauraciones,2015-05-01,6,1,1,0,4,7,9,19,2,2,0,0,0,0,22,29,51
LA ASUNTA,atencion odontologica,restauraciones,2015-05-01,43,17,10,11,12,18,28,54,3,2,0,0,0,0,96,102,198
LA GUARDIA,atencion odontologica,restauraciones,2015-05-01,94,62,2,2,6,32,3,69,20,5,0,0,0,0,125,170,295
LA PAZ,atencion odontologica,restauraciones,2015-05-01,1971,1953,941,925,429,667,1341,2919,381,369,0,0,0,0,5063,6833,11896
LAGUNILLAS,atencion odontologica,restauraciones,2015-05-01,0,1,0,5,2,13,5,43,6,0,0,0,0,0,13,62,75
LAJA,atencion odontologica,restauraciones,2015-05-01,30,16,0,3,2,6,3,6,1,2,0,0,0,0,36,33,69
LAS CARRERAS,atencion odontologica,restauraciones,2015-05-01,8,2,2,4,2,0,4,13,2,3,0,0,0,0,18,22,40
LICOMA PAMPA,atencion odontologica,restauraciones,2015-05-01,6,1,0,0,0,0,1,3,0,0,0,0,0,0,7,4,11
LLALLAGUA,atencion odontologica,restauraciones,2015-05-01,96,104,36,38,7,25,10,70,6,13,0,0,0,0,155,250,405
LLICA,atencion odontologica,restauraciones,2015-05-01,0,0,1,1,1,0,8,7,0,0,0,0,0,0,10,8,18
LURIBAY,atencion odontologica,restauraciones,2015-05-01,5,4,2,5,3,6,2,10,1,0,0,0,0,0,13,25,38
MACHACAMARCA,atencion odontologica,restauraciones,2015-05-01,13,19,2,7,1,10,3,42,11,9,0,0,0,0,30,87,117
