,group,variable,month,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA MENORES DE 5 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 5 A 13 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 14 A 19 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 20 A 59 AÑOS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA 60 AÑOS Y MAS,CONSULTA NUEVA EMB,CONSULTA NUEVA EMB,CONSULTA NUEVA POST,CONSULTA NUEVA POST,TOTALES,TOTALES,TOTALES
ARANI,atencion odontologica,consulta nueva,2015-03-01,26,30,16,15,0,20,8,63,12,27,0,18,0,36,62,209,271
ARBIETO,atencion odontologica,consulta nueva,2015-03-01,75,60,23,17,1,13,20,113,31,22,0,32,0,35,150,292,442
ARQUE,atencion odontologica,consulta nueva,2015-03-01,25,23,0,18,4,27,14,62,9,10,0,12,0,22,52,174,226
ASCENCION DE GUARAYOS,atencion odontologica,consulta nueva,2015-03-01,19,29,2,4,0,0,3,17,0,0,0,50,0,17,24,117,141
ATOCHA,atencion odontologica,consulta nueva,2015-03-01,81,90,309,265,42,87,162,153,9,10,0,11,0,5,603,621,1224
AUCAPATA,atencion odontologica,consulta nueva,2015-03-01,7,8,1,2,0,3,5,14,8,7,0,0,0,0,21,34,55
AYATA,atencion odontologica,consulta nueva,2015-03-01,0,0,1,1,1,2,7,13,2,3,0,0,0,0,11,19,30
AYO AYO,atencion odontologica,consulta nueva,2015-03-01,53,38,22,8,2,37,44,63,4,16,0,13,0,21,125,196,321
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consulta nueva,2015-03-01,156,157,20,23,23,22,44,79,14,20,0,17,0,100,257,418,675
AZURDUY,atencion odontologica,consulta nueva,2015-03-01,16,41,5,7,2,28,24,107,1,2,0,71,0,38,48,294,342
BATALLAS,atencion odontologica,consulta nueva,2015-03-01,60,75,18,24,3,39,13,44,21,27,0,21,0,15,115,245,360
BAURES,atencion odontologica,consulta nueva,2015-03-01,16,13,3,4,7,3,8,14,5,0,0,0,0,4,39,38,77
BELEN DE ANDAMARCA,atencion odontologica,consulta nueva,2015-03-01,9,5,4,1,0,0,5,3,3,9,0,0,0,1,21,19,40
BELEN DE URMIRI,atencion odontologica,consulta nueva,2015-03-01,12,7,1,0,0,1,3,17,1,13,0,0,0,5,17,43,60
BELLA FLOR,atencion odontologica,consulta nueva,2015-03-01,4,5,5,2,0,0,3,5,1,0,0,0,0,1,13,13,26
BERMEJO,atencion odontologica,consulta nueva,2015-03-01,118,87,145,178,90,154,269,535,36,35,0,86,0,38,658,1113,1771
BETANZOS,atencion odontologica,consulta nueva,2015-03-01,64,46,17,20,15,22,34,109,21,20,0,11,0,30,151,258,409
BOLIVAR,atencion odontologica,consulta nueva,2015-03-01,5,3,13,5,4,15,20,28,7,8,0,0,0,0,49,59,108
BOYUIBE,atencion odontologica,consulta nueva,2015-03-01,0,3,0,0,1,0,0,2,0,2,0,0,0,0,1,7,8
BUENA VISTA,atencion odontologica,consulta nueva,2015-03-01,111,84,8,7,4,11,5,21,0,0,0,0,0,0,128,123,251
CABEZAS,atencion odontologica,consulta nueva,2015-03-01,143,133,15,10,9,24,42,50,4,5,0,32,0,14,213,268,481
CAIROMA,atencion odontologica,consulta nueva,2015-03-01,12,19,14,14,7,6,18,25,3,2,0,6,0,5,54,77,131
"CAIZA ""D""",atencion odontologica,consulta nueva,2015-03-01,36,79,15,18,4,22,22,71,7,10,0,23,0,22,84,245,329
CAJUATA,atencion odontologica,consulta nueva,2015-03-01,87,106,9,10,2,28,18,47,6,8,0,10,0,33,122,242,364
CALACOTO,atencion odontologica,consulta nueva,2015-03-01,2,24,8,5,2,3,5,16,8,6,0,0,0,0,25,54,79
CALAMARCA,atencion odontologica,consulta nueva,2015-03-01,36,52,21,21,25,30,32,69,18,26,0,1,0,25,132,224,356
CAMARGO,atencion odontologica,consulta nueva,2015-03-01,150,163,25,34,23,46,15,83,7,11,0,47,0,39,220,423,643
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consulta nueva,2015-03-01,15,21,8,7,1,5,11,21,0,4,0,3,0,4,35,65,100
CAMIRI,atencion odontologica,consulta nueva,2015-03-01,262,319,327,304,21,47,64,269,14,23,0,155,0,27,688,1144,1832
CAPINOTA,atencion odontologica,consulta nueva,2015-03-01,68,68,31,37,12,19,42,86,21,10,0,21,0,14,174,255,429
CAQUIAVIRI,atencion odontologica,consulta nueva,2015-03-01,32,35,33,30,26,29,17,39,20,14,0,10,0,15,128,172,300
CARACOLLO,atencion odontologica,consulta nueva,2015-03-01,61,45,121,157,26,49,65,183,11,32,0,61,0,5,284,532,816
CARANAVI,atencion odontologica,consulta nueva,2015-03-01,104,59,15,16,9,21,16,109,29,37,0,55,0,47,173,344,517
CARAPARI,atencion odontologica,consulta nueva,2015-03-01,8,22,72,74,45,55,83,174,19,4,0,8,0,10,227,347,574
CARIPUYO,atencion odontologica,consulta nueva,2015-03-01,10,7,1,3,4,10,11,10,2,3,0,3,0,6,28,42,70
CARMEN RIVERO TORREZ,atencion odontologica,consulta nueva,2015-03-01,76,89,31,36,0,0,4,61,13,16,0,35,0,20,124,257,381
CATACORA,atencion odontologica,consulta nueva,2015-03-01,12,0,2,6,5,4,6,13,2,0,0,2,0,3,27,28,55
CHALLAPATA,atencion odontologica,consulta nueva,2015-03-01,248,262,162,216,22,57,142,301,42,44,0,41,0,87,616,1008,1624
CHAQUI,atencion odontologica,consulta nueva,2015-03-01,14,14,5,13,2,8,12,21,9,8,0,13,0,8,42,85,127
CHARAGUA,atencion odontologica,consulta nueva,2015-03-01,43,48,10,14,10,31,16,43,4,6,0,17,0,12,83,171,254
CHARAÑA,atencion odontologica,consulta nueva,2015-03-01,31,20,2,3,0,1,9,15,6,1,0,6,0,2,48,48,96
CHAYANTA,atencion odontologica,consulta nueva,2015-03-01,30,52,18,18,8,28,23,74,6,25,0,25,0,17,85,239,324
CHIMORE,atencion odontologica,consulta nueva,2015-03-01,67,65,10,9,3,5,28,52,3,1,0,13,0,10,111,155,266
CHIPAYA,atencion odontologica,consulta nueva,2015-03-01,5,0,7,7,0,9,1,5,1,1,0,0,0,7,14,29,43
CHOQUE COTA,atencion odontologica,consulta nueva,2015-03-01,6,6,4,1,0,3,5,14,0,2,0,0,0,0,15,26,41
CHUA COCANI,atencion odontologica,consulta nueva,2015-03-01,4,3,5,0,0,5,5,27,6,10,0,5,0,25,20,75,95
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consulta nueva,2015-03-01,56,25,11,20,0,22,10,34,0,4,0,10,0,19,77,134,211
CHUMA,atencion odontologica,consulta nueva,2015-03-01,91,90,146,153,26,50,57,133,50,61,0,10,0,20,370,517,887
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consulta nueva,2015-03-01,9,25,8,2,0,3,0,17,3,2,0,0,0,15,20,64,84
CKOCHAS,atencion odontologica,consulta nueva,2015-03-01,3,4,4,4,5,4,11,33,1,3,0,11,0,9,24,68,92
CLIZA,atencion odontologica,consulta nueva,2015-03-01,71,72,38,16,5,34,66,95,34,43,0,22,0,21,214,303,517
COBIJA,atencion odontologica,consulta nueva,2015-03-01,313,252,825,802,39,88,69,244,19,12,0,127,0,72,1265,1597,2862
COCAPATA,atencion odontologica,consulta nueva,2015-03-01,116,87,27,20,16,39,35,100,12,10,0,26,0,62,206,344,550
COCHABAMBA,atencion odontologica,consulta nueva,2015-03-01,2181,2267,1191,1376,589,1220,1233,2955,578,508,0,1143,0,803,5772,10272,16044
COIPASA,atencion odontologica,consulta nueva,2015-03-01,4,10,18,13,0,3,4,6,5,6,0,6,0,2,31,46,77
COLCAPIRHUA,atencion odontologica,consulta nueva,2015-03-01,324,237,10,22,2,47,14,78,25,13,0,145,0,59,375,601,976
"COLCHA ""K""",atencion odontologica,consulta nueva,2015-03-01,7,13,11,7,0,4,7,11,9,1,0,7,0,2,34,45,79
COLLANA,atencion odontologica,consulta nueva,2015-03-01,5,4,4,2,1,0,9,9,8,1,0,3,0,14,27,33,60
COLOMI,atencion odontologica,consulta nueva,2015-03-01,100,114,1,2,1,9,0,19,3,10,0,70,0,61,105,285,390
COLPA BELGICA,atencion odontologica,consulta nueva,2015-03-01,20,19,81,88,16,23,11,13,0,0,0,0,0,1,128,144,272
COLQUECHACA,atencion odontologica,consulta nueva,2015-03-01,42,53,19,20,10,39,37,106,29,25,0,26,0,15,137,284,421
COLQUENCHA,atencion odontologica,consulta nueva,2015-03-01,23,17,24,96,16,53,23,63,13,17,0,8,0,6,99,260,359
COLQUIRI,atencion odontologica,consulta nueva,2015-03-01,34,36,53,68,14,45,56,146,12,18,0,0,0,0,169,313,482
COMANCHE,atencion odontologica,consulta nueva,2015-03-01,12,14,67,80,14,16,4,12,2,2,0,0,0,0,99,124,223
COMARAPA,atencion odontologica,consulta nueva,2015-03-01,63,63,33,29,40,57,79,86,20,18,0,29,0,21,235,303,538
COMBAYA,atencion odontologica,consulta nueva,2015-03-01,9,4,0,1,0,3,1,3,11,8,0,1,0,3,21,23,44
CONCEPCION,atencion odontologica,consulta nueva,2015-03-01,18,14,13,7,10,10,11,17,5,4,0,3,0,0,57,55,112
COPACABANA,atencion odontologica,consulta nueva,2015-03-01,4,0,0,0,0,1,4,6,6,1,0,0,0,0,14,8,22
CORO CORO,atencion odontologica,consulta nueva,2015-03-01,12,6,9,7,7,19,4,17,4,0,0,0,0,2,36,51,87
COROICO,atencion odontologica,consulta nueva,2015-03-01,5,7,5,3,1,5,11,17,2,0,0,10,0,0,24,42,66
CORQUE,atencion odontologica,consulta nueva,2015-03-01,14,25,3,8,4,9,4,14,16,3,0,5,0,8,41,72,113
COTAGAITA,atencion odontologica,consulta nueva,2015-03-01,48,46,42,50,25,43,77,190,31,28,0,8,0,29,223,394,617
COTOCA,atencion odontologica,consulta nueva,2015-03-01,129,79,135,101,3,18,11,42,13,2,0,18,0,6,291,266,557
CUATRO CAÑADAS,atencion odontologica,consulta nueva,2015-03-01,180,190,12,7,20,25,23,103,15,7,0,39,0,61,250,432,682
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consulta nueva,2015-03-01,3,4,5,6,0,3,3,5,1,5,0,2,0,0,12,25,37
CUEVO,atencion odontologica,consulta nueva,2015-03-01,15,27,0,0,0,2,0,5,0,0,0,1,0,0,15,35,50
CULPINA,atencion odontologica,consulta nueva,2015-03-01,79,68,18,19,8,49,31,120,14,15,0,92,0,31,150,394,544
CURAHUARA DE CARANGAS,atencion odontologica,consulta nueva,2015-03-01,6,6,29,15,1,3,0,4,2,0,0,5,0,0,38,33,71
CURVA,atencion odontologica,consulta nueva,2015-03-01,30,32,9,6,1,5,12,20,1,1,0,5,0,5,53,74,127
DESAGUADERO,atencion odontologica,consulta nueva,2015-03-01,15,18,28,39,12,11,15,17,13,15,0,6,0,10,83,116,199
EL ALTO,atencion odontologica,consulta nueva,2015-03-01,3193,2958,3315,3140,724,1170,414,2013,162,155,0,589,0,816,7808,10841,18649
EL CHORO,atencion odontologica,consulta nueva,2015-03-01,53,22,13,4,1,11,5,28,4,16,0,12,0,21,76,114,190
EL PUENTE(STC),atencion odontologica,consulta nueva,2015-03-01,27,18,129,109,4,1,20,7,7,3,0,5,0,0,187,143,330
EL PUENTE(TJA),atencion odontologica,consulta nueva,2015-03-01,15,20,40,48,9,33,41,124,6,7,0,1,0,0,111,233,344
EL TORNO,atencion odontologica,consulta nueva,2015-03-01,204,233,166,152,15,70,47,262,36,28,0,73,0,136,468,954,1422
EL VILLAR,atencion odontologica,consulta nueva,2015-03-01,12,7,13,16,5,18,10,31,3,0,0,8,0,7,43,87,130
ENTRE RIOS TRJ,atencion odontologica,consulta nueva,2015-03-01,39,71,103,141,53,113,83,252,12,12,0,24,0,10,290,623,913
ENTRE RIOS CBBA,atencion odontologica,consulta nueva,2015-03-01,78,115,15,18,1,9,3,67,6,10,0,24,0,17,103,260,363
ESCOMA,atencion odontologica,consulta nueva,2015-03-01,51,36,3,10,0,0,0,3,0,0,0,0,0,0,54,49,103
EUCALIPTUS,atencion odontologica,consulta nueva,2015-03-01,15,12,9,6,7,18,15,36,3,7,0,2,0,20,49,101,150
FERNANDEZ ALONSO,atencion odontologica,consulta nueva,2015-03-01,15,20,51,104,8,10,16,65,12,10,0,4,0,9,102,222,324
FILADELFIA,atencion odontologica,consulta nueva,2015-03-01,26,12,39,19,9,15,11,20,0,0,0,17,0,3,85,86,171
GENERAL SAAVEDRA,atencion odontologica,consulta nueva,2015-03-01,50,52,6,7,2,28,1,60,11,14,0,32,0,8,70,201,271
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consulta nueva,2015-03-01,65,80,20,19,7,16,25,69,19,8,0,13,0,19,136,224,360
GUANAY,atencion odontologica,consulta nueva,2015-03-01,23,21,5,4,1,1,15,17,7,4,0,1,0,2,51,50,101
GUAQUI,atencion odontologica,consulta nueva,2015-03-01,21,18,17,21,12,16,20,64,48,27,0,1,0,12,118,159,277
GUAYARAMERIN,atencion odontologica,consulta nueva,2015-03-01,25,37,67,86,61,99,155,219,25,19,0,70,0,12,333,542,875
GUTIERREZ,atencion odontologica,consulta nueva,2015-03-01,32,37,6,4,3,10,6,38,8,12,0,2,0,4,55,107,162
HUACARETA,atencion odontologica,consulta nueva,2015-03-01,34,17,5,8,4,24,21,69,9,5,0,26,0,30,73,179,252
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consulta nueva,2015-03-01,34,41,9,8,10,11,8,56,0,0,0,29,0,6,61,151,212
HUACHACALLA,atencion odontologica,consulta nueva,2015-03-01,4,3,1,0,0,1,0,1,6,10,0,0,0,0,11,15,26
HUANUNI,atencion odontologica,consulta nueva,2015-03-01,63,106,143,180,30,56,117,167,15,14,0,30,0,18,368,571,939
HUARACAJE,atencion odontologica,consulta nueva,2015-03-01,2,1,1,2,4,2,6,12,4,1,0,4,0,1,17,23,40
HUARINA,atencion odontologica,consulta nueva,2015-03-01,3,6,2,2,1,4,3,6,6,1,0,0,0,0,15,19,34
HUATAJATA,atencion odontologica,consulta nueva,2015-03-01,57,30,1,6,3,4,6,33,46,41,0,10,0,29,113,153,266
HUAYLLAMARCA,atencion odontologica,consulta nueva,2015-03-01,33,14,51,69,18,15,39,78,16,20,0,11,0,11,157,218,375
HUMANATA,atencion odontologica,consulta nueva,2015-03-01,0,0,1,0,1,0,1,3,1,3,0,0,0,0,4,6,10
ICHOCA,atencion odontologica,consulta nueva,2015-03-01,60,43,3,3,4,3,3,25,23,15,0,20,0,4,93,113,206
ICLA,atencion odontologica,consulta nueva,2015-03-01,162,187,23,35,11,34,22,114,2,20,0,100,0,31,220,521,741
INCAHUASI,atencion odontologica,consulta nueva,2015-03-01,81,106,6,18,10,30,25,95,3,9,0,40,0,42,125,340,465
INQUISIVI,atencion odontologica,consulta nueva,2015-03-01,53,43,20,15,24,22,27,59,8,16,0,18,0,23,132,196,328
IRUPANA (VILLA DE LANZA),atencion odontologica,consulta nueva,2015-03-01,83,80,23,24,6,12,21,33,23,12,0,3,0,21,156,185,341
IXIAMAS,atencion odontologica,consulta nueva,2015-03-01,14,27,15,13,6,8,12,26,5,1,0,2,0,2,52,79,131
JESUS DE MACHACA,atencion odontologica,consulta nueva,2015-03-01,30,27,14,24,20,26,25,89,19,23,0,4,0,17,108,210,318
LA ASUNTA,atencion odontologica,consulta nueva,2015-03-01,60,48,27,58,16,42,45,141,17,8,0,22,0,34,165,353,518
LA GUARDIA,atencion odontologica,consulta nueva,2015-03-01,260,265,761,710,18,64,33,174,37,26,0,44,0,72,1109,1355,2464
LA PAZ,atencion odontologica,consulta nueva,2015-03-01,4247,4519,1610,2263,894,1322,2583,5112,1043,1012,0,894,0,739,10377,15861,26238
LAGUNILLAS,atencion odontologica,consulta nueva,2015-03-01,1,2,3,7,2,6,14,34,2,0,0,0,0,0,22,49,71
LAJA,atencion odontologica,consulta nueva,2015-03-01,62,34,14,14,9,24,24,46,11,13,0,8,0,7,120,146,266
LAS CARRERAS,atencion odontologica,consulta nueva,2015-03-01,14,13,2,10,4,9,14,36,3,7,0,6,0,7,37,88,125
LICOMA PAMPA,atencion odontologica,consulta nueva,2015-03-01,31,22,2,7,10,22,9,21,1,3,0,6,0,44,53,125,178
LLALLAGUA,atencion odontologica,consulta nueva,2015-03-01,230,233,40,45,21,32,30,203,4,29,0,63,0,43,325,648,973
LLICA,atencion odontologica,consulta nueva,2015-03-01,3,6,9,21,7,2,24,60,0,9,0,0,0,4,43,102,145
LORETO,atencion odontologica,consulta nueva,2015-03-01,4,5,12,24,11,19,35,40,3,4,0,6,0,0,65,98,163
LURIBAY,atencion odontologica,consulta nueva,2015-03-01,12,7,6,8,3,16,19,17,3,6,0,0,0,6,43,60,103
MACHACAMARCA,atencion odontologica,consulta nueva,2015-03-01,26,52,18,23,8,18,24,42,20,26,0,13,0,22,96,196,292
MACHARETI,atencion odontologica,consulta nueva,2015-03-01,62,48,1,3,0,23,18,51,6,0,0,24,0,7,87,156,243
MAGDALENA,atencion odontologica,consulta nueva,2015-03-01,4,9,5,15,16,26,35,31,8,4,0,7,0,15,68,107,175
MAIRANA,atencion odontologica,consulta nueva,2015-03-01,55,48,1,16,14,36,16,88,15,0,0,47,0,42,101,277,378
MALLA,atencion odontologica,consulta nueva,2015-03-01,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,2,4
MAPIRI,atencion odontologica,consulta nueva,2015-03-01,41,35,6,11,13,20,57,65,2,1,0,7,0,17,119,156,275
MECAPACA,atencion odontologica,consulta nueva,2015-03-01,63,42,16,20,7,12,9,52,4,7,0,3,0,3,99,139,238
MINEROS,atencion odontologica,consulta nueva,2015-03-01,9,20,0,2,0,1,0,4,0,0,0,0,0,0,9,27,36
MIZQUE,atencion odontologica,consulta nueva,2015-03-01,98,110,30,55,9,18,13,58,15,18,0,10,0,54,165,323,488
MOCOMOCO,atencion odontologica,consulta nueva,2015-03-01,9,3,62,47,13,24,25,51,36,15,0,9,0,5,145,154,299
MOJINETE,atencion odontologica,consulta nueva,2015-03-01,0,0,4,2,1,2,1,3,0,1,0,0,0,2,6,10,16
MOJOCOYA,atencion odontologica,consulta nueva,2015-03-01,50,36,6,6,12,25,26,80,17,10,0,36,0,10,111,203,314
MONTEAGUDO,atencion odontologica,consulta nueva,2015-03-01,206,216,20,29,20,90,79,274,19,3,0,142,0,122,344,876,1220
MONTERO,atencion odontologica,consulta nueva,2015-03-01,106,112,85,117,30,90,45,301,73,29,0,36,0,26,339,711,1050
MORO MORO,atencion odontologica,consulta nueva,2015-03-01,31,14,4,6,2,1,5,12,5,1,0,2,0,0,47,36,83
MOROCHATA,atencion odontologica,consulta nueva,2015-03-01,91,60,5,4,3,78,11,84,21,54,0,46,0,42,131,368,499
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,consulta nueva,2015-03-01,24,8,3,0,0,0,0,3,0,0,0,5,0,3,27,19,46
OCURI,atencion odontologica,consulta nueva,2015-03-01,16,11,10,11,7,21,16,82,10,17,0,17,0,19,59,178,237
OMEREQUE,atencion odontologica,consulta nueva,2015-03-01,27,18,181,199,27,24,12,34,0,6,0,0,0,0,247,281,528
ORURO,atencion odontologica,consulta nueva,2015-03-01,1181,1352,2251,627,198,408,814,1710,300,227,0,450,0,216,4744,4990,9734
PADCAYA,atencion odontologica,consulta nueva,2015-03-01,40,58,57,55,38,56,51,155,1,3,0,2,0,1,187,330,517
PADILLA,atencion odontologica,consulta nueva,2015-03-01,51,52,21,29,13,4,41,63,16,9,0,24,0,9,142,190,332
PAILON,atencion odontologica,consulta nueva,2015-03-01,33,65,3,5,18,43,17,123,2,2,0,63,0,44,73,345,418
PALCA,atencion odontologica,consulta nueva,2015-03-01,100,51,81,99,4,24,15,51,14,5,0,20,0,13,214,263,477
PALOS BLANCOS,atencion odontologica,consulta nueva,2015-03-01,55,41,15,25,13,61,38,117,23,9,0,95,0,91,144,439,583
PAMPA AULLAGAS,atencion odontologica,consulta nueva,2015-03-01,4,4,1,0,2,0,3,1,0,0,0,2,0,0,10,7,17
PAMPA GRANDE,atencion odontologica,consulta nueva,2015-03-01,48,57,2,1,0,3,1,26,3,6,0,9,0,11,54,113,167
PAPEL PAMPA,atencion odontologica,consulta nueva,2015-03-01,11,4,2,3,2,2,4,15,13,10,0,2,0,4,32,40,72
PASORAPA,atencion odontologica,consulta nueva,2015-03-01,15,11,49,30,4,7,7,12,3,1,0,2,0,0,78,63,141
PATACAMAYA,atencion odontologica,consulta nueva,2015-03-01,50,80,7,14,0,15,4,30,15,11,0,15,0,10,76,175,251
PAZÑA,atencion odontologica,consulta nueva,2015-03-01,30,31,5,12,2,6,11,19,9,5,0,12,0,13,57,98,155
PELECHUCO,atencion odontologica,consulta nueva,2015-03-01,21,29,1,1,2,6,9,28,1,0,0,0,0,17,34,81,115
POCOATA,atencion odontologica,consulta nueva,2015-03-01,34,37,5,2,3,0,20,19,3,11,0,14,0,18,65,101,166
POCONA,atencion odontologica,consulta nueva,2015-03-01,23,45,159,168,9,17,26,49,2,7,0,6,0,6,219,298,517
POJO (CBBA),atencion odontologica,consulta nueva,2015-03-01,46,50,70,106,16,7,19,41,3,8,0,11,0,27,154,250,404
POOPO,atencion odontologica,consulta nueva,2015-03-01,24,16,14,12,17,20,37,60,17,32,0,8,0,11,109,159,268
PORCO,atencion odontologica,consulta nueva,2015-03-01,15,13,7,10,0,8,0,35,0,0,0,8,0,16,22,90,112
POROMA,atencion odontologica,consulta nueva,2015-03-01,94,102,115,109,47,36,21,79,6,9,0,24,0,18,283,377,660
PORONGO,atencion odontologica,consulta nueva,2015-03-01,27,25,109,110,4,4,9,11,5,8,0,2,0,2,154,162,316
PORTACHUELO,atencion odontologica,consulta nueva,2015-03-01,30,19,24,22,15,22,6,45,5,3,0,20,0,0,80,131,211
PORVENIR,atencion odontologica,consulta nueva,2015-03-01,37,30,72,89,9,3,16,30,8,4,0,7,0,6,142,169,311
POSTRER VALLE,atencion odontologica,consulta nueva,2015-03-01,13,14,7,10,0,2,9,11,11,3,0,0,0,4,40,44,84
POTOSI,atencion odontologica,consulta nueva,2015-03-01,743,785,623,391,229,393,514,1305,95,119,0,229,0,289,2204,3511,5715
PRESTO,atencion odontologica,consulta nueva,2015-03-01,54,80,20,7,3,26,8,57,2,7,0,24,0,19,87,220,307
PUCARANI,atencion odontologica,consulta nueva,2015-03-01,25,37,31,37,18,43,46,67,37,18,0,5,0,8,157,215,372
PUERTO ACOSTA,atencion odontologica,consulta nueva,2015-03-01,15,17,2,32,4,7,10,10,7,16,0,1,0,2,38,85,123
PUERTO CARABUCO,atencion odontologica,consulta nueva,2015-03-01,37,44,21,9,12,31,38,44,32,17,0,1,0,1,140,147,287
PUERTO GONZALO MORENO,atencion odontologica,consulta nueva,2015-03-01,83,131,147,177,41,36,22,30,11,4,0,39,0,23,304,440,744
PUERTO PEREZ,atencion odontologica,consulta nueva,2015-03-01,10,11,2,2,0,9,6,17,12,5,0,1,0,1,30,46,76
PUERTO QUIJARRO,atencion odontologica,consulta nueva,2015-03-01,130,101,1,1,2,13,61,53,2,5,0,26,0,12,196,211,407
PUERTO RICO,atencion odontologica,consulta nueva,2015-03-01,5,14,12,12,9,14,22,21,1,3,0,6,0,0,49,70,119
PUERTO SUAREZ,atencion odontologica,consulta nueva,2015-03-01,35,49,2,5,2,14,3,45,6,13,0,31,0,20,48,177,225
PUERTO VILLARROEL,atencion odontologica,consulta nueva,2015-03-01,140,160,14,26,21,97,48,189,26,4,0,73,0,139,249,688,937
PUNA,atencion odontologica,consulta nueva,2015-03-01,31,45,26,37,23,28,63,116,30,44,0,13,0,24,173,307,480
PUNATA,atencion odontologica,consulta nueva,2015-03-01,121,118,87,40,32,79,87,200,28,43,0,102,0,71,355,653,1008
QUIABAYA,atencion odontologica,consulta nueva,2015-03-01,9,11,3,5,2,16,12,9,4,2,0,0,0,38,30,81,111
QUILLACOLLO,atencion odontologica,consulta nueva,2015-03-01,640,790,180,188,92,222,193,721,167,153,0,131,0,289,1272,2494,3766
QUIME,atencion odontologica,consulta nueva,2015-03-01,147,186,21,24,4,51,63,121,29,24,0,52,0,100,264,558,822
QUIRUSILLAS,atencion odontologica,consulta nueva,2015-03-01,3,3,15,12,2,0,9,11,0,0,0,0,0,1,29,27,56
RAVELO,atencion odontologica,consulta nueva,2015-03-01,93,54,4,3,6,17,19,84,4,13,0,69,0,44,126,284,410
REYES,atencion odontologica,consulta nueva,2015-03-01,6,1,9,11,5,2,13,23,0,2,0,6,0,2,33,47,80
RIBERALTA,atencion odontologica,consulta nueva,2015-03-01,150,164,141,175,92,189,98,470,34,45,0,348,0,38,515,1429,1944
ROBORE,atencion odontologica,consulta nueva,2015-03-01,13,11,24,19,2,6,6,14,9,5,0,10,0,1,54,66,120
RURRENABAQUE,atencion odontologica,consulta nueva,2015-03-01,37,31,29,52,36,40,51,82,7,3,0,26,0,8,160,242,402
SABAYA,atencion odontologica,consulta nueva,2015-03-01,8,28,37,43,8,9,14,17,15,21,0,33,0,21,82,172,254
SACABA,atencion odontologica,consulta nueva,2015-03-01,424,497,88,98,30,110,227,435,124,157,0,130,0,151,893,1578,2471
SACABAMBA,atencion odontologica,consulta nueva,2015-03-01,14,14,8,3,2,17,15,27,3,12,0,6,0,6,42,85,127
SACACA,atencion odontologica,consulta nueva,2015-03-01,51,22,12,7,13,12,23,58,4,7,0,13,0,6,103,125,228
SAIPINA,atencion odontologica,consulta nueva,2015-03-01,4,8,8,3,0,5,10,16,12,8,0,11,0,5,34,56,90
SALINAS DE GARCI MENDOZA,atencion odontologica,consulta nueva,2015-03-01,141,112,111,105,14,42,25,106,38,31,0,130,0,19,329,545,874
SAMAIPATA,atencion odontologica,consulta nueva,2015-03-01,27,53,7,9,4,18,13,38,7,8,0,5,0,21,58,152,210
SAN AGUSTIN,atencion odontologica,consulta nueva,2015-03-01,0,0,3,2,3,2,7,9,7,1,0,2,0,0,20,16,36
SAN ANDRES,atencion odontologica,consulta nueva,2015-03-01,10,21,20,17,5,13,21,33,7,0,0,4,0,5,63,93,156
SAN ANDRES DE MACHACA,atencion odontologica,consulta nueva,2015-03-01,26,36,99,93,13,31,17,38,31,15,0,8,0,23,186,244,430
SAN ANTONIO DE ESMORUCO,atencion odontologica,consulta nueva,2015-03-01,0,8,13,4,0,0,5,11,0,3,0,1,0,0,18,27,45
SAN ANTONIO DE LOMERIO,atencion odontologica,consulta nueva,2015-03-01,23,16,6,0,1,5,1,8,5,3,0,3,0,5,36,40,76
SAN BENITO,atencion odontologica,consulta nueva,2015-03-01,64,53,18,21,3,2,2,33,2,4,0,16,0,18,89,147,236
SAN BORJA,atencion odontologica,consulta nueva,2015-03-01,66,32,44,45,16,44,27,111,7,9,0,3,0,39,160,283,443
SAN BUENA VENTURA,atencion odontologica,consulta nueva,2015-03-01,28,21,10,12,2,8,8,32,5,6,0,0,0,0,53,79,132
SAN CARLOS,atencion odontologica,consulta nueva,2015-03-01,23,36,13,12,12,22,7,51,11,2,0,14,0,20,66,157,223
SAN IGNACIO,atencion odontologica,consulta nueva,2015-03-01,25,40,106,87,33,52,86,154,5,1,0,12,0,10,255,356,611
SAN IGNACIO DE VELASCO,atencion odontologica,consulta nueva,2015-03-01,20,18,0,0,0,0,0,0,0,0,0,0,0,0,20,18,38
SAN JAVIER(BNI),atencion odontologica,consulta nueva,2015-03-01,6,2,2,5,4,4,2,16,1,1,0,2,0,0,15,30,45
SAN JAVIER(STC),atencion odontologica,consulta nueva,2015-03-01,40,37,159,218,1,8,8,34,25,3,0,16,0,17,233,333,566
