,group,variable,month,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS MENORES DE 5 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 5 A 13 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 14 A 19 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 20 A 59 AÑOS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS 60 AÑOS Y MAS,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS EMB,MEDIDAS PREVENTIVAS POST,MEDIDAS PREVENTIVAS POST,TOTALES,TOTALES,TOTALES
VILLA RIVERO,atencion odontologica,medidas preventivas,2015-03-01,2,11,7,1,0,3,1,1,1,4,0,0,0,0,11,20,31
VILLA SERRANO,atencion odontologica,medidas preventivas,2015-03-01,54,56,0,0,0,0,0,3,0,0,0,0,0,0,54,59,113
VILLA TUNARI,atencion odontologica,medidas preventivas,2015-03-01,204,187,7,21,3,29,12,70,7,4,0,0,0,0,233,311,544
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,medidas preventivas,2015-03-01,59,79,7,6,2,3,10,10,1,0,0,0,0,0,79,98,177
VILLAZON,atencion odontologica,medidas preventivas,2015-03-01,73,102,24,8,8,1,17,51,14,1,0,0,0,0,136,163,299
VINTO,atencion odontologica,medidas preventivas,2015-03-01,46,46,1,0,0,0,1,7,0,0,0,0,0,0,48,53,101
VITICHI,atencion odontologica,medidas preventivas,2015-03-01,1,5,15,9,1,7,0,3,0,0,0,0,0,0,17,24,41
WALDO BALLIVIAN,atencion odontologica,medidas preventivas,2015-03-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
WARNES,atencion odontologica,medidas preventivas,2015-03-01,156,125,18,21,2,6,0,14,2,2,0,0,0,0,178,168,346
YACO,atencion odontologica,medidas preventivas,2015-03-01,2,0,11,22,0,5,0,10,0,0,0,0,0,0,13,37,50
YACUIBA,atencion odontologica,medidas preventivas,2015-03-01,29,22,30,67,34,44,55,94,5,7,0,0,0,0,153,234,387
YAMPARAEZ,atencion odontologica,medidas preventivas,2015-03-01,46,44,0,0,0,0,0,0,0,0,0,0,0,0,46,44,90
YANACACHI,atencion odontologica,medidas preventivas,2015-03-01,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,3
YAPACANI,atencion odontologica,medidas preventivas,2015-03-01,65,67,9,9,3,3,3,6,1,6,0,0,0,0,81,91,172
YOCALLA,atencion odontologica,medidas preventivas,2015-03-01,12,9,0,0,0,1,0,0,0,1,0,0,0,0,12,11,23
YOTALA,atencion odontologica,medidas preventivas,2015-03-01,25,16,2,1,0,7,1,16,0,0,0,0,0,0,28,40,68
YUNCHARA,atencion odontologica,medidas preventivas,2015-03-01,2,3,22,35,2,13,2,6,0,0,0,0,0,0,28,57,85
ZUDAÑEZ,atencion odontologica,medidas preventivas,2015-03-01,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5
ACHACACHI,atencion odontologica,medidas preventivas,2015-04-01,41,45,5,10,0,3,5,7,0,8,0,0,0,0,51,73,124
ACHOCALLA,atencion odontologica,medidas preventivas,2015-04-01,34,41,0,1,0,0,0,6,0,0,0,0,0,0,34,48,82
AIQUILE,atencion odontologica,medidas preventivas,2015-04-01,71,77,49,72,0,2,2,27,5,0,0,0,0,0,127,178,305
ALALAY,atencion odontologica,medidas preventivas,2015-04-01,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
ALCALA,atencion odontologica,medidas preventivas,2015-04-01,44,42,6,3,0,2,1,7,0,0,0,0,0,0,51,54,105
ALTO BENI,atencion odontologica,medidas preventivas,2015-04-01,18,21,0,0,0,0,0,1,0,0,0,0,0,0,18,22,40
ANCORAIMES,atencion odontologica,medidas preventivas,2015-04-01,17,22,1,1,0,0,0,0,0,0,0,0,0,0,18,23,41
ANDAMARCA,atencion odontologica,medidas preventivas,2015-04-01,1,2,11,9,0,1,1,0,0,0,0,0,0,0,13,12,25
ANTEQUERA,atencion odontologica,medidas preventivas,2015-04-01,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
ANZALDO,atencion odontologica,medidas preventivas,2015-04-01,14,26,142,140,22,6,0,4,0,1,0,0,0,0,178,177,355
APOLO,atencion odontologica,medidas preventivas,2015-04-01,36,14,0,1,0,8,0,6,1,0,0,0,0,0,37,29,66
ARAMPAMPA,atencion odontologica,medidas preventivas,2015-04-01,27,23,0,0,0,4,0,1,0,0,0,0,0,0,27,28,55
ARANI,atencion odontologica,medidas preventivas,2015-04-01,24,21,5,8,1,3,5,10,4,4,0,0,0,0,39,46,85
ARBIETO,atencion odontologica,medidas preventivas,2015-04-01,39,70,0,8,1,1,0,8,0,0,0,0,0,0,40,87,127
ARQUE,atencion odontologica,medidas preventivas,2015-04-01,11,17,0,0,0,2,0,1,0,1,0,0,0,0,11,21,32
ASCENCION DE GUARAYOS,atencion odontologica,medidas preventivas,2015-04-01,15,17,38,58,0,7,0,10,0,1,0,0,0,0,53,93,146
ATOCHA,atencion odontologica,medidas preventivas,2015-04-01,27,27,126,77,36,41,36,30,3,0,0,0,0,0,228,175,403
AUCAPATA,atencion odontologica,medidas preventivas,2015-04-01,2,2,0,0,1,1,0,1,0,0,0,0,0,0,3,4,7
AYATA,atencion odontologica,medidas preventivas,2015-04-01,14,19,0,0,0,5,0,5,1,0,0,0,0,0,15,29,44
AYO AYO,atencion odontologica,medidas preventivas,2015-04-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,medidas preventivas,2015-04-01,15,12,24,31,3,13,24,34,9,4,0,0,0,0,75,94,169
AZURDUY,atencion odontologica,medidas preventivas,2015-04-01,2,4,0,0,0,0,0,1,0,0,0,0,0,0,2,5,7
BATALLAS,atencion odontologica,medidas preventivas,2015-04-01,11,10,0,0,0,0,0,2,0,0,0,0,0,0,11,12,23
BAURES,atencion odontologica,medidas preventivas,2015-04-01,12,15,0,0,0,0,0,0,0,0,0,0,0,0,12,15,27
BELEN DE ANDAMARCA,atencion odontologica,medidas preventivas,2015-04-01,5,5,0,0,0,2,0,2,2,2,0,0,0,0,7,11,18
BELEN DE URMIRI,atencion odontologica,medidas preventivas,2015-04-01,6,1,1,0,0,0,0,0,0,0,0,0,0,0,7,1,8
BELLA FLOR,atencion odontologica,medidas preventivas,2015-04-01,8,12,30,20,0,0,0,6,0,0,0,0,0,0,38,38,76
BERMEJO,atencion odontologica,medidas preventivas,2015-04-01,49,84,53,51,8,59,32,74,1,3,0,0,0,0,143,271,414
BETANZOS,atencion odontologica,medidas preventivas,2015-04-01,29,39,1,0,0,6,3,8,0,1,0,0,0,0,33,54,87
BOLIVAR,atencion odontologica,medidas preventivas,2015-04-01,5,4,4,2,0,0,0,0,0,0,0,0,0,0,9,6,15
BOLPEBRA,atencion odontologica,medidas preventivas,2015-04-01,1,1,0,0,0,0,1,2,0,0,0,0,0,0,2,3,5
BUENA VISTA,atencion odontologica,medidas preventivas,2015-04-01,30,34,1,0,1,4,2,1,0,0,0,0,0,0,34,39,73
CABEZAS,atencion odontologica,medidas preventivas,2015-04-01,63,73,20,38,5,3,1,5,0,0,0,0,0,0,89,119,208
CAIROMA,atencion odontologica,medidas preventivas,2015-04-01,49,34,1,4,0,4,7,10,0,0,0,0,0,0,57,52,109
"CAIZA ""D""",atencion odontologica,medidas preventivas,2015-04-01,10,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,11
CAJUATA,atencion odontologica,medidas preventivas,2015-04-01,22,26,2,2,0,2,4,0,0,0,0,0,0,0,28,30,58
CALACOTO,atencion odontologica,medidas preventivas,2015-04-01,4,2,0,0,0,0,1,1,0,0,0,0,0,0,5,3,8
CALAMARCA,atencion odontologica,medidas preventivas,2015-04-01,20,13,0,0,1,0,1,4,0,0,0,0,0,0,22,17,39
CAMARGO,atencion odontologica,medidas preventivas,2015-04-01,17,50,0,0,0,0,0,2,0,0,0,0,0,0,17,52,69
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,medidas preventivas,2015-04-01,7,10,0,0,1,0,0,1,0,0,0,0,0,0,8,11,19
CAMIRI,atencion odontologica,medidas preventivas,2015-04-01,143,88,70,66,1,7,1,15,0,0,0,0,0,0,215,176,391
CAPINOTA,atencion odontologica,medidas preventivas,2015-04-01,56,46,47,56,21,20,72,80,5,10,0,0,0,0,201,212,413
CAQUIAVIRI,atencion odontologica,medidas preventivas,2015-04-01,5,12,7,11,0,20,0,2,0,2,0,0,0,0,12,47,59
CARACOLLO,atencion odontologica,medidas preventivas,2015-04-01,24,5,3,13,9,12,5,8,0,2,0,0,0,0,41,40,81
CARANAVI,atencion odontologica,medidas preventivas,2015-04-01,44,35,8,16,22,18,9,13,0,0,0,0,0,0,83,82,165
CARAPARI,atencion odontologica,medidas preventivas,2015-04-01,2,5,29,70,23,21,0,3,0,0,0,0,0,0,54,99,153
CARIPUYO,atencion odontologica,medidas preventivas,2015-04-01,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
CARMEN RIVERO TORREZ,atencion odontologica,medidas preventivas,2015-04-01,42,47,1,1,0,3,1,8,0,0,0,0,0,0,44,59,103
CATACORA,atencion odontologica,medidas preventivas,2015-04-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2
CHALLAPATA,atencion odontologica,medidas preventivas,2015-04-01,71,36,129,128,0,8,84,39,1,6,0,0,0,0,285,217,502
CHAQUI,atencion odontologica,medidas preventivas,2015-04-01,10,12,8,24,0,2,6,4,0,0,0,0,0,0,24,42,66
CHARAGUA,atencion odontologica,medidas preventivas,2015-04-01,37,23,4,2,3,1,6,2,0,0,0,0,0,0,50,28,78
CHARAÑA,atencion odontologica,medidas preventivas,2015-04-01,8,12,3,0,0,0,0,0,0,0,0,0,0,0,11,12,23
CHAYANTA,atencion odontologica,medidas preventivas,2015-04-01,19,36,3,0,0,1,0,6,0,0,0,0,0,0,22,43,65
CHIMORE,atencion odontologica,medidas preventivas,2015-04-01,104,53,0,0,1,11,0,3,2,0,0,0,0,0,107,67,174
CHOQUE COTA,atencion odontologica,medidas preventivas,2015-04-01,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,1,4
CHUA COCANI,atencion odontologica,medidas preventivas,2015-04-01,13,13,0,0,0,0,0,0,1,0,0,0,0,0,14,13,27
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,medidas preventivas,2015-04-01,21,13,1,0,0,0,0,0,0,0,0,0,0,0,22,13,35
CHUMA,atencion odontologica,medidas preventivas,2015-04-01,32,32,24,26,2,10,8,24,6,5,0,0,0,0,72,97,169
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,medidas preventivas,2015-04-01,5,12,0,0,0,0,0,0,0,0,0,0,0,0,5,12,17
CKOCHAS,atencion odontologica,medidas preventivas,2015-04-01,3,6,0,0,0,0,0,3,0,0,0,0,0,0,3,9,12
CLIZA,atencion odontologica,medidas preventivas,2015-04-01,3,16,1,5,0,3,0,16,0,0,0,0,0,0,4,40,44
COBIJA,atencion odontologica,medidas preventivas,2015-04-01,196,197,55,42,23,57,1,34,0,0,0,0,0,0,275,330,605
COCAPATA,atencion odontologica,medidas preventivas,2015-04-01,65,51,11,2,5,1,2,20,1,1,0,0,0,0,84,75,159
COCHABAMBA,atencion odontologica,medidas preventivas,2015-04-01,1539,1441,1286,1475,436,780,1188,2040,145,133,0,0,0,0,4594,5869,10463
COIPASA,atencion odontologica,medidas preventivas,2015-04-01,0,0,0,8,14,0,0,0,0,0,0,0,0,0,14,8,22
COLCAPIRHUA,atencion odontologica,medidas preventivas,2015-04-01,60,62,3,0,0,1,3,21,0,2,0,0,0,0,66,86,152
"COLCHA ""K""",atencion odontologica,medidas preventivas,2015-04-01,3,4,1,0,0,1,1,4,0,0,0,0,0,0,5,9,14
COLLANA,atencion odontologica,medidas preventivas,2015-04-01,26,9,10,11,0,0,0,0,0,0,0,0,0,0,36,20,56
COLOMI,atencion odontologica,medidas preventivas,2015-04-01,85,79,1,5,3,18,0,4,1,5,0,0,0,0,90,111,201
COLPA BELGICA,atencion odontologica,medidas preventivas,2015-04-01,65,91,200,233,25,26,4,18,0,1,0,0,0,0,294,369,663
COLQUECHACA,atencion odontologica,medidas preventivas,2015-04-01,56,57,2,3,2,2,0,10,1,1,0,0,0,0,61,73,134
COLQUENCHA,atencion odontologica,medidas preventivas,2015-04-01,2,0,9,17,0,9,0,0,0,0,0,0,0,0,11,26,37
COLQUIRI,atencion odontologica,medidas preventivas,2015-04-01,23,16,0,1,0,0,0,5,5,9,0,0,0,0,28,31,59
COMANCHE,atencion odontologica,medidas preventivas,2015-04-01,0,1,0,1,0,0,0,1,3,0,0,0,0,0,3,3,6
COMARAPA,atencion odontologica,medidas preventivas,2015-04-01,78,44,2,1,1,4,0,3,3,3,0,0,0,0,84,55,139
COMBAYA,atencion odontologica,medidas preventivas,2015-04-01,18,6,2,1,0,0,0,0,0,1,0,0,0,0,20,8,28
CONCEPCION,atencion odontologica,medidas preventivas,2015-04-01,4,6,101,101,0,0,0,1,0,0,0,0,0,0,105,108,213
COPACABANA,atencion odontologica,medidas preventivas,2015-04-01,1,0,23,29,0,1,0,0,0,0,0,0,0,0,24,30,54
CORIPATA,atencion odontologica,medidas preventivas,2015-04-01,23,20,0,0,0,1,0,7,0,0,0,0,0,0,23,28,51
CORO CORO,atencion odontologica,medidas preventivas,2015-04-01,0,1,1,2,0,1,0,2,0,0,0,0,0,0,1,6,7
COROICO,atencion odontologica,medidas preventivas,2015-04-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2
CORQUE,atencion odontologica,medidas preventivas,2015-04-01,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
COTAGAITA,atencion odontologica,medidas preventivas,2015-04-01,49,40,38,69,40,66,3,4,0,0,0,0,0,0,130,179,309
COTOCA,atencion odontologica,medidas preventivas,2015-04-01,157,121,1,0,0,2,63,72,2,1,0,0,0,0,223,196,419
CUATRO CAÑADAS,atencion odontologica,medidas preventivas,2015-04-01,240,211,5,6,0,3,1,15,0,0,0,0,0,0,246,235,481
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,medidas preventivas,2015-04-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
CUEVO,atencion odontologica,medidas preventivas,2015-04-01,55,47,12,9,0,3,1,3,0,0,0,0,0,0,68,62,130
CULPINA,atencion odontologica,medidas preventivas,2015-04-01,10,16,1,1,0,0,0,0,0,0,0,0,0,0,11,17,28
CURAHUARA DE CARANGAS,atencion odontologica,medidas preventivas,2015-04-01,8,1,0,0,0,1,0,0,0,0,0,0,0,0,8,2,10
CURVA,atencion odontologica,medidas preventivas,2015-04-01,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5
DESAGUADERO,atencion odontologica,medidas preventivas,2015-04-01,10,8,0,0,0,0,0,0,0,0,0,0,0,0,10,8,18
EL ALTO,atencion odontologica,medidas preventivas,2015-04-01,1205,1220,1818,2175,385,485,174,371,29,13,0,0,0,0,3611,4264,7875
EL CHORO,atencion odontologica,medidas preventivas,2015-04-01,24,12,0,0,0,0,0,1,0,1,0,0,0,0,24,14,38
EL PUENTE(STC),atencion odontologica,medidas preventivas,2015-04-01,34,20,0,0,0,0,0,0,0,0,0,0,0,0,34,20,54
EL PUENTE(TJA),atencion odontologica,medidas preventivas,2015-04-01,9,6,1,1,0,1,0,15,4,5,0,0,0,0,14,28,42
EL TORNO,atencion odontologica,medidas preventivas,2015-04-01,91,94,194,194,26,34,12,26,8,14,0,0,0,0,331,362,693
EL VILLAR,atencion odontologica,medidas preventivas,2015-04-01,4,0,3,5,0,0,1,0,0,0,0,0,0,0,8,5,13
ENTRE RIOS TRJ,atencion odontologica,medidas preventivas,2015-04-01,36,41,51,75,4,12,5,21,1,2,0,0,0,0,97,151,248
ENTRE RIOS CBBA,atencion odontologica,medidas preventivas,2015-04-01,23,23,0,1,1,0,2,6,1,0,0,0,0,0,27,30,57
EUCALIPTUS,atencion odontologica,medidas preventivas,2015-04-01,0,6,0,3,0,0,0,2,0,0,0,0,0,0,0,11,11
FERNANDEZ ALONSO,atencion odontologica,medidas preventivas,2015-04-01,10,8,7,3,1,1,0,4,1,0,0,0,0,0,19,16,35
FILADELFIA,atencion odontologica,medidas preventivas,2015-04-01,6,6,0,1,0,8,2,4,0,0,0,0,0,0,8,19,27
GENERAL SAAVEDRA,atencion odontologica,medidas preventivas,2015-04-01,1,0,0,0,0,4,0,1,0,0,0,0,0,0,1,5,6
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,medidas preventivas,2015-04-01,56,39,3,3,0,1,0,4,0,0,0,0,0,0,59,47,106
GUANAY,atencion odontologica,medidas preventivas,2015-04-01,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,14
GUAQUI,atencion odontologica,medidas preventivas,2015-04-01,19,19,3,3,3,10,8,26,7,13,0,0,0,0,40,71,111
GUAYARAMERIN,atencion odontologica,medidas preventivas,2015-04-01,7,14,10,16,6,35,6,58,0,1,0,0,0,0,29,124,153
GUTIERREZ,atencion odontologica,medidas preventivas,2015-04-01,25,21,1,1,0,0,0,4,0,0,0,0,0,0,26,26,52
HUACARETA,atencion odontologica,medidas preventivas,2015-04-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
HUACAYA (VILLA DE HUACAYA),atencion odontologica,medidas preventivas,2015-04-01,28,14,1,2,3,3,2,5,1,0,0,0,0,0,35,24,59
HUACHACALLA,atencion odontologica,medidas preventivas,2015-04-01,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
HUANUNI,atencion odontologica,medidas preventivas,2015-04-01,24,24,31,58,23,34,29,21,5,6,0,0,0,0,112,143,255
HUARINA,atencion odontologica,medidas preventivas,2015-04-01,2,1,13,15,2,4,3,4,1,1,0,0,0,0,21,25,46
HUATAJATA,atencion odontologica,medidas preventivas,2015-04-01,9,3,0,1,0,0,1,2,7,10,0,0,0,0,17,16,33
HUAYLLAMARCA,atencion odontologica,medidas preventivas,2015-04-01,3,15,6,13,8,0,3,5,2,0,0,0,0,0,22,33,55
HUMANATA,atencion odontologica,medidas preventivas,2015-04-01,20,14,0,0,0,2,0,1,7,6,0,0,0,0,27,23,50
ICHOCA,atencion odontologica,medidas preventivas,2015-04-01,12,3,2,0,0,1,1,1,4,1,0,0,0,0,19,6,25
ICLA,atencion odontologica,medidas preventivas,2015-04-01,119,127,8,9,0,1,0,12,0,0,0,0,0,0,127,149,276
INCAHUASI,atencion odontologica,medidas preventivas,2015-04-01,91,120,0,1,1,1,0,13,0,4,0,0,0,0,92,139,231
INQUISIVI,atencion odontologica,medidas preventivas,2015-04-01,4,6,0,0,0,0,1,0,0,1,0,0,0,0,5,7,12
IRUPANA (VILLA DE LANZA),atencion odontologica,medidas preventivas,2015-04-01,42,39,0,0,0,0,1,0,0,1,0,0,0,0,43,40,83
IXIAMAS,atencion odontologica,medidas preventivas,2015-04-01,2,8,1,2,4,1,4,8,1,0,0,0,0,0,12,19,31
JESUS DE MACHACA,atencion odontologica,medidas preventivas,2015-04-01,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10
LA ASUNTA,atencion odontologica,medidas preventivas,2015-04-01,51,54,16,15,3,2,4,23,0,0,0,0,0,0,74,94,168
LA GUARDIA,atencion odontologica,medidas preventivas,2015-04-01,141,125,2,2,0,3,0,16,4,3,0,0,0,0,147,149,296
LA PAZ,atencion odontologica,medidas preventivas,2015-04-01,1411,1414,803,816,160,301,293,537,96,77,0,0,0,0,2763,3145,5908
LAGUNILLAS,atencion odontologica,medidas preventivas,2015-04-01,18,19,104,106,0,0,0,0,0,0,0,0,0,0,122,125,247
LAJA,atencion odontologica,medidas preventivas,2015-04-01,16,12,0,0,0,3,1,6,0,0,0,0,0,0,17,21,38
LAS CARRERAS,atencion odontologica,medidas preventivas,2015-04-01,0,0,9,2,0,0,3,1,0,0,0,0,0,0,12,3,15
LICOMA PAMPA,atencion odontologica,medidas preventivas,2015-04-01,4,2,0,0,0,3,0,0,0,0,0,0,0,0,4,5,9
LLALLAGUA,atencion odontologica,medidas preventivas,2015-04-01,100,151,35,39,23,39,39,67,14,14,0,0,0,0,211,310,521
LLICA,atencion odontologica,medidas preventivas,2015-04-01,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
LURIBAY,atencion odontologica,medidas preventivas,2015-04-01,31,33,2,3,0,1,0,6,0,1,0,0,0,0,33,44,77
MACHACAMARCA,atencion odontologica,medidas preventivas,2015-04-01,6,15,9,21,1,13,9,13,2,0,0,0,0,0,27,62,89
MACHARETI,atencion odontologica,medidas preventivas,2015-04-01,16,30,0,0,0,6,0,12,1,1,0,0,0,0,17,49,66
MAGDALENA,atencion odontologica,medidas preventivas,2015-04-01,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3
MAIRANA,atencion odontologica,medidas preventivas,2015-04-01,17,13,0,7,9,6,6,6,5,10,0,0,0,0,37,42,79
MALLA,atencion odontologica,medidas preventivas,2015-04-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
MAPIRI,atencion odontologica,medidas preventivas,2015-04-01,33,24,0,0,0,0,0,1,0,0,0,0,0,0,33,25,58
MECAPACA,atencion odontologica,medidas preventivas,2015-04-01,14,30,3,1,0,2,0,10,0,0,0,0,0,0,17,43,60
MINEROS,atencion odontologica,medidas preventivas,2015-04-01,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,6,6
MIZQUE,atencion odontologica,medidas preventivas,2015-04-01,13,10,0,7,0,3,1,0,0,0,0,0,0,0,14,20,34
MOCOMOCO,atencion odontologica,medidas preventivas,2015-04-01,3,8,0,0,1,2,0,2,0,1,0,0,0,0,4,13,17
MOJINETE,atencion odontologica,medidas preventivas,2015-04-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
MOJOCOYA,atencion odontologica,medidas preventivas,2015-04-01,12,9,1,3,0,6,0,13,5,1,0,0,0,0,18,32,50
MONTEAGUDO,atencion odontologica,medidas preventivas,2015-04-01,44,83,7,3,0,1,2,15,0,2,0,0,0,0,53,104,157
MONTERO,atencion odontologica,medidas preventivas,2015-04-01,82,90,129,98,13,15,13,68,5,6,0,0,0,0,242,277,519
MORO MORO,atencion odontologica,medidas preventivas,2015-04-01,7,0,5,0,0,0,0,1,0,0,0,0,0,0,12,1,13
MOROCHATA,atencion odontologica,medidas preventivas,2015-04-01,19,54,0,2,1,12,0,12,5,8,0,0,0,0,25,88,113
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,medidas preventivas,2015-04-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
OCURI,atencion odontologica,medidas preventivas,2015-04-01,4,4,0,0,0,2,0,3,0,0,0,0,0,0,4,9,13
OKINAWA,atencion odontologica,medidas preventivas,2015-04-01,1,4,0,0,0,0,0,4,0,0,0,0,0,0,1,8,9
OMEREQUE,atencion odontologica,medidas preventivas,2015-04-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2
ORURO,atencion odontologica,medidas preventivas,2015-04-01,354,391,198,231,110,175,406,555,125,70,0,0,0,0,1193,1422,2615
PADCAYA,atencion odontologica,medidas preventivas,2015-04-01,14,25,28,15,4,7,2,9,0,0,0,0,0,0,48,56,104
PADILLA,atencion odontologica,medidas preventivas,2015-04-01,28,12,30,19,0,0,0,0,0,0,0,0,0,0,58,31,89
PAILON,atencion odontologica,medidas preventivas,2015-04-01,19,20,8,1,0,0,2,4,0,0,0,0,0,0,29,25,54
PALCA,atencion odontologica,medidas preventivas,2015-04-01,52,59,0,7,0,0,0,5,1,0,0,0,0,0,53,71,124
PALOS BLANCOS,atencion odontologica,medidas preventivas,2015-04-01,28,35,5,5,0,8,0,10,2,1,0,0,0,0,35,59,94
PAMPA AULLAGAS,atencion odontologica,medidas preventivas,2015-04-01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
PAMPA GRANDE,atencion odontologica,medidas preventivas,2015-04-01,29,29,0,0,0,0,0,1,0,2,0,0,0,0,29,32,61
PAPEL PAMPA,atencion odontologica,medidas preventivas,2015-04-01,18,17,0,2,0,4,0,4,0,0,0,0,0,0,18,27,45
PASORAPA,atencion odontologica,medidas preventivas,2015-04-01,0,1,1,0,1,2,2,9,2,2,0,0,0,0,6,14,20
PATACAMAYA,atencion odontologica,medidas preventivas,2015-04-01,27,46,0,0,0,0,2,4,0,3,0,0,0,0,29,53,82
PAZÑA,atencion odontologica,medidas preventivas,2015-04-01,6,11,0,0,0,1,4,2,0,1,0,0,0,0,10,15,25
PELECHUCO,atencion odontologica,medidas preventivas,2015-04-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3
POCOATA,atencion odontologica,medidas preventivas,2015-04-01,26,28,0,0,0,0,0,2,0,0,0,0,0,0,26,30,56
POCONA,atencion odontologica,medidas preventivas,2015-04-01,18,10,49,68,0,1,1,2,0,0,0,0,0,0,68,81,149
POJO (CBBA),atencion odontologica,medidas preventivas,2015-04-01,29,27,5,0,0,1,0,0,0,0,0,0,0,0,34,28,62
POOPO,atencion odontologica,medidas preventivas,2015-04-01,10,4,25,6,9,6,10,17,10,8,0,0,0,0,64,41,105
PORCO,atencion odontologica,medidas preventivas,2015-04-01,12,6,4,4,1,4,0,9,0,0,0,0,0,0,17,23,40
POROMA,atencion odontologica,medidas preventivas,2015-04-01,16,10,16,23,2,1,0,3,0,1,0,0,0,0,34,38,72
PORONGO,atencion odontologica,medidas preventivas,2015-04-01,4,10,6,10,0,0,0,0,0,0,0,0,0,0,10,20,30
PORTACHUELO,atencion odontologica,medidas preventivas,2015-04-01,3,3,9,11,0,1,2,5,1,0,0,0,0,0,15,20,35
PORVENIR,atencion odontologica,medidas preventivas,2015-04-01,10,14,1,1,0,1,0,3,2,0,0,0,0,0,13,19,32
POTOSI,atencion odontologica,medidas preventivas,2015-04-01,157,196,43,45,19,44,32,73,6,10,0,0,0,0,257,368,625
PRESTO,atencion odontologica,medidas preventivas,2015-04-01,109,114,4,8,0,4,0,9,0,0,0,0,0,0,113,135,248
PUCARANI,atencion odontologica,medidas preventivas,2015-04-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7
PUERTO ACOSTA,atencion odontologica,medidas preventivas,2015-04-01,17,18,0,1,0,0,0,1,3,1,0,0,0,0,20,21,41
PUERTO CARABUCO,atencion odontologica,medidas preventivas,2015-04-01,10,9,2,0,0,1,1,3,0,1,0,0,0,0,13,14,27
PUERTO GONZALO MORENO,atencion odontologica,medidas preventivas,2015-04-01,51,48,76,54,1,22,2,1,0,1,0,0,0,0,130,126,256
PUERTO QUIJARRO,atencion odontologica,medidas preventivas,2015-04-01,118,54,0,0,0,0,0,0,0,0,0,0,0,0,118,54,172
PUERTO RICO,atencion odontologica,medidas preventivas,2015-04-01,20,15,0,0,0,0,0,0,0,0,0,0,0,0,20,15,35
PUERTO SUAREZ,atencion odontologica,medidas preventivas,2015-04-01,3,7,6,8,0,1,0,1,0,0,0,0,0,0,9,17,26
PUERTO VILLARROEL,atencion odontologica,medidas preventivas,2015-04-01,42,53,6,21,0,7,9,12,1,0,0,0,0,0,58,93,151
PUNA,atencion odontologica,medidas preventivas,2015-04-01,16,11,0,0,0,0,0,4,0,1,0,0,0,0,16,16,32
PUNATA,atencion odontologica,medidas preventivas,2015-04-01,104,111,34,83,21,25,46,132,4,14,0,0,0,0,209,365,574
