,group,variable,month,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA MENORES DE 5 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 5 A 13 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 14 A 19 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 20 A 59 AÑOS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA 60 AÑOS Y MAS,EXODONCIA EMB,EXODONCIA EMB,EXODONCIA POST,EXODONCIA POST,TOTALES,TOTALES,TOTALES
BERMEJO,atencion odontologica,exodoncia,2015-04-01,0,2,16,27,2,2,31,37,6,6,0,0,0,0,55,74,129
BETANZOS,atencion odontologica,exodoncia,2015-04-01,2,0,6,14,4,8,14,31,19,16,0,0,0,0,45,69,114
BOLIVAR,atencion odontologica,exodoncia,2015-04-01,0,0,1,2,0,3,3,11,0,0,0,0,0,0,4,16,20
BOYUIBE,atencion odontologica,exodoncia,2015-04-01,0,0,1,1,1,1,2,6,1,7,0,0,0,0,5,15,20
BUENA VISTA,atencion odontologica,exodoncia,2015-04-01,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,1,3
CABEZAS,atencion odontologica,exodoncia,2015-04-01,1,0,5,9,4,7,21,19,9,10,0,0,0,0,40,45,85
CAIROMA,atencion odontologica,exodoncia,2015-04-01,3,0,3,6,2,12,7,21,6,2,0,0,0,0,21,41,62
"CAIZA ""D""",atencion odontologica,exodoncia,2015-04-01,0,0,3,0,5,1,4,11,7,18,0,0,0,0,19,30,49
CAJUATA,atencion odontologica,exodoncia,2015-04-01,0,0,10,6,2,3,5,15,0,6,0,0,0,0,17,30,47
CALACOTO,atencion odontologica,exodoncia,2015-04-01,0,0,2,0,2,1,1,5,9,1,0,0,0,0,14,7,21
CALAMARCA,atencion odontologica,exodoncia,2015-04-01,1,0,14,8,1,10,3,24,5,8,0,0,0,0,24,50,74
CAMARGO,atencion odontologica,exodoncia,2015-04-01,1,0,0,3,2,3,0,13,4,7,0,0,0,0,7,26,33
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,exodoncia,2015-04-01,0,0,3,5,0,1,0,4,1,1,0,0,0,0,4,11,15
CAMIRI,atencion odontologica,exodoncia,2015-04-01,0,0,5,6,11,19,34,52,4,12,0,0,0,0,54,89,143
CAPINOTA,atencion odontologica,exodoncia,2015-04-01,0,1,6,5,0,0,2,7,1,10,0,0,0,0,9,23,32
CAQUIAVIRI,atencion odontologica,exodoncia,2015-04-01,0,0,1,1,1,3,5,8,5,6,0,0,0,0,12,18,30
CARACOLLO,atencion odontologica,exodoncia,2015-04-01,0,3,16,27,4,8,10,29,9,17,0,0,0,0,39,84,123
CARANAVI,atencion odontologica,exodoncia,2015-04-01,1,0,1,2,3,0,4,14,3,7,0,0,0,0,12,23,35
CARAPARI,atencion odontologica,exodoncia,2015-04-01,0,0,12,6,2,4,14,45,9,1,0,0,0,0,37,56,93
CARIPUYO,atencion odontologica,exodoncia,2015-04-01,0,0,4,0,1,2,3,4,1,0,0,0,0,0,9,6,15
CARMEN RIVERO TORREZ,atencion odontologica,exodoncia,2015-04-01,0,0,0,1,0,0,6,7,2,2,0,0,0,0,8,10,18
CATACORA,atencion odontologica,exodoncia,2015-04-01,0,0,0,0,2,2,1,6,0,0,0,0,0,0,3,8,11
CHALLAPATA,atencion odontologica,exodoncia,2015-04-01,2,2,38,33,2,14,13,42,11,14,0,0,0,0,66,105,171
CHAQUI,atencion odontologica,exodoncia,2015-04-01,0,0,2,0,0,0,3,6,4,4,0,0,0,0,9,10,19
CHARAGUA,atencion odontologica,exodoncia,2015-04-01,2,2,6,7,3,9,5,11,0,2,0,0,0,0,16,31,47
CHARAÑA,atencion odontologica,exodoncia,2015-04-01,1,0,2,0,1,1,0,3,0,0,0,0,0,0,4,4,8
CHAYANTA,atencion odontologica,exodoncia,2015-04-01,1,0,5,2,6,4,1,7,2,9,0,0,0,0,15,22,37
CHIMORE,atencion odontologica,exodoncia,2015-04-01,1,1,7,2,3,4,4,11,7,0,0,0,0,0,22,18,40
CHIPAYA,atencion odontologica,exodoncia,2015-04-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,3
CHOQUE COTA,atencion odontologica,exodoncia,2015-04-01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2
CHUA COCANI,atencion odontologica,exodoncia,2015-04-01,0,0,2,1,0,3,4,12,1,4,0,0,0,0,7,20,27
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,exodoncia,2015-04-01,1,2,7,8,0,1,5,8,0,1,0,0,0,0,13,20,33
CHUMA,atencion odontologica,exodoncia,2015-04-01,0,0,14,9,9,16,45,73,59,41,0,0,0,0,127,139,266
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,exodoncia,2015-04-01,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2
CKOCHAS,atencion odontologica,exodoncia,2015-04-01,0,0,1,3,0,3,6,12,8,6,0,0,0,0,15,24,39
CLIZA,atencion odontologica,exodoncia,2015-04-01,0,2,5,3,1,0,0,6,2,4,0,0,0,0,8,15,23
COBIJA,atencion odontologica,exodoncia,2015-04-01,1,0,13,11,1,8,18,29,6,2,0,0,0,0,39,50,89
COCAPATA,atencion odontologica,exodoncia,2015-04-01,0,0,8,2,3,15,14,30,0,0,0,0,0,0,25,47,72
COCHABAMBA,atencion odontologica,exodoncia,2015-04-01,8,7,99,131,31,58,92,146,68,38,0,0,0,0,298,380,678
COIPASA,atencion odontologica,exodoncia,2015-04-01,0,0,0,0,2,0,3,8,0,0,0,0,0,0,5,8,13
COLCAPIRHUA,atencion odontologica,exodoncia,2015-04-01,1,0,1,3,0,2,1,17,1,3,0,0,0,0,4,25,29
"COLCHA ""K""",atencion odontologica,exodoncia,2015-04-01,2,0,4,0,1,2,3,10,6,4,0,0,0,0,16,16,32
COLLANA,atencion odontologica,exodoncia,2015-04-01,0,0,10,7,3,1,2,8,0,2,0,0,0,0,15,18,33
COLOMI,atencion odontologica,exodoncia,2015-04-01,0,2,1,1,0,1,3,3,1,5,0,0,0,0,5,12,17
COLPA BELGICA,atencion odontologica,exodoncia,2015-04-01,0,1,0,0,2,2,1,3,0,0,0,0,0,0,3,6,9
COLQUECHACA,atencion odontologica,exodoncia,2015-04-01,0,0,2,5,9,18,25,55,18,13,0,0,0,0,54,91,145
COLQUENCHA,atencion odontologica,exodoncia,2015-04-01,0,0,11,27,4,10,12,16,6,7,0,0,0,0,33,60,93
COLQUIRI,atencion odontologica,exodoncia,2015-04-01,0,1,2,7,2,6,8,22,6,9,0,0,0,0,18,45,63
COMANCHE,atencion odontologica,exodoncia,2015-04-01,0,0,1,4,1,7,2,3,2,2,0,0,0,0,6,16,22
COMARAPA,atencion odontologica,exodoncia,2015-04-01,0,2,9,6,1,5,3,20,0,4,0,0,0,0,13,37,50
COMBAYA,atencion odontologica,exodoncia,2015-04-01,0,0,0,0,0,1,1,1,9,8,0,0,0,0,10,10,20
CONCEPCION,atencion odontologica,exodoncia,2015-04-01,0,1,4,3,0,1,5,18,4,2,0,0,0,0,13,25,38
COPACABANA,atencion odontologica,exodoncia,2015-04-01,0,1,7,4,5,3,6,6,13,7,0,0,0,0,31,21,52
CORIPATA,atencion odontologica,exodoncia,2015-04-01,3,0,12,4,0,0,9,14,0,4,0,0,0,0,24,22,46
CORO CORO,atencion odontologica,exodoncia,2015-04-01,0,1,8,10,3,4,5,6,0,3,0,0,0,0,16,24,40
COROICO,atencion odontologica,exodoncia,2015-04-01,1,7,3,0,2,2,2,0,2,0,0,0,0,0,10,9,19
CORQUE,atencion odontologica,exodoncia,2015-04-01,0,0,2,3,1,1,2,6,10,9,0,0,0,0,15,19,34
COTAGAITA,atencion odontologica,exodoncia,2015-04-01,0,1,12,6,2,5,12,36,10,29,0,0,0,0,36,77,113
CUATRO CAÑADAS,atencion odontologica,exodoncia,2015-04-01,4,0,8,7,0,2,7,6,2,2,0,0,0,0,21,17,38
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,exodoncia,2015-04-01,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3
CUEVO,atencion odontologica,exodoncia,2015-04-01,0,0,0,1,1,2,2,16,0,0,0,0,0,0,3,19,22
CULPINA,atencion odontologica,exodoncia,2015-04-01,2,0,4,6,0,1,6,17,22,5,0,0,0,0,34,29,63
CURAHUARA DE CARANGAS,atencion odontologica,exodoncia,2015-04-01,0,0,0,0,0,2,2,2,3,3,0,0,0,0,5,7,12
CURVA,atencion odontologica,exodoncia,2015-04-01,1,0,0,1,1,1,4,1,0,1,0,0,0,0,6,4,10
EL ALTO,atencion odontologica,exodoncia,2015-04-01,40,33,491,523,78,145,124,257,61,44,0,0,0,0,794,1002,1796
EL CHORO,atencion odontologica,exodoncia,2015-04-01,0,0,0,0,0,0,1,3,2,5,0,0,0,0,3,8,11
EL PUENTE(STC),atencion odontologica,exodoncia,2015-04-01,0,0,3,4,1,3,5,21,1,1,0,0,0,0,10,29,39
EL PUENTE(TJA),atencion odontologica,exodoncia,2015-04-01,0,1,17,11,4,3,9,23,7,6,0,0,0,0,37,44,81
EL TORNO,atencion odontologica,exodoncia,2015-04-01,2,1,25,19,20,28,21,50,6,7,0,0,0,0,74,105,179
EL VILLAR,atencion odontologica,exodoncia,2015-04-01,0,0,9,10,0,2,6,11,4,7,0,0,0,0,19,30,49
ENTRE RIOS TRJ,atencion odontologica,exodoncia,2015-04-01,0,0,38,28,4,11,11,88,10,7,0,0,0,0,63,134,197
ENTRE RIOS CBBA,atencion odontologica,exodoncia,2015-04-01,0,0,1,0,0,2,2,5,0,0,0,0,0,0,3,7,10
ESCOMA,atencion odontologica,exodoncia,2015-04-01,1,0,3,0,2,0,5,12,13,4,0,0,0,0,24,16,40
EUCALIPTUS,atencion odontologica,exodoncia,2015-04-01,0,0,0,4,3,3,1,8,2,2,0,0,0,0,6,17,23
FERNANDEZ ALONSO,atencion odontologica,exodoncia,2015-04-01,0,0,5,16,0,1,2,2,1,2,0,0,0,0,8,21,29
FILADELFIA,atencion odontologica,exodoncia,2015-04-01,0,0,4,2,0,2,9,9,2,0,0,0,0,0,15,13,28
GENERAL SAAVEDRA,atencion odontologica,exodoncia,2015-04-01,2,0,1,2,0,0,2,17,5,1,0,0,0,0,10,20,30
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,exodoncia,2015-04-01,0,2,2,3,5,5,8,16,8,9,0,0,0,0,23,35,58
GUANAY,atencion odontologica,exodoncia,2015-04-01,0,0,1,0,0,1,8,5,1,2,0,0,0,0,10,8,18
GUAQUI,atencion odontologica,exodoncia,2015-04-01,0,0,7,5,2,3,8,13,11,8,0,0,0,0,28,29,57
GUAYARAMERIN,atencion odontologica,exodoncia,2015-04-01,2,5,8,8,6,3,38,17,3,4,0,0,0,0,57,37,94
GUTIERREZ,atencion odontologica,exodoncia,2015-04-01,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1,4,5
HUACARETA,atencion odontologica,exodoncia,2015-04-01,0,0,0,1,0,0,14,5,6,2,0,0,0,0,20,8,28
HUACAYA (VILLA DE HUACAYA),atencion odontologica,exodoncia,2015-04-01,0,0,0,4,1,2,5,4,0,0,0,0,0,0,6,10,16
HUANUNI,atencion odontologica,exodoncia,2015-04-01,0,0,5,11,9,5,4,7,2,1,0,0,0,0,20,24,44
HUARACAJE,atencion odontologica,exodoncia,2015-04-01,0,0,0,0,0,2,4,0,0,0,0,0,0,0,4,2,6
HUARINA,atencion odontologica,exodoncia,2015-04-01,0,0,4,2,1,1,1,3,11,2,0,0,0,0,17,8,25
HUATAJATA,atencion odontologica,exodoncia,2015-04-01,0,1,1,6,1,4,6,4,5,3,0,0,0,0,13,18,31
HUAYLLAMARCA,atencion odontologica,exodoncia,2015-04-01,0,0,6,5,0,4,6,10,5,2,0,0,0,0,17,21,38
HUMANATA,atencion odontologica,exodoncia,2015-04-01,0,0,0,1,0,3,2,6,14,8,0,0,0,0,16,18,34
ICHOCA,atencion odontologica,exodoncia,2015-04-01,0,0,0,0,0,2,4,2,7,1,0,0,0,0,11,5,16
ICLA,atencion odontologica,exodoncia,2015-04-01,0,0,3,4,5,4,3,22,0,7,0,0,0,0,11,37,48
INCAHUASI,atencion odontologica,exodoncia,2015-04-01,1,0,2,11,10,11,10,37,4,7,0,0,0,0,27,66,93
INQUISIVI,atencion odontologica,exodoncia,2015-04-01,0,1,4,4,5,8,16,22,7,8,0,0,0,0,32,43,75
IRUPANA (VILLA DE LANZA),atencion odontologica,exodoncia,2015-04-01,1,2,4,6,1,2,5,15,4,2,0,0,0,0,15,27,42
IXIAMAS,atencion odontologica,exodoncia,2015-04-01,1,0,10,3,11,12,18,24,0,0,0,0,0,0,40,39,79
JESUS DE MACHACA,atencion odontologica,exodoncia,2015-04-01,0,0,5,5,0,3,5,3,0,1,0,0,0,0,10,12,22
LA ASUNTA,atencion odontologica,exodoncia,2015-04-01,7,2,14,20,6,13,37,79,5,3,0,0,0,0,69,117,186
LA GUARDIA,atencion odontologica,exodoncia,2015-04-01,6,3,8,11,0,6,7,14,27,13,0,0,0,0,48,47,95
LA PAZ,atencion odontologica,exodoncia,2015-04-01,20,26,169,185,114,134,212,371,129,134,0,0,0,0,644,850,1494
LAGUNILLAS,atencion odontologica,exodoncia,2015-04-01,0,0,4,2,0,0,9,20,0,1,0,0,0,0,13,23,36
LAJA,atencion odontologica,exodoncia,2015-04-01,1,6,10,8,5,7,12,29,11,8,0,0,0,0,39,58,97
LAS CARRERAS,atencion odontologica,exodoncia,2015-04-01,0,0,4,2,0,2,2,3,3,0,0,0,0,0,9,7,16
LICOMA PAMPA,atencion odontologica,exodoncia,2015-04-01,0,0,1,6,1,3,0,5,4,0,0,0,0,0,6,14,20
LLALLAGUA,atencion odontologica,exodoncia,2015-04-01,3,4,10,7,0,11,3,25,6,5,0,0,0,0,22,52,74
LLICA,atencion odontologica,exodoncia,2015-04-01,0,0,1,2,3,3,8,6,2,5,0,0,0,0,14,16,30
LORETO,atencion odontologica,exodoncia,2015-04-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2
LURIBAY,atencion odontologica,exodoncia,2015-04-01,1,0,3,4,2,1,5,5,4,6,0,0,0,0,15,16,31
MACHACAMARCA,atencion odontologica,exodoncia,2015-04-01,1,0,2,4,0,1,1,5,2,4,0,0,0,0,6,14,20
MACHARETI,atencion odontologica,exodoncia,2015-04-01,0,0,5,3,0,0,5,18,6,0,0,0,0,0,16,21,37
MAGDALENA,atencion odontologica,exodoncia,2015-04-01,1,1,4,14,8,0,6,19,0,1,0,0,0,0,19,35,54
MAIRANA,atencion odontologica,exodoncia,2015-04-01,0,0,2,1,1,0,1,3,1,15,0,0,0,0,5,19,24
MALLA,atencion odontologica,exodoncia,2015-04-01,0,2,1,0,1,0,1,5,0,3,0,0,0,0,3,10,13
MAPIRI,atencion odontologica,exodoncia,2015-04-01,5,1,3,4,3,1,17,20,2,2,0,0,0,0,30,28,58
MECAPACA,atencion odontologica,exodoncia,2015-04-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,2,3
MINEROS,atencion odontologica,exodoncia,2015-04-01,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,4,5
MIZQUE,atencion odontologica,exodoncia,2015-04-01,0,0,4,1,2,6,4,10,5,7,0,0,0,0,15,24,39
MOCOMOCO,atencion odontologica,exodoncia,2015-04-01,0,0,6,8,14,18,22,51,7,10,0,0,0,0,49,87,136
MOJINETE,atencion odontologica,exodoncia,2015-04-01,0,0,0,1,0,3,1,0,0,2,0,0,0,0,1,6,7
MOJOCOYA,atencion odontologica,exodoncia,2015-04-01,0,0,3,2,1,6,9,30,26,0,0,0,0,0,39,38,77
MONTEAGUDO,atencion odontologica,exodoncia,2015-04-01,0,1,6,5,2,5,13,21,0,1,0,0,0,0,21,33,54
MONTERO,atencion odontologica,exodoncia,2015-04-01,2,0,38,34,5,10,19,73,16,8,0,0,0,0,80,125,205
MORO MORO,atencion odontologica,exodoncia,2015-04-01,0,0,0,1,0,2,2,6,1,0,0,0,0,0,3,9,12
MOROCHATA,atencion odontologica,exodoncia,2015-04-01,0,0,4,1,3,4,5,11,10,7,0,0,0,0,22,23,45
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,exodoncia,2015-04-01,2,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,4
OCURI,atencion odontologica,exodoncia,2015-04-01,1,1,2,5,4,7,14,37,6,6,0,0,0,0,27,56,83
OKINAWA,atencion odontologica,exodoncia,2015-04-01,0,0,4,2,0,2,4,2,2,2,0,0,0,0,10,8,18
OMEREQUE,atencion odontologica,exodoncia,2015-04-01,0,0,2,1,0,0,0,1,1,0,0,0,0,0,3,2,5
ORURO,atencion odontologica,exodoncia,2015-04-01,15,17,111,140,39,76,129,266,86,75,0,0,0,0,380,574,954
PADCAYA,atencion odontologica,exodoncia,2015-04-01,0,1,26,6,2,2,8,21,5,2,0,0,0,0,41,32,73
PADILLA,atencion odontologica,exodoncia,2015-04-01,0,1,0,5,1,3,16,21,7,1,0,0,0,0,24,31,55
PAILON,atencion odontologica,exodoncia,2015-04-01,2,1,16,9,3,7,8,16,2,5,0,0,0,0,31,38,69
PALCA,atencion odontologica,exodoncia,2015-04-01,0,0,5,5,3,3,14,18,2,3,0,0,0,0,24,29,53
PALOS BLANCOS,atencion odontologica,exodoncia,2015-04-01,2,0,6,5,0,2,7,7,1,5,0,0,0,0,16,19,35
PAMPA AULLAGAS,atencion odontologica,exodoncia,2015-04-01,0,0,3,3,0,0,0,1,0,0,0,0,0,0,3,4,7
PAMPA GRANDE,atencion odontologica,exodoncia,2015-04-01,0,0,0,1,3,1,0,4,1,1,0,0,0,0,4,7,11
PAPEL PAMPA,atencion odontologica,exodoncia,2015-04-01,0,0,9,0,1,3,1,5,7,10,0,0,0,0,18,18,36
PASORAPA,atencion odontologica,exodoncia,2015-04-01,0,0,0,0,0,0,7,2,0,0,0,0,0,0,7,2,9
PATACAMAYA,atencion odontologica,exodoncia,2015-04-01,1,1,0,2,0,2,3,12,1,4,0,0,0,0,5,21,26
PAZÑA,atencion odontologica,exodoncia,2015-04-01,0,0,0,3,0,3,2,9,0,0,0,0,0,0,2,15,17
PELECHUCO,atencion odontologica,exodoncia,2015-04-01,0,0,0,0,1,3,2,5,0,0,0,0,0,0,3,8,11
POCOATA,atencion odontologica,exodoncia,2015-04-01,0,1,3,0,1,3,0,12,2,6,0,0,0,0,6,22,28
POCONA,atencion odontologica,exodoncia,2015-04-01,0,0,30,15,2,4,16,13,9,8,0,0,0,0,57,40,97
POJO (CBBA),atencion odontologica,exodoncia,2015-04-01,2,0,13,6,0,2,3,1,2,5,0,0,0,0,20,14,34
POOPO,atencion odontologica,exodoncia,2015-04-01,0,0,2,6,0,1,3,2,3,3,0,0,0,0,8,12,20
PORCO,atencion odontologica,exodoncia,2015-04-01,0,0,4,1,1,1,2,7,0,1,0,0,0,0,7,10,17
POROMA,atencion odontologica,exodoncia,2015-04-01,0,0,6,3,1,2,5,11,0,11,0,0,0,0,12,27,39
PORONGO,atencion odontologica,exodoncia,2015-04-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,3
PORTACHUELO,atencion odontologica,exodoncia,2015-04-01,1,3,8,4,2,6,5,16,6,0,0,0,0,0,22,29,51
PORVENIR,atencion odontologica,exodoncia,2015-04-01,2,0,1,4,3,5,13,12,8,0,0,0,0,0,27,21,48
POTOSI,atencion odontologica,exodoncia,2015-04-01,4,2,21,25,69,79,153,205,35,43,0,0,0,0,282,354,636
PRESTO,atencion odontologica,exodoncia,2015-04-01,0,0,5,3,2,1,5,10,4,1,0,0,0,0,16,15,31
PUCARANI,atencion odontologica,exodoncia,2015-04-01,0,0,8,5,9,15,10,31,23,5,0,0,0,0,50,56,106
PUERTO ACOSTA,atencion odontologica,exodoncia,2015-04-01,2,2,11,5,3,9,10,29,14,22,0,0,0,0,40,67,107
PUERTO CARABUCO,atencion odontologica,exodoncia,2015-04-01,0,0,5,1,4,8,11,15,13,7,0,0,0,0,33,31,64
PUERTO GONZALO MORENO,atencion odontologica,exodoncia,2015-04-01,2,0,5,6,1,1,0,7,0,0,0,0,0,0,8,14,22
PUERTO PEREZ,atencion odontologica,exodoncia,2015-04-01,0,0,2,2,0,1,0,5,1,3,0,0,0,0,3,11,14
PUERTO QUIJARRO,atencion odontologica,exodoncia,2015-04-01,0,0,2,3,0,1,38,1,2,3,0,0,0,0,42,8,50
PUERTO RICO,atencion odontologica,exodoncia,2015-04-01,1,1,4,11,6,5,13,22,2,7,0,0,0,0,26,46,72
PUERTO SUAREZ,atencion odontologica,exodoncia,2015-04-01,0,0,1,1,2,2,8,2,0,0,0,0,0,0,11,5,16
PUERTO VILLARROEL,atencion odontologica,exodoncia,2015-04-01,3,2,3,4,2,2,5,16,4,1,0,0,0,0,17,25,42
PUNA,atencion odontologica,exodoncia,2015-04-01,0,0,2,3,2,4,5,18,7,19,0,0,0,0,16,44,60
PUNATA,atencion odontologica,exodoncia,2015-04-01,0,2,6,12,0,4,4,11,15,6,0,0,0,0,25,35,60
QUIABAYA,atencion odontologica,exodoncia,2015-04-01,0,0,4,2,2,11,10,7,0,1,0,0,0,0,16,21,37
QUILLACOLLO,atencion odontologica,exodoncia,2015-04-01,14,19,68,59,50,64,57,87,65,61,0,0,0,0,254,290,544
QUIME,atencion odontologica,exodoncia,2015-04-01,0,2,14,11,2,6,11,13,6,4,0,0,0,0,33,36,69
QUIRUSILLAS,atencion odontologica,exodoncia,2015-04-01,0,0,3,2,1,2,2,6,0,0,0,0,0,0,6,10,16
RAVELO,atencion odontologica,exodoncia,2015-04-01,0,0,4,1,1,0,8,19,6,8,0,0,0,0,19,28,47
REYES,atencion odontologica,exodoncia,2015-04-01,0,1,7,8,0,7,7,13,4,3,0,0,0,0,18,32,50
RIBERALTA,atencion odontologica,exodoncia,2015-04-01,2,6,43,32,34,64,62,139,14,4,0,0,0,0,155,245,400
ROBORE,atencion odontologica,exodoncia,2015-04-01,0,0,1,0,0,1,2,9,0,0,0,0,0,0,3,10,13
RURRENABAQUE,atencion odontologica,exodoncia,2015-04-01,2,4,8,11,5,5,7,4,5,1,0,0,0,0,27,25,52
SABAYA,atencion odontologica,exodoncia,2015-04-01,0,0,7,5,0,3,2,2,6,6,0,0,0,0,15,16,31
SACABA,atencion odontologica,exodoncia,2015-04-01,3,3,67,81,6,10,11,19,5,8,0,0,0,0,92,121,213
SACABAMBA,atencion odontologica,exodoncia,2015-04-01,0,0,2,1,0,2,1,7,0,0,0,0,0,0,3,10,13
SACACA,atencion odontologica,exodoncia,2015-04-01,1,0,7,6,4,1,12,23,2,5,0,0,0,0,26,35,61
SAIPINA,atencion odontologica,exodoncia,2015-04-01,0,0,1,0,0,1,0,0,4,3,0,0,0,0,5,4,9
SALINAS DE GARCI MENDOZA,atencion odontologica,exodoncia,2015-04-01,0,0,11,11,3,3,6,10,3,5,0,0,0,0,23,29,52
SAMAIPATA,atencion odontologica,exodoncia,2015-04-01,0,0,0,7,0,1,2,6,2,10,0,0,0,0,4,24,28
SAN AGUSTIN,atencion odontologica,exodoncia,2015-04-01,0,0,0,4,0,2,1,0,0,0,0,0,0,0,1,6,7
SAN ANDRES,atencion odontologica,exodoncia,2015-04-01,0,0,4,2,0,1,8,10,0,0,0,0,0,0,12,13,25
SAN ANDRES DE MACHACA,atencion odontologica,exodoncia,2015-04-01,0,1,7,0,2,3,8,7,15,13,0,0,0,0,32,24,56
SAN ANTONIO DE ESMORUCO,atencion odontologica,exodoncia,2015-04-01,0,0,6,1,2,2,0,3,0,2,0,0,0,0,8,8,16
SAN ANTONIO DE LOMERIO,atencion odontologica,exodoncia,2015-04-01,0,0,2,1,0,2,2,5,7,7,0,0,0,0,11,15,26
SAN BENITO,atencion odontologica,exodoncia,2015-04-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
SAN BORJA,atencion odontologica,exodoncia,2015-04-01,0,2,15,16,9,12,15,74,9,12,0,0,0,0,48,116,164
SAN BUENA VENTURA,atencion odontologica,exodoncia,2015-04-01,0,0,2,5,1,1,3,10,6,1,0,0,0,0,12,17,29
SAN CARLOS,atencion odontologica,exodoncia,2015-04-01,0,0,3,5,0,5,1,15,4,1,0,0,0,0,8,26,34
SAN IGNACIO,atencion odontologica,exodoncia,2015-04-01,2,1,11,13,11,16,22,33,4,0,0,0,0,0,50,63,113
SAN IGNACIO DE VELASCO,atencion odontologica,exodoncia,2015-04-01,2,4,2,1,3,4,11,26,14,19,0,0,0,0,32,54,86
SAN JAVIER(BNI),atencion odontologica,exodoncia,2015-04-01,0,0,1,0,1,0,0,2,2,0,0,0,0,0,4,2,6
SAN JAVIER(STC),atencion odontologica,exodoncia,2015-04-01,0,2,1,1,2,0,3,6,0,0,0,0,0,0,6,9,15
SAN JOAQUIN,atencion odontologica,exodoncia,2015-04-01,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5
SAN JOSE DE CHIQUITOS,atencion odontologica,exodoncia,2015-04-01,0,0,5,8,1,7,6,17,1,0,0,0,0,0,13,32,45
SAN JUAN DE YAPACANI,atencion odontologica,exodoncia,2015-04-01,0,1,1,2,0,1,1,5,1,1,0,0,0,0,3,10,13
SAN JULIAN,atencion odontologica,exodoncia,2015-04-01,0,0,2,2,0,1,2,3,18,2,0,0,0,0,22,8,30
SAN LORENZO(TJA),atencion odontologica,exodoncia,2015-04-01,0,0,10,23,0,3,22,38,11,11,0,0,0,0,43,75,118
SAN LUCAS,atencion odontologica,exodoncia,2015-04-01,0,1,7,10,4,13,13,40,2,3,0,0,0,0,26,67,93
SAN MATIAS,atencion odontologica,exodoncia,2015-04-01,7,4,25,1,3,3,4,7,1,5,0,0,0,0,40,20,60
SAN MIGUEL DE VELASCO,atencion odontologica,exodoncia,2015-04-01,0,0,4,2,1,0,4,19,2,3,0,0,0,0,11,24,35
SAN PABLO DE LIPEZ,atencion odontologica,exodoncia,2015-04-01,0,0,4,3,1,0,2,0,1,0,0,0,0,0,8,3,11
SAN PEDRO,atencion odontologica,exodoncia,2015-04-01,0,2,6,18,3,9,3,17,11,5,0,0,0,0,23,51,74
SAN PEDRO DE BUENA VISTA,atencion odontologica,exodoncia,2015-04-01,0,0,3,1,8,10,8,18,11,10,0,0,0,0,30,39,69
SAN PEDRO DE CURAHUARA,atencion odontologica,exodoncia,2015-04-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2
SAN PEDRO DE QUEMES,atencion odontologica,exodoncia,2015-04-01,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,4,5
SAN PEDRO DE TIQUINA,atencion odontologica,exodoncia,2015-04-01,0,0,3,8,2,7,4,5,9,4,0,0,0,0,18,24,42
SAN RAFAEL,atencion odontologica,exodoncia,2015-04-01,0,1,2,2,0,2,3,3,0,9,0,0,0,0,5,17,22
SAN RAMON BENI,atencion odontologica,exodoncia,2015-04-01,0,0,1,1,1,2,3,6,0,0,0,0,0,0,5,9,14
SAN RAMON SCZ,atencion odontologica,exodoncia,2015-04-01,0,0,1,1,1,2,2,3,1,1,0,0,0,0,5,7,12
SANTA ANA,atencion odontologica,exodoncia,2015-04-01,0,0,8,10,15,5,23,13,4,3,0,0,0,0,50,31,81
SANTA CRUZ DE LA SIERRA,atencion odontologica,exodoncia,2015-04-01,11,19,131,147,30,58,191,347,286,118,0,0,0,0,649,689,1338
SANTA ROSA DEL SARA,atencion odontologica,exodoncia,2015-04-01,0,0,3,3,2,4,10,17,2,0,0,0,0,0,17,24,41
