,group,variable,month,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR MENORES DE 5 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 5 A 13 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 14 A 19 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 20 A 59 AÑOS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR 60 AÑOS Y MAS,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR EMB,CIRUGIA BUCAL MENOR POST,CIRUGIA BUCAL MENOR POST,TOTALES,TOTALES,TOTALES
ALCALA,atencion odontologica,cirugia bucal menor,2015-05-01,3,5,4,3,1,1,2,10,1,4,0,0,0,0,11,23,34
ALTO BENI,atencion odontologica,cirugia bucal menor,2015-05-01,0,1,2,0,3,1,2,4,2,1,0,0,0,0,9,7,16
ANCORAIMES,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,5,5,4,11,11,21,12,7,0,0,0,0,32,44,76
ANDAMARCA,atencion odontologica,cirugia bucal menor,2015-05-01,2,3,8,8,3,5,5,10,3,2,0,0,0,0,21,28,49
ANTEQUERA,atencion odontologica,cirugia bucal menor,2015-05-01,2,1,0,0,0,0,3,0,0,0,0,0,0,0,5,1,6
ANZALDO,atencion odontologica,cirugia bucal menor,2015-05-01,0,1,3,13,6,4,2,5,2,12,0,0,0,0,13,35,48
APOLO,atencion odontologica,cirugia bucal menor,2015-05-01,4,1,6,7,1,4,7,28,1,8,0,0,0,0,19,48,67
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2015-05-01,1,1,1,1,0,0,3,2,1,0,0,0,0,0,6,4,10
ARANI,atencion odontologica,cirugia bucal menor,2015-05-01,2,2,1,0,0,2,0,3,0,3,0,0,0,0,3,10,13
ARBIETO,atencion odontologica,cirugia bucal menor,2015-05-01,1,2,0,0,0,0,0,0,1,1,0,0,0,0,2,3,5
ARQUE,atencion odontologica,cirugia bucal menor,2015-05-01,3,6,2,1,3,2,5,13,0,0,0,0,0,0,13,22,35
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2015-05-01,0,4,2,1,3,13,5,24,14,3,0,0,0,0,24,45,69
ATOCHA,atencion odontologica,cirugia bucal menor,2015-05-01,14,4,9,16,9,14,30,23,1,0,0,0,0,0,63,57,120
AUCAPATA,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,1,1,1,3,15,7,0,3,0,0,0,0,17,14,31
AYATA,atencion odontologica,cirugia bucal menor,2015-05-01,1,1,6,1,5,4,22,23,1,7,0,0,0,0,35,36,71
AYO AYO,atencion odontologica,cirugia bucal menor,2015-05-01,3,3,4,3,1,5,4,17,0,1,0,0,0,0,12,29,41
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2015-05-01,0,0,5,6,2,4,9,10,1,1,0,0,0,0,17,21,38
AZURDUY,atencion odontologica,cirugia bucal menor,2015-05-01,1,0,0,6,2,1,0,29,0,1,0,0,0,0,3,37,40
BATALLAS,atencion odontologica,cirugia bucal menor,2015-05-01,2,5,4,6,5,10,10,31,13,5,0,0,0,0,34,57,91
BAURES,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,0,0,6,0,1,3,0,0,0,0,0,0,7,3,10
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,1,0,0,0,0,1,2,3,0,0,0,0,3,4,7
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,0,3,1,2,11,0,3,6,0,0,0,0,15,11,26
BELLA FLOR,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,2,1,1,1,5,2,4,1,0,0,0,0,12,5,17
BERMEJO,atencion odontologica,cirugia bucal menor,2015-05-01,2,2,34,33,12,23,34,56,7,1,0,0,0,0,89,115,204
BETANZOS,atencion odontologica,cirugia bucal menor,2015-05-01,1,0,2,0,2,5,5,9,2,6,0,0,0,0,12,20,32
BOLIVAR,atencion odontologica,cirugia bucal menor,2015-05-01,1,0,1,0,1,1,2,9,5,0,0,0,0,0,10,10,20
BUENA VISTA,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
CABEZAS,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,4,1,0,1,0,2,3,5,0,0,0,0,7,9,16
CAIROMA,atencion odontologica,cirugia bucal menor,2015-05-01,2,2,0,1,2,1,1,6,0,0,0,0,0,0,5,10,15
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2015-05-01,3,2,0,2,2,4,3,25,19,18,0,0,0,0,27,51,78
CAJUATA,atencion odontologica,cirugia bucal menor,2015-05-01,2,0,12,9,4,4,32,18,3,4,0,0,0,0,53,35,88
CALAMARCA,atencion odontologica,cirugia bucal menor,2015-05-01,4,0,2,1,1,1,1,4,0,1,0,0,0,0,8,7,15
CAMARGO,atencion odontologica,cirugia bucal menor,2015-05-01,9,1,2,3,0,10,0,18,1,0,0,0,0,0,12,32,44
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2015-05-01,1,0,2,1,0,0,1,1,0,0,0,0,0,0,4,2,6
CAMIRI,atencion odontologica,cirugia bucal menor,2015-05-01,6,11,1,3,0,1,18,44,10,8,0,0,0,0,35,67,102
CAPINOTA,atencion odontologica,cirugia bucal menor,2015-05-01,7,12,3,0,1,1,3,8,4,1,0,0,0,0,18,22,40
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2015-05-01,2,0,3,5,2,4,6,5,3,4,0,0,0,0,16,18,34
CARACOLLO,atencion odontologica,cirugia bucal menor,2015-05-01,1,0,6,9,0,1,4,9,5,2,0,0,0,0,16,21,37
CARANAVI,atencion odontologica,cirugia bucal menor,2015-05-01,0,2,1,5,2,7,2,16,4,6,0,0,0,0,9,36,45
CARAPARI,atencion odontologica,cirugia bucal menor,2015-05-01,1,1,11,13,6,16,26,46,3,0,0,0,0,0,47,76,123
CARIPUYO,atencion odontologica,cirugia bucal menor,2015-05-01,1,0,2,1,3,3,5,10,1,1,0,0,0,0,12,15,27
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2015-05-01,2,2,0,0,0,0,4,11,1,0,0,0,0,0,7,13,20
CATACORA,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,1,0,1,2,2,3,2,0,0,0,0,0,6,5,11
CHALLAPATA,atencion odontologica,cirugia bucal menor,2015-05-01,16,13,64,54,1,15,30,59,21,23,0,0,0,0,132,164,296
CHAQUI,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3,1,4
CHARAGUA,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,1,1,3,4,0,17,1,1,0,0,0,0,5,23,28
CHARAÑA,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,0,0,1,1,1,3,4,0,0,0,0,0,6,4,10
CHAYANTA,atencion odontologica,cirugia bucal menor,2015-05-01,2,1,7,1,1,1,2,3,1,2,0,0,0,0,13,8,21
CHIMORE,atencion odontologica,cirugia bucal menor,2015-05-01,4,4,3,2,1,0,0,3,0,0,0,0,0,0,8,9,17
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2015-05-01,2,0,1,0,1,0,5,3,1,0,0,0,0,0,10,3,13
CHUA COCANI,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,1,2,2,1,7,8,10,13,0,0,0,0,20,24,44
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2015-05-01,8,5,3,2,0,0,0,5,0,0,0,0,0,0,11,12,23
CHUMA,atencion odontologica,cirugia bucal menor,2015-05-01,4,4,9,8,5,12,32,75,31,26,0,0,0,0,81,125,206
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,cirugia bucal menor,2015-05-01,4,4,0,0,0,3,2,4,0,0,0,0,0,0,6,11,17
CKOCHAS,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,3,4
CLIZA,atencion odontologica,cirugia bucal menor,2015-05-01,2,2,2,5,1,1,3,14,4,2,0,0,0,0,12,24,36
COBIJA,atencion odontologica,cirugia bucal menor,2015-05-01,3,7,7,12,4,4,10,14,1,0,0,0,0,0,25,37,62
COCAPATA,atencion odontologica,cirugia bucal menor,2015-05-01,3,7,1,1,0,2,0,7,1,2,0,0,0,0,5,19,24
COCHABAMBA,atencion odontologica,cirugia bucal menor,2015-05-01,84,80,57,48,27,44,98,157,45,44,0,0,0,0,311,373,684
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2015-05-01,12,11,0,0,0,1,0,15,0,1,0,0,0,0,12,28,40
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2015-05-01,7,4,2,5,2,6,5,9,4,0,0,0,0,0,20,24,44
COLLANA,atencion odontologica,cirugia bucal menor,2015-05-01,0,1,2,6,1,2,6,13,2,9,0,0,0,0,11,31,42
COLOMI,atencion odontologica,cirugia bucal menor,2015-05-01,8,0,1,0,0,1,0,7,1,2,0,0,0,0,10,10,20
COLQUECHACA,atencion odontologica,cirugia bucal menor,2015-05-01,5,3,7,0,3,6,10,22,17,26,0,0,0,0,42,57,99
COLQUENCHA,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,13,27,3,9,3,8,1,0,0,0,0,0,20,44,64
COLQUIRI,atencion odontologica,cirugia bucal menor,2015-05-01,3,3,14,16,8,8,29,24,15,12,0,0,0,0,69,63,132
COMANCHE,atencion odontologica,cirugia bucal menor,2015-05-01,0,1,0,0,2,4,3,3,0,3,0,0,0,0,5,11,16
COMARAPA,atencion odontologica,cirugia bucal menor,2015-05-01,0,1,0,1,3,6,0,0,2,0,0,0,0,0,5,8,13
COMBAYA,atencion odontologica,cirugia bucal menor,2015-05-01,0,1,0,0,0,0,0,1,8,8,0,0,0,0,8,10,18
CONCEPCION,atencion odontologica,cirugia bucal menor,2015-05-01,3,9,5,7,4,9,3,0,5,3,0,0,0,0,20,28,48
COPACABANA,atencion odontologica,cirugia bucal menor,2015-05-01,3,3,3,5,3,7,6,20,4,4,0,0,0,0,19,39,58
CORIPATA,atencion odontologica,cirugia bucal menor,2015-05-01,16,8,11,8,0,7,7,18,0,0,0,0,0,0,34,41,75
CORO CORO,atencion odontologica,cirugia bucal menor,2015-05-01,0,1,4,0,1,2,0,0,2,1,0,0,0,0,7,4,11
COROICO,atencion odontologica,cirugia bucal menor,2015-05-01,6,0,4,1,0,0,3,1,0,0,0,0,0,0,13,2,15
CORQUE,atencion odontologica,cirugia bucal menor,2015-05-01,0,6,0,0,0,4,1,11,2,3,0,0,0,0,3,24,27
COTAGAITA,atencion odontologica,cirugia bucal menor,2015-05-01,0,5,4,2,3,7,8,29,12,28,0,0,0,0,27,71,98
COTOCA,atencion odontologica,cirugia bucal menor,2015-05-01,7,4,10,13,0,7,6,23,4,4,0,0,0,0,27,51,78
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2015-05-01,4,1,3,2,1,4,5,14,2,5,0,0,0,0,15,26,41
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2015-05-01,0,0,2,0,0,0,0,0,1,1,0,0,0,0,3,1,4
CUEVO,atencion odontologica,cirugia bucal menor,2015-05-01,2,0,2,2,0,0,5,7,1,0,0,0,0,0,10,9,19
CULPINA,atencion odontologica,cirugia bucal menor,2015-05-01,3,3,5,3,0,0,8,9,2,2,0,0,0,0,18,17,35
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2015-05-01,0,6,5,4,2,3,4,7,12,1,0,0,0,0,23,21,44
CURVA,atencion odontologica,cirugia bucal menor,2015-05-01,3,1,0,1,0,0,1,4,0,0,0,0,0,0,4,6,10
DESAGUADERO,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,10,13,17,21,12,14,18,12,0,0,0,0,57,60,117
EL ALTO,atencion odontologica,cirugia bucal menor,2015-05-01,172,179,432,518,88,167,107,281,63,45,0,0,0,0,862,1190,2052
EL CHORO,atencion odontologica,cirugia bucal menor,2015-05-01,6,1,1,0,0,0,3,1,1,0,0,0,0,0,11,2,13
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2015-05-01,0,1,6,5,0,1,3,9,1,2,0,0,0,0,10,18,28
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2015-05-01,3,5,45,24,9,17,24,48,3,11,0,0,0,0,84,105,189
EL TORNO,atencion odontologica,cirugia bucal menor,2015-05-01,2,2,10,6,2,4,5,35,6,0,0,0,0,0,25,47,72
EL VILLAR,atencion odontologica,cirugia bucal menor,2015-05-01,0,1,8,13,2,4,5,23,1,2,0,0,0,0,16,43,59
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2015-05-01,0,2,13,22,0,4,10,18,2,1,0,0,0,0,25,47,72
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2015-05-01,13,6,1,3,0,2,0,2,0,0,0,0,0,0,14,13,27
ESCOMA,atencion odontologica,cirugia bucal menor,2015-05-01,0,2,0,1,1,0,3,6,1,1,0,0,0,0,5,10,15
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2015-05-01,5,1,3,0,1,4,5,4,2,2,0,0,0,0,16,11,27
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,7,7,1,1,2,8,6,4,0,0,0,0,16,20,36
FILADELFIA,atencion odontologica,cirugia bucal menor,2015-05-01,2,0,0,0,1,0,4,3,1,0,0,0,0,0,8,3,11
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,2,0,0,0,2,12,4,5,0,0,0,0,8,17,25
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2015-05-01,5,7,7,11,4,13,16,18,3,13,0,0,0,0,35,62,97
GUANAY,atencion odontologica,cirugia bucal menor,2015-05-01,1,2,0,0,4,1,4,3,2,5,0,0,0,0,11,11,22
GUAQUI,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,1,1,0,0,3,5,2,0,0,0,0,0,6,6,12
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2015-05-01,5,6,6,12,8,11,8,17,2,3,0,0,0,0,29,49,78
GUTIERREZ,atencion odontologica,cirugia bucal menor,2015-05-01,6,5,1,5,2,3,12,46,9,9,0,0,0,0,30,68,98
HUACARETA,atencion odontologica,cirugia bucal menor,2015-05-01,1,0,1,0,0,0,0,2,1,0,0,0,0,0,3,2,5
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2015-05-01,1,4,3,4,0,4,1,15,0,0,0,0,0,0,5,27,32
HUANUNI,atencion odontologica,cirugia bucal menor,2015-05-01,3,2,2,4,1,1,8,1,0,0,0,0,0,0,14,8,22
HUARINA,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,0,1,1,4,3,9,8,4,0,0,0,0,12,18,30
HUATAJATA,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,3,2,1,3,2,2,9,11,0,0,0,0,15,18,33
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2015-05-01,2,0,7,1,1,1,5,1,2,2,0,0,0,0,17,5,22
HUMANATA,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,0,1,2,2,3,13,12,7,0,0,0,0,17,23,40
ICHOCA,atencion odontologica,cirugia bucal menor,2015-05-01,2,1,0,0,3,4,4,4,5,5,0,0,0,0,14,14,28
ICLA,atencion odontologica,cirugia bucal menor,2015-05-01,2,1,11,17,3,10,12,25,1,9,0,0,0,0,29,62,91
INCAHUASI,atencion odontologica,cirugia bucal menor,2015-05-01,6,6,4,13,1,8,0,24,5,6,0,0,0,0,16,57,73
INQUISIVI,atencion odontologica,cirugia bucal menor,2015-05-01,1,2,10,8,4,14,13,38,11,12,0,0,0,0,39,74,113
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2015-05-01,6,14,4,13,0,3,4,24,14,5,0,0,0,0,28,59,87
IXIAMAS,atencion odontologica,cirugia bucal menor,2015-05-01,2,0,2,0,1,1,3,4,1,0,0,0,0,0,9,5,14
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2015-05-01,0,1,2,2,3,2,2,2,2,4,0,0,0,0,9,11,20
LA ASUNTA,atencion odontologica,cirugia bucal menor,2015-05-01,9,5,15,20,5,15,36,82,5,14,0,0,0,0,70,136,206
LA GUARDIA,atencion odontologica,cirugia bucal menor,2015-05-01,10,14,1,4,0,11,2,12,5,12,0,0,0,0,18,53,71
LA PAZ,atencion odontologica,cirugia bucal menor,2015-05-01,128,125,127,120,78,81,126,245,60,81,0,0,0,0,519,652,1171
LAJA,atencion odontologica,cirugia bucal menor,2015-05-01,5,3,0,1,0,5,2,17,1,7,0,0,0,0,8,33,41
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,3,1,1,0,3,2,0,1,0,0,0,0,7,4,11
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2015-05-01,0,2,3,2,3,1,2,4,5,11,0,0,0,0,13,20,33
LLALLAGUA,atencion odontologica,cirugia bucal menor,2015-05-01,25,19,17,18,6,5,12,43,11,18,0,0,0,0,71,103,174
LLICA,atencion odontologica,cirugia bucal menor,2015-05-01,3,1,4,7,3,2,13,24,1,0,0,0,0,0,24,34,58
LURIBAY,atencion odontologica,cirugia bucal menor,2015-05-01,4,0,5,3,5,5,8,9,9,6,0,0,0,0,31,23,54
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
MACHARETI,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,2,4,1,1,9,20,7,4,0,0,0,0,19,29,48
MAGDALENA,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MALLA,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2
MAPIRI,atencion odontologica,cirugia bucal menor,2015-05-01,3,2,7,10,4,4,14,20,0,0,0,0,0,0,28,36,64
MECAPACA,atencion odontologica,cirugia bucal menor,2015-05-01,2,1,9,7,7,5,11,19,11,4,0,0,0,0,40,36,76
MIZQUE,atencion odontologica,cirugia bucal menor,2015-05-01,2,6,6,14,0,0,2,29,7,4,0,0,0,0,17,53,70
MOCOMOCO,atencion odontologica,cirugia bucal menor,2015-05-01,1,0,0,0,1,0,0,2,1,0,0,0,0,0,3,2,5
MOJINETE,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
MOJOCOYA,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,2,2,0,4,4,20,5,0,0,0,0,0,11,26,37
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2015-05-01,3,3,10,13,2,4,25,31,1,7,0,0,0,0,41,58,99
MONTERO,atencion odontologica,cirugia bucal menor,2015-05-01,8,7,29,37,2,12,19,47,6,4,0,0,0,0,64,107,171
MORO MORO,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
MOROCHATA,atencion odontologica,cirugia bucal menor,2015-05-01,2,4,2,0,2,5,4,23,12,3,0,0,0,0,22,35,57
OCURI,atencion odontologica,cirugia bucal menor,2015-05-01,2,6,1,2,7,5,12,18,4,10,0,0,0,0,26,41,67
OKINAWA,atencion odontologica,cirugia bucal menor,2015-05-01,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,3
ORURO,atencion odontologica,cirugia bucal menor,2015-05-01,76,65,131,99,20,60,100,163,85,54,0,0,0,0,412,441,853
PADCAYA,atencion odontologica,cirugia bucal menor,2015-05-01,0,1,8,4,1,12,14,19,0,1,0,0,0,0,23,37,60
PADILLA,atencion odontologica,cirugia bucal menor,2015-05-01,1,0,1,3,0,0,1,1,1,0,0,0,0,0,4,4,8
PAILON,atencion odontologica,cirugia bucal menor,2015-05-01,0,5,0,2,0,1,0,3,2,0,0,0,0,0,2,11,13
PALCA,atencion odontologica,cirugia bucal menor,2015-05-01,5,13,10,15,1,8,11,34,7,3,0,0,0,0,34,73,107
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2015-05-01,1,3,1,6,1,2,7,16,7,8,0,0,0,0,17,35,52
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,3
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2015-05-01,1,1,0,0,0,0,2,4,1,0,0,0,0,0,4,5,9
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2015-05-01,1,1,1,1,1,1,5,11,3,16,0,0,0,0,11,30,41
PASORAPA,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,1,0,0,1,2,3,0,1,0,0,0,0,3,5,8
PATACAMAYA,atencion odontologica,cirugia bucal menor,2015-05-01,3,5,2,0,2,0,0,0,0,0,0,0,0,0,7,5,12
PAZÑA,atencion odontologica,cirugia bucal menor,2015-05-01,2,2,0,0,0,0,3,5,0,1,0,0,0,0,5,8,13
PELECHUCO,atencion odontologica,cirugia bucal menor,2015-05-01,2,1,2,1,0,3,8,14,0,1,0,0,0,0,12,20,32
POCOATA,atencion odontologica,cirugia bucal menor,2015-05-01,4,7,1,6,4,5,5,19,9,2,0,0,0,0,23,39,62
POCONA,atencion odontologica,cirugia bucal menor,2015-05-01,1,2,2,2,0,0,0,3,0,0,0,0,0,0,3,7,10
POJO (CBBA),atencion odontologica,cirugia bucal menor,2015-05-01,5,3,3,13,0,5,5,11,1,4,0,0,0,0,14,36,50
POOPO,atencion odontologica,cirugia bucal menor,2015-05-01,2,4,15,18,1,3,4,9,3,7,0,0,0,0,25,41,66
PORCO,atencion odontologica,cirugia bucal menor,2015-05-01,1,1,5,7,1,2,1,17,0,0,0,0,0,0,8,27,35
POROMA,atencion odontologica,cirugia bucal menor,2015-05-01,0,1,14,13,2,0,7,34,6,7,0,0,0,0,29,55,84
PORONGO,atencion odontologica,cirugia bucal menor,2015-05-01,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,3
PORTACHUELO,atencion odontologica,cirugia bucal menor,2015-05-01,6,5,2,8,1,6,10,3,6,3,0,0,0,0,25,25,50
PORVENIR,atencion odontologica,cirugia bucal menor,2015-05-01,2,1,6,1,4,4,3,9,2,2,0,0,0,0,17,17,34
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,2,0,1,0,4,2,2,0,0,0,0,0,9,2,11
POTOSI,atencion odontologica,cirugia bucal menor,2015-05-01,63,48,25,24,62,61,95,146,25,17,0,0,0,0,270,296,566
PRESTO,atencion odontologica,cirugia bucal menor,2015-05-01,1,1,5,6,2,7,7,26,4,3,0,0,0,0,19,43,62
PUCARA,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,0,1,2,0,2,1,0,0,0,0,0,0,4,2,6
PUCARANI,atencion odontologica,cirugia bucal menor,2015-05-01,5,5,16,12,14,20,27,40,29,16,0,0,0,0,91,93,184
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2015-05-01,0,1,9,5,7,9,13,26,4,12,0,0,0,0,33,53,86
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2015-05-01,0,1,1,0,3,4,13,9,4,3,0,0,0,0,21,17,38
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2015-05-01,3,1,1,1,0,0,0,1,1,0,0,0,0,0,5,3,8
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,1,0,1,5,8,1,2,3,0,0,0,0,12,9,21
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,0,0,0,0,27,6,1,2,0,0,0,0,28,8,36
PUERTO RICO,atencion odontologica,cirugia bucal menor,2015-05-01,3,1,4,1,4,4,6,9,3,6,0,0,0,0,20,21,41
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,0,1,0,1,0,14,5,2,0,0,0,0,5,18,23
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2015-05-01,1,0,0,1,3,3,4,4,0,0,0,0,0,0,8,8,16
PUNA,atencion odontologica,cirugia bucal menor,2015-05-01,3,3,9,7,1,2,6,12,6,8,0,0,0,0,25,32,57
PUNATA,atencion odontologica,cirugia bucal menor,2015-05-01,4,6,10,7,0,0,0,3,2,2,0,0,0,0,16,18,34
QUIABAYA,atencion odontologica,cirugia bucal menor,2015-05-01,1,0,0,4,2,0,9,14,5,1,0,0,0,0,17,19,36
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2015-05-01,34,20,33,13,3,11,16,39,23,11,0,0,0,0,109,94,203
QUIME,atencion odontologica,cirugia bucal menor,2015-05-01,8,7,17,13,4,4,12,18,9,6,0,0,0,0,50,48,98
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2
RAVELO,atencion odontologica,cirugia bucal menor,2015-05-01,6,6,3,1,2,0,4,9,1,7,0,0,0,0,16,23,39
REYES,atencion odontologica,cirugia bucal menor,2015-05-01,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,3
RIBERALTA,atencion odontologica,cirugia bucal menor,2015-05-01,7,7,19,26,18,22,28,48,12,2,0,0,0,0,84,105,189
ROBORE,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,1,0,2,1,0,9,2,1,0,0,0,0,5,11,16
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2015-05-01,4,4,10,9,12,11,10,8,2,1,0,0,0,0,38,33,71
SABAYA,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,2,1,0,2,2,3,1,3,0,0,0,0,5,9,14
SACABA,atencion odontologica,cirugia bucal menor,2015-05-01,37,24,93,145,6,17,11,24,12,11,0,0,0,0,159,221,380
SACABAMBA,atencion odontologica,cirugia bucal menor,2015-05-01,1,1,0,0,1,0,0,2,1,1,0,0,0,0,3,4,7
SACACA,atencion odontologica,cirugia bucal menor,2015-05-01,3,3,1,0,1,2,6,7,0,1,0,0,0,0,11,13,24
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2015-05-01,3,7,8,2,0,3,1,13,4,0,0,0,0,0,16,25,41
SAMAIPATA,atencion odontologica,cirugia bucal menor,2015-05-01,0,1,0,0,0,0,6,10,11,5,0,0,0,0,17,16,33
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,3,4
SAN ANDRES,atencion odontologica,cirugia bucal menor,2015-05-01,1,4,3,4,2,2,3,7,0,1,0,0,0,0,9,18,27
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,1,1,3,2,2,2,2,2,0,0,0,0,8,7,15
SAN ANTONIO DE ESMORUCO,atencion odontologica,cirugia bucal menor,2015-05-01,0,0,1,3,3,2,2,13,1,0,0,0,0,0,7,18,25
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2015-05-01,1,1,2,2,2,2,2,2,3,5,0,0,0,0,10,12,22
SAN BENITO,atencion odontologica,cirugia bucal menor,2015-05-01,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,3
SAN BORJA,atencion odontologica,cirugia bucal menor,2015-05-01,0,1,13,11,4,6,11,34,11,5,0,0,0,0,39,57,96
