,group,variable,month,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA MENORES DE 5 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 5 A 13 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 14 A 19 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 20 A 59 AÑOS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA 60 AÑOS Y MAS,PRIMERA CONSULTA EMB,PRIMERA CONSULTA EMB,PRIMERA CONSULTA POST,PRIMERA CONSULTA POST,TOTALES,TOTALES,TOTALES
CURVA,atencion odontologica,primera consulta,2015-04-01,3,0,1,1,1,1,6,7,0,2,0,0,0,1,11,12,23
DESAGUADERO,atencion odontologica,primera consulta,2015-04-01,16,23,7,10,16,13,10,14,27,23,0,10,0,14,76,107,183
EL ALTO,atencion odontologica,primera consulta,2015-04-01,1042,1032,1047,1246,262,464,238,648,64,65,0,333,0,198,2653,3986,6639
EL CHORO,atencion odontologica,primera consulta,2015-04-01,8,7,3,3,0,0,1,8,3,4,0,2,0,2,15,26,41
EL PUENTE(STC),atencion odontologica,primera consulta,2015-04-01,39,28,127,120,3,7,14,28,1,3,0,12,0,0,184,198,382
EL PUENTE(TJA),atencion odontologica,primera consulta,2015-04-01,14,14,46,33,14,22,22,72,8,11,0,5,0,1,104,158,262
EL TORNO,atencion odontologica,primera consulta,2015-04-01,78,72,93,82,35,57,41,107,13,21,0,25,0,22,260,386,646
EL VILLAR,atencion odontologica,primera consulta,2015-04-01,11,11,10,10,1,8,8,12,2,3,0,6,0,6,32,56,88
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2015-04-01,68,73,101,106,14,26,45,101,7,5,0,12,0,11,235,334,569
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2015-04-01,22,17,2,1,2,8,4,15,3,0,0,7,0,16,33,64,97
ESCOMA,atencion odontologica,primera consulta,2015-04-01,4,3,6,6,4,4,14,23,14,5,0,4,0,3,42,48,90
EUCALIPTUS,atencion odontologica,primera consulta,2015-04-01,1,7,3,12,4,10,7,18,3,3,0,7,0,4,18,61,79
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2015-04-01,20,14,16,13,2,6,5,19,6,3,0,3,0,2,49,60,109
FILADELFIA,atencion odontologica,primera consulta,2015-04-01,14,12,20,12,3,5,10,7,3,1,0,9,0,0,50,46,96
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2015-04-01,31,23,3,3,0,5,7,21,2,1,0,14,0,10,43,77,120
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2015-04-01,16,12,2,5,4,7,10,15,2,6,0,1,0,3,34,49,83
GUANAY,atencion odontologica,primera consulta,2015-04-01,14,10,2,1,1,9,7,21,3,3,0,10,0,1,27,55,82
GUAQUI,atencion odontologica,primera consulta,2015-04-01,21,29,7,9,8,13,14,37,9,14,0,15,0,5,59,122,181
GUAYARAMERIN,atencion odontologica,primera consulta,2015-04-01,13,16,20,20,10,16,48,52,2,1,0,55,0,4,93,164,257
GUTIERREZ,atencion odontologica,primera consulta,2015-04-01,12,6,1,1,2,2,0,7,0,1,0,2,0,4,15,23,38
HUACARETA,atencion odontologica,primera consulta,2015-04-01,9,6,1,2,0,3,12,14,2,4,0,12,0,0,24,41,65
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2015-04-01,16,7,6,15,16,21,6,17,1,0,0,5,0,4,45,69,114
HUACHACALLA,atencion odontologica,primera consulta,2015-04-01,2,6,0,1,0,0,0,2,4,13,0,1,0,1,6,24,30
HUANUNI,atencion odontologica,primera consulta,2015-04-01,19,15,22,43,15,15,37,36,6,4,0,1,0,1,99,115,214
HUARINA,atencion odontologica,primera consulta,2015-04-01,1,1,8,11,1,3,2,7,2,0,0,0,0,0,14,22,36
HUATAJATA,atencion odontologica,primera consulta,2015-04-01,4,3,4,7,3,6,16,11,15,11,0,12,0,0,42,50,92
HUAYLLAMARCA,atencion odontologica,primera consulta,2015-04-01,8,14,19,15,3,5,22,10,4,6,0,2,0,3,56,55,111
HUMANATA,atencion odontologica,primera consulta,2015-04-01,10,15,1,3,0,4,5,15,16,30,0,2,0,6,32,75,107
ICHOCA,atencion odontologica,primera consulta,2015-04-01,5,2,3,4,0,4,9,6,12,3,0,0,0,1,29,20,49
ICLA,atencion odontologica,primera consulta,2015-04-01,15,29,14,16,11,15,11,28,1,5,0,11,0,1,52,105,157
INCAHUASI,atencion odontologica,primera consulta,2015-04-01,90,109,8,7,2,20,9,101,2,4,0,51,0,24,111,316,427
INQUISIVI,atencion odontologica,primera consulta,2015-04-01,6,6,3,5,7,8,13,22,10,3,0,9,0,0,39,53,92
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2015-04-01,20,18,10,16,3,9,11,22,7,3,0,8,0,7,51,83,134
IXIAMAS,atencion odontologica,primera consulta,2015-04-01,4,3,13,6,8,9,17,30,1,0,0,2,0,2,43,52,95
JESUS DE MACHACA,atencion odontologica,primera consulta,2015-04-01,10,13,8,5,12,8,18,12,6,2,0,2,0,2,54,44,98
LA ASUNTA,atencion odontologica,primera consulta,2015-04-01,69,62,39,41,17,20,41,115,3,4,0,18,0,16,169,276,445
LA GUARDIA,atencion odontologica,primera consulta,2015-04-01,125,96,17,21,1,25,12,65,14,8,0,34,0,16,169,265,434
LA PAZ,atencion odontologica,primera consulta,2015-04-01,1754,1522,684,702,416,573,839,1658,324,331,0,377,0,286,4017,5449,9466
LAGUNILLAS,atencion odontologica,primera consulta,2015-04-01,7,6,7,5,1,5,13,28,4,1,0,1,0,2,32,48,80
LAJA,atencion odontologica,primera consulta,2015-04-01,36,28,10,13,6,15,18,44,8,8,0,16,0,11,78,135,213
LAS CARRERAS,atencion odontologica,primera consulta,2015-04-01,19,18,12,5,2,1,10,14,5,1,0,3,0,1,48,43,91
LICOMA PAMPA,atencion odontologica,primera consulta,2015-04-01,11,5,2,4,1,6,2,8,2,1,0,6,0,4,18,34,52
LLALLAGUA,atencion odontologica,primera consulta,2015-04-01,132,152,26,18,10,31,31,101,9,15,0,28,0,20,208,365,573
LLICA,atencion odontologica,primera consulta,2015-04-01,1,4,5,2,5,4,10,17,1,3,0,2,0,2,22,34,56
LORETO,atencion odontologica,primera consulta,2015-04-01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,3
LURIBAY,atencion odontologica,primera consulta,2015-04-01,15,19,3,5,6,7,10,20,2,3,0,4,0,9,36,67,103
MACHACAMARCA,atencion odontologica,primera consulta,2015-04-01,11,9,9,10,3,1,4,10,2,4,0,1,0,0,29,35,64
MACHARETI,atencion odontologica,primera consulta,2015-04-01,24,27,4,3,2,1,8,13,5,2,0,18,0,4,43,68,111
MAGDALENA,atencion odontologica,primera consulta,2015-04-01,4,5,6,16,9,5,7,21,0,1,0,2,0,4,26,54,80
MAIRANA,atencion odontologica,primera consulta,2015-04-01,20,24,4,5,5,1,13,14,6,13,0,9,0,5,48,71,119
MALLA,atencion odontologica,primera consulta,2015-04-01,0,1,1,0,2,0,4,4,1,2,0,0,0,0,8,7,15
MAPIRI,atencion odontologica,primera consulta,2015-04-01,35,36,7,8,6,10,27,32,2,2,0,5,0,9,77,102,179
MECAPACA,atencion odontologica,primera consulta,2015-04-01,12,25,7,5,1,8,6,21,7,4,0,2,0,8,33,73,106
MINEROS,atencion odontologica,primera consulta,2015-04-01,0,3,0,0,0,1,1,4,0,0,0,0,0,0,1,8,9
MIZQUE,atencion odontologica,primera consulta,2015-04-01,11,4,4,3,4,4,6,17,6,4,0,2,0,5,31,39,70
MOCOMOCO,atencion odontologica,primera consulta,2015-04-01,6,11,5,7,16,17,28,33,6,4,0,3,0,4,61,79,140
MOJINETE,atencion odontologica,primera consulta,2015-04-01,0,0,0,0,0,2,3,1,2,3,0,0,0,0,5,6,11
MOJOCOYA,atencion odontologica,primera consulta,2015-04-01,23,28,12,8,5,17,14,35,4,6,0,23,0,1,58,118,176
MONTEAGUDO,atencion odontologica,primera consulta,2015-04-01,95,89,15,15,7,17,32,110,3,5,0,52,0,11,152,299,451
MONTERO,atencion odontologica,primera consulta,2015-04-01,80,79,115,99,32,53,114,211,26,21,0,40,0,25,367,528,895
MORO MORO,atencion odontologica,primera consulta,2015-04-01,19,6,3,6,0,5,8,12,2,0,0,2,0,0,32,31,63
MOROCHATA,atencion odontologica,primera consulta,2015-04-01,10,27,4,0,6,14,3,22,15,12,0,9,0,9,38,93,131
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,primera consulta,2015-04-01,5,2,0,0,0,0,0,1,0,0,0,2,0,2,5,7,12
OCURI,atencion odontologica,primera consulta,2015-04-01,28,18,2,7,5,15,25,39,3,12,0,8,0,11,63,110,173
OKINAWA,atencion odontologica,primera consulta,2015-04-01,4,3,5,2,0,7,5,15,4,7,0,5,0,0,18,39,57
OMEREQUE,atencion odontologica,primera consulta,2015-04-01,3,3,4,4,0,2,4,6,5,2,0,0,0,0,16,17,33
ORURO,atencion odontologica,primera consulta,2015-04-01,244,252,168,192,83,132,333,457,91,64,0,106,0,66,919,1269,2188
PADCAYA,atencion odontologica,primera consulta,2015-04-01,24,23,73,55,20,24,20,62,2,1,0,0,0,1,139,166,305
PADILLA,atencion odontologica,primera consulta,2015-04-01,43,32,17,29,8,4,16,35,4,1,0,23,0,3,88,127,215
PAILON,atencion odontologica,primera consulta,2015-04-01,38,34,20,15,4,6,8,30,2,4,0,18,0,11,72,118,190
PALCA,atencion odontologica,primera consulta,2015-04-01,28,36,13,9,3,8,15,24,4,2,0,2,0,0,63,81,144
PALOS BLANCOS,atencion odontologica,primera consulta,2015-04-01,193,55,18,18,7,11,27,56,8,6,0,13,0,27,253,186,439
PAMPA AULLAGAS,atencion odontologica,primera consulta,2015-04-01,3,3,3,5,1,0,10,7,2,0,0,1,0,4,19,20,39
PAMPA GRANDE,atencion odontologica,primera consulta,2015-04-01,19,19,0,1,0,0,1,6,1,1,0,4,0,3,21,34,55
PAPEL PAMPA,atencion odontologica,primera consulta,2015-04-01,13,21,6,0,3,6,8,4,3,5,0,2,0,3,33,41,74
PASORAPA,atencion odontologica,primera consulta,2015-04-01,0,1,1,0,1,2,3,9,2,2,0,2,0,1,7,17,24
PATACAMAYA,atencion odontologica,primera consulta,2015-04-01,27,34,14,6,3,11,10,28,6,5,0,12,0,4,60,100,160
PAZÑA,atencion odontologica,primera consulta,2015-04-01,6,9,2,6,1,3,4,5,2,2,0,4,0,3,15,32,47
PELECHUCO,atencion odontologica,primera consulta,2015-04-01,0,1,0,1,2,2,5,5,0,0,0,0,0,0,7,9,16
POCOATA,atencion odontologica,primera consulta,2015-04-01,23,23,6,1,6,2,5,4,4,3,0,10,0,9,44,52,96
POCONA,atencion odontologica,primera consulta,2015-04-01,14,27,119,92,8,10,15,24,4,6,0,7,0,12,160,178,338
POJO (CBBA),atencion odontologica,primera consulta,2015-04-01,34,39,21,21,4,7,17,26,3,5,0,7,0,8,79,113,192
POOPO,atencion odontologica,primera consulta,2015-04-01,5,6,6,6,3,2,11,12,8,7,0,2,0,2,33,37,70
PORCO,atencion odontologica,primera consulta,2015-04-01,12,6,8,10,3,7,4,31,0,3,0,8,0,1,27,66,93
POROMA,atencion odontologica,primera consulta,2015-04-01,19,18,31,30,14,11,6,26,0,6,0,12,0,4,70,107,177
PORONGO,atencion odontologica,primera consulta,2015-04-01,6,10,7,10,0,1,4,3,2,0,0,2,0,0,19,26,45
PORTACHUELO,atencion odontologica,primera consulta,2015-04-01,4,8,7,9,2,5,6,15,4,2,0,3,0,0,23,42,65
PORVENIR,atencion odontologica,primera consulta,2015-04-01,27,27,7,8,6,7,15,19,3,1,0,10,0,1,58,73,131
POSTRER VALLE,atencion odontologica,primera consulta,2015-04-01,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,3
POTOSI,atencion odontologica,primera consulta,2015-04-01,174,177,165,151,100,147,293,503,39,39,0,114,0,66,771,1197,1968
PRESTO,atencion odontologica,primera consulta,2015-04-01,58,52,8,12,3,10,10,25,2,4,0,13,0,5,81,121,202
PUCARANI,atencion odontologica,primera consulta,2015-04-01,13,17,15,20,15,20,26,54,17,11,0,2,0,3,86,127,213
PUERTO ACOSTA,atencion odontologica,primera consulta,2015-04-01,9,14,8,7,5,8,17,24,14,17,0,6,0,4,53,80,133
PUERTO CARABUCO,atencion odontologica,primera consulta,2015-04-01,14,10,8,5,7,17,34,40,7,8,0,0,0,6,70,86,156
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2015-04-01,40,37,22,15,3,14,8,10,1,1,0,13,0,2,74,92,166
PUERTO PEREZ,atencion odontologica,primera consulta,2015-04-01,2,2,3,3,0,1,2,7,1,1,0,1,0,1,8,16,24
PUERTO QUIJARRO,atencion odontologica,primera consulta,2015-04-01,33,20,2,1,1,4,63,14,4,2,0,4,0,4,103,49,152
PUERTO RICO,atencion odontologica,primera consulta,2015-04-01,15,8,5,9,8,5,17,28,1,1,0,9,0,2,46,62,108
PUERTO SUAREZ,atencion odontologica,primera consulta,2015-04-01,3,9,11,9,1,7,3,21,1,0,0,18,0,4,19,68,87
PUERTO VILLARROEL,atencion odontologica,primera consulta,2015-04-01,26,25,14,15,8,18,33,58,6,3,0,8,0,14,87,141,228
PUNA,atencion odontologica,primera consulta,2015-04-01,23,15,9,12,6,13,28,43,12,4,0,6,0,10,78,103,181
PUNATA,atencion odontologica,primera consulta,2015-04-01,21,28,13,16,1,8,14,38,8,8,0,15,0,12,57,125,182
QUIABAYA,atencion odontologica,primera consulta,2015-04-01,16,14,1,3,2,8,13,16,2,1,0,13,0,6,34,61,95
QUILLACOLLO,atencion odontologica,primera consulta,2015-04-01,121,162,32,31,43,67,61,130,14,22,0,26,0,46,271,484,755
QUIME,atencion odontologica,primera consulta,2015-04-01,40,30,8,7,8,17,17,27,7,3,0,13,0,17,80,114,194
QUIRUSILLAS,atencion odontologica,primera consulta,2015-04-01,2,0,1,2,1,3,1,6,0,2,0,3,0,2,5,18,23
RAVELO,atencion odontologica,primera consulta,2015-04-01,20,22,19,8,2,1,21,23,8,9,0,5,0,1,70,69,139
REYES,atencion odontologica,primera consulta,2015-04-01,2,6,68,61,4,12,11,25,3,2,0,4,0,0,88,110,198
RIBERALTA,atencion odontologica,primera consulta,2015-04-01,88,78,86,93,44,109,48,228,8,8,0,297,0,84,274,897,1171
ROBORE,atencion odontologica,primera consulta,2015-04-01,26,26,3,0,3,4,5,21,1,0,0,13,0,6,38,70,108
RURRENABAQUE,atencion odontologica,primera consulta,2015-04-01,16,16,12,12,12,15,16,42,5,4,0,22,0,4,61,115,176
SABAYA,atencion odontologica,primera consulta,2015-04-01,2,2,0,0,0,1,4,4,7,7,0,0,0,2,13,16,29
SACABA,atencion odontologica,primera consulta,2015-04-01,154,123,152,165,41,84,38,81,36,52,0,26,0,59,421,590,1011
SACABAMBA,atencion odontologica,primera consulta,2015-04-01,0,1,1,1,1,4,2,10,0,1,0,2,0,0,4,19,23
SACACA,atencion odontologica,primera consulta,2015-04-01,17,16,9,7,6,3,17,33,5,12,0,9,0,4,54,84,138
SAIPINA,atencion odontologica,primera consulta,2015-04-01,3,2,0,6,2,3,3,3,9,4,0,4,0,0,17,22,39
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2015-04-01,14,17,10,11,8,10,11,18,5,3,0,7,0,10,48,76,124
SAMAIPATA,atencion odontologica,primera consulta,2015-04-01,17,21,3,2,0,0,5,9,5,7,0,3,0,1,30,43,73
SAN AGUSTIN,atencion odontologica,primera consulta,2015-04-01,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,5,5
SAN ANDRES,atencion odontologica,primera consulta,2015-04-01,7,4,5,6,1,1,8,16,0,0,0,2,0,1,21,30,51
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2015-04-01,18,16,26,28,5,8,11,18,11,12,0,3,0,5,71,90,161
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2015-04-01,0,0,6,3,1,1,2,4,0,2,0,0,0,0,9,10,19
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2015-04-01,38,57,2,2,0,2,4,5,4,5,0,9,0,2,48,82,130
SAN BENITO,atencion odontologica,primera consulta,2015-04-01,7,4,0,9,1,3,2,7,1,5,0,4,0,1,11,33,44
SAN BORJA,atencion odontologica,primera consulta,2015-04-01,14,17,18,22,11,23,19,66,15,9,0,6,0,12,77,155,232
SAN BUENA VENTURA,atencion odontologica,primera consulta,2015-04-01,6,7,6,9,1,2,3,18,2,7,0,4,0,3,18,50,68
SAN CARLOS,atencion odontologica,primera consulta,2015-04-01,11,10,4,14,19,22,11,46,6,3,0,3,0,5,51,103,154
SAN IGNACIO,atencion odontologica,primera consulta,2015-04-01,33,34,90,90,60,95,30,99,6,0,0,16,0,7,219,341,560
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2015-04-01,76,87,9,8,7,9,16,26,17,13,0,6,0,7,125,156,281
SAN JAVIER(BNI),atencion odontologica,primera consulta,2015-04-01,1,0,2,1,1,0,1,1,2,0,0,0,0,0,7,2,9
SAN JAVIER(STC),atencion odontologica,primera consulta,2015-04-01,1,4,6,6,2,4,4,14,3,2,0,4,0,3,16,37,53
SAN JOAQUIN,atencion odontologica,primera consulta,2015-04-01,4,6,0,0,1,0,0,4,0,0,0,0,0,0,5,10,15
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2015-04-01,8,9,7,10,5,10,8,28,4,0,0,12,0,5,32,74,106
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2015-04-01,8,8,4,5,0,3,3,6,1,1,0,3,0,4,16,30,46
SAN JULIAN,atencion odontologica,primera consulta,2015-04-01,82,67,26,29,8,10,3,32,5,11,0,51,0,52,124,252,376
SAN LORENZO(TJA),atencion odontologica,primera consulta,2015-04-01,19,26,47,46,16,27,45,113,8,8,0,5,0,1,135,226,361
SAN LUCAS,atencion odontologica,primera consulta,2015-04-01,66,53,13,10,12,27,29,78,17,2,0,46,0,21,137,237,374
SAN MATIAS,atencion odontologica,primera consulta,2015-04-01,19,29,8,9,4,4,12,6,5,5,0,7,0,0,48,60,108
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2015-04-01,48,39,4,2,2,5,11,26,3,5,0,7,0,11,68,95,163
SAN PABLO DE LIPEZ,atencion odontologica,primera consulta,2015-04-01,2,1,2,3,4,2,4,5,0,0,0,4,0,0,12,15,27
SAN PEDRO,atencion odontologica,primera consulta,2015-04-01,42,52,73,80,12,26,13,41,7,8,0,21,0,6,147,234,381
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2015-04-01,2,3,26,21,3,12,10,24,3,7,0,10,0,11,44,88,132
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2015-04-01,11,18,2,3,2,3,15,7,5,8,0,6,0,5,35,50,85
SAN PEDRO DE QUEMES,atencion odontologica,primera consulta,2015-04-01,1,2,2,0,0,1,2,3,0,0,0,0,0,3,5,9,14
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2015-04-01,9,3,6,8,2,6,6,7,9,6,0,2,0,3,32,35,67
SAN RAFAEL,atencion odontologica,primera consulta,2015-04-01,1,6,1,1,0,3,2,8,1,2,0,9,0,2,5,31,36
SAN RAMON BENI,atencion odontologica,primera consulta,2015-04-01,2,0,0,0,1,4,9,11,0,0,0,4,0,0,12,19,31
SAN RAMON SCZ,atencion odontologica,primera consulta,2015-04-01,42,61,12,15,10,19,25,39,2,3,0,15,0,6,91,158,249
SANTA ANA,atencion odontologica,primera consulta,2015-04-01,9,22,17,18,11,9,17,23,6,7,0,2,0,2,60,83,143
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2015-04-01,2028,1973,1048,1165,606,994,1210,2612,547,582,0,993,0,287,5439,8606,14045
SANTA ROSA,atencion odontologica,primera consulta,2015-04-01,35,44,83,65,1,2,2,2,0,0,0,0,0,0,121,113,234
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2015-04-01,30,24,8,3,4,10,11,25,3,0,0,2,0,2,56,66,122
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2015-04-01,2,2,2,5,1,4,5,4,2,0,0,0,0,1,12,16,28
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2015-04-01,25,17,50,34,4,13,76,89,12,6,0,5,0,4,167,168,335
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2015-04-01,2,2,3,1,2,7,7,9,4,3,0,2,0,2,18,26,44
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2015-04-01,7,12,4,3,3,2,6,8,1,4,0,5,0,0,21,34,55
SANTIVAÑES,atencion odontologica,primera consulta,2015-04-01,8,4,3,3,0,2,6,8,2,3,0,0,0,1,19,21,40
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2015-04-01,4,2,5,9,7,3,6,9,1,2,0,2,0,0,23,27,50
SAPAHAQUI,atencion odontologica,primera consulta,2015-04-01,17,14,5,5,4,12,19,28,4,5,0,16,0,10,49,90,139
SENA,atencion odontologica,primera consulta,2015-04-01,18,15,0,0,0,2,1,3,0,0,0,3,0,2,19,25,44
SHINAOTA,atencion odontologica,primera consulta,2015-04-01,13,7,0,0,0,3,0,8,1,0,0,6,0,7,14,31,45
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2015-04-01,33,24,13,12,6,10,20,33,7,5,0,4,0,3,79,91,170
SICAYA,atencion odontologica,primera consulta,2015-04-01,4,0,0,8,0,0,4,9,1,1,0,1,0,2,9,21,30
SIPE SIPE,atencion odontologica,primera consulta,2015-04-01,62,73,19,30,2,24,8,91,11,13,0,55,0,45,102,331,433
SOPACHUY,atencion odontologica,primera consulta,2015-04-01,5,9,6,10,5,2,16,28,4,6,0,8,0,0,36,63,99
SORACACHI,atencion odontologica,primera consulta,2015-04-01,10,8,6,6,1,1,10,21,5,1,0,1,0,5,32,43,75
SORATA,atencion odontologica,primera consulta,2015-04-01,7,9,0,3,2,10,3,6,1,4,0,6,0,6,13,44,57
SUCRE,atencion odontologica,primera consulta,2015-04-01,858,898,239,273,109,247,394,988,120,89,0,570,0,176,1720,3241,4961
TACACHI,atencion odontologica,primera consulta,2015-04-01,1,1,26,19,1,3,0,6,0,3,0,0,0,0,28,32,60
TACACOMA,atencion odontologica,primera consulta,2015-04-01,3,2,5,4,4,7,15,12,0,2,0,2,0,3,27,32,59
TACOBAMBA,atencion odontologica,primera consulta,2015-04-01,7,6,1,3,3,6,4,11,1,4,0,6,0,0,16,36,52
TACOPAYA,atencion odontologica,primera consulta,2015-04-01,14,14,8,8,5,16,10,18,9,12,0,4,0,12,46,84,130
TAHUA,atencion odontologica,primera consulta,2015-04-01,2,1,2,1,2,1,3,1,2,1,0,0,0,0,11,5,16
TAPACARI,atencion odontologica,primera consulta,2015-04-01,15,17,5,7,6,8,25,43,15,18,0,9,0,23,66,125,191
TARABUCO,atencion odontologica,primera consulta,2015-04-01,60,75,10,5,7,17,18,70,7,12,0,41,0,16,102,236,338
TARATA,atencion odontologica,primera consulta,2015-04-01,7,9,6,9,7,7,13,17,1,2,0,5,0,5,34,54,88
TARIJA,atencion odontologica,primera consulta,2015-04-01,165,145,381,425,185,294,499,853,88,62,0,56,0,30,1318,1865,3183
TARVITA,atencion odontologica,primera consulta,2015-04-01,56,46,27,27,9,18,23,36,5,6,0,24,0,9,120,166,286
TEOPONTE,atencion odontologica,primera consulta,2015-04-01,14,10,8,7,4,9,9,19,17,27,0,7,0,9,52,88,140
TIAWANACU,atencion odontologica,primera consulta,2015-04-01,19,19,40,51,4,15,13,36,9,4,0,5,0,12,85,142,227
TINGUIPAYA,atencion odontologica,primera consulta,2015-04-01,4,4,1,2,3,7,10,34,2,2,0,12,0,22,20,83,103
TIPUANI,atencion odontologica,primera consulta,2015-04-01,25,25,16,8,6,7,10,20,7,5,0,6,0,7,64,78,142
TIQUIPAYA,atencion odontologica,primera consulta,2015-04-01,118,106,87,86,8,39,18,92,2,6,0,37,0,38,233,404,637
TIRAQUE (CBBA),atencion odontologica,primera consulta,2015-04-01,8,17,5,10,2,4,5,11,1,4,0,2,0,3,21,51,72
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2015-04-01,0,2,2,2,1,1,5,8,1,2,0,2,0,0,9,17,26
TOCO,atencion odontologica,primera consulta,2015-04-01,2,5,5,3,0,3,1,12,4,3,0,4,0,2,12,32,44
TODOS SANTOS,atencion odontologica,primera consulta,2015-04-01,1,2,1,1,1,0,1,2,0,1,0,0,0,0,4,6,10
TOLATA,atencion odontologica,primera consulta,2015-04-01,2,2,5,5,1,4,3,3,2,3,0,0,0,2,13,19,32
TOLEDO,atencion odontologica,primera consulta,2015-04-01,6,5,3,0,3,4,3,19,4,1,0,1,0,0,19,30,49
TOMAVE,atencion odontologica,primera consulta,2015-04-01,17,9,10,10,6,5,26,34,7,11,0,6,0,0,66,75,141
TOMINA,atencion odontologica,primera consulta,2015-04-01,63,53,41,81,24,30,16,20,2,0,0,9,0,6,146,199,345
TORO TORO,atencion odontologica,primera consulta,2015-04-01,4,3,6,9,4,10,37,38,2,6,0,17,0,9,53,92,145
TOTORA(CBBA),atencion odontologica,primera consulta,2015-04-01,22,18,26,23,3,9,13,22,2,2,0,3,0,9,66,86,152
TOTORA(ORR),atencion odontologica,primera consulta,2015-04-01,1,0,0,1,0,1,5,9,0,1,0,3,0,0,6,15,21
TRIGAL,atencion odontologica,primera consulta,2015-04-01,7,5,13,0,1,1,2,1,3,3,0,0,0,0,26,10,36
TRINIDAD,atencion odontologica,primera consulta,2015-04-01,64,56,151,160,64,102,112,266,19,21,0,60,0,13,410,678,1088
TUPIZA,atencion odontologica,primera consulta,2015-04-01,58,54,65,76,14,32,27,74,8,9,0,39,0,8,172,292,464
TURCO,atencion odontologica,primera consulta,2015-04-01,3,6,3,0,0,2,3,11,5,2,0,2,0,2,14,25,39
UMALA,atencion odontologica,primera consulta,2015-04-01,2,6,4,2,0,4,1,2,2,3,0,0,0,5,9,22,31
UNCIA,atencion odontologica,primera consulta,2015-04-01,8,10,10,6,3,10,6,12,4,9,0,6,0,9,31,62,93
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2015-04-01,37,34,48,52,13,23,56,126,2,8,0,4,0,1,156,248,404
URUBICHA,atencion odontologica,primera consulta,2015-04-01,0,1,0,4,5,0,7,6,0,3,0,10,0,0,12,24,36
UYUNI,atencion odontologica,primera consulta,2015-04-01,14,16,8,27,6,44,43,75,17,10,0,9,0,5,88,186,274
VACAS,atencion odontologica,primera consulta,2015-04-01,6,5,2,6,5,11,6,20,1,4,0,1,0,6,20,53,73
VALLEGRANDE,atencion odontologica,primera consulta,2015-04-01,20,23,357,348,22,23,16,34,13,10,0,34,0,5,428,477,905
VIACHA,atencion odontologica,primera consulta,2015-04-01,123,122,295,322,102,125,79,146,40,51,0,22,0,12,639,800,1439
VILA VILA,atencion odontologica,primera consulta,2015-04-01,5,5,4,2,2,3,3,12,1,2,0,3,0,9,15,36,51
VILLA CHARCAS,atencion odontologica,primera consulta,2015-04-01,49,40,3,4,1,12,11,43,1,3,0,27,0,6,65,135,200
VILLA MONTES,atencion odontologica,primera consulta,2015-04-01,24,39,97,91,52,76,129,213,28,11,0,20,0,1,330,451,781
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2015-04-01,35,15,25,32,1,3,4,7,1,2,0,9,0,4,66,72,138
VILLA RIVERO,atencion odontologica,primera consulta,2015-04-01,4,3,4,6,2,2,9,15,3,3,0,4,0,3,22,36,58
