,group,variable,month,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,PENTAVALENTE 1RA. DOSIS,TOTALES,TOTALES,TOTALES
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,4,2,0,0,4,2,6
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,184,48,0,0,184,48,232
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,62,25,0,0,62,25,87
TURCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,4,6,0,0,4,6,10
UMALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,0,12,0,0,0,12,12
UNCIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,4,34,0,0,4,34,38
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,19,13,0,0,19,13,32
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,17,0,0,0,17,0,17
UYUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,34,31,0,0,34,31,65
VACAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,16,15,0,0,16,15,31
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,20,1,0,0,20,1,21
VIACHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,64,27,0,0,64,27,91
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,3,7,0,0,3,7,10
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,39,22,0,0,39,22,61
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,0,1,0,0,0,1,1
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,8,2,0,0,8,2,10
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,14,2,0,0,14,2,16
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,136,66,0,0,136,66,202
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,9,10,0,0,9,10,19
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,64,5,0,0,64,5,69
VINTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,60,19,0,0,60,19,79
VITICHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,9,14,0,0,9,14,23
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,1,3,0,0,1,3,4
WARNES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,92,23,0,0,92,23,115
YACO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,4,12,0,0,4,12,16
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,136,41,0,0,136,41,177
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,7,9,0,0,7,9,16
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,5,3,0,0,5,3,8
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,52,29,0,0,52,29,81
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,4,4,0,0,4,4,8
YOTALA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,8,3,0,0,8,3,11
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,8,9,0,0,8,9,17
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-03-01,4,3,0,0,4,3,7
ACACIO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,5,8,0,0,5,8,13
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,29,75,0,0,29,75,104
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,7,27,0,0,7,27,34
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,25,32,0,0,25,32,57
ALALAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,3,6,0,0,3,6,9
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,3,27,0,0,3,27,30
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,2,6,0,0,2,6,8
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,2,1,0,0,2,1,3
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,5,8,0,0,5,8,13
APOLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,17,22,0,0,17,22,39
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,0,10,0,0,0,10,10
ARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,7,13,0,0,7,13,20
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,7,6,0,0,7,6,13
ARQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,24,13,0,0,24,13,37
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,68,6,0,0,68,6,74
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,19,3,0,0,19,3,22
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,4,8,0,0,4,8,12
AYATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,3,21,0,0,3,21,24
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,4,11,0,0,4,11,15
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,17,49,0,0,17,49,66
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,10,13,0,0,10,13,23
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,16,20,0,0,16,20,36
BAURES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,5,1,0,0,5,1,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,0,3,0,0,0,3,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,1,0,0,0,1,0,1
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,0,2,0,0,0,2,2
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,49,15,0,0,49,15,64
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,32,36,0,0,32,36,68
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,4,12,0,0,4,12,16
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,1,4,0,0,1,4,5
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,5,5,0,0,5,5,10
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,25,10,0,0,25,10,35
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,30,84,0,0,30,84,114
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,3,20,0,0,3,20,23
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,3,19,0,0,3,19,22
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,16,4,0,0,16,4,20
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,3,14,0,0,3,14,17
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,7,12,0,0,7,12,19
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,19,14,0,0,19,14,33
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,6,3,0,0,6,3,9
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,47,13,0,0,47,13,60
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,24,17,0,0,24,17,41
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,4,18,0,0,4,18,22
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,24,27,0,0,24,27,51
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,83,75,0,0,83,75,158
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,8,12,0,0,8,12,20
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,3,10,0,0,3,10,13
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,7,19,0,0,7,19,26
CHACARILLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,0,11,0,0,0,11,11
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,19,50,0,0,19,50,69
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,6,7,0,0,6,7,13
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,17,78,0,0,17,78,95
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,2,3,0,0,2,3,5
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,15,26,0,0,15,26,41
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,33,5,0,0,33,5,38
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,3,1,0,0,3,1,4
CHOQUE COTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,26,24,0,0,26,24,50
CHUMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,2,11,0,0,2,11,13
CLIZA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,19,7,0,0,19,7,26
COBIJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,86,13,0,0,86,13,99
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,1303,51,0,0,1303,51,1354
COIPASA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,2,0,0,0,2,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,118,30,0,0,118,30,148
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,14,15,0,0,14,15,29
COLLANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,2,2,0,0,2,2,4
COLOMI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,21,14,0,0,21,14,35
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,12,2,0,0,12,2,14
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,22,104,0,0,22,104,126
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,7,7,0,0,7,7,14
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,11,49,0,0,11,49,60
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,1,1,0,0,1,1,2
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,25,13,0,0,25,13,38
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,0,9,0,0,0,9,9
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,34,6,0,0,34,6,40
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,8,18,0,0,8,18,26
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,22,13,0,0,22,13,35
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,4,9,0,0,4,9,13
COROICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,11,15,0,0,11,15,26
CORQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,5,9,0,0,5,9,14
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,18,31,0,0,18,31,49
COTOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,87,48,0,0,87,48,135
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,14,14,0,0,14,14,28
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,1,2,0,0,1,2,3
CUEVO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,1,2,0,0,1,2,3
CULPINA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,11,28,0,0,11,28,39
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,7,1,0,0,7,1,8
CURVA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,0,5,0,0,0,5,5
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,5,8,0,0,5,8,13
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,1554,128,0,0,1554,128,1682
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,1,12,0,0,1,12,13
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,10,10,0,0,10,10,20
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,8,13,0,0,8,13,21
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,98,12,0,0,98,12,110
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,4,1,0,0,4,1,5
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,40,12,0,0,40,12,52
ENTRE RIOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,24,18,0,0,24,18,42
ESCARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,0,1,0,0,0,1,1
ESMERALDA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,0,2,0,0,0,2,2
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,7,2,0,0,7,2,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,0,6,0,0,0,6,6
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,4,5,0,0,4,5,9
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,12,6,0,0,12,6,18
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,3,19,0,0,3,19,22
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,28,8,0,0,28,8,36
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,5,15,0,0,5,15,20
GUANAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,12,16,0,0,12,16,28
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,5,10,0,0,5,10,15
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,70,26,0,0,70,26,96
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,11,34,0,0,11,34,45
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,14,5,0,0,14,5,19
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,2,0,0,0,2,0,2
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,40,33,0,0,40,33,73
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,7,2,0,0,7,2,9
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,3,19,0,0,3,19,22
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,4,10,0,0,4,10,14
ICLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,7,10,0,0,7,10,17
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,23,32,0,0,23,32,55
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,0,8,0,0,0,8,8
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,4,28,0,0,4,28,32
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,8,16,0,0,8,16,24
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,10,0,0,0,10,0,10
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,10,11,0,0,10,11,21
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,54,30,0,0,54,30,84
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,117,12,0,0,117,12,129
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,1329,60,0,0,1329,60,1389
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,3,9,0,0,3,9,12
LAJA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,7,27,0,0,7,27,34
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,5,3,0,0,5,3,8
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,1,2,0,0,1,2,3
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,35,79,0,0,35,79,114
LLICA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,3,4,0,0,3,4,7
LORETO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,0,27,0,0,0,27,27
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,0,10,0,0,0,10,10
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,7,3,0,0,7,3,10
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,8,2,0,0,8,2,10
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,7,6,0,0,7,6,13
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,15,8,0,0,15,8,23
MALLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,0,5,0,0,0,5,5
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,24,11,0,0,24,11,35
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,9,11,0,0,9,11,20
MINEROS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,42,5,0,0,42,5,47
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,30,42,0,0,30,42,72
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,4,34,0,0,4,34,38
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,8,3,0,0,8,3,11
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,31,10,0,0,31,10,41
MONTERO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,199,11,0,0,199,11,210
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,4,2,0,0,4,2,6
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,21,47,0,0,21,47,68
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,0,1,0,0,0,1,1
OCURI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,19,34,0,0,19,34,53
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,22,8,0,0,22,8,30
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,2,3,0,0,2,3,5
ORURO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,433,113,0,0,433,113,546
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,8,11,0,0,8,11,19
PADILLA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,14,5,0,0,14,5,19
PAILON,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,37,10,0,0,37,10,47
PALCA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,6,38,0,0,6,38,44
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,45,26,0,0,45,26,71
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,1,2,0,0,1,2,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,8,4,0,0,8,4,12
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,0,6,0,0,0,6,6
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,2,2,0,0,2,2,4
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,12,14,0,0,12,14,26
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,6,7,0,0,6,7,13
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,0,14,0,0,0,14,14
POCOATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,10,49,0,0,10,49,59
POCONA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,9,11,0,0,9,11,20
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,9,13,0,0,9,13,22
POOPO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,10,9,0,0,10,9,19
PORCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,22,9,0,0,22,9,31
POROMA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,18,31,0,0,18,31,49
PORONGO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,10,12,0,0,10,12,22
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,35,5,0,0,35,5,40
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,9,1,0,0,9,1,10
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,1,2,0,0,1,2,3
POTOSI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,415,84,0,0,415,84,499
PRESTO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,2,7,0,0,2,7,9
PUCARA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,1,5,0,0,1,5,6
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,16,35,0,0,16,35,51
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,12,31,0,0,12,31,43
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,7,26,0,0,7,26,33
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,4,11,0,0,4,11,15
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,0,18,0,0,0,18,18
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,16,33,0,0,16,33,49
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,13,4,0,0,13,4,17
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,1,1,0,0,1,1,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,32,12,0,0,32,12,44
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,88,24,0,0,88,24,112
PUNA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,21,47,0,0,21,47,68
PUNATA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,42,11,0,0,42,11,53
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,1,2,0,0,1,2,3
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,196,61,0,0,196,61,257
QUIME,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,6,9,0,0,6,9,15
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,0,1,0,0,0,1,1
RAVELO,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,12,56,0,0,12,56,68
REYES,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,17,19,0,0,17,19,36
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 1ra. dosis,2008-04-01,247,45,0,0,247,45,292
