,group,variable,month,BCG,BCG,BCG,BCG,TOTALES,TOTALES,TOTALES
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,7,0,0,0,7,7
SANTIVAÑES,vacunaciones en menores de 1 ano,bcg,2008-04-01,4,0,0,0,4,0,4
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,bcg,2008-04-01,2,1,0,0,2,1,3
SAPAHAQUI,vacunaciones en menores de 1 ano,bcg,2008-04-01,2,18,0,0,2,18,20
SENA,vacunaciones en menores de 1 ano,bcg,2008-04-01,1,0,0,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,bcg,2008-04-01,0,29,0,0,0,29,29
SICAYA,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,2,0,0,0,2,2
SIPE SIPE,vacunaciones en menores de 1 ano,bcg,2008-04-01,48,3,0,0,48,3,51
SOPACHUY,vacunaciones en menores de 1 ano,bcg,2008-04-01,11,5,0,0,11,5,16
SORACACHI,vacunaciones en menores de 1 ano,bcg,2008-04-01,3,25,0,0,3,25,28
SORATA,vacunaciones en menores de 1 ano,bcg,2008-04-01,21,49,0,0,21,49,70
SUCRE,vacunaciones en menores de 1 ano,bcg,2008-04-01,497,22,0,0,497,22,519
TACACHI,vacunaciones en menores de 1 ano,bcg,2008-04-01,1,0,0,0,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,bcg,2008-04-01,5,9,0,0,5,9,14
TACOBAMBA,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,13,0,0,0,13,13
TACOPAYA,vacunaciones en menores de 1 ano,bcg,2008-04-01,12,15,0,0,12,15,27
TAPACARI,vacunaciones en menores de 1 ano,bcg,2008-04-01,36,22,0,0,36,22,58
TARABUCO,vacunaciones en menores de 1 ano,bcg,2008-04-01,19,16,0,0,19,16,35
TARACO,vacunaciones en menores de 1 ano,bcg,2008-04-01,2,5,0,0,2,5,7
TARATA,vacunaciones en menores de 1 ano,bcg,2008-04-01,10,2,0,0,10,2,12
TARIJA,vacunaciones en menores de 1 ano,bcg,2008-04-01,349,3,0,0,349,3,352
TARVITA,vacunaciones en menores de 1 ano,bcg,2008-04-01,24,11,0,0,24,11,35
TEOPONTE,vacunaciones en menores de 1 ano,bcg,2008-04-01,7,15,0,0,7,15,22
TIAWANACU,vacunaciones en menores de 1 ano,bcg,2008-04-01,6,12,0,0,6,12,18
TINGUIPAYA,vacunaciones en menores de 1 ano,bcg,2008-04-01,4,42,0,0,4,42,46
TIPUANI,vacunaciones en menores de 1 ano,bcg,2008-04-01,21,3,0,0,21,3,24
TIQUIPAYA,vacunaciones en menores de 1 ano,bcg,2008-04-01,84,21,0,0,84,21,105
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,bcg,2008-04-01,81,17,0,0,81,17,98
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,bcg,2008-04-01,0,3,0,0,0,3,3
TOCO,vacunaciones en menores de 1 ano,bcg,2008-04-01,4,6,0,0,4,6,10
TOLATA,vacunaciones en menores de 1 ano,bcg,2008-04-01,5,6,0,0,5,6,11
TOLEDO,vacunaciones en menores de 1 ano,bcg,2008-04-01,2,5,0,0,2,5,7
TOMAVE,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,18,0,0,0,18,18
TOMINA,vacunaciones en menores de 1 ano,bcg,2008-04-01,8,4,0,0,8,4,12
TORO TORO,vacunaciones en menores de 1 ano,bcg,2008-04-01,10,21,0,0,10,21,31
TOTORA(CBBA),vacunaciones en menores de 1 ano,bcg,2008-04-01,26,13,0,0,26,13,39
TOTORA(ORR),vacunaciones en menores de 1 ano,bcg,2008-04-01,4,7,0,0,4,7,11
TRIGAL,vacunaciones en menores de 1 ano,bcg,2008-04-01,3,0,0,0,3,0,3
TRINIDAD,vacunaciones en menores de 1 ano,bcg,2008-04-01,353,3,0,0,353,3,356
TUPIZA,vacunaciones en menores de 1 ano,bcg,2008-04-01,75,9,0,0,75,9,84
TURCO,vacunaciones en menores de 1 ano,bcg,2008-04-01,3,5,0,0,3,5,8
UMALA,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,12,0,0,0,12,12
UNCIA,vacunaciones en menores de 1 ano,bcg,2008-04-01,18,45,0,0,18,45,63
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,bcg,2008-04-01,8,2,0,0,8,2,10
URUBICHA,vacunaciones en menores de 1 ano,bcg,2008-04-01,15,0,0,0,15,0,15
UYUNI,vacunaciones en menores de 1 ano,bcg,2008-04-01,39,30,0,0,39,30,69
VACAS,vacunaciones en menores de 1 ano,bcg,2008-04-01,1,15,0,0,1,15,16
VALLEGRANDE,vacunaciones en menores de 1 ano,bcg,2008-04-01,33,2,0,0,33,2,35
VIACHA,vacunaciones en menores de 1 ano,bcg,2008-04-01,42,38,0,0,42,38,80
VILA VILA,vacunaciones en menores de 1 ano,bcg,2008-04-01,4,6,0,0,4,6,10
VILLA MONTES,vacunaciones en menores de 1 ano,bcg,2008-04-01,79,5,0,0,79,5,84
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,bcg,2008-04-01,0,1,0,0,0,1,1
VILLA RIVERO,vacunaciones en menores de 1 ano,bcg,2008-04-01,2,0,0,0,2,0,2
VILLA SERRANO,vacunaciones en menores de 1 ano,bcg,2008-04-01,7,13,0,0,7,13,20
VILLA TUNARI,vacunaciones en menores de 1 ano,bcg,2008-04-01,132,35,0,0,132,35,167
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,bcg,2008-04-01,11,1,0,0,11,1,12
VILLAZON,vacunaciones en menores de 1 ano,bcg,2008-04-01,68,0,0,0,68,0,68
VINTO,vacunaciones en menores de 1 ano,bcg,2008-04-01,77,3,0,0,77,3,80
VITICHI,vacunaciones en menores de 1 ano,bcg,2008-04-01,7,8,0,0,7,8,15
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,1,0,0,0,1,1
WARNES,vacunaciones en menores de 1 ano,bcg,2008-04-01,76,6,0,0,76,6,82
YACO,vacunaciones en menores de 1 ano,bcg,2008-04-01,1,7,0,0,1,7,8
YACUIBA,vacunaciones en menores de 1 ano,bcg,2008-04-01,188,12,0,0,188,12,200
YAMPARAEZ,vacunaciones en menores de 1 ano,bcg,2008-04-01,4,1,0,0,4,1,5
YANACACHI,vacunaciones en menores de 1 ano,bcg,2008-04-01,4,1,0,0,4,1,5
YAPACANI,vacunaciones en menores de 1 ano,bcg,2008-04-01,63,8,0,0,63,8,71
YOCALLA,vacunaciones en menores de 1 ano,bcg,2008-04-01,0,6,0,0,0,6,6
YOTALA,vacunaciones en menores de 1 ano,bcg,2008-04-01,8,2,0,0,8,2,10
YUNCHARA,vacunaciones en menores de 1 ano,bcg,2008-04-01,2,6,0,0,2,6,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,bcg,2008-04-01,11,1,0,0,11,1,12
ACACIO,vacunaciones en menores de 1 ano,bcg,2008-05-01,2,9,0,0,2,9,11
ACHACACHI,vacunaciones en menores de 1 ano,bcg,2008-05-01,2,9,0,0,2,9,11
ACHOCALLA,vacunaciones en menores de 1 ano,bcg,2008-05-01,18,14,0,0,18,14,32
AIQUILE,vacunaciones en menores de 1 ano,bcg,2008-05-01,36,14,0,0,36,14,50
ALALAY,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,4,0,0,0,4,4
ALCALA,vacunaciones en menores de 1 ano,bcg,2008-05-01,2,0,0,0,2,0,2
ANCORAIMES,vacunaciones en menores de 1 ano,bcg,2008-05-01,2,20,0,0,2,20,22
ANDAMARCA,vacunaciones en menores de 1 ano,bcg,2008-05-01,2,4,0,0,2,4,6
ANTEQUERA,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,5,0,0,0,5,5
ANZALDO,vacunaciones en menores de 1 ano,bcg,2008-05-01,8,9,0,0,8,9,17
APOLO,vacunaciones en menores de 1 ano,bcg,2008-05-01,3,8,0,0,3,8,11
ARAMPAMPA,vacunaciones en menores de 1 ano,bcg,2008-05-01,1,19,0,0,1,19,20
ARANI,vacunaciones en menores de 1 ano,bcg,2008-05-01,8,9,0,0,8,9,17
ARBIETO,vacunaciones en menores de 1 ano,bcg,2008-05-01,4,7,0,0,4,7,11
ARQUE,vacunaciones en menores de 1 ano,bcg,2008-05-01,15,14,0,0,15,14,29
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,bcg,2008-05-01,56,1,0,0,56,1,57
ATOCHA,vacunaciones en menores de 1 ano,bcg,2008-05-01,24,4,0,0,24,4,28
AUCAPATA,vacunaciones en menores de 1 ano,bcg,2008-05-01,1,9,0,0,1,9,10
AYATA,vacunaciones en menores de 1 ano,bcg,2008-05-01,4,14,0,0,4,14,18
AYO AYO,vacunaciones en menores de 1 ano,bcg,2008-05-01,1,11,0,0,1,11,12
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,bcg,2008-05-01,23,35,0,0,23,35,58
AZURDUY,vacunaciones en menores de 1 ano,bcg,2008-05-01,10,8,0,0,10,8,18
BATALLAS,vacunaciones en menores de 1 ano,bcg,2008-05-01,17,12,0,0,17,12,29
BAURES,vacunaciones en menores de 1 ano,bcg,2008-05-01,13,0,0,0,13,0,13
BELEN DE URMIRI,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,2,0,0,0,2,2
BELLA FLOR,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,1,0,0,0,1,1
BERMEJO,vacunaciones en menores de 1 ano,bcg,2008-05-01,58,4,0,0,58,4,62
BETANZOS,vacunaciones en menores de 1 ano,bcg,2008-05-01,18,51,0,0,18,51,69
BOLIVAR,vacunaciones en menores de 1 ano,bcg,2008-05-01,5,11,0,0,5,11,16
BOLPEBRA,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,1,0,0,0,1,1
BOYUIBE,vacunaciones en menores de 1 ano,bcg,2008-05-01,1,6,0,0,1,6,7
BUENA VISTA,vacunaciones en menores de 1 ano,bcg,2008-05-01,4,6,0,0,4,6,10
CABEZAS,vacunaciones en menores de 1 ano,bcg,2008-05-01,34,5,0,0,34,5,39
CAIROMA,vacunaciones en menores de 1 ano,bcg,2008-05-01,1,7,0,0,1,7,8
"CAIZA ""D""",vacunaciones en menores de 1 ano,bcg,2008-05-01,2,25,0,0,2,25,27
CAJUATA,vacunaciones en menores de 1 ano,bcg,2008-05-01,21,2,0,0,21,2,23
CALACOTO,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,5,0,0,0,5,5
CALAMARCA,vacunaciones en menores de 1 ano,bcg,2008-05-01,7,9,0,0,7,9,16
CAMARGO,vacunaciones en menores de 1 ano,bcg,2008-05-01,19,1,0,0,19,1,20
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,bcg,2008-05-01,2,0,0,0,2,0,2
CAMIRI,vacunaciones en menores de 1 ano,bcg,2008-05-01,49,3,0,0,49,3,52
CAPINOTA,vacunaciones en menores de 1 ano,bcg,2008-05-01,26,9,0,0,26,9,35
CAQUIAVIRI,vacunaciones en menores de 1 ano,bcg,2008-05-01,1,16,0,0,1,16,17
CARACOLLO,vacunaciones en menores de 1 ano,bcg,2008-05-01,13,22,0,0,13,22,35
CARANAVI,vacunaciones en menores de 1 ano,bcg,2008-05-01,45,45,0,0,45,45,90
CARANGAS,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,1,0,0,0,1,1
CARAPARI,vacunaciones en menores de 1 ano,bcg,2008-05-01,10,7,0,0,10,7,17
CARIPUYO,vacunaciones en menores de 1 ano,bcg,2008-05-01,1,18,0,0,1,18,19
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,bcg,2008-05-01,4,5,0,0,4,5,9
CHALLAPATA,vacunaciones en menores de 1 ano,bcg,2008-05-01,23,24,0,0,23,24,47
CHAQUI,vacunaciones en menores de 1 ano,bcg,2008-05-01,3,10,0,0,3,10,13
CHARAGUA,vacunaciones en menores de 1 ano,bcg,2008-05-01,1,36,0,0,1,36,37
CHARAÑA,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,12,0,0,0,12,12
CHAYANTA,vacunaciones en menores de 1 ano,bcg,2008-05-01,6,11,0,0,6,11,17
CHIMORE,vacunaciones en menores de 1 ano,bcg,2008-05-01,21,3,0,0,21,3,24
CHOQUE COTA,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,2,0,0,0,2,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,bcg,2008-05-01,14,3,0,0,14,3,17
CHUMA,vacunaciones en menores de 1 ano,bcg,2008-05-01,8,8,0,0,8,8,16
CLIZA,vacunaciones en menores de 1 ano,bcg,2008-05-01,28,5,0,0,28,5,33
COBIJA,vacunaciones en menores de 1 ano,bcg,2008-05-01,102,0,0,0,102,0,102
COCHABAMBA,vacunaciones en menores de 1 ano,bcg,2008-05-01,1524,53,0,0,1524,53,1577
COIPASA,vacunaciones en menores de 1 ano,bcg,2008-05-01,1,0,0,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,bcg,2008-05-01,71,0,0,0,71,0,71
"COLCHA ""K""",vacunaciones en menores de 1 ano,bcg,2008-05-01,15,5,0,0,15,5,20
COLLANA,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,1,0,0,0,1,1
COLOMI,vacunaciones en menores de 1 ano,bcg,2008-05-01,26,18,0,0,26,18,44
COLPA BELGICA,vacunaciones en menores de 1 ano,bcg,2008-05-01,3,7,0,0,3,7,10
COLQUECHACA,vacunaciones en menores de 1 ano,bcg,2008-05-01,18,78,0,0,18,78,96
COLQUENCHA,vacunaciones en menores de 1 ano,bcg,2008-05-01,3,7,0,0,3,7,10
COLQUIRI,vacunaciones en menores de 1 ano,bcg,2008-05-01,16,48,0,0,16,48,64
COMARAPA,vacunaciones en menores de 1 ano,bcg,2008-05-01,6,4,0,0,6,4,10
CONCEPCION,vacunaciones en menores de 1 ano,bcg,2008-05-01,41,4,0,0,41,4,45
COPACABANA,vacunaciones en menores de 1 ano,bcg,2008-05-01,3,22,0,0,3,22,25
CORIPATA,vacunaciones en menores de 1 ano,bcg,2008-05-01,8,1,0,0,8,1,9
CORO CORO,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,8,0,0,0,8,8
COROICO,vacunaciones en menores de 1 ano,bcg,2008-05-01,31,8,0,0,31,8,39
CORQUE,vacunaciones en menores de 1 ano,bcg,2008-05-01,2,9,0,0,2,9,11
COTAGAITA,vacunaciones en menores de 1 ano,bcg,2008-05-01,8,38,0,0,8,38,46
COTOCA,vacunaciones en menores de 1 ano,bcg,2008-05-01,85,7,0,0,85,7,92
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,bcg,2008-05-01,28,9,0,0,28,9,37
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,bcg,2008-05-01,1,2,0,0,1,2,3
CUEVO,vacunaciones en menores de 1 ano,bcg,2008-05-01,2,1,0,0,2,1,3
CULPINA,vacunaciones en menores de 1 ano,bcg,2008-05-01,16,13,0,0,16,13,29
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,bcg,2008-05-01,1,6,0,0,1,6,7
DESAGUADERO,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,9,0,0,0,9,9
EL ALTO,vacunaciones en menores de 1 ano,bcg,2008-05-01,1443,25,0,0,1443,25,1468
EL CHORO,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,7,0,0,0,7,7
EL PUENTE(STC),vacunaciones en menores de 1 ano,bcg,2008-05-01,8,3,0,0,8,3,11
EL PUENTE(TJA),vacunaciones en menores de 1 ano,bcg,2008-05-01,8,7,0,0,8,7,15
EL TORNO,vacunaciones en menores de 1 ano,bcg,2008-05-01,95,8,0,0,95,8,103
EL VILLAR,vacunaciones en menores de 1 ano,bcg,2008-05-01,4,1,0,0,4,1,5
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2008-05-01,27,13,0,0,27,13,40
ENTRE RIOS,vacunaciones en menores de 1 ano,bcg,2008-05-01,11,5,0,0,11,5,16
ESMERALDA,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,1,0,0,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,bcg,2008-05-01,1,5,0,0,1,5,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,bcg,2008-05-01,0,5,0,0,0,5,5
EXALTACION,vacunaciones en menores de 1 ano,bcg,2008-05-01,6,11,0,0,6,11,17
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,bcg,2008-05-01,12,5,0,0,12,5,17
FILADELFIA,vacunaciones en menores de 1 ano,bcg,2008-05-01,1,4,0,0,1,4,5
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,bcg,2008-05-01,5,17,0,0,5,17,22
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,bcg,2008-05-01,2,16,0,0,2,16,18
GUANAY,vacunaciones en menores de 1 ano,bcg,2008-05-01,13,13,0,0,13,13,26
GUAQUI,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,7,0,0,0,7,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,bcg,2008-05-01,85,15,0,0,85,15,100
GUTIERREZ,vacunaciones en menores de 1 ano,bcg,2008-05-01,5,23,0,0,5,23,28
HUACARETA,vacunaciones en menores de 1 ano,bcg,2008-05-01,9,9,0,0,9,9,18
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,bcg,2008-05-01,0,2,0,0,0,2,2
HUANUNI,vacunaciones en menores de 1 ano,bcg,2008-05-01,31,2,0,0,31,2,33
HUARACAJE,vacunaciones en menores de 1 ano,bcg,2008-05-01,2,0,0,0,2,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,bcg,2008-05-01,1,2,0,0,1,2,3
ICHOCA,vacunaciones en menores de 1 ano,bcg,2008-05-01,4,12,0,0,4,12,16
ICLA,vacunaciones en menores de 1 ano,bcg,2008-05-01,11,3,0,0,11,3,14
INCAHUASI,vacunaciones en menores de 1 ano,bcg,2008-05-01,19,27,0,0,19,27,46
INQUISIVI,vacunaciones en menores de 1 ano,bcg,2008-05-01,4,18,0,0,4,18,22
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,bcg,2008-05-01,10,13,0,0,10,13,23
IXIAMAS,vacunaciones en menores de 1 ano,bcg,2008-05-01,15,4,0,0,15,4,19
JESUS DE MACHACA,vacunaciones en menores de 1 ano,bcg,2008-05-01,7,12,0,0,7,12,19
LA ASUNTA,vacunaciones en menores de 1 ano,bcg,2008-05-01,23,15,0,0,23,15,38
LA GUARDIA,vacunaciones en menores de 1 ano,bcg,2008-05-01,91,4,0,0,91,4,95
LA PAZ,vacunaciones en menores de 1 ano,bcg,2008-05-01,1682,18,0,0,1682,18,1700
LAGUNILLAS,vacunaciones en menores de 1 ano,bcg,2008-05-01,15,3,0,0,15,3,18
LAJA,vacunaciones en menores de 1 ano,bcg,2008-05-01,1,26,0,0,1,26,27
LAS CARRERAS,vacunaciones en menores de 1 ano,bcg,2008-05-01,2,1,0,0,2,1,3
LLALLAGUA,vacunaciones en menores de 1 ano,bcg,2008-05-01,28,81,0,0,28,81,109
LLICA,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,2,0,0,0,2,2
LORETO,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,5,0,0,0,5,5
LURIBAY,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,3,0,0,0,3,3
MACHACAMARCA,vacunaciones en menores de 1 ano,bcg,2008-05-01,1,0,0,0,1,0,1
MACHARETI,vacunaciones en menores de 1 ano,bcg,2008-05-01,11,6,0,0,11,6,17
MAGDALENA,vacunaciones en menores de 1 ano,bcg,2008-05-01,11,10,0,0,11,10,21
MAIRANA,vacunaciones en menores de 1 ano,bcg,2008-05-01,16,0,0,0,16,0,16
MALLA,vacunaciones en menores de 1 ano,bcg,2008-05-01,1,6,0,0,1,6,7
MAPIRI,vacunaciones en menores de 1 ano,bcg,2008-05-01,9,2,0,0,9,2,11
MECAPACA,vacunaciones en menores de 1 ano,bcg,2008-05-01,4,8,0,0,4,8,12
MINEROS,vacunaciones en menores de 1 ano,bcg,2008-05-01,4,4,0,0,4,4,8
MIZQUE,vacunaciones en menores de 1 ano,bcg,2008-05-01,27,32,0,0,27,32,59
MOCOMOCO,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,6,0,0,0,6,6
MOJINETE,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,1,0,0,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,bcg,2008-05-01,5,4,0,0,5,4,9
MONTEAGUDO,vacunaciones en menores de 1 ano,bcg,2008-05-01,44,14,0,0,44,14,58
MONTERO,vacunaciones en menores de 1 ano,bcg,2008-05-01,162,0,0,0,162,0,162
MORO MORO,vacunaciones en menores de 1 ano,bcg,2008-05-01,2,1,0,0,2,1,3
MOROCHATA,vacunaciones en menores de 1 ano,bcg,2008-05-01,12,55,0,0,12,55,67
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,bcg,2008-05-01,1,1,0,0,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,bcg,2008-05-01,1,1,0,0,1,1,2
OCURI,vacunaciones en menores de 1 ano,bcg,2008-05-01,10,33,0,0,10,33,43
OKINAWA,vacunaciones en menores de 1 ano,bcg,2008-05-01,8,0,0,0,8,0,8
OMEREQUE,vacunaciones en menores de 1 ano,bcg,2008-05-01,5,4,0,0,5,4,9
ORURO,vacunaciones en menores de 1 ano,bcg,2008-05-01,324,4,0,0,324,4,328
PADCAYA,vacunaciones en menores de 1 ano,bcg,2008-05-01,4,6,0,0,4,6,10
PADILLA,vacunaciones en menores de 1 ano,bcg,2008-05-01,18,3,0,0,18,3,21
PAILON,vacunaciones en menores de 1 ano,bcg,2008-05-01,29,75,0,0,29,75,104
PALCA,vacunaciones en menores de 1 ano,bcg,2008-05-01,1,27,0,0,1,27,28
PALOS BLANCOS,vacunaciones en menores de 1 ano,bcg,2008-05-01,48,15,0,0,48,15,63
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,bcg,2008-05-01,1,0,0,0,1,0,1
PAMPA GRANDE,vacunaciones en menores de 1 ano,bcg,2008-05-01,6,0,0,0,6,0,6
PAPEL PAMPA,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,14,0,0,0,14,14
PASORAPA,vacunaciones en menores de 1 ano,bcg,2008-05-01,2,2,0,0,2,2,4
PATACAMAYA,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,4,0,0,0,4,4
PAZÑA,vacunaciones en menores de 1 ano,bcg,2008-05-01,4,5,0,0,4,5,9
PELECHUCO,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,9,0,0,0,9,9
POCOATA,vacunaciones en menores de 1 ano,bcg,2008-05-01,3,49,0,0,3,49,52
POCONA,vacunaciones en menores de 1 ano,bcg,2008-05-01,13,13,0,0,13,13,26
POJO (CBBA),vacunaciones en menores de 1 ano,bcg,2008-05-01,31,6,0,0,31,6,37
POOPO,vacunaciones en menores de 1 ano,bcg,2008-05-01,3,0,0,0,3,0,3
PORCO,vacunaciones en menores de 1 ano,bcg,2008-05-01,15,2,0,0,15,2,17
POROMA,vacunaciones en menores de 1 ano,bcg,2008-05-01,9,18,0,0,9,18,27
PORONGO,vacunaciones en menores de 1 ano,bcg,2008-05-01,6,16,0,0,6,16,22
PORTACHUELO,vacunaciones en menores de 1 ano,bcg,2008-05-01,51,0,0,0,51,0,51
PORVENIR,vacunaciones en menores de 1 ano,bcg,2008-05-01,9,2,0,0,9,2,11
POSTRER VALLE,vacunaciones en menores de 1 ano,bcg,2008-05-01,5,0,0,0,5,0,5
POTOSI,vacunaciones en menores de 1 ano,bcg,2008-05-01,235,15,0,0,235,15,250
PRESTO,vacunaciones en menores de 1 ano,bcg,2008-05-01,4,9,0,0,4,9,13
PUCARA,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,1,0,0,0,1,1
PUCARANI,vacunaciones en menores de 1 ano,bcg,2008-05-01,13,19,0,0,13,19,32
PUERTO ACOSTA,vacunaciones en menores de 1 ano,bcg,2008-05-01,7,21,0,0,7,21,28
PUERTO CARABUCO,vacunaciones en menores de 1 ano,bcg,2008-05-01,3,27,0,0,3,27,30
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,bcg,2008-05-01,1,9,0,0,1,9,10
PUERTO PEREZ,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,3,0,0,0,3,3
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,bcg,2008-05-01,33,16,0,0,33,16,49
PUERTO RICO,vacunaciones en menores de 1 ano,bcg,2008-05-01,7,4,0,0,7,4,11
PUERTO SUAREZ,vacunaciones en menores de 1 ano,bcg,2008-05-01,2,2,0,0,2,2,4
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,bcg,2008-05-01,120,11,0,0,120,11,131
PUNA,vacunaciones en menores de 1 ano,bcg,2008-05-01,13,41,0,0,13,41,54
PUNATA,vacunaciones en menores de 1 ano,bcg,2008-05-01,53,3,0,0,53,3,56
QUILLACOLLO,vacunaciones en menores de 1 ano,bcg,2008-05-01,138,9,0,0,138,9,147
QUIME,vacunaciones en menores de 1 ano,bcg,2008-05-01,4,9,0,0,4,9,13
QUIRUSILLAS,vacunaciones en menores de 1 ano,bcg,2008-05-01,1,0,0,0,1,0,1
RAVELO,vacunaciones en menores de 1 ano,bcg,2008-05-01,8,35,0,0,8,35,43
REYES,vacunaciones en menores de 1 ano,bcg,2008-05-01,16,6,0,0,16,6,22
RIBERALTA,vacunaciones en menores de 1 ano,bcg,2008-05-01,17,6,0,0,17,6,23
ROBORE,vacunaciones en menores de 1 ano,bcg,2008-05-01,8,25,0,0,8,25,33
RURRENABAQUE,vacunaciones en menores de 1 ano,bcg,2008-05-01,22,8,0,0,22,8,30
SABAYA,vacunaciones en menores de 1 ano,bcg,2008-05-01,3,2,0,0,3,2,5
SACABA,vacunaciones en menores de 1 ano,bcg,2008-05-01,164,22,0,0,164,22,186
SACABAMBA,vacunaciones en menores de 1 ano,bcg,2008-05-01,5,6,0,0,5,6,11
SACACA,vacunaciones en menores de 1 ano,bcg,2008-05-01,8,30,0,0,8,30,38
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,bcg,2008-05-01,8,5,0,0,8,5,13
SAMAIPATA,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,2,0,0,0,2,2
SAN AGUSTIN,vacunaciones en menores de 1 ano,bcg,2008-05-01,8,0,0,0,8,0,8
SAN ANDRES,vacunaciones en menores de 1 ano,bcg,2008-05-01,6,0,0,0,6,0,6
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,bcg,2008-05-01,0,9,0,0,0,9,9
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,bcg,2008-05-01,2,1,0,0,2,1,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,bcg,2008-05-01,10,7,0,0,10,7,17
SAN BENITO,vacunaciones en menores de 1 ano,bcg,2008-05-01,13,3,0,0,13,3,16
SAN BORJA,vacunaciones en menores de 1 ano,bcg,2008-05-01,58,92,0,0,58,92,150
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,bcg,2008-05-01,20,11,0,0,20,11,31
SAN CARLOS,vacunaciones en menores de 1 ano,bcg,2008-05-01,9,13,0,0,9,13,22
SAN IGNACIO,vacunaciones en menores de 1 ano,bcg,2008-05-01,40,45,0,0,40,45,85
