,group,variable,month,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,PENTAVALENTE 3RA. DOSIS,TOTALES,TOTALES,TOTALES
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,9,19,0,0,9,19,28
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,6,7,0,0,6,7,13
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,0,15,0,0,0,15,15
POCOATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,3,49,0,0,3,49,52
POCONA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,7,28,0,0,7,28,35
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,21,15,0,0,21,15,36
POOPO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,4,7,0,0,4,7,11
PORCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,17,7,0,0,17,7,24
POROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,14,29,0,0,14,29,43
PORONGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,13,17,0,0,13,17,30
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,30,9,0,0,30,9,39
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,9,6,0,0,9,6,15
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,3,2,0,0,3,2,5
POTOSI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,308,100,0,0,308,100,408
PRESTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,2,19,0,0,2,19,21
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,23,29,0,0,23,29,52
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,10,39,0,0,10,39,49
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,2,29,0,0,2,29,31
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,2,9,0,0,2,9,11
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,0,11,0,0,0,11,11
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,21,19,0,0,21,19,40
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,11,4,0,0,11,4,15
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,4,0,0,1,4,5
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,16,6,0,0,16,6,22
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,79,31,0,0,79,31,110
PUNA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,17,56,0,0,17,56,73
PUNATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,27,21,0,0,27,21,48
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,4,0,0,0,4,0,4
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,150,82,0,0,150,82,232
QUIME,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,3,17,0,0,3,17,20
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,0,1,0,0,0,1,1
RAVELO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,20,61,0,0,20,61,81
REYES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,21,11,0,0,21,11,32
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,141,64,0,0,141,64,205
ROBORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,19,20,0,0,19,20,39
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,23,23,0,0,23,23,46
SABAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,5,4,0,0,5,4,9
SACABA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,120,57,0,0,120,57,177
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,2,10,0,0,2,10,12
SACACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,6,32,0,0,6,32,38
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,7,4,0,0,7,4,11
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,5,10,0,0,5,10,15
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,7,10,0,0,7,10,17
SAN AGUSTIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,4,1,0,0,4,1,5
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,18,29,0,0,18,29,47
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,5,0,0,1,5,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,3,0,0,0,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,3,8,0,0,3,8,11
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,8,4,0,0,8,4,12
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,42,24,0,0,42,24,66
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,9,17,0,0,9,17,26
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,27,15,0,0,27,15,42
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,41,30,0,0,41,30,71
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,76,51,0,0,76,51,127
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,7,1,0,0,7,1,8
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,25,21,0,0,25,21,46
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,3,2,0,0,3,2,5
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,18,16,0,0,18,16,34
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,17,7,0,0,17,7,24
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,38,54,0,0,38,54,92
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,3,7,0,0,3,7,10
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,23,22,0,0,23,22,45
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,34,69,0,0,34,69,103
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,17,17,0,0,17,17,34
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,14,5,0,0,14,5,19
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,7,4,0,0,7,4,11
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,33,0,0,0,33,0,33
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,6,51,0,0,6,51,57
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,2,6,0,0,2,6,8
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,1,0,0,1,1,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,2,5,0,0,2,5,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,0,1,0,0,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,6,6,0,0,6,6,12
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,10,7,0,0,10,7,17
SAN RAMON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,3,8,0,0,3,8,11
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,16,4,0,0,16,4,20
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,2039,279,0,0,2039,279,2318
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,11,4,0,0,11,4,15
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,20,17,0,0,20,17,37
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,5,5,0,0,5,5,10
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,6,10,0,0,6,10,16
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,2,6,0,0,2,6,8
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,8,1,0,0,8,1,9
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,4,2,0,0,4,2,6
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,5,10,0,0,5,10,15
SENA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,7,0,0,0,7,0,7
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,7,44,0,0,7,44,51
SICAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,5,0,0,1,5,6
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,44,26,0,0,44,26,70
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,4,17,0,0,4,17,21
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,7,23,0,0,7,23,30
SORATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,7,39,0,0,7,39,46
SUCRE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,364,109,0,0,364,109,473
TACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,3,0,0,0,3,0,3
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,7,10,0,0,7,10,17
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,3,19,0,0,3,19,22
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,4,27,0,0,4,27,31
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,29,33,0,0,29,33,62
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,28,34,0,0,28,34,62
TARACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,7,0,0,1,7,8
TARATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,5,8,0,0,5,8,13
TARIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,288,50,0,0,288,50,338
TARVITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,12,20,0,0,12,20,32
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,15,0,0,1,15,16
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,5,14,0,0,5,14,19
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,10,34,0,0,10,34,44
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,18,2,0,0,18,2,20
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,78,21,0,0,78,21,99
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,61,16,0,0,61,16,77
TOCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,7,6,0,0,7,6,13
TODOS SANTOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,0,1,0,0,0,1,1
TOLATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,6,8,0,0,6,8,14
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,2,14,0,0,2,14,16
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,4,23,0,0,4,23,27
TOMINA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,15,7,0,0,15,7,22
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,8,17,0,0,8,17,25
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,10,16,0,0,10,16,26
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,9,9,0,0,9,9,18
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,1,0,0,1,1,2
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,141,47,0,0,141,47,188
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,50,20,0,0,50,20,70
TURCO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,2,3,0,0,2,3,5
UMALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,0,17,0,0,0,17,17
UNCIA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,8,36,0,0,8,36,44
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,18,9,0,0,18,9,27
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,9,3,0,0,9,3,12
UYUNI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,21,49,0,0,21,49,70
VACAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,4,11,0,0,4,11,15
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,15,10,0,0,15,10,25
VIACHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,41,47,0,0,41,47,88
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,3,7,0,0,3,7,10
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,25,34,0,0,25,34,59
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,6,3,0,0,6,3,9
VILLA SERRANO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,6,9,0,0,6,9,15
VILLA TUNARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,78,56,0,0,78,56,134
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,4,9,0,0,4,9,13
VILLAZON,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,62,28,0,0,62,28,90
VINTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,46,6,0,0,46,6,52
VITICHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,8,16,0,0,8,16,24
WARNES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,97,40,0,0,97,40,137
YACO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,1,26,0,0,1,26,27
YACUIBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,95,34,0,0,95,34,129
YAMPARAEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,15,4,0,0,15,4,19
YANACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,6,2,0,0,6,2,8
YAPACANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,35,46,0,0,35,46,81
YOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,0,15,0,0,0,15,15
YOTALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,13,5,0,0,13,5,18
YUNCHARA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,3,11,0,0,3,11,14
ZUDAÑEZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-04-01,9,4,0,0,9,4,13
ACACIO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,6,13,0,0,6,13,19
ACHACACHI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,25,72,0,0,25,72,97
ACHOCALLA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,6,28,0,0,6,28,34
AIQUILE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,17,40,0,0,17,40,57
ALALAY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,0,4,0,0,0,4,4
ALCALA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,2,4,0,0,2,4,6
ANCORAIMES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,3,32,0,0,3,32,35
ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,2,4,0,0,2,4,6
ANTEQUERA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,3,0,0,0,3,0,3
ANZALDO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,5,16,0,0,5,16,21
APOLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,15,26,0,0,15,26,41
ARAMPAMPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,0,18,0,0,0,18,18
ARANI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,3,21,0,0,3,21,24
ARBIETO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,7,20,0,0,7,20,27
ARQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,21,9,0,0,21,9,30
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,42,6,0,0,42,6,48
ATOCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,8,9,0,0,8,9,17
AUCAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,1,11,0,0,1,11,12
AYATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,5,10,0,0,5,10,15
AYO AYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,1,4,0,0,1,4,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,21,26,0,0,21,26,47
AZURDUY,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,11,21,0,0,11,21,32
BATALLAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,12,15,0,0,12,15,27
BAURES,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,6,0,0,0,6,0,6
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,0,1,0,0,0,1,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,1,1,0,0,1,1,2
BELLA FLOR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,0,3,0,0,0,3,3
BERMEJO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,45,40,0,0,45,40,85
BETANZOS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,34,49,0,0,34,49,83
BOLIVAR,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,8,13,0,0,8,13,21
BOLPEBRA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,1,2,0,0,1,2,3
BOYUIBE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,0,4,0,0,0,4,4
BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,24,7,0,0,24,7,31
CABEZAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,22,9,0,0,22,9,31
CAIROMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,3,23,0,0,3,23,26
"CAIZA ""D""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,0,20,0,0,0,20,20
CAJUATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,19,5,0,0,19,5,24
CALACOTO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,5,7,0,0,5,7,12
CALAMARCA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,9,9,0,0,9,9,18
CAMARGO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,21,13,0,0,21,13,34
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,5,6,0,0,5,6,11
CAMIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,40,17,0,0,40,17,57
CAPINOTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,18,10,0,0,18,10,28
CAQUIAVIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,10,10,0,0,10,10,20
CARACOLLO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,14,22,0,0,14,22,36
CARANAVI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,73,70,0,0,73,70,143
CARANGAS,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,0,1,0,0,0,1,1
CARAPARI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,11,22,0,0,11,22,33
CARIPUYO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,2,22,0,0,2,22,24
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,4,9,0,0,4,9,13
CATACORA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,0,2,0,0,0,2,2
CHALLAPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,11,29,0,0,11,29,40
CHAQUI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,11,7,0,0,11,7,18
CHARAGUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,16,37,0,0,16,37,53
CHARAÑA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,0,7,0,0,0,7,7
CHAYANTA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,11,18,0,0,11,18,29
CHIMORE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,23,15,0,0,23,15,38
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,4,1,0,0,4,1,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,8,12,0,0,8,12,20
CHUMA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,7,17,0,0,7,17,24
CLIZA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,17,14,0,0,17,14,31
COBIJA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,71,24,0,0,71,24,95
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,1092,83,0,0,1092,83,1175
COIPASA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,1,0,0,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,104,12,0,0,104,12,116
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,7,7,0,0,7,7,14
COLLANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,2,1,0,0,2,1,3
COLOMI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,16,40,0,0,16,40,56
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,9,6,0,0,9,6,15
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,26,81,0,0,26,81,107
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,8,4,0,0,8,4,12
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,8,45,0,0,8,45,53
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,0,1,0,0,0,1,1
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,21,24,0,0,21,24,45
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,0,7,0,0,0,7,7
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,35,3,0,0,35,3,38
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,4,22,0,0,4,22,26
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,5,19,0,0,5,19,24
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,3,12,0,0,3,12,15
COROICO,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,14,9,0,0,14,9,23
CORQUE,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,4,3,0,0,4,3,7
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 3ra. dosis,2008-05-01,6,33,0,0,6,33,39
