,group,variable,month,17.21 SR DENTRO,17.21 SR DENTRO,17.21 SR FUERA,17.21 SR FUERA,TOTALES,TOTALES,TOTALES
SAN LORENZO(TJA),otras vacunaciones,sr,2022-12-01,3,1,0,1,3,2,5
SAN LUCAS,otras vacunaciones,sr,2022-12-01,0,0,1,2,1,2,3
SAN MIGUEL DE VELASCO,otras vacunaciones,sr,2022-12-01,0,0,1,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,sr,2022-12-01,0,0,1,0,1,0,1
SAN RAMON BENI,otras vacunaciones,sr,2022-12-01,1,4,0,0,1,4,5
SANTA ANA,otras vacunaciones,sr,2022-12-01,31,56,0,0,31,56,87
SANTA CRUZ DE LA SIERRA,otras vacunaciones,sr,2022-12-01,206,314,606,573,812,887,1699
SANTA ROSA,otras vacunaciones,sr,2022-12-01,1,1,0,0,1,1,2
SANTA ROSA DEL SARA,otras vacunaciones,sr,2022-12-01,2,2,0,0,2,2,4
SANTIAGO DE HUATA,otras vacunaciones,sr,2022-12-01,0,1,0,0,0,1,1
SENA,otras vacunaciones,sr,2022-12-01,6,5,0,0,6,5,11
SIPE SIPE,otras vacunaciones,sr,2022-12-01,0,3,1,2,1,5,6
SORACACHI,otras vacunaciones,sr,2022-12-01,0,1,0,2,0,3,3
SUCRE,otras vacunaciones,sr,2022-12-01,19,41,5,3,24,44,68
TACACOMA,otras vacunaciones,sr,2022-12-01,0,1,0,0,0,1,1
TAPACARI,otras vacunaciones,sr,2022-12-01,1,2,0,1,1,3,4
TARACO,otras vacunaciones,sr,2022-12-01,1,1,0,1,1,2,3
TARIJA,otras vacunaciones,sr,2022-12-01,33,50,11,18,44,68,112
TARVITA,otras vacunaciones,sr,2022-12-01,2,1,0,4,2,5,7
TIPUANI,otras vacunaciones,sr,2022-12-01,0,0,4,2,4,2,6
TIQUIPAYA,otras vacunaciones,sr,2022-12-01,3,3,4,0,7,3,10
TOCO,otras vacunaciones,sr,2022-12-01,1,0,2,3,3,3,6
TOLATA,otras vacunaciones,sr,2022-12-01,0,0,1,0,1,0,1
TOTORA(ORR),otras vacunaciones,sr,2022-12-01,3,0,0,0,3,0,3
TRINIDAD,otras vacunaciones,sr,2022-12-01,18,24,179,408,197,432,629
TUPIZA,otras vacunaciones,sr,2022-12-01,7,13,0,0,7,13,20
UNCIA,otras vacunaciones,sr,2022-12-01,0,2,0,0,0,2,2
UYUNI,otras vacunaciones,sr,2022-12-01,2,2,15,9,17,11,28
VALLEGRANDE,otras vacunaciones,sr,2022-12-01,5,8,15,8,20,16,36
VILLA MONTES,otras vacunaciones,sr,2022-12-01,2,8,3,5,5,13,18
VILLA NUEVA (LOMA ALTA),otras vacunaciones,sr,2022-12-01,3,3,0,0,3,3,6
VILLA TUNARI,otras vacunaciones,sr,2022-12-01,1,1,2,3,3,4,7
VILLAZON,otras vacunaciones,sr,2022-12-01,2,8,29,29,31,37,68
WARNES,otras vacunaciones,sr,2022-12-01,7,13,8,9,15,22,37
YACUIBA,otras vacunaciones,sr,2022-12-01,24,17,155,215,179,232,411
YAPACANI,otras vacunaciones,sr,2022-12-01,6,3,3,3,9,6,15
YOTALA,otras vacunaciones,sr,2022-12-01,0,1,0,1,0,2,2
YUNCHARA,otras vacunaciones,sr,2022-12-01,0,5,1,0,1,5,6
