,group,variable,month,17.25 COVID DOSIS ANUAL (4TA DOSIS) DENTRO,17.25 COVID DOSIS ANUAL (4TA DOSIS) DENTRO,17.25 COVID DOSIS ANUAL (4TA DOSIS) FUERA,17.25 COVID DOSIS ANUAL (4TA DOSIS) FUERA,TOTALES,TOTALES,TOTALES
MOJOCOYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,14,16,2,3,16,19,35
MONTEAGUDO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,189,257,232,237,421,494,915
MONTERO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,250,270,41,38,291,308,599
MORO MORO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,1,2,6,6,7,8,15
MOROCHATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,0,0,12,7,12,7,19
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,5,6,8,13,13,19,32
NAZACARA DE PACAJES,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,0,3,0,0,0,3,3
OCURI,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,4,5,5,6,9,11,20
OKINAWA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,50,59,7,12,57,71,128
OMEREQUE,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,2,1,51,55,53,56,109
ORURO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,1543,1868,116,104,1659,1972,3631
PADCAYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,7,15,0,0,7,15,22
PADILLA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,88,165,25,21,113,186,299
PAILON,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,35,58,0,0,35,58,93
PALCA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,0,1,0,1,0,2,2
PALOS BLANCOS,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,0,0,1,0,1,0,1
PAMPA AULLAGAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,6,9,5,6,11,15,26
PAMPA GRANDE,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,12,14,7,0,19,14,33
PASORAPA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,66,75,8,9,74,84,158
PATACAMAYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,2,1,0,0,2,1,3
PAZÑA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,23,26,15,23,38,49,87
PELECHUCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,1,1,0,0,1,1,2
POCONA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,2,2,1,0,3,2,5
POJO (CBBA),otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,1,4,1,2,2,6,8
POOPO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,9,11,0,2,9,13,22
PORCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,4,2,4,0,8,2,10
POROMA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,6,4,7,7,13,11,24
PORONGO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,89,93,0,0,89,93,182
PORTACHUELO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,85,105,0,0,85,105,190
PORVENIR,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,27,24,85,79,112,103,215
POSTRER VALLE,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,1,1,1,1,2,2,4
POTOSI,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,501,678,170,159,671,837,1508
PRESTO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,8,8,1,0,9,8,17
PUCARA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,12,16,0,0,12,16,28
PUCARANI,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,0,3,2,0,2,3,5
PUERTO ACOSTA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,4,0,4,6,8,6,14
PUERTO CARABUCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,8,3,37,5,45,8,53
PUERTO GONZALO MORENO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,0,0,14,20,14,20,34
PUERTO PEREZ,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,0,1,0,0,0,1,1
PUERTO RICO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,19,9,39,4,58,13,71
PUERTO VILLARROEL,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,24,14,37,47,61,61,122
PUNA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,3,6,7,3,10,9,19
PUNATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,93,121,46,40,139,161,300
QUILLACOLLO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,626,802,191,277,817,1079,1896
QUIME,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,3,1,14,6,17,7,24
QUIRUSILLAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,4,10,1,2,5,12,17
RAQAYPAMPA(ETA),otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,10,11,7,17,17,28,45
RAVELO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,5,14,4,4,9,18,27
RIBERALTA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,132,165,5,19,137,184,321
ROBORE,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,59,75,69,19,128,94,222
SABAYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,8,9,0,0,8,9,17
SACABA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,371,559,773,635,1144,1194,2338
SACABAMBA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,1,0,4,2,5,2,7
SACACA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,6,8,0,1,6,9,15
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,14,9,12,10,26,19,45
SAMAIPATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,22,19,23,26,45,45,90
SAN ANDRES,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,0,3,4,1,4,4,8
SAN ANDRES DE MACHACA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,0,0,2,5,2,5,7
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,16,30,0,1,16,31,47
SAN BENITO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,15,23,0,0,15,23,38
SAN BORJA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,7,9,1,3,8,12,20
SAN CARLOS,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,37,51,2,3,39,54,93
SAN IGNACIO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,11,15,0,0,11,15,26
SAN IGNACIO DE VELASCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,69,88,0,0,69,88,157
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,37,47,9,7,46,54,100
SAN JUAN DE YAPACANI,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,67,53,34,21,101,74,175
SAN LORENZO(PND),otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,0,1,0,0,0,1,1
SAN LORENZO(TJA),otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,40,77,0,3,40,80,120
SAN LUCAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,14,34,17,17,31,51,82
SAN MATIAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,64,8,0,0,64,8,72
SAN MIGUEL DE VELASCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,26,47,24,41,50,88,138
SAN PEDRO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,3,2,45,16,48,18,66
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,9,13,0,0,9,13,22
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,3,3,0,2,3,5,8
SAN PEDRO DE MACHA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,5,7,6,4,11,11,22
SAN PEDRO DE QUEMES,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,2,3,1,1,3,4,7
SAN PEDRO DE TIQUINA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,0,1,0,0,0,1,1
SAN RAFAEL,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,15,34,0,0,15,34,49
SAN RAMON BENI,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,3,9,0,0,3,9,12
SANTA ANA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,42,39,0,0,42,39,81
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,5212,6253,1003,1092,6215,7345,13560
SANTA ROSA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,22,20,6,9,28,29,57
SANTA ROSA DEL SARA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,87,101,7,12,94,113,207
SANTIAGO DE CALLAPA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,1,0,0,0,1,0,1
SANTIAGO DE HUARI,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,7,7,48,36,55,43,98
SANTIAGO DE HUATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,0,2,0,0,0,2,2
SANTIAGO DE MACHACA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,0,0,1,3,1,3,4
SANTIVAÑES,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,24,23,0,0,24,23,47
SANTUARIO DE QUILLACAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,4,2,1,1,5,3,8
SAPAHAQUI,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,1,1,0,0,1,1,2
SENA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,13,20,9,6,22,26,48
SHINAOTA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,42,45,3,6,45,51,96
SICA SICA (VILLA AROMA),otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,3,4,2,0,5,4,9
SICAYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,1,0,0,0,1,0,1
SIPE SIPE,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,30,40,122,159,152,199,351
SOPACHUY,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,1,1,0,0,1,1,2
SORACACHI,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,3,3,0,0,3,3,6
SORATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,5,4,1,0,6,4,10
SUCRE,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,1806,2587,554,778,2360,3365,5725
TACACHI,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,1,0,2,4,3,4,7
TACACOMA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,4,0,9,7,13,7,20
TACOBAMBA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,1,1,0,1,1,2,3
TACOPAYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,10,11,35,24,45,35,80
TAHUA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,0,0,5,6,5,6,11
TAPACARI,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,35,60,45,43,80,103,183
TARABUCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,6,8,26,12,32,20,52
TARACO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,0,2,0,0,0,2,2
TARATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,21,24,80,19,101,43,144
TARIJA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,797,1007,1324,1520,2121,2527,4648
TARVITA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,6,9,10,11,16,20,36
TEOPONTE,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,6,2,6,7,12,9,21
TIAHUANACU,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,10,10,3,3,13,13,26
TINGUIPAYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,2,2,3,4,5,6,11
TIPUANI,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,7,3,0,0,7,3,10
TIQUIPAYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,233,268,87,122,320,390,710
TIRAQUE (CBBA),otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,7,4,25,14,32,18,50
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,5,2,0,0,5,2,7
TOCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,12,12,0,0,12,12,24
TODOS SANTOS,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,0,0,11,1,11,1,12
TOLATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,10,20,16,4,26,24,50
TOLEDO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,9,9,0,0,9,9,18
TOMAVE,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,0,2,3,4,3,6,9
TOMINA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,16,26,0,3,16,29,45
TORO TORO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,6,2,0,0,6,2,8
TOTORA(CBBA),otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,29,10,1,2,30,12,42
TOTORA(ORR),otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,1,1,0,0,1,1,2
TRIGAL,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,6,12,16,21,22,33,55
TRINIDAD,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,56,62,11,6,67,68,135
TUPIZA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,81,153,8,23,89,176,265
TURCO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,27,9,0,0,27,9,36
UMALA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,1,0,0,0,1,0,1
UNCIA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,0,1,1,1,1,2,3
URIONDO (A. CONCEPCION),otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,12,24,0,0,12,24,36
URUBICHA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,6,10,0,2,6,12,18
UYUNI,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,34,57,1,0,35,57,92
VACAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,9,17,0,0,9,17,26
VALLEGRANDE,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,96,129,44,54,140,183,323
VIACHA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,77,88,181,164,258,252,510
VILA VILA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,1,2,6,12,7,14,21
VILLA CHARCAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,3,2,2,2,5,4,9
VILLA MONTES,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,140,151,164,154,304,305,609
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,0,1,4,11,4,12,16
VILLA RIVERO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,22,22,2,4,24,26,50
VILLA SERRANO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,52,66,6,3,58,69,127
VILLA TUNARI,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,88,78,186,106,274,184,458
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,42,59,39,46,81,105,186
VILLAZON,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,138,159,43,37,181,196,377
VINTO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,119,155,58,72,177,227,404
VITICHI,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,1,5,2,0,3,5,8
WALDO BALLIVIAN,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,3,1,1,2,4,3,7
WARNES,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,664,652,11,14,675,666,1341
YACO,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,5,1,8,11,13,12,25
YACUIBA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,254,329,58,63,312,392,704
YAMPARAEZ,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,1,3,12,17,13,20,33
YANACACHI,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,13,14,28,30,41,44,85
YAPACANI,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,34,39,7,6,41,45,86
YOCALLA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,11,12,7,1,18,13,31
YOTALA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,32,39,48,48,80,87,167
YUNCHARA,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,1,6,2,1,3,7,10
ZUDAÑEZ,otras vacunaciones,covid dosis anual (4ta dosis),2022-07-01,13,14,10,16,23,30,53
ACACIO,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,2,2,1,1,3,3,6
ACHACACHI,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,3,1,0,4,3,5,8
AIQUILE,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,27,32,77,88,104,120,224
ALALAY,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,20,20,0,0,20,20,40
ALCALA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,7,4,16,43,23,47,70
ALTO BENI,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,5,8,12,2,17,10,27
ANCORAIMES,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,8,3,2,6,10,9,19
ANDAMARCA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,2,4,0,0,2,4,6
ANTEQUERA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,9,6,1,0,10,6,16
ANZALDO,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,3,4,4,6,7,10,17
APOLO,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,8,11,7,9,15,20,35
ARAMPAMPA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,0,0,2,2,2,2,4
ARANI,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,12,19,2,1,14,20,34
ARBIETO,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,15,19,14,16,29,35,64
ARQUE,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,9,39,4,13,13,52,65
ASCENCION DE GUARAYOS,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,14,15,1,0,15,15,30
ATOCHA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,48,43,74,87,122,130,252
AUCAPATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,2,0,12,16,14,16,30
AYATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,0,0,3,6,3,6,9
AYO AYO,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,4,9,0,0,4,9,13
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,20,23,51,48,71,71,142
AZURDUY,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,16,13,6,9,22,22,44
BATALLAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,2,4,1,2,3,6,9
BAURES,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,7,4,32,22,39,26,65
BELEN DE ANDAMARCA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,13,17,0,0,13,17,30
BELEN DE URMIRI,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,1,2,0,1,1,3,4
BELLA FLOR,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,3,5,22,27,25,32,57
BERMEJO,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,6,14,3,9,9,23,32
BETANZOS,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,17,25,22,13,39,38,77
BOLIVAR,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,1,3,10,17,11,20,31
BOLPEBRA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,0,0,18,15,18,15,33
BOYUIBE,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,16,22,2,2,18,24,42
BUENA VISTA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,17,9,4,8,21,17,38
CABEZAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,63,48,24,10,87,58,145
CAIROMA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,2,4,0,3,2,7,9
CAJUATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,7,9,2,2,9,11,20
CALAMARCA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,1,7,0,2,1,9,10
CAMARGO,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,27,32,16,35,43,67,110
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,2,6,4,1,6,7,13
CAMIRI,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,221,188,42,74,263,262,525
CAPINOTA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,43,24,5,6,48,30,78
CARACOLLO,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,20,17,23,12,43,29,72
CARANAVI,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,16,18,70,9,86,27,113
CARAPARI,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,11,13,0,0,11,13,24
CARIPUYO,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,1,2,0,0,1,2,3
CARMEN RIVERO TORREZ,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,26,36,0,0,26,36,62
CHALLAPATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,20,23,4,2,24,25,49
CHARAGUA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,45,51,9,25,54,76,130
CHARAÑA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,1,0,0,0,1,0,1
CHAYANTA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,1,1,8,7,9,8,17
CHIMORE,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,9,3,36,51,45,54,99
CHOQUE COTA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,0,1,2,2,2,3,5
CHUA COCANI,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,0,1,65,3,65,4,69
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,11,15,0,0,11,15,26
CHUMA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,5,5,6,2,11,7,18
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,2,1,0,2,2,3,5
CKOCHAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,8,8,14,21,22,29,51
CLIZA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,18,22,10,12,28,34,62
COBIJA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,80,87,232,212,312,299,611
COCAPATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,4,4,1,3,5,7,12
COCHABAMBA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,2946,3993,1088,1330,4034,5323,9357
COIPASA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,4,0,0,0,4,0,4
COLCAPIRHUA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,22,31,168,174,190,205,395
"COLCHA ""K""",otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,26,44,22,36,48,80,128
COLLANA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,4,3,2,3,6,6,12
COLOMI,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,9,9,6,0,15,9,24
COLPA BELGICA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,12,20,0,0,12,20,32
COLQUECHACA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,1,2,0,2,1,4,5
COLQUENCHA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,0,0,3,4,3,4,7
COLQUIRI,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,3,5,30,63,33,68,101
COMBAYA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,0,2,9,4,9,6,15
COPACABANA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,3,1,2,0,5,1,6
CORIPATA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,4,2,7,3,11,5,16
CORO CORO,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,5,5,0,0,5,5,10
COROICO,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,18,25,0,9,18,34,52
CORQUE,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,21,7,0,0,21,7,28
COTAGAITA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,35,35,43,46,78,81,159
COTOCA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,95,132,19,19,114,151,265
CRUZ DE MACHACAMARCA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,5,4,0,0,5,4,9
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,2,1,0,0,2,1,3
CUEVO,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,11,12,25,44,36,56,92
CULPINA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,27,32,1,5,28,37,65
CURAHUARA DE CARANGAS,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,5,8,0,0,5,8,13
CURVA,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,0,1,2,3,2,4,6
DESAGUADERO,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,8,3,26,0,34,3,37
EL ALTO,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,299,283,543,519,842,802,1644
EL CHORO,otras vacunaciones,covid dosis anual (4ta dosis),2022-08-01,1,3,0,0,1,3,4
