,group,variable,month,17.24 COVID 2DA DOSIS DENTRO,17.24 COVID 2DA DOSIS DENTRO,17.24 COVID 2DA DOSIS FUERA,17.24 COVID 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
SANTIAGO DE HUATA,otras vacunaciones,covid 2da dosis,2022-04-01,22,12,16,3,38,15,53
SANTIAGO DE MACHACA,otras vacunaciones,covid 2da dosis,2022-04-01,0,0,9,12,9,12,21
SANTIVAÑES,otras vacunaciones,covid 2da dosis,2022-04-01,11,10,0,0,11,10,21
SANTUARIO DE QUILLACAS,otras vacunaciones,covid 2da dosis,2022-04-01,15,24,9,2,24,26,50
SAPAHAQUI,otras vacunaciones,covid 2da dosis,2022-04-01,15,11,31,24,46,35,81
SENA,otras vacunaciones,covid 2da dosis,2022-04-01,0,0,19,28,19,28,47
SHINAOTA,otras vacunaciones,covid 2da dosis,2022-04-01,79,98,0,0,79,98,177
SICA SICA (VILLA AROMA),otras vacunaciones,covid 2da dosis,2022-04-01,4,1,5,4,9,5,14
SICAYA,otras vacunaciones,covid 2da dosis,2022-04-01,5,6,5,5,10,11,21
SIPE SIPE,otras vacunaciones,covid 2da dosis,2022-04-01,39,39,417,427,456,466,922
SOPACHUY,otras vacunaciones,covid 2da dosis,2022-04-01,6,11,15,19,21,30,51
SORACACHI,otras vacunaciones,covid 2da dosis,2022-04-01,100,87,0,0,100,87,187
SORATA,otras vacunaciones,covid 2da dosis,2022-04-01,35,39,22,13,57,52,109
SUCRE,otras vacunaciones,covid 2da dosis,2022-04-01,805,928,814,867,1619,1795,3414
TACACHI,otras vacunaciones,covid 2da dosis,2022-04-01,6,8,0,0,6,8,14
TACACOMA,otras vacunaciones,covid 2da dosis,2022-04-01,10,8,2,4,12,12,24
TACOBAMBA,otras vacunaciones,covid 2da dosis,2022-04-01,7,5,60,74,67,79,146
TACOPAYA,otras vacunaciones,covid 2da dosis,2022-04-01,0,1,29,23,29,24,53
TAHUA,otras vacunaciones,covid 2da dosis,2022-04-01,0,0,6,1,6,1,7
TAPACARI,otras vacunaciones,covid 2da dosis,2022-04-01,120,131,31,27,151,158,309
TARABUCO,otras vacunaciones,covid 2da dosis,2022-04-01,6,4,16,14,22,18,40
TARACO,otras vacunaciones,covid 2da dosis,2022-04-01,13,10,16,18,29,28,57
TARATA,otras vacunaciones,covid 2da dosis,2022-04-01,14,11,38,32,52,43,95
TARIJA,otras vacunaciones,covid 2da dosis,2022-04-01,339,340,644,694,983,1034,2017
TARVITA,otras vacunaciones,covid 2da dosis,2022-04-01,28,28,36,34,64,62,126
TEOPONTE,otras vacunaciones,covid 2da dosis,2022-04-01,10,9,8,3,18,12,30
TIAHUANACU,otras vacunaciones,covid 2da dosis,2022-04-01,10,6,66,65,76,71,147
TINGUIPAYA,otras vacunaciones,covid 2da dosis,2022-04-01,8,3,32,24,40,27,67
TIPUANI,otras vacunaciones,covid 2da dosis,2022-04-01,0,0,9,5,9,5,14
TIQUIPAYA,otras vacunaciones,covid 2da dosis,2022-04-01,242,217,242,263,484,480,964
TIRAQUE (CBBA),otras vacunaciones,covid 2da dosis,2022-04-01,15,17,14,13,29,30,59
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid 2da dosis,2022-04-01,2,4,0,0,2,4,6
TOCO,otras vacunaciones,covid 2da dosis,2022-04-01,68,94,6,9,74,103,177
TODOS SANTOS,otras vacunaciones,covid 2da dosis,2022-04-01,0,0,3,3,3,3,6
TOLATA,otras vacunaciones,covid 2da dosis,2022-04-01,57,27,39,21,96,48,144
TOLEDO,otras vacunaciones,covid 2da dosis,2022-04-01,40,51,0,0,40,51,91
TOMAVE,otras vacunaciones,covid 2da dosis,2022-04-01,10,9,21,26,31,35,66
TOMINA,otras vacunaciones,covid 2da dosis,2022-04-01,25,22,10,6,35,28,63
TORO TORO,otras vacunaciones,covid 2da dosis,2022-04-01,15,22,49,36,64,58,122
TOTORA(CBBA),otras vacunaciones,covid 2da dosis,2022-04-01,29,16,25,20,54,36,90
TOTORA(ORR),otras vacunaciones,covid 2da dosis,2022-04-01,27,15,4,3,31,18,49
TRIGAL,otras vacunaciones,covid 2da dosis,2022-04-01,4,4,2,6,6,10,16
TRINIDAD,otras vacunaciones,covid 2da dosis,2022-04-01,194,180,112,154,306,334,640
TUPIZA,otras vacunaciones,covid 2da dosis,2022-04-01,131,128,68,95,199,223,422
TURCO,otras vacunaciones,covid 2da dosis,2022-04-01,36,43,0,0,36,43,79
UMALA,otras vacunaciones,covid 2da dosis,2022-04-01,41,38,0,0,41,38,79
UNCIA,otras vacunaciones,covid 2da dosis,2022-04-01,27,32,49,51,76,83,159
URIONDO (A. CONCEPCION),otras vacunaciones,covid 2da dosis,2022-04-01,77,99,0,0,77,99,176
URUBICHA,otras vacunaciones,covid 2da dosis,2022-04-01,25,22,53,44,78,66,144
UYUNI,otras vacunaciones,covid 2da dosis,2022-04-01,115,95,20,36,135,131,266
VACAS,otras vacunaciones,covid 2da dosis,2022-04-01,11,7,0,0,11,7,18
VALLEGRANDE,otras vacunaciones,covid 2da dosis,2022-04-01,50,60,28,31,78,91,169
VIACHA,otras vacunaciones,covid 2da dosis,2022-04-01,271,228,348,356,619,584,1203
VILA VILA,otras vacunaciones,covid 2da dosis,2022-04-01,5,2,45,38,50,40,90
VILLA CHARCAS,otras vacunaciones,covid 2da dosis,2022-04-01,19,11,86,81,105,92,197
VILLA MONTES,otras vacunaciones,covid 2da dosis,2022-04-01,40,48,65,56,105,104,209
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid 2da dosis,2022-04-01,0,0,0,3,0,3,3
VILLA RIVERO,otras vacunaciones,covid 2da dosis,2022-04-01,28,34,0,0,28,34,62
VILLA SERRANO,otras vacunaciones,covid 2da dosis,2022-04-01,50,17,2,1,52,18,70
VILLA TUNARI,otras vacunaciones,covid 2da dosis,2022-04-01,241,247,111,135,352,382,734
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 2da dosis,2022-04-01,12,9,28,21,40,30,70
VILLAZON,otras vacunaciones,covid 2da dosis,2022-04-01,130,109,124,142,254,251,505
VINTO,otras vacunaciones,covid 2da dosis,2022-04-01,90,117,66,85,156,202,358
VITICHI,otras vacunaciones,covid 2da dosis,2022-04-01,21,21,3,9,24,30,54
WALDO BALLIVIAN,otras vacunaciones,covid 2da dosis,2022-04-01,2,3,0,0,2,3,5
WARNES,otras vacunaciones,covid 2da dosis,2022-04-01,156,129,34,34,190,163,353
YACO,otras vacunaciones,covid 2da dosis,2022-04-01,7,8,9,5,16,13,29
YACUIBA,otras vacunaciones,covid 2da dosis,2022-04-01,140,101,187,170,327,271,598
YAMPARAEZ,otras vacunaciones,covid 2da dosis,2022-04-01,2,8,20,13,22,21,43
YANACACHI,otras vacunaciones,covid 2da dosis,2022-04-01,1,0,2,3,3,3,6
YAPACANI,otras vacunaciones,covid 2da dosis,2022-04-01,46,45,21,19,67,64,131
YOCALLA,otras vacunaciones,covid 2da dosis,2022-04-01,64,42,36,39,100,81,181
YOTALA,otras vacunaciones,covid 2da dosis,2022-04-01,16,17,84,76,100,93,193
YUNCHARA,otras vacunaciones,covid 2da dosis,2022-04-01,2,3,19,16,21,19,40
ZUDAÑEZ,otras vacunaciones,covid 2da dosis,2022-04-01,11,12,39,20,50,32,82
ACACIO,otras vacunaciones,covid 2da dosis,2022-05-01,0,0,4,3,4,3,7
ACHACACHI,otras vacunaciones,covid 2da dosis,2022-05-01,14,25,33,29,47,54,101
AIQUILE,otras vacunaciones,covid 2da dosis,2022-05-01,15,20,158,155,173,175,348
ALCALA,otras vacunaciones,covid 2da dosis,2022-05-01,2,2,11,7,13,9,22
ALTO BENI,otras vacunaciones,covid 2da dosis,2022-05-01,9,6,6,7,15,13,28
ANCORAIMES,otras vacunaciones,covid 2da dosis,2022-05-01,6,5,0,0,6,5,11
ANDAMARCA,otras vacunaciones,covid 2da dosis,2022-05-01,15,13,0,0,15,13,28
ANTEQUERA,otras vacunaciones,covid 2da dosis,2022-05-01,7,8,0,0,7,8,15
ANZALDO,otras vacunaciones,covid 2da dosis,2022-05-01,16,13,0,1,16,14,30
APOLO,otras vacunaciones,covid 2da dosis,2022-05-01,11,12,16,15,27,27,54
ARAMPAMPA,otras vacunaciones,covid 2da dosis,2022-05-01,0,0,17,12,17,12,29
ARANI,otras vacunaciones,covid 2da dosis,2022-05-01,28,14,2,1,30,15,45
ARBIETO,otras vacunaciones,covid 2da dosis,2022-05-01,28,22,15,26,43,48,91
ARQUE,otras vacunaciones,covid 2da dosis,2022-05-01,14,12,39,45,53,57,110
ASCENCION DE GUARAYOS,otras vacunaciones,covid 2da dosis,2022-05-01,22,37,7,17,29,54,83
ATOCHA,otras vacunaciones,covid 2da dosis,2022-05-01,28,30,21,21,49,51,100
AUCAPATA,otras vacunaciones,covid 2da dosis,2022-05-01,0,0,12,16,12,16,28
AYATA,otras vacunaciones,covid 2da dosis,2022-05-01,5,2,1,3,6,5,11
AYO AYO,otras vacunaciones,covid 2da dosis,2022-05-01,1,8,4,2,5,10,15
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 2da dosis,2022-05-01,24,23,96,91,120,114,234
AZURDUY,otras vacunaciones,covid 2da dosis,2022-05-01,6,5,16,20,22,25,47
BATALLAS,otras vacunaciones,covid 2da dosis,2022-05-01,5,2,0,0,5,2,7
BAURES,otras vacunaciones,covid 2da dosis,2022-05-01,5,4,14,10,19,14,33
BELEN DE ANDAMARCA,otras vacunaciones,covid 2da dosis,2022-05-01,3,8,0,0,3,8,11
BELEN DE URMIRI,otras vacunaciones,covid 2da dosis,2022-05-01,0,3,2,2,2,5,7
BELLA FLOR,otras vacunaciones,covid 2da dosis,2022-05-01,1,6,8,7,9,13,22
BERMEJO,otras vacunaciones,covid 2da dosis,2022-05-01,0,0,0,2,0,2,2
BETANZOS,otras vacunaciones,covid 2da dosis,2022-05-01,30,20,30,29,60,49,109
BOLIVAR,otras vacunaciones,covid 2da dosis,2022-05-01,4,0,29,25,33,25,58
BOLPEBRA,otras vacunaciones,covid 2da dosis,2022-05-01,0,0,2,5,2,5,7
BOYUIBE,otras vacunaciones,covid 2da dosis,2022-05-01,6,1,9,3,15,4,19
BUENA VISTA,otras vacunaciones,covid 2da dosis,2022-05-01,18,15,11,15,29,30,59
CABEZAS,otras vacunaciones,covid 2da dosis,2022-05-01,34,45,9,9,43,54,97
CAIROMA,otras vacunaciones,covid 2da dosis,2022-05-01,6,8,33,32,39,40,79
"CAIZA ""D""",otras vacunaciones,covid 2da dosis,2022-05-01,3,2,5,7,8,9,17
CAJUATA,otras vacunaciones,covid 2da dosis,2022-05-01,0,4,4,4,4,8,12
CALACOTO,otras vacunaciones,covid 2da dosis,2022-05-01,1,3,5,8,6,11,17
CALAMARCA,otras vacunaciones,covid 2da dosis,2022-05-01,22,14,10,15,32,29,61
CAMARGO,otras vacunaciones,covid 2da dosis,2022-05-01,18,23,26,20,44,43,87
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid 2da dosis,2022-05-01,0,2,7,7,7,9,16
CAMIRI,otras vacunaciones,covid 2da dosis,2022-05-01,63,52,0,0,63,52,115
CAPINOTA,otras vacunaciones,covid 2da dosis,2022-05-01,52,52,45,33,97,85,182
CAQUIAVIRI,otras vacunaciones,covid 2da dosis,2022-05-01,3,9,1,3,4,12,16
CARACOLLO,otras vacunaciones,covid 2da dosis,2022-05-01,52,46,16,12,68,58,126
CARANAVI,otras vacunaciones,covid 2da dosis,2022-05-01,24,20,11,8,35,28,63
CARANGAS,otras vacunaciones,covid 2da dosis,2022-05-01,1,2,0,0,1,2,3
CARAPARI,otras vacunaciones,covid 2da dosis,2022-05-01,3,13,1,0,4,13,17
CARIPUYO,otras vacunaciones,covid 2da dosis,2022-05-01,5,1,12,10,17,11,28
CARMEN RIVERO TORREZ,otras vacunaciones,covid 2da dosis,2022-05-01,47,47,0,0,47,47,94
CATACORA,otras vacunaciones,covid 2da dosis,2022-05-01,0,2,3,2,3,4,7
CHACARILLA,otras vacunaciones,covid 2da dosis,2022-05-01,0,2,0,4,0,6,6
CHALLAPATA,otras vacunaciones,covid 2da dosis,2022-05-01,48,62,18,15,66,77,143
CHAQUI,otras vacunaciones,covid 2da dosis,2022-05-01,3,4,7,13,10,17,27
CHARAGUA,otras vacunaciones,covid 2da dosis,2022-05-01,32,39,41,35,73,74,147
CHARAÑA,otras vacunaciones,covid 2da dosis,2022-05-01,1,4,4,8,5,12,17
CHAYANTA,otras vacunaciones,covid 2da dosis,2022-05-01,4,2,0,0,4,2,6
CHIMORE,otras vacunaciones,covid 2da dosis,2022-05-01,15,20,58,46,73,66,139
CHIPAYA,otras vacunaciones,covid 2da dosis,2022-05-01,11,13,5,8,16,21,37
CHOQUE COTA,otras vacunaciones,covid 2da dosis,2022-05-01,6,4,0,0,6,4,10
CHUA COCANI,otras vacunaciones,covid 2da dosis,2022-05-01,0,3,8,10,8,13,21
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 2da dosis,2022-05-01,11,4,15,14,26,18,44
CHUMA,otras vacunaciones,covid 2da dosis,2022-05-01,18,12,40,30,58,42,100
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 2da dosis,2022-05-01,1,0,0,0,1,0,1
CKOCHAS,otras vacunaciones,covid 2da dosis,2022-05-01,4,10,18,21,22,31,53
CLIZA,otras vacunaciones,covid 2da dosis,2022-05-01,27,23,19,19,46,42,88
COBIJA,otras vacunaciones,covid 2da dosis,2022-05-01,44,39,48,52,92,91,183
COCAPATA,otras vacunaciones,covid 2da dosis,2022-05-01,43,37,2,2,45,39,84
COCHABAMBA,otras vacunaciones,covid 2da dosis,2022-05-01,1519,1487,557,660,2076,2147,4223
COLCAPIRHUA,otras vacunaciones,covid 2da dosis,2022-05-01,18,10,129,109,147,119,266
"COLCHA ""K""",otras vacunaciones,covid 2da dosis,2022-05-01,33,36,14,17,47,53,100
COLLANA,otras vacunaciones,covid 2da dosis,2022-05-01,0,4,1,0,1,4,5
COLOMI,otras vacunaciones,covid 2da dosis,2022-05-01,11,4,36,29,47,33,80
COLPA BELGICA,otras vacunaciones,covid 2da dosis,2022-05-01,5,4,0,0,5,4,9
COLQUECHACA,otras vacunaciones,covid 2da dosis,2022-05-01,6,6,24,20,30,26,56
COLQUENCHA,otras vacunaciones,covid 2da dosis,2022-05-01,21,27,7,3,28,30,58
COLQUIRI,otras vacunaciones,covid 2da dosis,2022-05-01,13,5,34,27,47,32,79
COMANCHE,otras vacunaciones,covid 2da dosis,2022-05-01,0,0,10,7,10,7,17
COMARAPA,otras vacunaciones,covid 2da dosis,2022-05-01,5,9,2,3,7,12,19
COMBAYA,otras vacunaciones,covid 2da dosis,2022-05-01,2,1,2,1,4,2,6
CONCEPCION,otras vacunaciones,covid 2da dosis,2022-05-01,134,152,11,6,145,158,303
COPACABANA,otras vacunaciones,covid 2da dosis,2022-05-01,5,5,3,5,8,10,18
CORIPATA,otras vacunaciones,covid 2da dosis,2022-05-01,1,0,4,9,5,9,14
CORO CORO,otras vacunaciones,covid 2da dosis,2022-05-01,6,10,12,5,18,15,33
COROICO,otras vacunaciones,covid 2da dosis,2022-05-01,10,8,78,60,88,68,156
CORQUE,otras vacunaciones,covid 2da dosis,2022-05-01,35,37,0,0,35,37,72
COTAGAITA,otras vacunaciones,covid 2da dosis,2022-05-01,26,31,20,12,46,43,89
COTOCA,otras vacunaciones,covid 2da dosis,2022-05-01,219,271,14,18,233,289,522
CRUZ DE MACHACAMARCA,otras vacunaciones,covid 2da dosis,2022-05-01,0,1,0,0,0,1,1
CUATRO CAÑADAS,otras vacunaciones,covid 2da dosis,2022-05-01,6,9,7,13,13,22,35
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 2da dosis,2022-05-01,12,7,0,0,12,7,19
CUEVO,otras vacunaciones,covid 2da dosis,2022-05-01,0,2,7,6,7,8,15
CULPINA,otras vacunaciones,covid 2da dosis,2022-05-01,30,33,15,11,45,44,89
CURAHUARA DE CARANGAS,otras vacunaciones,covid 2da dosis,2022-05-01,9,4,0,0,9,4,13
CURVA,otras vacunaciones,covid 2da dosis,2022-05-01,0,0,15,20,15,20,35
DESAGUADERO,otras vacunaciones,covid 2da dosis,2022-05-01,32,11,3,3,35,14,49
EL ALTO,otras vacunaciones,covid 2da dosis,2022-05-01,973,908,482,457,1455,1365,2820
EL CHORO,otras vacunaciones,covid 2da dosis,2022-05-01,3,2,0,0,3,2,5
EL PUENTE(STC),otras vacunaciones,covid 2da dosis,2022-05-01,9,14,38,39,47,53,100
EL PUENTE(TJA),otras vacunaciones,covid 2da dosis,2022-05-01,10,16,12,6,22,22,44
EL TORNO,otras vacunaciones,covid 2da dosis,2022-05-01,80,87,0,0,80,87,167
ENTRE RIOS TRJ,otras vacunaciones,covid 2da dosis,2022-05-01,32,26,11,12,43,38,81
ENTRE RIOS CBBA,otras vacunaciones,covid 2da dosis,2022-05-01,30,36,96,86,126,122,248
ESCOMA,otras vacunaciones,covid 2da dosis,2022-05-01,23,13,8,9,31,22,53
ESMERALDA,otras vacunaciones,covid 2da dosis,2022-05-01,2,4,0,0,2,4,6
EUCALIPTUS,otras vacunaciones,covid 2da dosis,2022-05-01,1,1,0,1,1,2,3
EUREKA (SANTOS MERCADO),otras vacunaciones,covid 2da dosis,2022-05-01,0,0,13,10,13,10,23
FERNANDEZ ALONSO,otras vacunaciones,covid 2da dosis,2022-05-01,15,13,19,15,34,28,62
FILADELFIA,otras vacunaciones,covid 2da dosis,2022-05-01,2,0,13,13,15,13,28
GAIOC JATUN AYLLU YURA,otras vacunaciones,covid 2da dosis,2022-05-01,1,0,19,37,20,37,57
GENERAL SAAVEDRA,otras vacunaciones,covid 2da dosis,2022-05-01,36,36,17,18,53,54,107
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 2da dosis,2022-05-01,4,3,14,11,18,14,32
GUANAY,otras vacunaciones,covid 2da dosis,2022-05-01,0,0,19,15,19,15,34
GUAQUI,otras vacunaciones,covid 2da dosis,2022-05-01,13,14,1,2,14,16,30
GUAYARAMERIN,otras vacunaciones,covid 2da dosis,2022-05-01,46,70,28,32,74,102,176
GUTIERREZ,otras vacunaciones,covid 2da dosis,2022-05-01,41,41,2,1,43,42,85
HUACARETA,otras vacunaciones,covid 2da dosis,2022-05-01,9,3,6,5,15,8,23
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid 2da dosis,2022-05-01,1,1,0,3,1,4,5
HUACHACALLA,otras vacunaciones,covid 2da dosis,2022-05-01,1,1,0,0,1,1,2
HUANUNI,otras vacunaciones,covid 2da dosis,2022-05-01,18,19,4,1,22,20,42
HUARACAJE,otras vacunaciones,covid 2da dosis,2022-05-01,77,74,0,0,77,74,151
HUARINA,otras vacunaciones,covid 2da dosis,2022-05-01,9,5,8,4,17,9,26
HUATAJATA,otras vacunaciones,covid 2da dosis,2022-05-01,12,8,0,0,12,8,20
HUAYLLAMARCA,otras vacunaciones,covid 2da dosis,2022-05-01,2,3,0,0,2,3,5
HUMANATA,otras vacunaciones,covid 2da dosis,2022-05-01,12,5,1,2,13,7,20
ICHOCA,otras vacunaciones,covid 2da dosis,2022-05-01,1,2,6,6,7,8,15
ICLA,otras vacunaciones,covid 2da dosis,2022-05-01,7,1,31,16,38,17,55
INCAHUASI,otras vacunaciones,covid 2da dosis,2022-05-01,4,6,8,15,12,21,33
INQUISIVI,otras vacunaciones,covid 2da dosis,2022-05-01,0,0,19,35,19,35,54
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid 2da dosis,2022-05-01,2,6,6,2,8,8,16
IXIAMAS,otras vacunaciones,covid 2da dosis,2022-05-01,0,4,0,0,0,4,4
JESUS DE MACHACA,otras vacunaciones,covid 2da dosis,2022-05-01,10,10,16,15,26,25,51
LA ASUNTA,otras vacunaciones,covid 2da dosis,2022-05-01,11,12,2,3,13,15,28
LA GUARDIA,otras vacunaciones,covid 2da dosis,2022-05-01,200,202,25,36,225,238,463
LA PAZ,otras vacunaciones,covid 2da dosis,2022-05-01,990,1125,1195,1201,2185,2326,4511
LA RIVERA,otras vacunaciones,covid 2da dosis,2022-05-01,4,4,0,0,4,4,8
LAGUNILLAS,otras vacunaciones,covid 2da dosis,2022-05-01,4,3,14,11,18,14,32
LAJA,otras vacunaciones,covid 2da dosis,2022-05-01,9,17,8,8,17,25,42
LAS CARRERAS,otras vacunaciones,covid 2da dosis,2022-05-01,2,8,11,6,13,14,27
LICOMA PAMPA,otras vacunaciones,covid 2da dosis,2022-05-01,1,0,1,0,2,0,2
LLALLAGUA,otras vacunaciones,covid 2da dosis,2022-05-01,260,296,97,99,357,395,752
LLICA,otras vacunaciones,covid 2da dosis,2022-05-01,1,2,0,1,1,3,4
LORETO,otras vacunaciones,covid 2da dosis,2022-05-01,0,0,18,26,18,26,44
LURIBAY,otras vacunaciones,covid 2da dosis,2022-05-01,2,2,5,14,7,16,23
MACHACAMARCA,otras vacunaciones,covid 2da dosis,2022-05-01,13,24,2,4,15,28,43
MACHARETI,otras vacunaciones,covid 2da dosis,2022-05-01,15,9,2,2,17,11,28
MAGDALENA,otras vacunaciones,covid 2da dosis,2022-05-01,0,0,58,50,58,50,108
MAIRANA,otras vacunaciones,covid 2da dosis,2022-05-01,1,9,0,0,1,9,10
MALLA,otras vacunaciones,covid 2da dosis,2022-05-01,0,0,4,5,4,5,9
MAPIRI,otras vacunaciones,covid 2da dosis,2022-05-01,1,13,0,0,1,13,14
MECAPACA,otras vacunaciones,covid 2da dosis,2022-05-01,25,27,9,9,34,36,70
MINEROS,otras vacunaciones,covid 2da dosis,2022-05-01,60,58,26,17,86,75,161
MIZQUE,otras vacunaciones,covid 2da dosis,2022-05-01,16,17,32,25,48,42,90
MOCOMOCO,otras vacunaciones,covid 2da dosis,2022-05-01,11,11,42,52,53,63,116
MOJINETE,otras vacunaciones,covid 2da dosis,2022-05-01,0,0,0,3,0,3,3
MOJOCOYA,otras vacunaciones,covid 2da dosis,2022-05-01,5,4,15,14,20,18,38
MONTEAGUDO,otras vacunaciones,covid 2da dosis,2022-05-01,29,16,13,6,42,22,64
MONTERO,otras vacunaciones,covid 2da dosis,2022-05-01,209,222,164,161,373,383,756
MORO MORO,otras vacunaciones,covid 2da dosis,2022-05-01,3,5,5,5,8,10,18
MOROCHATA,otras vacunaciones,covid 2da dosis,2022-05-01,2,6,43,53,45,59,104
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid 2da dosis,2022-05-01,3,1,5,2,8,3,11
NAZACARA DE PACAJES,otras vacunaciones,covid 2da dosis,2022-05-01,1,0,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,covid 2da dosis,2022-05-01,0,0,0,1,0,1,1
OCURI,otras vacunaciones,covid 2da dosis,2022-05-01,0,2,1,0,1,2,3
OKINAWA,otras vacunaciones,covid 2da dosis,2022-05-01,14,15,0,0,14,15,29
OMEREQUE,otras vacunaciones,covid 2da dosis,2022-05-01,0,0,37,44,37,44,81
ORURO,otras vacunaciones,covid 2da dosis,2022-05-01,842,807,111,80,953,887,1840
PADCAYA,otras vacunaciones,covid 2da dosis,2022-05-01,3,2,2,2,5,4,9
PADILLA,otras vacunaciones,covid 2da dosis,2022-05-01,20,25,0,0,20,25,45
PAILON,otras vacunaciones,covid 2da dosis,2022-05-01,68,36,0,0,68,36,104
PALCA,otras vacunaciones,covid 2da dosis,2022-05-01,56,56,29,29,85,85,170
PALOS BLANCOS,otras vacunaciones,covid 2da dosis,2022-05-01,8,9,7,8,15,17,32
PAMPA AULLAGAS,otras vacunaciones,covid 2da dosis,2022-05-01,4,0,0,0,4,0,4
PAMPA GRANDE,otras vacunaciones,covid 2da dosis,2022-05-01,8,12,8,9,16,21,37
PAPEL PAMPA,otras vacunaciones,covid 2da dosis,2022-05-01,6,5,3,9,9,14,23
PASORAPA,otras vacunaciones,covid 2da dosis,2022-05-01,8,6,3,1,11,7,18
PATACAMAYA,otras vacunaciones,covid 2da dosis,2022-05-01,76,65,6,8,82,73,155
PAZÑA,otras vacunaciones,covid 2da dosis,2022-05-01,4,4,7,10,11,14,25
PELECHUCO,otras vacunaciones,covid 2da dosis,2022-05-01,7,6,2,5,9,11,20
POCOATA,otras vacunaciones,covid 2da dosis,2022-05-01,2,1,9,9,11,10,21
POCONA,otras vacunaciones,covid 2da dosis,2022-05-01,10,11,24,14,34,25,59
POJO (CBBA),otras vacunaciones,covid 2da dosis,2022-05-01,11,11,9,7,20,18,38
POOPO,otras vacunaciones,covid 2da dosis,2022-05-01,18,27,7,5,25,32,57
PORCO,otras vacunaciones,covid 2da dosis,2022-05-01,0,0,17,17,17,17,34
POROMA,otras vacunaciones,covid 2da dosis,2022-05-01,5,7,74,68,79,75,154
PORONGO,otras vacunaciones,covid 2da dosis,2022-05-01,41,37,0,0,41,37,78
PORTACHUELO,otras vacunaciones,covid 2da dosis,2022-05-01,57,52,0,0,57,52,109
PORVENIR,otras vacunaciones,covid 2da dosis,2022-05-01,4,6,2,9,6,15,21
POSTRER VALLE,otras vacunaciones,covid 2da dosis,2022-05-01,3,5,4,1,7,6,13
POTOSI,otras vacunaciones,covid 2da dosis,2022-05-01,315,393,175,219,490,612,1102
PRESTO,otras vacunaciones,covid 2da dosis,2022-05-01,2,2,8,3,10,5,15
PUCARA,otras vacunaciones,covid 2da dosis,2022-05-01,4,1,0,0,4,1,5
PUCARANI,otras vacunaciones,covid 2da dosis,2022-05-01,18,20,2,0,20,20,40
PUERTO ACOSTA,otras vacunaciones,covid 2da dosis,2022-05-01,24,22,14,8,38,30,68
PUERTO CARABUCO,otras vacunaciones,covid 2da dosis,2022-05-01,2,2,24,15,26,17,43
PUERTO GONZALO MORENO,otras vacunaciones,covid 2da dosis,2022-05-01,0,1,4,5,4,6,10
PUERTO PEREZ,otras vacunaciones,covid 2da dosis,2022-05-01,0,1,6,4,6,5,11
PUERTO RICO,otras vacunaciones,covid 2da dosis,2022-05-01,0,0,4,4,4,4,8
PUERTO SILES,otras vacunaciones,covid 2da dosis,2022-05-01,0,0,4,5,4,5,9
PUERTO SUAREZ,otras vacunaciones,covid 2da dosis,2022-05-01,7,10,106,79,113,89,202
PUERTO VILLARROEL,otras vacunaciones,covid 2da dosis,2022-05-01,27,26,114,98,141,124,265
PUNA,otras vacunaciones,covid 2da dosis,2022-05-01,13,16,34,21,47,37,84
PUNATA,otras vacunaciones,covid 2da dosis,2022-05-01,50,44,8,8,58,52,110
QUIABAYA,otras vacunaciones,covid 2da dosis,2022-05-01,0,4,5,10,5,14,19
QUILLACOLLO,otras vacunaciones,covid 2da dosis,2022-05-01,317,272,118,123,435,395,830
QUIME,otras vacunaciones,covid 2da dosis,2022-05-01,2,3,9,7,11,10,21
QUIRUSILLAS,otras vacunaciones,covid 2da dosis,2022-05-01,0,1,2,1,2,2,4
RAQAYPAMPA(ETA),otras vacunaciones,covid 2da dosis,2022-05-01,7,7,42,34,49,41,90
RAVELO,otras vacunaciones,covid 2da dosis,2022-05-01,12,6,4,10,16,16,32
REYES,otras vacunaciones,covid 2da dosis,2022-05-01,1,2,0,0,1,2,3
RIBERALTA,otras vacunaciones,covid 2da dosis,2022-05-01,50,40,14,18,64,58,122
ROBORE,otras vacunaciones,covid 2da dosis,2022-05-01,24,30,28,20,52,50,102
RURRENABAQUE,otras vacunaciones,covid 2da dosis,2022-05-01,8,9,2,2,10,11,21
SABAYA,otras vacunaciones,covid 2da dosis,2022-05-01,25,15,0,0,25,15,40
SACABA,otras vacunaciones,covid 2da dosis,2022-05-01,309,329,139,93,448,422,870
