,group,variable,month,17.26 COVID 3RA DOSIS DENTRO,17.26 COVID 3RA DOSIS DENTRO,17.26 COVID 3RA DOSIS FUERA,17.26 COVID 3RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
SOPACHUY,otras vacunaciones,covid 3ra dosis,2022-04-01,1,1,0,0,1,1,2
SORACACHI,otras vacunaciones,covid 3ra dosis,2022-04-01,3,4,0,0,3,4,7
SORATA,otras vacunaciones,covid 3ra dosis,2022-04-01,39,62,17,1,56,63,119
SUCRE,otras vacunaciones,covid 3ra dosis,2022-04-01,1252,1826,1014,1323,2266,3149,5415
TACACHI,otras vacunaciones,covid 3ra dosis,2022-04-01,1,0,0,0,1,0,1
TACACOMA,otras vacunaciones,covid 3ra dosis,2022-04-01,18,11,6,0,24,11,35
TACOBAMBA,otras vacunaciones,covid 3ra dosis,2022-04-01,4,7,14,14,18,21,39
TAPACARI,otras vacunaciones,covid 3ra dosis,2022-04-01,137,137,39,35,176,172,348
TARABUCO,otras vacunaciones,covid 3ra dosis,2022-04-01,0,1,0,0,0,1,1
TARACO,otras vacunaciones,covid 3ra dosis,2022-04-01,23,15,18,19,41,34,75
TARATA,otras vacunaciones,covid 3ra dosis,2022-04-01,19,15,120,135,139,150,289
TARIJA,otras vacunaciones,covid 3ra dosis,2022-04-01,467,594,1494,1777,1961,2371,4332
TARVITA,otras vacunaciones,covid 3ra dosis,2022-04-01,4,1,2,1,6,2,8
TIAHUANACU,otras vacunaciones,covid 3ra dosis,2022-04-01,47,44,77,97,124,141,265
TINGUIPAYA,otras vacunaciones,covid 3ra dosis,2022-04-01,1,4,0,0,1,4,5
TIQUIPAYA,otras vacunaciones,covid 3ra dosis,2022-04-01,218,290,293,395,511,685,1196
TIRAQUE (CBBA),otras vacunaciones,covid 3ra dosis,2022-04-01,13,17,24,8,37,25,62
TOCO,otras vacunaciones,covid 3ra dosis,2022-04-01,27,35,1,2,28,37,65
TODOS SANTOS,otras vacunaciones,covid 3ra dosis,2022-04-01,0,0,8,1,8,1,9
TOLATA,otras vacunaciones,covid 3ra dosis,2022-04-01,100,15,24,30,124,45,169
TOLEDO,otras vacunaciones,covid 3ra dosis,2022-04-01,1,1,0,0,1,1,2
TOMAVE,otras vacunaciones,covid 3ra dosis,2022-04-01,15,14,27,25,42,39,81
TOMINA,otras vacunaciones,covid 3ra dosis,2022-04-01,122,160,71,94,193,254,447
TORO TORO,otras vacunaciones,covid 3ra dosis,2022-04-01,0,1,0,0,0,1,1
TOTORA(CBBA),otras vacunaciones,covid 3ra dosis,2022-04-01,35,32,12,10,47,42,89
TOTORA(ORR),otras vacunaciones,covid 3ra dosis,2022-04-01,2,9,3,1,5,10,15
TRIGAL,otras vacunaciones,covid 3ra dosis,2022-04-01,39,31,32,50,71,81,152
TRINIDAD,otras vacunaciones,covid 3ra dosis,2022-04-01,247,301,36,93,283,394,677
TUPIZA,otras vacunaciones,covid 3ra dosis,2022-04-01,215,262,184,233,399,495,894
TURCO,otras vacunaciones,covid 3ra dosis,2022-04-01,28,40,0,0,28,40,68
UNCIA,otras vacunaciones,covid 3ra dosis,2022-04-01,11,10,0,0,11,10,21
URIONDO (A. CONCEPCION),otras vacunaciones,covid 3ra dosis,2022-04-01,24,48,0,0,24,48,72
URUBICHA,otras vacunaciones,covid 3ra dosis,2022-04-01,3,1,11,15,14,16,30
UYUNI,otras vacunaciones,covid 3ra dosis,2022-04-01,104,88,3,0,107,88,195
VACAS,otras vacunaciones,covid 3ra dosis,2022-04-01,42,36,0,0,42,36,78
VALLEGRANDE,otras vacunaciones,covid 3ra dosis,2022-04-01,153,223,319,372,472,595,1067
VIACHA,otras vacunaciones,covid 3ra dosis,2022-04-01,224,274,509,514,733,788,1521
VILA VILA,otras vacunaciones,covid 3ra dosis,2022-04-01,0,0,2,3,2,3,5
VILLA MONTES,otras vacunaciones,covid 3ra dosis,2022-04-01,208,166,142,97,350,263,613
VILLA RIVERO,otras vacunaciones,covid 3ra dosis,2022-04-01,6,7,0,0,6,7,13
VILLA SERRANO,otras vacunaciones,covid 3ra dosis,2022-04-01,108,106,6,5,114,111,225
VILLA TUNARI,otras vacunaciones,covid 3ra dosis,2022-04-01,120,119,92,108,212,227,439
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 3ra dosis,2022-04-01,15,17,36,16,51,33,84
VILLAZON,otras vacunaciones,covid 3ra dosis,2022-04-01,103,148,99,95,202,243,445
VINTO,otras vacunaciones,covid 3ra dosis,2022-04-01,138,130,147,212,285,342,627
VITICHI,otras vacunaciones,covid 3ra dosis,2022-04-01,28,30,4,11,32,41,73
WALDO BALLIVIAN,otras vacunaciones,covid 3ra dosis,2022-04-01,18,20,0,1,18,21,39
WARNES,otras vacunaciones,covid 3ra dosis,2022-04-01,94,34,47,56,141,90,231
YACO,otras vacunaciones,covid 3ra dosis,2022-04-01,14,8,29,30,43,38,81
YACUIBA,otras vacunaciones,covid 3ra dosis,2022-04-01,204,247,379,371,583,618,1201
YAMPARAEZ,otras vacunaciones,covid 3ra dosis,2022-04-01,4,2,0,0,4,2,6
YANACACHI,otras vacunaciones,covid 3ra dosis,2022-04-01,3,5,7,9,10,14,24
YAPACANI,otras vacunaciones,covid 3ra dosis,2022-04-01,71,48,6,12,77,60,137
YOCALLA,otras vacunaciones,covid 3ra dosis,2022-04-01,12,9,12,8,24,17,41
YOTALA,otras vacunaciones,covid 3ra dosis,2022-04-01,16,13,10,17,26,30,56
YUNCHARA,otras vacunaciones,covid 3ra dosis,2022-04-01,6,9,23,23,29,32,61
ZUDAÑEZ,otras vacunaciones,covid 3ra dosis,2022-04-01,6,7,22,39,28,46,74
ACACIO,otras vacunaciones,covid 3ra dosis,2022-05-01,0,0,10,8,10,8,18
ACHACACHI,otras vacunaciones,covid 3ra dosis,2022-05-01,0,2,0,0,0,2,2
AIQUILE,otras vacunaciones,covid 3ra dosis,2022-05-01,113,109,542,640,655,749,1404
ALCALA,otras vacunaciones,covid 3ra dosis,2022-05-01,1,5,73,83,74,88,162
ALTO BENI,otras vacunaciones,covid 3ra dosis,2022-05-01,7,9,2,3,9,12,21
ANDAMARCA,otras vacunaciones,covid 3ra dosis,2022-05-01,3,0,0,0,3,0,3
ANTEQUERA,otras vacunaciones,covid 3ra dosis,2022-05-01,20,17,0,0,20,17,37
ANZALDO,otras vacunaciones,covid 3ra dosis,2022-05-01,3,8,2,0,5,8,13
APOLO,otras vacunaciones,covid 3ra dosis,2022-05-01,0,0,26,23,26,23,49
ARAMPAMPA,otras vacunaciones,covid 3ra dosis,2022-05-01,0,0,4,3,4,3,7
ARANI,otras vacunaciones,covid 3ra dosis,2022-05-01,80,32,4,5,84,37,121
ARBIETO,otras vacunaciones,covid 3ra dosis,2022-05-01,42,41,0,1,42,42,84
ARQUE,otras vacunaciones,covid 3ra dosis,2022-05-01,0,0,13,27,13,27,40
ASCENCION DE GUARAYOS,otras vacunaciones,covid 3ra dosis,2022-05-01,26,24,9,11,35,35,70
ATOCHA,otras vacunaciones,covid 3ra dosis,2022-05-01,37,40,50,70,87,110,197
AYATA,otras vacunaciones,covid 3ra dosis,2022-05-01,12,20,9,9,21,29,50
AYO AYO,otras vacunaciones,covid 3ra dosis,2022-05-01,5,4,2,4,7,8,15
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 3ra dosis,2022-05-01,75,78,312,410,387,488,875
AZURDUY,otras vacunaciones,covid 3ra dosis,2022-05-01,11,12,65,83,76,95,171
BAURES,otras vacunaciones,covid 3ra dosis,2022-05-01,51,58,0,0,51,58,109
BELEN DE ANDAMARCA,otras vacunaciones,covid 3ra dosis,2022-05-01,2,6,0,0,2,6,8
BELEN DE URMIRI,otras vacunaciones,covid 3ra dosis,2022-05-01,2,5,0,0,2,5,7
BELLA FLOR,otras vacunaciones,covid 3ra dosis,2022-05-01,8,10,4,6,12,16,28
BERMEJO,otras vacunaciones,covid 3ra dosis,2022-05-01,3,2,0,0,3,2,5
BETANZOS,otras vacunaciones,covid 3ra dosis,2022-05-01,15,29,25,25,40,54,94
BOLIVAR,otras vacunaciones,covid 3ra dosis,2022-05-01,7,3,22,22,29,25,54
BOLPEBRA,otras vacunaciones,covid 3ra dosis,2022-05-01,1,0,12,10,13,10,23
BOYUIBE,otras vacunaciones,covid 3ra dosis,2022-05-01,101,24,31,52,132,76,208
BUENA VISTA,otras vacunaciones,covid 3ra dosis,2022-05-01,122,117,49,24,171,141,312
CABEZAS,otras vacunaciones,covid 3ra dosis,2022-05-01,153,114,0,0,153,114,267
CAIROMA,otras vacunaciones,covid 3ra dosis,2022-05-01,0,3,8,5,8,8,16
CAJUATA,otras vacunaciones,covid 3ra dosis,2022-05-01,0,0,2,1,2,1,3
CALACOTO,otras vacunaciones,covid 3ra dosis,2022-05-01,0,0,5,1,5,1,6
CALAMARCA,otras vacunaciones,covid 3ra dosis,2022-05-01,8,8,44,18,52,26,78
CAMARGO,otras vacunaciones,covid 3ra dosis,2022-05-01,93,148,31,41,124,189,313
CAMIRI,otras vacunaciones,covid 3ra dosis,2022-05-01,341,308,0,0,341,308,649
CAPINOTA,otras vacunaciones,covid 3ra dosis,2022-05-01,155,152,117,127,272,279,551
CAQUIAVIRI,otras vacunaciones,covid 3ra dosis,2022-05-01,2,2,0,0,2,2,4
CARACOLLO,otras vacunaciones,covid 3ra dosis,2022-05-01,26,17,2,4,28,21,49
CARANAVI,otras vacunaciones,covid 3ra dosis,2022-05-01,20,17,1,1,21,18,39
CARAPARI,otras vacunaciones,covid 3ra dosis,2022-05-01,21,14,0,0,21,14,35
CARIPUYO,otras vacunaciones,covid 3ra dosis,2022-05-01,7,5,4,5,11,10,21
CARMEN RIVERO TORREZ,otras vacunaciones,covid 3ra dosis,2022-05-01,44,51,0,0,44,51,95
CATACORA,otras vacunaciones,covid 3ra dosis,2022-05-01,0,0,1,1,1,1,2
CHALLAPATA,otras vacunaciones,covid 3ra dosis,2022-05-01,48,59,5,4,53,63,116
CHAQUI,otras vacunaciones,covid 3ra dosis,2022-05-01,0,4,9,8,9,12,21
CHARAGUA,otras vacunaciones,covid 3ra dosis,2022-05-01,146,172,113,127,259,299,558
CHARAÑA,otras vacunaciones,covid 3ra dosis,2022-05-01,3,1,2,3,5,4,9
CHAYANTA,otras vacunaciones,covid 3ra dosis,2022-05-01,5,4,0,0,5,4,9
CHIMORE,otras vacunaciones,covid 3ra dosis,2022-05-01,33,44,244,117,277,161,438
CHOQUE COTA,otras vacunaciones,covid 3ra dosis,2022-05-01,10,14,0,0,10,14,24
CHUA COCANI,otras vacunaciones,covid 3ra dosis,2022-05-01,0,0,8,10,8,10,18
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 3ra dosis,2022-05-01,10,2,0,0,10,2,12
CHUMA,otras vacunaciones,covid 3ra dosis,2022-05-01,3,3,4,2,7,5,12
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 3ra dosis,2022-05-01,0,0,0,2,0,2,2
CKOCHAS,otras vacunaciones,covid 3ra dosis,2022-05-01,16,4,6,10,22,14,36
CLIZA,otras vacunaciones,covid 3ra dosis,2022-05-01,41,58,26,20,67,78,145
COBIJA,otras vacunaciones,covid 3ra dosis,2022-05-01,57,67,126,99,183,166,349
COCAPATA,otras vacunaciones,covid 3ra dosis,2022-05-01,8,9,0,0,8,9,17
COCHABAMBA,otras vacunaciones,covid 3ra dosis,2022-05-01,8009,9340,3032,3370,11041,12710,23751
COIPASA,otras vacunaciones,covid 3ra dosis,2022-05-01,2,1,0,0,2,1,3
COLCAPIRHUA,otras vacunaciones,covid 3ra dosis,2022-05-01,62,69,339,340,401,409,810
"COLCHA ""K""",otras vacunaciones,covid 3ra dosis,2022-05-01,327,167,29,38,356,205,561
COLLANA,otras vacunaciones,covid 3ra dosis,2022-05-01,4,2,2,4,6,6,12
COLOMI,otras vacunaciones,covid 3ra dosis,2022-05-01,17,16,13,35,30,51,81
COLPA BELGICA,otras vacunaciones,covid 3ra dosis,2022-05-01,44,37,0,0,44,37,81
COLQUECHACA,otras vacunaciones,covid 3ra dosis,2022-05-01,0,0,9,8,9,8,17
COLQUENCHA,otras vacunaciones,covid 3ra dosis,2022-05-01,4,11,3,8,7,19,26
COLQUIRI,otras vacunaciones,covid 3ra dosis,2022-05-01,5,8,38,14,43,22,65
COMANCHE,otras vacunaciones,covid 3ra dosis,2022-05-01,0,0,1,2,1,2,3
COMARAPA,otras vacunaciones,covid 3ra dosis,2022-05-01,8,9,0,0,8,9,17
COMBAYA,otras vacunaciones,covid 3ra dosis,2022-05-01,3,3,0,0,3,3,6
CONCEPCION,otras vacunaciones,covid 3ra dosis,2022-05-01,363,485,11,6,374,491,865
CORIPATA,otras vacunaciones,covid 3ra dosis,2022-05-01,6,5,7,16,13,21,34
CORO CORO,otras vacunaciones,covid 3ra dosis,2022-05-01,0,3,0,0,0,3,3
COROICO,otras vacunaciones,covid 3ra dosis,2022-05-01,20,13,10,6,30,19,49
CORQUE,otras vacunaciones,covid 3ra dosis,2022-05-01,61,37,0,0,61,37,98
COTAGAITA,otras vacunaciones,covid 3ra dosis,2022-05-01,28,34,62,66,90,100,190
COTOCA,otras vacunaciones,covid 3ra dosis,2022-05-01,485,566,57,72,542,638,1180
CRUZ DE MACHACAMARCA,otras vacunaciones,covid 3ra dosis,2022-05-01,1,3,0,0,1,3,4
CUATRO CAÑADAS,otras vacunaciones,covid 3ra dosis,2022-05-01,85,56,4,11,89,67,156
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 3ra dosis,2022-05-01,11,25,0,0,11,25,36
CUEVO,otras vacunaciones,covid 3ra dosis,2022-05-01,8,11,71,61,79,72,151
CULPINA,otras vacunaciones,covid 3ra dosis,2022-05-01,14,15,44,36,58,51,109
CURAHUARA DE CARANGAS,otras vacunaciones,covid 3ra dosis,2022-05-01,17,23,0,0,17,23,40
CURVA,otras vacunaciones,covid 3ra dosis,2022-05-01,0,2,3,1,3,3,6
DESAGUADERO,otras vacunaciones,covid 3ra dosis,2022-05-01,160,22,2,0,162,22,184
EL ALTO,otras vacunaciones,covid 3ra dosis,2022-05-01,1243,1223,833,713,2076,1936,4012
EL CHORO,otras vacunaciones,covid 3ra dosis,2022-05-01,1,2,0,0,1,2,3
EL PUENTE(STC),otras vacunaciones,covid 3ra dosis,2022-05-01,20,27,65,97,85,124,209
EL PUENTE(TJA),otras vacunaciones,covid 3ra dosis,2022-05-01,36,39,19,30,55,69,124
EL TORNO,otras vacunaciones,covid 3ra dosis,2022-05-01,300,290,0,0,300,290,590
ENTRE RIOS TRJ,otras vacunaciones,covid 3ra dosis,2022-05-01,180,152,0,0,180,152,332
ENTRE RIOS CBBA,otras vacunaciones,covid 3ra dosis,2022-05-01,44,34,120,137,164,171,335
ESCOMA,otras vacunaciones,covid 3ra dosis,2022-05-01,11,8,1,2,12,10,22
EUCALIPTUS,otras vacunaciones,covid 3ra dosis,2022-05-01,3,6,0,0,3,6,9
EUREKA (SANTOS MERCADO),otras vacunaciones,covid 3ra dosis,2022-05-01,2,0,0,9,2,9,11
FERNANDEZ ALONSO,otras vacunaciones,covid 3ra dosis,2022-05-01,40,46,164,128,204,174,378
FILADELFIA,otras vacunaciones,covid 3ra dosis,2022-05-01,1,0,12,23,13,23,36
GAIOC JATUN AYLLU YURA,otras vacunaciones,covid 3ra dosis,2022-05-01,4,5,31,39,35,44,79
GENERAL SAAVEDRA,otras vacunaciones,covid 3ra dosis,2022-05-01,50,68,1,5,51,73,124
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 3ra dosis,2022-05-01,7,5,10,9,17,14,31
GUANAY,otras vacunaciones,covid 3ra dosis,2022-05-01,25,25,8,4,33,29,62
GUAQUI,otras vacunaciones,covid 3ra dosis,2022-05-01,5,9,2,6,7,15,22
GUAYARAMERIN,otras vacunaciones,covid 3ra dosis,2022-05-01,54,90,36,52,90,142,232
GUTIERREZ,otras vacunaciones,covid 3ra dosis,2022-05-01,50,58,0,0,50,58,108
HUACARETA,otras vacunaciones,covid 3ra dosis,2022-05-01,7,6,6,8,13,14,27
HUANUNI,otras vacunaciones,covid 3ra dosis,2022-05-01,34,42,2,4,36,46,82
HUARACAJE,otras vacunaciones,covid 3ra dosis,2022-05-01,28,111,0,0,28,111,139
HUARINA,otras vacunaciones,covid 3ra dosis,2022-05-01,11,8,5,6,16,14,30
HUAYLLAMARCA,otras vacunaciones,covid 3ra dosis,2022-05-01,1,0,0,0,1,0,1
HUMANATA,otras vacunaciones,covid 3ra dosis,2022-05-01,9,9,0,0,9,9,18
ICHOCA,otras vacunaciones,covid 3ra dosis,2022-05-01,1,1,11,10,12,11,23
INCAHUASI,otras vacunaciones,covid 3ra dosis,2022-05-01,4,8,0,0,4,8,12
INQUISIVI,otras vacunaciones,covid 3ra dosis,2022-05-01,0,3,1,2,1,5,6
IXIAMAS,otras vacunaciones,covid 3ra dosis,2022-05-01,5,2,7,6,12,8,20
JESUS DE MACHACA,otras vacunaciones,covid 3ra dosis,2022-05-01,5,5,11,13,16,18,34
LA GUARDIA,otras vacunaciones,covid 3ra dosis,2022-05-01,915,887,75,102,990,989,1979
LA PAZ,otras vacunaciones,covid 3ra dosis,2022-05-01,5308,6543,4754,5384,10062,11927,21989
LA RIVERA,otras vacunaciones,covid 3ra dosis,2022-05-01,1,1,0,0,1,1,2
LAGUNILLAS,otras vacunaciones,covid 3ra dosis,2022-05-01,15,25,94,113,109,138,247
LAJA,otras vacunaciones,covid 3ra dosis,2022-05-01,38,39,11,12,49,51,100
LAS CARRERAS,otras vacunaciones,covid 3ra dosis,2022-05-01,3,4,65,39,68,43,111
LLALLAGUA,otras vacunaciones,covid 3ra dosis,2022-05-01,303,447,74,115,377,562,939
LLICA,otras vacunaciones,covid 3ra dosis,2022-05-01,21,12,2,2,23,14,37
LORETO,otras vacunaciones,covid 3ra dosis,2022-05-01,0,0,2,1,2,1,3
LURIBAY,otras vacunaciones,covid 3ra dosis,2022-05-01,0,0,13,12,13,12,25
MACHACAMARCA,otras vacunaciones,covid 3ra dosis,2022-05-01,0,1,0,0,0,1,1
MACHARETI,otras vacunaciones,covid 3ra dosis,2022-05-01,29,35,6,2,35,37,72
MAGDALENA,otras vacunaciones,covid 3ra dosis,2022-05-01,0,0,100,120,100,120,220
MAIRANA,otras vacunaciones,covid 3ra dosis,2022-05-01,58,73,0,0,58,73,131
MALLA,otras vacunaciones,covid 3ra dosis,2022-05-01,0,0,9,5,9,5,14
MAPIRI,otras vacunaciones,covid 3ra dosis,2022-05-01,19,21,0,0,19,21,40
MECAPACA,otras vacunaciones,covid 3ra dosis,2022-05-01,14,15,3,3,17,18,35
MINEROS,otras vacunaciones,covid 3ra dosis,2022-05-01,316,294,69,75,385,369,754
MIZQUE,otras vacunaciones,covid 3ra dosis,2022-05-01,24,14,34,32,58,46,104
MOCOMOCO,otras vacunaciones,covid 3ra dosis,2022-05-01,6,7,71,84,77,91,168
MOJINETE,otras vacunaciones,covid 3ra dosis,2022-05-01,13,16,1,1,14,17,31
MOJOCOYA,otras vacunaciones,covid 3ra dosis,2022-05-01,4,0,21,19,25,19,44
MONTEAGUDO,otras vacunaciones,covid 3ra dosis,2022-05-01,53,43,2,3,55,46,101
MONTERO,otras vacunaciones,covid 3ra dosis,2022-05-01,1132,1314,417,524,1549,1838,3387
MORO MORO,otras vacunaciones,covid 3ra dosis,2022-05-01,6,6,17,27,23,33,56
MOROCHATA,otras vacunaciones,covid 3ra dosis,2022-05-01,0,2,6,2,6,4,10
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,covid 3ra dosis,2022-05-01,2,2,0,0,2,2,4
OCURI,otras vacunaciones,covid 3ra dosis,2022-05-01,1,2,0,1,1,3,4
OMEREQUE,otras vacunaciones,covid 3ra dosis,2022-05-01,1,0,40,37,41,37,78
ORURO,otras vacunaciones,covid 3ra dosis,2022-05-01,1536,1787,295,312,1831,2099,3930
PADILLA,otras vacunaciones,covid 3ra dosis,2022-05-01,95,155,0,0,95,155,250
PAILON,otras vacunaciones,covid 3ra dosis,2022-05-01,94,91,0,0,94,91,185
PALCA,otras vacunaciones,covid 3ra dosis,2022-05-01,17,26,18,19,35,45,80
PALOS BLANCOS,otras vacunaciones,covid 3ra dosis,2022-05-01,0,1,3,0,3,1,4
PAMPA AULLAGAS,otras vacunaciones,covid 3ra dosis,2022-05-01,1,1,0,0,1,1,2
PAMPA GRANDE,otras vacunaciones,covid 3ra dosis,2022-05-01,36,45,36,49,72,94,166
PASORAPA,otras vacunaciones,covid 3ra dosis,2022-05-01,18,17,64,42,82,59,141
PATACAMAYA,otras vacunaciones,covid 3ra dosis,2022-05-01,124,174,0,0,124,174,298
PAZÑA,otras vacunaciones,covid 3ra dosis,2022-05-01,6,9,0,0,6,9,15
PELECHUCO,otras vacunaciones,covid 3ra dosis,2022-05-01,17,16,17,13,34,29,63
POCONA,otras vacunaciones,covid 3ra dosis,2022-05-01,40,53,40,42,80,95,175
POJO (CBBA),otras vacunaciones,covid 3ra dosis,2022-05-01,23,20,16,20,39,40,79
POOPO,otras vacunaciones,covid 3ra dosis,2022-05-01,15,22,2,2,17,24,41
PORCO,otras vacunaciones,covid 3ra dosis,2022-05-01,1,1,4,3,5,4,9
POROMA,otras vacunaciones,covid 3ra dosis,2022-05-01,0,2,45,45,45,47,92
PORONGO,otras vacunaciones,covid 3ra dosis,2022-05-01,165,209,0,0,165,209,374
PORTACHUELO,otras vacunaciones,covid 3ra dosis,2022-05-01,205,217,0,0,205,217,422
PORVENIR,otras vacunaciones,covid 3ra dosis,2022-05-01,11,22,16,22,27,44,71
POSTRER VALLE,otras vacunaciones,covid 3ra dosis,2022-05-01,20,23,7,3,27,26,53
POTOSI,otras vacunaciones,covid 3ra dosis,2022-05-01,1014,1295,367,468,1381,1763,3144
PRESTO,otras vacunaciones,covid 3ra dosis,2022-05-01,0,3,0,0,0,3,3
PUCARA,otras vacunaciones,covid 3ra dosis,2022-05-01,49,49,0,0,49,49,98
PUERTO ACOSTA,otras vacunaciones,covid 3ra dosis,2022-05-01,4,3,1,2,5,5,10
PUERTO CARABUCO,otras vacunaciones,covid 3ra dosis,2022-05-01,0,0,6,16,6,16,22
PUERTO GONZALO MORENO,otras vacunaciones,covid 3ra dosis,2022-05-01,0,0,19,29,19,29,48
PUERTO PEREZ,otras vacunaciones,covid 3ra dosis,2022-05-01,0,1,0,0,0,1,1
PUERTO SILES,otras vacunaciones,covid 3ra dosis,2022-05-01,0,0,7,11,7,11,18
PUERTO SUAREZ,otras vacunaciones,covid 3ra dosis,2022-05-01,52,77,91,72,143,149,292
PUERTO VILLARROEL,otras vacunaciones,covid 3ra dosis,2022-05-01,71,81,60,54,131,135,266
PUNA,otras vacunaciones,covid 3ra dosis,2022-05-01,12,17,53,41,65,58,123
PUNATA,otras vacunaciones,covid 3ra dosis,2022-05-01,63,85,4,2,67,87,154
QUILLACOLLO,otras vacunaciones,covid 3ra dosis,2022-05-01,931,1079,362,414,1293,1493,2786
QUIME,otras vacunaciones,covid 3ra dosis,2022-05-01,0,3,14,14,14,17,31
QUIRUSILLAS,otras vacunaciones,covid 3ra dosis,2022-05-01,21,26,26,35,47,61,108
RAQAYPAMPA(ETA),otras vacunaciones,covid 3ra dosis,2022-05-01,6,5,6,4,12,9,21
RAVELO,otras vacunaciones,covid 3ra dosis,2022-05-01,12,38,19,22,31,60,91
REYES,otras vacunaciones,covid 3ra dosis,2022-05-01,16,17,0,0,16,17,33
RIBERALTA,otras vacunaciones,covid 3ra dosis,2022-05-01,103,124,0,0,103,124,227
ROBORE,otras vacunaciones,covid 3ra dosis,2022-05-01,118,83,305,86,423,169,592
SABAYA,otras vacunaciones,covid 3ra dosis,2022-05-01,3,3,0,0,3,3,6
SACABA,otras vacunaciones,covid 3ra dosis,2022-05-01,649,724,426,482,1075,1206,2281
SACABAMBA,otras vacunaciones,covid 3ra dosis,2022-05-01,1,0,3,0,4,0,4
SACACA,otras vacunaciones,covid 3ra dosis,2022-05-01,10,18,0,0,10,18,28
SAIPINA,otras vacunaciones,covid 3ra dosis,2022-05-01,125,132,0,0,125,132,257
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid 3ra dosis,2022-05-01,7,11,10,13,17,24,41
SAMAIPATA,otras vacunaciones,covid 3ra dosis,2022-05-01,57,64,46,45,103,109,212
SAN AGUSTIN,otras vacunaciones,covid 3ra dosis,2022-05-01,1,2,0,0,1,2,3
SAN ANDRES,otras vacunaciones,covid 3ra dosis,2022-05-01,17,24,5,2,22,26,48
SAN ANDRES DE MACHACA,otras vacunaciones,covid 3ra dosis,2022-05-01,6,10,38,21,44,31,75
SAN ANTONIO DE ESMORUCO,otras vacunaciones,covid 3ra dosis,2022-05-01,0,0,3,4,3,4,7
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid 3ra dosis,2022-05-01,92,95,3,2,95,97,192
SAN BENITO,otras vacunaciones,covid 3ra dosis,2022-05-01,41,87,0,0,41,87,128
SAN BORJA,otras vacunaciones,covid 3ra dosis,2022-05-01,18,28,13,14,31,42,73
SAN BUENA VENTURA,otras vacunaciones,covid 3ra dosis,2022-05-01,0,0,2,2,2,2,4
SAN CARLOS,otras vacunaciones,covid 3ra dosis,2022-05-01,87,117,33,13,120,130,250
SAN IGNACIO,otras vacunaciones,covid 3ra dosis,2022-05-01,0,1,5,5,5,6,11
SAN IGNACIO DE VELASCO,otras vacunaciones,covid 3ra dosis,2022-05-01,91,109,0,0,91,109,200
SAN JAVIER(STC),otras vacunaciones,covid 3ra dosis,2022-05-01,209,196,0,0,209,196,405
SAN JOAQUIN,otras vacunaciones,covid 3ra dosis,2022-05-01,3,13,0,0,3,13,16
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid 3ra dosis,2022-05-01,1,2,46,56,47,58,105
SAN JUAN DE YAPACANI,otras vacunaciones,covid 3ra dosis,2022-05-01,24,24,98,88,122,112,234
SAN JULIAN,otras vacunaciones,covid 3ra dosis,2022-05-01,157,149,52,18,209,167,376
SAN LORENZO(TJA),otras vacunaciones,covid 3ra dosis,2022-05-01,65,71,26,35,91,106,197
SAN LUCAS,otras vacunaciones,covid 3ra dosis,2022-05-01,1,0,0,0,1,0,1
SAN MATIAS,otras vacunaciones,covid 3ra dosis,2022-05-01,60,48,0,0,60,48,108
SAN MIGUEL DE VELASCO,otras vacunaciones,covid 3ra dosis,2022-05-01,22,64,36,57,58,121,179
SAN PABLO DE LIPEZ,otras vacunaciones,covid 3ra dosis,2022-05-01,8,7,1,6,9,13,22
SAN PEDRO,otras vacunaciones,covid 3ra dosis,2022-05-01,32,33,70,72,102,105,207
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid 3ra dosis,2022-05-01,2,0,3,2,5,2,7
SAN PEDRO DE MACHA,otras vacunaciones,covid 3ra dosis,2022-05-01,13,12,12,8,25,20,45
SAN PEDRO DE TIQUINA,otras vacunaciones,covid 3ra dosis,2022-05-01,7,3,0,0,7,3,10
SAN PEDRO(PND),otras vacunaciones,covid 3ra dosis,2022-05-01,0,0,11,15,11,15,26
SAN RAFAEL,otras vacunaciones,covid 3ra dosis,2022-05-01,109,97,0,0,109,97,206
SAN RAMON BENI,otras vacunaciones,covid 3ra dosis,2022-05-01,140,188,0,0,140,188,328
SAN RAMON SCZ,otras vacunaciones,covid 3ra dosis,2022-05-01,102,144,0,0,102,144,246
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid 3ra dosis,2022-05-01,16236,17135,8178,7728,24414,24863,49277
SANTA ROSA,otras vacunaciones,covid 3ra dosis,2022-05-01,6,6,0,0,6,6,12
