,group,variable,month,17.23 COVID 1RA DOSIS DENTRO,17.23 COVID 1RA DOSIS DENTRO,17.23 COVID 1RA DOSIS FUERA,17.23 COVID 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
SABAYA,otras vacunaciones,covid 1ra dosis,2022-03-01,19,18,0,0,19,18,37
SACABA,otras vacunaciones,covid 1ra dosis,2022-03-01,842,805,876,803,1718,1608,3326
SACABAMBA,otras vacunaciones,covid 1ra dosis,2022-03-01,13,15,79,63,92,78,170
SACACA,otras vacunaciones,covid 1ra dosis,2022-03-01,4,10,0,0,4,10,14
SAIPINA,otras vacunaciones,covid 1ra dosis,2022-03-01,44,63,0,0,44,63,107
SALINAS DE GARCI MENDOZA,otras vacunaciones,covid 1ra dosis,2022-03-01,6,9,29,31,35,40,75
SAMAIPATA,otras vacunaciones,covid 1ra dosis,2022-03-01,5,13,15,23,20,36,56
SAN AGUSTIN,otras vacunaciones,covid 1ra dosis,2022-03-01,4,0,0,0,4,0,4
SAN ANDRES,otras vacunaciones,covid 1ra dosis,2022-03-01,18,24,47,48,65,72,137
SAN ANDRES DE MACHACA,otras vacunaciones,covid 1ra dosis,2022-03-01,0,2,10,8,10,10,20
SAN ANTONIO DE ESMORUCO,otras vacunaciones,covid 1ra dosis,2022-03-01,0,0,4,5,4,5,9
SAN ANTONIO DE LOMERIO,otras vacunaciones,covid 1ra dosis,2022-03-01,27,23,0,0,27,23,50
SAN BENITO,otras vacunaciones,covid 1ra dosis,2022-03-01,38,41,0,0,38,41,79
SAN BORJA,otras vacunaciones,covid 1ra dosis,2022-03-01,39,40,70,68,109,108,217
SAN BUENA VENTURA,otras vacunaciones,covid 1ra dosis,2022-03-01,1,2,26,27,27,29,56
SAN CARLOS,otras vacunaciones,covid 1ra dosis,2022-03-01,40,50,0,0,40,50,90
SAN IGNACIO,otras vacunaciones,covid 1ra dosis,2022-03-01,23,29,66,53,89,82,171
SAN IGNACIO DE VELASCO,otras vacunaciones,covid 1ra dosis,2022-03-01,215,182,2,8,217,190,407
SAN JAVIER(BNI),otras vacunaciones,covid 1ra dosis,2022-03-01,15,12,12,16,27,28,55
SAN JAVIER(STC),otras vacunaciones,covid 1ra dosis,2022-03-01,79,73,0,0,79,73,152
SAN JOAQUIN,otras vacunaciones,covid 1ra dosis,2022-03-01,56,33,0,0,56,33,89
SAN JOSE DE CHIQUITOS,otras vacunaciones,covid 1ra dosis,2022-03-01,99,80,158,170,257,250,507
SAN JUAN DE YAPACANI,otras vacunaciones,covid 1ra dosis,2022-03-01,52,58,0,0,52,58,110
SAN JULIAN,otras vacunaciones,covid 1ra dosis,2022-03-01,53,35,28,23,81,58,139
SAN LORENZO(PND),otras vacunaciones,covid 1ra dosis,2022-03-01,61,45,47,37,108,82,190
SAN LORENZO(TJA),otras vacunaciones,covid 1ra dosis,2022-03-01,84,78,62,70,146,148,294
SAN LUCAS,otras vacunaciones,covid 1ra dosis,2022-03-01,69,67,34,35,103,102,205
SAN MATIAS,otras vacunaciones,covid 1ra dosis,2022-03-01,32,27,66,65,98,92,190
SAN MIGUEL DE VELASCO,otras vacunaciones,covid 1ra dosis,2022-03-01,26,19,27,22,53,41,94
SAN PABLO DE LIPEZ,otras vacunaciones,covid 1ra dosis,2022-03-01,7,6,0,2,7,8,15
SAN PEDRO,otras vacunaciones,covid 1ra dosis,2022-03-01,43,32,33,20,76,52,128
SAN PEDRO DE BUENA VISTA,otras vacunaciones,covid 1ra dosis,2022-03-01,49,49,9,3,58,52,110
SAN PEDRO DE CURAHUARA,otras vacunaciones,covid 1ra dosis,2022-03-01,6,2,0,0,6,2,8
SAN PEDRO DE MACHA,otras vacunaciones,covid 1ra dosis,2022-03-01,14,12,26,26,40,38,78
SAN PEDRO DE TIQUINA,otras vacunaciones,covid 1ra dosis,2022-03-01,4,4,4,8,8,12,20
SAN PEDRO(PND),otras vacunaciones,covid 1ra dosis,2022-03-01,0,0,46,68,46,68,114
SAN RAFAEL,otras vacunaciones,covid 1ra dosis,2022-03-01,15,5,0,0,15,5,20
SAN RAMON BENI,otras vacunaciones,covid 1ra dosis,2022-03-01,41,46,0,0,41,46,87
SAN RAMON SCZ,otras vacunaciones,covid 1ra dosis,2022-03-01,19,24,0,0,19,24,43
SANTA ANA,otras vacunaciones,covid 1ra dosis,2022-03-01,4,6,0,0,4,6,10
SANTA CRUZ DE LA SIERRA,otras vacunaciones,covid 1ra dosis,2022-03-01,6986,6898,5859,5805,12845,12703,25548
SANTA ROSA,otras vacunaciones,covid 1ra dosis,2022-03-01,18,7,22,14,40,21,61
SANTA ROSA DEL SARA,otras vacunaciones,covid 1ra dosis,2022-03-01,30,31,0,0,30,31,61
SANTIAGO DE CALLAPA,otras vacunaciones,covid 1ra dosis,2022-03-01,8,9,0,0,8,9,17
SANTIAGO DE HUARI,otras vacunaciones,covid 1ra dosis,2022-03-01,6,11,30,17,36,28,64
SANTIAGO DE HUATA,otras vacunaciones,covid 1ra dosis,2022-03-01,5,13,17,2,22,15,37
SANTIAGO DE MACHACA,otras vacunaciones,covid 1ra dosis,2022-03-01,1,0,9,8,10,8,18
SANTIVAÑES,otras vacunaciones,covid 1ra dosis,2022-03-01,54,59,6,9,60,68,128
SANTUARIO DE QUILLACAS,otras vacunaciones,covid 1ra dosis,2022-03-01,18,16,2,1,20,17,37
SAPAHAQUI,otras vacunaciones,covid 1ra dosis,2022-03-01,4,4,27,17,31,21,52
SENA,otras vacunaciones,covid 1ra dosis,2022-03-01,0,0,28,40,28,40,68
SHINAOTA,otras vacunaciones,covid 1ra dosis,2022-03-01,165,190,0,0,165,190,355
SICA SICA (VILLA AROMA),otras vacunaciones,covid 1ra dosis,2022-03-01,17,11,1,3,18,14,32
SICAYA,otras vacunaciones,covid 1ra dosis,2022-03-01,1,4,8,5,9,9,18
SIPE SIPE,otras vacunaciones,covid 1ra dosis,2022-03-01,54,61,643,669,697,730,1427
SOPACHUY,otras vacunaciones,covid 1ra dosis,2022-03-01,6,6,15,23,21,29,50
SORACACHI,otras vacunaciones,covid 1ra dosis,2022-03-01,106,93,0,0,106,93,199
SORATA,otras vacunaciones,covid 1ra dosis,2022-03-01,22,31,21,12,43,43,86
SUCRE,otras vacunaciones,covid 1ra dosis,2022-03-01,3308,3529,289,237,3597,3766,7363
TACACHI,otras vacunaciones,covid 1ra dosis,2022-03-01,12,9,0,0,12,9,21
TACACOMA,otras vacunaciones,covid 1ra dosis,2022-03-01,6,1,0,14,6,15,21
TACOBAMBA,otras vacunaciones,covid 1ra dosis,2022-03-01,8,9,37,29,45,38,83
TACOPAYA,otras vacunaciones,covid 1ra dosis,2022-03-01,7,4,50,48,57,52,109
TAHUA,otras vacunaciones,covid 1ra dosis,2022-03-01,0,0,0,1,0,1,1
TAPACARI,otras vacunaciones,covid 1ra dosis,2022-03-01,163,158,0,1,163,159,322
TARABUCO,otras vacunaciones,covid 1ra dosis,2022-03-01,8,11,14,11,22,22,44
TARACO,otras vacunaciones,covid 1ra dosis,2022-03-01,34,34,17,19,51,53,104
TARATA,otras vacunaciones,covid 1ra dosis,2022-03-01,15,9,8,7,23,16,39
TARIJA,otras vacunaciones,covid 1ra dosis,2022-03-01,702,646,1192,1241,1894,1887,3781
TARVITA,otras vacunaciones,covid 1ra dosis,2022-03-01,32,20,60,42,92,62,154
TEOPONTE,otras vacunaciones,covid 1ra dosis,2022-03-01,9,4,9,2,18,6,24
TIAHUANACU,otras vacunaciones,covid 1ra dosis,2022-03-01,37,37,18,15,55,52,107
TINGUIPAYA,otras vacunaciones,covid 1ra dosis,2022-03-01,7,5,39,35,46,40,86
TIPUANI,otras vacunaciones,covid 1ra dosis,2022-03-01,0,0,5,6,5,6,11
TIQUIPAYA,otras vacunaciones,covid 1ra dosis,2022-03-01,540,546,285,277,825,823,1648
TIRAQUE (CBBA),otras vacunaciones,covid 1ra dosis,2022-03-01,26,29,7,3,33,32,65
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,covid 1ra dosis,2022-03-01,1,1,0,0,1,1,2
TOCO,otras vacunaciones,covid 1ra dosis,2022-03-01,79,103,8,15,87,118,205
TODOS SANTOS,otras vacunaciones,covid 1ra dosis,2022-03-01,1,6,0,0,1,6,7
TOLATA,otras vacunaciones,covid 1ra dosis,2022-03-01,28,30,31,33,59,63,122
TOLEDO,otras vacunaciones,covid 1ra dosis,2022-03-01,65,75,0,0,65,75,140
TOMAVE,otras vacunaciones,covid 1ra dosis,2022-03-01,12,11,32,46,44,57,101
TOMINA,otras vacunaciones,covid 1ra dosis,2022-03-01,13,10,4,1,17,11,28
TORO TORO,otras vacunaciones,covid 1ra dosis,2022-03-01,35,37,7,1,42,38,80
TOTORA(CBBA),otras vacunaciones,covid 1ra dosis,2022-03-01,72,67,43,35,115,102,217
TOTORA(ORR),otras vacunaciones,covid 1ra dosis,2022-03-01,17,19,2,0,19,19,38
TRIGAL,otras vacunaciones,covid 1ra dosis,2022-03-01,1,1,1,2,2,3,5
TRINIDAD,otras vacunaciones,covid 1ra dosis,2022-03-01,194,199,164,161,358,360,718
TUPIZA,otras vacunaciones,covid 1ra dosis,2022-03-01,139,118,68,71,207,189,396
TURCO,otras vacunaciones,covid 1ra dosis,2022-03-01,19,21,0,0,19,21,40
UMALA,otras vacunaciones,covid 1ra dosis,2022-03-01,62,59,4,5,66,64,130
UNCIA,otras vacunaciones,covid 1ra dosis,2022-03-01,39,52,67,74,106,126,232
URIONDO (A. CONCEPCION),otras vacunaciones,covid 1ra dosis,2022-03-01,82,91,0,0,82,91,173
URUBICHA,otras vacunaciones,covid 1ra dosis,2022-03-01,60,59,45,47,105,106,211
UYUNI,otras vacunaciones,covid 1ra dosis,2022-03-01,130,96,114,104,244,200,444
VACAS,otras vacunaciones,covid 1ra dosis,2022-03-01,9,13,4,2,13,15,28
VALLEGRANDE,otras vacunaciones,covid 1ra dosis,2022-03-01,50,65,55,49,105,114,219
VIACHA,otras vacunaciones,covid 1ra dosis,2022-03-01,496,416,422,483,918,899,1817
VILA VILA,otras vacunaciones,covid 1ra dosis,2022-03-01,0,0,32,47,32,47,79
VILLA CHARCAS,otras vacunaciones,covid 1ra dosis,2022-03-01,17,15,118,109,135,124,259
VILLA MONTES,otras vacunaciones,covid 1ra dosis,2022-03-01,95,119,148,157,243,276,519
VILLA NUEVA (LOMA ALTA),otras vacunaciones,covid 1ra dosis,2022-03-01,0,0,0,1,0,1,1
VILLA RIVERO,otras vacunaciones,covid 1ra dosis,2022-03-01,60,58,0,0,60,58,118
VILLA SERRANO,otras vacunaciones,covid 1ra dosis,2022-03-01,44,33,2,0,46,33,79
VILLA TUNARI,otras vacunaciones,covid 1ra dosis,2022-03-01,314,304,213,238,527,542,1069
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,covid 1ra dosis,2022-03-01,17,21,30,32,47,53,100
VILLAZON,otras vacunaciones,covid 1ra dosis,2022-03-01,240,217,186,195,426,412,838
VINTO,otras vacunaciones,covid 1ra dosis,2022-03-01,271,334,217,271,488,605,1093
VITICHI,otras vacunaciones,covid 1ra dosis,2022-03-01,30,21,18,20,48,41,89
WALDO BALLIVIAN,otras vacunaciones,covid 1ra dosis,2022-03-01,5,4,0,0,5,4,9
WARNES,otras vacunaciones,covid 1ra dosis,2022-03-01,181,182,1,1,182,183,365
YACO,otras vacunaciones,covid 1ra dosis,2022-03-01,5,5,19,12,24,17,41
YACUIBA,otras vacunaciones,covid 1ra dosis,2022-03-01,173,179,210,213,383,392,775
YAMPARAEZ,otras vacunaciones,covid 1ra dosis,2022-03-01,26,20,19,13,45,33,78
YANACACHI,otras vacunaciones,covid 1ra dosis,2022-03-01,3,2,1,3,4,5,9
YAPACANI,otras vacunaciones,covid 1ra dosis,2022-03-01,83,69,8,15,91,84,175
YOCALLA,otras vacunaciones,covid 1ra dosis,2022-03-01,143,139,56,43,199,182,381
YOTALA,otras vacunaciones,covid 1ra dosis,2022-03-01,15,11,89,78,104,89,193
YUNCHARA,otras vacunaciones,covid 1ra dosis,2022-03-01,8,9,35,34,43,43,86
ZUDAÑEZ,otras vacunaciones,covid 1ra dosis,2022-03-01,8,11,59,54,67,65,132
ACACIO,otras vacunaciones,covid 1ra dosis,2022-04-01,2,2,4,0,6,2,8
ACHACACHI,otras vacunaciones,covid 1ra dosis,2022-04-01,16,32,32,36,48,68,116
AIQUILE,otras vacunaciones,covid 1ra dosis,2022-04-01,34,28,51,35,85,63,148
ALCALA,otras vacunaciones,covid 1ra dosis,2022-04-01,0,1,3,2,3,3,6
ALTO BENI,otras vacunaciones,covid 1ra dosis,2022-04-01,3,1,16,10,19,11,30
ANCORAIMES,otras vacunaciones,covid 1ra dosis,2022-04-01,5,7,5,4,10,11,21
ANDAMARCA,otras vacunaciones,covid 1ra dosis,2022-04-01,12,8,0,0,12,8,20
ANTEQUERA,otras vacunaciones,covid 1ra dosis,2022-04-01,9,7,0,0,9,7,16
ANZALDO,otras vacunaciones,covid 1ra dosis,2022-04-01,16,10,11,6,27,16,43
APOLO,otras vacunaciones,covid 1ra dosis,2022-04-01,6,5,6,5,12,10,22
ARAMPAMPA,otras vacunaciones,covid 1ra dosis,2022-04-01,0,0,8,6,8,6,14
ARANI,otras vacunaciones,covid 1ra dosis,2022-04-01,43,43,7,3,50,46,96
ARBIETO,otras vacunaciones,covid 1ra dosis,2022-04-01,54,40,26,29,80,69,149
ARQUE,otras vacunaciones,covid 1ra dosis,2022-04-01,2,11,22,10,24,21,45
ASCENCION DE GUARAYOS,otras vacunaciones,covid 1ra dosis,2022-04-01,1,1,11,9,12,10,22
ATOCHA,otras vacunaciones,covid 1ra dosis,2022-04-01,17,16,22,22,39,38,77
AUCAPATA,otras vacunaciones,covid 1ra dosis,2022-04-01,3,5,28,40,31,45,76
AYATA,otras vacunaciones,covid 1ra dosis,2022-04-01,11,6,25,15,36,21,57
AYO AYO,otras vacunaciones,covid 1ra dosis,2022-04-01,7,17,0,0,7,17,24
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,covid 1ra dosis,2022-04-01,18,18,88,75,106,93,199
AZURDUY,otras vacunaciones,covid 1ra dosis,2022-04-01,5,7,12,11,17,18,35
BATALLAS,otras vacunaciones,covid 1ra dosis,2022-04-01,10,10,3,2,13,12,25
BAURES,otras vacunaciones,covid 1ra dosis,2022-04-01,23,14,3,4,26,18,44
BELEN DE ANDAMARCA,otras vacunaciones,covid 1ra dosis,2022-04-01,7,12,0,0,7,12,19
BELEN DE URMIRI,otras vacunaciones,covid 1ra dosis,2022-04-01,2,4,5,5,7,9,16
BELLA FLOR,otras vacunaciones,covid 1ra dosis,2022-04-01,5,3,9,11,14,14,28
BETANZOS,otras vacunaciones,covid 1ra dosis,2022-04-01,23,28,44,34,67,62,129
BOLIVAR,otras vacunaciones,covid 1ra dosis,2022-04-01,2,1,16,17,18,18,36
BOLPEBRA,otras vacunaciones,covid 1ra dosis,2022-04-01,1,0,3,0,4,0,4
BOYUIBE,otras vacunaciones,covid 1ra dosis,2022-04-01,2,3,7,6,9,9,18
BUENA VISTA,otras vacunaciones,covid 1ra dosis,2022-04-01,5,5,8,3,13,8,21
CABEZAS,otras vacunaciones,covid 1ra dosis,2022-04-01,21,24,8,9,29,33,62
CAIROMA,otras vacunaciones,covid 1ra dosis,2022-04-01,34,18,28,31,62,49,111
"CAIZA ""D""",otras vacunaciones,covid 1ra dosis,2022-04-01,5,7,0,6,5,13,18
CAJUATA,otras vacunaciones,covid 1ra dosis,2022-04-01,8,14,40,39,48,53,101
CALACOTO,otras vacunaciones,covid 1ra dosis,2022-04-01,0,0,8,9,8,9,17
CALAMARCA,otras vacunaciones,covid 1ra dosis,2022-04-01,24,26,22,17,46,43,89
CAMARGO,otras vacunaciones,covid 1ra dosis,2022-04-01,18,21,15,14,33,35,68
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,covid 1ra dosis,2022-04-01,3,1,7,7,10,8,18
CAMIRI,otras vacunaciones,covid 1ra dosis,2022-04-01,36,37,3,5,39,42,81
CAPINOTA,otras vacunaciones,covid 1ra dosis,2022-04-01,51,39,22,22,73,61,134
CAQUIAVIRI,otras vacunaciones,covid 1ra dosis,2022-04-01,14,10,22,15,36,25,61
CARACOLLO,otras vacunaciones,covid 1ra dosis,2022-04-01,73,88,10,14,83,102,185
CARANAVI,otras vacunaciones,covid 1ra dosis,2022-04-01,61,47,12,14,73,61,134
CARANGAS,otras vacunaciones,covid 1ra dosis,2022-04-01,8,4,0,0,8,4,12
CARAPARI,otras vacunaciones,covid 1ra dosis,2022-04-01,22,28,1,0,23,28,51
CARIPUYO,otras vacunaciones,covid 1ra dosis,2022-04-01,6,4,1,0,7,4,11
CARMEN RIVERO TORREZ,otras vacunaciones,covid 1ra dosis,2022-04-01,37,4,0,0,37,4,41
CATACORA,otras vacunaciones,covid 1ra dosis,2022-04-01,0,2,4,3,4,5,9
CHACARILLA,otras vacunaciones,covid 1ra dosis,2022-04-01,1,1,0,0,1,1,2
CHALLAPATA,otras vacunaciones,covid 1ra dosis,2022-04-01,48,67,16,14,64,81,145
CHAQUI,otras vacunaciones,covid 1ra dosis,2022-04-01,19,14,14,20,33,34,67
CHARAGUA,otras vacunaciones,covid 1ra dosis,2022-04-01,22,28,11,12,33,40,73
CHARAÑA,otras vacunaciones,covid 1ra dosis,2022-04-01,1,0,8,7,9,7,16
CHAYANTA,otras vacunaciones,covid 1ra dosis,2022-04-01,3,3,0,0,3,3,6
CHIMORE,otras vacunaciones,covid 1ra dosis,2022-04-01,14,15,123,84,137,99,236
CHIPAYA,otras vacunaciones,covid 1ra dosis,2022-04-01,9,3,0,1,9,4,13
CHOQUE COTA,otras vacunaciones,covid 1ra dosis,2022-04-01,5,5,0,0,5,5,10
CHUA COCANI,otras vacunaciones,covid 1ra dosis,2022-04-01,4,1,4,13,8,14,22
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,covid 1ra dosis,2022-04-01,12,25,20,19,32,44,76
CHUMA,otras vacunaciones,covid 1ra dosis,2022-04-01,20,29,38,27,58,56,114
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,covid 1ra dosis,2022-04-01,1,3,0,2,1,5,6
CKOCHAS,otras vacunaciones,covid 1ra dosis,2022-04-01,9,9,27,26,36,35,71
CLIZA,otras vacunaciones,covid 1ra dosis,2022-04-01,24,14,27,28,51,42,93
COBIJA,otras vacunaciones,covid 1ra dosis,2022-04-01,52,40,58,40,110,80,190
COCAPATA,otras vacunaciones,covid 1ra dosis,2022-04-01,37,28,2,2,39,30,69
COCHABAMBA,otras vacunaciones,covid 1ra dosis,2022-04-01,1297,1382,637,662,1934,2044,3978
COLCAPIRHUA,otras vacunaciones,covid 1ra dosis,2022-04-01,18,14,66,81,84,95,179
"COLCHA ""K""",otras vacunaciones,covid 1ra dosis,2022-04-01,21,24,10,13,31,37,68
COLLANA,otras vacunaciones,covid 1ra dosis,2022-04-01,2,2,5,8,7,10,17
COLOMI,otras vacunaciones,covid 1ra dosis,2022-04-01,9,6,6,4,15,10,25
COLPA BELGICA,otras vacunaciones,covid 1ra dosis,2022-04-01,12,17,0,0,12,17,29
COLQUECHACA,otras vacunaciones,covid 1ra dosis,2022-04-01,16,12,38,26,54,38,92
COLQUENCHA,otras vacunaciones,covid 1ra dosis,2022-04-01,27,34,16,13,43,47,90
COLQUIRI,otras vacunaciones,covid 1ra dosis,2022-04-01,20,13,72,62,92,75,167
COMANCHE,otras vacunaciones,covid 1ra dosis,2022-04-01,1,0,6,3,7,3,10
COMARAPA,otras vacunaciones,covid 1ra dosis,2022-04-01,9,4,0,0,9,4,13
COMBAYA,otras vacunaciones,covid 1ra dosis,2022-04-01,1,3,6,12,7,15,22
CONCEPCION,otras vacunaciones,covid 1ra dosis,2022-04-01,67,74,8,5,75,79,154
COPACABANA,otras vacunaciones,covid 1ra dosis,2022-04-01,12,14,3,5,15,19,34
CORIPATA,otras vacunaciones,covid 1ra dosis,2022-04-01,3,4,2,1,5,5,10
CORO CORO,otras vacunaciones,covid 1ra dosis,2022-04-01,7,12,8,10,15,22,37
COROICO,otras vacunaciones,covid 1ra dosis,2022-04-01,2,1,74,68,76,69,145
CORQUE,otras vacunaciones,covid 1ra dosis,2022-04-01,24,31,0,0,24,31,55
COTAGAITA,otras vacunaciones,covid 1ra dosis,2022-04-01,25,24,17,19,42,43,85
COTOCA,otras vacunaciones,covid 1ra dosis,2022-04-01,101,82,48,35,149,117,266
CRUZ DE MACHACAMARCA,otras vacunaciones,covid 1ra dosis,2022-04-01,1,1,0,0,1,1,2
CUATRO CAÑADAS,otras vacunaciones,covid 1ra dosis,2022-04-01,5,13,49,49,54,62,116
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,covid 1ra dosis,2022-04-01,1,0,0,0,1,0,1
CUEVO,otras vacunaciones,covid 1ra dosis,2022-04-01,3,4,14,4,17,8,25
CULPINA,otras vacunaciones,covid 1ra dosis,2022-04-01,36,50,7,6,43,56,99
CURAHUARA DE CARANGAS,otras vacunaciones,covid 1ra dosis,2022-04-01,13,10,0,0,13,10,23
CURVA,otras vacunaciones,covid 1ra dosis,2022-04-01,0,0,18,18,18,18,36
DESAGUADERO,otras vacunaciones,covid 1ra dosis,2022-04-01,24,13,3,1,27,14,41
EL ALTO,otras vacunaciones,covid 1ra dosis,2022-04-01,1218,1238,783,864,2001,2102,4103
EL CHORO,otras vacunaciones,covid 1ra dosis,2022-04-01,12,17,1,1,13,18,31
EL PUENTE(STC),otras vacunaciones,covid 1ra dosis,2022-04-01,7,6,2,5,9,11,20
EL PUENTE(TJA),otras vacunaciones,covid 1ra dosis,2022-04-01,10,10,21,17,31,27,58
EL TORNO,otras vacunaciones,covid 1ra dosis,2022-04-01,74,78,1,1,75,79,154
EL VILLAR,otras vacunaciones,covid 1ra dosis,2022-04-01,0,0,1,1,1,1,2
ENTRE RIOS TRJ,otras vacunaciones,covid 1ra dosis,2022-04-01,45,37,9,17,54,54,108
ENTRE RIOS CBBA,otras vacunaciones,covid 1ra dosis,2022-04-01,23,32,70,64,93,96,189
ESCARA,otras vacunaciones,covid 1ra dosis,2022-04-01,0,1,0,2,0,3,3
ESCOMA,otras vacunaciones,covid 1ra dosis,2022-04-01,16,7,8,10,24,17,41
ESMERALDA,otras vacunaciones,covid 1ra dosis,2022-04-01,7,13,0,0,7,13,20
EUCALIPTUS,otras vacunaciones,covid 1ra dosis,2022-04-01,8,6,2,1,10,7,17
EUREKA (SANTOS MERCADO),otras vacunaciones,covid 1ra dosis,2022-04-01,0,0,13,6,13,6,19
FERNANDEZ ALONSO,otras vacunaciones,covid 1ra dosis,2022-04-01,8,8,6,6,14,14,28
FILADELFIA,otras vacunaciones,covid 1ra dosis,2022-04-01,0,1,11,8,11,9,20
GAIOC JATUN AYLLU YURA,otras vacunaciones,covid 1ra dosis,2022-04-01,9,4,23,27,32,31,63
GENERAL SAAVEDRA,otras vacunaciones,covid 1ra dosis,2022-04-01,27,19,1,0,28,19,47
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,covid 1ra dosis,2022-04-01,0,2,32,46,32,48,80
GUANAY,otras vacunaciones,covid 1ra dosis,2022-04-01,10,3,3,10,13,13,26
GUAQUI,otras vacunaciones,covid 1ra dosis,2022-04-01,19,19,0,0,19,19,38
GUAYARAMERIN,otras vacunaciones,covid 1ra dosis,2022-04-01,46,33,53,40,99,73,172
GUTIERREZ,otras vacunaciones,covid 1ra dosis,2022-04-01,20,34,2,2,22,36,58
HUACARETA,otras vacunaciones,covid 1ra dosis,2022-04-01,4,2,0,0,4,2,6
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,covid 1ra dosis,2022-04-01,1,1,2,2,3,3,6
HUANUNI,otras vacunaciones,covid 1ra dosis,2022-04-01,72,71,7,1,79,72,151
HUARACAJE,otras vacunaciones,covid 1ra dosis,2022-04-01,3,3,0,0,3,3,6
HUARINA,otras vacunaciones,covid 1ra dosis,2022-04-01,17,18,17,11,34,29,63
HUATAJATA,otras vacunaciones,covid 1ra dosis,2022-04-01,25,23,0,0,25,23,48
HUAYLLAMARCA,otras vacunaciones,covid 1ra dosis,2022-04-01,3,4,0,0,3,4,7
HUMANATA,otras vacunaciones,covid 1ra dosis,2022-04-01,1,4,0,0,1,4,5
ICHOCA,otras vacunaciones,covid 1ra dosis,2022-04-01,2,2,7,12,9,14,23
ICLA,otras vacunaciones,covid 1ra dosis,2022-04-01,4,4,42,22,46,26,72
INCAHUASI,otras vacunaciones,covid 1ra dosis,2022-04-01,10,20,16,25,26,45,71
INGAVI (HUMAITA),otras vacunaciones,covid 1ra dosis,2022-04-01,0,2,15,7,15,9,24
INQUISIVI,otras vacunaciones,covid 1ra dosis,2022-04-01,3,5,105,114,108,119,227
IRUPANA (VILLA DE LANZA),otras vacunaciones,covid 1ra dosis,2022-04-01,5,7,5,1,10,8,18
IXIAMAS,otras vacunaciones,covid 1ra dosis,2022-04-01,1,0,7,1,8,1,9
JESUS DE MACHACA,otras vacunaciones,covid 1ra dosis,2022-04-01,22,23,19,19,41,42,83
LA ASUNTA,otras vacunaciones,covid 1ra dosis,2022-04-01,16,23,6,3,22,26,48
LA GUARDIA,otras vacunaciones,covid 1ra dosis,2022-04-01,149,182,56,60,205,242,447
LA PAZ,otras vacunaciones,covid 1ra dosis,2022-04-01,1280,1389,1332,1202,2612,2591,5203
LA RIVERA,otras vacunaciones,covid 1ra dosis,2022-04-01,6,3,0,0,6,3,9
LAGUNILLAS,otras vacunaciones,covid 1ra dosis,2022-04-01,3,14,22,20,25,34,59
LAJA,otras vacunaciones,covid 1ra dosis,2022-04-01,10,18,17,10,27,28,55
LAS CARRERAS,otras vacunaciones,covid 1ra dosis,2022-04-01,6,9,0,0,6,9,15
LICOMA PAMPA,otras vacunaciones,covid 1ra dosis,2022-04-01,3,3,3,14,6,17,23
LLALLAGUA,otras vacunaciones,covid 1ra dosis,2022-04-01,187,232,99,82,286,314,600
LLICA,otras vacunaciones,covid 1ra dosis,2022-04-01,2,0,1,0,3,0,3
LORETO,otras vacunaciones,covid 1ra dosis,2022-04-01,1,0,23,24,24,24,48
LURIBAY,otras vacunaciones,covid 1ra dosis,2022-04-01,9,9,30,34,39,43,82
MACHACAMARCA,otras vacunaciones,covid 1ra dosis,2022-04-01,3,7,0,0,3,7,10
MACHARETI,otras vacunaciones,covid 1ra dosis,2022-04-01,12,9,1,5,13,14,27
MAGDALENA,otras vacunaciones,covid 1ra dosis,2022-04-01,2,1,38,43,40,44,84
MAIRANA,otras vacunaciones,covid 1ra dosis,2022-04-01,2,0,0,0,2,0,2
MALLA,otras vacunaciones,covid 1ra dosis,2022-04-01,0,0,9,11,9,11,20
MAPIRI,otras vacunaciones,covid 1ra dosis,2022-04-01,4,2,0,0,4,2,6
MECAPACA,otras vacunaciones,covid 1ra dosis,2022-04-01,62,55,17,17,79,72,151
MINEROS,otras vacunaciones,covid 1ra dosis,2022-04-01,79,66,0,2,79,68,147
MIZQUE,otras vacunaciones,covid 1ra dosis,2022-04-01,6,12,19,17,25,29,54
MOCOMOCO,otras vacunaciones,covid 1ra dosis,2022-04-01,12,11,38,42,50,53,103
MOJOCOYA,otras vacunaciones,covid 1ra dosis,2022-04-01,8,7,17,16,25,23,48
MONTEAGUDO,otras vacunaciones,covid 1ra dosis,2022-04-01,16,6,21,19,37,25,62
MONTERO,otras vacunaciones,covid 1ra dosis,2022-04-01,199,171,56,54,255,225,480
MORO MORO,otras vacunaciones,covid 1ra dosis,2022-04-01,0,1,3,7,3,8,11
MOROCHATA,otras vacunaciones,covid 1ra dosis,2022-04-01,0,0,30,29,30,29,59
