,group,variable,month,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) DENTRO,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,17.22 ANTIAMARÍLICA ( DOSIS ÚNICA) FUERA,TOTALES,TOTALES,TOTALES
ATOCHA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,16,6,16,6,22
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,3,2,3,3,6,5,11
BATALLAS,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,4,5,0,1,4,6,10
BAURES,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,4,2,4,2,6
BELEN DE ANDAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,3,5,3,5,8
BELLA FLOR,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,2,24,18,24,20,44
BERMEJO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,7,27,0,3,7,30,37
BOLPEBRA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,5,3,5,3,8
BUENA VISTA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,1,0,0,1,1,2
"CAIZA ""D""",otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,0,4,3,5,3,8
CALAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,3,2,1,2,4,4,8
CAMARGO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,10,2,0,0,10,2,12
CAMIRI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,6,8,0,1,6,9,15
CAPINOTA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,2,2,0,0,2,2,4
CARACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,2,2,4,3,6,9
CARANAVI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,19,15,28,40,47,55,102
CARAPARI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,48,0,41,7,89,7,96
CHALLAPATA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,2,2,1,3,3,6
CHARAGUA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,4,2,4,3,8,11
CHIMORE,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,4,6,9,15,13,21,34
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,3,6,2,1,5,7,12
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,1,0,0,1,1,2
CLIZA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,3,2,0,0,3,2,5
COBIJA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,10,12,25,35,35,47,82
COCAPATA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,7,1,2,2,9,11
COCHABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,143,220,15,32,158,252,410
COLCAPIRHUA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,8,6,9,17,17,23,40
"COLCHA ""K""",otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,5,6,0,0,5,6,11
COLOMI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,2,3,0,0,2,3,5
COLQUENCHA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,2,3,0,0,2,3,5
COLQUIRI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,0,12,45,13,45,58
CONCEPCION,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,2,0,1,1,3,4
COROICO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,5,4,0,0,5,4,9
CORQUE,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,59,0,59,0,59
COTAGAITA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,2,3,0,1,2,4,6
COTOCA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,4,6,2,9,6,15,21
CUATRO CAÑADAS,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,1,0,0,1,1,2
CUEVO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,8,1,0,0,8,1,9
EL ALTO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,205,338,487,574,692,912,1604
EL CHORO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,3,8,8,9,11,20
EL PUENTE(STC),otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,2,0,0,0,2,2
EL TORNO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,3,14,0,0,3,14,17
ENTRE RIOS TRJ,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,6,0,0,2,6,2,8
ENTRE RIOS CBBA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,13,14,10,0,23,14,37
ESCOMA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,0,0,0,1,0,1
EUCALIPTUS,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,1,0,0,1,1,2
FERNANDEZ ALONSO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,0,1,0,1,1
FILADELFIA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,1,7,6,7,7,14
GUAYARAMERIN,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,2,4,0,0,2,4,6
GUTIERREZ,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,1,1,3,1,4,5
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,4,1,0,2,4,6
HUANUNI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,1,5,1,5,6
HUARINA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,3,1,3,7,6,8,14
HUATAJATA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,1,8,7,9,8,17
HUAYLLAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,1,0,0,0,1,1
INGAVI (HUMAITA),otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,2,1,2,2,4,6
INQUISIVI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,3,11,10,10,13,21,34
IRUPANA (VILLA DE LANZA),otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,10,7,14,8,24,32
IXIAMAS,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,4,9,12,11,16,20,36
LA GUARDIA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,33,100,22,44,55,144,199
LA PAZ,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,182,252,80,121,262,373,635
LAJA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,3,0,0,0,3,3
LLALLAGUA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,5,13,20,24,25,37,62
LURIBAY,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,2,7,2,7,9
MACHARETI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,9,0,0,0,9,0,9
MAGDALENA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,4,5,4,8,8,13,21
MAIRANA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,0,0,0,1,0,1
MALLA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,2,5,2,5,7
MAPIRI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,7,9,262,221,269,230,499
MINEROS,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,0,0,0,1,0,1
MOCOMOCO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,8,0,0,0,8,8
MONTEAGUDO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,3,4,0,0,3,4,7
MONTERO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,14,24,260,13,274,37,311
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,5,5,8,6,13,19
OCURI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,3,0,0,1,3,4
ORURO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,44,57,84,147,128,204,332
PADCAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,2,4,0,0,2,4,6
PADILLA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,1,2,1,2,3
PAILON,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,3,0,0,1,3,4
PALCA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,2,0,3,0,5,5
PALOS BLANCOS,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,4,6,36,27,40,33,73
PASORAPA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,3,3,3,3,6
PATACAMAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,13,9,1,1,14,10,24
POCOATA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,2,6,0,0,2,6,8
PORCO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,6,23,3,19,9,42,51
PORONGO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,0,0,0,1,0,1
PORTACHUELO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,23,69,1,5,24,74,98
POTOSI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,14,33,36,49,50,82,132
PUCARANI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,3,6,5,12,8,18,26
PUERTO ACOSTA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,3,2,3,2,6,8
PUERTO CARABUCO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,3,0,0,0,3,3
PUERTO GONZALO MORENO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,0,2,0,2,2
PUERTO PEREZ,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,1,0,0,1,1,2
PUERTO QUIJARRO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,5,27,5,28,10,38
PUERTO RICO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,6,5,6,5,11
PUERTO SUAREZ,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,2,2,0,3,2,5
PUERTO VILLARROEL,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,34,85,3,17,37,102,139
PUNA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,0,0,0,1,0,1
PUNATA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,3,8,0,1,3,9,12
QUIABAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,2,0,3,0,5,5
QUILLACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,17,29,17,23,34,52,86
QUIME,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,10,8,10,8,18
RAVELO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,6,9,8,9,14,23
REYES,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,3,2,0,0,3,2,5
RIBERALTA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,12,14,0,3,12,17,29
ROBORE,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,1,0,1,0,1
RURRENABAQUE,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,4,7,78,21,82,28,110
SACABA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,16,25,2,11,18,36,54
SACACA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,7,0,0,1,7,8
SALINAS DE GARCI MENDOZA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,1,12,14,12,15,27
SAN ANTONIO DE LOMERIO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,7,6,0,0,7,6,13
SAN BENITO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,21,39,11,17,32,56,88
SAN BORJA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,9,9,37,51,46,60,106
SAN BUENA VENTURA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,2,3,1,1,3,4,7
SAN CARLOS,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,1,9,1,10,2,12
SAN IGNACIO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,1,21,20,22,21,43
SAN IGNACIO DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,48,69,189,234,237,303,540
SAN JAVIER(BNI),otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,5,3,3,3,8,11
SAN JOAQUIN,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,2,0,2,0,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,3,0,1,1,4,1,5
SAN JUAN DE YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,0,0,0,1,0,1
SAN JULIAN,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,8,21,7,15,15,36,51
SAN LORENZO(PND),otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,3,2,3,2,5
SAN LORENZO(TJA),otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,2,0,0,0,2,2
SAN MATIAS,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,6,7,0,0,6,7,13
SAN MIGUEL DE VELASCO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,2,2,0,1,2,3,5
SAN PEDRO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,4,5,1,1,5,6,11
SAN PEDRO DE TIQUINA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,2,0,2,1,4,5
SAN PEDRO(PND),otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,3,5,3,5,8
SANTA ANA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,607,715,35,68,642,783,1425
SANTA ROSA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,1,0,0,0,1,1
SANTA ROSA DEL SARA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,7,7,10,0,17,7,24
SANTIAGO DE HUARI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,2,0,0,0,2,2
SANTIVAÑES,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,1,0,0,0,1,1
SANTUARIO DE QUILLACAS,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,2,8,2,8,10
SAPAHAQUI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,4,3,6,4,10,14
SENA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,2,2,0,0,2,2,4
SHINAOTA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,7,9,1,2,8,11,19
SICA SICA (VILLA AROMA),otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,6,9,6,9,15
SIPE SIPE,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,0,0,1,1,1,2
SORACACHI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,8,0,0,0,8,8
SORATA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,3,5,0,0,3,5,8
SUCRE,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,33,70,1,5,34,75,109
TACACOMA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,5,11,2,7,7,18,25
TAPACARI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,0,0,0,1,0,1
TARACO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,2,0,0,0,2,2
TARATA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,3,2,0,0,3,2,5
TARIJA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,81,116,0,2,81,118,199
TIQUIPAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,15,28,7,14,22,42,64
TIRAQUE (CBBA),otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,2,0,0,0,2,2
TODOS SANTOS,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,8,1,8,1,9
TOLATA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,0,0,0,1,0,1
TOMINA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,0,1,0,1,1
TRINIDAD,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,36,32,99,39,135,71,206
TUPIZA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,12,25,3,4,15,29,44
URIONDO (A. CONCEPCION),otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,3,1,1,1,4,5
URUBICHA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,1,0,4,0,5,5
UYUNI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,3,0,0,1,3,4
VACAS,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,2,0,3,15,5,15,20
VALLEGRANDE,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,4,0,0,0,4,4
VIACHA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,14,1,6,2,20,22
VILA VILA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,3,6,3,6,9
VILLA MONTES,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,26,24,3,3,29,27,56
VILLA NUEVA (LOMA ALTA),otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,2,3,2,1,4,4,8
VILLA RIVERO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,0,1,0,1,1
VILLA TUNARI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,17,23,13,14,30,37,67
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,5,0,0,0,5,0,5
VILLAZON,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,4,8,9,14,13,22,35
VINTO,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,2,8,8,9,10,19
VITICHI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,0,2,0,2,2
WARNES,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,12,13,3,10,15,23,38
YACUIBA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,31,26,4,2,35,28,63
YANACACHI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,0,0,11,7,11,7,18
YAPACANI,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,4,2,3,4,7,6,13
YOTALA,otras vacunaciones,antiamarilica ( dosis unica),2022-10-01,1,0,0,0,1,0,1
ACACIO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,3,5,0,0,3,5,8
ACHACACHI,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,2,21,4,12,6,33,39
AIQUILE,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,1,0,1,0,1
ALTO BENI,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,16,14,16,14,30
ARANI,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,2,4,0,0,2,4,6
ARQUE,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,1,0,1,0,1
ASCENCION DE GUARAYOS,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,8,16,8,21,16,37,53
AYO AYO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,3,5,3,5,8
BAURES,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,3,0,3,0,6,6
BELLA FLOR,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,19,26,19,26,45
BERMEJO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,36,18,0,0,36,18,54
BOLPEBRA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,3,4,3,4,7
BOYUIBE,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,0,0,0,1,0,1
BUENA VISTA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,2,1,1,5,3,6,9
CAMARGO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,3,8,1,2,4,10,14
CAMIRI,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,20,8,4,0,24,8,32
CAPINOTA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,6,8,1,1,7,9,16
CARACOLLO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,3,0,0,0,3,3
CARANAVI,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,19,22,11,16,30,38,68
CARAPARI,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,37,3,7,6,44,9,53
CARMEN RIVERO TORREZ,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,0,1,0,1,1
CHALLAPATA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,1,2,0,3,1,4
CHARAGUA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,3,5,0,2,3,7,10
CHIMORE,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,3,6,95,15,98,21,119
CHUA COCANI,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,8,13,0,0,8,13,21
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,6,2,10,14,16,16,32
COBIJA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,12,19,43,89,55,108,163
COCAPATA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,1,0,0,0,1,1
COCHABAMBA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,196,264,88,26,284,290,574
COLCAPIRHUA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,14,20,6,12,20,32,52
"COLCHA ""K""",otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,1,4,3,4,4,8
COLOMI,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,3,0,0,1,3,4
COLQUENCHA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,2,2,0,2,2,4
COLQUIRI,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,10,20,10,20,30
COMARAPA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,0,0,0,1,0,1
CONCEPCION,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,11,4,3,4,14,18
CORO CORO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,2,7,0,0,2,7,9
COROICO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,2,3,3,3,5,6,11
COTOCA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,3,6,9,20,12,26,38
CRUZ DE MACHACAMARCA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,0,1,0,1,1
CUATRO CAÑADAS,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,1,12,19,13,20,33
EL ALTO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,77,168,116,135,193,303,496
EL CHORO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,1,0,0,1,1,2
EL PUENTE(STC),otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,1,3,1,3,4
EL TORNO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,13,30,1,1,14,31,45
ENTRE RIOS CBBA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,14,12,0,1,14,13,27
ESCOMA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,2,5,3,6,5,11
EXALTACION,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,0,1,0,1,1
FILADELFIA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,1,2,4,2,5,7
GENERAL SAAVEDRA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,5,0,2,0,7,7
GUAYARAMERIN,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,3,2,0,1,3,3,6
HUACARETA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,2,0,0,0,2,2
HUANUNI,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,17,30,17,30,47
HUATAJATA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,4,3,2,6,6,9,15
INGAVI (HUMAITA),otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,4,0,0,1,4,5
INQUISIVI,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,2,64,67,65,69,134
IRUPANA (VILLA DE LANZA),otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,5,5,5,5,10
IXIAMAS,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,7,6,2,5,9,11,20
LA GUARDIA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,35,100,30,56,65,156,221
LA PAZ,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,240,312,30,28,270,340,610
LAGUNILLAS,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,1,0,0,0,1,1
LAJA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,4,0,0,1,4,5
LLALLAGUA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,11,17,32,31,43,48,91
LLICA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,1,1,1,1,2
LORETO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,8,1,8,1,9
MACHARETI,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,18,2,0,0,18,2,20
MAGDALENA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,0,1,0,1,1
MALLA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,6,4,6,4,10
MAPIRI,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,5,7,18,24,23,31,54
MECAPACA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,3,7,3,7,10
MINEROS,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,0,1,7,2,7,9
MIZQUE,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,1,0,0,0,1,1
MOCOMOCO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,3,0,7,1,10,11
MONTEAGUDO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,2,5,0,0,2,5,7
MONTERO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,23,27,1,8,24,35,59
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,1,7,15,7,16,23
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,0,1,0,1,1
OCURI,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,0,4,9,4,9,13
ORURO,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,41,79,78,76,119,155,274
PADILLA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,0,3,5,1,5,4,9
PAILON,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,3,5,4,1,7,6,13
PALOS BLANCOS,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,7,8,33,61,40,69,109
PAMPA GRANDE,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,1,0,0,0,1,0,1
PATACAMAYA,otras vacunaciones,antiamarilica ( dosis unica),2022-11-01,18,8,3,2,21,10,31
