,group,variable,month,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 1RA DOSIS CANTIDAD,TOTALES
COMARAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,6,2,8
CORIPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,0,1
CORO CORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,0,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,7,5,12
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,3,1,4
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,62,131,193
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,2,4,6
GUAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,42,43
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,1,1
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,7,2,9
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,31,0,31
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,89,8,97
MINEROS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,2,3
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,10,0,10
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,2,2
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,20,30,50
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,10,10
OCURI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,17,17
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,10,10,20
PADCAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,2,2
PASORAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,2,8,10
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,4,4
PORCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,0,1
PORONGO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,2,0,2
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,17,0,17
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,2,0,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,3,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,5,5
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,4,3,7
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,11,6,17
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,4,4,8
ROBORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,8,0,8
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,8,19,27
SACACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,7,7
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,6,6
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,26,17,43
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,16,16
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,9,0,9
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,245,11,256
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,16,0,16
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,4,5
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,1,2
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,4,4
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,27,0,27
TACACOMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,3,4
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,0,1
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,0,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,2,5,7
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,10,10
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,7,15,22
TURCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,0,1
UMALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,2,3
UNCIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,7,7
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,1,2
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,0,7,7
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,1,0,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 1ra dosis,2011-12-01,5,0,5
