,group,variable,month,ANTI AMARÍLICA CANTIDAD,ANTI AMARÍLICA CANTIDAD,TOTALES
MAIRANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,5,1,6
MAPIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,4,4
MINEROS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,3,11,14
MIZQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,1,1
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,1,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,22,6,28
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,2,2
OCURI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,10,10,20
ORURO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,80,25,105
PADCAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,1,10,11
PAILON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,2,28,30
PALCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,4,4
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,7,6,13
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,1,5,6
PASORAPA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,1,0,1
PELECHUCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,2,2
POCOATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,14,14
POCONA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,1,3,4
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,3,4,7
POTOSI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,42,10,52
PRESTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,30,30
PUCARANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,2,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,2,0,2
PUERTO RICO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,10,10
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,3,12,15
PUNATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,1,2,3
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,19,5,24
RAVELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,9,9
REYES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,2,2
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,10,14,24
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,2,4,6
SACABA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,13,13,26
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,1,0,1
SAN AGUSTIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,3,3
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,2,17,19
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,8,22,30
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,2,3,5
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,5,0,5
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,1,3,4
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,2,0,2
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,2,2
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,6,6
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,3,1,4
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,4,4
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,5,13,18
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,1,2,3
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,18,18
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,3,3
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,2,2
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,7,5,12
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,263,81,344
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,6,11,17
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,3,3
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,3,3
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,1,1
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,3,0,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,3,0,3
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,8,0,8
SORACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,1,1
SUCRE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,39,11,50
TACACOMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,2,3,5
TAPACARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,3,3
TARABUCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,1,1
TARIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,28,15,43
TIPUANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,3,0,3
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,2,2
TOLEDO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,26,9,35
TUPIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,11,0,11
UMALA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,3,3
URUBICHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,1,1
UYUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,2,0,2
VACAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,1,1
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,1,2,3
VIACHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,19,2,21
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,9,9
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,5,4,9
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,6,2,8
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,1,1,2
VILLAZON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,2,0,2
VINTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,4,0,4
VITICHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,2,2
WARNES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,32,0,32
YACUIBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,10,7,17
YANACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,3,1,4
YAPACANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,1,1
YOCALLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,1,0,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-10-01,0,1,1
ACACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,10,0,10
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,5,5
ACHOCALLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,4,4
AIQUILE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,2,1,3
ALALAY,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,1,1
ALTO BENI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,3,0,3
APOLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,3,3
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,2,0,2
ARANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,0,1
ARBIETO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,8,9
ARQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,6,1,7
ATOCHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,5,5
AUCAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,2,2
AYATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,4,6,10
BATALLAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,2,3
BELLA FLOR,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,1,2
BETANZOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,6,2,8
CABEZAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,100,100
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,2,0,2
CAJUATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,1,2
CAMIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,14,0,14
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,4,4
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,11,11
CARANAVI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,3,2,5
CARAPARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,3,0,3
CARIPUYO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,1,1
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,2,2
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,8,8
CHAQUI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,0,1
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,5,5
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,8,1,9
CHUMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,3,3
CKOCHAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,7,0,7
CLIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,2,0,2
COBIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,7,14,21
COCAPATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,4,8,12
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,111,0,111
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,63,5,68
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,2,11,13
COLOMI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,4,0,4
COLQUECHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,3,3
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,3,0,3
COMARAPA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,2,2,4
COMBAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,3,3
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,1,1
COPACABANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,4,0,4
COROICO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,13,13
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,4,6,10
COTOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,14,13,27
CURAHUARA DE CARANGAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,0,1
DESAGUADERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,1,2
EL ALTO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,401,55,456
EL CHORO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,2,2
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,3,4
EL TORNO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,8,4,12
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,2,1,3
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,1,1
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,7,7
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,2,2
GUAQUI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,4,4
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,23,24
GUTIERREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,2,3
HUANUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,3,3,6
HUARINA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,0,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,5,5
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,4,4,8
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,5,5
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,17,14,31
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,10,15,25
LA PAZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,193,7,200
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,3,15,18
LLICA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,5,5,10
LURIBAY,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,2,2
MACHACAMARCA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,1,1
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,2,3,5
MAPIRI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,5,5
MECAPACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,1,1
MINEROS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,3,4
MIZQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,3,4
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,1,1
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,0,1
MONTERO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,24,5,29
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,4,4
OCURI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,8,8
ORURO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,47,16,63
PADCAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,4,4,8
PADILLA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,0,1
PAILON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,3,18,21
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,0,1
PASORAPA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,1,1
PAZÑA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,0,1
POCOATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,11,12
POCONA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,5,5
POOPO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,2,1,3
PORCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,2,2,4
POROMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,2,8,10
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,5,0,5
PORVENIR,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,2,2
POTOSI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,25,0,25
PUCARANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,12,13
PUERTO ACOSTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,1,1
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,18,10,28
PUNA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,1,1
PUNATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,17,0,17
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,40,0,40
RAVELO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,10,10
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,9,13,22
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,3,1,4
SACABA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,26,1,27
SACACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,4,4
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,5,5
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,2,0,2
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,0,1
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,10,37,47
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,2,2
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,2,6,8
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,8,4,12
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,2,3
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,1,2
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,2,12,14
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,2,1,3
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,7,4,11
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,1,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,21,1,22
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,5,5
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,0,1
SAN PEDRO(PND),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,2,2
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,6,1,7
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,4,0,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,409,124,533
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,1,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,5,5
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,1,1
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,1,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,0,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,0,1
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,5,6
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,9,0,9
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,1,1
SORACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,3,4
SORATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,3,3
SUCRE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,198,59,257
TACACOMA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,7,1,8
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,5,5
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,1,1
TAPACARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,3,1,4
TARIJA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,15,2,17
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,2,3
TIPUANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,24,15,39
TOLATA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,1,0,1
TOMAVE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,1,1
TORO TORO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,6,0,6
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,5,5
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,27,5,32
TUPIZA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,4,2,6
UYUNI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,4,3,7
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,4,0,4
VIACHA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,14,6,20
VILA VILA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,5,5
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,11,0,11
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,4,1,5
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,9,32,41
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,7,1,8
VILLAZON,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,3,10,13
VITICHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,4,4,8
WARNES,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,11,11,22
YACO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,1,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,5,6,11
YANACACHI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,0,3,3
YAPACANI,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-11-01,6,1,7
AIQUILE,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,3,1,4
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,2,0,2
APOLO,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,2,1,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,anti amarilica,2011-12-01,4,0,4
