,group,variable,month,DPT 1RA DOSIS CANTIDAD,DPT 1RA DOSIS CANTIDAD,TOTALES
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,51,1,52
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,31,5,36
COLLANA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,2,0,2
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,8,1,9
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,2,0,2
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,6,6
COMARAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,9,1,10
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,29,20,49
COROICO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,5,5
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,14,18,32
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,2,10,12
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,88,9,97
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,1,2,3
EXALTACION,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,2,0,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,1,1,2
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,3,3
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,4,4
GUANAY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,10,10
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,4,6,10
HUARINA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,1,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,2,3,5
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,30,0,30
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,68,65,133
LLICA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,2,0,2
LORETO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,2,0,2
MACHARETI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,3,3,6
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,17,3,20
MOJOCOYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,3,3
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,31,20,51
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,3,9,12
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,2,2
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,8,1,9
PAILON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,7,7
PALCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,1,1
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,1,0,1
PASORAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,1,0,1
PAZÑA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,2,0,2
POCOATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,8,8
PORCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,4,4
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,9,0,9
PUCARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,2,3,5
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,2,0,2
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,9,5,14
PUNATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,1,1
QUIABAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,4,4
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,10,2,12
RAVELO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,15,15
REYES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,5,0,5
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,37,10,47
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,2,0,2
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,12,20,32
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,1,1
SAN BENITO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,3,3,6
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,3,12,15
SAN CARLOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,4,3,7
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,1,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,3,7,10
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,91,91
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,1,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,9,4,13
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,2,2,4
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,4,0,4
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,10,10
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,5,8,13
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,825,84,909
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,2,2
SENA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,8,8
SHINAOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,1,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,1,2,3
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,19,17,36
TACOBAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,2,2
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,7,4,11
TARABUCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,3,3
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,1,0,1
TARVITA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,3,3
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,2,2
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,7,5,12
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,4,4
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,5,2,7
VILLA SERRANO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,14,14
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,0,15,15
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,1,1,2
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,15,0,15
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,10,3,13
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,1,0,1
YOCALLA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,1,0,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-11-01,1,11,12
ARAMPAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,9,10
ARANI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,3,4,7
ARBIETO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,9,10
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,0,27,27
BERMEJO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,0,3,3
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,0,1
CABEZAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,0,1
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,0,4,4
CALACOTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,2,0,2
CAPINOTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,2,0,2
CARAPARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,0,1
CHIMORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,0,1,1
CLIZA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,13,5,18
COBIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,5,0,5
COCAPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,0,1
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,35,20,55
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,8,1,9
COLOMI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,1,2
COLQUIRI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,0,6,6
COMARAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,6,2,8
CONCEPCION,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,2,0,2
CORIPATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,0,1
CORO CORO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,0,1
COTOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,7,5,12
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,3,1,4
EL ALTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,55,38,93
EL PUENTE(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,4,2,6
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,2,0,2
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,2,4,6
GUAQUI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,2,3
HUANUNI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,0,1,1
ICHOCA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,0,5,5
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,0,15,15
IXIAMAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,9,2,11
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,31,0,31
LA PAZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,102,15,117
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,0,2,2
MINEROS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,2,3
MIZQUE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,10,0,10
MONTERO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,26,30,56
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,0,12,12
OCURI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,0,11,11
ORURO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,6,10,16
PADCAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,0,2,2
PAPEL PAMPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,4,4,8
PASORAPA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,2,8,10
PORCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,2,3
PORONGO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,2,0,2
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,17,0,17
POTOSI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,2,0,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,0,3,3
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,0,3,3
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,16,6,22
QUIME,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,0,1
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,13,4,17
ROBORE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,8,0,8
SACABA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,6,19,25
SACACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,4,2,6
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,26,13,39
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,0,1
SAN JAVIER(STC),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,3,1,4
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,0,16,16
SAN PEDRO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,9,0,9
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,269,11,280
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,0,1
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,16,0,16
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,3,6,9
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,1,2
SOPACHUY,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,0,4,4
SUCRE,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,32,24,56
TACACOMA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,3,4
TAPACARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,0,8,8
TARIJA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,0,1
TIAWANACU,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,0,1,1
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,0,10,10
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,9,15,24
TURCO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,0,1
UMALA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,2,3
UNCIA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,0,10,10
VIACHA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,3,0,3
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,1,2
VILLAZON,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,0,7,7
VINTO,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,7,0,7
WARNES,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,1,0,1
YACUIBA,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,2,0,2
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,dpt 1ra dosis,2011-12-01,5,0,5
