,group,variable,month,ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,ANTIPOLIOMIELÍTICA 4TA DOSIS CANTIDAD,TOTALES
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,14,10,24
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,6,6
JESUS DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,1,0,1
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,28,0,28
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,66,0,66
LAGUNILLAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,5,0,5
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,2,8,10
MACHARETI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,3,0,3
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,2,31,33
MAIRANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,4,1,5
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,11,11
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,15,8,23
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,35,21,56
MORO MORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,4,4
MOROCHATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,1,2,3
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,2,0,2
OKINAWA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,5,8,13
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,2,2
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,65,327,392
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,11,20,31
PAZÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,2,0,2
POCOATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,1,1
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,8,8
POJO (CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,24,8,32
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,60,1,61
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,15,0,15
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,14,20,34
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,31,3,34
RAVELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,2,2
REYES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,15,0,15
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,4,1,5
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,1,32,33
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,23,20,43
SACABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,8,8
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,5,7,12
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,3,0,3
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,6,2,8
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,27,13,40
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,22,24,46
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,19,1,20
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,2,7,9
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,4,0,4
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,1,0,1
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,3,3
SAN LORENZO(PND),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,4,4
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,1,0,1
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,5,8,13
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,4,5,9
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,3,0,3
SAN RAMON BENI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,10,10
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,16,12,28
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,441,390,831
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,11,0,11
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,1,4,5
SAPAHAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,5,5
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,4,0,4
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,6,4,10
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,62,15,77
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,12,8,20
TARATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,3,2,5
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,48,8,56
TARVITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,4,12,16
TIQUIPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,2,0,2
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,21,21
TRIGAL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,27,27
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,52,11,63
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,20,0,20
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,6,7,13
VIACHA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,2,0,2
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,2,1,3
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,18,2,20
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,42,23,65
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,2,1,3
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,6,0,6
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,33,14,47
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,21,18,39
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,4,2,6
YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,2,0,2
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,0,1,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-10-01,1,3,4
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,2,4,6
ANDAMARCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,1,0,1
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,1,0,1
ARQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,4,91,95
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,33,0,33
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,1,3,4
AZURDUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,21,21
BAURES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,2,0,2
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,9,6,15
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,12,1,13
BOLPEBRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,2,2
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,1,24,25
"CAIZA ""D""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,3,3
CALACOTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,3,3
CAMARGO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,2,1,3
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,6,7,13
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,1,0,1
CHAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,1,1,2
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,56,28,84
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,11,12,23
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,5,6,11
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,408,73,481
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,5,41,46
COLOMI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,1,0,1
COLPA BELGICA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,88,75,163
CORO CORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,1,0,1
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,12,58,70
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,34,49,83
CULPINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,32,32
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,226,1300,1526
EL TORNO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,15,14,29
EL VILLAR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,9,9,18
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,2,1,3
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,9,2,11
FILADELFIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,10,10
GUAQUI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,5,63,68
HUACARETA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,1,0,1
HUARACAJE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,3,0,3
INCAHUASI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,16,19,35
INQUISIVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,2,4,6
LA GUARDIA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,28,8,36
LA PAZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,77,169,246
LLALLAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,1,0,1
MAGDALENA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,5,2,7
MAIRANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,6,0,6
MIZQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,18,18
MONTEAGUDO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,3,0,3
MONTERO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,23,5,28
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,1,2,3
OKINAWA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,6,8,14
OMEREQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,3,3
ORURO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,59,17,76
PADCAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,1,0,1
PAILON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,8,51,59
PALOS BLANCOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,5,5
PAZÑA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,2,2,4
POCOATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,13,2,15
POCONA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,2,5,7
POROMA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,1,1
PORTACHUELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,9,0,9
POTOSI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,42,0,42
PUCARANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,3,3
PUERTO SUAREZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,12,0,12
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,6,21,27
PUNATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,1,0,1
QUILLACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,25,53,78
RAVELO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,8,8
REYES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,8,0,8
RIBERALTA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,1,1,2
RURRENABAQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,1,0,1
SACABA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,31,4,35
SAMAIPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,1,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,11,8,19
SAN BORJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,22,31,53
SAN IGNACIO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,28,14,42
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,5,1,6
SAN JOAQUIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,4,0,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,5,0,5
SAN JULIAN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,1,1,2
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,4,5,9
SAN LUCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,15,24,39
SAN MATIAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,13,0,13
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,7,0,7
SANTA ANA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,17,0,17
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,533,113,646
SANTA ROSA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,3,0,3
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,3,3
SANTIAGO DE MACHACA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,3,3
SANTIVAÑES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,11,11
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,4,2,6
SIPE SIPE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,10,1,11
SUCRE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,44,24,68
TACOPAYA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,17,17
TARATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,2,0,2
TARIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,27,1,28
TARVITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,13,13
TOMINA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,3,0,3
TOTORA(CBBA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,12,26,38
TRIGAL,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,5,5
TRINIDAD,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,33,38,71
TUPIZA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,16,21,37
VACAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,3,3
VALLEGRANDE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,6,0,6
VILA VILA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,3,3
VILLA CHARCAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,8,22,30
VILLA MONTES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,19,4,23
VILLA TUNARI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,20,1,21
VILLAZON,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,26,4,30
VITICHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,5,5
WARNES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,29,55,84
YACUIBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,22,16,38
YAMPARAEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,1,0,1
YAPACANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,1,1
YOTALA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,2,2
YUNCHARA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,1,1
ZUDAÑEZ,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-11-01,0,7,7
ACHACACHI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,10,10
AIQUILE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,1,1,2
ANCORAIMES,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,1,1
ANTEQUERA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,1,0,1
ARQUE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,4,9,13
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,11,11
AZURDUY,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,1,1
BERMEJO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,5,12,17
BETANZOS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,9,11,20
CABEZAS,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,1,0,1
CALACOTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,11,11
CAMARGO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,1,11,12
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,1,0,1
CAQUIAVIRI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,5,5
CARACOLLO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,1,1,2
CARANAVI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,5,6,11
CHARAGUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,9,0,9
CHIMORE,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,15,14,29
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,9,0,9
COBIJA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,6,13,19
COCAPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,2,2
COCHABAMBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,159,9,168
COLCAPIRHUA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,27,0,27
"COLCHA ""K""",vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,5,12,17
CORIPATA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,1,0,1
CORO CORO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,2,0,2
COTAGAITA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,18,18
COTOCA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,15,2,17
EL ALTO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,157,82,239
EL PUENTE(TJA),vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,1,1,2
EL TORNO,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,27,12,39
EL VILLAR,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,3,1,4
GUAYARAMERIN,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,2,18,20
HUANUNI,vacunaciones en ninos de 2 a 4 anos,antipoliomielitica 4ta dosis,2011-12-01,5,2,7
