,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTALES
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,29,0,29
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,49,0,49
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,17,0,17
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,6,0,6
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1,0,1
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,7,0,7
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,24,0,24
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,8,0,8
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,18,6,24
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,7,5,12
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,17,2,19
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,7,1,8
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,85,0,85
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,24,3,27
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,18,2,20
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,4,0,4
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,44,0,44
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,5,0,5
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,3,2,5
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,4,0,4
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,2,0,2
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,4,3,7
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,11,4,15
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,18,9,27
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,2,0,2
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,6,2,8
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,7,0,7
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,16,0,16
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,15,0,15
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,70,0,70
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,90,0,90
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1131,0,1131
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,7,1,8
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,20,1,21
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,3,1,4
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,3,0,3
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,64,2,66
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,6,0,6
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1,4,5
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,5,0,5
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,11,2,13
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,12,1,13
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,20,2,22
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,11,0,11
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,3,1,4
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,30,1,31
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,13,2,15
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,34,0,34
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,31,0,31
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,4,1,5
MOJINETE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1,0,1
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,9,0,9
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,66,3,69
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,145,0,145
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,2,0,2
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,21,6,27
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,2,2,4
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,19,4,23
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,22,0,22
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,6,0,6
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,382,0,382
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,25,3,28
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,24,0,24
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,38,0,38
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,9,1,10
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,42,0,42
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,3,0,3
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,19,0,19
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,2,3,5
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,2,2,4
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,57,2,59
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,4,1,5
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,4,0,4
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,18,10,28
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,13,0,13
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,18,0,18
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,5,1,6
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,23,0,23
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,16,1,17
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,18,0,18
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,66,1,67
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,10,0,10
POSTRER VALLE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,0,1,1
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,325,0,325
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,5,4,9
PUCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1,0,1
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,32,0,32
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,6,1,7
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,4,3,7
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,10,0,10
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,5,1,6
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,15,0,15
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,12,3,15
PUERTO SILES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,4,0,4
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,25,0,25
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,72,2,74
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,32,4,36
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,24,0,24
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,5,0,5
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,143,0,143
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,8,0,8
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1,0,1
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,5,7,12
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,24,29,53
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,199,8,207
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,13,0,13
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,26,3,29
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,6,0,6
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,194,1,195
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,4,0,4
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,15,2,17
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,9,0,9
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,3,0,3
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,15,0,15
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,6,0,6
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,7,1,8
SAN ANDRES DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,2,1,3
SAN ANTONIO DE ESMORUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1,0,1
SAN ANTONIO DE LOMERIO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,16,1,17
SAN BENITO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,14,0,14
SAN BORJA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,82,3,85
SAN BUENA VENTURA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,15,0,15
SAN CARLOS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,40,0,40
SAN IGNACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,49,7,56
SAN IGNACIO DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,75,9,84
SAN JAVIER(BNI),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,4,0,4
SAN JAVIER(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,50,0,50
SAN JOAQUIN,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,7,0,7
SAN JOSE DE CHIQUITOS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,19,0,19
SAN JUAN DE YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,19,0,19
SAN JULIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,72,3,75
SAN LORENZO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1,3,4
SAN LORENZO(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,17,0,17
SAN LUCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,37,15,52
SAN MATIAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,21,0,21
SAN MIGUEL DE VELASCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,22,7,29
SAN PABLO DE LIPEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,2,0,2
SAN PEDRO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,28,0,28
SAN PEDRO DE BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,16,4,20
SAN PEDRO DE CURAHUARA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,6,0,6
SAN PEDRO DE QUEMES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,3,0,3
SAN PEDRO(PND),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1,0,1
SAN RAFAEL,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,6,0,6
SAN RAMON BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,8,0,8
SAN RAMON SCZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,16,0,16
SANTA ANA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,41,0,41
SANTA CRUZ DE LA SIERRA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1773,0,1773
SANTA ROSA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,13,0,13
SANTA ROSA DEL SARA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,33,0,33
SANTIAGO DE CALLAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1,5,6
SANTIAGO DE HUARI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,9,1,10
SANTIAGO DE HUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,5,1,6
SANTIAGO DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,8,0,8
SANTIVAÑES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,8,0,8
SANTUARIO DE QUILLACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,9,0,9
SAPAHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,6,1,7
SENA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,4,0,4
SHINAOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,54,0,54
SICA SICA (VILLA AROMA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,14,2,16
SICAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1,0,1
SIPE SIPE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,74,0,74
SOPACHUY,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,12,2,14
SORACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,8,1,9
SORATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,18,9,27
SUCRE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,873,5,878
TACACOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,7,1,8
TACOBAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,2,2,4
TACOPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,7,1,8
TAHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,2,0,2
TAPACARI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,20,10,30
TARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,24,5,29
TARACO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,5,1,6
TARATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,7,0,7
TARIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,383,0,383
TARVITA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,19,9,28
TEOPONTE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,16,2,18
TIAWANACU,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,7,2,9
TINGUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,10,4,14
TIPUANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,24,0,24
TIQUIPAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,109,3,112
TIRAQUE (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,32,2,34
TOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,2,1,3
TOLATA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,13,2,15
TOMAVE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,3,5,8
TOMINA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,14,0,14
TORO TORO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,3,3,6
TOTORA(CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,41,1,42
TOTORA(ORR),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,5,2,7
TRINIDAD,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,233,5,238
TUPIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,69,4,73
TURCO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,0,1,1
UMALA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,4,5,9
UNCIA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,27,6,33
URIONDO (A. CONCEPCION),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,12,2,14
URUBICHA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,12,0,12
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,21,3,24
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,7,0,7
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,22,2,24
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,62,1,63
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,4,0,4
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,22,14,36
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,53,2,55
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,3,0,3
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,9,1,10
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,18,4,22
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,135,0,135
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,16,3,19
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,76,1,77
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,87,1,88
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,6,2,8
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,3,1,4
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,115,1,116
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1,2,3
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,89,0,89
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,7,0,7
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,1,0,1
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,70,1,71
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,5,1,6
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,6,0,6
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,0,6,6
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2011-05-01,8,2,10
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,5,0,5
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,28,2,30
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,9,0,9
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,63,0,63
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,2,1,3
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,0,1,1
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,17,0,17
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,10,0,10
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,8,0,8
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,9,2,11
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,9,0,9
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,0,3,3
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,7,0,7
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,11,9,20
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,21,0,21
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2011-06-01,49,0,49
