,group,variable,month,REPETIDAS TOTAL 4.3 REPETIDAS,REPETIDAS TOTAL 4.3 REPETIDAS,TOTALES
CAMARGO,consultas prenatales,repetidas,2011-05-01,79,17,96
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,repetidas,2011-05-01,18,3,21
CAMIRI,consultas prenatales,repetidas,2011-05-01,391,4,395
CAPINOTA,consultas prenatales,repetidas,2011-05-01,165,1,166
CAQUIAVIRI,consultas prenatales,repetidas,2011-05-01,45,6,51
CARACOLLO,consultas prenatales,repetidas,2011-05-01,104,11,115
CARANAVI,consultas prenatales,repetidas,2011-05-01,449,9,458
CARAPARI,consultas prenatales,repetidas,2011-05-01,70,4,74
CARIPUYO,consultas prenatales,repetidas,2011-05-01,29,20,49
CARMEN RIVERO TORREZ,consultas prenatales,repetidas,2011-05-01,36,0,36
CATACORA,consultas prenatales,repetidas,2011-05-01,4,0,4
CHACARILLA,consultas prenatales,repetidas,2011-05-01,2,1,3
CHALLAPATA,consultas prenatales,repetidas,2011-05-01,223,19,242
CHAQUI,consultas prenatales,repetidas,2011-05-01,24,9,33
CHARAGUA,consultas prenatales,repetidas,2011-05-01,178,3,181
CHARAÑA,consultas prenatales,repetidas,2011-05-01,14,1,15
CHAYANTA,consultas prenatales,repetidas,2011-05-01,60,23,83
CHIMORE,consultas prenatales,repetidas,2011-05-01,131,6,137
CHIPAYA,consultas prenatales,repetidas,2011-05-01,6,0,6
CHOQUE COTA,consultas prenatales,repetidas,2011-05-01,4,0,4
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,repetidas,2011-05-01,153,0,153
CHUMA,consultas prenatales,repetidas,2011-05-01,40,4,44
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,repetidas,2011-05-01,34,13,47
CKOCHAS,consultas prenatales,repetidas,2011-05-01,71,18,89
CLIZA,consultas prenatales,repetidas,2011-05-01,204,0,204
COBIJA,consultas prenatales,repetidas,2011-05-01,690,1,691
COCAPATA,consultas prenatales,repetidas,2011-05-01,43,47,90
COCHABAMBA,consultas prenatales,repetidas,2011-05-01,6782,16,6798
COIPASA,consultas prenatales,repetidas,2011-05-01,2,0,2
COLCAPIRHUA,consultas prenatales,repetidas,2011-05-01,474,7,481
"COLCHA ""K""",consultas prenatales,repetidas,2011-05-01,51,6,57
COLLANA,consultas prenatales,repetidas,2011-05-01,1,1,2
COLOMI,consultas prenatales,repetidas,2011-05-01,139,0,139
COLPA BELGICA,consultas prenatales,repetidas,2011-05-01,38,0,38
COLQUECHACA,consultas prenatales,repetidas,2011-05-01,103,38,141
COLQUENCHA,consultas prenatales,repetidas,2011-05-01,49,0,49
COLQUIRI,consultas prenatales,repetidas,2011-05-01,47,45,92
COMANCHE,consultas prenatales,repetidas,2011-05-01,9,0,9
COMARAPA,consultas prenatales,repetidas,2011-05-01,222,0,222
COMBAYA,consultas prenatales,repetidas,2011-05-01,0,7,7
CONCEPCION,consultas prenatales,repetidas,2011-05-01,133,0,133
COPACABANA,consultas prenatales,repetidas,2011-05-01,56,5,61
CORIPATA,consultas prenatales,repetidas,2011-05-01,101,1,102
CORO CORO,consultas prenatales,repetidas,2011-05-01,27,15,42
COROICO,consultas prenatales,repetidas,2011-05-01,145,2,147
CORQUE,consultas prenatales,repetidas,2011-05-01,22,5,27
COTAGAITA,consultas prenatales,repetidas,2011-05-01,94,17,111
COTOCA,consultas prenatales,repetidas,2011-05-01,357,0,357
CUATRO CAÑADAS,consultas prenatales,repetidas,2011-05-01,86,5,91
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,repetidas,2011-05-01,5,0,5
CUEVO,consultas prenatales,repetidas,2011-05-01,15,5,20
CULPINA,consultas prenatales,repetidas,2011-05-01,65,17,82
CURAHUARA DE CARANGAS,consultas prenatales,repetidas,2011-05-01,37,0,37
CURVA,consultas prenatales,repetidas,2011-05-01,4,3,7
DESAGUADERO,consultas prenatales,repetidas,2011-05-01,18,1,19
EL ALTO,consultas prenatales,repetidas,2011-05-01,6209,2,6211
EL CHORO,consultas prenatales,repetidas,2011-05-01,7,16,23
EL PUENTE(STC),consultas prenatales,repetidas,2011-05-01,75,0,75
EL PUENTE(TJA),consultas prenatales,repetidas,2011-05-01,75,1,76
EL TORNO,consultas prenatales,repetidas,2011-05-01,363,0,363
EL VILLAR,consultas prenatales,repetidas,2011-05-01,17,2,19
ENTRE RIOS TRJ,consultas prenatales,repetidas,2011-05-01,173,5,178
ENTRE RIOS CBBA,consultas prenatales,repetidas,2011-05-01,223,0,223
ESCOMA,consultas prenatales,repetidas,2011-05-01,42,1,43
EUCALIPTUS,consultas prenatales,repetidas,2011-05-01,19,0,19
EUREKA (SANTOS MERCADO),consultas prenatales,repetidas,2011-05-01,2,2,4
EXALTACION,consultas prenatales,repetidas,2011-05-01,15,0,15
FERNANDEZ ALONSO,consultas prenatales,repetidas,2011-05-01,85,0,85
FILADELFIA,consultas prenatales,repetidas,2011-05-01,41,0,41
GENERAL SAAVEDRA,consultas prenatales,repetidas,2011-05-01,73,15,88
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,repetidas,2011-05-01,35,12,47
GUANAY,consultas prenatales,repetidas,2011-05-01,103,6,109
GUAQUI,consultas prenatales,repetidas,2011-05-01,31,1,32
GUAYARAMERIN,consultas prenatales,repetidas,2011-05-01,456,1,457
GUTIERREZ,consultas prenatales,repetidas,2011-05-01,56,8,64
HUACARETA,consultas prenatales,repetidas,2011-05-01,44,10,54
HUACAYA (VILLA DE HUACAYA),consultas prenatales,repetidas,2011-05-01,7,5,12
HUACHACALLA,consultas prenatales,repetidas,2011-05-01,2,0,2
HUANUNI,consultas prenatales,repetidas,2011-05-01,250,0,250
HUARACAJE,consultas prenatales,repetidas,2011-05-01,25,0,25
HUARINA,consultas prenatales,repetidas,2011-05-01,17,2,19
HUAYLLAMARCA,consultas prenatales,repetidas,2011-05-01,10,1,11
HUMANATA,consultas prenatales,repetidas,2011-05-01,11,0,11
ICHOCA,consultas prenatales,repetidas,2011-05-01,9,7,16
ICLA,consultas prenatales,repetidas,2011-05-01,41,20,61
INCAHUASI,consultas prenatales,repetidas,2011-05-01,80,34,114
INGAVI (HUMAITA),consultas prenatales,repetidas,2011-05-01,3,1,4
INQUISIVI,consultas prenatales,repetidas,2011-05-01,36,8,44
IRUPANA (VILLA DE LANZA),consultas prenatales,repetidas,2011-05-01,71,0,71
IXIAMAS,consultas prenatales,repetidas,2011-05-01,64,0,64
JESUS DE MACHACA,consultas prenatales,repetidas,2011-05-01,66,2,68
LA ASUNTA,consultas prenatales,repetidas,2011-05-01,269,1,270
LA GUARDIA,consultas prenatales,repetidas,2011-05-01,634,0,634
LA PAZ,consultas prenatales,repetidas,2011-05-01,7909,2,7911
LA RIVERA,consultas prenatales,repetidas,2011-05-01,1,0,1
LAGUNILLAS,consultas prenatales,repetidas,2011-05-01,23,5,28
LAJA,consultas prenatales,repetidas,2011-05-01,68,4,72
LAS CARRERAS,consultas prenatales,repetidas,2011-05-01,12,5,17
LICOMA PAMPA,consultas prenatales,repetidas,2011-05-01,16,0,16
LLALLAGUA,consultas prenatales,repetidas,2011-05-01,306,11,317
LLICA,consultas prenatales,repetidas,2011-05-01,16,1,17
LORETO,consultas prenatales,repetidas,2011-05-01,6,4,10
LURIBAY,consultas prenatales,repetidas,2011-05-01,34,0,34
MACHACAMARCA,consultas prenatales,repetidas,2011-05-01,35,3,38
MACHARETI,consultas prenatales,repetidas,2011-05-01,49,7,56
MAGDALENA,consultas prenatales,repetidas,2011-05-01,107,7,114
MAIRANA,consultas prenatales,repetidas,2011-05-01,85,0,85
MALLA,consultas prenatales,repetidas,2011-05-01,6,1,7
MAPIRI,consultas prenatales,repetidas,2011-05-01,148,1,149
MECAPACA,consultas prenatales,repetidas,2011-05-01,40,4,44
MINEROS,consultas prenatales,repetidas,2011-05-01,177,0,177
MIZQUE,consultas prenatales,repetidas,2011-05-01,177,2,179
MOCOMOCO,consultas prenatales,repetidas,2011-05-01,39,4,43
MOJINETE,consultas prenatales,repetidas,2011-05-01,5,1,6
MOJOCOYA,consultas prenatales,repetidas,2011-05-01,27,6,33
MONTEAGUDO,consultas prenatales,repetidas,2011-05-01,282,15,297
MONTERO,consultas prenatales,repetidas,2011-05-01,978,1,979
MORO MORO,consultas prenatales,repetidas,2011-05-01,17,0,17
MOROCHATA,consultas prenatales,repetidas,2011-05-01,51,17,68
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,repetidas,2011-05-01,4,0,4
NAZACARA DE PACAJES,consultas prenatales,repetidas,2011-05-01,3,0,3
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,repetidas,2011-05-01,10,2,12
OCURI,consultas prenatales,repetidas,2011-05-01,74,32,106
OKINAWA,consultas prenatales,repetidas,2011-05-01,131,0,131
OMEREQUE,consultas prenatales,repetidas,2011-05-01,34,2,36
ORURO,consultas prenatales,repetidas,2011-05-01,2713,0,2713
PADCAYA,consultas prenatales,repetidas,2011-05-01,115,7,122
PADILLA,consultas prenatales,repetidas,2011-05-01,92,5,97
PAILON,consultas prenatales,repetidas,2011-05-01,159,0,159
PALCA,consultas prenatales,repetidas,2011-05-01,32,11,43
PALOS BLANCOS,consultas prenatales,repetidas,2011-05-01,240,4,244
PAMPA AULLAGAS,consultas prenatales,repetidas,2011-05-01,10,0,10
PAMPA GRANDE,consultas prenatales,repetidas,2011-05-01,71,0,71
PAPEL PAMPA,consultas prenatales,repetidas,2011-05-01,15,4,19
PASORAPA,consultas prenatales,repetidas,2011-05-01,15,7,22
PATACAMAYA,consultas prenatales,repetidas,2011-05-01,186,3,189
PAZÑA,consultas prenatales,repetidas,2011-05-01,28,12,40
PELECHUCO,consultas prenatales,repetidas,2011-05-01,24,5,29
POCOATA,consultas prenatales,repetidas,2011-05-01,77,29,106
POCONA,consultas prenatales,repetidas,2011-05-01,57,3,60
POJO (CBBA),consultas prenatales,repetidas,2011-05-01,88,3,91
POOPO,consultas prenatales,repetidas,2011-05-01,27,2,29
PORCO,consultas prenatales,repetidas,2011-05-01,76,1,77
POROMA,consultas prenatales,repetidas,2011-05-01,70,24,94
PORONGO,consultas prenatales,repetidas,2011-05-01,49,6,55
PORTACHUELO,consultas prenatales,repetidas,2011-05-01,212,1,213
PORVENIR,consultas prenatales,repetidas,2011-05-01,42,0,42
POSTRER VALLE,consultas prenatales,repetidas,2011-05-01,5,4,9
POTOSI,consultas prenatales,repetidas,2011-05-01,1751,2,1753
PRESTO,consultas prenatales,repetidas,2011-05-01,20,30,50
PUCARA,consultas prenatales,repetidas,2011-05-01,4,4,8
PUCARANI,consultas prenatales,repetidas,2011-05-01,144,2,146
PUERTO ACOSTA,consultas prenatales,repetidas,2011-05-01,18,6,24
PUERTO CARABUCO,consultas prenatales,repetidas,2011-05-01,27,7,34
PUERTO GONZALO MORENO,consultas prenatales,repetidas,2011-05-01,39,4,43
PUERTO PEREZ,consultas prenatales,repetidas,2011-05-01,19,2,21
PUERTO QUIJARRO,consultas prenatales,repetidas,2011-05-01,47,0,47
PUERTO RICO,consultas prenatales,repetidas,2011-05-01,58,15,73
PUERTO SILES,consultas prenatales,repetidas,2011-05-01,10,0,10
PUERTO SUAREZ,consultas prenatales,repetidas,2011-05-01,134,0,134
PUERTO VILLARROEL,consultas prenatales,repetidas,2011-05-01,582,11,593
PUNA,consultas prenatales,repetidas,2011-05-01,107,12,119
PUNATA,consultas prenatales,repetidas,2011-05-01,212,0,212
QUIABAYA,consultas prenatales,repetidas,2011-05-01,12,0,12
QUILLACOLLO,consultas prenatales,repetidas,2011-05-01,572,0,572
QUIME,consultas prenatales,repetidas,2011-05-01,42,0,42
QUIRUSILLAS,consultas prenatales,repetidas,2011-05-01,10,0,10
RAVELO,consultas prenatales,repetidas,2011-05-01,36,33,69
REYES,consultas prenatales,repetidas,2011-05-01,84,35,119
RIBERALTA,consultas prenatales,repetidas,2011-05-01,1058,16,1074
ROBORE,consultas prenatales,repetidas,2011-05-01,71,0,71
RURRENABAQUE,consultas prenatales,repetidas,2011-05-01,145,3,148
SABAYA,consultas prenatales,repetidas,2011-05-01,13,1,14
SACABA,consultas prenatales,repetidas,2011-05-01,1140,3,1143
SACABAMBA,consultas prenatales,repetidas,2011-05-01,18,1,19
SACACA,consultas prenatales,repetidas,2011-05-01,97,3,100
SAIPINA,consultas prenatales,repetidas,2011-05-01,35,0,35
SALINAS DE GARCI MENDOZA,consultas prenatales,repetidas,2011-05-01,24,7,31
SAMAIPATA,consultas prenatales,repetidas,2011-05-01,70,1,71
SAN AGUSTIN,consultas prenatales,repetidas,2011-05-01,12,0,12
SAN ANDRES,consultas prenatales,repetidas,2011-05-01,56,2,58
SAN ANDRES DE MACHACA,consultas prenatales,repetidas,2011-05-01,11,9,20
SAN ANTONIO DE ESMORUCO,consultas prenatales,repetidas,2011-05-01,6,4,10
SAN ANTONIO DE LOMERIO,consultas prenatales,repetidas,2011-05-01,35,5,40
SAN BENITO,consultas prenatales,repetidas,2011-05-01,87,2,89
SAN BORJA,consultas prenatales,repetidas,2011-05-01,250,27,277
SAN BUENA VENTURA,consultas prenatales,repetidas,2011-05-01,79,0,79
SAN CARLOS,consultas prenatales,repetidas,2011-05-01,142,0,142
SAN IGNACIO,consultas prenatales,repetidas,2011-05-01,206,8,214
SAN IGNACIO DE VELASCO,consultas prenatales,repetidas,2011-05-01,536,37,573
SAN JAVIER(BNI),consultas prenatales,repetidas,2011-05-01,9,0,9
SAN JAVIER(STC),consultas prenatales,repetidas,2011-05-01,120,0,120
SAN JOAQUIN,consultas prenatales,repetidas,2011-05-01,27,0,27
SAN JOSE DE CHIQUITOS,consultas prenatales,repetidas,2011-05-01,92,3,95
SAN JUAN DE YAPACANI,consultas prenatales,repetidas,2011-05-01,74,0,74
SAN JULIAN,consultas prenatales,repetidas,2011-05-01,284,11,295
SAN LORENZO(PND),consultas prenatales,repetidas,2011-05-01,19,7,26
SAN LORENZO(TJA),consultas prenatales,repetidas,2011-05-01,118,5,123
SAN LUCAS,consultas prenatales,repetidas,2011-05-01,166,72,238
SAN MATIAS,consultas prenatales,repetidas,2011-05-01,110,0,110
SAN MIGUEL DE VELASCO,consultas prenatales,repetidas,2011-05-01,84,16,100
SAN PABLO DE LIPEZ,consultas prenatales,repetidas,2011-05-01,11,2,13
SAN PEDRO,consultas prenatales,repetidas,2011-05-01,122,0,122
SAN PEDRO DE BUENA VISTA,consultas prenatales,repetidas,2011-05-01,77,19,96
SAN PEDRO DE CURAHUARA,consultas prenatales,repetidas,2011-05-01,16,2,18
SAN PEDRO DE QUEMES,consultas prenatales,repetidas,2011-05-01,1,0,1
SAN PEDRO DE TIQUINA,consultas prenatales,repetidas,2011-05-01,12,0,12
SAN PEDRO(PND),consultas prenatales,repetidas,2011-05-01,1,0,1
SAN RAFAEL,consultas prenatales,repetidas,2011-05-01,51,0,51
SAN RAMON BENI,consultas prenatales,repetidas,2011-05-01,23,0,23
SAN RAMON SCZ,consultas prenatales,repetidas,2011-05-01,91,0,91
SANTA ANA,consultas prenatales,repetidas,2011-05-01,205,0,205
SANTA CRUZ DE LA SIERRA,consultas prenatales,repetidas,2011-05-01,8828,1,8829
SANTA ROSA,consultas prenatales,repetidas,2011-05-01,50,3,53
SANTA ROSA DEL SARA,consultas prenatales,repetidas,2011-05-01,158,0,158
SANTIAGO DE CALLAPA,consultas prenatales,repetidas,2011-05-01,1,17,18
SANTIAGO DE HUARI,consultas prenatales,repetidas,2011-05-01,28,3,31
SANTIAGO DE HUATA,consultas prenatales,repetidas,2011-05-01,27,1,28
SANTIAGO DE MACHACA,consultas prenatales,repetidas,2011-05-01,21,1,22
SANTIVAÑES,consultas prenatales,repetidas,2011-05-01,27,0,27
SANTUARIO DE QUILLACAS,consultas prenatales,repetidas,2011-05-01,16,7,23
SAPAHAQUI,consultas prenatales,repetidas,2011-05-01,25,4,29
SENA,consultas prenatales,repetidas,2011-05-01,38,0,38
SHINAOTA,consultas prenatales,repetidas,2011-05-01,389,0,389
SICA SICA (VILLA AROMA),consultas prenatales,repetidas,2011-05-01,79,4,83
SICAYA,consultas prenatales,repetidas,2011-05-01,13,0,13
SIPE SIPE,consultas prenatales,repetidas,2011-05-01,343,0,343
SOPACHUY,consultas prenatales,repetidas,2011-05-01,45,9,54
SORACACHI,consultas prenatales,repetidas,2011-05-01,36,8,44
SORATA,consultas prenatales,repetidas,2011-05-01,77,20,97
SUCRE,consultas prenatales,repetidas,2011-05-01,3594,20,3614
TACACHI,consultas prenatales,repetidas,2011-05-01,1,0,1
TACACOMA,consultas prenatales,repetidas,2011-05-01,45,6,51
TACOBAMBA,consultas prenatales,repetidas,2011-05-01,23,3,26
TACOPAYA,consultas prenatales,repetidas,2011-05-01,43,4,47
TAHUA,consultas prenatales,repetidas,2011-05-01,3,0,3
TAPACARI,consultas prenatales,repetidas,2011-05-01,113,44,157
TARABUCO,consultas prenatales,repetidas,2011-05-01,94,26,120
TARACO,consultas prenatales,repetidas,2011-05-01,15,1,16
TARATA,consultas prenatales,repetidas,2011-05-01,72,0,72
TARIJA,consultas prenatales,repetidas,2011-05-01,1694,2,1696
TARVITA,consultas prenatales,repetidas,2011-05-01,80,34,114
TEOPONTE,consultas prenatales,repetidas,2011-05-01,44,6,50
TIAWANACU,consultas prenatales,repetidas,2011-05-01,44,6,50
TINGUIPAYA,consultas prenatales,repetidas,2011-05-01,65,15,80
TIPUANI,consultas prenatales,repetidas,2011-05-01,98,0,98
TIQUIPAYA,consultas prenatales,repetidas,2011-05-01,552,4,556
TIRAQUE (CBBA),consultas prenatales,repetidas,2011-05-01,89,5,94
TITO YUPANQUI (PARQUIPUJIO),consultas prenatales,repetidas,2011-05-01,5,0,5
TOCO,consultas prenatales,repetidas,2011-05-01,24,1,25
TOLATA,consultas prenatales,repetidas,2011-05-01,50,3,53
TOLEDO,consultas prenatales,repetidas,2011-05-01,11,5,16
TOMAVE,consultas prenatales,repetidas,2011-05-01,26,21,47
TOMINA,consultas prenatales,repetidas,2011-05-01,63,0,63
TORO TORO,consultas prenatales,repetidas,2011-05-01,25,14,39
TOTORA(CBBA),consultas prenatales,repetidas,2011-05-01,116,4,120
TOTORA(ORR),consultas prenatales,repetidas,2011-05-01,23,3,26
TRIGAL,consultas prenatales,repetidas,2011-05-01,5,0,5
TRINIDAD,consultas prenatales,repetidas,2011-05-01,1180,29,1209
TUPIZA,consultas prenatales,repetidas,2011-05-01,293,9,302
TURCO,consultas prenatales,repetidas,2011-05-01,19,1,20
UMALA,consultas prenatales,repetidas,2011-05-01,17,11,28
UNCIA,consultas prenatales,repetidas,2011-05-01,113,21,134
URIONDO (A. CONCEPCION),consultas prenatales,repetidas,2011-05-01,80,4,84
URUBICHA,consultas prenatales,repetidas,2011-05-01,62,0,62
UYUNI,consultas prenatales,repetidas,2011-05-01,161,8,169
VACAS,consultas prenatales,repetidas,2011-05-01,23,0,23
VALLEGRANDE,consultas prenatales,repetidas,2011-05-01,108,11,119
VIACHA,consultas prenatales,repetidas,2011-05-01,349,3,352
VILA VILA,consultas prenatales,repetidas,2011-05-01,17,0,17
VILLA CHARCAS,consultas prenatales,repetidas,2011-05-01,88,38,126
VILLA MONTES,consultas prenatales,repetidas,2011-05-01,257,14,271
VILLA NUEVA (LOMA ALTA),consultas prenatales,repetidas,2011-05-01,9,1,10
VILLA RIVERO,consultas prenatales,repetidas,2011-05-01,51,1,52
VILLA SERRANO,consultas prenatales,repetidas,2011-05-01,67,18,85
VILLA TUNARI,consultas prenatales,repetidas,2011-05-01,663,1,664
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,repetidas,2011-05-01,71,14,85
VILLAZON,consultas prenatales,repetidas,2011-05-01,408,10,418
VINTO,consultas prenatales,repetidas,2011-05-01,335,8,343
VITICHI,consultas prenatales,repetidas,2011-05-01,44,11,55
WALDO BALLIVIAN,consultas prenatales,repetidas,2011-05-01,13,5,18
WARNES,consultas prenatales,repetidas,2011-05-01,420,2,422
YACO,consultas prenatales,repetidas,2011-05-01,7,9,16
YACUIBA,consultas prenatales,repetidas,2011-05-01,568,0,568
YAMPARAEZ,consultas prenatales,repetidas,2011-05-01,38,2,40
YANACACHI,consultas prenatales,repetidas,2011-05-01,3,0,3
YAPACANI,consultas prenatales,repetidas,2011-05-01,285,6,291
YOCALLA,consultas prenatales,repetidas,2011-05-01,24,3,27
YOTALA,consultas prenatales,repetidas,2011-05-01,51,1,52
YUNCHARA,consultas prenatales,repetidas,2011-05-01,5,24,29
ZUDAÑEZ,consultas prenatales,repetidas,2011-05-01,27,9,36
ACACIO,consultas prenatales,repetidas,2011-06-01,30,4,34
ACHACACHI,consultas prenatales,repetidas,2011-06-01,211,5,216
ACHOCALLA,consultas prenatales,repetidas,2011-06-01,44,0,44
AIQUILE,consultas prenatales,repetidas,2011-06-01,210,3,213
ALALAY,consultas prenatales,repetidas,2011-06-01,4,4,8
ALCALA,consultas prenatales,repetidas,2011-06-01,15,1,16
ALTO BENI,consultas prenatales,repetidas,2011-06-01,57,5,62
ANCORAIMES,consultas prenatales,repetidas,2011-06-01,47,1,48
ANDAMARCA,consultas prenatales,repetidas,2011-06-01,9,0,9
ANTEQUERA,consultas prenatales,repetidas,2011-06-01,18,0,18
ANZALDO,consultas prenatales,repetidas,2011-06-01,32,9,41
APOLO,consultas prenatales,repetidas,2011-06-01,135,14,149
ARAMPAMPA,consultas prenatales,repetidas,2011-06-01,15,4,19
ARANI,consultas prenatales,repetidas,2011-06-01,95,6,101
ARBIETO,consultas prenatales,repetidas,2011-06-01,41,11,52
ARQUE,consultas prenatales,repetidas,2011-06-01,188,0,188
ASCENCION DE GUARAYOS,consultas prenatales,repetidas,2011-06-01,221,0,221
ATOCHA,consultas prenatales,repetidas,2011-06-01,83,1,84
AUCAPATA,consultas prenatales,repetidas,2011-06-01,6,1,7
AYATA,consultas prenatales,repetidas,2011-06-01,25,11,36
AYO AYO,consultas prenatales,repetidas,2011-06-01,32,0,32
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,repetidas,2011-06-01,102,17,119
AZURDUY,consultas prenatales,repetidas,2011-06-01,37,15,52
BATALLAS,consultas prenatales,repetidas,2011-06-01,70,0,70
BAURES,consultas prenatales,repetidas,2011-06-01,30,0,30
BELEN DE ANDAMARCA,consultas prenatales,repetidas,2011-06-01,3,2,5
BELEN DE URMIRI,consultas prenatales,repetidas,2011-06-01,0,4,4
BELLA FLOR,consultas prenatales,repetidas,2011-06-01,3,5,8
BERMEJO,consultas prenatales,repetidas,2011-06-01,274,0,274
BETANZOS,consultas prenatales,repetidas,2011-06-01,127,35,162
BOLIVAR,consultas prenatales,repetidas,2011-06-01,11,8,19
BOLPEBRA,consultas prenatales,repetidas,2011-06-01,8,5,13
BOYUIBE,consultas prenatales,repetidas,2011-06-01,29,1,30
BUENA VISTA,consultas prenatales,repetidas,2011-06-01,42,2,44
CABEZAS,consultas prenatales,repetidas,2011-06-01,84,0,84
CAIROMA,consultas prenatales,repetidas,2011-06-01,52,6,58
"CAIZA ""D""",consultas prenatales,repetidas,2011-06-01,31,5,36
CAJUATA,consultas prenatales,repetidas,2011-06-01,30,0,30
CALACOTO,consultas prenatales,repetidas,2011-06-01,5,13,18
CALAMARCA,consultas prenatales,repetidas,2011-06-01,36,3,39
CAMARGO,consultas prenatales,repetidas,2011-06-01,97,17,114
